,ANDA
2019-06-13,9.84000015258789
2019-06-14,9.859999656677246
2019-06-17,9.859999656677246
2019-06-18,9.869999885559082
2019-06-19,9.869999885559082
2019-06-20,9.869999885559082
2019-06-21,9.869999885559082
2019-06-24,9.869999885559082
2019-06-25,9.869999885559082
2019-06-26,9.890000343322754
2019-06-27,9.90999984741211
2019-06-28,9.90999984741211
2019-07-01,9.90999984741211
2019-07-02,9.90999984741211
2019-07-03,9.90999984741211
2019-07-05,9.90999984741211
2019-07-08,9.90999984741211
2019-07-09,9.84000015258789
2019-07-10,9.84000015258789
2019-07-11,9.90999984741211
2019-07-12,9.880000114440918
2019-07-15,9.880000114440918
2019-07-16,9.920000076293945
2019-07-17,9.899999618530273
2019-07-18,9.920000076293945
2019-07-19,9.920000076293945
2019-07-22,9.930000305175781
2019-07-23,9.930000305175781
2019-07-24,9.899999618530273
2019-07-25,9.899999618530273
2019-07-26,9.920000076293945
2019-07-29,9.920000076293945
2019-07-30,9.901000022888184
2019-07-31,9.890000343322754
2019-08-01,9.899999618530273
2019-08-02,9.899999618530273
2019-08-05,9.899999618530273
2019-08-06,9.850000381469727
2019-08-07,9.850000381469727
2019-08-08,9.850000381469727
2019-08-09,9.850000381469727
2019-08-12,9.949999809265137
2019-08-13,9.949999809265137
2019-08-14,9.920000076293945
2019-08-15,9.920000076293945
2019-08-16,9.920000076293945
2019-08-19,9.920000076293945
2019-08-20,9.949999809265137
2019-08-21,9.949999809265137
2019-08-22,9.949999809265137
2019-08-23,9.949999809265137
2019-08-26,9.920000076293945
2019-08-27,9.949999809265137
2019-08-28,9.949999809265137
2019-08-29,9.949999809265137
2019-08-30,9.949999809265137
2019-09-03,9.949999809265137
2019-09-04,9.949999809265137
2019-09-05,9.949999809265137
2019-09-06,9.970000267028809
2019-09-09,9.970000267028809
2019-09-10,9.970000267028809
2019-09-11,9.970000267028809
2019-09-12,9.970000267028809
2019-09-13,9.970000267028809
2019-09-16,9.970000267028809
2019-09-17,9.970000267028809
2019-09-18,9.970000267028809
2019-09-19,9.9399995803833
2019-09-20,9.9399995803833
2019-09-23,9.949000358581543
2019-09-24,9.949999809265137
2019-09-25,9.949999809265137
2019-09-26,9.949999809265137
2019-09-27,9.960000038146973
2019-09-30,9.989999771118164
2019-10-01,9.989999771118164
2019-10-02,9.989999771118164
2019-10-03,9.989999771118164
2019-10-04,9.960000038146973
2019-10-07,9.979999542236328
2019-10-08,9.979999542236328
2019-10-09,9.979999542236328
2019-10-10,9.979999542236328
2019-10-11,9.979999542236328
2019-10-14,9.979999542236328
2019-10-15,9.979999542236328
2019-10-16,9.979999542236328
2019-10-17,9.979999542236328
2019-10-18,9.979999542236328
2019-10-21,10.0
2019-10-22,9.979999542236328
2019-10-23,9.979999542236328
2019-10-24,10.0
2019-10-25,10.0
2019-10-28,10.0
2019-10-29,10.010000228881836
2019-10-30,10.020000457763672
2019-10-31,10.020000457763672
2019-11-01,10.020000457763672
2019-11-04,10.020000457763672
2019-11-05,10.010000228881836
2019-11-06,10.010000228881836
2019-11-07,9.989999771118164
2019-11-08,10.020000457763672
2019-11-11,10.020000457763672
2019-11-12,10.020000457763672
2019-11-13,10.020000457763672
2019-11-14,10.020000457763672
2019-11-15,10.020000457763672
2019-11-18,10.039999961853027
2019-11-19,10.039999961853027
2019-11-20,10.039999961853027
2019-11-21,10.039999961853027
2019-11-22,10.039999961853027
2019-11-25,10.039999961853027
2019-11-26,10.039999961853027
2019-11-27,10.039999961853027
2019-11-29,10.039999961853027
2019-12-02,10.050000190734863
2019-12-03,10.050000190734863
2019-12-04,10.0600004196167
2019-12-05,10.069999694824219
2019-12-06,10.069999694824219
2019-12-09,10.069999694824219
2019-12-10,10.069999694824219
2019-12-11,10.069999694824219
2019-12-12,10.048999786376953
2019-12-13,10.048999786376953
2019-12-16,10.069999694824219
2019-12-17,10.149999618530273
2019-12-18,10.079999923706055
2019-12-19,10.03499984741211
2019-12-20,10.03499984741211
2019-12-23,10.03499984741211
2019-12-24,10.03499984741211
2019-12-26,10.03499984741211
2019-12-27,10.100000381469727
2019-12-30,10.140000343322754
2019-12-31,10.149999618530273
2020-01-02,10.149999618530273
2020-01-03,10.149999618530273
2020-01-06,10.149999618530273
2020-01-07,10.149999618530273
2020-01-08,10.149999618530273
2020-01-09,10.149999618530273
2020-01-10,10.149999618530273
2020-01-13,10.149999618530273
2020-01-14,10.130000114440918
2020-01-15,10.130000114440918
2020-01-16,10.130000114440918
2020-01-17,10.130000114440918
2020-01-21,10.130000114440918
2020-01-22,10.130000114440918
2020-01-23,10.130000114440918
2020-01-24,10.130000114440918
2020-01-27,10.100000381469727
2020-01-28,10.119999885559082
2020-01-29,10.119999885559082
2020-01-30,10.149999618530273
2020-01-31,10.149999618530273
2020-02-03,10.149999618530273
2020-02-04,10.149999618530273
2020-02-05,10.149999618530273
2020-02-06,10.180000305175781
2020-02-07,10.180000305175781
2020-02-10,10.180000305175781
2020-02-11,10.180000305175781
2020-02-12,10.180000305175781
2020-02-13,10.180000305175781
2020-02-14,10.180000305175781
2020-02-18,10.180000305175781
2020-02-19,10.180000305175781
2020-02-20,10.180000305175781
2020-02-21,10.16100025177002
2020-02-24,10.16100025177002
2020-02-25,10.16100025177002
2020-02-26,10.16100025177002
2020-02-27,10.16100025177002
2020-02-28,10.170000076293945
2020-03-02,10.170000076293945
2020-03-03,10.170000076293945
2020-03-04,10.170000076293945
2020-03-05,10.15999984741211
2020-03-06,10.15999984741211
2020-03-09,10.15999984741211
2020-03-10,10.149999618530273
2020-03-11,10.149999618530273
2020-03-12,10.130000114440918
2020-03-13,10.100000381469727
2020-03-16,9.899999618530273
2020-03-17,9.899999618530273
2020-03-18,9.899999618530273
2020-03-19,9.899999618530273
2020-03-20,9.859999656677246
2020-03-23,9.869999885559082
2020-03-24,9.899999618530273
2020-03-25,10.029999732971191
2020-03-26,10.029999732971191
2020-03-27,10.069999694824219
2020-03-30,10.069999694824219
2020-03-31,10.069999694824219
2020-04-01,10.079999923706055
2020-04-02,10.079999923706055
2020-04-03,10.119999885559082
2020-04-06,10.100000381469727
2020-04-07,10.119999885559082
2020-04-08,10.130000114440918
2020-04-09,10.09000015258789
2020-04-13,10.09000015258789
2020-04-14,10.09000015258789
2020-04-15,10.09000015258789
2020-04-16,10.09000015258789
2020-04-17,10.180999755859375
2020-04-20,10.180999755859375
2020-04-21,10.180999755859375
2020-04-22,10.170000076293945
2020-04-23,10.210000038146973
2020-04-24,10.210000038146973
2020-04-27,10.1899995803833
2020-04-28,10.1899995803833
2020-04-29,10.1899995803833
2020-04-30,10.1899995803833
2020-05-01,10.170000076293945
2020-05-04,10.170000076293945
2020-05-05,10.170000076293945
2020-05-06,10.170000076293945
2020-05-07,10.170000076293945
2020-05-08,10.140000343322754
2020-05-11,10.140000343322754
2020-05-12,10.140000343322754
2020-05-13,10.140000343322754
2020-05-14,10.100000381469727
2020-05-15,10.100000381469727
2020-05-18,10.100000381469727
2020-05-19,10.100000381469727
2020-05-20,10.100000381469727
2020-05-21,10.100000381469727
2020-05-22,10.180000305175781
2020-05-26,10.180000305175781
2020-05-27,10.180000305175781
2020-05-28,10.1899995803833
2020-05-29,10.1899995803833
2020-06-01,10.1899995803833
2020-06-02,10.199999809265137
2020-06-03,10.199999809265137
2020-06-04,10.20300006866455
2020-06-05,10.20300006866455
2020-06-08,10.20300006866455
2020-06-09,10.20300006866455
2020-06-10,10.20300006866455
2020-06-11,10.25
2020-06-12,10.25
2020-06-15,10.25
2020-06-16,10.25
2020-06-17,10.260000228881836
2020-06-18,10.260000228881836
2020-06-19,10.270000457763672
2020-06-22,10.399999618530273
2020-06-23,10.4399995803833
2020-06-24,10.239999771118164
2020-06-25,10.239999771118164
2020-06-26,10.300000190734863
2020-06-29,10.300000190734863
2020-06-30,10.260000228881836
2020-07-01,10.399999618530273
2020-07-02,10.420000076293945
2020-07-06,10.390000343322754
2020-07-07,10.359999656677246
2020-07-08,10.378999710083008
2020-07-09,10.489999771118164
2020-07-10,10.399999618530273
2020-07-13,10.260000228881836
2020-07-14,10.260000228881836
2020-07-15,10.319999694824219
2020-07-16,10.260000228881836
2020-07-17,10.25
2020-07-20,10.260000228881836
2020-07-21,10.239999771118164
2020-07-22,10.220000267028809
2020-07-23,10.220000267028809
2020-07-24,10.229999542236328
2020-07-27,10.225000381469727
2020-07-28,10.220000267028809
2020-07-29,10.220000267028809
2020-07-30,10.239999771118164
2020-07-31,10.3100004196167
2020-08-03,10.220000267028809
2020-08-04,10.25
2020-08-05,10.1899995803833
2020-08-06,10.180000305175781
2020-08-07,10.180000305175781
2020-08-10,10.170000076293945
2020-08-11,10.229999542236328
2020-08-12,10.180999755859375
2020-08-13,10.15999984741211
2020-08-14,10.170000076293945
2020-08-17,10.175000190734863
2020-08-18,10.15999984741211
2020-08-19,10.170000076293945
2020-08-20,10.25
2020-08-21,10.289999961853027
2020-08-24,10.279999732971191
2020-08-25,10.319999694824219
2020-08-26,10.274999618530273
2020-08-27,10.270000457763672
2020-08-28,10.25
2020-08-31,10.265000343322754
2020-09-01,10.239999771118164
2020-09-02,10.279999732971191
2020-09-03,10.300000190734863
2020-09-04,10.270000457763672
2020-09-08,10.15999984741211
2020-09-09,10.279999732971191
2020-09-10,10.1899995803833
2020-09-11,10.225000381469727
2020-09-14,10.25
2020-09-15,10.211999893188477
2020-09-16,10.210000038146973
2020-09-17,10.210000038146973
2020-09-18,10.279999732971191
2020-09-21,10.161999702453613
2020-09-22,10.279999732971191
2020-09-23,10.1899995803833
2020-09-24,10.239999771118164
2020-09-25,10.239999771118164
2020-09-28,10.25
2020-09-29,10.220000267028809
2020-09-30,10.239999771118164
2020-10-01,10.220000267028809
2020-10-02,10.229999542236328
2020-10-05,10.199999809265137
2020-10-06,10.220000267028809
2020-10-07,10.210000038146973
2020-10-08,10.199999809265137
2020-10-09,10.21500015258789
2020-10-12,10.239999771118164
2020-10-13,10.220000267028809
2020-10-14,10.220000267028809
2020-10-15,10.220000267028809
2020-10-16,10.220000267028809
2020-10-19,10.225000381469727
2020-10-20,10.229999542236328
2020-10-21,10.220000267028809
2020-10-22,10.215999603271484
2020-10-23,10.180000305175781
2020-10-26,10.100000381469727
2020-10-27,10.100000381469727
2020-10-28,10.029999732971191
2020-10-29,10.140000343322754
2020-10-30,10.289999961853027
2020-11-02,10.050000190734863
2020-11-03,10.050000190734863
2020-11-04,10.029999732971191
2020-11-05,10.09000015258789
2020-11-06,10.039999961853027
2020-11-09,10.050000190734863
2020-11-10,10.100000381469727
2020-11-11,10.100000381469727
2020-11-12,10.09000015258789
2020-11-13,10.0600004196167
2020-11-16,10.09000015258789
2020-11-17,10.180000305175781
2020-11-18,10.170000076293945
2020-11-19,10.1899995803833
2020-11-20,10.199999809265137
2020-11-23,10.199999809265137
2020-11-24,10.1899995803833
2020-11-25,10.180000305175781
2020-11-27,10.25
2020-11-30,10.210000038146973
2020-12-01,10.34000015258789
2020-12-02,10.416000366210938
2020-12-03,10.354999542236328
2020-12-04,10.25
2020-12-07,10.390000343322754
2020-12-08,10.430000305175781
2020-12-09,10.470000267028809
2020-12-10,10.489999771118164
2020-12-11,10.211999893188477
2020-12-14,10.210000038146973
2020-12-15,10.260000228881836
2020-12-16,10.270000457763672
2020-12-17,10.220000267028809
2020-12-18,10.300000190734863
2020-12-21,10.279999732971191
2020-12-22,10.329999923706055
2020-12-23,10.460000038146973
2020-12-24,10.65999984741211
2020-12-28,10.84000015258789
2020-12-29,10.739999771118164
2020-12-30,10.710000038146973
2020-12-31,10.65999984741211
2021-01-04,10.755000114440918
2021-01-05,10.770000457763672
2021-01-06,10.770000457763672
2021-01-07,10.720000267028809
2021-01-08,10.720000267028809
2021-01-11,10.6899995803833
2021-01-12,10.760000228881836
2021-01-13,10.789999961853027
2021-01-14,11.0
2021-01-15,10.949999809265137
2021-01-19,11.100000381469727
2021-01-20,11.899999618530273
2021-01-21,11.5
2021-01-22,11.3100004196167
2021-01-25,11.595000267028809
2021-01-26,11.479999542236328
2021-01-27,11.0600004196167
2021-01-28,11.4399995803833
2021-01-29,11.010000228881836
2021-02-01,11.460000038146973
2021-02-02,11.579999923706055
2021-02-03,11.800000190734863
2021-02-04,12.720000267028809
2021-02-05,13.0600004196167
2021-02-08,12.770000457763672
2021-02-09,12.220000267028809
2021-02-10,11.729999542236328
2021-02-11,11.880000114440918
2021-02-12,11.680000305175781
2021-02-16,11.449999809265137
2021-02-17,11.319999694824219
2021-02-18,11.550000190734863
2021-02-19,11.670000076293945
2021-02-22,11.149999618530273
2021-02-23,10.899999618530273
2021-02-24,11.119999885559082
2021-02-25,11.0
2021-02-26,10.670000076293945
2021-03-01,10.630000114440918
2021-03-02,10.359999656677246
2021-03-03,10.149999618530273
2021-03-04,10.229999542236328
2021-03-05,10.199999809265137
2021-03-08,10.239999771118164
2021-03-09,10.1899995803833
2021-03-10,10.199999809265137
2021-03-11,10.28600025177002
2021-03-12,10.295000076293945
2021-03-15,10.359999656677246
2021-03-16,10.470000267028809
2021-03-17,10.300000190734863
2021-03-18,10.449999809265137
2021-03-19,10.65999984741211
2021-03-22,10.460000038146973
2021-03-23,10.369999885559082
2021-03-24,10.199999809265137
2021-03-25,10.210000038146973
2021-03-26,10.270000457763672
2021-03-29,10.319999694824219
2021-03-30,10.3100004196167
2021-03-31,10.270000457763672
2021-04-01,10.300000190734863
2021-04-05,10.270000457763672
2021-04-06,10.25
2021-04-07,10.260000228881836
2021-04-08,10.289999961853027
2021-04-09,10.229999542236328
2021-04-12,10.220000267028809
2021-04-13,10.27299976348877
2021-04-14,10.210000038146973
2021-04-15,10.260000228881836
2021-04-16,10.25
2021-04-19,10.289999961853027
2021-04-20,10.260000228881836
2021-04-21,10.288999557495117
2021-04-22,10.229999542236328
2021-04-23,10.180000305175781
2021-04-26,10.180000305175781
2021-04-27,10.170000076293945
2021-04-28,10.180000305175781
2021-04-29,10.170000076293945
2021-04-30,10.149999618530273
2021-05-03,10.15999984741211
2021-05-04,10.15999984741211
2021-05-05,10.170000076293945
2021-05-06,10.15999984741211
2021-05-07,10.180000305175781
2021-05-10,10.17300033569336
2021-05-11,10.17199993133545
2021-05-12,10.15999984741211
2021-05-13,10.15999984741211
2021-05-14,10.164999961853027
