,ALGT
2007-08-03,30.350000381469727
2007-08-06,30.860000610351562
2007-08-07,33.4900016784668
2007-08-08,33.79999923706055
2007-08-09,31.440000534057617
2007-08-10,30.520000457763672
2007-08-13,30.850000381469727
2007-08-14,30.84000015258789
2007-08-15,30.18000030517578
2007-08-16,30.739999771118164
2007-08-17,30.489999771118164
2007-08-20,30.520000457763672
2007-08-21,30.09000015258789
2007-08-22,29.989999771118164
2007-08-23,30.5
2007-08-24,30.219999313354492
2007-08-27,30.200000762939453
2007-08-28,29.670000076293945
2007-08-29,29.25
2007-08-30,28.84000015258789
2007-08-31,29.0
2007-09-04,28.40999984741211
2007-09-05,28.299999237060547
2007-09-06,29.940000534057617
2007-09-07,29.969999313354492
2007-09-10,29.139999389648438
2007-09-11,29.950000762939453
2007-09-12,29.780000686645508
2007-09-13,29.729999542236328
2007-09-14,30.299999237060547
2007-09-17,29.809999465942383
2007-09-18,30.06999969482422
2007-09-19,30.040000915527344
2007-09-20,29.770000457763672
2007-09-21,29.950000762939453
2007-09-24,27.8799991607666
2007-09-25,29.43000030517578
2007-09-26,30.18000030517578
2007-09-27,29.989999771118164
2007-09-28,30.31999969482422
2007-10-01,31.059999465942383
2007-10-02,31.899999618530273
2007-10-03,31.3799991607666
2007-10-04,32.2400016784668
2007-10-05,32.900001525878906
2007-10-08,31.850000381469727
2007-10-09,32.08000183105469
2007-10-10,33.15999984741211
2007-10-11,33.779998779296875
2007-10-12,34.5
2007-10-15,34.0
2007-10-16,34.0
2007-10-17,38.20000076293945
2007-10-18,36.619998931884766
2007-10-19,35.81999969482422
2007-10-22,37.279998779296875
2007-10-23,37.959999084472656
2007-10-24,36.209999084472656
2007-10-25,36.970001220703125
2007-10-26,37.90999984741211
2007-10-29,38.40999984741211
2007-10-30,36.97999954223633
2007-10-31,36.02000045776367
2007-11-01,34.83000183105469
2007-11-02,35.79999923706055
2007-11-05,34.75
2007-11-06,34.4900016784668
2007-11-07,32.65999984741211
2007-11-08,32.150001525878906
2007-11-09,31.59000015258789
2007-11-12,32.45000076293945
2007-11-13,32.189998626708984
2007-11-14,31.559999465942383
2007-11-15,31.010000228881836
2007-11-16,31.530000686645508
2007-11-19,32.189998626708984
2007-11-20,32.04999923706055
2007-11-21,31.649999618530273
2007-11-23,32.720001220703125
2007-11-26,31.920000076293945
2007-11-27,32.220001220703125
2007-11-28,34.5099983215332
2007-11-29,33.869998931884766
2007-11-30,35.400001525878906
2007-12-03,32.86000061035156
2007-12-04,34.22999954223633
2007-12-05,33.4900016784668
2007-12-06,34.59000015258789
2007-12-07,36.459999084472656
2007-12-10,34.150001525878906
2007-12-11,33.59000015258789
2007-12-12,32.86000061035156
2007-12-13,33.97999954223633
2007-12-14,33.18000030517578
2007-12-17,32.220001220703125
2007-12-18,33.790000915527344
2007-12-19,33.790000915527344
2007-12-20,34.400001525878906
2007-12-21,34.970001220703125
2007-12-24,34.529998779296875
2007-12-26,33.68000030517578
2007-12-27,32.91999816894531
2007-12-28,33.63999938964844
2007-12-31,32.13999938964844
2008-01-02,29.190000534057617
2008-01-03,30.75
2008-01-04,28.68000030517578
2008-01-07,29.260000228881836
2008-01-08,26.049999237060547
2008-01-09,25.600000381469727
2008-01-10,25.739999771118164
2008-01-11,23.729999542236328
2008-01-14,24.200000762939453
2008-01-15,23.969999313354492
2008-01-16,24.049999237060547
2008-01-17,23.40999984741211
2008-01-18,21.010000228881836
2008-01-22,25.5
2008-01-23,26.760000228881836
2008-01-24,23.889999389648438
2008-01-25,24.020000457763672
2008-01-28,23.899999618530273
2008-01-29,23.780000686645508
2008-01-30,26.610000610351562
2008-01-31,31.280000686645508
2008-02-01,29.540000915527344
2008-02-04,30.780000686645508
2008-02-05,31.0
2008-02-06,31.3700008392334
2008-02-07,30.040000915527344
2008-02-08,30.260000228881836
2008-02-11,30.25
2008-02-12,30.420000076293945
2008-02-13,30.0
2008-02-14,27.6299991607666
2008-02-15,27.889999389648438
2008-02-19,27.920000076293945
2008-02-20,27.93000030517578
2008-02-21,28.6200008392334
2008-02-22,27.809999465942383
2008-02-25,28.389999389648438
2008-02-26,28.459999084472656
2008-02-27,28.540000915527344
2008-02-28,28.040000915527344
2008-02-29,27.209999084472656
2008-03-03,27.299999237060547
2008-03-04,27.690000534057617
2008-03-05,27.649999618530273
2008-03-06,25.940000534057617
2008-03-07,26.190000534057617
2008-03-10,25.639999389648438
2008-03-11,27.0
2008-03-12,24.6299991607666
2008-03-13,24.1299991607666
2008-03-14,23.1299991607666
2008-03-17,23.010000228881836
2008-03-18,25.15999984741211
2008-03-19,23.709999084472656
2008-03-20,24.25
2008-03-24,25.239999771118164
2008-03-25,25.8700008392334
2008-03-26,25.280000686645508
2008-03-27,25.5
2008-03-28,25.3700008392334
2008-03-31,26.420000076293945
2008-04-01,26.889999389648438
2008-04-02,26.860000610351562
2008-04-03,27.40999984741211
2008-04-04,27.510000228881836
2008-04-07,27.010000228881836
2008-04-08,26.440000534057617
2008-04-09,25.729999542236328
2008-04-10,25.489999771118164
2008-04-11,24.709999084472656
2008-04-14,24.520000457763672
2008-04-15,24.09000015258789
2008-04-16,24.3799991607666
2008-04-17,23.549999237060547
2008-04-18,23.5
2008-04-21,23.200000762939453
2008-04-22,20.649999618530273
2008-04-23,20.68000030517578
2008-04-24,20.420000076293945
2008-04-25,20.100000381469727
2008-04-28,20.799999237060547
2008-04-29,27.809999465942383
2008-04-30,27.25
2008-05-01,28.739999771118164
2008-05-02,27.989999771118164
2008-05-05,27.75
2008-05-06,27.170000076293945
2008-05-07,26.020000457763672
2008-05-08,26.40999984741211
2008-05-09,25.049999237060547
2008-05-12,25.290000915527344
2008-05-13,24.8700008392334
2008-05-14,24.850000381469727
2008-05-15,24.65999984741211
2008-05-16,23.8799991607666
2008-05-19,23.030000686645508
2008-05-20,22.200000762939453
2008-05-21,20.639999389648438
2008-05-22,21.149999618530273
2008-05-23,20.780000686645508
2008-05-27,22.450000762939453
2008-05-28,21.760000228881836
2008-05-29,21.68000030517578
2008-05-30,20.899999618530273
2008-06-02,20.5
2008-06-03,19.920000076293945
2008-06-04,20.469999313354492
2008-06-05,21.239999771118164
2008-06-06,20.719999313354492
2008-06-09,22.0
2008-06-10,21.290000915527344
2008-06-11,21.149999618530273
2008-06-12,19.950000762939453
2008-06-13,21.299999237060547
2008-06-16,23.90999984741211
2008-06-17,24.3799991607666
2008-06-18,22.610000610351562
2008-06-19,24.040000915527344
2008-06-20,22.790000915527344
2008-06-23,21.440000534057617
2008-06-24,21.34000015258789
2008-06-25,22.719999313354492
2008-06-26,21.209999084472656
2008-06-27,20.1299991607666
2008-06-30,18.59000015258789
2008-07-01,17.329999923706055
2008-07-02,17.5
2008-07-03,17.600000381469727
2008-07-07,18.0
2008-07-08,19.469999313354492
2008-07-09,18.3799991607666
2008-07-10,17.889999389648438
2008-07-11,17.1299991607666
2008-07-14,17.270000457763672
2008-07-15,17.450000762939453
2008-07-16,20.399999618530273
2008-07-17,23.18000030517578
2008-07-18,23.979999542236328
2008-07-21,22.510000228881836
2008-07-22,25.059999465942383
2008-07-23,22.389999389648438
2008-07-24,21.399999618530273
2008-07-25,21.969999313354492
2008-07-28,21.65999984741211
2008-07-29,24.350000381469727
2008-07-30,24.469999313354492
2008-07-31,24.68000030517578
2008-08-01,24.020000457763672
2008-08-04,25.040000915527344
2008-08-05,27.809999465942383
2008-08-06,27.510000228881836
2008-08-07,26.670000076293945
2008-08-08,29.0
2008-08-11,30.280000686645508
2008-08-12,29.790000915527344
2008-08-13,28.799999237060547
2008-08-14,29.40999984741211
2008-08-15,31.020000457763672
2008-08-18,30.690000534057617
2008-08-19,29.75
2008-08-20,29.290000915527344
2008-08-21,29.200000762939453
2008-08-22,30.610000610351562
2008-08-25,29.84000015258789
2008-08-26,28.540000915527344
2008-08-27,29.18000030517578
2008-08-28,30.040000915527344
2008-08-29,31.010000228881836
2008-09-02,31.969999313354492
2008-09-03,33.2599983215332
2008-09-04,32.43000030517578
2008-09-05,32.099998474121094
2008-09-08,32.22999954223633
2008-09-09,33.540000915527344
2008-09-10,32.029998779296875
2008-09-11,32.119998931884766
2008-09-12,30.889999389648438
2008-09-15,31.8700008392334
2008-09-16,35.0
2008-09-17,32.79999923706055
2008-09-18,35.13999938964844
2008-09-19,33.91999816894531
2008-09-22,32.720001220703125
2008-09-23,32.529998779296875
2008-09-24,31.450000762939453
2008-09-25,31.940000534057617
2008-09-26,33.630001068115234
2008-09-29,33.75
2008-09-30,35.31999969482422
2008-10-01,34.5099983215332
2008-10-02,34.20000076293945
2008-10-03,30.56999969482422
2008-10-06,29.399999618530273
2008-10-07,28.31999969482422
2008-10-08,26.239999771118164
2008-10-09,25.489999771118164
2008-10-10,26.030000686645508
2008-10-13,32.0
2008-10-14,29.520000457763672
2008-10-15,28.25
2008-10-16,32.380001068115234
2008-10-17,34.560001373291016
2008-10-20,35.459999084472656
2008-10-21,35.810001373291016
2008-10-22,36.029998779296875
2008-10-23,38.29999923706055
2008-10-24,36.83000183105469
2008-10-27,33.86000061035156
2008-10-28,35.25
2008-10-29,34.709999084472656
2008-10-30,36.7400016784668
2008-10-31,39.83000183105469
2008-11-03,39.04999923706055
2008-11-04,40.900001525878906
2008-11-05,39.75
2008-11-06,36.84000015258789
2008-11-07,35.9900016784668
2008-11-10,34.41999816894531
2008-11-11,36.7400016784668
2008-11-12,37.869998931884766
2008-11-13,42.2400016784668
2008-11-14,40.290000915527344
2008-11-17,37.38999938964844
2008-11-18,36.77000045776367
2008-11-19,34.849998474121094
2008-11-20,37.060001373291016
2008-11-21,38.970001220703125
2008-11-24,41.70000076293945
2008-11-25,40.38999938964844
2008-11-26,43.56999969482422
2008-11-28,43.13999938964844
2008-12-01,38.790000915527344
2008-12-02,39.20000076293945
2008-12-03,39.849998474121094
2008-12-04,37.959999084472656
2008-12-05,41.18000030517578
2008-12-08,42.900001525878906
2008-12-09,44.0
2008-12-10,41.81999969482422
2008-12-11,39.529998779296875
2008-12-12,43.08000183105469
2008-12-15,41.93000030517578
2008-12-16,45.290000915527344
2008-12-17,46.59000015258789
2008-12-18,44.56999969482422
2008-12-19,44.95000076293945
2008-12-22,46.150001525878906
2008-12-23,47.0
2008-12-24,46.9900016784668
2008-12-26,47.7400016784668
2008-12-29,48.619998931884766
2008-12-30,48.5
2008-12-31,48.56999969482422
2009-01-02,43.7599983215332
2009-01-05,40.630001068115234
2009-01-06,40.7599983215332
2009-01-07,40.75
2009-01-08,41.790000915527344
2009-01-09,40.0099983215332
2009-01-12,38.84000015258789
2009-01-13,36.68000030517578
2009-01-14,36.060001373291016
2009-01-15,37.25
2009-01-16,39.279998779296875
2009-01-20,38.869998931884766
2009-01-21,38.849998474121094
2009-01-22,38.27000045776367
2009-01-23,38.31999969482422
2009-01-26,37.90999984741211
2009-01-27,35.900001525878906
2009-01-28,38.150001525878906
2009-01-29,35.970001220703125
2009-01-30,35.7599983215332
2009-02-02,34.959999084472656
2009-02-03,34.459999084472656
2009-02-04,33.0
2009-02-05,34.380001068115234
2009-02-06,36.43000030517578
2009-02-09,35.630001068115234
2009-02-10,35.18000030517578
2009-02-11,33.630001068115234
2009-02-12,34.2599983215332
2009-02-13,34.33000183105469
2009-02-17,33.400001525878906
2009-02-18,33.97999954223633
2009-02-19,33.9900016784668
2009-02-20,34.4900016784668
2009-02-23,33.869998931884766
2009-02-24,34.790000915527344
2009-02-25,33.4900016784668
2009-02-26,33.95000076293945
2009-02-27,34.31999969482422
2009-03-02,33.439998626708984
2009-03-03,34.11000061035156
2009-03-04,35.310001373291016
2009-03-05,33.83000183105469
2009-03-06,33.439998626708984
2009-03-09,34.9900016784668
2009-03-10,39.13999938964844
2009-03-11,38.91999816894531
2009-03-12,41.08000183105469
2009-03-13,39.77000045776367
2009-03-16,37.77000045776367
2009-03-17,39.59000015258789
2009-03-18,40.75
2009-03-19,38.02000045776367
2009-03-20,38.11000061035156
2009-03-23,40.90999984741211
2009-03-24,41.220001220703125
2009-03-25,42.459999084472656
2009-03-26,43.650001525878906
2009-03-27,43.5
2009-03-30,44.0
2009-03-31,45.459999084472656
2009-04-01,44.400001525878906
2009-04-02,49.099998474121094
2009-04-03,45.41999816894531
2009-04-06,47.150001525878906
2009-04-07,48.47999954223633
2009-04-08,47.41999816894531
2009-04-09,48.9900016784668
2009-04-13,54.27000045776367
2009-04-14,53.15999984741211
2009-04-15,52.459999084472656
2009-04-16,54.95000076293945
2009-04-17,52.720001220703125
2009-04-20,54.70000076293945
2009-04-21,56.56999969482422
2009-04-22,55.22999954223633
2009-04-23,52.970001220703125
2009-04-24,49.060001373291016
2009-04-27,49.88999938964844
2009-04-28,50.0099983215332
2009-04-29,52.65999984741211
2009-04-30,52.040000915527344
2009-05-01,51.060001373291016
2009-05-04,55.459999084472656
2009-05-05,51.619998931884766
2009-05-06,47.810001373291016
2009-05-07,43.880001068115234
2009-05-08,43.90999984741211
2009-05-11,43.20000076293945
2009-05-12,42.79999923706055
2009-05-13,41.939998626708984
2009-05-14,43.59000015258789
2009-05-15,42.29999923706055
2009-05-18,43.7400016784668
2009-05-19,40.72999954223633
2009-05-20,40.720001220703125
2009-05-21,38.849998474121094
2009-05-22,39.630001068115234
2009-05-26,41.33000183105469
2009-05-27,40.02000045776367
2009-05-28,39.0
2009-05-29,40.34000015258789
2009-06-01,42.22999954223633
2009-06-02,44.369998931884766
2009-06-03,43.810001373291016
2009-06-04,41.88999938964844
2009-06-05,42.099998474121094
2009-06-08,40.18000030517578
2009-06-09,41.11000061035156
2009-06-10,40.130001068115234
2009-06-11,40.849998474121094
2009-06-12,40.11000061035156
2009-06-15,37.79999923706055
2009-06-16,34.93000030517578
2009-06-17,36.41999816894531
2009-06-18,35.849998474121094
2009-06-19,35.81999969482422
2009-06-22,34.04999923706055
2009-06-23,33.7599983215332
2009-06-24,33.90999984741211
2009-06-25,34.150001525878906
2009-06-26,35.869998931884766
2009-06-29,38.84000015258789
2009-06-30,39.63999938964844
2009-07-01,39.060001373291016
2009-07-02,38.79999923706055
2009-07-06,39.27000045776367
2009-07-07,39.59000015258789
2009-07-08,39.2400016784668
2009-07-09,40.36000061035156
2009-07-10,40.75
2009-07-13,42.2400016784668
2009-07-14,43.20000076293945
2009-07-15,45.06999969482422
2009-07-16,46.810001373291016
2009-07-17,45.77000045776367
2009-07-20,47.040000915527344
2009-07-21,45.79999923706055
2009-07-22,41.5099983215332
2009-07-23,42.099998474121094
2009-07-24,43.79999923706055
2009-07-27,42.88999938964844
2009-07-28,43.43000030517578
2009-07-29,44.41999816894531
2009-07-30,44.02000045776367
2009-07-31,43.310001373291016
2009-08-03,42.380001068115234
2009-08-04,42.18000030517578
2009-08-05,41.18000030517578
2009-08-06,41.5
2009-08-07,42.290000915527344
2009-08-10,39.869998931884766
2009-08-11,39.900001525878906
2009-08-12,39.689998626708984
2009-08-13,39.720001220703125
2009-08-14,38.83000183105469
2009-08-17,38.220001220703125
2009-08-18,37.560001373291016
2009-08-19,37.650001525878906
2009-08-20,39.59000015258789
2009-08-21,40.970001220703125
2009-08-24,39.5
2009-08-25,39.720001220703125
2009-08-26,39.720001220703125
2009-08-27,39.18000030517578
2009-08-28,39.59000015258789
2009-08-31,39.189998626708984
2009-09-01,37.79999923706055
2009-09-02,36.91999816894531
2009-09-03,36.84000015258789
2009-09-04,38.68000030517578
2009-09-08,39.349998474121094
2009-09-09,39.540000915527344
2009-09-10,42.0
2009-09-11,42.380001068115234
2009-09-14,41.380001068115234
2009-09-15,42.72999954223633
2009-09-16,44.18000030517578
2009-09-17,43.290000915527344
2009-09-18,42.66999816894531
2009-09-21,43.2599983215332
2009-09-22,41.349998474121094
2009-09-23,40.220001220703125
2009-09-24,39.470001220703125
2009-09-25,38.90999984741211
2009-09-28,38.09000015258789
2009-09-29,37.97999954223633
2009-09-30,38.09000015258789
2009-10-01,36.70000076293945
2009-10-02,35.529998779296875
2009-10-05,35.70000076293945
2009-10-06,36.560001373291016
2009-10-07,37.380001068115234
2009-10-08,38.599998474121094
2009-10-09,39.529998779296875
2009-10-12,40.099998474121094
2009-10-13,39.63999938964844
2009-10-14,38.650001525878906
2009-10-15,38.75
2009-10-16,38.650001525878906
2009-10-19,39.630001068115234
2009-10-20,41.45000076293945
2009-10-21,37.720001220703125
2009-10-22,37.130001068115234
2009-10-23,36.66999816894531
2009-10-26,36.91999816894531
2009-10-27,36.029998779296875
2009-10-28,35.88999938964844
2009-10-29,37.0
2009-10-30,37.709999084472656
2009-11-02,38.900001525878906
2009-11-03,39.470001220703125
2009-11-04,39.20000076293945
2009-11-05,40.099998474121094
2009-11-06,40.900001525878906
2009-11-09,40.900001525878906
2009-11-10,40.380001068115234
2009-11-11,40.7400016784668
2009-11-12,39.939998626708984
2009-11-13,40.45000076293945
2009-11-16,41.9900016784668
2009-11-17,42.029998779296875
2009-11-18,41.880001068115234
2009-11-19,40.65999984741211
2009-11-20,40.63999938964844
2009-11-23,41.650001525878906
2009-11-24,41.79999923706055
2009-11-25,41.790000915527344
2009-11-27,40.90999984741211
2009-11-30,41.22999954223633
2009-12-01,42.5
2009-12-02,44.31999969482422
2009-12-03,44.9900016784668
2009-12-04,45.79999923706055
2009-12-07,45.880001068115234
2009-12-08,46.220001220703125
2009-12-09,46.939998626708984
2009-12-10,46.79999923706055
2009-12-11,47.93000030517578
2009-12-14,48.150001525878906
2009-12-15,46.90999984741211
2009-12-16,47.27000045776367
2009-12-17,47.040000915527344
2009-12-18,46.849998474121094
2009-12-21,47.11000061035156
2009-12-22,48.84000015258789
2009-12-23,47.47999954223633
2009-12-24,47.5
2009-12-28,46.72999954223633
2009-12-29,46.33000183105469
2009-12-30,47.040000915527344
2009-12-31,47.16999816894531
2010-01-04,48.0099983215332
2010-01-05,49.68000030517578
2010-01-06,49.75
2010-01-07,49.61000061035156
2010-01-08,49.040000915527344
2010-01-11,49.2400016784668
2010-01-12,49.4900016784668
2010-01-13,49.75
2010-01-14,50.209999084472656
2010-01-15,50.15999984741211
2010-01-19,51.189998626708984
2010-01-20,49.88999938964844
2010-01-21,51.18000030517578
2010-01-22,50.400001525878906
2010-01-25,50.9900016784668
2010-01-26,51.459999084472656
2010-01-27,53.349998474121094
2010-01-28,52.20000076293945
2010-01-29,51.20000076293945
2010-02-01,51.20000076293945
2010-02-02,51.9900016784668
2010-02-03,52.29999923706055
2010-02-04,50.06999969482422
2010-02-05,50.27000045776367
2010-02-08,51.189998626708984
2010-02-09,52.959999084472656
2010-02-10,52.18000030517578
2010-02-11,52.630001068115234
2010-02-12,53.45000076293945
2010-02-16,53.56999969482422
2010-02-17,52.619998931884766
2010-02-18,52.90999984741211
2010-02-19,53.36000061035156
2010-02-22,52.380001068115234
2010-02-23,51.91999816894531
2010-02-24,51.95000076293945
2010-02-25,52.20000076293945
2010-02-26,52.13999938964844
2010-03-01,53.0
2010-03-02,53.02000045776367
2010-03-03,52.619998931884766
2010-03-04,53.029998779296875
2010-03-05,52.90999984741211
2010-03-08,54.310001373291016
2010-03-09,52.0
2010-03-10,54.470001220703125
2010-03-11,54.31999969482422
2010-03-12,54.540000915527344
2010-03-15,54.77000045776367
2010-03-16,54.029998779296875
2010-03-17,54.380001068115234
2010-03-18,54.5
2010-03-19,54.58000183105469
2010-03-22,55.560001373291016
2010-03-23,57.7400016784668
2010-03-24,58.060001373291016
2010-03-25,56.97999954223633
2010-03-26,56.56999969482422
2010-03-29,57.88999938964844
2010-03-30,58.25
2010-03-31,57.86000061035156
2010-04-01,56.400001525878906
2010-04-05,55.209999084472656
2010-04-06,54.20000076293945
2010-04-07,54.95000076293945
2010-04-08,55.20000076293945
2010-04-09,53.72999954223633
2010-04-12,55.65999984741211
2010-04-13,55.27000045776367
2010-04-14,56.41999816894531
2010-04-15,57.209999084472656
2010-04-16,56.560001373291016
2010-04-19,56.16999816894531
2010-04-20,50.849998474121094
2010-04-21,51.04999923706055
2010-04-22,51.439998626708984
2010-04-23,53.77000045776367
2010-04-26,52.619998931884766
2010-04-27,51.5099983215332
2010-04-28,51.619998931884766
2010-04-29,52.15999984741211
2010-04-30,51.43000030517578
2010-05-03,52.040000915527344
2010-05-04,50.34000015258789
2010-05-05,51.02000045776367
2010-05-06,50.13999938964844
2010-05-07,49.380001068115234
2010-05-10,51.66999816894531
2010-05-11,51.18000030517578
2010-05-12,52.52000045776367
2010-05-13,51.630001068115234
2010-05-14,51.099998474121094
2010-05-17,52.47999954223633
2010-05-18,51.150001525878906
2010-05-19,50.689998626708984
2010-05-20,50.5
2010-05-21,51.88999938964844
2010-05-24,50.459999084472656
2010-05-25,53.16999816894531
2010-05-26,55.0099983215332
2010-05-27,55.630001068115234
2010-05-28,55.290000915527344
2010-06-01,52.83000183105469
2010-06-02,54.43000030517578
2010-06-03,54.099998474121094
2010-06-04,50.0
2010-06-07,48.369998931884766
2010-06-08,47.65999984741211
2010-06-09,47.72999954223633
2010-06-10,49.36000061035156
2010-06-11,50.31999969482422
2010-06-14,49.90999984741211
2010-06-15,48.63999938964844
2010-06-16,47.650001525878906
2010-06-17,46.22999954223633
2010-06-18,45.790000915527344
2010-06-21,44.7599983215332
2010-06-22,44.099998474121094
2010-06-23,43.77000045776367
2010-06-24,43.189998626708984
2010-06-25,43.06999969482422
2010-06-28,43.0
2010-06-29,42.220001220703125
2010-06-30,42.689998626708984
2010-07-01,43.290000915527344
2010-07-02,43.209999084472656
2010-07-06,42.560001373291016
2010-07-07,44.97999954223633
2010-07-08,43.83000183105469
2010-07-09,44.97999954223633
2010-07-12,44.040000915527344
2010-07-13,44.900001525878906
2010-07-14,46.11000061035156
2010-07-15,45.97999954223633
2010-07-16,45.58000183105469
2010-07-19,45.279998779296875
2010-07-20,46.150001525878906
2010-07-21,43.58000183105469
2010-07-22,43.279998779296875
2010-07-23,43.83000183105469
2010-07-26,44.79999923706055
2010-07-27,44.220001220703125
2010-07-28,43.880001068115234
2010-07-29,43.619998931884766
2010-07-30,44.38999938964844
2010-08-02,45.25
2010-08-03,43.939998626708984
2010-08-04,42.720001220703125
2010-08-05,40.83000183105469
2010-08-06,40.66999816894531
2010-08-09,42.689998626708984
2010-08-10,43.5
2010-08-11,41.95000076293945
2010-08-12,42.040000915527344
2010-08-13,42.45000076293945
2010-08-16,41.75
2010-08-17,42.400001525878906
2010-08-18,42.369998931884766
2010-08-19,40.470001220703125
2010-08-20,40.90999984741211
2010-08-23,38.83000183105469
2010-08-24,38.029998779296875
2010-08-25,37.91999816894531
2010-08-26,38.52000045776367
2010-08-27,39.15999984741211
2010-08-30,38.31999969482422
2010-08-31,37.630001068115234
2010-09-01,38.56999969482422
2010-09-02,38.08000183105469
2010-09-03,38.79999923706055
2010-09-07,37.5099983215332
2010-09-08,38.41999816894531
2010-09-09,39.040000915527344
2010-09-10,39.02000045776367
2010-09-13,41.0
2010-09-14,41.939998626708984
2010-09-15,41.040000915527344
2010-09-16,41.31999969482422
2010-09-17,41.56999969482422
2010-09-20,42.189998626708984
2010-09-21,42.849998474121094
2010-09-22,41.97999954223633
2010-09-23,41.290000915527344
