,FKU
2012-02-27,31.139999389648438
2012-02-28,31.290000915527344
2012-02-29,31.600000381469727
2012-03-01,31.690000534057617
2012-03-02,31.3700008392334
2012-03-05,31.3700008392334
2012-03-06,29.959999084472656
2012-03-07,29.969999313354492
2012-03-08,31.010000228881836
2012-03-09,31.010000228881836
2012-03-12,31.010000228881836
2012-03-13,31.010000228881836
2012-03-14,31.010000228881836
2012-03-15,31.549999237060547
2012-03-16,32.0
2012-03-19,32.0
2012-03-20,31.950000762939453
2012-03-21,31.5
2012-03-22,31.030000686645508
2012-03-23,31.329999923706055
2012-03-26,31.329999923706055
2012-03-27,31.110000610351562
2012-03-28,31.239999771118164
2012-03-29,30.170000076293945
2012-03-30,30.84000015258789
2012-04-02,30.84000015258789
2012-04-03,31.549999237060547
2012-04-04,31.549999237060547
2012-04-05,30.43000030517578
2012-04-09,30.389999389648438
2012-04-10,29.600000381469727
2012-04-11,30.139999389648438
2012-04-12,30.860000610351562
2012-04-13,30.15999984741211
2012-04-16,30.34000015258789
2012-04-17,30.34000015258789
2012-04-18,30.950000762939453
2012-04-19,31.059999465942383
2012-04-20,31.389999389648438
2012-04-23,30.790000915527344
2012-04-24,30.790000915527344
2012-04-25,31.25
2012-04-26,31.700000762939453
2012-04-27,31.84000015258789
2012-04-30,31.489999771118164
2012-05-01,31.489999771118164
2012-05-02,31.489999771118164
2012-05-03,31.5
2012-05-04,30.68000030517578
2012-05-07,30.90999984741211
2012-05-08,30.90999984741211
2012-05-09,29.93000030517578
2012-05-10,30.299999237060547
2012-05-11,30.360000610351562
2012-05-14,29.850000381469727
2012-05-15,29.850000381469727
2012-05-16,29.850000381469727
2012-05-17,28.780000686645508
2012-05-18,28.239999771118164
2012-05-21,28.239999771118164
2012-05-22,28.239999771118164
2012-05-23,28.239999771118164
2012-05-24,28.239999771118164
2012-05-25,28.229999542236328
2012-05-29,28.229999542236328
2012-05-30,27.700000762939453
2012-05-31,27.8799991607666
2012-06-01,27.8799991607666
2012-06-04,27.360000610351562
2012-06-05,27.34000015258789
2012-06-06,28.290000915527344
2012-06-07,28.670000076293945
2012-06-08,28.459999084472656
2012-06-11,28.360000610351562
2012-06-12,28.6200008392334
2012-06-13,28.100000381469727
2012-06-14,28.43000030517578
2012-06-15,28.75
2012-06-18,28.809999465942383
2012-06-19,29.360000610351562
2012-06-20,29.700000762939453
2012-06-21,28.6200008392334
2012-06-22,28.600000381469727
2012-06-25,28.040000915527344
2012-06-26,28.329999923706055
2012-06-27,28.360000610351562
2012-06-28,28.31999969482422
2012-06-29,29.110000610351562
2012-07-02,29.170000076293945
2012-07-03,29.170000076293945
2012-07-05,29.31999969482422
2012-07-06,29.18000030517578
2012-07-09,29.06999969482422
2012-07-10,29.149999618530273
2012-07-11,29.020000457763672
2012-07-12,28.780000686645508
2012-07-13,28.780000686645508
2012-07-16,28.780000686645508
2012-07-17,28.780000686645508
2012-07-18,28.780000686645508
2012-07-19,28.780000686645508
2012-07-20,29.309999465942383
2012-07-23,28.40999984741211
2012-07-24,28.40999984741211
2012-07-25,28.389999389648438
2012-07-26,29.25
2012-07-27,29.40999984741211
2012-07-30,29.860000610351562
2012-07-31,29.860000610351562
2012-08-01,29.690000534057617
2012-08-02,28.639999389648438
2012-08-03,29.829999923706055
2012-08-06,29.829999923706055
2012-08-07,30.0
2012-08-08,30.190000534057617
2012-08-09,30.190000534057617
2012-08-10,30.3799991607666
2012-08-13,30.190000534057617
2012-08-14,30.190000534057617
2012-08-15,30.190000534057617
2012-08-16,30.670000076293945
2012-08-17,30.59000015258789
2012-08-20,30.790000915527344
2012-08-21,30.790000915527344
2012-08-22,30.68000030517578
2012-08-23,30.68000030517578
2012-08-24,30.420000076293945
2012-08-27,30.530000686645508
2012-08-28,30.530000686645508
2012-08-29,30.40999984741211
2012-08-30,30.170000076293945
2012-08-31,30.469999313354492
2012-09-04,30.520000457763672
2012-09-05,30.719999313354492
2012-09-06,31.399999618530273
2012-09-07,31.399999618530273
2012-09-10,31.81999969482422
2012-09-11,31.81999969482422
2012-09-12,31.760000228881836
2012-09-13,31.8700008392334
2012-09-14,32.7400016784668
2012-09-17,32.7400016784668
2012-09-18,32.7400016784668
2012-09-19,32.7400016784668
2012-09-20,32.7400016784668
2012-09-21,32.380001068115234
2012-09-24,32.380001068115234
2012-09-25,32.380001068115234
2012-09-26,32.380001068115234
2012-09-27,32.02000045776367
2012-09-28,31.530000686645508
2012-10-01,31.530000686645508
2012-10-02,31.530000686645508
2012-10-03,31.530000686645508
2012-10-04,32.09000015258789
2012-10-05,32.5
2012-10-08,32.099998474121094
2012-10-09,32.099998474121094
2012-10-10,31.979999542236328
2012-10-11,32.41999816894531
2012-10-12,32.310001373291016
2012-10-15,32.27000045776367
2012-10-16,32.720001220703125
2012-10-17,32.79999923706055
2012-10-18,32.79999923706055
2012-10-19,32.54999923706055
2012-10-22,32.54999923706055
2012-10-23,32.54999923706055
2012-10-24,32.09000015258789
2012-10-25,32.619998931884766
2012-10-26,32.56999969482422
2012-10-31,32.56999969482422
2012-11-01,33.040000915527344
2012-11-02,32.849998474121094
2012-11-05,32.849998474121094
2012-11-06,32.849998474121094
2012-11-07,32.560001373291016
2012-11-08,32.279998779296875
2012-11-09,32.040000915527344
2012-11-12,32.040000915527344
2012-11-13,32.040000915527344
2012-11-14,31.799999237060547
2012-11-15,31.75
2012-11-16,31.559999465942383
2012-11-19,32.0
2012-11-20,32.0
2012-11-21,32.290000915527344
2012-11-23,32.83000183105469
2012-11-26,32.650001525878906
2012-11-27,32.369998931884766
2012-11-28,32.470001220703125
2012-11-29,32.90999984741211
2012-11-30,32.93000030517578
2012-12-03,32.75
2012-12-04,32.75
2012-12-05,32.75
2012-12-06,33.25
2012-12-07,33.16999816894531
2012-12-10,33.27000045776367
2012-12-11,33.540000915527344
2012-12-12,33.560001373291016
2012-12-13,33.560001373291016
2012-12-14,33.630001068115234
2012-12-17,33.86000061035156
2012-12-18,34.04999923706055
2012-12-19,34.20000076293945
2012-12-20,34.45000076293945
2012-12-21,33.86000061035156
2012-12-24,33.86000061035156
2012-12-26,33.86000061035156
2012-12-27,33.599998474121094
2012-12-28,33.779998779296875
2012-12-31,33.900001525878906
