,FRBA
2014-12-11,6.0
2014-12-12,6.039999961853027
2014-12-15,6.019999980926514
2014-12-16,5.960000038146973
2014-12-17,5.940000057220459
2014-12-18,6.0
2014-12-19,5.96999979019165
2014-12-22,5.96999979019165
2014-12-23,5.929999828338623
2014-12-24,6.039999961853027
2014-12-26,6.039999961853027
2014-12-29,6.110000133514404
2014-12-30,6.099999904632568
2014-12-31,6.239999771118164
2015-01-02,6.0
2015-01-05,6.079999923706055
2015-01-06,6.099999904632568
2015-01-07,6.090000152587891
2015-01-08,5.96999979019165
2015-01-09,6.019999980926514
2015-01-12,6.03000020980835
2015-01-13,6.03000020980835
2015-01-14,6.019999980926514
2015-01-15,6.010000228881836
2015-01-16,6.039999961853027
2015-01-20,6.039999961853027
2015-01-21,6.0
2015-01-22,6.0
2015-01-23,6.0
2015-01-26,6.010000228881836
2015-01-27,5.949999809265137
2015-01-28,5.949999809265137
2015-01-29,6.050000190734863
2015-01-30,6.050000190734863
2015-02-02,6.019999980926514
2015-02-03,6.0
2015-02-04,6.0
2015-02-05,6.0
2015-02-06,6.039999961853027
2015-02-09,6.039999961853027
2015-02-10,6.090000152587891
2015-02-11,6.090000152587891
2015-02-12,6.059999942779541
2015-02-13,6.0
2015-02-17,6.0
2015-02-18,6.0
2015-02-19,6.03000020980835
2015-02-20,6.0
2015-02-23,6.010000228881836
2015-02-24,5.960000038146973
2015-02-25,6.0
2015-02-26,5.949999809265137
2015-02-27,5.96999979019165
2015-03-02,6.039999961853027
2015-03-03,6.039999961853027
2015-03-04,6.039999961853027
2015-03-05,6.039999961853027
2015-03-06,6.039999961853027
2015-03-09,6.050000190734863
2015-03-10,6.349999904632568
2015-03-11,6.090000152587891
2015-03-12,6.25
2015-03-13,6.289999961853027
2015-03-16,6.309999942779541
2015-03-17,6.150000095367432
2015-03-18,6.050000190734863
2015-03-19,6.0
2015-03-20,5.820000171661377
2015-03-23,6.099999904632568
2015-03-24,6.099999904632568
2015-03-25,6.079999923706055
2015-03-26,6.079999923706055
2015-03-27,5.96999979019165
2015-03-30,6.019999980926514
2015-03-31,6.03000020980835
2015-04-01,6.059999942779541
2015-04-02,6.050000190734863
2015-04-06,6.079999923706055
2015-04-07,6.039999961853027
2015-04-08,6.039999961853027
2015-04-09,6.039999961853027
2015-04-10,6.039999961853027
2015-04-13,6.039999961853027
2015-04-14,5.980000019073486
2015-04-15,5.960000038146973
2015-04-16,5.960000038146973
2015-04-17,5.949999809265137
2015-04-20,6.050000190734863
2015-04-21,6.099999904632568
2015-04-22,6.119999885559082
2015-04-23,6.190000057220459
2015-04-24,6.25
2015-04-27,6.25
2015-04-28,6.199999809265137
2015-04-29,6.380000114440918
2015-04-30,6.239999771118164
2015-05-01,6.380000114440918
2015-05-04,6.329999923706055
2015-05-05,6.199999809265137
2015-05-06,6.199999809265137
2015-05-07,6.170000076293945
2015-05-08,6.289999961853027
2015-05-11,6.170000076293945
2015-05-12,6.170000076293945
2015-05-13,6.190000057220459
2015-05-14,6.190000057220459
2015-05-15,6.190000057220459
2015-05-18,6.190000057220459
2015-05-19,6.199999809265137
2015-05-20,6.199999809265137
2015-05-21,6.199999809265137
2015-05-22,6.369999885559082
2015-05-26,6.190000057220459
2015-05-27,6.059999942779541
2015-05-28,6.0
2015-05-29,6.050000190734863
2015-06-01,6.0
2015-06-02,6.019999980926514
2015-06-03,6.019999980926514
2015-06-04,5.96999979019165
2015-06-05,6.0
2015-06-08,6.0
2015-06-09,6.0
2015-06-10,6.0
2015-06-11,6.010000228881836
2015-06-12,6.25
2015-06-15,6.019999980926514
2015-06-16,5.949999809265137
2015-06-17,6.050000190734863
2015-06-18,6.050000190734863
2015-06-19,5.940000057220459
2015-06-22,5.980000019073486
2015-06-23,6.0
2015-06-24,5.949999809265137
2015-06-25,6.110000133514404
2015-06-26,6.03000020980835
2015-06-29,6.03000020980835
2015-06-30,6.0
2015-07-01,6.019999980926514
2015-07-02,6.119999885559082
2015-07-06,6.190000057220459
2015-07-07,6.019999980926514
2015-07-08,6.019999980926514
2015-07-09,6.019999980926514
2015-07-10,6.050000190734863
2015-07-13,6.079999923706055
2015-07-14,6.139999866485596
2015-07-15,6.179999828338623
2015-07-16,6.119999885559082
2015-07-17,6.059999942779541
2015-07-20,6.059999942779541
2015-07-21,6.070000171661377
2015-07-22,6.059999942779541
2015-07-23,6.050000190734863
2015-07-24,6.050000190734863
2015-07-27,6.03000020980835
2015-07-28,6.039999961853027
2015-07-29,6.019999980926514
2015-07-30,6.019999980926514
2015-07-31,6.019999980926514
2015-08-03,6.050000190734863
2015-08-04,6.059999942779541
2015-08-05,6.059999942779541
2015-08-06,6.03000020980835
2015-08-07,6.059999942779541
2015-08-10,5.960000038146973
2015-08-11,6.0
2015-08-12,5.989999771118164
2015-08-13,6.0
2015-08-14,6.0
2015-08-17,6.0
2015-08-18,6.03000020980835
2015-08-19,6.0
2015-08-20,6.050000190734863
2015-08-21,6.039999961853027
2015-08-24,5.980000019073486
2015-08-25,6.019999980926514
2015-08-26,6.039999961853027
2015-08-27,6.079999923706055
2015-08-28,6.079999923706055
2015-08-31,6.090000152587891
2015-09-01,6.119999885559082
2015-09-02,6.050000190734863
2015-09-03,6.070000171661377
2015-09-04,6.079999923706055
2015-09-08,6.150000095367432
2015-09-09,6.190000057220459
2015-09-10,6.340000152587891
2015-09-11,6.369999885559082
2015-09-14,6.349999904632568
2015-09-15,6.179999828338623
2015-09-16,6.389999866485596
2015-09-17,6.400000095367432
2015-09-18,6.050000190734863
2015-09-21,6.119999885559082
2015-09-22,6.179999828338623
2015-09-23,6.239999771118164
2015-09-24,6.170000076293945
2015-09-25,6.159999847412109
2015-09-28,6.110000133514404
2015-09-29,6.150000095367432
2015-09-30,6.210000038146973
2015-10-01,6.239999771118164
2015-10-02,6.190000057220459
2015-10-05,6.210000038146973
2015-10-06,6.239999771118164
2015-10-07,6.159999847412109
2015-10-08,6.21999979019165
2015-10-09,6.199999809265137
2015-10-12,6.199999809265137
2015-10-13,6.170000076293945
2015-10-14,6.179999828338623
2015-10-15,6.230000019073486
2015-10-16,6.210000038146973
2015-10-19,6.25
2015-10-20,6.25
2015-10-21,6.199999809265137
2015-10-22,6.25
2015-10-23,6.300000190734863
2015-10-26,6.210000038146973
2015-10-27,6.199999809265137
2015-10-28,6.320000171661377
2015-10-29,6.28000020980835
2015-10-30,6.349999904632568
2015-11-02,6.400000095367432
2015-11-03,6.420000076293945
2015-11-04,6.420000076293945
2015-11-05,6.489999771118164
2015-11-06,6.400000095367432
2015-11-09,6.400000095367432
2015-11-10,6.449999809265137
2015-11-11,6.46999979019165
2015-11-12,6.760000228881836
2015-11-13,6.809999942779541
2015-11-16,7.059999942779541
2015-11-17,6.989999771118164
2015-11-18,6.920000076293945
2015-11-19,6.929999828338623
2015-11-20,7.0
2015-11-23,7.110000133514404
2015-11-24,7.099999904632568
2015-11-25,7.03000020980835
2015-11-27,6.980000019073486
2015-11-30,7.059999942779541
2015-12-01,7.050000190734863
2015-12-02,6.760000228881836
2015-12-03,7.079999923706055
2015-12-04,6.730000019073486
2015-12-07,6.760000228881836
2015-12-08,6.789999961853027
2015-12-09,6.809999942779541
2015-12-10,6.809999942779541
2015-12-11,6.699999809265137
2015-12-14,6.800000190734863
2015-12-15,6.849999904632568
2015-12-16,6.849999904632568
2015-12-17,6.909999847412109
2015-12-18,6.949999809265137
2015-12-21,7.0
2015-12-22,6.860000133514404
2015-12-23,6.989999771118164
2015-12-24,7.019999980926514
2015-12-28,6.940000057220459
2015-12-29,6.920000076293945
2015-12-30,6.699999809265137
2015-12-31,6.610000133514404
2016-01-04,6.659999847412109
2016-01-05,6.889999866485596
2016-01-06,6.889999866485596
2016-01-07,6.809999942779541
2016-01-08,6.789999961853027
2016-01-11,6.800000190734863
2016-01-12,6.690000057220459
2016-01-13,6.650000095367432
2016-01-14,6.480000019073486
2016-01-15,6.369999885559082
2016-01-19,6.46999979019165
2016-01-20,6.400000095367432
2016-01-21,6.440000057220459
2016-01-22,6.440000057220459
2016-01-25,6.380000114440918
2016-01-26,6.369999885559082
2016-01-27,6.369999885559082
2016-01-28,6.369999885559082
2016-01-29,6.400000095367432
2016-02-01,6.400000095367432
2016-02-02,6.5
2016-02-03,6.53000020980835
2016-02-04,6.619999885559082
2016-02-05,6.800000190734863
2016-02-08,6.829999923706055
2016-02-09,6.559999942779541
2016-02-10,6.579999923706055
2016-02-11,6.639999866485596
2016-02-12,6.809999942779541
2016-02-16,6.610000133514404
2016-02-17,6.599999904632568
2016-02-18,6.619999885559082
2016-02-19,6.519999980926514
2016-02-22,6.739999771118164
2016-02-23,6.409999847412109
2016-02-24,6.46999979019165
2016-02-25,6.590000152587891
2016-02-26,6.559999942779541
2016-02-29,6.570000171661377
2016-03-01,6.5
2016-03-02,6.5
2016-03-03,6.5
2016-03-04,6.539999961853027
2016-03-07,6.619999885559082
2016-03-08,6.510000228881836
2016-03-09,6.840000152587891
2016-03-10,6.510000228881836
2016-03-11,6.449999809265137
2016-03-14,6.739999771118164
2016-03-15,6.539999961853027
2016-03-16,6.900000095367432
2016-03-17,6.699999809265137
2016-03-18,6.539999961853027
2016-03-21,6.460000038146973
2016-03-22,6.809999942779541
2016-03-23,6.650000095367432
2016-03-24,6.739999771118164
2016-03-28,6.599999904632568
2016-03-29,6.650000095367432
2016-03-30,7.0
2016-03-31,6.940000057220459
2016-04-01,6.900000095367432
2016-04-04,7.039999961853027
2016-04-05,7.0
2016-04-06,7.010000228881836
2016-04-07,6.920000076293945
2016-04-08,7.050000190734863
2016-04-11,6.900000095367432
2016-04-12,7.0
2016-04-13,7.0
2016-04-14,7.0
2016-04-15,7.039999961853027
2016-04-18,7.150000095367432
2016-04-19,7.150000095367432
2016-04-20,7.25
2016-04-21,7.25
2016-04-22,7.260000228881836
2016-04-25,7.329999923706055
2016-04-26,7.25
2016-04-27,7.25
2016-04-28,7.25
2016-04-29,7.119999885559082
2016-05-02,7.019999980926514
2016-05-03,6.809999942779541
2016-05-04,6.889999866485596
2016-05-05,6.78000020980835
2016-05-06,6.820000171661377
2016-05-09,7.159999847412109
2016-05-10,6.840000152587891
2016-05-11,6.809999942779541
2016-05-12,6.75
2016-05-13,6.739999771118164
2016-05-16,6.800000190734863
2016-05-17,6.949999809265137
2016-05-18,6.880000114440918
2016-05-19,6.880000114440918
2016-05-20,6.730000019073486
2016-05-23,6.980000019073486
2016-05-24,6.949999809265137
2016-05-25,6.949999809265137
2016-05-26,6.889999866485596
2016-05-27,6.849999904632568
2016-05-31,7.0
2016-06-01,7.050000190734863
2016-06-02,6.880000114440918
2016-06-03,7.039999961853027
2016-06-06,6.829999923706055
2016-06-07,6.849999904632568
2016-06-08,6.860000133514404
2016-06-09,6.849999904632568
2016-06-10,6.929999828338623
2016-06-13,6.889999866485596
2016-06-14,6.900000095367432
2016-06-15,6.920000076293945
2016-06-16,7.170000076293945
2016-06-17,6.840000152587891
2016-06-20,6.849999904632568
2016-06-21,6.849999904632568
2016-06-22,6.849999904632568
2016-06-23,6.909999847412109
2016-06-24,6.849999904632568
2016-06-27,6.699999809265137
2016-06-28,6.760000228881836
2016-06-29,6.679999828338623
2016-06-30,6.940000057220459
2016-07-01,7.0
2016-07-05,6.710000038146973
2016-07-06,6.800000190734863
2016-07-07,6.829999923706055
2016-07-08,6.900000095367432
2016-07-11,6.829999923706055
2016-07-12,7.0
2016-07-13,7.0
2016-07-14,7.019999980926514
2016-07-15,7.019999980926514
2016-07-18,7.190000057220459
2016-07-19,7.079999923706055
2016-07-20,7.460000038146973
2016-07-21,7.079999923706055
2016-07-22,7.150000095367432
2016-07-25,7.110000133514404
2016-07-26,7.25
2016-07-27,7.300000190734863
2016-07-28,7.349999904632568
2016-07-29,7.320000171661377
2016-08-01,7.210000038146973
2016-08-02,7.949999809265137
2016-08-03,7.920000076293945
2016-08-04,8.0600004196167
2016-08-05,8.079999923706055
2016-08-08,8.010000228881836
2016-08-09,8.010000228881836
2016-08-10,8.270000457763672
2016-08-11,8.010000228881836
2016-08-12,8.520000457763672
2016-08-15,8.149999618530273
2016-08-16,8.09000015258789
2016-08-17,8.0600004196167
2016-08-18,8.220000267028809
2016-08-19,8.220000267028809
2016-08-22,8.300000190734863
2016-08-23,8.1899995803833
2016-08-24,8.0600004196167
2016-08-25,8.09000015258789
2016-08-26,8.109999656677246
2016-08-29,8.5
2016-08-30,8.199999809265137
2016-08-31,8.220000267028809
2016-09-01,8.270000457763672
2016-09-02,8.359999656677246
2016-09-06,8.449999809265137
2016-09-07,8.359999656677246
2016-09-08,8.359999656677246
2016-09-09,8.25
2016-09-12,8.260000228881836
2016-09-13,8.329999923706055
2016-09-14,8.25
2016-09-15,8.260000228881836
2016-09-16,8.699999809265137
2016-09-19,8.40999984741211
2016-09-20,8.279999732971191
2016-09-21,8.300000190734863
2016-09-22,8.300000190734863
2016-09-23,8.600000381469727
2016-09-26,8.479999542236328
2016-09-27,8.539999961853027
2016-09-28,8.350000381469727
2016-09-29,8.34000015258789
2016-09-30,8.380000114440918
2016-10-03,8.380000114440918
2016-10-04,8.420000076293945
2016-10-05,8.369999885559082
2016-10-06,8.270000457763672
2016-10-07,8.59000015258789
2016-10-10,8.600000381469727
2016-10-11,8.59000015258789
2016-10-12,8.510000228881836
2016-10-13,8.569999694824219
2016-10-14,8.569999694824219
2016-10-17,8.569999694824219
2016-10-18,8.600000381469727
2016-10-19,8.600000381469727
2016-10-20,8.649999618530273
2016-10-21,8.649999618530273
2016-10-24,8.729999542236328
2016-10-25,8.75
2016-10-26,8.850000381469727
2016-10-27,8.899999618530273
2016-10-28,8.949999809265137
2016-10-31,8.899999618530273
2016-11-01,9.0
2016-11-02,9.050000190734863
2016-11-03,8.899999618530273
2016-11-04,8.649999618530273
2016-11-07,9.5
2016-11-08,9.550000190734863
2016-11-09,9.850000381469727
2016-11-10,9.949999809265137
2016-11-11,10.149999618530273
2016-11-14,10.350000381469727
2016-11-15,10.350000381469727
2016-11-16,10.5
2016-11-17,10.449999809265137
2016-11-18,10.800000190734863
2016-11-21,10.850000381469727
2016-11-22,10.949999809265137
2016-11-23,10.699999809265137
2016-11-25,10.550000190734863
2016-11-28,10.800000190734863
2016-11-29,10.75
2016-11-30,10.699999809265137
2016-12-01,10.649999618530273
2016-12-02,10.399999618530273
2016-12-05,10.850000381469727
2016-12-06,10.850000381469727
2016-12-07,11.0
2016-12-08,11.899999618530273
2016-12-09,11.930000305175781
2016-12-12,11.800000190734863
2016-12-13,11.25
2016-12-14,11.300000190734863
2016-12-15,11.300000190734863
2016-12-16,11.149999618530273
2016-12-19,11.449999809265137
2016-12-20,11.5
2016-12-21,11.300000190734863
2016-12-22,11.350000381469727
2016-12-23,11.949999809265137
2016-12-27,12.0
2016-12-28,11.699999809265137
2016-12-29,11.5
2016-12-30,11.600000381469727
2017-01-03,11.699999809265137
2017-01-04,11.699999809265137
2017-01-05,11.729999542236328
2017-01-06,11.819999694824219
2017-01-09,12.100000381469727
2017-01-10,12.25
2017-01-11,12.550000190734863
2017-01-12,12.449999809265137
2017-01-13,12.449999809265137
2017-01-17,12.449999809265137
2017-01-18,12.399999618530273
2017-01-19,12.550000190734863
2017-01-20,12.550000190734863
2017-01-23,12.550000190734863
2017-01-24,12.5
2017-01-25,12.399999618530273
2017-01-26,12.399999618530273
2017-01-27,12.350000381469727
2017-01-30,12.350000381469727
2017-01-31,12.5
2017-02-01,12.449999809265137
2017-02-02,12.5
2017-02-03,12.800000190734863
2017-02-06,12.75
2017-02-07,12.75
2017-02-08,12.800000190734863
2017-02-09,13.100000381469727
2017-02-10,13.449999809265137
2017-02-13,13.600000381469727
2017-02-14,13.5
2017-02-15,13.699999809265137
2017-02-16,13.800000190734863
2017-02-17,14.350000381469727
2017-02-21,14.25
2017-02-22,14.149999618530273
2017-02-23,14.050000190734863
2017-02-24,14.300000190734863
2017-02-27,14.149999618530273
2017-02-28,13.550000190734863
2017-03-01,13.199999809265137
2017-03-02,12.550000190734863
2017-03-03,12.600000381469727
2017-03-06,12.850000381469727
2017-03-07,13.100000381469727
2017-03-08,13.300000190734863
2017-03-09,13.029999732971191
2017-03-10,12.25
2017-03-13,12.350000381469727
2017-03-14,12.699999809265137
2017-03-15,12.399999618530273
2017-03-16,12.350000381469727
2017-03-17,12.850000381469727
2017-03-20,12.149999618530273
2017-03-21,11.600000381469727
2017-03-22,11.5
2017-03-23,11.199999809265137
2017-03-24,11.550000190734863
2017-03-27,11.5
2017-03-28,11.300000190734863
2017-03-29,11.5
2017-03-30,11.649999618530273
2017-03-31,11.949999809265137
2017-04-03,11.850000381469727
2017-04-04,11.899999618530273
2017-04-05,12.050000190734863
2017-04-06,12.25
2017-04-07,12.25
2017-04-10,12.75
2017-04-11,12.75
2017-04-12,13.199999809265137
2017-04-13,13.300000190734863
2017-04-17,13.050000190734863
2017-04-18,13.100000381469727
2017-04-19,13.149999618530273
2017-04-20,13.449999809265137
2017-04-21,13.5
2017-04-24,13.350000381469727
2017-04-25,13.5
2017-04-26,13.399999618530273
2017-04-27,13.449999809265137
2017-04-28,13.0
2017-05-01,12.850000381469727
2017-05-02,12.949999809265137
2017-05-03,12.899999618530273
2017-05-04,12.850000381469727
2017-05-05,12.25
2017-05-08,12.5
2017-05-09,13.350000381469727
2017-05-10,12.800000190734863
2017-05-11,12.800000190734863
2017-05-12,12.550000190734863
2017-05-15,12.399999618530273
2017-05-16,12.0
2017-05-17,11.949999809265137
2017-05-18,11.949999809265137
2017-05-19,12.0
2017-05-22,12.0
2017-05-23,11.399999618530273
2017-05-24,11.399999618530273
2017-05-25,11.449999809265137
2017-05-26,11.699999809265137
2017-05-30,11.800000190734863
2017-05-31,11.649999618530273
2017-06-01,11.800000190734863
2017-06-02,11.449999809265137
2017-06-05,11.699999809265137
2017-06-06,11.399999618530273
2017-06-07,11.699999809265137
2017-06-08,11.899999618530273
2017-06-09,11.899999618530273
2017-06-12,11.5
2017-06-13,11.800000190734863
2017-06-14,11.550000190734863
2017-06-15,11.75
2017-06-16,12.0
2017-06-19,11.5
2017-06-20,11.699999809265137
2017-06-21,11.550000190734863
2017-06-22,11.5
2017-06-23,11.800000190734863
2017-06-26,11.800000190734863
2017-06-27,11.75
2017-06-28,11.649999618530273
2017-06-29,11.600000381469727
2017-06-30,11.649999618530273
2017-07-03,12.449999809265137
2017-07-05,12.300000190734863
2017-07-06,11.899999618530273
2017-07-07,12.100000381469727
2017-07-10,12.149999618530273
2017-07-11,12.050000190734863
2017-07-12,12.100000381469727
2017-07-13,12.199999809265137
2017-07-14,12.050000190734863
2017-07-17,12.199999809265137
2017-07-18,12.149999618530273
2017-07-19,12.100000381469727
2017-07-20,12.25
2017-07-21,12.25
2017-07-24,12.300000190734863
2017-07-25,12.300000190734863
2017-07-26,12.199999809265137
2017-07-27,12.449999809265137
2017-07-28,12.800000190734863
2017-07-31,12.850000381469727
2017-08-01,12.800000190734863
2017-08-02,12.850000381469727
2017-08-03,12.800000190734863
2017-08-04,12.850000381469727
2017-08-07,12.850000381469727
2017-08-08,12.800000190734863
2017-08-09,12.800000190734863
2017-08-10,12.800000190734863
2017-08-11,12.699999809265137
2017-08-14,12.649999618530273
2017-08-15,12.399999618530273
2017-08-16,12.5
2017-08-17,12.300000190734863
2017-08-18,12.050000190734863
2017-08-21,12.050000190734863
2017-08-22,11.949999809265137
2017-08-23,12.0
2017-08-24,12.25
2017-08-25,12.149999618530273
2017-08-28,12.050000190734863
2017-08-29,12.149999618530273
2017-08-30,12.100000381469727
2017-08-31,12.0
2017-09-01,12.100000381469727
2017-09-05,12.25
2017-09-06,12.199999809265137
2017-09-07,12.149999618530273
2017-09-08,12.550000190734863
2017-09-11,12.649999618530273
2017-09-12,13.050000190734863
2017-09-13,13.199999809265137
2017-09-14,13.149999618530273
2017-09-15,12.350000381469727
2017-09-18,12.550000190734863
2017-09-19,12.550000190734863
2017-09-20,12.699999809265137
2017-09-21,12.850000381469727
2017-09-22,13.0
2017-09-25,13.050000190734863
2017-09-26,13.100000381469727
2017-09-27,13.050000190734863
2017-09-28,13.300000190734863
2017-09-29,13.300000190734863
2017-10-02,13.300000190734863
2017-10-03,13.149999618530273
2017-10-04,12.899999618530273
2017-10-05,12.850000381469727
2017-10-06,12.699999809265137
2017-10-09,12.850000381469727
2017-10-10,12.699999809265137
2017-10-11,12.649999618530273
2017-10-12,12.649999618530273
2017-10-13,12.699999809265137
2017-10-16,12.699999809265137
2017-10-17,12.75
2017-10-18,12.75
2017-10-19,12.75
2017-10-20,13.100000381469727
2017-10-23,12.949999809265137
2017-10-24,12.949999809265137
2017-10-25,12.850000381469727
2017-10-26,12.75
2017-10-27,12.649999618530273
2017-10-30,12.5
2017-10-31,12.899999618530273
2017-11-01,13.100000381469727
2017-11-02,13.25
2017-11-03,13.25
2017-11-06,12.949999809265137
2017-11-07,12.899999618530273
2017-11-08,12.850000381469727
2017-11-09,12.649999618530273
2017-11-10,12.649999618530273
2017-11-13,13.0
2017-11-14,13.100000381469727
2017-11-15,12.899999618530273
2017-11-16,12.899999618530273
2017-11-17,13.050000190734863
2017-11-20,12.800000190734863
2017-11-21,13.050000190734863
2017-11-22,13.229999542236328
2017-11-24,13.25
2017-11-27,13.300000190734863
2017-11-28,13.850000381469727
2017-11-29,14.100000381469727
2017-11-30,14.600000381469727
2017-12-01,14.550000190734863
2017-12-04,14.699999809265137
2017-12-05,14.75
2017-12-06,14.5
2017-12-07,14.5
2017-12-08,14.399999618530273
2017-12-11,13.949999809265137
2017-12-12,13.949999809265137
2017-12-13,14.0
2017-12-14,14.050000190734863
2017-12-15,14.0
2017-12-18,14.050000190734863
2017-12-19,13.949999809265137
2017-12-20,13.850000381469727
2017-12-21,13.850000381469727
2017-12-22,13.899999618530273
2017-12-26,13.850000381469727
2017-12-27,13.850000381469727
2017-12-28,13.850000381469727
2017-12-29,13.850000381469727
2018-01-02,13.699999809265137
2018-01-03,13.949999809265137
2018-01-04,13.800000190734863
2018-01-05,13.899999618530273
2018-01-08,14.25
2018-01-09,14.350000381469727
2018-01-10,14.5
2018-01-11,14.5
2018-01-12,14.5
2018-01-16,14.550000190734863
2018-01-17,14.550000190734863
2018-01-18,14.449999809265137
2018-01-19,14.449999809265137
2018-01-22,14.350000381469727
2018-01-23,14.449999809265137
2018-01-24,14.0
2018-01-25,13.949999809265137
2018-01-26,13.800000190734863
2018-01-29,13.75
2018-01-30,13.800000190734863
2018-01-31,13.899999618530273
2018-02-01,13.779999732971191
2018-02-02,14.0
2018-02-05,13.899999618530273
2018-02-06,13.899999618530273
2018-02-07,13.550000190734863
2018-02-08,13.850000381469727
2018-02-09,13.800000190734863
2018-02-12,13.850000381469727
2018-02-13,13.850000381469727
2018-02-14,13.949999809265137
2018-02-15,14.0
2018-02-16,14.25
2018-02-20,14.0
2018-02-21,13.949999809265137
2018-02-22,13.899999618530273
2018-02-23,13.949999809265137
2018-02-26,13.949999809265137
2018-02-27,13.949999809265137
2018-02-28,13.850000381469727
2018-03-01,13.829999923706055
2018-03-02,13.850000381469727
2018-03-05,13.949999809265137
2018-03-06,13.949999809265137
2018-03-07,14.050000190734863
2018-03-08,14.199999809265137
2018-03-09,14.350000381469727
2018-03-12,14.100000381469727
2018-03-13,13.800000190734863
2018-03-14,14.149999618530273
2018-03-15,14.199999809265137
2018-03-16,14.25
2018-03-19,14.300000190734863
2018-03-20,14.25
2018-03-21,14.149999618530273
2018-03-22,14.050000190734863
2018-03-23,14.050000190734863
2018-03-26,14.0
2018-03-27,14.25
2018-03-28,14.25
2018-03-29,14.399999618530273
2018-04-02,14.300000190734863
2018-04-03,14.279999732971191
2018-04-04,14.300000190734863
2018-04-05,14.449999809265137
2018-04-06,14.449999809265137
2018-04-09,14.399999618530273
2018-04-10,14.399999618530273
2018-04-11,14.350000381469727
2018-04-12,14.449999809265137
2018-04-13,14.449999809265137
2018-04-16,14.449999809265137
2018-04-17,14.449999809265137
2018-04-18,14.5
2018-04-19,14.550000190734863
2018-04-20,14.550000190734863
2018-04-23,14.399999618530273
2018-04-24,14.399999618530273
2018-04-25,14.300000190734863
2018-04-26,14.5
2018-04-27,14.350000381469727
2018-04-30,14.050000190734863
2018-05-01,14.149999618530273
2018-05-02,14.350000381469727
2018-05-03,14.149999618530273
2018-05-04,14.050000190734863
2018-05-07,13.899999618530273
2018-05-08,14.25
2018-05-09,14.25
2018-05-10,14.199999809265137
2018-05-11,14.149999618530273
2018-05-14,14.149999618530273
2018-05-15,14.050000190734863
2018-05-16,13.949999809265137
2018-05-17,14.149999618530273
2018-05-18,13.850000381469727
2018-05-21,13.949999809265137
2018-05-22,14.0
2018-05-23,13.850000381469727
2018-05-24,13.949999809265137
2018-05-25,13.800000190734863
2018-05-29,13.649999618530273
2018-05-30,13.699999809265137
2018-05-31,13.600000381469727
2018-06-01,13.75
2018-06-04,13.850000381469727
2018-06-05,13.600000381469727
2018-06-06,13.649999618530273
2018-06-07,13.699999809265137
2018-06-08,13.449999809265137
2018-06-11,13.350000381469727
2018-06-12,13.399999618530273
2018-06-13,13.25
2018-06-14,12.949999809265137
2018-06-15,12.949999809265137
2018-06-18,13.350000381469727
2018-06-19,13.350000381469727
2018-06-20,13.350000381469727
2018-06-21,13.449999809265137
2018-06-22,13.699999809265137
2018-06-25,13.899999618530273
2018-06-26,13.880000114440918
2018-06-27,13.850000381469727
2018-06-28,13.899999618530273
2018-06-29,13.899999618530273
2018-07-02,14.149999618530273
2018-07-03,14.149999618530273
2018-07-05,14.199999809265137
2018-07-06,14.199999809265137
2018-07-09,14.25
2018-07-10,14.399999618530273
2018-07-11,14.649999618530273
2018-07-12,14.75
2018-07-13,14.25
2018-07-16,14.350000381469727
2018-07-17,14.399999618530273
2018-07-18,14.399999618530273
2018-07-19,14.75
2018-07-20,14.649999618530273
2018-07-23,15.0
2018-07-24,14.850000381469727
2018-07-25,14.050000190734863
2018-07-26,14.199999809265137
2018-07-27,14.199999809265137
2018-07-30,14.149999618530273
2018-07-31,14.149999618530273
2018-08-01,14.149999618530273
2018-08-02,14.050000190734863
2018-08-03,13.850000381469727
2018-08-06,13.949999809265137
2018-08-07,13.899999618530273
2018-08-08,14.149999618530273
2018-08-09,14.149999618530273
2018-08-10,14.0
2018-08-13,13.949999809265137
2018-08-14,14.100000381469727
2018-08-15,13.949999809265137
2018-08-16,14.079999923706055
2018-08-17,14.449999809265137
2018-08-20,14.5
2018-08-21,14.449999809265137
2018-08-22,14.399999618530273
2018-08-23,14.449999809265137
2018-08-24,14.350000381469727
2018-08-27,14.25
2018-08-28,14.199999809265137
2018-08-29,14.199999809265137
2018-08-30,14.25
2018-08-31,14.300000190734863
2018-09-04,14.399999618530273
2018-09-05,14.399999618530273
2018-09-06,14.399999618530273
2018-09-07,14.300000190734863
2018-09-10,14.100000381469727
2018-09-11,13.850000381469727
2018-09-12,13.600000381469727
2018-09-13,13.550000190734863
2018-09-14,13.550000190734863
2018-09-17,13.600000381469727
2018-09-18,13.600000381469727
2018-09-19,13.600000381469727
2018-09-20,13.649999618530273
2018-09-21,13.350000381469727
2018-09-24,13.300000190734863
2018-09-25,13.300000190734863
2018-09-26,13.100000381469727
2018-09-27,13.100000381469727
2018-09-28,13.149999618530273
2018-10-01,12.609999656677246
2018-10-02,12.5
2018-10-03,12.59000015258789
2018-10-04,12.699999809265137
2018-10-05,12.869999885559082
2018-10-08,12.979999542236328
2018-10-09,13.050000190734863
2018-10-10,12.819999694824219
2018-10-11,12.520000457763672
2018-10-12,12.149999618530273
2018-10-15,12.140000343322754
2018-10-16,12.350000381469727
2018-10-17,12.319999694824219
2018-10-18,12.25
2018-10-19,11.869999885559082
2018-10-22,12.109999656677246
2018-10-23,11.90999984741211
