,TRV
2002-12-06,35.290000915527344
2002-12-09,34.58000183105469
2002-12-10,35.25
2002-12-11,35.220001220703125
2002-12-12,34.779998779296875
2002-12-13,33.970001220703125
2002-12-16,35.36000061035156
2002-12-17,34.95000076293945
2002-12-18,34.29999923706055
2002-12-19,33.9900016784668
2002-12-20,34.220001220703125
2002-12-23,34.029998779296875
2002-12-24,33.900001525878906
2002-12-26,34.22999954223633
2002-12-27,33.36000061035156
2002-12-30,34.040000915527344
2002-12-31,34.04999923706055
2003-01-02,35.08000183105469
2003-01-03,35.06999969482422
2003-01-06,36.65999984741211
2003-01-07,36.0
2003-01-08,34.900001525878906
2003-01-09,35.7599983215332
2003-01-10,35.52000045776367
2003-01-13,35.720001220703125
2003-01-14,36.29999923706055
2003-01-15,35.11000061035156
2003-01-16,33.939998626708984
2003-01-17,34.099998474121094
2003-01-21,33.79999923706055
2003-01-22,33.310001373291016
2003-01-23,33.77000045776367
2003-01-24,32.70000076293945
2003-01-27,31.34000015258789
2003-01-28,31.81999969482422
2003-01-29,32.5099983215332
2003-01-30,32.2400016784668
2003-01-31,32.63999938964844
2003-02-03,32.560001373291016
2003-02-04,30.940000534057617
2003-02-05,30.959999084472656
2003-02-06,30.1299991607666
2003-02-07,29.6200008392334
2003-02-10,30.229999542236328
2003-02-11,29.6299991607666
2003-02-12,29.56999969482422
2003-02-13,29.84000015258789
2003-02-14,29.649999618530273
2003-02-18,29.6200008392334
2003-02-19,29.399999618530273
2003-02-20,29.329999923706055
2003-02-21,29.670000076293945
2003-02-24,29.739999771118164
2003-02-25,29.780000686645508
2003-02-26,29.6200008392334
2003-02-27,30.530000686645508
2003-02-28,30.860000610351562
2003-03-03,31.100000381469727
2003-03-04,30.649999618530273
2003-03-05,31.049999237060547
2003-03-06,30.799999237060547
2003-03-07,31.0
2003-03-10,30.079999923706055
2003-03-11,29.780000686645508
2003-03-12,29.56999969482422
2003-03-13,31.100000381469727
2003-03-14,31.389999389648438
2003-03-17,32.650001525878906
2003-03-18,31.989999771118164
2003-03-19,32.83000183105469
2003-03-20,33.13999938964844
2003-03-21,34.09000015258789
2003-03-24,32.95000076293945
2003-03-25,33.11000061035156
2003-03-26,32.900001525878906
2003-03-27,32.689998626708984
2003-03-28,32.279998779296875
2003-03-31,31.799999237060547
2003-04-01,32.31999969482422
2003-04-02,33.33000183105469
2003-04-03,33.150001525878906
2003-04-04,33.849998474121094
2003-04-07,33.7400016784668
2003-04-08,33.849998474121094
2003-04-09,33.56999969482422
2003-04-10,33.849998474121094
2003-04-11,33.7400016784668
2003-04-14,34.5
2003-04-15,34.9900016784668
2003-04-16,34.970001220703125
2003-04-17,35.29999923706055
2003-04-21,35.20000076293945
2003-04-22,36.86000061035156
2003-04-23,36.95000076293945
2003-04-24,35.900001525878906
2003-04-25,35.29999923706055
2003-04-28,36.09000015258789
2003-04-29,34.79999923706055
2003-04-30,34.34000015258789
2003-05-01,34.650001525878906
2003-05-02,35.06999969482422
2003-05-05,34.52000045776367
2003-05-06,34.70000076293945
2003-05-07,34.25
2003-05-08,33.790000915527344
2003-05-09,34.029998779296875
2003-05-12,34.02000045776367
2003-05-13,33.970001220703125
2003-05-14,34.2599983215332
2003-05-15,34.310001373291016
2003-05-16,34.209999084472656
2003-05-19,33.20000076293945
2003-05-20,33.150001525878906
2003-05-21,33.209999084472656
2003-05-22,33.58000183105469
2003-05-23,33.880001068115234
2003-05-27,34.56999969482422
2003-05-28,34.70000076293945
2003-05-29,35.61000061035156
2003-05-30,36.58000183105469
2003-06-02,36.81999969482422
2003-06-03,35.7599983215332
2003-06-04,36.11000061035156
2003-06-05,36.349998474121094
2003-06-06,36.349998474121094
2003-06-09,35.709999084472656
2003-06-10,36.13999938964844
2003-06-11,37.65999984741211
2003-06-12,37.9900016784668
2003-06-13,37.65999984741211
2003-06-16,38.02000045776367
2003-06-17,37.779998779296875
2003-06-18,37.70000076293945
2003-06-19,36.619998931884766
2003-06-20,36.5099983215332
2003-06-23,36.720001220703125
2003-06-24,37.439998626708984
2003-06-25,36.810001373291016
2003-06-26,36.90999984741211
2003-06-27,36.939998626708984
2003-06-30,36.5099983215332
2003-07-01,36.599998474121094
2003-07-02,36.5
2003-07-03,36.18000030517578
2003-07-07,36.84000015258789
2003-07-08,36.900001525878906
2003-07-09,36.56999969482422
2003-07-10,35.97999954223633
2003-07-11,36.060001373291016
2003-07-14,36.209999084472656
2003-07-15,36.20000076293945
2003-07-16,35.290000915527344
2003-07-17,34.93000030517578
2003-07-18,35.099998474121094
2003-07-21,35.15999984741211
2003-07-22,35.20000076293945
2003-07-23,34.66999816894531
2003-07-24,34.81999969482422
2003-07-25,35.7400016784668
2003-07-28,35.599998474121094
2003-07-29,35.54999923706055
2003-07-30,34.65999984741211
2003-07-31,35.16999816894531
2003-08-01,34.779998779296875
2003-08-04,34.88999938964844
2003-08-05,34.43000030517578
2003-08-06,34.68000030517578
2003-08-07,34.77000045776367
2003-08-08,35.0
2003-08-11,35.06999969482422
2003-08-12,34.939998626708984
2003-08-13,34.560001373291016
2003-08-14,34.56999969482422
2003-08-15,34.65999984741211
2003-08-18,34.84000015258789
2003-08-19,34.63999938964844
2003-08-20,34.68000030517578
2003-08-21,34.95000076293945
2003-08-22,34.54999923706055
2003-08-25,34.380001068115234
2003-08-26,34.45000076293945
2003-08-27,34.29999923706055
2003-08-28,34.45000076293945
2003-08-29,34.7599983215332
2003-09-02,34.97999954223633
2003-09-03,35.29999923706055
2003-09-04,35.31999969482422
2003-09-05,35.40999984741211
2003-09-08,36.599998474121094
2003-09-09,36.61000061035156
2003-09-10,36.810001373291016
2003-09-11,37.0
2003-09-12,37.0
2003-09-15,37.0
2003-09-16,38.400001525878906
2003-09-17,37.45000076293945
2003-09-18,38.20000076293945
2003-09-19,38.43000030517578
2003-09-22,38.0
2003-09-23,38.4900016784668
2003-09-24,37.90999984741211
2003-09-25,37.599998474121094
2003-09-26,37.099998474121094
2003-09-29,37.349998474121094
2003-09-30,37.029998779296875
2003-10-01,37.52000045776367
2003-10-02,37.29999923706055
2003-10-03,37.540000915527344
2003-10-06,37.599998474121094
2003-10-07,37.54999923706055
2003-10-08,37.599998474121094
2003-10-09,37.209999084472656
2003-10-10,37.04999923706055
2003-10-13,37.47999954223633
2003-10-14,37.599998474121094
2003-10-15,37.54999923706055
2003-10-16,37.790000915527344
2003-10-17,36.4900016784668
2003-10-20,36.29999923706055
2003-10-21,36.27000045776367
2003-10-22,35.7599983215332
2003-10-23,35.97999954223633
2003-10-24,35.70000076293945
2003-10-27,35.970001220703125
2003-10-28,35.79999923706055
2003-10-29,36.130001068115234
2003-10-30,38.040000915527344
2003-10-31,38.130001068115234
2003-11-03,38.84000015258789
2003-11-04,38.959999084472656
2003-11-05,38.290000915527344
2003-11-06,38.04999923706055
2003-11-07,37.33000183105469
2003-11-10,37.40999984741211
2003-11-11,36.959999084472656
2003-11-12,36.88999938964844
2003-11-13,37.099998474121094
2003-11-14,36.77000045776367
2003-11-17,37.7400016784668
2003-11-18,36.79999923706055
2003-11-19,35.90999984741211
2003-11-20,35.150001525878906
2003-11-21,35.47999954223633
2003-11-24,36.119998931884766
2003-11-25,37.11000061035156
2003-11-26,37.38999938964844
2003-11-28,37.099998474121094
2003-12-01,37.47999954223633
2003-12-02,37.810001373291016
2003-12-03,38.029998779296875
2003-12-04,38.31999969482422
2003-12-05,38.18000030517578
2003-12-08,38.349998474121094
2003-12-09,37.970001220703125
2003-12-10,38.029998779296875
2003-12-11,38.29999923706055
2003-12-12,38.34000015258789
2003-12-15,37.849998474121094
2003-12-16,38.09000015258789
2003-12-17,38.150001525878906
2003-12-18,38.54999923706055
2003-12-19,38.279998779296875
2003-12-22,38.08000183105469
2003-12-23,38.45000076293945
2003-12-24,38.61000061035156
2003-12-26,38.75
2003-12-29,39.0
2003-12-30,39.599998474121094
2003-12-31,39.650001525878906
2004-01-02,39.599998474121094
2004-01-05,39.70000076293945
2004-01-06,39.400001525878906
2004-01-07,39.400001525878906
2004-01-08,39.650001525878906
2004-01-09,40.310001373291016
2004-01-12,41.47999954223633
2004-01-13,41.7599983215332
2004-01-14,41.959999084472656
2004-01-15,41.93000030517578
2004-01-16,42.529998779296875
2004-01-20,41.849998474121094
2004-01-21,42.25
2004-01-22,41.95000076293945
2004-01-23,41.849998474121094
2004-01-26,41.529998779296875
2004-01-27,41.02000045776367
2004-01-28,40.560001373291016
2004-01-29,41.619998931884766
2004-01-30,42.130001068115234
2004-02-02,42.880001068115234
2004-02-03,43.13999938964844
2004-02-04,42.2400016784668
2004-02-05,42.27000045776367
2004-02-06,42.779998779296875
2004-02-09,43.15999984741211
2004-02-10,43.0099983215332
2004-02-11,42.93000030517578
2004-02-12,43.349998474121094
2004-02-13,43.220001220703125
2004-02-17,43.16999816894531
2004-02-18,43.08000183105469
2004-02-19,43.08000183105469
2004-02-20,43.060001373291016
2004-02-23,42.65999984741211
2004-02-24,42.25
2004-02-25,42.369998931884766
2004-02-26,42.380001068115234
2004-02-27,42.7400016784668
2004-03-01,42.54999923706055
2004-03-02,42.470001220703125
2004-03-03,43.0
2004-03-04,42.720001220703125
2004-03-05,42.2400016784668
2004-03-08,42.09000015258789
2004-03-09,41.58000183105469
2004-03-10,40.81999969482422
2004-03-11,40.099998474121094
2004-03-12,40.630001068115234
2004-03-15,39.52000045776367
2004-03-16,40.310001373291016
2004-03-17,40.650001525878906
2004-03-18,40.59000015258789
2004-03-19,40.16999816894531
2004-03-22,39.650001525878906
2004-03-23,39.5099983215332
2004-03-24,39.20000076293945
2004-03-25,39.81999969482422
2004-03-26,39.7400016784668
2004-03-29,39.939998626708984
2004-03-30,40.20000076293945
2004-03-31,40.0099983215332
2004-04-01,40.77000045776367
2004-04-02,42.130001068115234
2004-04-05,42.13999938964844
2004-04-06,41.400001525878906
2004-04-07,41.70000076293945
2004-04-08,42.75
2004-04-12,42.9900016784668
2004-04-13,41.900001525878906
2004-04-14,41.220001220703125
2004-04-15,41.849998474121094
2004-04-16,42.70000076293945
2004-04-19,42.849998474121094
2004-04-20,42.31999969482422
2004-04-21,42.20000076293945
2004-04-22,42.900001525878906
2004-04-23,42.599998474121094
2004-04-26,42.54999923706055
2004-04-27,42.810001373291016
2004-04-28,42.25
2004-04-29,41.86000061035156
2004-04-30,40.66999816894531
2004-05-03,41.209999084472656
2004-05-04,41.0
2004-05-05,40.97999954223633
2004-05-06,40.369998931884766
2004-05-07,40.22999954223633
2004-05-10,39.79999923706055
2004-05-11,40.27000045776367
2004-05-12,40.79999923706055
2004-05-13,40.150001525878906
2004-05-14,40.22999954223633
2004-05-17,39.810001373291016
2004-05-18,39.900001525878906
2004-05-19,39.529998779296875
2004-05-20,39.18000030517578
2004-05-21,39.7599983215332
2004-05-24,39.52000045776367
2004-05-25,39.880001068115234
2004-05-26,39.72999954223633
2004-05-27,39.720001220703125
2004-05-28,39.68000030517578
2004-06-01,39.970001220703125
2004-06-02,40.54999923706055
2004-06-03,40.709999084472656
2004-06-04,40.459999084472656
2004-06-07,41.2400016784668
2004-06-08,40.79999923706055
2004-06-09,40.40999984741211
2004-06-10,41.29999923706055
2004-06-14,40.790000915527344
2004-06-15,41.27000045776367
2004-06-16,41.150001525878906
2004-06-17,41.099998474121094
2004-06-18,41.27000045776367
2004-06-21,40.869998931884766
2004-06-22,40.900001525878906
2004-06-23,40.95000076293945
2004-06-24,40.900001525878906
2004-06-25,41.59000015258789
2004-06-28,40.79999923706055
2004-06-29,40.45000076293945
2004-06-30,40.540000915527344
2004-07-01,39.70000076293945
2004-07-02,39.61000061035156
2004-07-06,39.34000015258789
2004-07-07,39.189998626708984
2004-07-08,38.68000030517578
2004-07-09,38.720001220703125
2004-07-12,38.81999969482422
2004-07-13,39.11000061035156
2004-07-14,38.95000076293945
2004-07-15,38.83000183105469
2004-07-16,38.29999923706055
2004-07-19,38.0
2004-07-20,37.72999954223633
2004-07-21,37.0
2004-07-22,36.54999923706055
2004-07-23,35.65999984741211
2004-07-26,36.68000030517578
2004-07-27,37.400001525878906
2004-07-28,37.150001525878906
2004-07-29,36.79999923706055
2004-07-30,37.06999969482422
2004-08-02,36.619998931884766
2004-08-03,37.15999984741211
2004-08-04,36.47999954223633
2004-08-05,34.75
2004-08-06,33.86000061035156
2004-08-09,33.77000045776367
2004-08-10,34.22999954223633
2004-08-11,33.9900016784668
2004-08-12,33.0
2004-08-13,32.939998626708984
2004-08-16,33.58000183105469
2004-08-17,34.029998779296875
2004-08-18,34.02000045776367
2004-08-19,34.5099983215332
2004-08-20,34.72999954223633
2004-08-23,34.150001525878906
2004-08-24,34.15999984741211
2004-08-25,34.619998931884766
2004-08-26,34.2599983215332
2004-08-27,34.75
2004-08-30,34.75
2004-08-31,34.689998626708984
2004-09-01,33.9900016784668
2004-09-02,34.349998474121094
2004-09-03,34.31999969482422
2004-09-07,34.380001068115234
2004-09-08,34.040000915527344
2004-09-09,33.70000076293945
2004-09-10,33.689998626708984
2004-09-13,33.95000076293945
2004-09-14,34.380001068115234
2004-09-15,34.119998931884766
2004-09-16,34.84000015258789
2004-09-17,35.18000030517578
2004-09-20,34.560001373291016
2004-09-21,35.150001525878906
2004-09-22,34.400001525878906
2004-09-23,34.150001525878906
2004-09-24,34.31999969482422
2004-09-27,32.72999954223633
2004-09-28,32.529998779296875
2004-09-29,32.58000183105469
2004-09-30,33.060001373291016
2004-10-01,33.5099983215332
2004-10-04,33.66999816894531
2004-10-05,33.27000045776367
2004-10-06,34.11000061035156
2004-10-07,33.79999923706055
2004-10-08,33.849998474121094
2004-10-11,34.0099983215332
2004-10-12,34.02000045776367
2004-10-13,34.0
2004-10-14,33.0
2004-10-15,31.940000534057617
2004-10-18,31.899999618530273
2004-10-19,30.989999771118164
2004-10-20,31.229999542236328
2004-10-21,31.15999984741211
2004-10-22,31.1299991607666
2004-10-25,31.079999923706055
2004-10-26,33.130001068115234
2004-10-27,33.4900016784668
2004-10-28,33.58000183105469
2004-10-29,33.959999084472656
2004-11-01,33.810001373291016
2004-11-02,34.130001068115234
2004-11-03,34.90999984741211
2004-11-04,36.11000061035156
2004-11-05,36.310001373291016
2004-11-08,36.58000183105469
2004-11-09,36.31999969482422
2004-11-10,36.459999084472656
2004-11-11,36.11000061035156
2004-11-12,36.540000915527344
2004-11-15,36.619998931884766
2004-11-16,36.45000076293945
2004-11-17,36.209999084472656
2004-11-18,36.29999923706055
2004-11-19,35.709999084472656
2004-11-22,36.15999984741211
2004-11-23,36.2400016784668
2004-11-24,36.400001525878906
2004-11-26,36.41999816894531
2004-11-29,36.040000915527344
2004-11-30,36.47999954223633
2004-12-01,37.540000915527344
2004-12-02,37.45000076293945
2004-12-03,37.22999954223633
2004-12-06,37.29999923706055
2004-12-07,36.81999969482422
2004-12-08,36.880001068115234
2004-12-09,36.61000061035156
2004-12-10,36.849998474121094
2004-12-13,37.09000015258789
2004-12-14,37.22999954223633
2004-12-15,36.939998626708984
2004-12-16,37.099998474121094
2004-12-17,37.189998626708984
2004-12-20,36.68000030517578
2004-12-21,36.47999954223633
2004-12-22,37.0
2004-12-23,37.060001373291016
2004-12-27,36.81999969482422
2004-12-28,37.33000183105469
2004-12-29,37.400001525878906
2004-12-30,37.20000076293945
2004-12-31,37.06999969482422
2005-01-03,37.25
2005-01-04,37.040000915527344
2005-01-05,36.97999954223633
2005-01-06,37.150001525878906
2005-01-07,36.97999954223633
2005-01-10,37.06999969482422
2005-01-11,37.29999923706055
2005-01-12,37.540000915527344
2005-01-13,37.290000915527344
2005-01-14,37.4900016784668
2005-01-18,37.939998626708984
2005-01-19,37.0
2005-01-20,36.459999084472656
2005-01-21,36.20000076293945
2005-01-24,36.970001220703125
2005-01-25,36.95000076293945
2005-01-26,37.4900016784668
2005-01-27,37.369998931884766
2005-01-28,36.900001525878906
2005-01-31,37.540000915527344
2005-02-01,38.45000076293945
2005-02-02,37.970001220703125
2005-02-03,38.400001525878906
2005-02-04,38.66999816894531
2005-02-07,38.9900016784668
2005-02-08,38.88999938964844
2005-02-09,38.04999923706055
2005-02-10,38.790000915527344
2005-02-11,39.400001525878906
2005-02-14,39.029998779296875
2005-02-15,38.88999938964844
2005-02-16,38.29999923706055
2005-02-17,38.470001220703125
2005-02-18,38.13999938964844
2005-02-22,37.90999984741211
2005-02-23,38.13999938964844
2005-02-24,38.22999954223633
2005-02-25,38.81999969482422
2005-02-28,38.31999969482422
2005-03-01,38.36000061035156
2005-03-02,38.189998626708984
2005-03-03,37.90999984741211
2005-03-04,38.2400016784668
2005-03-07,38.380001068115234
2005-03-08,38.09000015258789
2005-03-09,37.79999923706055
2005-03-10,38.41999816894531
2005-03-11,37.88999938964844
2005-03-14,38.13999938964844
2005-03-15,37.81999969482422
2005-03-16,37.540000915527344
2005-03-17,37.349998474121094
2005-03-18,36.959999084472656
2005-03-21,36.40999984741211
2005-03-22,35.88999938964844
2005-03-23,36.5099983215332
2005-03-24,36.2599983215332
2005-03-28,36.40999984741211
2005-03-29,36.349998474121094
2005-03-30,36.709999084472656
2005-03-31,36.72999954223633
2005-04-01,35.36000061035156
2005-04-04,35.529998779296875
2005-04-05,35.279998779296875
2005-04-06,35.43000030517578
2005-04-07,35.59000015258789
2005-04-08,35.279998779296875
2005-04-11,35.150001525878906
2005-04-12,35.45000076293945
2005-04-13,34.83000183105469
2005-04-14,34.720001220703125
2005-04-15,34.099998474121094
2005-04-18,34.189998626708984
2005-04-19,34.099998474121094
2005-04-20,33.709999084472656
2005-04-21,34.43000030517578
2005-04-22,34.45000076293945
2005-04-25,34.75
2005-04-26,34.38999938964844
2005-04-27,35.25
2005-04-28,34.95000076293945
2005-04-29,35.79999923706055
2005-05-02,35.97999954223633
2005-05-03,36.869998931884766
2005-05-04,37.79999923706055
2005-05-05,38.09000015258789
2005-05-06,37.91999816894531
2005-05-09,38.209999084472656
2005-05-10,37.709999084472656
2005-05-11,38.15999984741211
2005-05-12,37.88999938964844
2005-05-13,37.27000045776367
2005-05-16,37.650001525878906
2005-05-17,37.90999984741211
2005-05-18,37.68000030517578
2005-05-19,37.91999816894531
2005-05-20,37.400001525878906
2005-05-23,37.81999969482422
2005-05-24,37.84000015258789
2005-05-25,37.790000915527344
2005-05-26,38.06999969482422
2005-05-27,38.150001525878906
2005-05-31,37.880001068115234
2005-06-01,38.15999984741211
2005-06-02,38.349998474121094
2005-06-03,38.380001068115234
2005-06-06,38.31999969482422
2005-06-07,38.560001373291016
2005-06-08,38.650001525878906
2005-06-09,39.2599983215332
2005-06-10,39.150001525878906
2005-06-13,38.86000061035156
2005-06-14,39.04999923706055
2005-06-15,39.11000061035156
2005-06-16,38.93000030517578
2005-06-17,38.88999938964844
2005-06-20,38.869998931884766
2005-06-21,38.849998474121094
2005-06-22,38.75
2005-06-23,38.36000061035156
2005-06-24,38.15999984741211
2005-06-27,38.58000183105469
2005-06-28,38.90999984741211
2005-06-29,39.869998931884766
2005-06-30,39.529998779296875
2005-07-01,39.599998474121094
2005-07-05,40.279998779296875
2005-07-06,40.08000183105469
2005-07-07,40.45000076293945
2005-07-08,40.029998779296875
2005-07-11,40.91999816894531
2005-07-12,40.9900016784668
2005-07-13,40.81999969482422
2005-07-14,41.189998626708984
2005-07-15,41.459999084472656
2005-07-18,41.5
2005-07-19,41.7599983215332
2005-07-20,41.59000015258789
2005-07-21,40.959999084472656
2005-07-22,41.09000015258789
2005-07-25,40.75
2005-07-26,40.81999969482422
2005-07-27,41.40999984741211
2005-07-28,43.04999923706055
2005-07-29,44.02000045776367
2005-08-01,44.290000915527344
2005-08-02,44.630001068115234
2005-08-03,44.63999938964844
2005-08-04,44.72999954223633
2005-08-05,44.0099983215332
2005-08-08,43.65999984741211
2005-08-09,44.400001525878906
2005-08-10,44.4900016784668
2005-08-11,44.650001525878906
2005-08-12,44.400001525878906
2005-08-15,44.59000015258789
2005-08-16,44.06999969482422
2005-08-17,43.790000915527344
2005-08-18,43.90999984741211
2005-08-19,44.34000015258789
2005-08-22,45.13999938964844
2005-08-23,45.029998779296875
2005-08-24,44.41999816894531
2005-08-25,44.599998474121094
2005-08-26,44.7400016784668
2005-08-29,44.27000045776367
2005-08-30,43.95000076293945
2005-08-31,43.0099983215332
2005-09-01,42.209999084472656
2005-09-02,42.439998626708984
2005-09-06,43.27000045776367
2005-09-07,42.970001220703125
2005-09-08,42.400001525878906
2005-09-09,41.86000061035156
2005-09-12,41.90999984741211
2005-09-13,42.599998474121094
2005-09-14,42.540000915527344
2005-09-15,42.97999954223633
2005-09-16,43.5
2005-09-19,43.4900016784668
2005-09-20,43.18000030517578
2005-09-21,41.97999954223633
2005-09-22,41.9900016784668
2005-09-23,42.75
2005-09-26,43.95000076293945
2005-09-27,43.91999816894531
2005-09-28,44.04999923706055
2005-09-29,44.90999984741211
2005-09-30,44.869998931884766
2005-10-03,43.86000061035156
2005-10-04,43.630001068115234
2005-10-05,42.81999969482422
2005-10-06,42.72999954223633
2005-10-07,42.470001220703125
2005-10-10,41.95000076293945
2005-10-11,41.720001220703125
2005-10-12,41.849998474121094
2005-10-13,41.47999954223633
2005-10-14,42.33000183105469
2005-10-17,42.02000045776367
2005-10-18,41.369998931884766
2005-10-19,42.5
2005-10-20,42.0099983215332
2005-10-21,42.29999923706055
2005-10-24,43.08000183105469
2005-10-25,43.25
2005-10-26,43.56999969482422
2005-10-27,44.02000045776367
2005-10-28,44.459999084472656
2005-10-31,45.029998779296875
2005-11-01,45.40999984741211
2005-11-02,46.06999969482422
2005-11-03,45.88999938964844
2005-11-04,45.720001220703125
2005-11-07,45.790000915527344
2005-11-08,45.20000076293945
2005-11-09,45.349998474121094
2005-11-10,46.22999954223633
2005-11-11,46.02000045776367
2005-11-14,45.790000915527344
2005-11-15,45.599998474121094
2005-11-16,45.36000061035156
2005-11-17,46.61000061035156
2005-11-18,46.45000076293945
2005-11-21,46.25
2005-11-22,46.47999954223633
2005-11-23,46.599998474121094
2005-11-25,46.310001373291016
2005-11-28,46.5
2005-11-29,46.70000076293945
2005-11-30,46.529998779296875
2005-12-01,46.54999923706055
2005-12-02,46.5
2005-12-05,45.369998931884766
2005-12-06,45.439998626708984
2005-12-07,44.5099983215332
2005-12-08,44.439998626708984
2005-12-09,45.38999938964844
2005-12-12,45.0
2005-12-13,45.060001373291016
2005-12-14,45.150001525878906
2005-12-15,45.0099983215332
2005-12-16,44.779998779296875
2005-12-19,44.369998931884766
2005-12-20,45.099998474121094
2005-12-21,45.18000030517578
2005-12-22,45.2599983215332
2005-12-23,45.33000183105469
2005-12-27,44.66999816894531
2005-12-28,44.58000183105469
2005-12-29,44.77000045776367
2005-12-30,44.66999816894531
2006-01-03,45.9900016784668
2006-01-04,46.5
2006-01-05,46.95000076293945
2006-01-06,47.209999084472656
2006-01-09,47.22999954223633
2006-01-10,46.88999938964844
2006-01-11,47.650001525878906
2006-01-12,47.369998931884766
2006-01-13,47.25
2006-01-17,46.43000030517578
2006-01-18,46.20000076293945
2006-01-19,45.939998626708984
2006-01-20,45.0099983215332
2006-01-23,45.540000915527344
2006-01-24,45.31999969482422
2006-01-25,44.709999084472656
2006-01-26,46.20000076293945
2006-01-27,46.540000915527344
2006-01-30,46.25
2006-01-31,45.380001068115234
2006-02-01,45.61000061035156
2006-02-02,45.29999923706055
2006-02-03,44.790000915527344
2006-02-06,44.130001068115234
2006-02-07,43.77000045776367
2006-02-08,43.68000030517578
2006-02-09,43.459999084472656
2006-02-10,43.630001068115234
2006-02-13,43.279998779296875
2006-02-14,44.34000015258789
2006-02-15,43.90999984741211
2006-02-16,43.400001525878906
2006-02-17,43.029998779296875
2006-02-21,42.77000045776367
2006-02-22,43.04999923706055
2006-02-23,42.5
2006-02-24,42.54999923706055
2006-02-27,43.060001373291016
2006-02-28,42.97999954223633
2006-03-01,42.810001373291016
2006-03-02,42.59000015258789
2006-03-03,42.869998931884766
2006-03-06,42.459999084472656
2006-03-07,42.630001068115234
2006-03-08,42.540000915527344
2006-03-09,42.130001068115234
2006-03-10,42.31999969482422
2006-03-13,42.65999984741211
2006-03-14,42.79999923706055
2006-03-15,42.93000030517578
2006-03-16,42.959999084472656
2006-03-17,41.54999923706055
2006-03-20,41.900001525878906
2006-03-21,41.470001220703125
2006-03-22,41.58000183105469
2006-03-23,41.36000061035156
2006-03-24,41.459999084472656
2006-03-27,41.2400016784668
2006-03-28,40.75
2006-03-29,41.959999084472656
2006-03-30,42.18000030517578
2006-03-31,41.790000915527344
2006-04-03,42.130001068115234
2006-04-04,42.349998474121094
2006-04-05,42.2599983215332
2006-04-06,42.13999938964844
2006-04-07,41.290000915527344
2006-04-10,41.400001525878906
2006-04-11,41.099998474121094
2006-04-12,41.25
2006-04-13,41.02000045776367
2006-04-17,41.11000061035156
2006-04-18,41.79999923706055
2006-04-19,43.0
2006-04-20,43.27000045776367
2006-04-21,42.709999084472656
2006-04-24,42.95000076293945
2006-04-25,42.880001068115234
2006-04-26,43.779998779296875
2006-04-27,43.720001220703125
2006-04-28,44.029998779296875
2006-05-01,43.400001525878906
2006-05-02,45.599998474121094
2006-05-03,45.849998474121094
2006-05-04,45.86000061035156
2006-05-05,45.7599983215332
2006-05-08,45.59000015258789
2006-05-09,45.290000915527344
2006-05-10,45.5
2006-05-11,45.08000183105469
2006-05-12,44.720001220703125
2006-05-15,44.939998626708984
2006-05-16,44.790000915527344
2006-05-17,44.58000183105469
2006-05-18,44.20000076293945
2006-05-19,44.650001525878906
2006-05-22,44.060001373291016
2006-05-23,43.849998474121094
2006-05-24,43.68000030517578
2006-05-25,43.849998474121094
2006-05-26,43.810001373291016
2006-05-30,43.18000030517578
2006-05-31,44.02000045776367
2006-06-01,44.40999984741211
2006-06-02,43.79999923706055
2006-06-05,42.630001068115234
2006-06-06,42.72999954223633
2006-06-07,42.72999954223633
2006-06-08,43.34000015258789
2006-06-09,43.099998474121094
2006-06-12,42.70000076293945
2006-06-13,42.29999923706055
2006-06-14,42.54999923706055
2006-06-15,43.81999969482422
2006-06-16,43.880001068115234
2006-06-19,44.209999084472656
2006-06-20,44.02000045776367
2006-06-21,44.400001525878906
2006-06-22,44.290000915527344
2006-06-23,44.150001525878906
2006-06-26,44.41999816894531
2006-06-27,43.97999954223633
2006-06-28,43.95000076293945
2006-06-29,44.63999938964844
2006-06-30,44.58000183105469
2006-07-03,45.029998779296875
2006-07-05,44.470001220703125
2006-07-06,44.619998931884766
2006-07-07,44.099998474121094
2006-07-10,44.369998931884766
2006-07-11,44.619998931884766
2006-07-12,44.20000076293945
2006-07-13,43.68000030517578
2006-07-14,43.560001373291016
2006-07-17,43.540000915527344
2006-07-18,43.11000061035156
2006-07-19,44.11000061035156
2006-07-20,44.310001373291016
2006-07-21,44.220001220703125
2006-07-24,45.119998931884766
2006-07-25,45.130001068115234
2006-07-26,45.150001525878906
2006-07-27,45.0099983215332
2006-07-28,46.13999938964844
2006-07-31,45.79999923706055
2006-08-01,45.150001525878906
2006-08-02,45.04999923706055
2006-08-03,44.91999816894531
2006-08-04,44.4900016784668
2006-08-07,44.470001220703125
2006-08-08,43.970001220703125
2006-08-09,42.84000015258789
2006-08-10,43.040000915527344
2006-08-11,42.619998931884766
2006-08-14,43.09000015258789
2006-08-15,44.13999938964844
2006-08-16,44.220001220703125
2006-08-17,44.709999084472656
2006-08-18,44.5
2006-08-21,44.5
2006-08-22,44.0099983215332
2006-08-23,44.0
2006-08-24,43.849998474121094
2006-08-25,43.65999984741211
2006-08-28,43.81999969482422
2006-08-29,43.650001525878906
2006-08-30,43.81999969482422
2006-08-31,43.900001525878906
2006-09-01,44.29999923706055
2006-09-05,44.40999984741211
2006-09-06,44.33000183105469
2006-09-07,44.380001068115234
2006-09-08,45.04999923706055
2006-09-11,45.4900016784668
