,DGRS
2015-10-23,27.84000015258789
2015-10-26,27.639999389648438
2015-10-27,27.09000015258789
2015-10-28,27.829999923706055
2015-10-29,27.729999542236328
2015-10-30,27.68000030517578
2015-11-02,28.1200008392334
2015-11-03,28.389999389648438
2015-11-04,28.09000015258789
2015-11-05,28.270000457763672
2015-11-06,28.239999771118164
2015-11-09,27.809999465942383
2015-11-10,27.950000762939453
2015-11-11,27.809999465942383
2015-11-12,27.260000228881836
2015-11-13,26.899999618530273
2015-11-16,27.139999389648438
2015-11-17,27.200000762939453
2015-11-18,27.639999389648438
2015-11-19,27.559999465942383
2015-11-20,27.790000915527344
2015-11-23,27.790000915527344
2015-11-24,28.15999984741211
2015-11-25,28.3700008392334
2015-11-27,28.469999313354492
2015-11-30,28.270000457763672
2015-12-01,28.389999389648438
2015-12-02,28.09000015258789
2015-12-03,27.68000030517578
2015-12-04,27.899999618530273
2015-12-07,27.510000228881836
2015-12-08,27.34000015258789
2015-12-09,27.1200008392334
2015-12-10,27.059999465942383
2015-12-11,26.520000457763672
2015-12-14,26.350000381469727
2015-12-15,26.549999237060547
2015-12-16,27.020000457763672
2015-12-17,26.780000686645508
2015-12-18,26.3700008392334
2015-12-21,26.270000457763672
2015-12-22,26.670000076293945
2015-12-23,27.06999969482422
2015-12-24,27.040000915527344
2015-12-28,26.809999465942383
2015-12-29,27.059999465942383
2015-12-30,26.8799991607666
2015-12-31,26.530000686645508
2016-01-04,26.010000228881836
2016-01-05,26.010000228881836
2016-01-06,25.600000381469727
2016-01-07,25.030000686645508
2016-01-08,24.790000915527344
2016-01-11,24.360000610351562
2016-01-12,24.540000915527344
2016-01-13,24.229999542236328
2016-01-14,24.18000030517578
2016-01-15,23.829999923706055
2016-01-19,23.6299991607666
2016-01-20,23.719999313354492
2016-01-21,23.729999542236328
2016-01-22,24.170000076293945
2016-01-25,23.639999389648438
2016-01-26,24.219999313354492
2016-01-27,23.950000762939453
2016-01-28,24.18000030517578
2016-01-29,25.170000076293945
2016-02-01,25.059999465942383
2016-02-02,24.489999771118164
2016-02-03,24.700000762939453
2016-02-04,24.940000534057617
2016-02-05,24.6200008392334
2016-02-08,24.209999084472656
2016-02-09,24.389999389648438
2016-02-10,24.200000762939453
2016-02-11,24.020000457763672
2016-02-12,24.350000381469727
2016-02-16,24.8799991607666
2016-02-17,25.209999084472656
2016-02-18,25.170000076293945
2016-02-19,25.059999465942383
2016-02-22,25.420000076293945
2016-02-23,25.25
2016-02-24,25.290000915527344
2016-02-25,25.709999084472656
2016-02-26,25.739999771118164
2016-02-29,25.8700008392334
2016-03-01,26.139999389648438
2016-03-02,26.3700008392334
2016-03-03,26.709999084472656
2016-03-04,26.93000030517578
2016-03-07,27.360000610351562
2016-03-08,26.899999618530273
2016-03-09,26.93000030517578
2016-03-10,26.739999771118164
2016-03-11,27.170000076293945
2016-03-14,27.139999389648438
2016-03-15,26.950000762939453
2016-03-16,27.149999618530273
2016-03-17,27.75
2016-03-18,27.920000076293945
2016-03-21,27.739999771118164
2016-03-22,27.709999084472656
2016-03-23,27.219999313354492
2016-03-24,27.280000686645508
2016-03-28,27.510000228881836
2016-03-29,28.170000076293945
2016-03-30,28.170000076293945
2016-03-31,28.239999771118164
2016-04-01,28.260000228881836
2016-04-04,27.84000015258789
2016-04-05,27.579999923706055
2016-04-06,27.68000030517578
2016-04-07,27.229999542236328
2016-04-08,27.299999237060547
2016-04-11,27.440000534057617
2016-04-12,27.729999542236328
2016-04-13,28.280000686645508
2016-04-14,28.31999969482422
2016-04-15,28.549999237060547
2016-04-18,28.6299991607666
2016-04-19,28.75
2016-04-20,28.780000686645508
2016-04-21,28.489999771118164
2016-04-22,28.760000228881836
2016-04-25,28.389999389648438
2016-04-26,28.809999465942383
2016-04-27,28.940000534057617
2016-04-28,28.540000915527344
2016-04-29,28.420000076293945
2016-05-02,28.709999084472656
2016-05-03,28.15999984741211
2016-05-04,28.18000030517578
2016-05-05,27.889999389648438
2016-05-06,27.950000762939453
2016-05-09,27.829999923706055
2016-05-10,28.06999969482422
2016-05-11,27.719999313354492
2016-05-12,27.6200008392334
2016-05-13,27.360000610351562
2016-05-16,27.6299991607666
2016-05-17,27.1299991607666
2016-05-18,27.079999923706055
2016-05-19,27.0
2016-05-20,27.34000015258789
2016-05-23,27.270000457763672
2016-05-24,27.760000228881836
2016-05-25,27.979999542236328
2016-05-26,27.940000534057617
2016-05-27,28.059999465942383
2016-05-31,28.110000610351562
2016-06-01,28.329999923706055
2016-06-02,28.520000457763672
2016-06-03,28.56999969482422
2016-06-06,28.84000015258789
2016-06-07,28.940000534057617
2016-06-08,29.219999313354492
2016-06-09,29.040000915527344
2016-06-10,28.770000457763672
2016-06-13,28.549999237060547
2016-06-14,28.5
2016-06-15,28.5
2016-06-16,28.40999984741211
2016-06-17,28.610000610351562
2016-06-20,28.959999084472656
2016-06-21,28.68000030517578
2016-06-22,28.670000076293945
2016-06-23,29.1299991607666
2016-06-24,28.079999923706055
2016-06-27,27.350000381469727
2016-06-28,27.510000228881836
2016-06-29,28.059999465942383
2016-06-30,28.65999984741211
2016-07-01,28.899999618530273
2016-07-05,28.520000457763672
2016-07-06,28.700000762939453
2016-07-07,28.700000762939453
2016-07-08,29.399999618530273
2016-07-11,29.739999771118164
2016-07-12,30.200000762939453
2016-07-13,30.209999084472656
2016-07-14,30.25
2016-07-15,30.270000457763672
2016-07-18,30.360000610351562
2016-07-19,30.110000610351562
2016-07-20,30.25
2016-07-21,30.190000534057617
2016-07-22,30.399999618530273
2016-07-25,30.260000228881836
2016-07-26,30.420000076293945
2016-07-27,30.450000762939453
2016-07-28,30.219999313354492
2016-07-29,30.270000457763672
2016-08-01,30.139999389648438
2016-08-02,29.8700008392334
2016-08-03,29.829999923706055
2016-08-04,29.90999984741211
2016-08-05,30.440000534057617
2016-08-08,30.360000610351562
2016-08-09,30.290000915527344
2016-08-10,30.15999984741211
2016-08-11,30.329999923706055
2016-08-12,30.219999313354492
2016-08-15,30.479999542236328
2016-08-16,30.309999465942383
2016-08-17,30.270000457763672
2016-08-18,30.549999237060547
2016-08-19,30.6299991607666
2016-08-22,30.600000381469727
2016-08-23,30.950000762939453
2016-08-24,30.709999084472656
2016-08-25,30.860000610351562
2016-08-26,30.739999771118164
2016-08-29,30.860000610351562
2016-08-30,30.770000457763672
2016-08-31,30.770000457763672
2016-09-01,30.690000534057617
2016-09-02,30.989999771118164
2016-09-06,30.950000762939453
2016-09-07,31.170000076293945
2016-09-08,31.110000610351562
2016-09-09,30.209999084472656
2016-09-12,30.399999618530273
2016-09-13,29.93000030517578
2016-09-14,29.90999984741211
2016-09-15,30.209999084472656
2016-09-16,30.139999389648438
2016-09-19,30.3700008392334
2016-09-20,30.139999389648438
2016-09-21,30.540000915527344
2016-09-22,30.93000030517578
2016-09-23,30.84000015258789
2016-09-26,30.5
2016-09-27,30.549999237060547
2016-09-28,30.75
2016-09-29,30.440000534057617
2016-09-30,30.84000015258789
2016-10-03,30.68000030517578
2016-10-04,30.510000228881836
2016-10-05,30.65999984741211
2016-10-06,30.6299991607666
2016-10-07,30.459999084472656
2016-10-10,30.700000762939453
2016-10-11,30.190000534057617
2016-10-12,30.389999389648438
2016-10-13,30.040000915527344
2016-10-14,30.06999969482422
2016-10-17,30.010000228881836
2016-10-18,30.110000610351562
2016-10-19,30.290000915527344
2016-10-20,30.110000610351562
2016-10-21,30.06999969482422
2016-10-24,30.239999771118164
2016-10-25,29.969999313354492
2016-10-26,29.739999771118164
2016-10-27,29.469999313354492
2016-10-28,29.5
2016-10-31,29.739999771118164
2016-11-01,29.209999084472656
2016-11-02,29.1299991607666
2016-11-03,29.149999618530273
2016-11-04,29.149999618530273
2016-11-07,29.75
2016-11-08,29.770000457763672
2016-11-09,30.68000030517578
2016-11-10,31.31999969482422
2016-11-11,32.04999923706055
2016-11-14,32.599998474121094
2016-11-15,32.61000061035156
2016-11-16,32.689998626708984
2016-11-17,32.779998779296875
2016-11-18,32.900001525878906
2016-11-21,33.040000915527344
2016-11-22,33.560001373291016
2016-11-23,33.650001525878906
2016-11-25,33.790000915527344
2016-11-28,33.459999084472656
2016-11-29,33.470001220703125
2016-11-30,33.22999954223633
2016-12-01,33.22999954223633
2016-12-02,33.150001525878906
2016-12-05,33.709999084472656
2016-12-06,33.9900016784668
2016-12-07,34.380001068115234
2016-12-08,34.93000030517578
2016-12-09,34.959999084472656
2016-12-12,34.619998931884766
2016-12-13,34.59000015258789
2016-12-14,34.16999816894531
2016-12-15,34.4900016784668
2016-12-16,34.36000061035156
2016-12-19,34.58000183105469
2016-12-20,34.83000183105469
2016-12-21,34.7599983215332
2016-12-22,34.29999923706055
2016-12-23,34.2400016784668
2016-12-27,34.45000076293945
2016-12-28,34.060001373291016
2016-12-29,34.11000061035156
2016-12-30,33.9900016784668
2017-01-03,34.06999969482422
2017-01-04,34.63999938964844
2017-01-05,34.15999984741211
2017-01-06,33.97999954223633
2017-01-09,33.689998626708984
2017-01-10,34.02000045776367
2017-01-11,34.08000183105469
2017-01-12,33.689998626708984
2017-01-13,33.900001525878906
2017-01-17,33.599998474121094
2017-01-18,33.7599983215332
2017-01-19,33.369998931884766
2017-01-20,33.5099983215332
2017-01-23,33.43000030517578
2017-01-24,33.95000076293945
2017-01-25,34.27000045776367
2017-01-26,34.0099983215332
2017-01-27,33.880001068115234
2017-01-30,33.5
2017-01-31,33.63999938964844
2017-02-01,33.38999938964844
2017-02-02,33.20000076293945
2017-02-03,33.619998931884766
2017-02-06,33.349998474121094
2017-02-07,33.25
2017-02-08,33.13999938964844
2017-02-09,33.560001373291016
2017-02-10,33.86000061035156
2017-02-13,33.75
2017-02-14,33.84000015258789
2017-02-15,33.959999084472656
2017-02-16,33.84000015258789
2017-02-17,33.689998626708984
2017-02-21,34.02000045776367
2017-02-22,34.02000045776367
2017-02-23,33.70000076293945
2017-02-24,33.70000076293945
2017-02-27,33.90999984741211
2017-02-28,33.36000061035156
2017-03-01,33.869998931884766
2017-03-02,33.470001220703125
2017-03-03,33.40999984741211
2017-03-06,33.15999984741211
2017-03-07,32.83000183105469
2017-03-08,32.7599983215332
2017-03-09,32.5
2017-03-10,32.7400016784668
2017-03-13,32.720001220703125
2017-03-14,32.720001220703125
2017-03-15,33.209999084472656
2017-03-16,33.18000030517578
2017-03-17,33.40999984741211
2017-03-20,33.099998474121094
2017-03-21,32.400001525878906
2017-03-22,32.31999969482422
2017-03-23,32.560001373291016
2017-03-24,32.33000183105469
2017-03-27,32.25
2017-03-28,32.5
2017-03-29,32.63999938964844
2017-03-30,32.91999816894531
2017-03-31,33.06999969482422
2017-04-03,32.529998779296875
2017-04-04,32.40999984741211
2017-04-05,32.2599983215332
2017-04-06,32.45000076293945
2017-04-07,32.52000045776367
2017-04-10,32.66999816894531
2017-04-11,32.95000076293945
2017-04-12,32.540000915527344
2017-04-13,32.11000061035156
2017-04-17,32.459999084472656
2017-04-18,32.619998931884766
2017-04-19,32.720001220703125
2017-04-20,33.15999984741211
2017-04-21,33.189998626708984
2017-04-24,33.52000045776367
2017-04-25,33.849998474121094
