,DGRS
2013-07-25,25.030000686645508
2013-07-26,24.950000762939453
2013-07-29,24.8799991607666
2013-07-30,24.950000762939453
2013-07-31,25.360000610351562
2013-08-01,25.889999389648438
2013-08-02,25.75
2013-08-05,25.84000015258789
2013-08-06,25.579999923706055
2013-08-07,25.3700008392334
2013-08-08,25.600000381469727
2013-08-09,25.489999771118164
2013-08-12,25.6200008392334
2013-08-13,25.690000534057617
2013-08-14,25.579999923706055
2013-08-15,25.059999465942383
2013-08-16,25.040000915527344
2013-08-19,24.770000457763672
2013-08-20,25.1299991607666
2013-08-21,24.940000534057617
2013-08-22,25.260000228881836
2013-08-23,25.31999969482422
2013-08-26,25.219999313354492
2013-08-27,24.6299991607666
2013-08-28,24.700000762939453
2013-08-29,24.84000015258789
2013-08-30,24.450000762939453
2013-09-03,24.649999618530273
2013-09-04,24.889999389648438
2013-09-05,25.020000457763672
2013-09-06,24.93000030517578
2013-09-09,25.299999237060547
2013-09-10,25.559999465942383
2013-09-11,25.510000228881836
2013-09-12,25.420000076293945
2013-09-13,25.540000915527344
2013-09-16,25.639999389648438
2013-09-17,25.84000015258789
2013-09-18,26.09000015258789
2013-09-19,25.989999771118164
2013-09-20,25.8799991607666
2013-09-23,25.709999084472656
2013-09-24,25.93000030517578
2013-09-25,25.81999969482422
2013-09-26,26.0
2013-09-27,25.969999313354492
2013-09-30,26.010000228881836
2013-10-01,26.280000686645508
2013-10-02,26.18000030517578
2013-10-03,25.989999771118164
2013-10-04,26.010000228881836
2013-10-07,25.739999771118164
2013-10-08,25.43000030517578
2013-10-09,25.299999237060547
2013-10-10,25.979999542236328
2013-10-11,26.34000015258789
2013-10-14,26.5
2013-10-15,26.399999618530273
2013-10-16,26.75
2013-10-17,26.899999618530273
2013-10-18,27.25
2013-10-21,27.200000762939453
2013-10-22,27.270000457763672
2013-10-23,27.25
2013-10-24,27.329999923706055
2013-10-25,27.329999923706055
2013-10-28,27.40999984741211
2013-10-29,27.329999923706055
2013-10-30,27.059999465942383
2013-10-31,27.06999969482422
2013-11-01,26.959999084472656
2013-11-04,27.219999313354492
2013-11-05,27.260000228881836
2013-11-06,27.020000457763672
2013-11-07,26.610000610351562
2013-11-08,26.989999771118164
2013-11-11,27.100000381469727
2013-11-12,27.059999465942383
2013-11-13,27.350000381469727
2013-11-14,27.290000915527344
2013-11-15,27.440000534057617
2013-11-18,27.31999969482422
2013-11-19,27.3700008392334
2013-11-20,27.260000228881836
2013-11-21,27.6299991607666
2013-11-22,27.799999237060547
2013-11-25,27.700000762939453
2013-11-26,28.059999465942383
2013-11-27,28.0
2013-11-29,28.18000030517578
2013-12-02,27.809999465942383
2013-12-03,27.559999465942383
2013-12-04,27.59000015258789
2013-12-05,27.520000457763672
2013-12-06,27.799999237060547
2013-12-09,27.790000915527344
2013-12-10,27.600000381469727
2013-12-11,27.15999984741211
2013-12-12,27.350000381469727
2013-12-13,27.350000381469727
2013-12-16,27.649999618530273
2013-12-17,27.6200008392334
2013-12-18,28.0
2013-12-19,27.950000762939453
2013-12-20,28.270000457763672
2013-12-23,28.540000915527344
2013-12-24,28.709999084472656
2013-12-26,28.719999313354492
2013-12-27,28.670000076293945
2013-12-30,28.65999984741211
2013-12-31,28.610000610351562
2014-01-02,28.200000762939453
2014-01-03,28.260000228881836
2014-01-06,28.100000381469727
2014-01-07,28.34000015258789
2014-01-08,28.15999984741211
2014-01-09,28.15999984741211
2014-01-10,28.280000686645508
2014-01-13,27.75
2014-01-14,28.200000762939453
2014-01-15,28.360000610351562
2014-01-16,28.360000610351562
2014-01-17,28.18000030517578
2014-01-21,28.270000457763672
2014-01-22,28.350000381469727
2014-01-23,28.190000534057617
2014-01-24,27.489999771118164
2014-01-27,27.469999313354492
2014-01-28,27.34000015258789
2014-01-29,27.020000457763672
2014-01-30,27.389999389648438
2014-01-31,27.15999984741211
2014-02-03,26.270000457763672
2014-02-04,26.309999465942383
2014-02-05,26.190000534057617
2014-02-06,26.40999984741211
2014-02-07,26.59000015258789
2014-02-10,26.540000915527344
2014-02-11,26.84000015258789
2014-02-12,26.899999618530273
2014-02-13,27.100000381469727
2014-02-14,27.360000610351562
2014-02-18,27.520000457763672
2014-02-19,27.350000381469727
2014-02-20,27.5
2014-02-21,27.549999237060547
2014-02-24,27.780000686645508
2014-02-25,27.510000228881836
2014-02-26,27.950000762939453
2014-02-27,27.860000610351562
2014-02-28,27.889999389648438
2014-03-03,27.690000534057617
2014-03-04,28.5
2014-03-05,28.34000015258789
2014-03-06,28.43000030517578
2014-03-07,28.479999542236328
2014-03-10,28.469999313354492
2014-03-11,28.229999542236328
2014-03-12,28.149999618530273
2014-03-13,27.969999313354492
2014-03-14,28.110000610351562
2014-03-17,28.25
2014-03-18,28.56999969482422
2014-03-19,28.329999923706055
2014-03-20,28.440000534057617
2014-03-21,28.540000915527344
2014-03-24,28.299999237060547
2014-03-25,28.350000381469727
2014-03-26,27.959999084472656
2014-03-27,27.8799991607666
2014-03-28,27.899999618530273
2014-03-31,28.43000030517578
2014-04-01,28.739999771118164
2014-04-02,28.860000610351562
2014-04-03,28.780000686645508
2014-04-04,28.299999237060547
2014-04-07,28.079999923706055
2014-04-08,27.969999313354492
2014-04-09,28.18000030517578
2014-04-10,27.719999313354492
2014-04-11,27.399999618530273
2014-04-14,27.459999084472656
2014-04-15,27.670000076293945
2014-04-16,27.8799991607666
2014-04-17,28.110000610351562
2014-04-21,28.09000015258789
2014-04-22,28.350000381469727
2014-04-23,28.219999313354492
2014-04-24,28.149999618530273
2014-04-25,27.75
2014-04-28,27.709999084472656
2014-04-29,27.739999771118164
2014-04-30,27.75
2014-05-01,27.700000762939453
2014-05-02,27.950000762939453
2014-05-05,27.780000686645508
2014-05-06,27.489999771118164
2014-05-07,27.479999542236328
2014-05-08,27.520000457763672
2014-05-09,27.530000686645508
2014-05-12,28.270000457763672
2014-05-13,27.979999542236328
2014-05-14,27.350000381469727
2014-05-15,27.229999542236328
2014-05-16,27.360000610351562
2014-05-19,27.489999771118164
2014-05-20,27.149999618530273
2014-05-21,27.110000610351562
2014-05-22,27.489999771118164
2014-05-23,27.649999618530273
2014-05-27,28.0
2014-05-28,27.889999389648438
2014-05-29,27.899999618530273
2014-05-30,27.84000015258789
2014-06-02,27.65999984741211
2014-06-03,27.639999389648438
2014-06-04,27.649999618530273
2014-06-05,28.25
2014-06-06,28.25
2014-06-09,28.65999984741211
2014-06-10,28.6299991607666
2014-06-11,28.389999389648438
2014-06-12,28.15999984741211
2014-06-13,28.260000228881836
2014-06-16,28.200000762939453
2014-06-17,28.469999313354492
2014-06-18,28.59000015258789
2014-06-19,28.56999969482422
2014-06-20,28.690000534057617
2014-06-23,28.65999984741211
2014-06-24,28.579999923706055
2014-06-25,28.559999465942383
2014-06-26,28.40999984741211
2014-06-27,28.56999969482422
2014-06-30,28.790000915527344
2014-07-01,29.290000915527344
2014-07-02,29.09000015258789
2014-07-03,29.09000015258789
2014-07-07,28.889999389648438
2014-07-08,28.770000457763672
2014-07-09,28.700000762939453
2014-07-10,28.450000762939453
2014-07-11,28.31999969482422
2014-07-14,28.450000762939453
2014-07-15,28.110000610351562
2014-07-16,28.209999084472656
2014-07-17,27.760000228881836
2014-07-18,28.149999618530273
2014-07-21,27.920000076293945
2014-07-22,28.18000030517578
2014-07-23,28.139999389648438
2014-07-24,28.149999618530273
2014-07-25,27.809999465942383
2014-07-28,27.610000610351562
2014-07-29,27.6200008392334
2014-07-30,27.649999618530273
2014-07-31,27.139999389648438
2014-08-01,27.010000228881836
2014-08-04,27.200000762939453
2014-08-05,27.209999084472656
2014-08-06,27.3799991607666
2014-08-07,27.34000015258789
2014-08-08,27.6200008392334
2014-08-11,27.860000610351562
2014-08-12,27.670000076293945
2014-08-13,27.889999389648438
2014-08-14,27.940000534057617
2014-08-15,27.649999618530273
2014-08-18,28.280000686645508
2014-08-19,28.43000030517578
2014-08-20,28.139999389648438
2014-08-21,28.139999389648438
2014-08-22,28.299999237060547
2014-08-25,28.280000686645508
2014-08-26,28.469999313354492
2014-08-27,28.360000610351562
2014-08-28,28.239999771118164
2014-08-29,28.280000686645508
2014-09-02,28.3799991607666
2014-09-03,28.360000610351562
2014-09-04,28.5
2014-09-05,28.40999984741211
2014-09-08,28.280000686645508
2014-09-09,28.010000228881836
2014-09-10,28.219999313354492
2014-09-11,28.309999465942383
2014-09-12,27.979999542236328
2014-09-15,27.940000534057617
2014-09-16,28.030000686645508
2014-09-17,28.079999923706055
2014-09-18,28.15999984741211
2014-09-19,27.889999389648438
2014-09-22,27.510000228881836
2014-09-23,27.139999389648438
2014-09-24,27.309999465942383
2014-09-25,27.030000686645508
2014-09-26,27.209999084472656
2014-09-29,27.1299991607666
2014-09-30,27.020000457763672
2014-10-01,26.479999542236328
2014-10-02,26.770000457763672
2014-10-03,26.8700008392334
2014-10-06,26.8700008392334
2014-10-07,26.440000534057617
2014-10-08,26.25
2014-10-09,26.31999969482422
2014-10-10,26.010000228881836
2014-10-13,26.0
2014-10-14,26.299999237060547
2014-10-15,26.68000030517578
2014-10-16,26.81999969482422
2014-10-17,26.770000457763672
2014-10-20,26.950000762939453
2014-10-21,27.3799991607666
2014-10-22,27.18000030517578
2014-10-23,27.489999771118164
2014-10-24,27.540000915527344
2014-10-27,27.399999618530273
2014-10-28,28.09000015258789
2014-10-29,28.079999923706055
2014-10-30,28.420000076293945
2014-10-31,28.780000686645508
2014-11-03,28.780000686645508
2014-11-04,28.760000228881836
2014-11-05,28.809999465942383
2014-11-06,28.850000381469727
2014-11-07,28.920000076293945
2014-11-10,28.920000076293945
2014-11-11,29.020000457763672
2014-11-12,29.170000076293945
2014-11-13,28.959999084472656
2014-11-14,28.950000762939453
2014-11-17,28.690000534057617
2014-11-18,28.8799991607666
2014-11-19,28.489999771118164
2014-11-20,28.559999465942383
2014-11-21,28.729999542236328
2014-11-24,28.790000915527344
2014-11-25,28.8799991607666
2014-11-26,28.889999389648438
2014-11-28,28.799999237060547
2014-12-01,28.389999389648438
2014-12-02,28.5
2014-12-03,28.8700008392334
2014-12-04,28.739999771118164
2014-12-05,28.829999923706055
2014-12-08,28.440000534057617
2014-12-09,28.920000076293945
2014-12-10,28.469999313354492
2014-12-11,28.530000686645508
2014-12-12,28.040000915527344
2014-12-15,27.850000381469727
2014-12-16,27.850000381469727
2014-12-17,27.850000381469727
2014-12-18,28.719999313354492
2014-12-19,28.860000610351562
2014-12-22,28.950000762939453
2014-12-23,29.280000686645508
2014-12-24,29.270000457763672
2014-12-26,29.43000030517578
2014-12-29,29.6299991607666
2014-12-30,29.489999771118164
2014-12-31,29.260000228881836
2015-01-02,29.0
2015-01-05,28.440000534057617
2015-01-06,28.0
2015-01-07,28.15999984741211
2015-01-08,28.6200008392334
2015-01-09,28.389999389648438
2015-01-12,28.219999313354492
2015-01-13,28.149999618530273
2015-01-14,28.190000534057617
2015-01-15,27.920000076293945
2015-01-16,27.989999771118164
2015-01-20,28.100000381469727
2015-01-21,28.040000915527344
2015-01-22,28.760000228881836
2015-01-23,28.6299991607666
2015-01-26,28.729999542236328
2015-01-27,28.75
2015-01-28,28.219999313354492
2015-01-29,28.59000015258789
2015-01-30,28.020000457763672
2015-02-02,27.940000534057617
2015-02-03,28.850000381469727
2015-02-04,28.700000762939453
2015-02-05,29.020000457763672
2015-02-06,29.190000534057617
2015-02-09,28.969999313354492
2015-02-10,28.8700008392334
2015-02-11,29.100000381469727
2015-02-12,29.329999923706055
2015-02-13,29.59000015258789
2015-02-17,29.479999542236328
2015-02-18,29.540000915527344
2015-02-19,29.649999618530273
2015-02-20,29.690000534057617
2015-02-23,29.469999313354492
2015-02-24,29.600000381469727
2015-02-25,29.56999969482422
2015-02-26,29.729999542236328
2015-02-27,29.65999984741211
2015-03-02,29.65999984741211
2015-03-03,29.600000381469727
2015-03-04,29.399999618530273
2015-03-05,29.360000610351562
2015-03-06,29.040000915527344
2015-03-09,29.219999313354492
2015-03-10,28.770000457763672
2015-03-11,28.809999465942383
2015-03-12,29.31999969482422
2015-03-13,29.110000610351562
2015-03-16,29.40999984741211
2015-03-17,29.530000686645508
2015-03-18,29.829999923706055
2015-03-19,29.809999465942383
2015-03-20,30.15999984741211
2015-03-23,30.229999542236328
2015-03-24,30.219999313354492
2015-03-25,29.920000076293945
2015-03-26,29.709999084472656
2015-03-27,29.719999313354492
2015-03-30,30.260000228881836
2015-03-31,30.1200008392334
2015-04-01,30.06999969482422
2015-04-02,30.170000076293945
2015-04-06,30.329999923706055
2015-04-07,30.209999084472656
2015-04-08,30.200000762939453
2015-04-09,30.1200008392334
2015-04-10,30.190000534057617
2015-04-13,30.149999618530273
2015-04-14,29.940000534057617
2015-04-15,30.389999389648438
2015-04-16,30.290000915527344
2015-04-17,29.739999771118164
2015-04-20,30.049999237060547
2015-04-21,29.950000762939453
2015-04-22,30.059999465942383
2015-04-23,30.190000534057617
2015-04-24,30.1299991607666
2015-04-27,29.920000076293945
2015-04-28,29.809999465942383
2015-04-29,29.8700008392334
2015-04-30,29.360000610351562
2015-05-01,29.56999969482422
2015-05-04,29.56999969482422
2015-05-05,29.1200008392334
2015-05-06,29.25
2015-05-07,29.229999542236328
2015-05-08,29.5
2015-05-11,29.510000228881836
2015-05-12,29.350000381469727
2015-05-13,29.440000534057617
2015-05-14,29.65999984741211
2015-05-15,29.610000610351562
2015-05-18,29.799999237060547
2015-05-19,29.739999771118164
2015-05-20,29.84000015258789
2015-05-21,29.8799991607666
2015-05-22,29.729999542236328
2015-05-26,29.290000915527344
2015-05-27,29.59000015258789
2015-05-28,29.579999923706055
2015-05-29,29.34000015258789
2015-06-01,29.270000457763672
2015-06-02,29.5
2015-06-03,29.75
2015-06-04,29.59000015258789
2015-06-05,29.6299991607666
2015-06-08,29.559999465942383
2015-06-09,29.559999465942383
2015-06-10,29.93000030517578
2015-06-11,29.989999771118164
2015-06-12,29.920000076293945
2015-06-15,29.719999313354492
2015-06-16,29.950000762939453
2015-06-17,29.90999984741211
2015-06-18,30.170000076293945
2015-06-19,30.270000457763672
2015-06-22,30.170000076293945
2015-06-23,30.329999923706055
2015-06-24,30.18000030517578
2015-06-25,30.06999969482422
2015-06-26,30.1299991607666
2015-06-29,29.479999542236328
2015-06-30,29.469999313354492
2015-07-01,29.540000915527344
2015-07-02,29.399999618530273
2015-07-06,29.239999771118164
2015-07-07,29.100000381469727
2015-07-08,28.899999618530273
2015-07-09,28.90999984741211
2015-07-10,29.229999542236328
2015-07-13,29.56999969482422
2015-07-14,29.690000534057617
2015-07-15,29.3700008392334
2015-07-16,29.610000610351562
2015-07-17,29.360000610351562
2015-07-20,29.229999542236328
2015-07-21,29.020000457763672
2015-07-22,29.010000228881836
2015-07-23,28.700000762939453
2015-07-24,28.200000762939453
2015-07-27,28.0
2015-07-28,28.280000686645508
2015-07-29,28.479999542236328
2015-07-30,28.540000915527344
2015-07-31,28.510000228881836
2015-08-03,28.260000228881836
2015-08-04,28.260000228881836
2015-08-05,28.43000030517578
2015-08-06,28.350000381469727
2015-08-07,28.229999542236328
2015-08-10,28.65999984741211
2015-08-11,28.540000915527344
2015-08-12,28.450000762939453
2015-08-13,28.260000228881836
2015-08-14,28.389999389648438
2015-08-17,28.68000030517578
2015-08-18,28.549999237060547
2015-08-19,28.260000228881836
2015-08-20,27.709999084472656
2015-08-21,27.170000076293945
2015-08-24,26.440000534057617
2015-08-25,25.920000076293945
2015-08-26,26.520000457763672
2015-08-27,26.790000915527344
2015-08-28,27.239999771118164
2015-08-31,27.280000686645508
2015-09-01,26.6299991607666
2015-09-02,26.719999313354492
2015-09-03,26.940000534057617
2015-09-04,26.81999969482422
2015-09-08,27.25
2015-09-09,27.1299991607666
2015-09-10,26.8700008392334
2015-09-11,26.989999771118164
2015-09-14,26.850000381469727
2015-09-15,27.139999389648438
2015-09-16,27.40999984741211
2015-09-17,27.40999984741211
2015-09-18,26.8799991607666
2015-09-21,26.90999984741211
2015-09-22,26.579999923706055
2015-09-23,26.59000015258789
2015-09-24,26.56999969482422
2015-09-25,26.459999084472656
2015-09-28,25.850000381469727
2015-09-29,25.690000534057617
2015-09-30,25.979999542236328
2015-10-01,25.959999084472656
2015-10-02,26.280000686645508
2015-10-05,27.06999969482422
2015-10-06,27.049999237060547
2015-10-07,27.25
2015-10-08,27.299999237060547
2015-10-09,27.739999771118164
2015-10-12,27.719999313354492
2015-10-13,27.489999771118164
2015-10-14,27.260000228881836
2015-10-15,27.469999313354492
2015-10-16,27.579999923706055
2015-10-19,27.469999313354492
2015-10-20,27.690000534057617
2015-10-21,27.299999237060547
2015-10-22,27.65999984741211
