,EVBG
2016-09-16,15.25
2016-09-19,16.5
2016-09-20,17.010000228881836
2016-09-21,17.549999237060547
2016-09-22,16.860000610351562
2016-09-23,15.0600004196167
2016-09-26,16.239999771118164
2016-09-27,17.020000457763672
2016-09-28,16.5
2016-09-29,16.31999969482422
2016-09-30,16.860000610351562
2016-10-03,16.739999771118164
2016-10-04,17.010000228881836
2016-10-05,15.720000267028809
2016-10-06,16.219999313354492
2016-10-07,16.1299991607666
2016-10-10,15.760000228881836
2016-10-11,15.680000305175781
2016-10-12,15.140000343322754
2016-10-13,15.199999809265137
2016-10-14,15.569999694824219
2016-10-17,14.970000267028809
2016-10-18,14.779999732971191
2016-10-19,14.4399995803833
2016-10-20,14.829999923706055
2016-10-21,15.140000343322754
2016-10-24,15.449999809265137
2016-10-25,15.5600004196167
2016-10-26,15.59000015258789
2016-10-27,15.180000305175781
2016-10-28,14.550000190734863
2016-10-31,14.720000267028809
2016-11-01,14.5600004196167
2016-11-02,14.420000076293945
2016-11-03,14.010000228881836
2016-11-04,13.880000114440918
2016-11-07,14.539999961853027
2016-11-08,14.430000305175781
2016-11-09,14.890000343322754
2016-11-10,15.25
2016-11-11,15.229999542236328
2016-11-14,15.220000267028809
2016-11-15,15.380000114440918
2016-11-16,15.390000343322754
2016-11-17,16.1200008392334
2016-11-18,16.75
2016-11-21,16.770000457763672
2016-11-22,16.8700008392334
2016-11-23,16.56999969482422
2016-11-25,16.579999923706055
2016-11-28,16.989999771118164
2016-11-29,16.149999618530273
2016-11-30,15.90999984741211
2016-12-01,15.529999732971191
2016-12-02,15.260000228881836
2016-12-05,15.930000305175781
2016-12-06,16.200000762939453
2016-12-07,16.530000686645508
2016-12-08,17.0
2016-12-09,16.940000534057617
2016-12-12,17.420000076293945
2016-12-13,17.969999313354492
2016-12-14,17.920000076293945
2016-12-15,19.059999465942383
2016-12-16,19.579999923706055
2016-12-19,20.25
2016-12-20,19.829999923706055
2016-12-21,19.6299991607666
2016-12-22,19.260000228881836
2016-12-23,19.43000030517578
2016-12-27,18.829999923706055
2016-12-28,18.059999465942383
2016-12-29,18.239999771118164
2016-12-30,18.450000762939453
2017-01-03,18.049999237060547
2017-01-04,19.030000686645508
2017-01-05,19.329999923706055
2017-01-06,19.309999465942383
2017-01-09,18.649999618530273
2017-01-10,18.639999389648438
2017-01-11,19.110000610351562
2017-01-12,18.549999237060547
2017-01-13,19.020000457763672
2017-01-17,18.709999084472656
2017-01-18,18.729999542236328
2017-01-19,18.719999313354492
2017-01-20,18.579999923706055
2017-01-23,18.309999465942383
2017-01-24,18.969999313354492
2017-01-25,19.5
2017-01-26,19.459999084472656
2017-01-27,19.25
2017-01-30,18.770000457763672
2017-01-31,18.469999313354492
2017-02-01,18.540000915527344
2017-02-02,18.719999313354492
2017-02-03,18.969999313354492
2017-02-06,18.559999465942383
2017-02-07,18.520000457763672
2017-02-08,18.260000228881836
2017-02-09,18.440000534057617
2017-02-10,18.899999618530273
2017-02-13,19.5
2017-02-14,19.299999237060547
2017-02-15,19.600000381469727
2017-02-16,19.18000030517578
2017-02-17,18.950000762939453
2017-02-21,18.780000686645508
2017-02-22,18.8799991607666
2017-02-23,19.010000228881836
2017-02-24,19.149999618530273
2017-02-27,19.389999389648438
2017-02-28,19.040000915527344
2017-03-01,18.6200008392334
2017-03-02,18.780000686645508
2017-03-03,18.450000762939453
2017-03-06,18.040000915527344
2017-03-07,17.969999313354492
2017-03-08,17.049999237060547
2017-03-09,17.1200008392334
2017-03-10,17.549999237060547
2017-03-13,17.93000030517578
2017-03-14,17.459999084472656
2017-03-15,17.950000762939453
2017-03-16,18.959999084472656
2017-03-17,19.719999313354492
2017-03-20,20.479999542236328
2017-03-21,19.479999542236328
2017-03-22,19.329999923706055
2017-03-23,19.399999618530273
2017-03-24,20.049999237060547
2017-03-27,20.0
2017-03-28,20.329999923706055
2017-03-29,20.639999389648438
2017-03-30,20.1200008392334
2017-03-31,20.530000686645508
2017-04-03,19.469999313354492
2017-04-04,20.139999389648438
2017-04-05,20.350000381469727
2017-04-06,20.8700008392334
2017-04-07,20.3799991607666
2017-04-10,20.350000381469727
2017-04-11,20.549999237060547
2017-04-12,20.75
2017-04-13,20.739999771118164
2017-04-17,21.329999923706055
2017-04-18,22.190000534057617
2017-04-19,22.809999465942383
2017-04-20,22.809999465942383
2017-04-21,22.670000076293945
2017-04-24,22.84000015258789
2017-04-25,23.239999771118164
2017-04-26,23.270000457763672
2017-04-27,23.40999984741211
2017-04-28,23.209999084472656
2017-05-01,23.549999237060547
2017-05-02,23.06999969482422
2017-05-03,22.950000762939453
2017-05-04,22.639999389648438
2017-05-05,22.690000534057617
2017-05-08,22.969999313354492
2017-05-09,24.760000228881836
2017-05-10,24.829999923706055
2017-05-11,24.579999923706055
2017-05-12,24.549999237060547
2017-05-15,25.3799991607666
2017-05-16,24.8700008392334
2017-05-17,24.260000228881836
2017-05-18,24.649999618530273
2017-05-19,25.010000228881836
2017-05-22,25.1299991607666
2017-05-23,25.030000686645508
2017-05-24,25.3700008392334
2017-05-25,25.639999389648438
2017-05-26,26.469999313354492
2017-05-30,26.15999984741211
2017-05-31,25.860000610351562
2017-06-01,26.209999084472656
2017-06-02,26.25
2017-06-05,26.31999969482422
2017-06-06,25.90999984741211
2017-06-07,25.75
2017-06-08,25.549999237060547
2017-06-09,24.149999618530273
2017-06-12,23.729999542236328
2017-06-13,23.920000076293945
2017-06-14,24.229999542236328
2017-06-15,23.670000076293945
2017-06-16,24.209999084472656
2017-06-19,25.1200008392334
2017-06-20,24.81999969482422
2017-06-21,24.770000457763672
2017-06-22,24.56999969482422
2017-06-23,24.959999084472656
2017-06-26,24.65999984741211
2017-06-27,25.1299991607666
2017-06-28,26.3700008392334
2017-06-29,25.020000457763672
2017-06-30,24.360000610351562
2017-07-03,23.56999969482422
2017-07-05,23.3799991607666
2017-07-06,22.969999313354492
2017-07-07,23.43000030517578
2017-07-10,23.299999237060547
2017-07-11,23.420000076293945
2017-07-12,23.719999313354492
2017-07-13,23.18000030517578
2017-07-14,22.739999771118164
2017-07-17,22.899999618530273
2017-07-18,22.950000762939453
2017-07-19,23.440000534057617
2017-07-20,23.110000610351562
2017-07-21,23.200000762939453
2017-07-24,23.3700008392334
2017-07-25,23.65999984741211
2017-07-26,23.649999618530273
2017-07-27,23.479999542236328
2017-07-28,23.479999542236328
2017-07-31,23.649999618530273
2017-08-01,23.600000381469727
2017-08-02,22.940000534057617
2017-08-03,23.40999984741211
2017-08-04,21.899999618530273
2017-08-07,22.170000076293945
2017-08-08,22.309999465942383
2017-08-09,22.459999084472656
2017-08-10,21.729999542236328
2017-08-11,22.71500015258789
2017-08-14,22.8700008392334
2017-08-15,22.940000534057617
2017-08-16,22.75
2017-08-17,22.56999969482422
2017-08-18,22.899999618530273
2017-08-21,22.84000015258789
2017-08-22,23.110000610351562
2017-08-23,22.489999771118164
2017-08-24,22.6299991607666
2017-08-25,22.549999237060547
2017-08-28,22.540000915527344
2017-08-29,22.549999237060547
2017-08-30,23.34000015258789
2017-08-31,23.170000076293945
2017-09-01,23.1200008392334
2017-09-05,22.860000610351562
2017-09-06,22.15999984741211
2017-09-07,22.34000015258789
2017-09-08,22.260000228881836
2017-09-11,23.360000610351562
2017-09-12,23.399999618530273
2017-09-13,23.530000686645508
2017-09-14,23.3799991607666
2017-09-15,23.5
2017-09-18,25.25
2017-09-19,24.81999969482422
2017-09-20,25.25
2017-09-21,25.09000015258789
2017-09-22,25.350000381469727
2017-09-25,24.90999984741211
2017-09-26,25.25
2017-09-27,26.270000457763672
2017-09-28,26.229999542236328
2017-09-29,26.420000076293945
2017-10-02,27.299999237060547
2017-10-03,26.739999771118164
2017-10-04,27.0
2017-10-05,26.649999618530273
2017-10-06,27.049999237060547
2017-10-09,27.06999969482422
2017-10-10,26.950000762939453
2017-10-11,26.809999465942383
2017-10-12,26.8700008392334
2017-10-13,26.8799991607666
2017-10-16,26.780000686645508
2017-10-17,26.770000457763672
2017-10-18,26.84000015258789
2017-10-19,26.65999984741211
2017-10-20,26.760000228881836
2017-10-23,26.780000686645508
2017-10-24,26.510000228881836
2017-10-25,26.309999465942383
2017-10-26,26.309999465942383
2017-10-27,26.670000076293945
2017-10-30,26.6299991607666
2017-10-31,26.639999389648438
2017-11-01,26.799999237060547
2017-11-02,26.920000076293945
2017-11-03,27.229999542236328
2017-11-06,26.3799991607666
2017-11-07,27.530000686645508
2017-11-08,27.780000686645508
2017-11-09,27.40999984741211
2017-11-10,28.040000915527344
2017-11-13,28.68000030517578
2017-11-14,29.579999923706055
2017-11-15,26.969999313354492
2017-11-16,26.5
2017-11-17,26.06999969482422
2017-11-20,26.649999618530273
2017-11-21,27.110000610351562
2017-11-22,27.889999389648438
2017-11-24,27.899999618530273
2017-11-27,27.729999542236328
2017-11-28,27.610000610351562
2017-11-29,27.1200008392334
2017-11-30,26.5
2017-12-01,26.270000457763672
2017-12-04,24.739999771118164
2017-12-05,24.450000762939453
2017-12-06,24.690000534057617
2017-12-07,26.700000762939453
2017-12-08,27.149999618530273
2017-12-11,26.93000030517578
2017-12-12,26.790000915527344
2017-12-13,26.65999984741211
2017-12-14,26.8799991607666
2017-12-15,28.700000762939453
2017-12-18,28.850000381469727
2017-12-19,29.030000686645508
2017-12-20,29.020000457763672
2017-12-21,29.030000686645508
2017-12-22,29.229999542236328
2017-12-26,29.299999237060547
2017-12-27,29.459999084472656
2017-12-28,29.59000015258789
2017-12-29,29.719999313354492
2018-01-02,29.600000381469727
2018-01-03,29.469999313354492
2018-01-04,29.770000457763672
2018-01-05,30.079999923706055
2018-01-08,29.829999923706055
2018-01-09,30.690000534057617
2018-01-10,30.889999389648438
2018-01-11,31.760000228881836
2018-01-12,32.2400016784668
2018-01-16,31.469999313354492
2018-01-17,31.6299991607666
2018-01-18,32.72999954223633
2018-01-19,32.7599983215332
2018-01-22,32.95000076293945
2018-01-23,33.25
2018-01-24,33.06999969482422
2018-01-25,32.95000076293945
2018-01-26,33.5099983215332
2018-01-29,32.869998931884766
2018-01-30,32.7599983215332
2018-01-31,32.279998779296875
2018-02-01,32.2400016784668
2018-02-02,32.29999923706055
2018-02-05,31.399999618530273
2018-02-06,31.5
2018-02-07,31.639999389648438
2018-02-08,30.110000610351562
2018-02-09,30.829999923706055
2018-02-12,31.079999923706055
2018-02-13,31.479999542236328
2018-02-14,32.18000030517578
2018-02-15,33.060001373291016
2018-02-16,33.529998779296875
2018-02-20,33.58000183105469
2018-02-21,33.16999816894531
2018-02-22,32.0099983215332
2018-02-23,31.799999237060547
2018-02-26,32.47999954223633
2018-02-27,32.33000183105469
2018-02-28,31.90999984741211
2018-03-01,32.310001373291016
2018-03-02,33.650001525878906
2018-03-05,33.31999969482422
2018-03-06,35.18000030517578
2018-03-07,36.09000015258789
2018-03-08,36.90999984741211
2018-03-09,38.5099983215332
2018-03-12,37.25
2018-03-13,36.54999923706055
2018-03-14,37.2400016784668
2018-03-15,37.130001068115234
2018-03-16,36.88999938964844
2018-03-19,36.34000015258789
2018-03-20,37.75
2018-03-21,38.40999984741211
2018-03-22,37.900001525878906
2018-03-23,37.630001068115234
2018-03-26,38.5
2018-03-27,36.79999923706055
2018-03-28,35.2400016784668
2018-03-29,36.599998474121094
2018-04-02,35.02000045776367
2018-04-03,35.34000015258789
2018-04-04,35.7400016784668
2018-04-05,35.83000183105469
2018-04-06,35.52000045776367
2018-04-09,35.4900016784668
2018-04-10,36.86000061035156
2018-04-11,37.09000015258789
2018-04-12,37.68000030517578
2018-04-13,37.400001525878906
2018-04-16,37.47999954223633
2018-04-17,38.2599983215332
2018-04-18,38.400001525878906
2018-04-19,38.29999923706055
2018-04-20,37.31999969482422
2018-04-23,37.41999816894531
2018-04-24,38.0099983215332
2018-04-25,37.54999923706055
2018-04-26,37.52000045776367
2018-04-27,37.0
2018-04-30,37.349998474121094
2018-05-01,37.790000915527344
2018-05-02,37.79999923706055
2018-05-03,38.22999954223633
2018-05-04,40.08000183105469
2018-05-07,39.650001525878906
2018-05-08,41.29999923706055
2018-05-09,42.40999984741211
2018-05-10,42.72999954223633
2018-05-11,43.56999969482422
2018-05-14,41.900001525878906
2018-05-15,42.290000915527344
2018-05-16,43.29999923706055
2018-05-17,43.86000061035156
2018-05-18,44.720001220703125
2018-05-21,44.380001068115234
2018-05-22,42.93000030517578
2018-05-23,44.040000915527344
2018-05-24,44.060001373291016
2018-05-25,43.790000915527344
2018-05-29,45.220001220703125
2018-05-30,46.0
2018-05-31,46.06999969482422
2018-06-01,46.61000061035156
2018-06-04,46.59000015258789
2018-06-05,46.70000076293945
2018-06-06,46.88999938964844
2018-06-07,47.0099983215332
2018-06-08,47.439998626708984
2018-06-11,48.209999084472656
2018-06-12,50.189998626708984
2018-06-13,51.599998474121094
2018-06-14,52.31999969482422
2018-06-15,51.9900016784668
2018-06-18,51.400001525878906
2018-06-19,50.13999938964844
2018-06-20,49.95000076293945
2018-06-21,48.59000015258789
2018-06-22,47.349998474121094
2018-06-25,45.16999816894531
2018-06-26,44.58000183105469
2018-06-27,44.13999938964844
2018-06-28,46.560001373291016
2018-06-29,47.41999816894531
2018-07-02,47.09000015258789
2018-07-03,47.22999954223633
2018-07-05,48.09000015258789
2018-07-06,49.41999816894531
2018-07-09,48.900001525878906
2018-07-10,47.83000183105469
2018-07-11,48.279998779296875
2018-07-12,49.369998931884766
2018-07-13,50.22999954223633
2018-07-16,49.7599983215332
2018-07-17,49.779998779296875
2018-07-18,49.68000030517578
2018-07-19,50.15999984741211
2018-07-20,49.650001525878906
2018-07-23,51.20000076293945
2018-07-24,49.63999938964844
2018-07-25,50.959999084472656
2018-07-26,50.720001220703125
2018-07-27,48.130001068115234
2018-07-30,45.439998626708984
2018-07-31,44.97999954223633
2018-08-01,46.939998626708984
2018-08-02,48.220001220703125
2018-08-03,47.43000030517578
2018-08-06,47.47999954223633
2018-08-07,49.5099983215332
2018-08-08,49.0
2018-08-09,50.349998474121094
2018-08-10,51.54999923706055
2018-08-13,51.709999084472656
2018-08-14,54.5
2018-08-15,54.25
2018-08-16,55.040000915527344
2018-08-17,54.86000061035156
2018-08-20,55.41999816894531
2018-08-21,57.25
2018-08-22,58.75
2018-08-23,60.04999923706055
2018-08-24,60.08000183105469
2018-08-27,58.220001220703125
2018-08-28,58.0
2018-08-29,58.2599983215332
2018-08-30,59.560001373291016
2018-08-31,60.209999084472656
2018-09-04,61.5099983215332
2018-09-05,59.970001220703125
2018-09-06,60.150001525878906
2018-09-07,59.63999938964844
2018-09-10,59.79999923706055
2018-09-11,61.7400016784668
2018-09-12,61.220001220703125
2018-09-13,61.16999816894531
2018-09-14,62.2599983215332
2018-09-17,59.040000915527344
2018-09-18,59.529998779296875
2018-09-19,57.5099983215332
2018-09-20,57.880001068115234
2018-09-21,56.029998779296875
2018-09-24,56.93000030517578
2018-09-25,58.689998626708984
2018-09-26,57.130001068115234
2018-09-27,57.18000030517578
2018-09-28,57.63999938964844
2018-10-01,56.68000030517578
2018-10-02,55.11000061035156
2018-10-03,56.540000915527344
2018-10-04,54.959999084472656
2018-10-05,56.0
2018-10-08,53.11000061035156
2018-10-09,52.7599983215332
2018-10-10,47.5
2018-10-11,46.209999084472656
2018-10-12,49.119998931884766
2018-10-15,48.290000915527344
2018-10-16,51.9900016784668
2018-10-17,52.65999984741211
2018-10-18,51.25
2018-10-19,48.7400016784668
2018-10-22,51.45000076293945
2018-10-23,51.40999984741211
2018-10-24,48.959999084472656
2018-10-25,51.0099983215332
2018-10-26,50.529998779296875
2018-10-29,48.86000061035156
2018-10-30,49.709999084472656
2018-10-31,50.83000183105469
2018-11-01,52.45000076293945
2018-11-02,51.84000015258789
2018-11-05,51.209999084472656
2018-11-06,51.95000076293945
2018-11-07,56.9900016784668
2018-11-08,58.81999969482422
2018-11-09,56.459999084472656
2018-11-12,51.630001068115234
2018-11-13,48.869998931884766
2018-11-14,47.540000915527344
2018-11-15,51.220001220703125
2018-11-16,52.81999969482422
2018-11-19,46.18000030517578
2018-11-20,43.560001373291016
2018-11-21,45.56999969482422
2018-11-23,47.02000045776367
2018-11-26,49.9900016784668
2018-11-27,48.970001220703125
2018-11-28,51.43000030517578
2018-11-29,53.380001068115234
2018-11-30,54.77000045776367
2018-12-03,56.11000061035156
2018-12-04,52.619998931884766
2018-12-06,53.36000061035156
2018-12-07,51.66999816894531
2018-12-10,53.43000030517578
2018-12-11,53.59000015258789
2018-12-12,55.11000061035156
2018-12-13,55.380001068115234
2018-12-14,53.54999923706055
2018-12-17,50.5099983215332
2018-12-18,53.939998626708984
2018-12-19,56.099998474121094
2018-12-20,53.119998931884766
2018-12-21,49.29999923706055
2018-12-24,47.540000915527344
2018-12-26,53.20000076293945
2018-12-27,54.099998474121094
2018-12-28,54.709999084472656
2018-12-31,56.7599983215332
2019-01-02,54.83000183105469
2019-01-03,52.91999816894531
2019-01-04,55.0
2019-01-07,56.61000061035156
2019-01-08,57.849998474121094
2019-01-09,56.88999938964844
2019-01-10,56.9900016784668
2019-01-11,56.97999954223633
2019-01-14,55.22999954223633
2019-01-15,56.369998931884766
2019-01-16,54.25
2019-01-17,54.97999954223633
2019-01-18,57.15999984741211
2019-01-22,56.459999084472656
2019-01-23,57.06999969482422
2019-01-24,57.75
2019-01-25,61.130001068115234
2019-01-28,59.779998779296875
2019-01-29,59.18000030517578
2019-01-30,60.720001220703125
2019-01-31,61.86000061035156
2019-02-01,62.41999816894531
2019-02-04,63.880001068115234
2019-02-05,62.97999954223633
2019-02-06,62.150001525878906
2019-02-07,62.02000045776367
2019-02-08,63.779998779296875
2019-02-11,63.849998474121094
2019-02-12,64.91999816894531
2019-02-13,64.97000122070312
2019-02-14,64.86000061035156
2019-02-15,65.05999755859375
2019-02-19,64.26000213623047
2019-02-20,67.94999694824219
2019-02-21,69.45999908447266
2019-02-22,70.0
2019-02-25,70.27999877929688
2019-02-26,69.30000305175781
2019-02-27,69.94000244140625
2019-02-28,70.70999908447266
2019-03-01,71.91000366210938
2019-03-04,68.76000213623047
2019-03-05,70.08999633789062
2019-03-06,69.08999633789062
2019-03-07,70.25
2019-03-08,70.30999755859375
2019-03-11,73.58999633789062
2019-03-12,73.38999938964844
2019-03-13,73.2300033569336
2019-03-14,74.37000274658203
2019-03-15,73.97000122070312
2019-03-18,74.55999755859375
2019-03-19,75.19999694824219
2019-03-20,74.12999725341797
2019-03-21,76.02999877929688
2019-03-22,73.3499984741211
2019-03-25,73.0999984741211
2019-03-26,73.87000274658203
2019-03-27,73.04000091552734
2019-03-28,73.43000030517578
2019-03-29,75.01000213623047
2019-04-01,75.87999725341797
2019-04-02,75.13999938964844
2019-04-03,75.9800033569336
2019-04-04,72.6500015258789
2019-04-05,72.75
2019-04-08,72.37000274658203
2019-04-09,71.76000213623047
2019-04-10,72.06999969482422
2019-04-11,73.29000091552734
2019-04-12,73.12000274658203
2019-04-15,72.25
2019-04-16,70.52999877929688
2019-04-17,68.81999969482422
2019-04-18,67.37999725341797
2019-04-22,68.36000061035156
2019-04-23,69.93000030517578
2019-04-24,71.12000274658203
2019-04-25,71.48999786376953
2019-04-26,72.83000183105469
2019-04-29,73.44999694824219
2019-04-30,73.88999938964844
2019-05-01,72.91000366210938
2019-05-02,72.9000015258789
2019-05-03,74.16999816894531
2019-05-06,74.01000213623047
2019-05-07,78.38999938964844
2019-05-08,76.72000122070312
2019-05-09,77.43000030517578
2019-05-10,79.77999877929688
2019-05-13,77.45999908447266
2019-05-14,79.83000183105469
2019-05-15,81.73999786376953
2019-05-16,83.7699966430664
2019-05-17,83.05999755859375
2019-05-20,79.61000061035156
2019-05-21,81.44999694824219
2019-05-22,82.55000305175781
2019-05-23,80.0
2019-05-24,79.98999786376953
2019-05-28,82.26000213623047
2019-05-29,80.2699966430664
2019-05-30,80.41999816894531
2019-05-31,78.63999938964844
2019-06-03,74.5999984741211
2019-06-04,76.77999877929688
2019-06-05,80.41000366210938
2019-06-06,83.37999725341797
2019-06-07,84.75
2019-06-10,84.3499984741211
2019-06-11,83.33000183105469
2019-06-12,84.05999755859375
2019-06-13,85.3499984741211
2019-06-14,86.08000183105469
2019-06-17,89.4800033569336
2019-06-18,88.55999755859375
2019-06-19,91.31999969482422
2019-06-20,97.0199966430664
2019-06-21,92.80999755859375
2019-06-24,89.69000244140625
2019-06-25,87.5199966430664
2019-06-26,85.62999725341797
2019-06-27,87.2300033569336
2019-06-28,89.41999816894531
2019-07-01,90.08999633789062
2019-07-02,90.97000122070312
2019-07-03,93.38999938964844
2019-07-05,93.76000213623047
2019-07-08,94.23999786376953
2019-07-09,96.01000213623047
2019-07-10,97.31999969482422
2019-07-11,98.36000061035156
2019-07-12,99.22000122070312
2019-07-15,98.76000213623047
2019-07-16,96.16999816894531
2019-07-17,98.0
2019-07-18,97.97000122070312
2019-07-19,98.08999633789062
2019-07-22,99.25
2019-07-23,97.11000061035156
2019-07-24,99.55000305175781
2019-07-25,98.91999816894531
2019-07-26,102.51000213623047
2019-07-29,101.5199966430664
2019-07-30,103.2300033569336
2019-07-31,102.30000305175781
2019-08-01,100.37000274658203
2019-08-02,99.48999786376953
2019-08-05,94.83000183105469
2019-08-06,83.63999938964844
2019-08-07,81.79000091552734
2019-08-08,86.56999969482422
2019-08-09,83.94000244140625
2019-08-12,82.23999786376953
2019-08-13,82.41000366210938
2019-08-14,79.75
2019-08-15,79.9800033569336
2019-08-16,80.44000244140625
2019-08-19,82.56999969482422
2019-08-20,83.01000213623047
2019-08-21,84.37999725341797
2019-08-22,85.19000244140625
2019-08-23,83.93000030517578
2019-08-26,86.9000015258789
2019-08-27,86.20999908447266
2019-08-28,83.72000122070312
2019-08-29,86.05999755859375
2019-08-30,86.19999694824219
2019-09-03,84.69999694824219
2019-09-04,82.94999694824219
2019-09-05,82.9800033569336
2019-09-06,74.1500015258789
2019-09-09,69.91999816894531
2019-09-10,70.48999786376953
2019-09-11,69.37000274658203
2019-09-12,69.76000213623047
2019-09-13,68.11000061035156
2019-09-16,65.08999633789062
2019-09-17,68.05000305175781
2019-09-18,66.79000091552734
2019-09-19,69.19999694824219
2019-09-20,70.0199966430664
2019-09-23,67.48999786376953
2019-09-24,66.0999984741211
2019-09-25,64.87000274658203
2019-09-26,64.26000213623047
2019-09-27,61.27000045776367
2019-09-30,61.709999084472656
2019-10-01,63.90999984741211
2019-10-02,65.83999633789062
2019-10-03,67.97000122070312
2019-10-04,67.8499984741211
2019-10-07,68.05999755859375
2019-10-08,66.93000030517578
2019-10-09,68.11000061035156
2019-10-10,67.37999725341797
2019-10-11,70.62000274658203
2019-10-14,71.2699966430664
2019-10-15,71.95999908447266
2019-10-16,71.11000061035156
2019-10-17,71.47000122070312
2019-10-18,70.19000244140625
2019-10-21,71.37000274658203
2019-10-22,71.12999725341797
2019-10-23,68.41000366210938
2019-10-24,70.56999969482422
2019-10-25,70.87000274658203
2019-10-28,71.04000091552734
2019-10-29,70.37999725341797
2019-10-30,70.1500015258789
2019-10-31,69.51000213623047
2019-11-01,71.01000213623047
2019-11-04,67.4000015258789
2019-11-05,80.2699966430664
2019-11-06,77.4800033569336
2019-11-07,77.08000183105469
2019-11-08,78.05000305175781
2019-11-11,79.62000274658203
2019-11-12,82.98999786376953
2019-11-13,84.5999984741211
2019-11-14,83.81999969482422
2019-11-15,84.9800033569336
2019-11-18,83.97000122070312
2019-11-19,85.19999694824219
2019-11-20,85.2699966430664
2019-11-21,84.83000183105469
2019-11-22,85.66000366210938
2019-11-25,85.75
2019-11-26,86.23999786376953
2019-11-27,87.66999816894531
2019-11-29,87.94000244140625
2019-12-02,85.62999725341797
2019-12-03,85.38999938964844
2019-12-04,84.08999633789062
2019-12-05,84.55999755859375
2019-12-06,85.41999816894531
2019-12-09,84.37999725341797
2019-12-10,83.2300033569336
2019-12-11,79.81999969482422
2019-12-12,80.75
