,AGEN
2004-03-19,61.02000045776367
2004-03-22,59.15999984741211
2004-03-23,57.599998474121094
2004-03-24,56.7599983215332
2004-03-25,62.459999084472656
2004-03-26,61.2599983215332
2004-03-29,63.29999923706055
2004-03-30,64.68000030517578
2004-03-31,63.959999084472656
2004-04-01,66.4800033569336
2004-04-02,68.5199966430664
2004-04-05,68.76000213623047
2004-04-06,66.5999984741211
2004-04-07,67.37999725341797
2004-04-08,65.4000015258789
2004-04-12,67.31999969482422
2004-04-13,65.87999725341797
2004-04-14,65.69999694824219
2004-04-15,64.44000244140625
2004-04-16,65.16000366210938
2004-04-19,66.36000061035156
2004-04-20,63.720001220703125
2004-04-21,60.65999984741211
2004-04-22,61.7400016784668
2004-04-23,59.939998626708984
2004-04-26,60.65999984741211
2004-04-27,61.7400016784668
2004-04-28,60.900001525878906
2004-04-29,62.15999984741211
2004-04-30,57.41999816894531
2004-05-03,59.81999969482422
2004-05-04,59.220001220703125
2004-05-05,57.65999984741211
2004-05-06,57.060001373291016
2004-05-07,56.400001525878906
2004-05-10,54.0
2004-05-11,53.220001220703125
2004-05-12,52.7400016784668
2004-05-13,53.15999984741211
2004-05-14,53.400001525878906
2004-05-17,53.400001525878906
2004-05-18,53.459999084472656
2004-05-19,53.279998779296875
2004-05-20,51.0
2004-05-21,50.63999938964844
2004-05-24,48.84000015258789
2004-05-25,50.459999084472656
2004-05-26,50.459999084472656
2004-05-27,49.5
2004-05-28,48.41999816894531
2004-06-01,49.5
2004-06-02,51.29999923706055
2004-06-03,48.959999084472656
2004-06-04,48.84000015258789
2004-06-07,49.20000076293945
2004-06-08,47.7599983215332
2004-06-09,44.880001068115234
2004-06-10,43.86000061035156
2004-06-14,43.20000076293945
2004-06-15,44.040000915527344
2004-06-16,44.58000183105469
2004-06-17,48.2400016784668
2004-06-18,47.63999938964844
2004-06-21,48.779998779296875
2004-06-22,48.0
2004-06-23,50.099998474121094
2004-06-24,50.70000076293945
2004-06-25,51.36000061035156
2004-06-28,49.97999954223633
2004-06-29,51.060001373291016
2004-06-30,51.36000061035156
2004-07-01,50.939998626708984
2004-07-02,50.400001525878906
2004-07-06,48.29999923706055
2004-07-07,48.29999923706055
2004-07-08,45.599998474121094
2004-07-09,46.31999969482422
2004-07-12,44.81999969482422
2004-07-13,43.5
2004-07-14,45.36000061035156
2004-07-15,46.380001068115234
2004-07-16,46.619998931884766
2004-07-19,45.84000015258789
2004-07-20,48.959999084472656
2004-07-21,45.959999084472656
2004-07-22,46.02000045776367
2004-07-23,43.619998931884766
2004-07-26,42.29999923706055
2004-07-27,42.2400016784668
2004-07-28,41.81999969482422
2004-07-29,42.720001220703125
2004-07-30,45.47999954223633
2004-08-02,43.7400016784668
2004-08-03,43.5
2004-08-04,42.41999816894531
2004-08-05,42.47999954223633
2004-08-06,40.619998931884766
2004-08-09,40.02000045776367
2004-08-10,39.900001525878906
2004-08-11,39.720001220703125
2004-08-12,38.220001220703125
2004-08-13,36.0
2004-08-16,37.439998626708984
2004-08-17,38.70000076293945
2004-08-18,40.380001068115234
2004-08-19,39.540000915527344
2004-08-20,39.36000061035156
2004-08-23,38.7599983215332
2004-08-24,38.15999984741211
2004-08-25,38.279998779296875
2004-08-26,37.97999954223633
2004-08-27,37.560001373291016
2004-08-30,36.47999954223633
2004-08-31,37.86000061035156
2004-09-01,37.02000045776367
2004-09-02,39.0
2004-09-03,38.15999984741211
2004-09-07,38.880001068115234
2004-09-08,38.099998474121094
2004-09-09,38.400001525878906
2004-09-10,39.0
2004-09-13,39.47999954223633
2004-09-14,39.41999816894531
2004-09-15,39.779998779296875
2004-09-16,40.13999938964844
2004-09-17,39.720001220703125
2004-09-20,39.060001373291016
2004-09-21,40.31999969482422
2004-09-22,38.70000076293945
2004-09-23,37.560001373291016
2004-09-24,37.2599983215332
2004-09-27,35.939998626708984
2004-09-28,36.41999816894531
2004-09-29,36.29999923706055
2004-09-30,36.18000030517578
2004-10-01,36.41999816894531
2004-10-04,36.959999084472656
2004-10-05,37.02000045776367
2004-10-06,37.20000076293945
2004-10-07,36.599998474121094
2004-10-08,36.959999084472656
2004-10-11,37.86000061035156
2004-10-12,37.20000076293945
2004-10-13,35.220001220703125
2004-10-14,34.97999954223633
2004-10-15,34.97999954223633
2004-10-18,35.15999984741211
2004-10-19,29.280000686645508
2004-10-20,28.31999969482422
2004-10-21,30.360000610351562
2004-10-22,33.29999923706055
2004-10-25,33.720001220703125
2004-10-26,36.900001525878906
2004-10-27,39.0
2004-10-28,41.7599983215332
2004-10-29,40.619998931884766
2004-11-01,40.79999923706055
2004-11-02,37.619998931884766
2004-11-03,39.599998474121094
2004-11-04,39.119998931884766
2004-11-05,40.02000045776367
2004-11-08,47.939998626708984
2004-11-09,55.08000183105469
2004-11-10,54.0
2004-11-11,51.0
2004-11-12,52.79999923706055
2004-11-15,54.0
2004-11-16,53.15999984741211
2004-11-17,52.91999816894531
2004-11-18,53.279998779296875
2004-11-19,50.040000915527344
2004-11-22,50.939998626708984
2004-11-23,50.400001525878906
2004-11-24,51.84000015258789
2004-11-26,53.220001220703125
2004-11-29,54.599998474121094
2004-11-30,56.52000045776367
2004-12-01,57.36000061035156
2004-12-02,62.939998626708984
2004-12-03,66.23999786376953
2004-12-06,66.0
2004-12-07,48.779998779296875
2004-12-08,52.2599983215332
2004-12-09,54.0
2004-12-10,55.79999923706055
2004-12-13,54.119998931884766
2004-12-14,54.41999816894531
2004-12-15,54.0
2004-12-16,54.0
2004-12-17,52.7400016784668
2004-12-20,53.099998474121094
2004-12-21,49.91999816894531
2004-12-22,51.599998474121094
2004-12-23,51.959999084472656
2004-12-27,55.91999816894531
2004-12-28,56.400001525878906
2004-12-29,58.7400016784668
2004-12-30,62.040000915527344
2004-12-31,60.720001220703125
2005-01-03,60.0
2005-01-04,55.619998931884766
2005-01-05,56.400001525878906
2005-01-06,57.720001220703125
2005-01-07,56.58000183105469
2005-01-10,55.79999923706055
2005-01-11,53.459999084472656
2005-01-12,53.099998474121094
2005-01-13,54.900001525878906
2005-01-14,53.70000076293945
2005-01-18,56.63999938964844
2005-01-19,53.81999969482422
2005-01-20,48.599998474121094
2005-01-21,48.900001525878906
2005-01-24,44.15999984741211
2005-01-25,46.439998626708984
2005-01-26,46.560001373291016
2005-01-27,48.779998779296875
2005-01-28,49.7400016784668
2005-01-31,49.79999923706055
2005-02-01,49.5
2005-02-02,48.900001525878906
2005-02-03,48.540000915527344
2005-02-04,48.060001373291016
2005-02-07,48.29999923706055
2005-02-08,47.7599983215332
2005-02-09,47.040000915527344
2005-02-10,45.720001220703125
2005-02-11,46.31999969482422
2005-02-14,45.41999816894531
2005-02-15,45.36000061035156
2005-02-16,47.400001525878906
2005-02-17,48.65999984741211
2005-02-18,46.86000061035156
2005-02-22,45.65999984741211
2005-02-23,45.29999923706055
2005-02-24,44.63999938964844
2005-02-25,45.29999923706055
2005-02-28,41.400001525878906
2005-03-01,40.79999923706055
2005-03-02,39.779998779296875
2005-03-03,38.880001068115234
2005-03-04,37.79999923706055
2005-03-07,41.400001525878906
2005-03-08,41.15999984741211
2005-03-09,41.52000045776367
2005-03-10,42.29999923706055
2005-03-11,41.7599983215332
2005-03-14,44.400001525878906
2005-03-15,42.959999084472656
2005-03-16,43.380001068115234
2005-03-17,42.900001525878906
2005-03-18,42.65999984741211
2005-03-21,40.20000076293945
2005-03-22,42.0
2005-03-23,44.459999084472656
2005-03-24,44.63999938964844
2005-03-28,41.81999969482422
2005-03-29,40.13999938964844
2005-03-30,40.2599983215332
2005-03-31,40.20000076293945
2005-04-01,41.279998779296875
2005-04-04,42.65999984741211
2005-04-05,43.68000030517578
2005-04-06,43.2599983215332
2005-04-07,43.439998626708984
2005-04-08,42.599998474121094
2005-04-11,42.779998779296875
2005-04-12,42.2400016784668
2005-04-13,41.34000015258789
2005-04-14,40.79999923706055
2005-04-15,41.040000915527344
2005-04-18,40.619998931884766
2005-04-19,40.86000061035156
2005-04-20,39.65999984741211
2005-04-21,40.2599983215332
2005-04-22,40.7400016784668
2005-04-25,40.91999816894531
2005-04-26,43.31999969482422
2005-04-27,44.099998474121094
2005-04-28,42.540000915527344
2005-04-29,43.08000183105469
2005-05-02,41.939998626708984
2005-05-03,41.63999938964844
2005-05-04,42.959999084472656
2005-05-05,43.20000076293945
2005-05-06,42.599998474121094
2005-05-09,43.380001068115234
2005-05-10,42.900001525878906
2005-05-11,42.0
2005-05-12,43.13999938964844
2005-05-13,41.939998626708984
2005-05-16,42.060001373291016
2005-05-17,42.0
2005-05-18,42.060001373291016
2005-05-19,41.70000076293945
2005-05-20,40.68000030517578
2005-05-23,40.20000076293945
2005-05-24,40.439998626708984
2005-05-25,39.47999954223633
2005-05-26,39.29999923706055
2005-05-27,39.779998779296875
2005-05-31,39.84000015258789
2005-06-01,39.599998474121094
2005-06-02,40.13999938964844
2005-06-03,41.040000915527344
2005-06-06,41.52000045776367
2005-06-07,40.86000061035156
2005-06-08,39.29999923706055
2005-06-09,37.31999969482422
2005-06-10,34.97999954223633
2005-06-13,35.58000183105469
2005-06-14,34.439998626708984
2005-06-15,32.70000076293945
2005-06-16,34.5
2005-06-17,34.68000030517578
2005-06-20,34.31999969482422
2005-06-21,33.779998779296875
2005-06-22,33.36000061035156
2005-06-23,33.29999923706055
2005-06-24,33.29999923706055
2005-06-27,32.279998779296875
2005-06-28,32.880001068115234
2005-06-29,33.18000030517578
2005-06-30,32.459999084472656
2005-07-01,32.63999938964844
2005-07-05,34.91999816894531
2005-07-06,36.18000030517578
2005-07-07,36.18000030517578
2005-07-08,36.119998931884766
2005-07-11,35.70000076293945
2005-07-12,36.2400016784668
2005-07-13,36.0
2005-07-14,35.400001525878906
2005-07-15,35.58000183105469
2005-07-18,35.279998779296875
2005-07-19,36.119998931884766
2005-07-20,36.0
2005-07-21,37.380001068115234
2005-07-22,39.540000915527344
2005-07-25,39.29999923706055
2005-07-26,38.15999984741211
2005-07-27,36.29999923706055
2005-07-28,35.15999984741211
2005-07-29,33.599998474121094
2005-08-01,34.86000061035156
2005-08-02,35.040000915527344
2005-08-03,35.279998779296875
2005-08-04,33.900001525878906
2005-08-05,33.47999954223633
2005-08-08,32.52000045776367
2005-08-09,32.220001220703125
2005-08-10,32.400001525878906
2005-08-11,33.47999954223633
2005-08-12,33.060001373291016
2005-08-15,32.939998626708984
2005-08-16,32.15999984741211
2005-08-17,32.880001068115234
2005-08-18,33.0
2005-08-19,33.18000030517578
2005-08-22,33.2400016784668
2005-08-23,32.220001220703125
2005-08-24,32.34000015258789
2005-08-25,32.400001525878906
2005-08-26,32.52000045776367
2005-08-29,33.0
2005-08-30,32.459999084472656
2005-08-31,32.939998626708984
2005-09-01,31.979999542236328
2005-09-02,32.040000915527344
2005-09-06,31.799999237060547
2005-09-07,31.139999389648438
2005-09-08,31.6200008392334
2005-09-09,31.440000534057617
2005-09-12,31.979999542236328
2005-09-13,34.02000045776367
2005-09-14,34.31999969482422
2005-09-15,34.91999816894531
2005-09-16,35.58000183105469
2005-09-19,34.20000076293945
2005-09-20,34.08000183105469
2005-09-21,32.70000076293945
2005-09-22,31.68000030517578
2005-09-23,32.099998474121094
2005-09-26,32.52000045776367
2005-09-27,32.52000045776367
2005-09-28,32.040000915527344
2005-09-29,32.52000045776367
2005-09-30,32.52000045776367
2005-10-03,33.47999954223633
2005-10-04,32.70000076293945
2005-10-05,31.68000030517578
2005-10-06,31.559999465942383
2005-10-07,30.059999465942383
2005-10-10,34.08000183105469
2005-10-11,32.58000183105469
2005-10-12,30.959999084472656
2005-10-13,31.920000076293945
2005-10-14,31.979999542236328
2005-10-17,31.860000610351562
2005-10-18,31.139999389648438
2005-10-19,31.860000610351562
2005-10-20,30.899999618530273
2005-10-21,30.899999618530273
2005-10-24,31.68000030517578
2005-10-25,32.34000015258789
2005-10-26,32.58000183105469
2005-10-27,30.600000381469727
2005-10-28,31.139999389648438
2005-10-31,31.020000457763672
2005-11-01,30.600000381469727
2005-11-02,30.65999984741211
2005-11-03,30.540000915527344
2005-11-04,30.479999542236328
2005-11-07,30.899999618530273
2005-11-08,30.600000381469727
2005-11-09,30.239999771118164
2005-11-10,29.940000534057617
2005-11-11,30.0
2005-11-14,29.8799991607666
2005-11-15,29.760000228881836
2005-11-16,28.799999237060547
2005-11-17,29.100000381469727
2005-11-18,30.059999465942383
2005-11-21,30.65999984741211
2005-11-22,32.58000183105469
2005-11-23,34.619998931884766
2005-11-25,33.720001220703125
2005-11-28,32.400001525878906
2005-11-29,31.739999771118164
2005-11-30,32.880001068115234
2005-12-01,33.65999984741211
2005-12-02,34.380001068115234
2005-12-05,34.380001068115234
2005-12-06,33.0
2005-12-07,28.979999542236328
2005-12-08,29.81999969482422
2005-12-09,31.079999923706055
2005-12-12,30.600000381469727
2005-12-13,30.059999465942383
2005-12-14,29.280000686645508
2005-12-15,30.65999984741211
2005-12-16,31.079999923706055
2005-12-19,30.0
2005-12-20,29.459999084472656
2005-12-21,30.0
2005-12-22,30.360000610351562
2005-12-23,30.239999771118164
2005-12-27,29.760000228881836
2005-12-28,29.399999618530273
2005-12-29,28.799999237060547
2005-12-30,28.559999465942383
2006-01-03,28.739999771118164
2006-01-04,29.100000381469727
2006-01-05,28.799999237060547
2006-01-06,28.6200008392334
2006-01-09,28.979999542236328
2006-01-10,29.579999923706055
2006-01-11,29.579999923706055
2006-01-12,29.940000534057617
2006-01-13,30.18000030517578
2006-01-17,29.399999618530273
2006-01-18,29.219999313354492
2006-01-19,30.0
2006-01-20,29.760000228881836
2006-01-23,30.479999542236328
2006-01-24,30.239999771118164
2006-01-25,29.8799991607666
2006-01-26,29.940000534057617
2006-01-27,30.18000030517578
2006-01-30,30.18000030517578
2006-01-31,30.299999237060547
2006-02-01,30.239999771118164
2006-02-02,30.239999771118164
2006-02-03,30.18000030517578
2006-02-06,33.779998779296875
2006-02-07,31.6200008392334
2006-02-08,31.020000457763672
2006-02-09,30.899999618530273
2006-02-10,31.799999237060547
2006-02-13,31.079999923706055
2006-02-14,31.979999542236328
2006-02-15,35.099998474121094
2006-02-16,40.08000183105469
2006-02-17,41.459999084472656
2006-02-21,40.79999923706055
2006-02-22,40.97999954223633
2006-02-23,38.040000915527344
2006-02-24,37.79999923706055
2006-02-27,38.34000015258789
2006-02-28,36.65999984741211
2006-03-01,38.70000076293945
2006-03-02,39.060001373291016
2006-03-03,38.81999969482422
2006-03-06,37.5
2006-03-07,37.7400016784668
2006-03-08,37.5
2006-03-09,36.720001220703125
2006-03-10,36.540000915527344
2006-03-13,36.959999084472656
2006-03-14,37.439998626708984
2006-03-15,35.7599983215332
2006-03-16,35.81999969482422
2006-03-17,35.459999084472656
2006-03-20,32.099998474121094
2006-03-21,30.780000686645508
2006-03-22,31.200000762939453
2006-03-23,30.65999984741211
2006-03-24,17.81999969482422
2006-03-27,16.5
2006-03-28,15.899999618530273
2006-03-29,18.0
2006-03-30,16.920000076293945
2006-03-31,16.440000534057617
2006-04-03,15.960000038146973
2006-04-04,16.079999923706055
2006-04-05,16.260000228881836
2006-04-06,16.260000228881836
2006-04-07,16.6200008392334
2006-04-10,15.899999618530273
2006-04-11,14.520000457763672
2006-04-12,14.34000015258789
2006-04-13,14.279999732971191
2006-04-17,13.5600004196167
2006-04-18,13.199999809265137
2006-04-19,13.020000457763672
2006-04-20,13.260000228881836
2006-04-21,13.260000228881836
2006-04-24,13.260000228881836
2006-04-25,12.359999656677246
2006-04-26,12.899999618530273
2006-04-27,12.720000267028809
2006-04-28,12.420000076293945
2006-05-01,12.600000381469727
2006-05-02,11.9399995803833
2006-05-03,12.479999542236328
2006-05-04,11.880000114440918
2006-05-05,12.0
2006-05-08,12.0600004196167
2006-05-09,12.0
2006-05-10,11.399999618530273
2006-05-11,10.680000305175781
2006-05-12,10.199999809265137
2006-05-15,10.199999809265137
2006-05-16,10.319999694824219
2006-05-17,10.199999809265137
2006-05-18,10.859999656677246
2006-05-19,11.760000228881836
2006-05-22,11.819999694824219
2006-05-23,12.300000190734863
2006-05-24,12.180000305175781
2006-05-25,13.020000457763672
2006-05-26,13.4399995803833
2006-05-30,12.779999732971191
2006-05-31,14.279999732971191
2006-06-01,14.460000038146973
2006-06-02,14.9399995803833
2006-06-05,12.899999618530273
2006-06-06,12.539999961853027
2006-06-07,13.920000076293945
2006-06-08,13.140000343322754
2006-06-09,13.680000305175781
2006-06-12,12.420000076293945
2006-06-13,12.180000305175781
2006-06-14,12.119999885559082
2006-06-15,12.479999542236328
2006-06-16,12.180000305175781
2006-06-19,11.100000381469727
2006-06-20,10.920000076293945
2006-06-21,10.979999542236328
2006-06-22,10.800000190734863
2006-06-23,10.739999771118164
2006-06-26,11.100000381469727
2006-06-27,11.34000015258789
2006-06-28,11.640000343322754
2006-06-29,12.65999984741211
2006-06-30,12.720000267028809
2006-07-03,12.0
2006-07-05,12.239999771118164
2006-07-06,12.720000267028809
2006-07-07,12.720000267028809
2006-07-10,12.119999885559082
2006-07-11,11.699999809265137
2006-07-12,11.34000015258789
2006-07-13,10.920000076293945
2006-07-14,10.619999885559082
2006-07-17,10.5600004196167
2006-07-18,10.079999923706055
2006-07-19,10.5600004196167
2006-07-20,10.800000190734863
2006-07-21,9.899999618530273
2006-07-24,10.199999809265137
2006-07-25,10.199999809265137
2006-07-26,10.859999656677246
2006-07-27,10.4399995803833
2006-07-28,10.4399995803833
2006-07-31,10.619999885559082
2006-08-01,10.859999656677246
2006-08-02,10.4399995803833
2006-08-03,10.380000114440918
2006-08-04,10.4399995803833
2006-08-07,9.720000267028809
2006-08-08,9.779999732971191
2006-08-09,9.720000267028809
2006-08-10,9.600000381469727
2006-08-11,9.539999961853027
2006-08-14,9.420000076293945
2006-08-15,10.619999885559082
2006-08-16,10.199999809265137
2006-08-17,10.4399995803833
2006-08-18,10.380000114440918
2006-08-21,10.020000457763672
2006-08-22,10.260000228881836
2006-08-23,10.020000457763672
2006-08-24,10.140000343322754
2006-08-25,9.84000015258789
2006-08-28,10.5
2006-08-29,10.079999923706055
2006-08-30,10.5600004196167
2006-08-31,11.579999923706055
2006-09-01,11.220000267028809
2006-09-05,11.279999732971191
2006-09-06,10.800000190734863
2006-09-07,10.140000343322754
2006-09-08,10.079999923706055
2006-09-11,9.720000267028809
2006-09-12,10.4399995803833
2006-09-13,10.020000457763672
2006-09-14,10.319999694824219
2006-09-15,9.779999732971191
2006-09-18,9.84000015258789
2006-09-19,9.779999732971191
2006-09-20,9.420000076293945
2006-09-21,9.300000190734863
2006-09-22,9.479999542236328
2006-09-25,9.899999618530273
2006-09-26,9.420000076293945
2006-09-27,9.239999771118164
2006-09-28,9.359999656677246
2006-09-29,9.300000190734863
2006-10-02,9.600000381469727
2006-10-03,9.84000015258789
2006-10-04,10.199999809265137
2006-10-05,9.960000038146973
2006-10-06,9.600000381469727
2006-10-09,9.779999732971191
2006-10-10,9.960000038146973
2006-10-11,10.199999809265137
2006-10-12,10.859999656677246
2006-10-13,11.699999809265137
2006-10-16,11.399999618530273
2006-10-17,11.399999618530273
2006-10-18,12.0
2006-10-19,12.0
2006-10-20,11.819999694824219
2006-10-23,12.65999984741211
2006-10-24,12.0
2006-10-25,12.359999656677246
2006-10-26,12.65999984741211
2006-10-27,12.600000381469727
2006-10-30,12.0600004196167
2006-10-31,13.140000343322754
2006-11-01,13.199999809265137
2006-11-02,12.180000305175781
2006-11-03,12.539999961853027
2006-11-06,12.84000015258789
2006-11-07,13.199999809265137
2006-11-08,13.260000228881836
2006-11-09,13.4399995803833
2006-11-10,13.5
2006-11-13,13.5600004196167
2006-11-14,13.920000076293945
2006-11-15,13.859999656677246
2006-11-16,14.399999618530273
2006-11-17,13.739999771118164
2006-11-20,14.15999984741211
2006-11-21,13.5600004196167
2006-11-22,13.800000190734863
2006-11-24,13.5600004196167
2006-11-27,12.479999542236328
2006-11-28,12.180000305175781
2006-11-29,12.300000190734863
2006-11-30,12.720000267028809
2006-12-01,12.899999618530273
2006-12-04,12.180000305175781
2006-12-05,12.119999885559082
2006-12-06,12.0
2006-12-07,11.9399995803833
2006-12-08,12.180000305175781
2006-12-11,11.9399995803833
2006-12-12,11.760000228881836
2006-12-13,11.460000038146973
2006-12-14,11.880000114440918
2006-12-15,11.520000457763672
2006-12-18,10.979999542236328
2006-12-19,11.15999984741211
2006-12-20,11.100000381469727
2006-12-21,11.220000267028809
2006-12-22,11.15999984741211
2006-12-26,11.039999961853027
2006-12-27,10.979999542236328
2006-12-28,10.979999542236328
2006-12-29,10.979999542236328
2007-01-03,11.520000457763672
2007-01-04,11.640000343322754
2007-01-05,11.699999809265137
2007-01-08,11.760000228881836
2007-01-09,12.0
2007-01-10,12.180000305175781
2007-01-11,12.300000190734863
2007-01-12,12.539999961853027
2007-01-16,12.300000190734863
2007-01-17,12.359999656677246
2007-01-18,12.359999656677246
2007-01-19,12.359999656677246
2007-01-22,11.880000114440918
2007-01-23,12.0
2007-01-24,11.9399995803833
2007-01-25,11.9399995803833
2007-01-26,11.579999923706055
2007-01-29,11.699999809265137
2007-01-30,11.699999809265137
2007-01-31,11.640000343322754
2007-02-01,11.640000343322754
2007-02-02,11.9399995803833
2007-02-05,11.760000228881836
2007-02-06,11.579999923706055
2007-02-07,11.15999984741211
2007-02-08,11.579999923706055
2007-02-09,11.520000457763672
2007-02-12,11.520000457763672
2007-02-13,12.0600004196167
2007-02-14,12.539999961853027
2007-02-15,12.119999885559082
2007-02-16,12.300000190734863
2007-02-20,11.9399995803833
2007-02-21,11.9399995803833
2007-02-22,11.880000114440918
2007-02-23,11.460000038146973
2007-02-26,11.819999694824219
2007-02-27,11.100000381469727
2007-02-28,10.979999542236328
2007-03-01,10.680000305175781
2007-03-02,10.319999694824219
2007-03-05,9.420000076293945
2007-03-06,10.5
2007-03-07,10.5600004196167
2007-03-08,10.4399995803833
2007-03-09,10.5600004196167
2007-03-12,11.880000114440918
2007-03-13,11.520000457763672
2007-03-14,11.9399995803833
2007-03-15,12.0
2007-03-16,12.0
2007-03-19,11.880000114440918
2007-03-20,11.760000228881836
2007-03-21,11.819999694824219
2007-03-22,12.0
2007-03-23,12.0
2007-03-26,11.880000114440918
2007-03-27,11.760000228881836
2007-03-28,11.880000114440918
2007-03-29,11.880000114440918
2007-03-30,13.380000114440918
2007-04-02,14.520000457763672
2007-04-03,14.399999618530273
2007-04-04,15.779999732971191
2007-04-05,18.1200008392334
2007-04-09,25.860000610351562
2007-04-10,21.420000076293945
2007-04-11,19.68000030517578
2007-04-12,20.399999618530273
2007-04-13,22.020000457763672
2007-04-16,26.579999923706055
2007-04-17,23.760000228881836
2007-04-18,22.979999542236328
2007-04-19,21.899999618530273
2007-04-20,20.700000762939453
2007-04-23,21.239999771118164
2007-04-24,21.65999984741211
2007-04-25,21.1200008392334
2007-04-26,20.280000686645508
2007-04-27,19.559999465942383
2007-04-30,19.020000457763672
2007-05-01,18.1200008392334
2007-05-02,18.479999542236328
2007-05-03,18.059999465942383
2007-05-04,18.059999465942383
2007-05-07,18.18000030517578
2007-05-08,17.219999313354492
2007-05-09,15.180000305175781
2007-05-10,15.720000267028809
2007-05-11,14.640000343322754
2007-05-14,13.5600004196167
2007-05-15,14.100000381469727
2007-05-16,14.279999732971191
2007-05-17,14.760000228881836
2007-05-18,15.239999771118164
2007-05-21,19.559999465942383
2007-05-22,17.760000228881836
2007-05-23,17.100000381469727
2007-05-24,17.399999618530273
2007-05-25,16.079999923706055
2007-05-29,17.639999389648438
2007-05-30,16.68000030517578
2007-05-31,16.860000610351562
2007-06-01,16.920000076293945
2007-06-04,16.440000534057617
2007-06-05,18.899999618530273
2007-06-06,19.799999237060547
2007-06-07,18.1200008392334
2007-06-08,18.84000015258789
2007-06-11,18.420000076293945
2007-06-12,18.420000076293945
2007-06-13,19.440000534057617
2007-06-14,19.020000457763672
2007-06-15,18.360000610351562
2007-06-18,18.360000610351562
2007-06-19,17.700000762939453
2007-06-20,18.239999771118164
2007-06-21,17.81999969482422
2007-06-22,17.280000686645508
2007-06-25,17.399999618530273
2007-06-26,17.639999389648438
2007-06-27,17.8799991607666
2007-06-28,17.280000686645508
2007-06-29,17.15999984741211
2007-07-02,17.459999084472656
2007-07-03,17.81999969482422
2007-07-05,17.760000228881836
2007-07-06,17.940000534057617
2007-07-09,17.700000762939453
2007-07-10,17.579999923706055
2007-07-11,17.34000015258789
2007-07-12,17.15999984741211
2007-07-13,17.100000381469727
2007-07-16,16.920000076293945
2007-07-17,16.799999237060547
2007-07-18,17.399999618530273
2007-07-19,18.1200008392334
2007-07-20,18.0
2007-07-23,18.0
2007-07-24,18.540000915527344
2007-07-25,18.420000076293945
2007-07-26,17.700000762939453
2007-07-27,17.81999969482422
2007-07-30,17.280000686645508
2007-07-31,17.8799991607666
2007-08-01,17.459999084472656
2007-08-02,17.639999389648438
2007-08-03,17.579999923706055
2007-08-06,15.65999984741211
2007-08-07,14.699999809265137
2007-08-08,15.359999656677246
2007-08-09,15.779999732971191
2007-08-10,15.600000381469727
2007-08-13,16.200000762939453
2007-08-14,16.200000762939453
2007-08-15,15.65999984741211
2007-08-16,13.319999694824219
2007-08-17,14.880000114440918
2007-08-20,13.859999656677246
2007-08-21,14.520000457763672
2007-08-22,13.979999542236328
2007-08-23,13.800000190734863
2007-08-24,14.34000015258789
2007-08-27,13.979999542236328
2007-08-28,13.4399995803833
2007-08-29,13.619999885559082
2007-08-30,13.739999771118164
2007-08-31,14.880000114440918
2007-09-04,14.34000015258789
2007-09-05,14.039999961853027
2007-09-06,14.520000457763672
2007-09-07,14.460000038146973
2007-09-10,13.800000190734863
2007-09-11,13.5600004196167
2007-09-12,13.619999885559082
2007-09-13,13.859999656677246
2007-09-14,14.699999809265137
2007-09-17,15.239999771118164
2007-09-18,15.300000190734863
2007-09-19,14.880000114440918
2007-09-20,14.460000038146973
2007-09-21,14.699999809265137
2007-09-24,14.579999923706055
2007-09-25,14.399999618530273
2007-09-26,14.100000381469727
2007-09-27,14.520000457763672
2007-09-28,14.220000267028809
2007-10-01,14.520000457763672
2007-10-02,14.34000015258789
2007-10-03,14.399999618530273
2007-10-04,14.399999618530273
2007-10-05,15.899999618530273
2007-10-08,16.739999771118164
2007-10-09,16.139999389648438
2007-10-10,16.260000228881836
2007-10-11,17.15999984741211
2007-10-12,17.940000534057617
2007-10-15,17.100000381469727
2007-10-16,16.799999237060547
2007-10-17,16.31999969482422
2007-10-18,16.079999923706055
2007-10-19,15.180000305175781
2007-10-22,16.200000762939453
2007-10-23,15.420000076293945
2007-10-24,16.020000457763672
2007-10-25,16.799999237060547
2007-10-26,15.600000381469727
2007-10-29,15.539999961853027
2007-10-30,15.0600004196167
2007-10-31,15.359999656677246
2007-11-01,14.880000114440918
2007-11-02,14.460000038146973
2007-11-05,13.920000076293945
2007-11-06,14.579999923706055
2007-11-07,13.920000076293945
2007-11-08,13.979999542236328
2007-11-09,13.979999542236328
2007-11-12,13.079999923706055
2007-11-13,13.619999885559082
2007-11-14,13.319999694824219
2007-11-15,13.140000343322754
2007-11-16,12.600000381469727
2007-11-19,12.899999618530273
2007-11-20,12.84000015258789
2007-11-21,12.720000267028809
2007-11-23,13.020000457763672
2007-11-26,12.960000038146973
2007-11-27,12.65999984741211
2007-11-28,13.199999809265137
2007-11-29,12.960000038146973
2007-11-30,12.84000015258789
2007-12-03,12.600000381469727
2007-12-04,12.779999732971191
2007-12-05,13.020000457763672
2007-12-06,12.899999618530273
2007-12-07,13.619999885559082
2007-12-10,13.4399995803833
2007-12-11,12.600000381469727
2007-12-12,12.899999618530273
2007-12-13,12.65999984741211
2007-12-14,12.239999771118164
2007-12-17,12.479999542236328
2007-12-18,12.359999656677246
2007-12-19,12.420000076293945
2007-12-20,12.420000076293945
