,AGEN
2011-09-15,3.299999952316284
2011-09-16,3.299999952316284
2011-09-19,3.7200000286102295
2011-09-20,3.9600000381469727
2011-09-21,3.4800000190734863
2011-09-22,3.4200000762939453
2011-09-23,3.359999895095825
2011-09-26,3.6600000858306885
2011-09-27,3.5999999046325684
2011-09-28,3.4200000762939453
2011-09-29,3.359999895095825
2011-09-30,2.819999933242798
2011-10-03,2.640000104904175
2011-10-04,2.619999885559082
2011-10-05,2.9700000286102295
2011-10-06,2.9600000381469727
2011-10-07,2.9800000190734863
2011-10-10,3.0
2011-10-11,2.930000066757202
2011-10-12,2.8499999046325684
2011-10-13,2.859999895095825
2011-10-14,2.819999933242798
2011-10-17,2.7200000286102295
2011-10-18,3.299999952316284
2011-10-19,2.950000047683716
2011-10-20,2.9800000190734863
2011-10-21,2.9100000858306885
2011-10-24,2.890000104904175
2011-10-25,2.819999933242798
2011-10-26,2.700000047683716
2011-10-27,2.7799999713897705
2011-10-28,2.799999952316284
2011-10-31,2.740000009536743
2011-11-01,2.759999990463257
2011-11-02,2.7100000381469727
2011-11-03,2.700000047683716
2011-11-04,2.640000104904175
2011-11-07,2.5999999046325684
2011-11-08,2.5899999141693115
2011-11-09,2.5199999809265137
2011-11-10,2.5399999618530273
2011-11-11,2.490000009536743
2011-11-14,2.549999952316284
2011-11-15,2.700000047683716
2011-11-16,2.6600000858306885
2011-11-17,2.640000104904175
2011-11-18,2.5899999141693115
2011-11-21,2.569999933242798
2011-11-22,2.569999933242798
2011-11-23,2.559999942779541
2011-11-25,2.4600000381469727
2011-11-28,2.4000000953674316
2011-11-29,2.359999895095825
2011-11-30,2.4200000762939453
2011-12-01,2.4800000190734863
2011-12-02,2.430000066757202
2011-12-05,2.450000047683716
2011-12-06,2.440000057220459
2011-12-07,2.450000047683716
2011-12-08,2.299999952316284
2011-12-09,2.369999885559082
2011-12-12,2.319999933242798
2011-12-13,2.2899999618530273
2011-12-14,2.200000047683716
2011-12-15,2.200000047683716
2011-12-16,2.200000047683716
2011-12-19,2.190000057220459
2011-12-20,2.2699999809265137
2011-12-21,2.2300000190734863
2011-12-22,2.2200000286102295
2011-12-23,2.2100000381469727
2011-12-27,2.200000047683716
2011-12-28,2.0899999141693115
2011-12-29,2.0399999618530273
2011-12-30,2.0
2012-01-03,2.1700000762939453
2012-01-04,2.0999999046325684
2012-01-05,2.1500000953674316
2012-01-06,2.450000047683716
2012-01-09,2.369999885559082
2012-01-10,2.359999895095825
2012-01-11,2.4700000286102295
2012-01-12,2.5
2012-01-13,2.4200000762939453
2012-01-17,2.490000009536743
2012-01-18,2.490000009536743
2012-01-19,2.4600000381469727
2012-01-20,2.4700000286102295
2012-01-23,2.440000057220459
2012-01-24,2.430000066757202
2012-01-25,2.5299999713897705
2012-01-26,2.759999990463257
2012-01-27,2.7899999618530273
2012-01-30,2.809999942779541
2012-01-31,2.7799999713897705
2012-02-01,2.869999885559082
2012-02-02,2.880000114440918
2012-02-03,2.869999885559082
2012-02-06,2.9000000953674316
2012-02-07,2.930000066757202
2012-02-08,3.4700000286102295
2012-02-09,3.6700000762939453
2012-02-10,3.490000009536743
2012-02-13,3.4600000381469727
2012-02-14,3.299999952316284
2012-02-15,3.1600000858306885
2012-02-16,3.0799999237060547
2012-02-17,2.9800000190734863
2012-02-21,2.890000104904175
2012-02-22,3.0
2012-02-23,2.9000000953674316
2012-02-24,3.2200000286102295
2012-02-27,3.2799999713897705
2012-02-28,3.25
2012-02-29,3.190000057220459
2012-03-01,3.2300000190734863
2012-03-02,3.2300000190734863
2012-03-05,3.2100000381469727
2012-03-06,3.759999990463257
2012-03-07,4.489999771118164
2012-03-08,4.260000228881836
2012-03-09,4.400000095367432
2012-03-12,4.849999904632568
2012-03-13,5.050000190734863
2012-03-14,5.449999809265137
2012-03-15,5.309999942779541
2012-03-16,5.25
2012-03-19,6.269999980926514
2012-03-20,5.920000076293945
2012-03-21,5.929999828338623
2012-03-22,5.840000152587891
2012-03-23,5.639999866485596
2012-03-26,6.159999847412109
2012-03-27,5.71999979019165
2012-03-28,5.960000038146973
2012-03-29,6.760000228881836
2012-03-30,6.599999904632568
2012-04-02,7.039999961853027
2012-04-03,7.010000228881836
2012-04-04,6.610000133514404
2012-04-05,6.449999809265137
2012-04-09,6.340000152587891
2012-04-10,6.110000133514404
2012-04-11,6.449999809265137
2012-04-12,6.420000076293945
2012-04-13,6.670000076293945
2012-04-16,6.550000190734863
2012-04-17,6.260000228881836
2012-04-18,6.21999979019165
2012-04-19,6.320000171661377
2012-04-20,6.269999980926514
2012-04-23,6.21999979019165
2012-04-24,6.320000171661377
2012-04-25,6.28000020980835
2012-04-26,6.429999828338623
2012-04-27,6.099999904632568
2012-04-30,6.25
2012-05-01,6.260000228881836
2012-05-02,6.449999809265137
2012-05-03,6.28000020980835
2012-05-04,6.269999980926514
2012-05-07,6.190000057220459
2012-05-08,5.710000038146973
2012-05-09,5.710000038146973
2012-05-10,5.489999771118164
2012-05-11,5.730000019073486
2012-05-14,6.320000171661377
2012-05-15,6.039999961853027
2012-05-16,5.869999885559082
2012-05-17,5.78000020980835
2012-05-18,5.449999809265137
2012-05-21,5.599999904632568
2012-05-22,5.539999961853027
2012-05-23,5.28000020980835
2012-05-24,5.139999866485596
2012-05-25,5.199999809265137
2012-05-29,5.300000190734863
2012-05-30,4.869999885559082
2012-05-31,5.21999979019165
2012-06-01,5.070000171661377
2012-06-04,5.039999961853027
2012-06-05,5.230000019073486
2012-06-06,5.610000133514404
2012-06-07,5.639999866485596
2012-06-08,5.880000114440918
2012-06-11,5.539999961853027
2012-06-12,5.449999809265137
2012-06-13,5.320000171661377
2012-06-14,5.340000152587891
2012-06-15,5.289999961853027
2012-06-18,5.260000228881836
2012-06-19,5.260000228881836
2012-06-20,5.039999961853027
2012-06-21,5.059999942779541
2012-06-22,5.0
2012-06-25,5.070000171661377
2012-06-26,5.039999961853027
2012-06-27,5.199999809265137
2012-06-28,5.090000152587891
2012-06-29,5.239999771118164
2012-07-02,5.380000114440918
2012-07-03,5.340000152587891
2012-07-05,5.340000152587891
2012-07-06,5.380000114440918
2012-07-09,5.340000152587891
2012-07-10,5.360000133514404
2012-07-11,5.300000190734863
2012-07-12,5.340000152587891
2012-07-13,5.150000095367432
2012-07-16,5.099999904632568
2012-07-17,5.079999923706055
2012-07-18,5.070000171661377
2012-07-19,5.090000152587891
2012-07-20,5.039999961853027
2012-07-23,4.929999828338623
2012-07-24,4.570000171661377
2012-07-25,4.550000190734863
2012-07-26,4.610000133514404
2012-07-27,4.840000152587891
2012-07-30,4.940000057220459
2012-07-31,4.829999923706055
2012-08-01,4.820000171661377
2012-08-02,4.679999828338623
2012-08-03,4.769999980926514
2012-08-06,4.829999923706055
2012-08-07,4.800000190734863
2012-08-08,4.639999866485596
2012-08-09,4.599999904632568
2012-08-10,4.320000171661377
2012-08-13,4.489999771118164
2012-08-14,4.489999771118164
2012-08-15,4.550000190734863
2012-08-16,4.730000019073486
2012-08-17,4.78000020980835
2012-08-20,4.650000095367432
2012-08-21,4.539999961853027
2012-08-22,4.579999923706055
2012-08-23,4.599999904632568
2012-08-24,4.690000057220459
2012-08-27,4.460000038146973
2012-08-28,4.639999866485596
2012-08-29,4.75
2012-08-30,4.710000038146973
2012-08-31,4.590000152587891
2012-09-04,4.690000057220459
2012-09-05,4.789999961853027
2012-09-06,4.960000038146973
2012-09-07,5.0
2012-09-10,5.010000228881836
2012-09-11,5.039999961853027
2012-09-12,4.980000019073486
2012-09-13,4.880000114440918
2012-09-14,4.550000190734863
2012-09-17,4.5
2012-09-18,4.489999771118164
2012-09-19,4.510000228881836
2012-09-20,4.489999771118164
2012-09-21,4.679999828338623
2012-09-24,4.75
2012-09-25,4.78000020980835
2012-09-26,4.559999942779541
2012-09-27,4.599999904632568
2012-09-28,4.610000133514404
2012-10-01,4.570000171661377
2012-10-02,4.619999885559082
2012-10-03,4.659999847412109
2012-10-04,4.639999866485596
2012-10-05,4.699999809265137
2012-10-08,4.789999961853027
2012-10-09,4.71999979019165
2012-10-10,4.619999885559082
2012-10-11,4.760000228881836
2012-10-12,4.579999923706055
2012-10-15,4.630000114440918
2012-10-16,4.639999866485596
2012-10-17,4.710000038146973
2012-10-18,4.630000114440918
2012-10-19,4.420000076293945
2012-10-22,4.429999828338623
2012-10-23,4.420000076293945
2012-10-24,4.429999828338623
2012-10-25,4.650000095367432
2012-10-26,4.420000076293945
2012-10-31,4.46999979019165
2012-11-01,4.480000019073486
2012-11-02,4.46999979019165
2012-11-05,4.550000190734863
2012-11-06,4.579999923706055
2012-11-07,4.400000095367432
2012-11-08,4.25
2012-11-09,4.179999828338623
2012-11-12,3.9700000286102295
2012-11-13,3.690000057220459
2012-11-14,3.5899999141693115
2012-11-15,3.450000047683716
2012-11-16,3.5199999809265137
2012-11-19,3.5899999141693115
2012-11-20,3.640000104904175
2012-11-21,3.619999885559082
2012-11-23,3.690000057220459
2012-11-26,3.6500000953674316
2012-11-27,3.809999942779541
2012-11-28,3.9000000953674316
2012-11-29,4.130000114440918
2012-11-30,4.329999923706055
2012-12-03,4.190000057220459
2012-12-04,4.300000190734863
2012-12-05,4.260000228881836
2012-12-06,4.340000152587891
2012-12-07,4.159999847412109
2012-12-10,4.0
2012-12-11,4.0
2012-12-12,3.880000114440918
2012-12-13,3.880000114440918
2012-12-14,3.9100000858306885
2012-12-17,3.9600000381469727
2012-12-18,4.039999961853027
2012-12-19,3.940000057220459
2012-12-20,3.880000114440918
2012-12-21,3.9100000858306885
2012-12-24,3.8299999237060547
2012-12-26,3.8299999237060547
2012-12-27,3.7799999713897705
2012-12-28,3.7200000286102295
2012-12-31,4.099999904632568
2013-01-02,4.239999771118164
2013-01-03,4.150000095367432
2013-01-04,4.179999828338623
2013-01-07,4.119999885559082
2013-01-08,4.090000152587891
2013-01-09,3.990000009536743
2013-01-10,4.090000152587891
2013-01-11,4.019999980926514
2013-01-14,4.039999961853027
2013-01-15,4.079999923706055
2013-01-16,4.059999942779541
2013-01-17,4.099999904632568
2013-01-18,4.139999866485596
2013-01-22,4.230000019073486
2013-01-23,4.340000152587891
2013-01-24,4.199999809265137
2013-01-25,4.170000076293945
2013-01-28,4.349999904632568
2013-01-29,4.380000114440918
2013-01-30,4.360000133514404
2013-01-31,4.550000190734863
2013-02-01,4.579999923706055
2013-02-04,4.480000019073486
2013-02-05,4.610000133514404
2013-02-06,4.860000133514404
2013-02-07,4.880000114440918
2013-02-08,4.699999809265137
2013-02-11,4.71999979019165
2013-02-12,4.539999961853027
2013-02-13,4.349999904632568
2013-02-14,4.369999885559082
2013-02-15,4.360000133514404
2013-02-19,4.559999942779541
2013-02-20,4.320000171661377
2013-02-21,4.260000228881836
2013-02-22,4.349999904632568
2013-02-25,4.110000133514404
2013-02-26,4.170000076293945
2013-02-27,4.110000133514404
2013-02-28,4.28000020980835
2013-03-01,4.300000190734863
2013-03-04,4.400000095367432
2013-03-05,4.460000038146973
2013-03-06,4.449999809265137
2013-03-07,4.46999979019165
2013-03-08,4.409999847412109
2013-03-11,4.429999828338623
2013-03-12,4.369999885559082
2013-03-13,4.389999866485596
2013-03-14,4.389999866485596
2013-03-15,4.349999904632568
2013-03-18,4.210000038146973
2013-03-19,4.159999847412109
2013-03-20,4.150000095367432
2013-03-21,3.9700000286102295
2013-03-22,3.9200000762939453
2013-03-25,4.0
2013-03-26,3.9800000190734863
2013-03-27,3.9800000190734863
2013-03-28,3.890000104904175
2013-04-01,3.8399999141693115
2013-04-02,3.9700000286102295
2013-04-03,3.8299999237060547
2013-04-04,3.9100000858306885
2013-04-05,3.8299999237060547
2013-04-08,4.110000133514404
2013-04-09,4.170000076293945
2013-04-10,4.559999942779541
2013-04-11,4.679999828338623
2013-04-12,4.510000228881836
2013-04-15,4.460000038146973
2013-04-16,4.460000038146973
2013-04-17,4.260000228881836
2013-04-18,4.090000152587891
2013-04-19,4.300000190734863
2013-04-22,4.369999885559082
2013-04-23,4.599999904632568
2013-04-24,4.579999923706055
2013-04-25,4.650000095367432
2013-04-26,4.630000114440918
2013-04-29,4.929999828338623
2013-04-30,4.860000133514404
2013-05-01,4.78000020980835
2013-05-02,4.369999885559082
2013-05-03,4.480000019073486
2013-05-06,4.360000133514404
2013-05-07,4.079999923706055
2013-05-08,4.400000095367432
2013-05-09,4.340000152587891
2013-05-10,4.389999866485596
2013-05-13,4.380000114440918
2013-05-14,4.400000095367432
2013-05-15,4.210000038146973
2013-05-16,4.260000228881836
2013-05-17,4.25
2013-05-20,4.139999866485596
2013-05-21,4.010000228881836
2013-05-22,4.03000020980835
2013-05-23,4.119999885559082
2013-05-24,4.070000171661377
2013-05-28,4.099999904632568
2013-05-29,4.059999942779541
2013-05-30,4.110000133514404
2013-05-31,4.03000020980835
2013-06-03,4.119999885559082
2013-06-04,3.940000057220459
2013-06-05,3.759999990463257
2013-06-06,3.7300000190734863
2013-06-07,3.700000047683716
2013-06-10,3.7300000190734863
2013-06-11,3.6500000953674316
2013-06-12,3.609999895095825
2013-06-13,3.609999895095825
2013-06-14,3.700000047683716
2013-06-17,3.75
2013-06-18,3.7799999713897705
2013-06-19,3.9800000190734863
2013-06-20,3.7100000381469727
2013-06-21,3.809999942779541
2013-06-24,3.609999895095825
2013-06-25,3.6700000762939453
2013-06-26,3.619999885559082
2013-06-27,3.819999933242798
2013-06-28,3.7899999618530273
2013-07-01,3.819999933242798
2013-07-02,3.799999952316284
2013-07-03,3.890000104904175
2013-07-05,3.9100000858306885
2013-07-08,3.799999952316284
2013-07-09,3.75
2013-07-10,3.7699999809265137
2013-07-11,3.690000057220459
2013-07-12,3.7100000381469727
2013-07-15,3.880000114440918
2013-07-16,3.950000047683716
2013-07-17,3.869999885559082
2013-07-18,4.019999980926514
2013-07-19,3.9800000190734863
2013-07-22,3.950000047683716
2013-07-23,3.819999933242798
2013-07-24,3.809999942779541
2013-07-25,3.700000047683716
2013-07-26,3.8499999046325684
2013-07-29,3.8499999046325684
2013-07-30,3.809999942779541
2013-07-31,3.8499999046325684
2013-08-01,3.819999933242798
2013-08-02,3.799999952316284
2013-08-05,3.799999952316284
2013-08-06,3.7300000190734863
2013-08-07,3.690000057220459
2013-08-08,3.5999999046325684
2013-08-09,3.5799999237060547
2013-08-12,3.5199999809265137
2013-08-13,3.5
2013-08-14,3.4600000381469727
2013-08-15,3.4200000762939453
2013-08-16,3.509999990463257
2013-08-19,3.299999952316284
2013-08-20,3.359999895095825
2013-08-21,3.440000057220459
2013-08-22,3.759999990463257
2013-08-23,3.869999885559082
2013-08-26,3.8499999046325684
2013-08-27,3.6500000953674316
2013-08-28,3.680000066757202
2013-08-29,3.6600000858306885
2013-08-30,3.6500000953674316
2013-09-03,3.680000066757202
2013-09-04,3.7100000381469727
2013-09-05,2.8399999141693115
2013-09-06,2.859999895095825
2013-09-09,2.8499999046325684
2013-09-10,2.8499999046325684
2013-09-11,2.7899999618530273
2013-09-12,2.7200000286102295
2013-09-13,2.7799999713897705
2013-09-16,2.740000009536743
2013-09-17,3.0199999809265137
2013-09-18,2.930000066757202
2013-09-19,2.9100000858306885
2013-09-20,2.8499999046325684
2013-09-23,2.7699999809265137
2013-09-24,2.7100000381469727
2013-09-25,2.799999952316284
2013-09-26,2.809999942779541
2013-09-27,2.8299999237060547
2013-09-30,2.7699999809265137
2013-10-01,2.8399999141693115
2013-10-02,2.819999933242798
2013-10-03,2.809999942779541
2013-10-04,2.7300000190734863
2013-10-07,2.7799999713897705
2013-10-08,3.0199999809265137
2013-10-09,2.9100000858306885
2013-10-10,2.940000057220459
2013-10-11,2.809999942779541
2013-10-14,2.75
2013-10-15,2.6700000762939453
2013-10-16,2.690000057220459
2013-10-17,2.819999933242798
2013-10-18,2.700000047683716
2013-10-21,2.5999999046325684
2013-10-22,2.5399999618530273
2013-10-23,2.5399999618530273
2013-10-24,2.5299999713897705
2013-10-25,2.609999895095825
2013-10-28,2.5199999809265137
2013-10-29,2.5399999618530273
2013-10-30,2.5
2013-10-31,2.4200000762939453
2013-11-01,2.4100000858306885
2013-11-04,2.4700000286102295
2013-11-05,2.4600000381469727
2013-11-06,2.4000000953674316
2013-11-07,2.619999885559082
2013-11-08,2.609999895095825
2013-11-11,2.5199999809265137
2013-11-12,2.4700000286102295
2013-11-13,2.4700000286102295
2013-11-14,2.4800000190734863
2013-11-15,2.509999990463257
2013-11-18,2.619999885559082
2013-11-19,2.6700000762939453
2013-11-20,2.5899999141693115
2013-11-21,2.569999933242798
2013-11-22,2.5299999713897705
2013-11-25,2.619999885559082
2013-11-26,2.640000104904175
2013-11-27,2.640000104904175
2013-11-29,2.640000104904175
2013-12-02,2.609999895095825
2013-12-03,2.5399999618530273
2013-12-04,2.5199999809265137
2013-12-05,2.569999933242798
2013-12-06,2.5799999237060547
2013-12-09,2.5799999237060547
2013-12-10,2.509999990463257
2013-12-11,2.5399999618530273
2013-12-12,2.440000057220459
2013-12-13,2.440000057220459
2013-12-16,2.75
2013-12-17,2.819999933242798
2013-12-18,2.6700000762939453
2013-12-19,2.5799999237060547
2013-12-20,2.75
2013-12-23,2.7300000190734863
2013-12-24,2.690000057220459
2013-12-26,2.700000047683716
2013-12-27,2.6700000762939453
2013-12-30,2.6500000953674316
2013-12-31,2.640000104904175
2014-01-02,2.7799999713897705
2014-01-03,2.799999952316284
2014-01-06,2.890000104904175
2014-01-07,2.8299999237060547
2014-01-08,2.8299999237060547
2014-01-09,3.0799999237060547
2014-01-10,3.140000104904175
2014-01-13,2.9800000190734863
2014-01-14,3.0199999809265137
2014-01-15,3.0299999713897705
2014-01-16,3.0999999046325684
2014-01-17,3.200000047683716
2014-01-21,3.2699999809265137
2014-01-22,3.3399999141693115
2014-01-23,3.4700000286102295
2014-01-24,3.2699999809265137
2014-01-27,3.0899999141693115
2014-01-28,3.140000104904175
2014-01-29,3.0899999141693115
2014-01-30,3.1500000953674316
2014-01-31,3.0899999141693115
2014-02-03,2.930000066757202
2014-02-04,2.9000000953674316
2014-02-05,2.7200000286102295
2014-02-06,2.740000009536743
2014-02-07,2.869999885559082
2014-02-10,2.9200000762939453
2014-02-11,3.0199999809265137
2014-02-12,3.0299999713897705
2014-02-13,3.049999952316284
2014-02-14,3.0
2014-02-18,3.049999952316284
2014-02-19,3.369999885559082
2014-02-20,3.630000114440918
2014-02-21,3.880000114440918
2014-02-24,4.210000038146973
2014-02-25,4.489999771118164
2014-02-26,5.099999904632568
2014-02-27,4.889999866485596
2014-02-28,4.889999866485596
2014-03-03,4.840000152587891
2014-03-04,4.760000228881836
2014-03-05,4.96999979019165
2014-03-06,4.78000020980835
2014-03-07,4.389999866485596
2014-03-10,4.409999847412109
2014-03-11,4.179999828338623
2014-03-12,4.21999979019165
2014-03-13,4.079999923706055
2014-03-14,4.320000171661377
2014-03-17,4.150000095367432
2014-03-18,4.289999961853027
2014-03-19,4.300000190734863
2014-03-20,3.799999952316284
2014-03-21,3.640000104904175
2014-03-24,3.4100000858306885
2014-03-25,3.319999933242798
2014-03-26,3.2300000190734863
2014-03-27,3.25
2014-03-28,3.2200000286102295
2014-03-31,3.1700000762939453
2014-04-01,3.309999942779541
2014-04-02,3.2100000381469727
2014-04-03,3.059999942779541
2014-04-04,2.799999952316284
2014-04-07,2.819999933242798
2014-04-08,2.75
2014-04-09,2.940000057220459
2014-04-10,2.8399999141693115
2014-04-11,2.700000047683716
2014-04-14,2.5399999618530273
2014-04-15,2.4800000190734863
2014-04-16,2.4100000858306885
2014-04-17,2.549999952316284
2014-04-21,2.569999933242798
2014-04-22,2.7200000286102295
2014-04-23,2.6600000858306885
2014-04-24,2.7100000381469727
2014-04-25,2.559999942779541
2014-04-28,3.059999942779541
2014-04-29,2.940000057220459
2014-04-30,2.8399999141693115
2014-05-01,2.7899999618530273
2014-05-02,2.740000009536743
2014-05-05,2.7899999618530273
2014-05-06,2.7200000286102295
2014-05-07,2.7100000381469727
2014-05-08,2.490000009536743
2014-05-09,2.569999933242798
2014-05-12,2.6500000953674316
2014-05-13,2.6700000762939453
2014-05-14,2.6600000858306885
2014-05-15,2.630000114440918
2014-05-16,2.6700000762939453
2014-05-19,2.700000047683716
2014-05-20,2.630000114440918
2014-05-21,2.569999933242798
2014-05-22,2.609999895095825
2014-05-23,2.640000104904175
2014-05-27,2.7100000381469727
2014-05-28,2.859999895095825
2014-05-29,2.9000000953674316
2014-05-30,3.0199999809265137
2014-06-02,3.0299999713897705
2014-06-03,3.140000104904175
2014-06-04,3.130000114440918
2014-06-05,3.1500000953674316
2014-06-06,3.190000057220459
2014-06-09,3.2799999713897705
2014-06-10,3.2699999809265137
2014-06-11,3.2899999618530273
2014-06-12,3.359999895095825
2014-06-13,3.509999990463257
2014-06-16,3.5999999046325684
2014-06-17,3.609999895095825
2014-06-18,3.5799999237060547
2014-06-19,3.369999885559082
2014-06-20,3.549999952316284
2014-06-23,3.430000066757202
2014-06-24,3.390000104904175
2014-06-25,3.430000066757202
2014-06-26,3.569999933242798
2014-06-27,3.4000000953674316
2014-06-30,3.2200000286102295
2014-07-01,3.549999952316284
2014-07-02,3.799999952316284
2014-07-03,3.950000047683716
2014-07-07,3.619999885559082
2014-07-08,3.4000000953674316
2014-07-09,3.3399999141693115
2014-07-10,3.2699999809265137
2014-07-11,3.25
2014-07-14,3.259999990463257
2014-07-15,3.119999885559082
2014-07-16,3.0799999237060547
2014-07-17,2.940000057220459
2014-07-18,3.0
2014-07-21,2.9600000381469727
2014-07-22,3.049999952316284
2014-07-23,3.049999952316284
2014-07-24,3.390000104904175
2014-07-25,3.240000009536743
2014-07-28,3.2300000190734863
2014-07-29,3.2799999713897705
2014-07-30,3.4000000953674316
2014-07-31,3.299999952316284
2014-08-01,3.2799999713897705
2014-08-04,3.3499999046325684
2014-08-05,3.390000104904175
2014-08-06,3.490000009536743
2014-08-07,3.380000114440918
2014-08-08,3.4100000858306885
2014-08-11,3.440000057220459
2014-08-12,3.319999933242798
2014-08-13,3.2899999618530273
2014-08-14,3.299999952316284
2014-08-15,3.2799999713897705
2014-08-18,3.3399999141693115
2014-08-19,3.2899999618530273
2014-08-20,3.190000057220459
2014-08-21,3.119999885559082
2014-08-22,3.069999933242798
2014-08-25,3.0999999046325684
2014-08-26,3.1600000858306885
2014-08-27,3.1700000762939453
2014-08-28,3.1500000953674316
2014-08-29,3.140000104904175
2014-09-02,3.180000066757202
2014-09-03,3.0999999046325684
2014-09-04,3.049999952316284
2014-09-05,3.009999990463257
2014-09-08,3.0199999809265137
2014-09-09,2.9600000381469727
2014-09-10,3.119999885559082
2014-09-11,3.180000066757202
2014-09-12,3.119999885559082
2014-09-15,2.9600000381469727
2014-09-16,3.0299999713897705
2014-09-17,2.990000009536743
2014-09-18,2.9800000190734863
2014-09-19,2.9200000762939453
2014-09-22,2.880000114440918
2014-09-23,2.819999933242798
2014-09-24,2.809999942779541
2014-09-25,2.9000000953674316
2014-09-26,2.950000047683716
2014-09-29,3.130000114440918
2014-09-30,3.109999895095825
2014-10-01,2.9700000286102295
2014-10-02,2.9800000190734863
2014-10-03,2.940000057220459
2014-10-06,2.8499999046325684
2014-10-07,2.7899999618530273
2014-10-08,2.809999942779541
2014-10-09,2.6700000762939453
2014-10-10,2.609999895095825
2014-10-13,2.700000047683716
2014-10-14,2.7200000286102295
2014-10-15,2.950000047683716
2014-10-16,3.0399999618530273
2014-10-17,2.9000000953674316
2014-10-20,2.9800000190734863
2014-10-21,3.0
2014-10-22,3.0
2014-10-23,3.0799999237060547
2014-10-24,3.0
2014-10-27,3.0399999618530273
2014-10-28,3.180000066757202
2014-10-29,3.0199999809265137
2014-10-30,3.0899999141693115
2014-10-31,2.9800000190734863
2014-11-03,3.0
2014-11-04,3.0
2014-11-05,3.0
2014-11-06,3.049999952316284
2014-11-07,3.0199999809265137
2014-11-10,3.0399999618530273
2014-11-11,3.069999933242798
2014-11-12,3.009999990463257
2014-11-13,2.9800000190734863
2014-11-14,2.9800000190734863
2014-11-17,2.9700000286102295
2014-11-18,2.9600000381469727
2014-11-19,2.930000066757202
2014-11-20,2.9700000286102295
2014-11-21,2.930000066757202
2014-11-24,2.950000047683716
2014-11-25,2.9600000381469727
2014-11-26,3.0
2014-11-28,2.9600000381469727
2014-12-01,2.9600000381469727
2014-12-02,3.0
2014-12-03,3.0299999713897705
2014-12-04,2.990000009536743
2014-12-05,3.109999895095825
2014-12-08,3.259999990463257
2014-12-09,3.2699999809265137
2014-12-10,3.0299999713897705
2014-12-11,3.1500000953674316
2014-12-12,3.2200000286102295
2014-12-15,3.2699999809265137
2014-12-16,3.259999990463257
2014-12-17,3.3499999046325684
2014-12-18,3.930000066757202
2014-12-19,3.990000009536743
2014-12-22,3.950000047683716
2014-12-23,3.8499999046325684
2014-12-24,3.8499999046325684
2014-12-26,4.130000114440918
2014-12-29,4.0
2014-12-30,4.010000228881836
2014-12-31,3.9700000286102295
2015-01-02,3.9800000190734863
2015-01-05,4.170000076293945
2015-01-06,3.9100000858306885
2015-01-07,4.010000228881836
2015-01-08,4.110000133514404
2015-01-09,5.289999961853027
2015-01-12,6.170000076293945
2015-01-13,5.699999809265137
2015-01-14,5.590000152587891
2015-01-15,5.320000171661377
2015-01-16,5.619999885559082
2015-01-20,5.699999809265137
2015-01-21,5.369999885559082
2015-01-22,5.25
2015-01-23,4.960000038146973
2015-01-26,5.25
2015-01-27,5.260000228881836
2015-01-28,5.059999942779541
2015-01-29,5.21999979019165
2015-01-30,5.03000020980835
2015-02-02,4.829999923706055
2015-02-03,4.630000114440918
2015-02-04,4.590000152587891
2015-02-05,4.769999980926514
2015-02-06,4.679999828338623
2015-02-09,4.849999904632568
2015-02-10,5.130000114440918
2015-02-11,4.929999828338623
2015-02-12,5.039999961853027
2015-02-13,5.03000020980835
2015-02-17,5.159999847412109
2015-02-18,5.130000114440918
2015-02-19,5.150000095367432
2015-02-20,5.199999809265137
2015-02-23,5.570000171661377
2015-02-24,5.400000095367432
2015-02-25,5.5
2015-02-26,5.039999961853027
2015-02-27,4.900000095367432
2015-03-02,4.880000114440918
2015-03-03,4.849999904632568
2015-03-04,5.090000152587891
2015-03-05,5.28000020980835
2015-03-06,5.110000133514404
2015-03-09,5.099999904632568
2015-03-10,5.21999979019165
2015-03-11,5.400000095367432
2015-03-12,5.550000190734863
2015-03-13,5.420000076293945
2015-03-16,5.360000133514404
2015-03-17,5.409999847412109
2015-03-18,5.289999961853027
2015-03-19,5.550000190734863
2015-03-20,5.400000095367432
2015-03-23,5.159999847412109
2015-03-24,5.25
2015-03-25,4.900000095367432
2015-03-26,4.679999828338623
2015-03-27,4.889999866485596
2015-03-30,5.159999847412109
2015-03-31,5.130000114440918
2015-04-01,5.28000020980835
2015-04-02,5.28000020980835
2015-04-06,5.269999980926514
2015-04-07,5.239999771118164
2015-04-08,5.429999828338623
2015-04-09,5.300000190734863
2015-04-10,5.420000076293945
2015-04-13,5.539999961853027
2015-04-14,5.539999961853027
2015-04-15,5.559999942779541
2015-04-16,5.619999885559082
2015-04-17,5.570000171661377
2015-04-20,5.739999771118164
2015-04-21,5.869999885559082
2015-04-22,6.079999923706055
2015-04-23,6.369999885559082
2015-04-24,7.119999885559082
2015-04-27,7.239999771118164
2015-04-28,6.929999828338623
2015-04-29,7.050000190734863
2015-04-30,6.610000133514404
2015-05-01,6.849999904632568
2015-05-04,6.75
2015-05-05,6.369999885559082
2015-05-06,6.630000114440918
2015-05-07,6.639999866485596
2015-05-08,6.840000152587891
2015-05-11,6.730000019073486
2015-05-12,7.099999904632568
2015-05-13,6.940000057220459
2015-05-14,7.03000020980835
2015-05-15,6.900000095367432
2015-05-18,6.800000190734863
2015-05-19,6.690000057220459
2015-05-20,6.599999904632568
2015-05-21,6.630000114440918
