,FCBP
2018-01-05,24.25
2018-01-08,24.25
2018-01-09,24.25
2018-01-10,24.25
2018-01-11,24.25
2018-01-12,24.25
2018-01-16,24.25
2018-01-17,24.25
2018-01-18,24.5
2018-01-19,24.25
2018-01-22,24.5
2018-01-23,26.0
2018-01-24,26.0
2018-01-25,26.0
2018-01-26,25.5
2018-01-29,26.399999618530273
2018-01-30,26.399999618530273
2018-01-31,25.5
2018-02-01,25.75
2018-02-02,25.8799991607666
2018-02-05,25.8799991607666
2018-02-06,25.8799991607666
2018-02-07,25.8799991607666
2018-02-08,25.8799991607666
2018-02-09,25.8799991607666
2018-02-12,25.8799991607666
2018-02-13,25.8799991607666
2018-02-14,25.8799991607666
2018-02-15,25.8799991607666
2018-02-16,25.8799991607666
2018-02-20,25.739999771118164
2018-02-21,25.739999771118164
2018-02-22,25.739999771118164
2018-02-23,25.299999237060547
2018-02-26,25.5
2018-02-27,25.5
2018-02-28,25.5
2018-03-01,25.450000762939453
2018-03-02,25.450000762939453
2018-03-05,25.450000762939453
2018-03-06,25.450000762939453
2018-03-07,25.450000762939453
2018-03-08,25.610000610351562
2018-03-09,25.600000381469727
2018-03-12,25.75
2018-03-13,26.399999618530273
2018-03-14,26.299999237060547
2018-03-15,26.25
2018-03-16,25.899999618530273
2018-03-19,26.200000762939453
2018-03-20,25.989999771118164
2018-03-21,25.959999084472656
2018-03-22,25.989999771118164
2018-03-23,25.989999771118164
2018-03-26,26.0
2018-03-27,26.0
2018-03-28,26.0
2018-03-29,25.989999771118164
2018-04-02,25.8799991607666
2018-04-03,26.0
2018-04-04,26.100000381469727
2018-04-05,26.5
2018-04-06,26.5
2018-04-09,26.5
2018-04-10,26.5
2018-04-11,26.5
2018-04-12,26.5
2018-04-13,26.799999237060547
2018-04-16,26.799999237060547
2018-04-17,26.799999237060547
2018-04-18,26.799999237060547
2018-04-19,26.799999237060547
2018-04-20,26.75
2018-04-23,26.75
2018-04-24,26.600000381469727
2018-04-25,26.549999237060547
2018-04-26,26.600000381469727
2018-04-27,26.600000381469727
2018-04-30,26.600000381469727
2018-05-01,27.0
2018-05-02,27.75
2018-05-03,27.816999435424805
2018-05-04,28.5
2018-05-07,28.989999771118164
2018-05-08,29.09000015258789
2018-05-09,29.0
2018-05-10,29.0
2018-05-11,29.0
2018-05-14,29.25
2018-05-15,29.149999618530273
2018-05-16,29.18000030517578
2018-05-17,28.969999313354492
2018-05-18,28.579999923706055
2018-05-21,28.479999542236328
2018-05-22,28.479999542236328
2018-05-23,28.479999542236328
2018-05-24,28.399999618530273
2018-05-25,28.399999618530273
2018-05-29,28.399999618530273
2018-05-30,28.350000381469727
2018-05-31,28.440000534057617
2018-06-01,28.479999542236328
2018-06-04,29.25
2018-06-05,28.950000762939453
2018-06-06,28.899999618530273
2018-06-07,28.850000381469727
2018-06-08,27.530000686645508
2018-06-11,28.799999237060547
2018-06-12,29.25
2018-06-13,30.530000686645508
2018-06-14,31.489999771118164
2018-06-15,30.850000381469727
2018-06-18,29.209999084472656
2018-06-19,28.649999618530273
2018-06-20,28.75
2018-06-21,28.670000076293945
2018-06-22,29.010000228881836
2018-06-25,28.260000228881836
2018-06-26,28.079999923706055
2018-06-27,28.229999542236328
2018-06-28,29.479999542236328
2018-06-29,30.559999465942383
2018-07-02,30.489999771118164
2018-07-03,30.59000015258789
2018-07-05,30.0
2018-07-06,30.0
2018-07-09,30.200000762939453
2018-07-10,30.5
2018-07-11,29.739999771118164
2018-07-12,30.06999969482422
2018-07-13,30.290000915527344
2018-07-16,29.799999237060547
2018-07-17,29.549999237060547
2018-07-18,29.489999771118164
2018-07-19,28.780000686645508
2018-07-20,28.989999771118164
2018-07-23,28.719999313354492
2018-07-24,28.65999984741211
2018-07-25,29.360000610351562
2018-07-26,28.760000228881836
2018-07-27,28.549999237060547
2018-07-30,28.670000076293945
2018-07-31,28.700000762939453
2018-08-01,28.549999237060547
2018-08-02,28.600000381469727
2018-08-03,28.510000228881836
2018-08-06,27.940000534057617
2018-08-07,27.68000030517578
2018-08-08,27.31999969482422
2018-08-09,27.360000610351562
2018-08-10,27.420000076293945
2018-08-13,27.079999923706055
2018-08-14,27.170000076293945
2018-08-15,26.940000534057617
2018-08-16,26.989999771118164
2018-08-17,27.1200008392334
2018-08-20,27.43000030517578
2018-08-21,27.549999237060547
2018-08-22,27.579999923706055
2018-08-23,27.65999984741211
2018-08-24,27.59000015258789
2018-08-27,27.670000076293945
2018-08-28,27.739999771118164
2018-08-29,27.350000381469727
2018-08-30,27.360000610351562
2018-08-31,27.149999618530273
2018-09-04,27.399999618530273
2018-09-05,27.579999923706055
2018-09-06,27.709999084472656
2018-09-07,27.65999984741211
2018-09-10,27.700000762939453
2018-09-11,28.139999389648438
2018-09-12,28.18000030517578
2018-09-13,28.190000534057617
2018-09-14,28.049999237060547
2018-09-17,27.75
2018-09-18,26.719999313354492
2018-09-19,27.030000686645508
2018-09-20,27.280000686645508
2018-09-21,26.959999084472656
2018-09-24,26.209999084472656
2018-09-25,26.239999771118164
2018-09-26,26.350000381469727
2018-09-27,27.469999313354492
2018-09-28,27.09000015258789
2018-10-01,27.030000686645508
2018-10-02,27.219999313354492
2018-10-03,27.1299991607666
2018-10-04,27.0
2018-10-05,26.979999542236328
2018-10-08,26.700000762939453
2018-10-09,26.530000686645508
2018-10-10,26.25
2018-10-11,26.290000915527344
2018-10-12,25.6200008392334
2018-10-15,25.5
2018-10-16,25.450000762939453
2018-10-17,24.979999542236328
2018-10-18,23.719999313354492
2018-10-19,23.450000762939453
2018-10-22,22.579999923706055
2018-10-23,22.1299991607666
2018-10-24,21.729999542236328
2018-10-25,22.0
2018-10-26,21.5
2018-10-29,21.489999771118164
2018-10-30,21.809999465942383
2018-10-31,22.5
2018-11-01,22.15999984741211
2018-11-02,22.270000457763672
2018-11-05,22.3799991607666
2018-11-06,23.75
2018-11-07,23.75
2018-11-08,23.68000030517578
2018-11-09,23.25
2018-11-12,23.25
2018-11-13,23.15999984741211
2018-11-14,23.31999969482422
2018-11-15,23.3700008392334
2018-11-16,22.850000381469727
2018-11-19,22.780000686645508
2018-11-20,22.360000610351562
2018-11-21,22.959999084472656
2018-11-23,22.299999237060547
2018-11-26,22.5
2018-11-27,22.25
2018-11-28,22.81999969482422
2018-11-29,22.520000457763672
2018-11-30,22.389999389648438
2018-12-03,22.84000015258789
2018-12-04,22.420000076293945
2018-12-06,22.770000457763672
2018-12-07,22.280000686645508
2018-12-10,22.190000534057617
2018-12-11,21.93000030517578
2018-12-12,22.309999465942383
2018-12-13,22.149999618530273
2018-12-14,21.6200008392334
2018-12-17,21.829999923706055
2018-12-18,21.600000381469727
2018-12-19,21.6299991607666
2018-12-20,21.799999237060547
2018-12-21,22.860000610351562
2018-12-24,22.510000228881836
2018-12-26,22.440000534057617
2018-12-27,22.110000610351562
2018-12-28,22.350000381469727
2018-12-31,22.600000381469727
2019-01-02,22.239999771118164
2019-01-03,21.6299991607666
2019-01-04,21.5
2019-01-07,21.600000381469727
2019-01-08,21.84000015258789
2019-01-09,21.690000534057617
2019-01-10,21.440000534057617
2019-01-11,21.43000030517578
2019-01-14,21.350000381469727
2019-01-15,21.75
2019-01-16,21.860000610351562
2019-01-17,21.5
2019-01-18,21.559999465942383
2019-01-22,21.440000534057617
2019-01-23,21.700000762939453
2019-01-24,21.5
2019-01-25,21.549999237060547
2019-01-28,21.40999984741211
2019-01-29,21.579999923706055
2019-01-30,21.200000762939453
2019-01-31,21.610000610351562
2019-02-01,21.90999984741211
2019-02-04,22.3799991607666
2019-02-05,22.459999084472656
2019-02-06,22.450000762939453
2019-02-07,22.350000381469727
2019-02-08,22.040000915527344
2019-02-11,22.100000381469727
2019-02-12,22.100000381469727
2019-02-13,21.75
2019-02-14,21.75
2019-02-15,21.739999771118164
2019-02-19,22.0
2019-02-20,22.030000686645508
2019-02-21,21.950000762939453
2019-02-22,22.030000686645508
2019-02-25,22.010000228881836
2019-02-26,22.5
2019-02-27,23.139999389648438
2019-02-28,23.299999237060547
2019-03-01,24.219999313354492
2019-03-04,23.950000762939453
2019-03-05,23.809999465942383
2019-03-06,23.43000030517578
2019-03-07,23.139999389648438
2019-03-08,22.610000610351562
2019-03-11,22.6299991607666
2019-03-12,22.299999237060547
2019-03-13,22.219999313354492
2019-03-14,22.290000915527344
2019-03-15,22.479999542236328
2019-03-18,22.31999969482422
2019-03-19,22.139999389648438
2019-03-20,22.329999923706055
2019-03-21,22.030000686645508
2019-03-22,21.5
2019-03-25,22.219999313354492
2019-03-26,21.399999618530273
2019-03-27,21.399999618530273
2019-03-28,21.700000762939453
2019-03-29,21.5
2019-04-01,21.530000686645508
2019-04-02,21.329999923706055
2019-04-03,21.3799991607666
2019-04-04,21.270000457763672
2019-04-05,21.56999969482422
2019-04-08,21.729999542236328
2019-04-09,21.299999237060547
2019-04-10,21.469999313354492
2019-04-11,21.219999313354492
2019-04-12,21.260000228881836
2019-04-15,21.170000076293945
2019-04-16,21.1299991607666
2019-04-17,20.889999389648438
2019-04-18,20.889999389648438
2019-04-22,20.549999237060547
2019-04-23,21.0
2019-04-24,20.579999923706055
2019-04-25,20.8799991607666
2019-04-26,20.729999542236328
2019-04-29,21.25
2019-04-30,21.260000228881836
2019-05-01,21.25
2019-05-02,21.5
2019-05-03,22.0
2019-05-06,21.90999984741211
2019-05-07,21.81999969482422
2019-05-08,21.600000381469727
2019-05-09,21.610000610351562
2019-05-10,21.809999465942383
2019-05-13,21.540000915527344
2019-05-14,21.81999969482422
2019-05-15,21.790000915527344
2019-05-16,21.780000686645508
2019-05-17,21.40999984741211
2019-05-20,21.700000762939453
2019-05-21,21.68000030517578
2019-05-22,21.68000030517578
2019-05-23,21.600000381469727
2019-05-24,21.690000534057617
2019-05-28,21.559999465942383
2019-05-29,21.420000076293945
2019-05-30,21.719999313354492
2019-05-31,21.729999542236328
2019-06-03,21.510000228881836
2019-06-04,21.479999542236328
2019-06-05,21.299999237060547
2019-06-06,21.100000381469727
2019-06-07,20.940000534057617
2019-06-10,21.200000762939453
2019-06-11,21.170000076293945
2019-06-12,21.040000915527344
2019-06-13,21.170000076293945
2019-06-14,21.079999923706055
2019-06-17,21.299999237060547
2019-06-18,21.260000228881836
2019-06-19,21.280000686645508
2019-06-20,21.329999923706055
2019-06-21,21.190000534057617
2019-06-24,21.299999237060547
2019-06-25,21.31999969482422
2019-06-26,21.299999237060547
2019-06-27,22.56999969482422
2019-06-28,22.739999771118164
2019-07-01,22.700000762939453
2019-07-02,22.549999237060547
2019-07-03,22.549999237060547
2019-07-05,22.579999923706055
2019-07-08,22.700000762939453
2019-07-09,22.649999618530273
2019-07-10,22.549999237060547
2019-07-11,22.649999618530273
2019-07-12,22.700000762939453
2019-07-15,22.479999542236328
2019-07-16,22.829999923706055
2019-07-17,22.889999389648438
2019-07-18,22.899999618530273
2019-07-19,22.760000228881836
2019-07-22,22.780000686645508
2019-07-23,22.6200008392334
2019-07-24,22.600000381469727
2019-07-25,22.18000030517578
2019-07-26,22.510000228881836
2019-07-29,22.5
2019-07-30,22.040000915527344
2019-07-31,22.200000762939453
2019-08-01,22.09000015258789
2019-08-02,22.100000381469727
2019-08-05,21.049999237060547
2019-08-06,21.290000915527344
2019-08-07,21.229999542236328
2019-08-08,21.1200008392334
2019-08-09,21.1200008392334
2019-08-12,21.309999465942383
2019-08-13,21.700000762939453
2019-08-14,21.139999389648438
2019-08-15,21.079999923706055
2019-08-16,21.90999984741211
2019-08-19,21.8700008392334
2019-08-20,21.110000610351562
2019-08-21,21.170000076293945
2019-08-22,21.030000686645508
2019-08-23,20.15999984741211
2019-08-26,20.59000015258789
2019-08-27,20.360000610351562
2019-08-28,20.5
2019-08-29,20.489999771118164
2019-08-30,20.940000534057617
2019-09-03,20.31999969482422
2019-09-04,20.309999465942383
2019-09-05,20.405000686645508
2019-09-06,20.25
2019-09-09,20.670000076293945
2019-09-10,20.860000610351562
2019-09-11,21.549999237060547
2019-09-12,21.549999237060547
2019-09-13,22.049999237060547
2019-09-16,21.809999465942383
2019-09-17,22.329999923706055
2019-09-18,21.290000915527344
2019-09-19,21.139999389648438
2019-09-20,21.020000457763672
2019-09-23,21.1299991607666
2019-09-24,21.34000015258789
2019-09-25,21.5
2019-09-26,21.600000381469727
2019-09-27,21.360000610351562
2019-09-30,21.31999969482422
2019-10-01,21.040000915527344
2019-10-02,20.600000381469727
2019-10-03,20.65999984741211
2019-10-04,21.0
2019-10-07,21.299999237060547
2019-10-08,21.100000381469727
2019-10-09,21.0
2019-10-10,21.030000686645508
2019-10-11,21.219999313354492
2019-10-14,20.81999969482422
2019-10-15,20.93000030517578
2019-10-16,21.09000015258789
2019-10-17,21.270000457763672
2019-10-18,21.06999969482422
2019-10-21,21.25
2019-10-22,21.579999923706055
2019-10-23,21.579999923706055
2019-10-24,21.459999084472656
2019-10-25,21.6200008392334
2019-10-28,21.75
2019-10-29,22.170000076293945
2019-10-30,22.479999542236328
2019-10-31,22.360000610351562
2019-11-01,22.850000381469727
2019-11-04,22.829999923706055
2019-11-05,22.719999313354492
2019-11-06,22.760000228881836
2019-11-07,23.219999313354492
2019-11-08,23.079999923706055
2019-11-11,23.280000686645508
2019-11-12,23.0
2019-11-13,22.700000762939453
2019-11-14,22.700000762939453
2019-11-15,22.799999237060547
2019-11-18,22.799999237060547
2019-11-19,22.700000762939453
2019-11-20,22.549999237060547
2019-11-21,22.5
2019-11-22,22.770000457763672
2019-11-25,23.06999969482422
2019-11-26,22.719999313354492
2019-11-27,22.799999237060547
2019-11-29,22.760000228881836
