,FCBP
2019-12-02,22.670000076293945
2019-12-03,22.75
2019-12-04,22.899999618530273
2019-12-05,23.049999237060547
2019-12-06,22.940000534057617
2019-12-09,23.1200008392334
2019-12-10,23.739999771118164
2019-12-11,24.0
2019-12-12,24.450000762939453
2019-12-13,25.920000076293945
2019-12-16,26.75
2019-12-17,26.579999923706055
2019-12-18,26.450000762939453
2019-12-19,26.290000915527344
2019-12-20,26.3799991607666
2019-12-23,26.360000610351562
2019-12-24,26.190000534057617
2019-12-26,26.079999923706055
2019-12-27,26.290000915527344
2019-12-30,26.389999389648438
2019-12-31,26.959999084472656
2020-01-02,27.200000762939453
2020-01-03,26.6200008392334
2020-01-06,26.90999984741211
2020-01-07,26.34000015258789
2020-01-08,26.139999389648438
2020-01-09,26.280000686645508
2020-01-10,25.809999465942383
2020-01-13,25.84000015258789
2020-01-14,25.520000457763672
2020-01-15,25.81999969482422
2020-01-16,25.8799991607666
2020-01-17,25.8799991607666
2020-01-21,25.8799991607666
2020-01-22,25.6200008392334
2020-01-23,25.84000015258789
2020-01-24,25.75
2020-01-27,25.059999465942383
2020-01-28,25.700000762939453
2020-01-29,25.739999771118164
2020-01-30,25.59000015258789
2020-01-31,24.34000015258789
2020-02-03,24.649999618530273
2020-02-04,25.100000381469727
2020-02-05,24.299999237060547
2020-02-06,23.989999771118164
2020-02-07,24.200000762939453
2020-02-10,24.06999969482422
2020-02-11,24.1299991607666
2020-02-12,24.610000610351562
2020-02-13,24.709999084472656
2020-02-14,24.5
2020-02-18,24.399999618530273
2020-02-19,24.100000381469727
2020-02-20,24.149999618530273
2020-02-21,23.780000686645508
2020-02-24,23.950000762939453
2020-02-25,24.15999984741211
2020-02-26,24.149999618530273
2020-02-27,23.190000534057617
2020-02-28,22.649999618530273
2020-03-02,22.959999084472656
2020-03-03,22.200000762939453
2020-03-04,22.399999618530273
2020-03-05,22.850000381469727
2020-03-06,22.0
2020-03-09,20.170000076293945
2020-03-10,20.34000015258789
2020-03-11,19.760000228881836
2020-03-12,16.020000457763672
2020-03-13,21.100000381469727
2020-03-16,16.850000381469727
2020-03-17,16.920000076293945
2020-03-18,15.579999923706055
2020-03-19,15.119999885559082
2020-03-20,13.15999984741211
2020-03-23,12.140000343322754
2020-03-24,13.760000228881836
2020-03-25,15.1899995803833
2020-03-26,15.5
2020-03-27,13.760000228881836
2020-03-30,16.299999237060547
2020-03-31,15.010000228881836
2020-04-01,12.170000076293945
2020-04-02,12.640000343322754
2020-04-03,11.90999984741211
2020-04-06,13.119999885559082
2020-04-07,12.699999809265137
2020-04-08,13.800000190734863
2020-04-09,15.40999984741211
2020-04-13,15.239999771118164
2020-04-14,15.420000076293945
2020-04-15,13.779999732971191
2020-04-16,13.020000457763672
2020-04-17,14.729999542236328
2020-04-20,13.819999694824219
2020-04-21,13.539999961853027
2020-04-22,14.890000343322754
2020-04-23,13.6899995803833
2020-04-24,14.119999885559082
2020-04-27,14.680000305175781
2020-04-28,14.789999961853027
2020-04-29,15.899999618530273
2020-04-30,15.220000267028809
2020-05-01,14.140000343322754
2020-05-04,14.760000228881836
2020-05-05,13.760000228881836
2020-05-06,13.390000343322754
2020-05-07,13.6899995803833
2020-05-08,13.949999809265137
2020-05-11,13.329999923706055
2020-05-12,12.850000381469727
2020-05-13,12.84000015258789
2020-05-14,13.079999923706055
2020-05-15,13.760000228881836
2020-05-18,14.119999885559082
2020-05-19,14.050000190734863
2020-05-20,14.170000076293945
2020-05-21,14.010000228881836
2020-05-22,14.09000015258789
2020-05-26,14.039999961853027
2020-05-27,14.420000076293945
2020-05-28,14.390000343322754
2020-05-29,14.050000190734863
2020-06-01,14.199999809265137
2020-06-02,14.5600004196167
2020-06-03,15.0
2020-06-04,16.3700008392334
2020-06-05,17.1200008392334
2020-06-08,17.93000030517578
2020-06-09,18.649999618530273
2020-06-10,17.100000381469727
2020-06-11,14.505000114440918
2020-06-12,15.369999885559082
2020-06-15,14.989999771118164
2020-06-16,15.399999618530273
2020-06-17,15.010000228881836
2020-06-18,14.890000343322754
2020-06-19,14.84000015258789
2020-06-22,15.600000381469727
2020-06-23,15.039999961853027
2020-06-24,14.4399995803833
2020-06-25,15.140000343322754
2020-06-26,16.399999618530273
2020-06-29,15.739999771118164
2020-06-30,16.3799991607666
2020-07-01,16.270000457763672
2020-07-02,16.030000686645508
2020-07-06,15.670000076293945
2020-07-07,15.25
2020-07-08,15.069999694824219
2020-07-09,14.6899995803833
2020-07-10,15.199999809265137
2020-07-13,15.079999923706055
2020-07-14,15.1899995803833
2020-07-15,15.470000267028809
2020-07-16,16.0
2020-07-17,15.520000457763672
2020-07-20,15.119999885559082
2020-07-21,15.720000267028809
2020-07-22,15.449999809265137
2020-07-23,15.59000015258789
2020-07-24,15.979999542236328
2020-07-27,15.470000267028809
2020-07-28,15.510000228881836
2020-07-29,15.710000038146973
2020-07-30,15.300000190734863
2020-07-31,15.130000114440918
2020-08-03,15.09000015258789
2020-08-04,15.039999961853027
2020-08-05,15.039999961853027
2020-08-06,14.899999618530273
2020-08-07,15.300000190734863
2020-08-10,15.760000228881836
2020-08-11,15.600000381469727
2020-08-12,15.640000343322754
2020-08-13,15.720000267028809
2020-08-14,15.800000190734863
2020-08-17,15.739999771118164
2020-08-18,15.890000343322754
2020-08-19,15.640000343322754
2020-08-20,15.180000305175781
2020-08-21,14.84000015258789
2020-08-24,14.5600004196167
2020-08-25,14.550000190734863
2020-08-26,14.25
2020-08-27,14.270000457763672
2020-08-28,14.289999961853027
2020-08-31,14.149999618530273
2020-09-01,14.75
2020-09-02,14.569999694824219
2020-09-03,15.260000228881836
2020-09-04,14.859999656677246
2020-09-08,14.229999542236328
2020-09-09,14.25
2020-09-10,14.25
2020-09-11,14.1899995803833
2020-09-14,14.399999618530273
2020-09-15,14.0600004196167
2020-09-16,13.989999771118164
2020-09-17,14.050000190734863
2020-09-18,13.850000381469727
2020-09-21,13.539999961853027
2020-09-22,13.319999694824219
2020-09-23,12.760000228881836
2020-09-24,12.819999694824219
2020-09-25,12.829999923706055
2020-09-28,13.140000343322754
2020-09-29,13.359999656677246
2020-09-30,13.289999961853027
2020-10-01,13.289999961853027
2020-10-02,13.880000114440918
2020-10-05,14.100000381469727
2020-10-06,13.710000038146973
2020-10-07,14.010000228881836
2020-10-08,13.5600004196167
2020-10-09,13.989999771118164
2020-10-12,14.25
2020-10-13,13.979999542236328
2020-10-14,13.649999618530273
2020-10-15,14.100000381469727
2020-10-16,14.029999732971191
2020-10-19,13.850000381469727
2020-10-20,14.140000343322754
2020-10-21,14.300000190734863
2020-10-22,14.020000457763672
2020-10-23,14.350000381469727
2020-10-26,14.600000381469727
2020-10-27,14.40999984741211
2020-10-28,13.960000038146973
2020-10-29,14.40999984741211
2020-10-30,14.079999923706055
2020-11-02,14.385000228881836
2020-11-03,14.84000015258789
2020-11-04,14.350000381469727
2020-11-05,14.154999732971191
2020-11-06,14.119999885559082
2020-11-09,15.59000015258789
2020-11-10,15.850000381469727
2020-11-11,16.09000015258789
2020-11-12,15.899999618530273
2020-11-13,16.329999923706055
2020-11-16,17.459999084472656
2020-11-17,17.299999237060547
2020-11-18,16.6200008392334
2020-11-19,16.639999389648438
2020-11-20,16.5
2020-11-23,16.8799991607666
2020-11-24,17.34000015258789
2020-11-25,17.299999237060547
2020-11-27,17.25
2020-11-30,16.530000686645508
2020-12-01,16.649999618530273
2020-12-02,16.670000076293945
2020-12-03,16.809999465942383
2020-12-04,17.170000076293945
2020-12-07,17.030000686645508
2020-12-08,17.899999618530273
2020-12-09,17.84000015258789
2020-12-10,18.40999984741211
2020-12-11,17.780000686645508
2020-12-14,17.81999969482422
2020-12-15,18.06999969482422
2020-12-16,17.690000534057617
2020-12-17,17.860000610351562
2020-12-18,16.84000015258789
2020-12-21,16.959999084472656
2020-12-22,16.899999618530273
2020-12-23,17.100000381469727
2020-12-24,16.8799991607666
2020-12-28,17.719999313354492
2020-12-29,17.75
2020-12-30,18.0
2020-12-31,18.489999771118164
2021-01-04,18.399999618530273
2021-01-05,18.0
2021-01-06,19.049999237060547
2021-01-07,19.329999923706055
2021-01-08,19.260000228881836
2021-01-11,19.639999389648438
2021-01-12,20.139999389648438
2021-01-13,19.31999969482422
2021-01-14,19.8700008392334
2021-01-15,19.399999618530273
2021-01-19,19.690000534057617
2021-01-20,19.3700008392334
2021-01-21,19.3700008392334
2021-01-22,19.389999389648438
2021-01-25,18.950000762939453
2021-01-26,19.540000915527344
2021-01-27,19.34000015258789
2021-01-28,19.110000610351562
2021-01-29,19.65999984741211
2021-02-01,18.979999542236328
2021-02-02,19.020000457763672
2021-02-03,19.020000457763672
2021-02-04,19.25
2021-02-05,19.079999923706055
2021-02-08,20.0
2021-02-09,20.110000610351562
2021-02-10,20.979999542236328
2021-02-11,20.489999771118164
2021-02-12,20.59000015258789
2021-02-16,21.06999969482422
2021-02-17,20.5
2021-02-18,20.0
2021-02-19,19.950000762939453
2021-02-22,20.100000381469727
2021-02-23,19.959999084472656
2021-02-24,20.65999984741211
2021-02-25,19.65999984741211
2021-02-26,19.790000915527344
2021-03-01,20.719999313354492
2021-03-02,21.170000076293945
2021-03-03,23.010000228881836
2021-03-04,22.079999923706055
2021-03-05,23.18000030517578
2021-03-08,24.209999084472656
2021-03-09,23.760000228881836
2021-03-10,24.329999923706055
2021-03-11,23.799999237060547
2021-03-12,24.059999465942383
2021-03-15,23.84000015258789
2021-03-16,23.270000457763672
2021-03-17,23.459999084472656
2021-03-18,24.0
2021-03-19,25.31999969482422
2021-03-22,24.649999618530273
2021-03-23,24.25
2021-03-24,24.049999237060547
2021-03-25,24.3700008392334
2021-03-26,24.719999313354492
2021-03-29,24.399999618530273
2021-03-30,24.649999618530273
2021-03-31,24.309999465942383
2021-04-01,24.239999771118164
2021-04-05,24.299999237060547
2021-04-06,24.440000534057617
2021-04-07,24.290000915527344
2021-04-08,24.579999923706055
2021-04-09,24.610000610351562
2021-04-12,24.329999923706055
2021-04-13,24.440000534057617
2021-04-14,24.420000076293945
2021-04-15,24.549999237060547
2021-04-16,24.450000762939453
2021-04-19,24.43000030517578
2021-04-20,24.309999465942383
2021-04-21,24.309999465942383
2021-04-22,24.31999969482422
2021-04-23,24.75
2021-04-26,24.299999237060547
2021-04-27,30.920000076293945
2021-04-28,31.459999084472656
2021-04-29,31.899999618530273
2021-04-30,32.02000045776367
2021-05-03,32.34000015258789
2021-05-04,32.08000183105469
2021-05-05,32.279998779296875
2021-05-06,33.0
2021-05-07,32.68000030517578
2021-05-10,32.2599983215332
2021-05-11,32.369998931884766
2021-05-12,31.34000015258789
2021-05-13,32.209999084472656
2021-05-14,32.400001525878906
