,ARDS
2018-12-19,8.800000190734863
2018-12-20,8.0
2018-12-21,7.960000038146973
2018-12-24,9.859999656677246
2018-12-26,9.479999542236328
2018-12-27,10.329999923706055
2018-12-28,10.300000190734863
2018-12-31,11.09000015258789
2019-01-02,10.5
2019-01-03,10.079999923706055
2019-01-04,10.0
2019-01-07,9.989999771118164
2019-01-08,9.5
2019-01-09,9.75
2019-01-10,9.880000114440918
2019-01-11,9.600000381469727
2019-01-14,9.270000457763672
2019-01-15,8.800000190734863
2019-01-16,8.550000190734863
2019-01-17,8.8100004196167
2019-01-18,9.010000228881836
2019-01-22,8.720000267028809
2019-01-23,8.710000038146973
2019-01-24,8.710000038146973
2019-01-25,8.699999809265137
2019-01-28,8.9399995803833
2019-01-29,8.449999809265137
2019-01-30,9.149999618530273
2019-01-31,8.359999656677246
2019-02-01,8.149999618530273
2019-02-04,8.239999771118164
2019-02-05,9.050000190734863
2019-02-06,8.619999885559082
2019-02-07,8.949999809265137
2019-02-08,8.550000190734863
2019-02-11,8.569999694824219
2019-02-12,8.899999618530273
2019-02-13,8.720000267028809
2019-02-14,8.470000267028809
2019-02-15,8.460000038146973
2019-02-19,8.460000038146973
2019-02-20,8.199999809265137
2019-02-21,8.3100004196167
2019-02-22,8.699999809265137
2019-02-25,8.949999809265137
2019-02-26,8.739999771118164
2019-02-27,8.75
2019-02-28,8.680000305175781
2019-03-01,8.630000114440918
2019-03-04,8.850000381469727
2019-03-05,8.729999542236328
2019-03-06,8.699999809265137
2019-03-07,8.710000038146973
2019-03-08,8.880000114440918
2019-03-11,10.300000190734863
2019-03-12,8.920000076293945
2019-03-13,8.960000038146973
2019-03-14,9.180000305175781
2019-03-15,9.350000381469727
2019-03-18,10.100000381469727
2019-03-19,10.5600004196167
2019-03-20,10.600000381469727
2019-03-21,10.100000381469727
2019-03-22,11.59000015258789
2019-03-25,10.630000114440918
2019-03-26,10.399999618530273
2019-03-27,11.59000015258789
2019-03-28,10.5600004196167
2019-03-29,11.399999618530273
2019-04-01,10.649999618530273
2019-04-02,11.100000381469727
2019-04-03,10.829999923706055
2019-04-04,10.84000015258789
2019-04-05,11.300000190734863
2019-04-08,11.329999923706055
2019-04-09,10.229999542236328
2019-04-10,10.149999618530273
2019-04-11,10.100000381469727
2019-04-12,10.130000114440918
2019-04-15,10.699999809265137
2019-04-16,9.850000381469727
2019-04-17,9.779999732971191
2019-04-18,9.649999618530273
2019-04-22,9.649999618530273
2019-04-23,10.09000015258789
2019-04-24,10.449999809265137
2019-04-25,10.069999694824219
2019-04-26,10.0
2019-04-29,9.899999618530273
2019-04-30,8.8100004196167
2019-05-01,9.5
2019-05-02,10.289999961853027
2019-05-03,9.65999984741211
2019-05-06,9.609999656677246
2019-05-07,9.779999732971191
2019-05-08,10.100000381469727
2019-05-09,9.199999809265137
2019-05-10,9.210000038146973
2019-05-13,9.569999694824219
2019-05-14,9.760000228881836
2019-05-15,9.399999618530273
2019-05-16,9.399999618530273
2019-05-17,9.399999618530273
2019-05-20,9.399999618530273
2019-05-21,9.039999961853027
2019-05-22,9.039999961853027
2019-05-23,9.270000457763672
2019-05-24,9.319999694824219
2019-05-28,9.199999809265137
2019-05-29,9.449999809265137
2019-05-30,9.449999809265137
2019-05-31,8.699999809265137
2019-06-03,9.0
2019-06-04,9.029999732971191
2019-06-05,8.369999885559082
2019-06-06,8.800000190734863
2019-06-07,9.15999984741211
2019-06-10,8.569999694824219
2019-06-11,8.5
2019-06-12,7.429999828338623
2019-06-13,7.78000020980835
2019-06-14,7.159999847412109
2019-06-17,7.099999904632568
2019-06-18,7.239999771118164
2019-06-19,7.329999923706055
2019-06-20,10.800000190734863
2019-06-21,11.34000015258789
2019-06-24,11.119999885559082
2019-06-25,11.100000381469727
2019-06-26,11.09000015258789
2019-06-27,10.699999809265137
2019-06-28,10.170000076293945
2019-07-01,10.569999694824219
2019-07-02,10.569999694824219
2019-07-03,10.619999885559082
2019-07-05,10.300000190734863
2019-07-08,10.279999732971191
2019-07-09,10.329999923706055
2019-07-10,10.300000190734863
2019-07-11,10.010000228881836
2019-07-12,9.75
2019-07-15,10.3100004196167
2019-07-16,10.3100004196167
2019-07-17,10.3100004196167
2019-07-18,9.8100004196167
2019-07-19,9.8100004196167
2019-07-22,9.800000190734863
2019-07-23,9.4399995803833
2019-07-24,9.479999542236328
2019-07-25,9.420000076293945
2019-07-26,9.4399995803833
2019-07-29,9.539999961853027
2019-07-30,10.109999656677246
2019-07-31,8.699999809265137
2019-08-01,7.800000190734863
2019-08-02,8.449999809265137
2019-08-05,8.020000457763672
2019-08-06,8.460000038146973
2019-08-07,8.15999984741211
2019-08-08,8.449999809265137
2019-08-09,8.430000305175781
2019-08-12,8.390000343322754
2019-08-13,8.380000114440918
2019-08-14,8.380000114440918
2019-08-15,7.519999980926514
2019-08-16,7.75
2019-08-19,7.980000019073486
2019-08-20,7.650000095367432
2019-08-21,8.029999732971191
2019-08-22,7.710000038146973
2019-08-23,8.25
2019-08-26,11.180000305175781
2019-08-27,11.989999771118164
2019-08-28,11.5
2019-08-29,11.630000114440918
2019-08-30,11.680000305175781
2019-09-03,10.90999984741211
2019-09-04,11.729999542236328
2019-09-05,12.199999809265137
2019-09-06,11.380000114440918
2019-09-09,10.770000457763672
2019-09-10,10.510000228881836
2019-09-11,8.149999618530273
2019-09-12,8.229999542236328
2019-09-13,8.579999923706055
2019-09-16,8.359999656677246
2019-09-17,7.699999809265137
2019-09-18,7.559999942779541
2019-09-19,7.599999904632568
2019-09-20,7.409999847412109
2019-09-23,7.420000076293945
2019-09-24,7.130000114440918
2019-09-25,6.699999809265137
2019-09-26,6.699999809265137
2019-09-27,6.570000171661377
2019-09-30,6.730000019073486
2019-10-01,7.099999904632568
2019-10-02,6.690000057220459
2019-10-03,6.75
2019-10-04,6.769999980926514
2019-10-07,6.670000076293945
2019-10-08,6.199999809265137
2019-10-09,5.75
2019-10-10,5.949999809265137
2019-10-11,5.699999809265137
2019-10-14,5.710000038146973
2019-10-15,5.559999942779541
2019-10-16,6.159999847412109
2019-10-17,6.099999904632568
2019-10-18,6.099999904632568
2019-10-21,6.059999942779541
2019-10-22,6.199999809265137
2019-10-23,6.050000190734863
2019-10-24,5.900000095367432
2019-10-25,5.579999923706055
2019-10-28,5.699999809265137
2019-10-29,5.550000190734863
2019-10-30,5.320000171661377
2019-10-31,5.050000190734863
2019-11-01,5.420000076293945
2019-11-04,5.349999904632568
2019-11-05,5.25
2019-11-06,5.170000076293945
2019-11-07,5.159999847412109
2019-11-08,5.159999847412109
2019-11-11,5.389999866485596
2019-11-12,5.130000114440918
2019-11-13,5.0
2019-11-14,5.0
2019-11-15,4.550000190734863
2019-11-18,4.820000171661377
2019-11-19,5.179999828338623
2019-11-20,5.230000019073486
2019-11-21,4.900000095367432
2019-11-22,5.110000133514404
2019-11-25,5.329999923706055
2019-11-26,5.369999885559082
2019-11-27,5.139999866485596
2019-11-29,5.5
2019-12-02,5.03000020980835
2019-12-03,4.75
2019-12-04,4.800000190734863
2019-12-05,5.239999771118164
2019-12-06,5.050000190734863
2019-12-09,4.96999979019165
2019-12-10,4.679999828338623
2019-12-11,4.550000190734863
2019-12-12,4.550000190734863
2019-12-13,4.610000133514404
2019-12-16,4.5
2019-12-17,4.400000095367432
2019-12-18,4.260000228881836
2019-12-19,4.190000057220459
2019-12-20,4.199999809265137
2019-12-23,4.159999847412109
2019-12-24,4.28000020980835
2019-12-26,4.400000095367432
2019-12-27,4.199999809265137
2019-12-30,5.28000020980835
2019-12-31,4.449999809265137
2020-01-02,4.550000190734863
2020-01-03,4.699999809265137
2020-01-06,5.940000057220459
2020-01-07,5.28000020980835
2020-01-08,5.429999828338623
2020-01-09,6.25
2020-01-10,7.090000152587891
2020-01-13,6.869999885559082
2020-01-14,7.130000114440918
2020-01-15,7.579999923706055
2020-01-16,7.369999885559082
2020-01-17,7.409999847412109
2020-01-21,8.300000190734863
2020-01-22,7.579999923706055
2020-01-23,7.409999847412109
2020-01-24,7.610000133514404
2020-01-27,6.789999961853027
2020-01-28,6.619999885559082
2020-01-29,7.199999809265137
2020-01-30,7.090000152587891
2020-01-31,6.909999847412109
2020-02-03,6.199999809265137
2020-02-04,6.96999979019165
2020-02-05,6.769999980926514
2020-02-06,6.369999885559082
2020-02-07,6.320000171661377
2020-02-10,6.110000133514404
2020-02-11,6.110000133514404
2020-02-12,5.730000019073486
2020-02-13,5.739999771118164
2020-02-14,5.829999923706055
2020-02-18,6.150000095367432
2020-02-19,7.570000171661377
2020-02-20,7.53000020980835
2020-02-21,7.389999866485596
2020-02-24,7.659999847412109
2020-02-25,7.300000190734863
2020-02-26,7.400000095367432
2020-02-27,6.760000228881836
2020-02-28,6.739999771118164
2020-03-02,7.389999866485596
2020-03-03,7.25
2020-03-04,7.099999904632568
2020-03-05,6.659999847412109
2020-03-06,6.369999885559082
2020-03-09,7.230000019073486
2020-03-10,6.130000114440918
2020-03-11,5.760000228881836
2020-03-12,5.5
2020-03-13,5.25
2020-03-16,4.539999961853027
2020-03-17,4.889999866485596
2020-03-18,4.340000152587891
2020-03-19,4.550000190734863
2020-03-20,5.570000171661377
2020-03-23,5.550000190734863
2020-03-24,5.239999771118164
2020-03-25,4.949999809265137
2020-03-26,5.5
2020-03-27,5.809999942779541
2020-03-30,5.800000190734863
2020-03-31,5.769999980926514
2020-04-01,5.320000171661377
2020-04-02,5.239999771118164
2020-04-03,5.699999809265137
2020-04-06,5.570000171661377
2020-04-07,5.900000095367432
2020-04-08,5.789999961853027
2020-04-09,6.25
2020-04-13,6.460000038146973
2020-04-14,6.110000133514404
2020-04-15,6.110000133514404
2020-04-16,6.400000095367432
2020-04-17,6.019999980926514
2020-04-20,6.0
2020-04-21,5.900000095367432
2020-04-22,5.900000095367432
2020-04-23,6.369999885559082
2020-04-24,6.369999885559082
2020-04-27,6.099999904632568
2020-04-28,6.050000190734863
2020-04-29,5.920000076293945
2020-04-30,6.400000095367432
2020-05-01,6.03000020980835
2020-05-04,7.400000095367432
2020-05-05,8.210000038146973
2020-05-06,8.600000381469727
2020-05-07,8.710000038146973
2020-05-08,8.970000267028809
2020-05-11,8.359999656677246
2020-05-12,8.550000190734863
2020-05-13,7.730000019073486
2020-05-14,6.96999979019165
2020-05-15,8.600000381469727
2020-05-18,8.5
2020-05-19,8.489999771118164
2020-05-20,8.510000228881836
2020-05-21,7.730000019073486
2020-05-22,8.399999618530273
2020-05-26,8.399999618530273
2020-05-27,8.0
2020-05-28,6.409999847412109
2020-05-29,6.949999809265137
2020-06-01,6.860000133514404
2020-06-02,7.300000190734863
2020-06-03,7.019999980926514
2020-06-04,6.730000019073486
2020-06-05,6.75
2020-06-08,6.900000095367432
2020-06-09,6.449999809265137
2020-06-10,6.079999923706055
2020-06-11,6.139999866485596
2020-06-12,6.380000114440918
2020-06-15,6.429999828338623
2020-06-16,6.690000057220459
2020-06-17,7.050000190734863
2020-06-18,7.579999923706055
2020-06-19,7.139999866485596
2020-06-22,6.929999828338623
2020-06-23,6.25
2020-06-24,6.159999847412109
2020-06-25,6.599999904632568
2020-06-26,7.0
2020-06-29,6.730000019073486
2020-06-30,6.630000114440918
2020-07-01,6.590000152587891
2020-07-02,6.329999923706055
2020-07-06,6.5
2020-07-07,6.349999904632568
2020-07-08,6.400000095367432
2020-07-09,6.409999847412109
2020-07-10,6.5
2020-07-13,7.610000133514404
2020-07-14,7.079999923706055
2020-07-15,6.630000114440918
2020-07-16,7.059999942779541
2020-07-17,6.860000133514404
2020-07-20,7.360000133514404
2020-07-21,7.21999979019165
2020-07-22,6.920000076293945
2020-07-23,6.760000228881836
2020-07-24,7.090000152587891
2020-07-27,6.880000114440918
2020-07-28,6.900000095367432
2020-07-29,6.940000057220459
2020-07-30,7.090000152587891
2020-07-31,7.0
2020-08-03,6.869999885559082
2020-08-04,7.179999828338623
2020-08-05,7.099999904632568
2020-08-06,7.119999885559082
2020-08-07,7.230000019073486
2020-08-10,7.599999904632568
2020-08-11,7.179999828338623
2020-08-12,6.900000095367432
2020-08-13,6.840000152587891
2020-08-14,6.409999847412109
2020-08-17,6.539999961853027
2020-08-18,6.760000228881836
2020-08-19,6.71999979019165
2020-08-20,6.449999809265137
2020-08-21,6.409999847412109
2020-08-24,6.519999980926514
2020-08-25,6.760000228881836
2020-08-26,7.300000190734863
2020-08-27,7.019999980926514
2020-08-28,7.300000190734863
2020-08-31,7.0
2020-09-01,7.21999979019165
2020-09-02,7.75
2020-09-03,7.25
2020-09-04,6.940000057220459
2020-09-08,7.699999809265137
2020-09-09,7.199999809265137
2020-09-10,6.889999866485596
2020-09-11,6.800000190734863
2020-09-14,7.099999904632568
2020-09-15,7.090000152587891
2020-09-16,7.389999866485596
2020-09-17,7.110000133514404
2020-09-18,7.340000152587891
2020-09-21,6.900000095367432
2020-09-22,7.130000114440918
2020-09-23,6.619999885559082
2020-09-24,7.340000152587891
2020-09-25,7.190000057220459
2020-09-28,7.159999847412109
2020-09-29,7.199999809265137
2020-09-30,7.079999923706055
2020-10-01,7.5
2020-10-02,7.5
2020-10-05,8.010000228881836
2020-10-06,7.889999866485596
2020-10-07,7.650000095367432
2020-10-08,7.5
2020-10-09,7.429999828338623
2020-10-12,7.539999961853027
2020-10-13,7.440000057220459
2020-10-14,7.420000076293945
2020-10-15,7.849999904632568
2020-10-16,7.710000038146973
2020-10-19,7.769999980926514
2020-10-20,7.730000019073486
2020-10-21,7.78000020980835
2020-10-22,7.650000095367432
2020-10-23,7.769999980926514
2020-10-26,7.340000152587891
2020-10-27,7.0
2020-10-28,6.380000114440918
2020-10-29,6.480000019073486
2020-10-30,6.190000057220459
2020-11-02,6.360000133514404
2020-11-03,6.510000228881836
2020-11-04,6.619999885559082
2020-11-05,6.53000020980835
2020-11-06,6.800000190734863
2020-11-09,6.730000019073486
2020-11-10,6.53000020980835
2020-11-11,6.75
2020-11-12,6.650000095367432
2020-11-13,7.099999904632568
2020-11-16,7.010000228881836
2020-11-17,6.769999980926514
2020-11-18,6.820000171661377
2020-11-19,6.869999885559082
2020-11-20,7.210000038146973
2020-11-23,6.849999904632568
2020-11-24,6.840000152587891
2020-11-25,7.010000228881836
2020-11-27,6.829999923706055
2020-11-30,6.840000152587891
2020-12-01,6.519999980926514
2020-12-02,6.25
2020-12-03,6.159999847412109
2020-12-04,6.829999923706055
2020-12-07,7.139999866485596
2020-12-08,7.110000133514404
2020-12-09,7.329999923706055
2020-12-10,7.139999866485596
2020-12-11,7.369999885559082
2020-12-14,7.679999828338623
2020-12-15,7.059999942779541
2020-12-16,7.099999904632568
2020-12-17,6.889999866485596
2020-12-18,6.699999809265137
2020-12-21,6.480000019073486
2020-12-22,6.460000038146973
2020-12-23,6.550000190734863
2020-12-24,6.480000019073486
2020-12-28,6.420000076293945
2020-12-29,6.170000076293945
2020-12-30,6.110000133514404
2020-12-31,6.070000171661377
2021-01-04,6.039999961853027
2021-01-05,6.400000095367432
2021-01-06,6.079999923706055
2021-01-07,6.0
2021-01-08,6.25
2021-01-11,6.369999885559082
2021-01-12,6.690000057220459
2021-01-13,6.869999885559082
2021-01-14,6.980000019073486
2021-01-15,7.099999904632568
2021-01-19,7.110000133514404
2021-01-20,7.25
2021-01-21,7.010000228881836
2021-01-22,6.889999866485596
2021-01-25,7.010000228881836
2021-01-26,7.119999885559082
2021-01-27,6.650000095367432
2021-01-28,6.590000152587891
2021-01-29,7.019999980926514
2021-02-01,7.119999885559082
2021-02-02,7.130000114440918
2021-02-03,7.139999866485596
2021-02-04,7.070000171661377
2021-02-05,7.059999942779541
2021-02-08,7.269999980926514
2021-02-09,7.71999979019165
2021-02-10,7.760000228881836
2021-02-11,7.949999809265137
2021-02-12,8.079999923706055
2021-02-16,8.100000381469727
2021-02-17,7.840000152587891
2021-02-18,6.699999809265137
2021-02-19,6.480000019073486
2021-02-22,7.25
2021-02-23,6.739999771118164
2021-02-24,6.420000076293945
2021-02-25,6.159999847412109
2021-02-26,6.309999942779541
2021-03-01,6.340000152587891
2021-03-02,6.409999847412109
2021-03-03,6.110000133514404
2021-03-04,5.619999885559082
2021-03-05,5.539999961853027
2021-03-08,6.230000019073486
2021-03-09,6.28000020980835
2021-03-10,6.400000095367432
2021-03-11,6.369999885559082
2021-03-12,7.71999979019165
2021-03-15,7.900000095367432
2021-03-16,7.170000076293945
2021-03-17,7.159999847412109
2021-03-18,6.46999979019165
2021-03-19,7.039999961853027
2021-03-22,6.980000019073486
2021-03-23,6.400000095367432
2021-03-24,6.559999942779541
2021-03-25,6.050000190734863
2021-03-26,6.5
2021-03-29,5.71999979019165
2021-03-30,5.75
2021-03-31,5.900000095367432
2021-04-01,5.960000038146973
2021-04-05,6.059999942779541
2021-04-06,5.75
2021-04-07,5.71999979019165
2021-04-08,5.650000095367432
2021-04-09,5.599999904632568
2021-04-12,5.400000095367432
2021-04-13,5.300000190734863
2021-04-14,5.840000152587891
2021-04-15,5.670000076293945
2021-04-16,5.639999866485596
2021-04-19,5.820000171661377
2021-04-20,5.670000076293945
2021-04-21,5.809999942779541
2021-04-22,5.75
2021-04-23,5.860000133514404
2021-04-26,5.989999771118164
2021-04-27,6.190000057220459
2021-04-28,6.460000038146973
2021-04-29,6.230000019073486
2021-04-30,6.230000019073486
2021-05-03,6.329999923706055
2021-05-04,6.369999885559082
2021-05-05,6.300000190734863
2021-05-06,5.860000133514404
2021-05-07,5.599999904632568
2021-05-10,5.989999771118164
2021-05-11,6.25
2021-05-12,6.349999904632568
2021-05-13,6.25
2021-05-14,6.400000095367432
