,CLPT
2015-04-07,43.20000076293945
2015-04-08,42.79999923706055
2015-04-09,42.400001525878906
2015-04-10,42.0
2015-04-13,42.0
2015-04-14,43.20000076293945
2015-04-15,43.599998474121094
2015-04-16,44.0
2015-04-17,44.79999923706055
2015-04-20,46.0
2015-04-21,49.20000076293945
2015-04-22,50.79999923706055
2015-04-23,52.400001525878906
2015-04-24,52.0
2015-04-27,48.0
2015-04-28,45.599998474121094
2015-04-29,43.599998474121094
2015-04-30,43.20000076293945
2015-05-01,43.599998474121094
2015-05-04,43.599998474121094
2015-05-05,41.599998474121094
2015-05-06,41.20000076293945
2015-05-07,40.400001525878906
2015-05-08,41.599998474121094
2015-05-11,41.599998474121094
2015-05-12,42.0
2015-05-13,40.79999923706055
2015-05-14,40.0
2015-05-15,40.0
2015-05-18,39.599998474121094
2015-05-19,40.79999923706055
2015-05-20,41.599998474121094
2015-05-21,40.79999923706055
2015-05-22,40.400001525878906
2015-05-26,41.20000076293945
2015-05-27,41.20000076293945
2015-05-28,41.20000076293945
2015-05-29,40.79999923706055
2015-06-01,41.20000076293945
2015-06-02,40.79999923706055
2015-06-03,40.79999923706055
2015-06-04,42.0
2015-06-05,41.599998474121094
2015-06-08,41.20000076293945
2015-06-09,41.599998474121094
2015-06-10,40.79999923706055
2015-06-11,40.79999923706055
2015-06-12,41.20000076293945
2015-06-15,41.20000076293945
2015-06-16,42.0
2015-06-17,41.599998474121094
2015-06-18,40.79999923706055
2015-06-19,41.599998474121094
2015-06-22,42.0
2015-06-23,41.599998474121094
2015-06-24,42.0
2015-06-25,46.0
2015-06-26,44.79999923706055
2015-06-29,44.0
2015-06-30,43.599998474121094
2015-07-01,44.0
2015-07-02,44.0
2015-07-06,43.599998474121094
2015-07-07,43.599998474121094
2015-07-08,40.0
2015-07-09,40.79999923706055
2015-07-10,40.400001525878906
2015-07-13,40.79999923706055
2015-07-14,40.400001525878906
2015-07-15,40.79999923706055
2015-07-16,40.400001525878906
2015-07-17,41.20000076293945
2015-07-20,41.20000076293945
2015-07-21,40.79999923706055
2015-07-22,40.79999923706055
2015-07-23,40.0
2015-07-24,41.20000076293945
2015-07-27,41.20000076293945
2015-07-28,40.0
2015-07-29,40.0
2015-07-30,38.79999923706055
2015-07-31,37.599998474121094
2015-08-03,28.399999618530273
2015-08-04,26.399999618530273
2015-08-05,29.600000381469727
2015-08-06,27.600000381469727
2015-08-07,28.399999618530273
2015-08-10,26.0
2015-08-11,25.200000762939453
2015-08-12,28.0
2015-08-13,29.600000381469727
2015-08-14,29.200000762939453
2015-08-17,27.200000762939453
2015-08-18,27.200000762939453
2015-08-19,27.600000381469727
2015-08-20,28.0
2015-08-21,27.200000762939453
2015-08-24,26.0
2015-08-25,25.600000381469727
2015-08-26,25.600000381469727
2015-08-27,25.600000381469727
2015-08-28,31.200000762939453
2015-08-31,30.0
2015-09-01,29.600000381469727
2015-09-02,29.600000381469727
2015-09-03,29.600000381469727
2015-09-04,26.399999618530273
2015-09-08,25.600000381469727
2015-09-09,26.399999618530273
2015-09-10,28.799999237060547
2015-09-11,26.799999237060547
2015-09-14,26.799999237060547
2015-09-15,26.799999237060547
2015-09-16,25.600000381469727
2015-09-17,26.799999237060547
2015-09-18,26.399999618530273
2015-09-21,25.600000381469727
2015-09-22,25.600000381469727
2015-09-23,24.799999237060547
2015-09-24,24.799999237060547
2015-09-25,24.0
2015-09-28,24.0
2015-09-29,24.799999237060547
2015-09-30,24.0
2015-10-01,25.600000381469727
2015-10-02,25.600000381469727
2015-10-05,24.799999237060547
2015-10-06,23.600000381469727
2015-10-07,24.0
2015-10-08,24.399999618530273
2015-10-09,24.399999618530273
2015-10-12,24.0
2015-10-13,22.799999237060547
2015-10-14,22.0
2015-10-15,22.0
2015-10-16,23.600000381469727
2015-10-19,24.0
2015-10-20,23.200000762939453
2015-10-21,23.200000762939453
2015-10-22,24.0
2015-10-23,23.600000381469727
2015-10-26,23.600000381469727
2015-10-27,23.600000381469727
2015-10-28,23.600000381469727
2015-10-29,23.200000762939453
2015-10-30,22.399999618530273
2015-11-02,22.799999237060547
2015-11-03,22.0
2015-11-04,23.200000762939453
2015-11-05,21.600000381469727
2015-11-06,21.600000381469727
2015-11-09,21.200000762939453
2015-11-10,20.799999237060547
2015-11-11,21.600000381469727
2015-11-12,21.600000381469727
2015-11-13,22.0
2015-11-16,21.600000381469727
2015-11-17,21.600000381469727
2015-11-18,20.799999237060547
2015-11-19,21.200000762939453
2015-11-20,20.399999618530273
2015-11-23,20.0
2015-11-24,18.399999618530273
2015-11-25,19.200000762939453
2015-11-27,20.0
2015-11-30,18.399999618530273
2015-12-01,18.0
2015-12-02,18.399999618530273
2015-12-03,18.0
2015-12-04,17.200000762939453
2015-12-07,18.0
2015-12-08,16.0
2015-12-09,16.0
2015-12-10,16.0
2015-12-11,18.0
2015-12-14,16.799999237060547
2015-12-15,16.799999237060547
2015-12-16,15.199999809265137
2015-12-17,14.800000190734863
2015-12-18,16.0
2015-12-21,14.399999618530273
2015-12-22,15.199999809265137
2015-12-23,18.0
2015-12-24,16.799999237060547
2015-12-28,17.600000381469727
2015-12-29,16.799999237060547
2015-12-30,16.0
2015-12-31,15.199999809265137
2016-01-04,14.399999618530273
2016-01-05,14.0
2016-01-06,14.0
2016-01-07,13.600000381469727
2016-01-08,14.399999618530273
2016-01-11,14.0
2016-01-12,14.399999618530273
2016-01-13,16.399999618530273
2016-01-14,16.0
2016-01-15,18.799999237060547
2016-01-19,16.0
2016-01-20,16.0
2016-01-21,15.600000381469727
2016-01-22,15.600000381469727
2016-01-25,15.600000381469727
2016-01-26,15.600000381469727
2016-01-27,15.600000381469727
2016-01-28,16.0
2016-01-29,15.600000381469727
2016-02-01,14.800000190734863
2016-02-02,13.600000381469727
2016-02-03,13.600000381469727
2016-02-04,13.199999809265137
2016-02-05,12.0
2016-02-08,12.0
2016-02-09,12.800000190734863
2016-02-10,12.0
2016-02-11,11.600000381469727
2016-02-12,11.600000381469727
2016-02-16,12.399999618530273
2016-02-17,13.199999809265137
2016-02-18,12.0
2016-02-19,12.0
2016-02-22,11.600000381469727
2016-02-23,11.600000381469727
2016-02-24,12.399999618530273
2016-02-25,12.399999618530273
2016-02-26,12.399999618530273
2016-02-29,12.0
2016-03-01,12.399999618530273
2016-03-02,14.0
2016-03-03,13.600000381469727
2016-03-04,13.600000381469727
2016-03-07,13.199999809265137
2016-03-08,12.800000190734863
2016-03-09,13.600000381469727
2016-03-10,13.199999809265137
2016-03-11,13.199999809265137
2016-03-14,12.399999618530273
2016-03-15,12.399999618530273
2016-03-16,12.399999618530273
2016-03-17,12.0
2016-03-18,12.399999618530273
2016-03-21,12.0
2016-03-22,12.0
2016-03-23,12.399999618530273
2016-03-24,12.399999618530273
2016-03-28,12.399999618530273
2016-03-29,12.0
2016-03-30,12.399999618530273
2016-03-31,12.800000190734863
2016-04-01,12.399999618530273
2016-04-04,12.399999618530273
2016-04-05,12.399999618530273
2016-04-06,14.800000190734863
2016-04-07,13.199999809265137
2016-04-08,13.600000381469727
2016-04-11,12.399999618530273
2016-04-12,12.399999618530273
2016-04-13,12.399999618530273
2016-04-14,14.800000190734863
2016-04-15,14.399999618530273
2016-04-18,14.800000190734863
2016-04-19,15.199999809265137
2016-04-20,15.199999809265137
2016-04-21,14.800000190734863
2016-04-22,14.800000190734863
2016-04-25,14.800000190734863
2016-04-26,14.800000190734863
2016-04-27,15.600000381469727
2016-04-28,17.600000381469727
2016-04-29,16.399999618530273
2016-05-02,16.799999237060547
2016-05-03,16.399999618530273
2016-05-04,16.0
2016-05-05,15.600000381469727
2016-05-06,15.199999809265137
2016-05-09,15.600000381469727
2016-05-10,14.399999618530273
2016-05-11,14.0
2016-05-12,13.199999809265137
2016-05-13,14.0
2016-05-16,14.0
2016-05-17,13.199999809265137
2016-05-18,14.0
2016-05-19,14.0
2016-05-20,13.600000381469727
2016-05-23,12.800000190734863
2016-05-24,12.399999618530273
2016-05-25,10.800000190734863
2016-05-26,12.800000190734863
2016-05-27,11.600000381469727
2016-05-31,9.600000381469727
2016-06-01,10.800000190734863
2016-06-02,10.800000190734863
2016-06-03,10.399999618530273
2016-06-06,10.0
2016-06-07,10.0
2016-06-08,10.0
2016-06-09,9.600000381469727
2016-06-10,8.0
2016-06-13,10.0
2016-06-14,8.800000190734863
2016-06-15,9.199999809265137
