,CWCO
2004-01-21,9.864999771118164
2004-01-22,10.029999732971191
2004-01-23,10.100000381469727
2004-01-26,10.109999656677246
2004-01-27,10.050000190734863
2004-01-28,10.104999542236328
2004-01-29,10.100000381469727
2004-01-30,10.039999961853027
2004-02-02,10.095000267028809
2004-02-03,10.055000305175781
2004-02-04,9.824999809265137
2004-02-05,9.75
2004-02-06,9.604999542236328
2004-02-09,9.574999809265137
2004-02-10,9.649999618530273
2004-02-11,9.845000267028809
2004-02-12,9.885000228881836
2004-02-13,10.255000114440918
2004-02-17,10.345000267028809
2004-02-18,10.100000381469727
2004-02-19,10.020000457763672
2004-02-20,10.125
2004-02-23,10.050000190734863
2004-02-24,9.904999732971191
2004-02-25,9.859999656677246
2004-02-26,9.994999885559082
2004-02-27,10.125
2004-03-01,10.0
2004-03-02,9.989999771118164
2004-03-03,10.100000381469727
2004-03-04,10.550000190734863
2004-03-05,10.460000038146973
2004-03-08,10.375
2004-03-09,10.265000343322754
2004-03-10,9.859999656677246
2004-03-11,9.789999961853027
2004-03-12,9.744999885559082
2004-03-15,9.5649995803833
2004-03-16,9.625
2004-03-17,9.574999809265137
2004-03-18,9.625
2004-03-19,9.574999809265137
2004-03-22,8.75
2004-03-23,9.180000305175781
2004-03-24,9.104999542236328
2004-03-25,9.130000114440918
2004-03-26,9.225000381469727
2004-03-29,9.385000228881836
2004-03-30,9.074999809265137
2004-03-31,9.425000190734863
2004-04-01,9.5
2004-04-02,9.479999542236328
2004-04-05,9.744999885559082
2004-04-06,9.819999694824219
2004-04-07,9.850000381469727
2004-04-08,9.850000381469727
2004-04-12,9.895000457763672
2004-04-13,9.649999618530273
2004-04-14,9.425000190734863
2004-04-15,9.989999771118164
2004-04-16,10.074999809265137
2004-04-19,10.354999542236328
2004-04-20,10.399999618530273
2004-04-21,10.265000343322754
2004-04-22,10.305000305175781
2004-04-23,10.375
2004-04-26,10.359999656677246
2004-04-27,10.460000038146973
2004-04-28,10.229999542236328
2004-04-29,10.0
2004-04-30,10.145000457763672
2004-05-03,10.199999809265137
2004-05-04,10.239999771118164
2004-05-05,10.135000228881836
2004-05-06,10.164999961853027
2004-05-07,10.170000076293945
2004-05-10,9.680000305175781
2004-05-11,9.835000038146973
2004-05-12,9.920000076293945
2004-05-13,10.180000305175781
2004-05-14,9.994999885559082
2004-05-17,9.899999618530273
2004-05-18,10.239999771118164
2004-05-19,10.25
2004-05-20,10.149999618530273
2004-05-21,10.119999885559082
2004-05-24,10.079999923706055
2004-05-25,10.489999771118164
2004-05-26,11.350000381469727
2004-05-27,11.375
2004-05-28,12.0
2004-06-01,12.149999618530273
2004-06-02,12.149999618530273
2004-06-03,12.375
2004-06-04,12.274999618530273
2004-06-07,12.53499984741211
2004-06-08,12.345000267028809
2004-06-09,12.390000343322754
2004-06-10,12.385000228881836
2004-06-14,12.399999618530273
2004-06-15,12.4350004196167
2004-06-16,12.069999694824219
2004-06-17,11.850000381469727
2004-06-18,12.079999923706055
2004-06-21,13.300000190734863
2004-06-22,14.520000457763672
2004-06-23,14.335000038146973
2004-06-24,14.5
2004-06-25,14.875
2004-06-28,13.654999732971191
2004-06-29,13.25
2004-06-30,13.010000228881836
2004-07-01,13.229999542236328
2004-07-02,13.005000114440918
2004-07-06,12.994999885559082
2004-07-07,12.979999542236328
2004-07-08,12.675000190734863
2004-07-09,12.654999732971191
2004-07-12,12.489999771118164
2004-07-13,12.5
2004-07-14,12.449999809265137
2004-07-15,12.5
2004-07-16,11.649999618530273
2004-07-19,11.225000381469727
2004-07-20,11.175000190734863
2004-07-21,11.329999923706055
2004-07-22,10.885000228881836
2004-07-23,10.8100004196167
2004-07-26,10.71500015258789
2004-07-27,10.600000381469727
2004-07-28,11.114999771118164
2004-07-29,11.75
2004-07-30,11.755000114440918
2004-08-02,11.40999984741211
2004-08-03,11.824999809265137
2004-08-04,11.9399995803833
2004-08-05,11.734999656677246
2004-08-06,11.109999656677246
2004-08-09,11.104999542236328
2004-08-10,11.055000305175781
2004-08-11,11.425000190734863
2004-08-12,11.625
2004-08-13,11.645000457763672
2004-08-16,12.09000015258789
2004-08-17,12.350000381469727
2004-08-18,12.300000190734863
2004-08-19,12.369999885559082
2004-08-20,11.899999618530273
2004-08-23,11.824999809265137
2004-08-24,11.864999771118164
2004-08-25,11.555000305175781
2004-08-26,11.675000190734863
2004-08-27,11.585000038146973
2004-08-30,11.75
2004-08-31,12.0600004196167
2004-09-01,12.255000114440918
2004-09-02,12.295000076293945
2004-09-03,11.9399995803833
2004-09-07,11.920000076293945
2004-09-08,11.925000190734863
2004-09-09,11.925000190734863
2004-09-10,11.670000076293945
2004-09-13,11.0
2004-09-14,10.75
2004-09-15,10.979999542236328
2004-09-16,10.895000457763672
2004-09-17,10.140000343322754
2004-09-20,10.550000190734863
2004-09-21,11.109999656677246
2004-09-22,11.454999923706055
2004-09-23,11.055000305175781
2004-09-24,11.050000190734863
2004-09-27,11.074999809265137
2004-09-28,11.71500015258789
2004-09-29,11.8100004196167
2004-09-30,11.824999809265137
2004-10-01,11.975000381469727
2004-10-04,12.225000381469727
2004-10-05,12.244999885559082
2004-10-06,12.319999694824219
2004-10-07,12.199999809265137
2004-10-08,12.225000381469727
2004-10-11,12.225000381469727
2004-10-12,12.175000190734863
2004-10-13,12.350000381469727
2004-10-14,12.005000114440918
2004-10-15,11.895000457763672
2004-10-18,11.625
2004-10-19,11.354999542236328
2004-10-20,10.755000114440918
2004-10-21,10.8100004196167
2004-10-22,11.170000076293945
2004-10-25,11.149999618530273
2004-10-26,11.079999923706055
2004-10-27,10.975000381469727
2004-10-28,10.925000190734863
2004-10-29,10.899999618530273
2004-11-01,10.829999923706055
2004-11-02,11.970000267028809
2004-11-03,11.944999694824219
2004-11-04,12.319999694824219
2004-11-05,12.3100004196167
2004-11-08,12.359999656677246
2004-11-09,11.949999809265137
2004-11-10,12.239999771118164
2004-11-11,11.890000343322754
2004-11-12,12.225000381469727
2004-11-15,12.375
2004-11-16,13.324999809265137
2004-11-17,13.25
2004-11-18,13.244999885559082
2004-11-19,13.260000228881836
2004-11-22,13.020000457763672
2004-11-23,12.699999809265137
2004-11-24,13.3149995803833
2004-11-26,14.149999618530273
2004-11-29,13.994999885559082
2004-11-30,13.640000343322754
2004-12-01,13.550000190734863
2004-12-02,13.390000343322754
2004-12-03,13.25
2004-12-06,13.6850004196167
2004-12-07,13.420000076293945
2004-12-08,13.460000038146973
2004-12-09,13.484999656677246
2004-12-10,13.635000228881836
2004-12-13,13.739999771118164
2004-12-14,13.760000228881836
2004-12-15,13.744999885559082
2004-12-16,13.760000228881836
2004-12-17,13.75
2004-12-20,13.9399995803833
2004-12-21,13.854999542236328
2004-12-22,13.859999656677246
2004-12-23,13.805000305175781
2004-12-27,13.800000190734863
2004-12-28,13.835000038146973
2004-12-29,14.25
2004-12-30,15.005000114440918
2004-12-31,15.489999771118164
2005-01-03,14.675000190734863
2005-01-04,13.8100004196167
2005-01-05,13.819999694824219
2005-01-06,14.199999809265137
2005-01-07,13.9350004196167
2005-01-10,14.234999656677246
2005-01-11,13.725000381469727
2005-01-12,14.494999885559082
2005-01-13,14.569999694824219
2005-01-14,15.050000190734863
2005-01-18,15.25
2005-01-19,14.675000190734863
2005-01-20,14.600000381469727
2005-01-21,14.885000228881836
2005-01-24,14.864999771118164
2005-01-25,14.614999771118164
2005-01-26,14.625
2005-01-27,14.899999618530273
2005-01-28,14.984999656677246
2005-01-31,15.199999809265137
2005-02-01,15.145000457763672
2005-02-02,15.484999656677246
2005-02-03,15.324999809265137
2005-02-04,15.664999961853027
2005-02-07,15.515000343322754
2005-02-08,15.100000381469727
2005-02-09,15.479999542236328
2005-02-10,15.234999656677246
2005-02-11,15.09000015258789
2005-02-14,14.75
2005-02-15,14.260000228881836
2005-02-16,14.8149995803833
2005-02-17,15.885000228881836
2005-02-18,15.694999694824219
2005-02-22,15.5
2005-02-23,15.5600004196167
2005-02-24,15.824999809265137
2005-02-25,15.5600004196167
2005-02-28,15.335000038146973
2005-03-01,15.3100004196167
2005-03-02,15.114999771118164
2005-03-03,15.100000381469727
2005-03-04,15.305000305175781
2005-03-07,15.725000381469727
2005-03-08,15.720000267028809
2005-03-09,15.555000305175781
2005-03-10,15.5
2005-03-11,15.385000228881836
2005-03-14,15.515000343322754
2005-03-15,15.5
2005-03-16,15.489999771118164
2005-03-17,15.904999732971191
2005-03-18,15.984999656677246
2005-03-21,15.864999771118164
2005-03-22,17.0
2005-03-23,16.549999237060547
2005-03-24,16.364999771118164
2005-03-28,16.25
2005-03-29,16.25
2005-03-30,16.4950008392334
2005-03-31,16.649999618530273
2005-04-01,16.739999771118164
2005-04-04,17.344999313354492
2005-04-05,17.475000381469727
2005-04-06,17.954999923706055
2005-04-07,17.979999542236328
2005-04-08,18.049999237060547
2005-04-11,18.06999969482422
2005-04-12,17.21500015258789
2005-04-13,17.645000457763672
2005-04-14,17.75
2005-04-15,18.1299991607666
2005-04-18,18.69499969482422
2005-04-19,18.75
2005-04-20,18.424999237060547
2005-04-21,18.0
2005-04-22,16.75
2005-04-25,16.399999618530273
2005-04-26,17.0049991607666
2005-04-27,16.8799991607666
2005-04-28,16.524999618530273
2005-04-29,16.895000457763672
2005-05-02,16.875
2005-05-03,16.959999084472656
2005-05-04,17.719999313354492
2005-05-05,17.81999969482422
2005-05-06,17.665000915527344
2005-05-09,18.065000534057617
2005-05-10,17.850000381469727
2005-05-11,17.68000030517578
2005-05-12,18.040000915527344
2005-05-13,18.280000686645508
2005-05-16,18.149999618530273
2005-05-17,17.969999313354492
2005-05-18,17.5
2005-05-19,16.829999923706055
2005-05-20,16.760000228881836
2005-05-23,16.55500030517578
2005-05-24,16.5049991607666
2005-05-25,16.5
2005-05-26,17.344999313354492
2005-05-27,17.825000762939453
2005-05-31,18.200000762939453
2005-06-01,18.020000457763672
2005-06-02,17.924999237060547
2005-06-03,17.920000076293945
2005-06-06,18.2450008392334
2005-06-07,18.829999923706055
2005-06-08,19.315000534057617
2005-06-09,19.344999313354492
2005-06-10,19.93000030517578
2005-06-13,19.21500015258789
2005-06-14,19.545000076293945
2005-06-15,19.549999237060547
2005-06-16,19.625
2005-06-17,19.5
2005-06-20,19.15999984741211
2005-06-21,19.229999542236328
2005-06-22,19.295000076293945
2005-06-23,19.469999313354492
2005-06-24,19.05500030517578
2005-06-27,19.260000228881836
2005-06-28,19.8700008392334
2005-06-29,19.350000381469727
2005-06-30,19.389999389648438
2005-07-01,19.225000381469727
2005-07-05,19.399999618530273
2005-07-06,19.56999969482422
2005-07-07,19.209999084472656
2005-07-08,19.25
2005-07-11,19.399999618530273
2005-07-12,20.0
2005-07-13,20.1299991607666
2005-07-14,19.5
2005-07-15,20.3799991607666
2005-07-18,19.895000457763672
2005-07-19,20.485000610351562
2005-07-20,20.540000915527344
2005-07-21,20.415000915527344
2005-07-22,20.3700008392334
2005-07-25,20.510000228881836
2005-07-26,20.8799991607666
2005-07-27,20.850000381469727
2005-07-28,21.475000381469727
2005-07-29,22.239999771118164
2005-08-01,21.790000915527344
2005-08-02,21.825000762939453
2005-08-03,22.059999465942383
2005-08-04,21.670000076293945
2005-08-05,20.649999618530273
2005-08-08,20.174999237060547
2005-08-09,20.299999237060547
2005-08-10,19.549999237060547
2005-08-11,18.90999984741211
2005-08-12,18.145000457763672
2005-08-15,19.53499984741211
2005-08-16,19.735000610351562
2005-08-17,19.475000381469727
2005-08-18,19.350000381469727
2005-08-19,19.934999465942383
2005-08-22,19.579999923706055
2005-08-23,20.049999237060547
2005-08-24,20.290000915527344
2005-08-25,20.549999237060547
2005-08-26,20.1200008392334
2005-08-29,20.190000534057617
2005-08-30,20.860000610351562
2005-08-31,20.81999969482422
2005-09-01,21.389999389648438
2005-09-02,21.010000228881836
2005-09-06,20.559999465942383
2005-09-07,19.719999313354492
2005-09-08,19.790000915527344
2005-09-09,20.729999542236328
2005-09-12,20.489999771118164
2005-09-13,20.200000762939453
2005-09-14,20.170000076293945
2005-09-15,19.959999084472656
2005-09-16,19.959999084472656
2005-09-19,19.510000228881836
2005-09-20,19.260000228881836
2005-09-21,19.149999618530273
2005-09-22,18.889999389648438
2005-09-23,19.610000610351562
2005-09-26,19.829999923706055
2005-09-27,19.940000534057617
2005-09-28,20.0
2005-09-29,19.799999237060547
2005-09-30,20.049999237060547
2005-10-03,19.299999237060547
2005-10-04,18.8700008392334
2005-10-05,18.690000534057617
2005-10-06,18.079999923706055
2005-10-07,18.239999771118164
2005-10-10,18.09000015258789
2005-10-11,16.969999313354492
2005-10-12,16.049999237060547
2005-10-13,16.030000686645508
2005-10-14,16.579999923706055
2005-10-17,16.350000381469727
2005-10-18,16.1299991607666
2005-10-19,15.300000190734863
2005-10-20,15.449999809265137
2005-10-21,15.600000381469727
2005-10-24,15.399999618530273
2005-10-25,15.970000267028809
2005-10-26,15.699999809265137
2005-10-27,15.609999656677246
2005-10-28,16.299999237060547
2005-10-31,18.440000534057617
2005-11-01,18.489999771118164
2005-11-02,17.920000076293945
2005-11-03,18.0
2005-11-04,17.850000381469727
2005-11-07,17.65999984741211
2005-11-08,18.3700008392334
2005-11-09,18.079999923706055
2005-11-10,18.1200008392334
2005-11-11,18.760000228881836
2005-11-14,18.739999771118164
2005-11-15,19.049999237060547
2005-11-16,18.6200008392334
2005-11-17,18.899999618530273
2005-11-18,18.65999984741211
2005-11-21,18.969999313354492
2005-11-22,19.09000015258789
2005-11-23,19.389999389648438
2005-11-25,19.360000610351562
2005-11-28,19.399999618530273
2005-11-29,19.56999969482422
2005-11-30,19.440000534057617
2005-12-01,19.31999969482422
2005-12-02,19.5
2005-12-05,19.610000610351562
2005-12-06,20.260000228881836
2005-12-07,20.040000915527344
2005-12-08,20.0
2005-12-09,20.059999465942383
2005-12-12,20.010000228881836
2005-12-13,20.299999237060547
2005-12-14,20.049999237060547
2005-12-15,20.450000762939453
2005-12-16,20.700000762939453
2005-12-19,20.18000030517578
2005-12-20,20.25
2005-12-21,19.8799991607666
2005-12-22,19.8700008392334
2005-12-23,20.3799991607666
2005-12-27,20.5
2005-12-28,20.0
2005-12-29,19.950000762939453
2005-12-30,20.290000915527344
2006-01-03,19.850000381469727
2006-01-04,20.18000030517578
2006-01-05,19.989999771118164
2006-01-06,19.969999313354492
2006-01-09,20.0
2006-01-10,21.6299991607666
2006-01-11,21.200000762939453
2006-01-12,21.899999618530273
2006-01-13,22.100000381469727
2006-01-17,20.600000381469727
2006-01-18,21.0
2006-01-19,21.43000030517578
2006-01-20,20.770000457763672
2006-01-23,20.8700008392334
2006-01-24,21.0
2006-01-25,21.260000228881836
2006-01-26,21.549999237060547
2006-01-27,22.450000762939453
2006-01-30,23.3700008392334
2006-01-31,22.959999084472656
2006-02-01,22.690000534057617
2006-02-02,22.579999923706055
2006-02-03,22.700000762939453
2006-02-06,21.719999313354492
2006-02-07,21.729999542236328
2006-02-08,21.579999923706055
2006-02-09,21.649999618530273
2006-02-10,21.559999465942383
2006-02-13,21.219999313354492
2006-02-14,21.889999389648438
2006-02-15,23.489999771118164
2006-02-16,24.079999923706055
2006-02-17,24.190000534057617
2006-02-21,24.049999237060547
2006-02-22,24.75
2006-02-23,25.600000381469727
2006-02-24,25.270000457763672
2006-02-27,26.709999084472656
2006-02-28,26.93000030517578
2006-03-01,27.25
2006-03-02,27.299999237060547
2006-03-03,26.829999923706055
2006-03-06,27.290000915527344
2006-03-07,26.399999618530273
2006-03-08,26.1299991607666
2006-03-09,25.389999389648438
2006-03-10,25.920000076293945
2006-03-13,26.5
2006-03-14,27.110000610351562
2006-03-15,26.760000228881836
2006-03-16,27.40999984741211
2006-03-17,26.350000381469727
2006-03-20,25.670000076293945
2006-03-21,26.889999389648438
2006-03-22,25.8799991607666
2006-03-23,26.719999313354492
2006-03-24,28.399999618530273
2006-03-27,27.3700008392334
2006-03-28,27.329999923706055
2006-03-29,24.100000381469727
2006-03-30,23.510000228881836
2006-03-31,24.489999771118164
2006-04-03,24.809999465942383
2006-04-04,24.760000228881836
2006-04-05,24.709999084472656
2006-04-06,24.700000762939453
2006-04-07,24.399999618530273
2006-04-10,23.68000030517578
2006-04-11,24.030000686645508
2006-04-12,23.979999542236328
2006-04-13,24.100000381469727
2006-04-17,23.649999618530273
2006-04-18,23.600000381469727
2006-04-19,23.5
2006-04-20,24.18000030517578
2006-04-21,25.0
2006-04-24,24.790000915527344
2006-04-25,24.959999084472656
2006-04-26,26.8700008392334
2006-04-27,27.5
2006-04-28,26.81999969482422
2006-05-01,26.719999313354492
2006-05-02,27.899999618530273
2006-05-03,28.350000381469727
2006-05-04,28.8799991607666
2006-05-05,28.75
2006-05-08,27.75
2006-05-09,28.739999771118164
2006-05-10,31.049999237060547
2006-05-11,30.5
2006-05-12,30.489999771118164
2006-05-15,28.299999237060547
2006-05-16,28.989999771118164
2006-05-17,28.260000228881836
2006-05-18,28.020000457763672
2006-05-19,28.049999237060547
2006-05-22,28.280000686645508
2006-05-23,28.8700008392334
2006-05-24,29.110000610351562
2006-05-25,29.200000762939453
2006-05-26,29.68000030517578
2006-05-30,31.31999969482422
2006-05-31,29.549999237060547
2006-06-01,29.549999237060547
2006-06-02,29.440000534057617
2006-06-05,29.850000381469727
2006-06-06,29.670000076293945
2006-06-07,29.389999389648438
2006-06-08,30.149999618530273
2006-06-09,29.690000534057617
2006-06-12,28.899999618530273
2006-06-13,27.90999984741211
2006-06-14,27.299999237060547
2006-06-15,27.93000030517578
2006-06-16,27.299999237060547
2006-06-19,25.739999771118164
2006-06-20,25.850000381469727
2006-06-21,26.959999084472656
2006-06-22,25.799999237060547
2006-06-23,25.850000381469727
2006-06-26,24.920000076293945
2006-06-27,25.309999465942383
2006-06-28,23.809999465942383
2006-06-29,23.399999618530273
2006-06-30,24.59000015258789
2006-07-03,24.270000457763672
2006-07-05,24.899999618530273
2006-07-06,25.399999618530273
2006-07-07,25.15999984741211
2006-07-10,24.489999771118164
2006-07-11,24.350000381469727
2006-07-12,24.100000381469727
2006-07-13,22.780000686645508
2006-07-14,21.770000457763672
2006-07-17,21.31999969482422
2006-07-18,21.1299991607666
2006-07-19,21.700000762939453
2006-07-20,22.0
2006-07-21,23.190000534057617
2006-07-24,23.700000762939453
2006-07-25,23.0
2006-07-26,22.780000686645508
2006-07-27,23.059999465942383
2006-07-28,23.770000457763672
2006-07-31,23.719999313354492
2006-08-01,23.639999389648438
2006-08-02,24.149999618530273
2006-08-03,24.200000762939453
2006-08-04,24.729999542236328
2006-08-07,23.84000015258789
2006-08-08,23.270000457763672
2006-08-09,23.0
2006-08-10,24.790000915527344
2006-08-11,25.229999542236328
2006-08-14,27.020000457763672
2006-08-15,27.5
2006-08-16,27.299999237060547
2006-08-17,27.729999542236328
2006-08-18,27.389999389648438
2006-08-21,26.290000915527344
2006-08-22,27.0
2006-08-23,27.229999542236328
2006-08-24,27.290000915527344
2006-08-25,28.09000015258789
2006-08-28,27.040000915527344
2006-08-29,27.520000457763672
2006-08-30,27.700000762939453
2006-08-31,28.010000228881836
2006-09-01,27.600000381469727
2006-09-05,27.25
2006-09-06,27.059999465942383
2006-09-07,27.559999465942383
2006-09-08,26.579999923706055
2006-09-11,25.610000610351562
2006-09-12,25.799999237060547
2006-09-13,26.139999389648438
2006-09-14,26.350000381469727
2006-09-15,26.40999984741211
2006-09-18,26.469999313354492
2006-09-19,27.399999618530273
2006-09-20,27.270000457763672
2006-09-21,27.450000762939453
2006-09-22,26.670000076293945
2006-09-25,25.0
2006-09-26,25.170000076293945
2006-09-27,26.079999923706055
2006-09-28,24.0
2006-09-29,24.56999969482422
2006-10-02,27.010000228881836
2006-10-03,25.6299991607666
2006-10-04,26.299999237060547
2006-10-05,26.84000015258789
2006-10-06,25.90999984741211
2006-10-09,26.079999923706055
2006-10-10,26.75
2006-10-11,26.280000686645508
2006-10-12,26.350000381469727
2006-10-13,26.420000076293945
2006-10-16,25.309999465942383
2006-10-17,25.510000228881836
2006-10-18,26.479999542236328
2006-10-19,26.350000381469727
2006-10-20,26.200000762939453
2006-10-23,25.829999923706055
2006-10-24,25.350000381469727
2006-10-25,25.799999237060547
2006-10-26,26.020000457763672
2006-10-27,26.690000534057617
2006-10-30,27.190000534057617
2006-10-31,28.040000915527344
2006-11-01,28.6200008392334
2006-11-02,28.25
2006-11-03,28.600000381469727
2006-11-06,28.18000030517578
2006-11-07,26.229999542236328
2006-11-08,26.8799991607666
2006-11-09,25.899999618530273
2006-11-10,25.799999237060547
2006-11-13,25.969999313354492
2006-11-14,25.43000030517578
2006-11-15,26.100000381469727
2006-11-16,25.3799991607666
2006-11-17,24.950000762939453
2006-11-20,25.350000381469727
2006-11-21,24.520000457763672
2006-11-22,24.059999465942383
2006-11-24,24.920000076293945
2006-11-27,24.079999923706055
2006-11-28,24.1299991607666
2006-11-29,24.06999969482422
2006-11-30,23.770000457763672
2006-12-01,23.510000228881836
2006-12-04,23.969999313354492
2006-12-05,25.540000915527344
2006-12-06,25.709999084472656
2006-12-07,25.25
2006-12-08,24.829999923706055
2006-12-11,24.989999771118164
2006-12-12,25.399999618530273
2006-12-13,25.790000915527344
2006-12-14,24.979999542236328
2006-12-15,24.709999084472656
2006-12-18,24.209999084472656
2006-12-19,24.6200008392334
2006-12-20,24.3700008392334
2006-12-21,24.690000534057617
2006-12-22,24.799999237060547
2006-12-26,24.8700008392334
2006-12-27,25.18000030517578
2006-12-28,26.190000534057617
2006-12-29,24.93000030517578
2007-01-03,24.510000228881836
2007-01-04,24.34000015258789
2007-01-05,23.989999771118164
2007-01-08,23.950000762939453
2007-01-09,23.959999084472656
2007-01-10,23.799999237060547
2007-01-11,24.190000534057617
2007-01-12,23.75
2007-01-16,24.559999465942383
2007-01-17,24.420000076293945
2007-01-18,24.219999313354492
2007-01-19,24.170000076293945
2007-01-22,24.860000610351562
2007-01-23,25.559999465942383
2007-01-24,25.260000228881836
2007-01-25,24.889999389648438
2007-01-26,25.239999771118164
2007-01-29,25.6200008392334
2007-01-30,25.700000762939453
2007-01-31,26.350000381469727
2007-02-01,26.079999923706055
2007-02-02,25.8700008392334
2007-02-05,25.399999618530273
2007-02-06,25.709999084472656
2007-02-07,25.6299991607666
2007-02-08,25.790000915527344
2007-02-09,25.549999237060547
2007-02-12,25.270000457763672
2007-02-13,25.780000686645508
2007-02-14,25.889999389648438
2007-02-15,25.959999084472656
2007-02-16,26.110000610351562
2007-02-20,25.989999771118164
2007-02-21,26.040000915527344
2007-02-22,26.3799991607666
2007-02-23,27.75
2007-02-26,27.739999771118164
2007-02-27,26.510000228881836
2007-02-28,26.709999084472656
2007-03-01,26.59000015258789
2007-03-02,25.760000228881836
2007-03-05,25.170000076293945
2007-03-06,25.56999969482422
2007-03-07,25.5
2007-03-08,25.469999313354492
2007-03-09,25.420000076293945
2007-03-12,26.200000762939453
2007-03-13,25.770000457763672
2007-03-14,25.670000076293945
2007-03-15,25.420000076293945
2007-03-16,25.6200008392334
2007-03-19,24.459999084472656
2007-03-20,24.15999984741211
2007-03-21,23.780000686645508
2007-03-22,24.020000457763672
2007-03-23,25.170000076293945
2007-03-26,25.239999771118164
2007-03-27,24.5
2007-03-28,24.229999542236328
2007-03-29,23.780000686645508
2007-03-30,23.709999084472656
2007-04-02,23.8700008392334
2007-04-03,24.010000228881836
2007-04-04,23.829999923706055
2007-04-05,23.610000610351562
2007-04-09,23.8700008392334
2007-04-10,24.15999984741211
2007-04-11,24.520000457763672
2007-04-12,24.440000534057617
2007-04-13,24.93000030517578
2007-04-16,24.719999313354492
2007-04-17,24.690000534057617
2007-04-18,24.760000228881836
2007-04-19,24.969999313354492
2007-04-20,25.0
2007-04-23,25.1299991607666
2007-04-24,25.34000015258789
2007-04-25,25.65999984741211
2007-04-26,25.959999084472656
2007-04-27,25.920000076293945
2007-04-30,25.90999984741211
2007-05-01,25.549999237060547
2007-05-02,25.440000534057617
2007-05-03,25.979999542236328
2007-05-04,25.690000534057617
2007-05-07,25.34000015258789
2007-05-08,25.399999618530273
2007-05-09,25.979999542236328
2007-05-10,25.170000076293945
2007-05-11,26.75
2007-05-14,27.450000762939453
2007-05-15,25.90999984741211
2007-05-16,24.940000534057617
2007-05-17,25.09000015258789
2007-05-18,25.690000534057617
2007-05-21,25.799999237060547
2007-05-22,25.899999618530273
2007-05-23,26.15999984741211
2007-05-24,25.209999084472656
2007-05-25,26.40999984741211
2007-05-29,26.3799991607666
2007-05-30,26.15999984741211
2007-05-31,26.170000076293945
2007-06-01,26.420000076293945
2007-06-04,26.34000015258789
2007-06-05,26.350000381469727
2007-06-06,25.65999984741211
2007-06-07,25.469999313354492
2007-06-08,26.3700008392334
2007-06-11,25.65999984741211
2007-06-12,25.489999771118164
2007-06-13,25.8799991607666
2007-06-14,25.600000381469727
2007-06-15,26.190000534057617
2007-06-18,26.479999542236328
2007-06-19,27.1299991607666
2007-06-20,27.459999084472656
2007-06-21,27.68000030517578
2007-06-22,27.350000381469727
2007-06-25,26.700000762939453
2007-06-26,27.15999984741211
2007-06-27,28.6299991607666
2007-06-28,30.030000686645508
2007-06-29,29.309999465942383
2007-07-02,29.389999389648438
2007-07-03,29.959999084472656
2007-07-05,29.950000762939453
2007-07-06,30.149999618530273
2007-07-09,30.15999984741211
2007-07-10,29.799999237060547
2007-07-11,29.43000030517578
2007-07-12,30.959999084472656
2007-07-13,31.600000381469727
2007-07-16,30.739999771118164
2007-07-17,29.280000686645508
2007-07-18,29.989999771118164
2007-07-19,29.649999618530273
2007-07-20,29.5
2007-07-23,29.170000076293945
2007-07-24,27.719999313354492
2007-07-25,29.149999618530273
2007-07-26,27.700000762939453
2007-07-27,28.700000762939453
2007-07-30,28.739999771118164
2007-07-31,28.950000762939453
2007-08-01,34.099998474121094
2007-08-02,34.7599983215332
2007-08-03,31.850000381469727
2007-08-06,33.09000015258789
2007-08-07,34.0
2007-08-08,36.099998474121094
2007-08-09,32.810001373291016
2007-08-10,30.889999389648438
2007-08-13,30.459999084472656
2007-08-14,29.739999771118164
2007-08-15,29.809999465942383
2007-08-16,30.489999771118164
2007-08-17,29.8799991607666
2007-08-20,31.25
2007-08-21,29.780000686645508
2007-08-22,30.1200008392334
2007-08-23,29.139999389648438
2007-08-24,29.510000228881836
2007-08-27,31.1299991607666
2007-08-28,29.360000610351562
2007-08-29,31.0
2007-08-30,30.700000762939453
2007-08-31,29.510000228881836
2007-09-04,29.639999389648438
2007-09-05,29.540000915527344
2007-09-06,29.540000915527344
2007-09-07,29.0
2007-09-10,29.75
2007-09-11,30.280000686645508
2007-09-12,29.989999771118164
2007-09-13,29.59000015258789
2007-09-14,28.639999389648438
2007-09-17,28.1299991607666
2007-09-18,28.43000030517578
2007-09-19,29.0
2007-09-20,29.290000915527344
2007-09-21,29.90999984741211
2007-09-24,30.780000686645508
2007-09-25,30.93000030517578
2007-09-26,28.799999237060547
2007-09-27,30.559999465942383
2007-09-28,30.020000457763672
2007-10-01,30.329999923706055
2007-10-02,31.350000381469727
2007-10-03,30.329999923706055
2007-10-04,30.579999923706055
2007-10-05,32.040000915527344
2007-10-08,32.220001220703125
2007-10-09,33.630001068115234
2007-10-10,33.209999084472656
2007-10-11,32.849998474121094
2007-10-12,33.2599983215332
2007-10-15,31.940000534057617
2007-10-16,31.90999984741211
2007-10-17,32.7599983215332
2007-10-18,33.0
2007-10-19,30.81999969482422
2007-10-22,32.959999084472656
2007-10-23,33.439998626708984
2007-10-24,33.189998626708984
2007-10-25,33.599998474121094
2007-10-26,34.380001068115234
2007-10-29,33.79999923706055
2007-10-30,33.25
2007-10-31,33.150001525878906
2007-11-01,31.290000915527344
2007-11-02,31.940000534057617
2007-11-05,31.489999771118164
2007-11-06,32.029998779296875
2007-11-07,30.729999542236328
