,BSAE
2019-07-26,25.450000762939453
2019-07-29,25.459999084472656
2019-07-30,25.469999313354492
2019-07-31,25.440000534057617
2019-08-01,25.510000228881836
2019-08-02,25.559999465942383
2019-08-05,25.530000686645508
2019-08-06,25.540000915527344
2019-08-07,25.56999969482422
2019-08-08,25.610000610351562
2019-08-09,25.559999465942383
2019-08-12,25.56999969482422
2019-08-13,25.559999465942383
2019-08-14,25.579999923706055
2019-08-15,25.59000015258789
2019-08-16,25.59000015258789
2019-08-19,25.540000915527344
2019-08-20,25.549999237060547
2019-08-21,25.520000457763672
2019-08-22,25.520000457763672
2019-08-23,25.559999465942383
2019-08-26,25.530000686645508
2019-08-27,25.530000686645508
2019-08-28,25.549999237060547
2019-08-29,25.549999237060547
2019-08-30,25.56999969482422
2019-09-03,25.59000015258789
2019-09-04,25.600000381469727
2019-09-05,25.579999923706055
2019-09-06,25.59000015258789
2019-09-09,25.56999969482422
2019-09-10,25.520000457763672
2019-09-11,25.549999237060547
2019-09-12,25.520000457763672
2019-09-13,25.549999237060547
2019-09-16,25.549999237060547
2019-09-17,25.549999237060547
2019-09-18,25.559999465942383
2019-09-19,25.559999465942383
2019-09-20,25.579999923706055
2019-09-23,25.520000457763672
2019-09-24,25.459999084472656
2019-09-25,25.5
2019-09-26,25.510000228881836
2019-09-27,25.520000457763672
2019-09-30,25.530000686645508
2019-10-01,25.540000915527344
2019-10-02,25.540000915527344
2019-10-03,25.579999923706055
2019-10-04,25.59000015258789
2019-10-07,25.56999969482422
2019-10-08,25.579999923706055
2019-10-09,25.56999969482422
2019-10-10,25.600000381469727
2019-10-11,25.559999465942383
2019-10-14,25.549999237060547
2019-10-15,25.559999465942383
2019-10-16,25.59000015258789
2019-10-17,25.56999969482422
2019-10-18,25.59000015258789
2019-10-21,25.5
2019-10-22,25.469999313354492
2019-10-23,25.510000228881836
2019-10-24,25.549999237060547
2019-10-25,25.520000457763672
2019-10-28,25.520000457763672
2019-10-29,25.520000457763672
2019-10-30,25.530000686645508
2019-10-31,25.549999237060547
2019-11-01,25.559999465942383
2019-11-04,25.559999465942383
2019-11-05,25.559999465942383
2019-11-06,25.549999237060547
2019-11-07,25.540000915527344
2019-11-08,25.549999237060547
2019-11-11,25.559999465942383
2019-11-12,25.579999923706055
2019-11-13,25.549999237060547
2019-11-14,25.559999465942383
2019-11-15,25.610000610351562
2019-11-18,25.510000228881836
2019-11-19,25.489999771118164
2019-11-20,25.5
2019-11-21,25.510000228881836
2019-11-22,25.510000228881836
2019-11-25,25.540000915527344
2019-11-26,25.540000915527344
2019-11-27,25.520000457763672
2019-11-29,25.549999237060547
2019-12-02,25.559999465942383
2019-12-03,25.510000228881836
2019-12-04,25.549999237060547
2019-12-05,25.549999237060547
2019-12-06,25.540000915527344
2019-12-09,25.549999237060547
2019-12-10,25.530000686645508
2019-12-11,25.579999923706055
2019-12-12,25.59000015258789
2019-12-13,25.59000015258789
2019-12-16,25.600000381469727
2019-12-17,25.600000381469727
2019-12-18,25.610000610351562
2019-12-19,25.6200008392334
2019-12-20,25.610000610351562
2019-12-23,25.5
2019-12-24,25.530000686645508
2019-12-26,25.549999237060547
2019-12-27,25.549999237060547
2019-12-30,25.56999969482422
2019-12-31,25.579999923706055
2020-01-02,25.579999923706055
2020-01-03,25.579999923706055
2020-01-06,25.559999465942383
2020-01-07,25.559999465942383
2020-01-08,25.600000381469727
2020-01-09,25.6200008392334
2020-01-10,25.6200008392334
2020-01-13,25.579999923706055
2020-01-14,25.59000015258789
2020-01-15,25.549999237060547
2020-01-16,25.549999237060547
2020-01-17,25.549999237060547
2020-01-21,25.559999465942383
2020-01-22,25.540000915527344
2020-01-23,25.540000915527344
2020-01-24,25.540000915527344
2020-01-27,25.540000915527344
2020-01-28,25.540000915527344
2020-01-29,25.540000915527344
2020-01-30,25.610000610351562
2020-01-31,25.610000610351562
2020-02-03,25.65999984741211
2020-02-04,25.65999984741211
2020-02-05,25.610000610351562
2020-02-06,25.610000610351562
2020-02-07,25.6200008392334
2020-02-10,25.6200008392334
2020-02-11,25.6200008392334
2020-02-12,25.6200008392334
2020-02-13,25.6200008392334
2020-02-14,25.6200008392334
2020-02-18,25.68000030517578
2020-02-19,25.639999389648438
2020-02-20,25.639999389648438
2020-02-21,25.639999389648438
2020-02-24,25.579999923706055
2020-02-25,25.579999923706055
2020-02-26,25.56999969482422
2020-02-27,25.56999969482422
2020-02-28,25.559999465942383
2020-03-02,25.559999465942383
2020-03-03,25.579999923706055
2020-03-04,25.579999923706055
2020-03-05,25.600000381469727
2020-03-06,25.540000915527344
2020-03-09,25.540000915527344
2020-03-10,25.360000610351562
2020-03-11,25.290000915527344
2020-03-12,25.309999465942383
2020-03-13,25.329999923706055
2020-03-16,24.969999313354492
2020-03-17,25.100000381469727
2020-03-18,24.649999618530273
2020-03-19,24.43000030517578
2020-03-20,24.43000030517578
2020-03-23,24.420000076293945
2020-03-24,24.459999084472656
2020-03-25,24.56999969482422
2020-03-26,24.6200008392334
2020-03-27,24.719999313354492
2020-03-30,24.719999313354492
2020-03-31,24.719999313354492
2020-04-01,24.649999618530273
2020-04-02,24.700000762939453
2020-04-03,24.670000076293945
2020-04-06,24.700000762939453
2020-04-07,24.739999771118164
2020-04-08,24.739999771118164
2020-04-09,24.8700008392334
2020-04-13,24.8700008392334
2020-04-14,25.020000457763672
2020-04-15,25.020000457763672
2020-04-16,25.020000457763672
2020-04-17,25.020000457763672
2020-04-20,24.959999084472656
2020-04-21,24.959999084472656
2020-04-22,25.020000457763672
2020-04-23,24.950000762939453
2020-04-24,24.950000762939453
2020-04-27,25.0
2020-04-28,24.959999084472656
2020-04-29,25.0
2020-04-30,25.049999237060547
2020-05-01,25.059999465942383
2020-05-04,25.06999969482422
2020-05-05,25.079999923706055
2020-05-06,25.079999923706055
2020-05-07,25.079999923706055
2020-05-08,25.1200008392334
2020-05-11,25.1200008392334
2020-05-12,25.100000381469727
2020-05-13,25.15999984741211
2020-05-14,25.18000030517578
2020-05-15,25.209999084472656
2020-05-18,25.1299991607666
2020-05-19,25.190000534057617
2020-05-20,25.229999542236328
2020-05-21,25.270000457763672
2020-05-22,25.280000686645508
2020-05-26,25.280000686645508
2020-05-27,25.280000686645508
2020-05-28,25.290000915527344
2020-05-29,25.40999984741211
2020-06-01,25.34000015258789
2020-06-02,25.299999237060547
2020-06-03,25.40999984741211
2020-06-04,25.450000762939453
2020-06-05,25.459999084472656
2020-06-08,25.469999313354492
2020-06-09,25.469999313354492
2020-06-10,25.459999084472656
2020-06-11,25.3700008392334
2020-06-12,25.43000030517578
2020-06-15,25.40999984741211
2020-06-16,25.40999984741211
2020-06-17,25.450000762939453
2020-06-18,25.450000762939453
2020-06-19,25.440000534057617
2020-06-22,25.3700008392334
2020-06-23,25.25
2020-06-24,25.309999465942383
2020-06-25,25.31999969482422
2020-06-26,25.280000686645508
2020-06-29,25.309999465942383
2020-06-30,25.280000686645508
2020-07-01,25.329999923706055
2020-07-02,25.40999984741211
2020-07-06,25.40999984741211
2020-07-07,25.40999984741211
2020-07-08,25.360000610351562
2020-07-09,25.360000610351562
2020-07-10,25.360000610351562
2020-07-13,25.360000610351562
2020-07-14,25.399999618530273
2020-07-15,25.420000076293945
2020-07-16,25.43000030517578
2020-07-17,25.43000030517578
2020-07-20,25.360000610351562
2020-07-21,25.3799991607666
2020-07-22,25.3799991607666
2020-07-23,25.389999389648438
2020-07-24,25.389999389648438
2020-07-27,25.450000762939453
2020-07-28,25.450000762939453
2020-07-29,25.450000762939453
2020-07-30,25.450000762939453
2020-07-31,25.450000762939453
2020-08-03,25.469999313354492
2020-08-04,25.459999084472656
2020-08-05,25.459999084472656
2020-08-06,25.459999084472656
2020-08-07,25.459999084472656
2020-08-10,25.459999084472656
2020-08-11,25.479999542236328
2020-08-12,25.479999542236328
2020-08-13,25.469999313354492
2020-08-14,25.469999313354492
2020-08-17,25.469999313354492
2020-08-18,25.469999313354492
2020-08-19,25.489999771118164
2020-08-20,25.479999542236328
2020-08-21,25.479999542236328
2020-08-24,25.43000030517578
2020-08-25,25.440000534057617
2020-08-26,25.440000534057617
2020-08-27,25.440000534057617
2020-08-28,25.440000534057617
2020-08-31,25.360000610351562
2020-09-01,25.489999771118164
2020-09-02,25.459999084472656
2020-09-03,25.459999084472656
2020-09-04,25.450000762939453
2020-09-08,25.450000762939453
2020-09-09,25.440000534057617
2020-09-10,25.43000030517578
2020-09-11,25.450000762939453
2020-09-14,25.450000762939453
2020-09-15,25.450000762939453
2020-09-16,25.450000762939453
2020-09-17,25.489999771118164
2020-09-18,25.489999771118164
2020-09-21,25.40999984741211
2020-09-22,25.399999618530273
2020-09-23,25.3799991607666
2020-09-24,25.420000076293945
2020-09-25,25.420000076293945
2020-09-28,25.34000015258789
2020-09-29,25.360000610351562
2020-09-30,25.420000076293945
2020-10-01,25.3799991607666
2020-10-02,25.350000381469727
2020-10-05,25.360000610351562
2020-10-06,25.3799991607666
2020-10-07,25.389999389648438
2020-10-08,25.450000762939453
2020-10-09,25.389999389648438
2020-10-12,25.389999389648438
2020-10-13,25.389999389648438
2020-10-14,25.3799991607666
2020-10-15,25.3799991607666
2020-10-16,25.3799991607666
2020-10-19,25.3799991607666
2020-10-20,25.31999969482422
2020-10-21,25.31999969482422
2020-10-22,25.31999969482422
2020-10-23,25.3700008392334
2020-10-26,25.3700008392334
2020-10-27,25.389999389648438
2020-10-28,25.309999465942383
2020-10-29,25.329999923706055
2020-10-30,25.309999465942383
2020-11-02,25.309999465942383
2020-11-03,25.40999984741211
2020-11-04,25.40999984741211
2020-11-05,25.329999923706055
2020-11-06,25.329999923706055
2020-11-09,25.329999923706055
2020-11-10,25.329999923706055
2020-11-11,25.34000015258789
2020-11-12,25.34000015258789
2020-11-13,25.3700008392334
2020-11-16,25.3700008392334
2020-11-17,25.360000610351562
2020-11-18,25.3799991607666
2020-11-19,25.389999389648438
2020-11-20,25.3799991607666
2020-11-23,25.290000915527344
2020-11-24,25.290000915527344
2020-11-25,25.34000015258789
2020-11-27,25.34000015258789
2020-11-30,25.309999465942383
2020-12-01,25.309999465942383
2020-12-02,25.309999465942383
2020-12-03,25.309999465942383
2020-12-04,25.309999465942383
2020-12-07,25.3700008392334
2020-12-08,25.3700008392334
2020-12-09,25.3799991607666
2020-12-10,25.3799991607666
2020-12-11,25.3799991607666
2020-12-14,25.3799991607666
2020-12-15,25.329999923706055
2020-12-16,25.329999923706055
2020-12-17,25.34000015258789
2020-12-18,25.34000015258789
2020-12-21,25.280000686645508
2020-12-22,25.290000915527344
2020-12-23,25.260000228881836
2020-12-24,25.290000915527344
2020-12-28,25.290000915527344
2020-12-29,25.299999237060547
2020-12-30,25.299999237060547
2020-12-31,25.299999237060547
2021-01-04,25.34000015258789
2021-01-05,25.34000015258789
2021-01-06,25.280000686645508
2021-01-07,25.34000015258789
2021-01-08,25.34000015258789
2021-01-11,25.34000015258789
2021-01-12,25.31999969482422
2021-01-13,25.270000457763672
2021-01-14,25.280000686645508
2021-01-15,25.309999465942383
2021-01-19,25.270000457763672
2021-01-20,25.200000762939453
2021-01-21,25.200000762939453
2021-01-22,25.260000228881836
2021-01-25,25.209999084472656
2021-01-26,25.209999084472656
2021-01-27,25.299999237060547
2021-01-28,25.299999237060547
2021-01-29,25.25
2021-02-01,25.229999542236328
2021-02-02,25.260000228881836
2021-02-03,25.290000915527344
2021-02-04,25.299999237060547
2021-02-05,25.309999465942383
2021-02-08,25.270000457763672
2021-02-09,25.270000457763672
2021-02-10,25.290000915527344
2021-02-11,25.260000228881836
2021-02-12,25.260000228881836
2021-02-16,25.170000076293945
2021-02-17,25.229999542236328
2021-02-18,25.25
2021-02-19,25.229999542236328
2021-02-22,25.18000030517578
2021-02-23,25.18000030517578
2021-02-24,25.18000030517578
2021-02-25,25.18000030517578
2021-02-26,25.170000076293945
2021-03-01,25.170000076293945
2021-03-02,25.170000076293945
2021-03-03,25.170000076293945
2021-03-04,25.15999984741211
2021-03-05,25.100000381469727
2021-03-08,25.100000381469727
2021-03-09,25.200000762939453
2021-03-10,25.200000762939453
2021-03-11,25.200000762939453
2021-03-12,25.18000030517578
2021-03-15,25.170000076293945
2021-03-16,25.170000076293945
2021-03-17,25.170000076293945
2021-03-18,25.170000076293945
2021-03-19,25.170000076293945
2021-03-22,25.1200008392334
2021-03-23,25.110000610351562
2021-03-24,25.1299991607666
2021-03-25,25.1299991607666
2021-03-26,25.1299991607666
2021-03-29,25.1299991607666
2021-03-30,25.1299991607666
2021-03-31,25.139999389648438
2021-04-01,25.139999389648438
2021-04-05,25.100000381469727
2021-04-06,25.100000381469727
2021-04-07,25.1299991607666
2021-04-08,25.139999389648438
2021-04-09,25.079999923706055
2021-04-12,25.110000610351562
2021-04-13,25.010000228881836
2021-04-14,25.010000228881836
2021-04-15,25.010000228881836
2021-04-16,25.059999465942383
2021-04-19,25.059999465942383
2021-04-20,24.959999084472656
2021-04-21,24.989999771118164
2021-04-22,24.959999084472656
2021-04-23,24.959999084472656
2021-04-26,24.959999084472656
2021-04-27,25.049999237060547
2021-04-28,24.989999771118164
2021-04-29,24.989999771118164
2021-04-30,25.030000686645508
2021-05-03,24.989999771118164
2021-05-04,24.969999313354492
2021-05-05,24.979999542236328
2021-05-06,24.979999542236328
2021-05-07,24.969999313354492
2021-05-10,24.969999313354492
2021-05-11,24.969999313354492
2021-05-12,25.0
2021-05-13,25.0
2021-05-14,24.989999771118164
