,ESGRO
2018-11-14,24.600000381469727
2018-11-15,24.649999618530273
2018-11-16,24.649999618530273
2018-11-19,24.700000762939453
2018-11-20,24.649999618530273
2018-11-21,24.700000762939453
2018-11-23,24.700000762939453
2018-11-26,24.600000381469727
2018-11-27,24.639999389648438
2018-11-28,24.600000381469727
2018-11-29,24.469999313354492
2018-11-30,24.639999389648438
2018-12-03,24.600000381469727
2018-12-04,24.600000381469727
2018-12-06,24.719999313354492
2018-12-07,24.719999313354492
2018-12-10,24.670000076293945
2018-12-11,24.799999237060547
2018-12-12,24.8799991607666
2018-12-13,24.920000076293945
2018-12-14,25.0
2018-12-17,24.969999313354492
2018-12-18,24.690000534057617
2018-12-19,24.600000381469727
2018-12-20,23.899999618530273
2018-12-21,24.229999542236328
2018-12-24,23.799999237060547
2018-12-26,23.049999237060547
2018-12-27,21.950000762939453
2018-12-28,22.989999771118164
2018-12-31,23.280000686645508
2019-01-02,23.799999237060547
2019-01-03,23.75
2019-01-04,24.270000457763672
2019-01-07,24.31999969482422
2019-01-08,24.329999923706055
2019-01-09,24.40999984741211
2019-01-10,24.059999465942383
2019-01-11,24.059999465942383
2019-01-14,24.110000610351562
2019-01-15,24.1200008392334
2019-01-16,24.18000030517578
2019-01-17,24.219999313354492
2019-01-18,24.809999465942383
2019-01-22,24.6299991607666
2019-01-23,24.959999084472656
2019-01-24,25.020000457763672
2019-01-25,25.25
2019-01-28,25.149999618530273
2019-01-29,25.110000610351562
2019-01-30,25.18000030517578
2019-01-31,25.75
2019-02-01,25.420000076293945
2019-02-04,25.510000228881836
2019-02-05,25.420000076293945
2019-02-06,25.420000076293945
2019-02-07,25.440000534057617
2019-02-08,25.540000915527344
2019-02-11,25.5
2019-02-12,25.520000457763672
2019-02-13,25.579999923706055
2019-02-14,25.229999542236328
2019-02-15,25.360000610351562
2019-02-19,25.3700008392334
2019-02-20,25.350000381469727
2019-02-21,25.290000915527344
2019-02-22,25.149999618530273
2019-02-25,25.049999237060547
2019-02-26,24.770000457763672
2019-02-27,24.860000610351562
2019-02-28,24.850000381469727
2019-03-01,24.93000030517578
2019-03-04,24.959999084472656
2019-03-05,24.899999618530273
2019-03-06,24.950000762939453
2019-03-07,24.780000686645508
2019-03-08,24.600000381469727
2019-03-11,24.43000030517578
2019-03-12,24.5
2019-03-13,24.75
2019-03-14,24.75
2019-03-15,24.760000228881836
2019-03-18,24.950000762939453
2019-03-19,24.889999389648438
2019-03-20,24.899999618530273
2019-03-21,24.90999984741211
2019-03-22,25.079999923706055
2019-03-25,24.989999771118164
2019-03-26,25.0
2019-03-27,25.219999313354492
2019-03-28,25.239999771118164
2019-03-29,25.469999313354492
2019-04-01,25.84000015258789
2019-04-02,25.719999313354492
2019-04-03,25.850000381469727
2019-04-04,25.950000762939453
2019-04-05,25.950000762939453
2019-04-08,25.899999618530273
2019-04-09,25.799999237060547
2019-04-10,25.799999237060547
2019-04-11,25.760000228881836
2019-04-12,25.799999237060547
2019-04-15,25.989999771118164
2019-04-16,25.829999923706055
2019-04-17,25.700000762939453
2019-04-18,25.700000762939453
2019-04-22,25.65999984741211
2019-04-23,25.780000686645508
2019-04-24,25.770000457763672
2019-04-25,25.690000534057617
2019-04-26,25.739999771118164
2019-04-29,25.8799991607666
2019-04-30,25.860000610351562
2019-05-01,25.799999237060547
2019-05-02,25.770000457763672
2019-05-03,25.850000381469727
2019-05-06,25.8700008392334
2019-05-07,25.84000015258789
2019-05-08,25.889999389648438
2019-05-09,25.93000030517578
2019-05-10,25.950000762939453
2019-05-13,25.889999389648438
2019-05-14,25.600000381469727
2019-05-15,25.75
2019-05-16,25.979999542236328
2019-05-17,25.770000457763672
2019-05-20,25.469999313354492
2019-05-21,25.549999237060547
2019-05-22,25.719999313354492
2019-05-23,25.600000381469727
2019-05-24,25.719999313354492
2019-05-28,25.670000076293945
2019-05-29,25.5
2019-05-30,25.3700008392334
2019-05-31,25.360000610351562
2019-06-03,25.280000686645508
2019-06-04,25.260000228881836
2019-06-05,25.399999618530273
2019-06-06,25.440000534057617
2019-06-07,25.520000457763672
2019-06-10,25.59000015258789
2019-06-11,25.56999969482422
2019-06-12,25.6299991607666
2019-06-13,25.600000381469727
2019-06-14,25.670000076293945
2019-06-17,25.6299991607666
2019-06-18,25.75
2019-06-19,25.690000534057617
2019-06-20,25.829999923706055
2019-06-21,25.799999237060547
2019-06-24,25.770000457763672
2019-06-25,25.799999237060547
2019-06-26,25.739999771118164
2019-06-27,25.700000762939453
2019-06-28,25.450000762939453
2019-07-01,25.549999237060547
2019-07-02,25.729999542236328
2019-07-03,25.84000015258789
2019-07-05,25.670000076293945
2019-07-08,25.790000915527344
2019-07-09,25.75
2019-07-10,25.8799991607666
2019-07-11,25.809999465942383
2019-07-12,25.81999969482422
2019-07-15,25.84000015258789
2019-07-16,25.860000610351562
2019-07-17,25.940000534057617
2019-07-18,26.190000534057617
2019-07-19,26.290000915527344
2019-07-22,26.110000610351562
2019-07-23,26.31999969482422
2019-07-24,26.329999923706055
2019-07-25,26.110000610351562
2019-07-26,26.270000457763672
2019-07-29,26.299999237060547
2019-07-30,26.309999465942383
2019-07-31,26.540000915527344
2019-08-01,26.479999542236328
2019-08-02,26.68000030517578
2019-08-05,26.479999542236328
2019-08-06,26.510000228881836
2019-08-07,26.360000610351562
2019-08-08,26.479999542236328
2019-08-09,26.469999313354492
2019-08-12,26.559999465942383
2019-08-13,26.649999618530273
2019-08-14,26.25
2019-08-15,26.329999923706055
2019-08-16,26.190000534057617
2019-08-19,26.239999771118164
2019-08-20,26.360000610351562
2019-08-21,26.5
2019-08-22,26.489999771118164
2019-08-23,26.360000610351562
2019-08-26,26.389999389648438
2019-08-27,26.510000228881836
2019-08-28,26.520000457763672
2019-08-29,26.489999771118164
2019-08-30,26.350000381469727
2019-09-03,26.440000534057617
2019-09-04,26.700000762939453
2019-09-05,26.8700008392334
2019-09-06,26.950000762939453
2019-09-09,26.780000686645508
2019-09-10,26.510000228881836
2019-09-11,26.709999084472656
2019-09-12,26.6299991607666
2019-09-13,26.3799991607666
2019-09-16,26.479999542236328
2019-09-17,26.5
2019-09-18,26.420000076293945
2019-09-19,26.489999771118164
2019-09-20,26.479999542236328
2019-09-23,26.600000381469727
2019-09-24,26.600000381469727
2019-09-25,26.549999237060547
2019-09-26,26.5
2019-09-27,26.530000686645508
2019-09-30,26.700000762939453
2019-10-01,26.719999313354492
2019-10-02,26.479999542236328
2019-10-03,26.489999771118164
2019-10-04,26.579999923706055
2019-10-07,26.6299991607666
2019-10-08,26.6200008392334
2019-10-09,26.59000015258789
2019-10-10,26.579999923706055
2019-10-11,26.579999923706055
2019-10-14,26.860000610351562
2019-10-15,26.850000381469727
2019-10-16,26.940000534057617
2019-10-17,26.989999771118164
2019-10-18,26.8700008392334
2019-10-21,26.899999618530273
2019-10-22,26.989999771118164
2019-10-23,27.09000015258789
2019-10-24,27.1200008392334
2019-10-25,27.139999389648438
2019-10-28,27.040000915527344
2019-10-29,27.139999389648438
2019-10-30,27.010000228881836
2019-10-31,27.0
2019-11-01,27.239999771118164
2019-11-04,27.25
2019-11-05,27.219999313354492
2019-11-06,27.1299991607666
2019-11-07,27.09000015258789
2019-11-08,27.1200008392334
2019-11-11,27.1299991607666
2019-11-12,27.190000534057617
2019-11-13,27.260000228881836
2019-11-14,26.850000381469727
2019-11-15,26.65999984741211
2019-11-18,26.579999923706055
2019-11-19,26.6200008392334
2019-11-20,26.549999237060547
2019-11-21,26.56999969482422
2019-11-22,26.690000534057617
2019-11-25,26.649999618530273
2019-11-26,26.739999771118164
2019-11-27,26.600000381469727
2019-11-29,26.520000457763672
2019-12-02,26.420000076293945
2019-12-03,26.459999084472656
2019-12-04,26.5
2019-12-05,26.520000457763672
2019-12-06,26.600000381469727
2019-12-09,26.600000381469727
2019-12-10,26.670000076293945
2019-12-11,26.649999618530273
2019-12-12,26.559999465942383
2019-12-13,26.690000534057617
2019-12-16,26.770000457763672
2019-12-17,26.8799991607666
2019-12-18,27.0
2019-12-19,26.950000762939453
2019-12-20,27.049999237060547
2019-12-23,27.110000610351562
2019-12-24,27.09000015258789
2019-12-26,27.049999237060547
2019-12-27,27.100000381469727
2019-12-30,27.260000228881836
2019-12-31,27.270000457763672
2020-01-02,27.530000686645508
2020-01-03,27.84000015258789
2020-01-06,27.770000457763672
2020-01-07,27.559999465942383
2020-01-08,27.5
2020-01-09,27.6299991607666
2020-01-10,27.75
2020-01-13,27.84000015258789
2020-01-14,27.81999969482422
2020-01-15,27.860000610351562
2020-01-16,27.829999923706055
2020-01-17,27.690000534057617
2020-01-21,27.59000015258789
2020-01-22,27.65999984741211
2020-01-23,27.760000228881836
2020-01-24,27.790000915527344
2020-01-27,27.610000610351562
2020-01-28,27.68000030517578
2020-01-29,27.729999542236328
2020-01-30,27.700000762939453
2020-01-31,27.770000457763672
2020-02-03,27.770000457763672
2020-02-04,27.860000610351562
2020-02-05,27.8700008392334
2020-02-06,27.850000381469727
2020-02-07,27.780000686645508
2020-02-10,27.899999618530273
2020-02-11,27.8700008392334
2020-02-12,27.950000762939453
2020-02-13,27.540000915527344
2020-02-14,27.610000610351562
2020-02-18,27.56999969482422
2020-02-19,27.5
2020-02-20,27.600000381469727
2020-02-21,27.56999969482422
2020-02-24,27.43000030517578
2020-02-25,27.200000762939453
2020-02-26,27.270000457763672
2020-02-27,27.09000015258789
2020-02-28,26.520000457763672
2020-03-02,26.68000030517578
2020-03-03,26.950000762939453
2020-03-04,27.360000610351562
2020-03-05,27.079999923706055
2020-03-06,26.75
2020-03-09,25.459999084472656
2020-03-10,26.030000686645508
2020-03-11,25.299999237060547
2020-03-12,22.510000228881836
2020-03-13,24.760000228881836
2020-03-16,23.299999237060547
2020-03-17,22.510000228881836
2020-03-18,15.640000343322754
2020-03-19,20.34000015258789
2020-03-20,20.450000762939453
2020-03-23,19.65999984741211
2020-03-24,20.0
2020-03-25,21.229999542236328
2020-03-26,23.190000534057617
2020-03-27,22.68000030517578
2020-03-30,24.280000686645508
2020-03-31,23.0
2020-04-01,21.5
2020-04-02,20.600000381469727
2020-04-03,20.0
2020-04-06,21.600000381469727
2020-04-07,22.610000610351562
2020-04-08,23.920000076293945
2020-04-09,24.690000534057617
2020-04-13,24.299999237060547
2020-04-14,24.350000381469727
2020-04-15,23.68000030517578
2020-04-16,24.100000381469727
2020-04-17,24.459999084472656
2020-04-20,24.3799991607666
2020-04-21,23.420000076293945
2020-04-22,23.40999984741211
2020-04-23,23.989999771118164
2020-04-24,23.989999771118164
