,FIXX
2018-09-11,17.829999923706055
2018-09-12,18.979999542236328
2018-09-13,20.020000457763672
2018-09-14,20.510000228881836
2018-09-17,20.010000228881836
2018-09-18,20.649999618530273
2018-09-19,20.3799991607666
2018-09-20,20.40999984741211
2018-09-21,21.56999969482422
2018-09-24,22.850000381469727
2018-09-25,22.709999084472656
2018-09-26,22.530000686645508
2018-09-27,22.56999969482422
2018-09-28,22.860000610351562
2018-10-01,22.219999313354492
2018-10-02,21.93000030517578
2018-10-03,21.959999084472656
2018-10-04,21.790000915527344
2018-10-05,20.540000915527344
2018-10-08,20.040000915527344
2018-10-09,20.079999923706055
2018-10-10,19.93000030517578
2018-10-11,19.8799991607666
2018-10-12,19.979999542236328
2018-10-15,19.799999237060547
2018-10-16,20.040000915527344
2018-10-17,19.90999984741211
2018-10-18,20.049999237060547
2018-10-19,19.93000030517578
2018-10-22,19.75
2018-10-23,19.43000030517578
2018-10-24,19.06999969482422
2018-10-25,18.899999618530273
2018-10-26,19.040000915527344
2018-10-29,18.90999984741211
2018-10-30,18.389999389648438
2018-10-31,18.81999969482422
2018-11-01,20.350000381469727
2018-11-02,20.100000381469727
2018-11-05,19.950000762939453
2018-11-06,20.200000762939453
2018-11-07,20.200000762939453
2018-11-08,20.270000457763672
2018-11-09,20.139999389648438
2018-11-12,20.0
2018-11-13,19.959999084472656
2018-11-14,19.920000076293945
2018-11-15,20.020000457763672
2018-11-16,20.5
2018-11-19,19.200000762939453
2018-11-20,18.399999618530273
2018-11-21,19.59000015258789
2018-11-23,20.190000534057617
2018-11-26,20.559999465942383
2018-11-27,20.31999969482422
2018-11-28,22.06999969482422
2018-11-29,21.93000030517578
2018-11-30,21.989999771118164
2018-12-03,23.520000457763672
2018-12-04,23.709999084472656
2018-12-06,24.510000228881836
2018-12-07,24.979999542236328
2018-12-10,26.299999237060547
2018-12-11,24.229999542236328
2018-12-12,24.489999771118164
2018-12-13,23.93000030517578
2018-12-14,24.280000686645508
2018-12-17,23.709999084472656
2018-12-18,23.450000762939453
2018-12-19,22.969999313354492
2018-12-20,20.709999084472656
2018-12-21,19.479999542236328
2018-12-24,20.059999465942383
2018-12-26,21.489999771118164
2018-12-27,21.280000686645508
2018-12-28,21.829999923706055
2018-12-31,22.360000610351562
2019-01-02,24.510000228881836
2019-01-03,24.350000381469727
2019-01-04,24.469999313354492
2019-01-07,24.510000228881836
2019-01-08,25.520000457763672
2019-01-09,24.979999542236328
2019-01-10,24.780000686645508
2019-01-11,24.8700008392334
2019-01-14,23.770000457763672
2019-01-15,23.860000610351562
2019-01-16,24.56999969482422
2019-01-17,23.799999237060547
2019-01-18,22.850000381469727
2019-01-22,23.09000015258789
2019-01-23,21.56999969482422
2019-01-24,21.700000762939453
2019-01-25,21.700000762939453
2019-01-28,20.770000457763672
2019-01-29,19.760000228881836
2019-01-30,20.25
2019-01-31,20.270000457763672
2019-02-01,20.829999923706055
2019-02-04,21.549999237060547
2019-02-05,21.389999389648438
2019-02-06,21.450000762939453
2019-02-07,20.8799991607666
2019-02-08,21.43000030517578
2019-02-11,21.889999389648438
2019-02-12,23.709999084472656
2019-02-13,24.100000381469727
2019-02-14,23.440000534057617
2019-02-15,24.420000076293945
2019-02-19,24.030000686645508
2019-02-20,24.799999237060547
2019-02-21,24.079999923706055
2019-02-22,24.239999771118164
2019-02-25,27.020000457763672
2019-02-26,28.989999771118164
2019-02-27,29.56999969482422
2019-02-28,29.479999542236328
2019-03-01,29.0
2019-03-04,28.709999084472656
2019-03-05,28.1299991607666
2019-03-06,26.610000610351562
2019-03-07,28.110000610351562
2019-03-08,26.399999618530273
2019-03-11,27.209999084472656
2019-03-12,25.989999771118164
2019-03-13,25.780000686645508
2019-03-14,26.260000228881836
2019-03-15,26.489999771118164
2019-03-18,27.90999984741211
2019-03-19,27.1200008392334
2019-03-20,27.479999542236328
2019-03-21,28.350000381469727
2019-03-22,25.760000228881836
2019-03-25,26.299999237060547
2019-03-26,27.040000915527344
2019-03-27,27.229999542236328
2019-03-28,27.959999084472656
2019-03-29,27.729999542236328
2019-04-01,29.139999389648438
2019-04-02,29.440000534057617
2019-04-03,29.079999923706055
2019-04-04,29.270000457763672
2019-04-05,30.34000015258789
2019-04-08,29.559999465942383
2019-04-09,23.56999969482422
2019-04-10,22.110000610351562
2019-04-11,22.049999237060547
2019-04-12,22.389999389648438
2019-04-15,22.43000030517578
2019-04-16,22.770000457763672
2019-04-17,22.780000686645508
2019-04-18,22.15999984741211
2019-04-22,21.81999969482422
2019-04-23,23.260000228881836
2019-04-24,22.079999923706055
2019-04-25,22.440000534057617
2019-04-26,22.31999969482422
2019-04-29,22.209999084472656
2019-04-30,21.520000457763672
2019-05-01,21.420000076293945
2019-05-02,21.690000534057617
2019-05-03,22.31999969482422
2019-05-06,22.700000762939453
2019-05-07,22.540000915527344
2019-05-08,22.18000030517578
2019-05-09,22.3700008392334
2019-05-10,22.729999542236328
2019-05-13,22.219999313354492
2019-05-14,22.649999618530273
2019-05-15,22.520000457763672
2019-05-16,22.350000381469727
2019-05-17,22.399999618530273
2019-05-20,22.1299991607666
2019-05-21,22.649999618530273
2019-05-22,21.90999984741211
2019-05-23,20.479999542236328
2019-05-24,20.049999237060547
2019-05-28,20.420000076293945
2019-05-29,20.600000381469727
2019-05-30,20.399999618530273
2019-05-31,20.239999771118164
2019-06-03,19.670000076293945
2019-06-04,19.93000030517578
2019-06-05,19.829999923706055
2019-06-06,19.510000228881836
2019-06-07,19.799999237060547
2019-06-10,19.190000534057617
2019-06-11,18.670000076293945
2019-06-12,18.399999618530273
2019-06-13,18.450000762939453
2019-06-14,18.549999237060547
2019-06-17,19.1299991607666
2019-06-18,20.110000610351562
2019-06-19,19.139999389648438
2019-06-20,19.219999313354492
2019-06-21,19.59000015258789
2019-06-24,18.350000381469727
2019-06-25,18.860000610351562
2019-06-26,18.469999313354492
2019-06-27,19.309999465942383
2019-06-28,19.56999969482422
2019-07-01,18.739999771118164
2019-07-02,18.690000534057617
2019-07-03,18.81999969482422
2019-07-05,18.219999313354492
2019-07-08,18.489999771118164
2019-07-09,20.510000228881836
2019-07-10,19.40999984741211
2019-07-11,19.25
2019-07-12,19.510000228881836
2019-07-15,19.600000381469727
2019-07-16,20.579999923706055
2019-07-17,20.540000915527344
2019-07-18,20.8799991607666
2019-07-19,20.799999237060547
2019-07-22,22.1299991607666
2019-07-23,22.059999465942383
2019-07-24,22.280000686645508
2019-07-25,17.799999237060547
2019-07-26,17.709999084472656
2019-07-29,18.399999618530273
2019-07-30,18.690000534057617
2019-07-31,17.780000686645508
2019-08-01,17.549999237060547
2019-08-02,16.469999313354492
2019-08-05,15.920000076293945
2019-08-06,15.979999542236328
2019-08-07,15.680000305175781
2019-08-08,15.789999961853027
2019-08-09,15.800000190734863
2019-08-12,14.739999771118164
2019-08-13,15.25
2019-08-14,15.550000190734863
2019-08-15,15.75
2019-08-16,16.780000686645508
2019-08-19,17.59000015258789
2019-08-20,17.5
2019-08-21,17.950000762939453
2019-08-22,18.719999313354492
2019-08-23,19.110000610351562
2019-08-26,18.889999389648438
2019-08-27,18.540000915527344
2019-08-28,19.059999465942383
2019-08-29,19.299999237060547
2019-08-30,18.90999984741211
2019-09-03,19.0
2019-09-04,19.290000915527344
2019-09-05,20.079999923706055
2019-09-06,20.209999084472656
2019-09-09,21.059999465942383
2019-09-10,21.700000762939453
2019-09-11,21.229999542236328
2019-09-12,20.479999542236328
2019-09-13,20.600000381469727
2019-09-16,20.670000076293945
2019-09-17,21.559999465942383
2019-09-18,21.450000762939453
2019-09-19,20.399999618530273
2019-09-20,20.979999542236328
2019-09-23,19.56999969482422
2019-09-24,18.510000228881836
2019-09-25,19.309999465942383
2019-09-26,18.6299991607666
2019-09-27,18.059999465942383
2019-09-30,18.100000381469727
2019-10-01,17.200000762939453
2019-10-02,17.020000457763672
2019-10-03,17.190000534057617
2019-10-04,16.3799991607666
2019-10-07,15.59000015258789
2019-10-08,14.920000076293945
2019-10-09,14.199999809265137
2019-10-10,14.15999984741211
2019-10-11,13.850000381469727
2019-10-14,13.800000190734863
2019-10-15,14.289999961853027
2019-10-16,13.670000076293945
2019-10-17,13.390000343322754
2019-10-18,13.020000457763672
2019-10-21,13.649999618530273
2019-10-22,13.739999771118164
2019-10-23,13.1899995803833
2019-10-24,13.430000305175781
2019-10-25,13.229999542236328
2019-10-28,12.819999694824219
2019-10-29,12.970000267028809
2019-10-30,12.84000015258789
2019-10-31,13.130000114440918
2019-11-01,12.729999542236328
2019-11-04,12.600000381469727
2019-11-05,12.380000114440918
2019-11-06,11.779999732971191
2019-11-07,11.890000343322754
2019-11-08,11.449999809265137
2019-11-11,11.420000076293945
2019-11-12,11.470000267028809
2019-11-13,12.09000015258789
2019-11-14,13.329999923706055
2019-11-15,13.449999809265137
2019-11-18,13.670000076293945
2019-11-19,14.149999618530273
2019-11-20,14.420000076293945
2019-11-21,14.350000381469727
2019-11-22,14.930000305175781
2019-11-25,15.074999809265137
2019-11-26,15.25
2019-11-27,15.550000190734863
2019-11-29,16.0
2019-12-02,17.139999389648438
2019-12-03,18.31999969482422
2019-12-04,17.959999084472656
2019-12-05,17.770000457763672
2019-12-06,18.170000076293945
2019-12-09,17.56999969482422
2019-12-10,18.56999969482422
2019-12-11,19.920000076293945
2019-12-12,20.149999618530273
2019-12-13,20.709999084472656
2019-12-16,21.940000534057617
2019-12-17,21.75
2019-12-18,20.7549991607666
2019-12-19,21.360000610351562
2019-12-20,21.420000076293945
2019-12-23,22.010000228881836
2019-12-24,22.190000534057617
2019-12-26,21.850000381469727
2019-12-27,21.59000015258789
2019-12-30,20.790000915527344
2019-12-31,20.700000762939453
2020-01-02,20.530000686645508
2020-01-03,18.690000534057617
2020-01-06,18.40999984741211
2020-01-07,18.350000381469727
2020-01-08,17.969999313354492
2020-01-09,17.829999923706055
2020-01-10,17.8700008392334
2020-01-13,17.34000015258789
2020-01-14,17.239999771118164
2020-01-15,17.389999389648438
2020-01-16,17.610000610351562
2020-01-17,17.34000015258789
2020-01-21,16.479999542236328
2020-01-22,16.170000076293945
2020-01-23,16.475000381469727
2020-01-24,15.710000038146973
2020-01-27,15.510000228881836
2020-01-28,15.399999618530273
2020-01-29,15.319999694824219
2020-01-30,15.989999771118164
2020-01-31,15.649999618530273
2020-02-03,16.760000228881836
2020-02-04,17.489999771118164
2020-02-05,17.93000030517578
2020-02-06,17.469999313354492
2020-02-07,17.3799991607666
2020-02-10,18.420000076293945
2020-02-11,18.90999984741211
2020-02-12,19.399999618530273
2020-02-13,18.479999542236328
2020-02-14,18.84000015258789
2020-02-18,18.729999542236328
2020-02-19,18.770000457763672
2020-02-20,17.829999923706055
2020-02-21,17.674999237060547
2020-02-24,17.079999923706055
2020-02-25,15.819999694824219
2020-02-26,16.059999465942383
2020-02-27,15.510000228881836
2020-02-28,16.0
2020-03-02,17.0
2020-03-03,19.809999465942383
2020-03-04,22.040000915527344
2020-03-05,21.75
2020-03-06,20.780000686645508
2020-03-09,18.6299991607666
2020-03-10,18.68000030517578
2020-03-11,17.90999984741211
2020-03-12,14.0600004196167
2020-03-13,14.890000343322754
2020-03-16,12.5
2020-03-17,13.220000267028809
2020-03-18,12.539999961853027
2020-03-19,13.930000305175781
2020-03-20,13.720000267028809
2020-03-23,15.180000305175781
2020-03-24,15.819999694824219
2020-03-25,15.90999984741211
2020-03-26,16.989999771118164
2020-03-27,14.010000228881836
2020-03-30,16.139999389648438
2020-03-31,15.539999961853027
2020-04-01,14.699999809265137
2020-04-02,16.229999542236328
2020-04-03,16.639999389648438
2020-04-06,17.31999969482422
2020-04-07,16.43000030517578
2020-04-08,17.780000686645508
2020-04-09,18.68000030517578
2020-04-13,18.040000915527344
2020-04-14,19.34000015258789
2020-04-15,13.970000267028809
2020-04-16,14.220000267028809
2020-04-17,13.420000076293945
2020-04-20,13.199999809265137
2020-04-21,12.850000381469727
2020-04-22,13.199999809265137
2020-04-23,12.880000114440918
2020-04-24,13.199999809265137
2020-04-27,13.149999618530273
2020-04-28,12.619999885559082
2020-04-29,13.170000076293945
2020-04-30,12.069999694824219
2020-05-01,12.899999618530273
2020-05-04,12.71500015258789
2020-05-05,12.65999984741211
2020-05-06,12.720000267028809
2020-05-07,12.390000343322754
2020-05-08,12.6899995803833
2020-05-11,13.489999771118164
2020-05-12,13.65999984741211
2020-05-13,13.359999656677246
2020-05-14,12.850000381469727
2020-05-15,13.40999984741211
2020-05-18,13.350000381469727
2020-05-19,13.319999694824219
2020-05-20,15.3100004196167
2020-05-21,15.59000015258789
2020-05-22,15.670000076293945
2020-05-26,16.21500015258789
2020-05-27,14.800000190734863
2020-05-28,14.819999694824219
2020-05-29,14.239999771118164
2020-06-01,15.0600004196167
2020-06-02,15.930000305175781
2020-06-03,15.920000076293945
2020-06-04,15.800000190734863
2020-06-05,15.75
2020-06-08,16.579999923706055
2020-06-09,16.3799991607666
2020-06-10,16.31999969482422
2020-06-11,14.609999656677246
2020-06-12,14.850000381469727
2020-06-15,15.279999732971191
2020-06-16,15.5
2020-06-17,15.579999923706055
2020-06-18,15.779999732971191
2020-06-19,15.399999618530273
2020-06-22,15.5
2020-06-23,15.6899995803833
2020-06-24,15.579999923706055
2020-06-25,16.299999237060547
2020-06-26,15.569999694824219
2020-06-29,15.010000228881836
2020-06-30,15.1899995803833
2020-07-01,15.25
2020-07-02,15.34000015258789
2020-07-06,15.359999656677246
2020-07-07,16.59000015258789
2020-07-08,15.579999923706055
2020-07-09,15.529999732971191
2020-07-10,14.850000381469727
2020-07-13,14.079999923706055
2020-07-14,13.9399995803833
2020-07-15,14.279999732971191
2020-07-16,14.850000381469727
2020-07-17,15.239999771118164
2020-07-20,16.469999313354492
2020-07-21,16.479999542236328
2020-07-22,16.040000915527344
2020-07-23,15.300000190734863
2020-07-24,14.770000457763672
2020-07-27,15.029999732971191
2020-07-28,15.220000267028809
2020-07-29,13.880000114440918
2020-07-30,13.9399995803833
2020-07-31,13.149999618530273
2020-08-03,14.25
2020-08-04,13.699999809265137
2020-08-05,13.039999961853027
2020-08-06,12.510000228881836
2020-08-07,12.59000015258789
2020-08-10,12.640000343322754
2020-08-11,11.09000015258789
2020-08-12,11.050000190734863
2020-08-13,11.1899995803833
2020-08-14,11.119999885559082
2020-08-17,11.529999732971191
2020-08-18,11.180000305175781
2020-08-19,10.829999923706055
2020-08-20,10.920000076293945
2020-08-21,10.75
2020-08-24,10.739999771118164
2020-08-25,11.119999885559082
2020-08-26,10.880000114440918
2020-08-27,10.640000343322754
2020-08-28,10.649999618530273
2020-08-31,10.630000114440918
2020-09-01,10.930000305175781
2020-09-02,10.550000190734863
2020-09-03,10.100000381469727
2020-09-04,9.9399995803833
2020-09-08,10.180000305175781
2020-09-09,10.25
2020-09-10,10.119999885559082
2020-09-11,9.989999771118164
2020-09-14,10.680000305175781
2020-09-15,10.635000228881836
2020-09-16,10.619999885559082
2020-09-17,10.5
2020-09-18,11.524999618530273
2020-09-21,10.65999984741211
2020-09-22,11.25
2020-09-23,10.739999771118164
2020-09-24,10.800000190734863
2020-09-25,11.015000343322754
2020-09-28,10.765000343322754
2020-09-29,10.600000381469727
2020-09-30,10.699999809265137
2020-10-01,11.0649995803833
2020-10-02,10.949999809265137
2020-10-05,11.829999923706055
2020-10-06,11.149999618530273
2020-10-07,11.399999618530273
2020-10-08,11.380000114440918
2020-10-09,10.890000343322754
2020-10-12,11.239999771118164
2020-10-13,11.350000381469727
2020-10-14,10.720000267028809
2020-10-15,10.760000228881836
2020-10-16,10.949999809265137
2020-10-19,10.670000076293945
2020-10-20,10.779999732971191
2020-10-21,10.569999694824219
2020-10-22,11.25
2020-10-23,11.229999542236328
2020-10-26,11.0
2020-10-27,11.180000305175781
2020-10-28,10.609999656677246
2020-10-29,11.100000381469727
2020-10-30,10.569999694824219
2020-11-02,10.319999694824219
2020-11-03,10.510000228881836
2020-11-04,11.029999732971191
2020-11-05,12.0
2020-11-06,9.5
2020-11-09,9.869999885559082
2020-11-10,9.609999656677246
2020-11-11,9.779999732971191
2020-11-12,9.90999984741211
2020-11-13,9.949999809265137
2020-11-16,10.010000228881836
2020-11-17,10.0
2020-11-18,9.640000343322754
2020-11-19,9.720000267028809
2020-11-20,9.859999656677246
2020-11-23,9.609999656677246
2020-11-24,9.600000381469727
2020-11-25,9.600000381469727
2020-11-27,9.770000457763672
2020-11-30,9.84000015258789
2020-12-01,9.819999694824219
2020-12-02,9.770000457763672
2020-12-03,9.770000457763672
2020-12-04,9.789999961853027
2020-12-07,9.609999656677246
2020-12-08,9.34000015258789
2020-12-09,8.920000076293945
2020-12-10,9.880000114440918
2020-12-11,10.229999542236328
2020-12-14,11.970000267028809
2020-12-15,11.229999542236328
2020-12-16,11.489999771118164
2020-12-17,11.739999771118164
2020-12-18,12.34000015258789
2020-12-21,12.800000190734863
2020-12-22,13.289999961853027
2020-12-23,12.920000076293945
2020-12-24,12.649999618530273
2020-12-28,12.3100004196167
2020-12-29,11.550000190734863
2020-12-30,11.75
2020-12-31,11.289999961853027
2021-01-04,11.640000343322754
2021-01-05,11.369999885559082
2021-01-06,11.960000038146973
2021-01-07,12.569999694824219
2021-01-08,12.770000457763672
2021-01-11,12.3100004196167
2021-01-12,12.619999885559082
2021-01-13,12.319999694824219
2021-01-14,13.170000076293945
2021-01-15,12.9399995803833
2021-01-19,13.229999542236328
2021-01-20,13.479999542236328
2021-01-21,12.770000457763672
2021-01-22,13.289999961853027
2021-01-25,13.59000015258789
2021-01-26,13.039999961853027
2021-01-27,12.470000267028809
2021-01-28,12.4399995803833
2021-01-29,12.149999618530273
2021-02-01,12.449999809265137
2021-02-02,13.039999961853027
2021-02-03,12.960000038146973
2021-02-04,13.390000343322754
2021-02-05,13.779999732971191
2021-02-08,14.800000190734863
2021-02-09,14.369999885559082
2021-02-10,14.020000457763672
2021-02-11,13.75
2021-02-12,13.829999923706055
2021-02-16,13.90999984741211
2021-02-17,13.600000381469727
2021-02-18,12.010000228881836
2021-02-19,12.050000190734863
2021-02-22,11.989999771118164
2021-02-23,11.399999618530273
2021-02-24,11.220000267028809
2021-02-25,10.84000015258789
2021-02-26,10.739999771118164
2021-03-01,11.260000228881836
2021-03-02,10.550000190734863
2021-03-03,10.449999809265137
2021-03-04,9.729999542236328
2021-03-05,9.460000038146973
2021-03-08,9.4399995803833
2021-03-09,10.069999694824219
2021-03-10,10.069999694824219
2021-03-11,10.180000305175781
2021-03-12,9.859999656677246
2021-03-15,10.050000190734863
2021-03-16,10.039999961853027
2021-03-17,10.25
2021-03-18,10.100000381469727
2021-03-19,10.699999809265137
2021-03-22,10.640000343322754
2021-03-23,10.15999984741211
2021-03-24,9.399999618530273
2021-03-25,9.539999961853027
2021-03-26,9.539999961853027
2021-03-29,9.170000076293945
2021-03-30,9.279999732971191
2021-03-31,9.40999984741211
2021-04-01,9.619999885559082
2021-04-05,9.640000343322754
2021-04-06,9.300000190734863
2021-04-07,7.179999828338623
2021-04-08,7.480000019073486
2021-04-09,7.320000171661377
2021-04-12,7.170000076293945
2021-04-13,7.179999828338623
2021-04-14,7.21999979019165
2021-04-15,7.03000020980835
2021-04-16,6.809999942779541
2021-04-19,6.46999979019165
2021-04-20,6.349999904632568
2021-04-21,6.710000038146973
2021-04-22,6.71999979019165
2021-04-23,6.78000020980835
2021-04-26,6.900000095367432
2021-04-27,6.889999866485596
2021-04-28,6.96999979019165
2021-04-29,6.869999885559082
2021-04-30,6.769999980926514
2021-05-03,6.710000038146973
2021-05-04,6.440000057220459
2021-05-05,6.420000076293945
2021-05-06,6.260000228881836
2021-05-07,6.510000228881836
2021-05-10,6.369999885559082
2021-05-11,6.5
2021-05-12,6.570000171661377
2021-05-13,6.349999904632568
2021-05-14,6.429999828338623
