,EWI
2004-12-31,51.20000076293945
2005-01-03,50.91999816894531
2005-01-04,49.7599983215332
2005-01-05,50.02000045776367
2005-01-06,49.97999954223633
2005-01-07,49.459999084472656
2005-01-10,49.779998779296875
2005-01-11,48.97999954223633
2005-01-12,49.97999954223633
2005-01-13,50.0
2005-01-14,50.13999938964844
2005-01-18,49.720001220703125
2005-01-19,49.84000015258789
2005-01-20,49.619998931884766
2005-01-21,49.84000015258789
2005-01-24,49.560001373291016
2005-01-25,49.5
2005-01-26,49.84000015258789
2005-01-27,49.52000045776367
2005-01-28,49.720001220703125
2005-01-31,50.2599983215332
2005-02-01,50.7599983215332
2005-02-02,50.779998779296875
2005-02-03,50.2599983215332
2005-02-04,50.540000915527344
2005-02-07,50.400001525878906
2005-02-08,50.13999938964844
2005-02-09,50.060001373291016
2005-02-10,50.900001525878906
2005-02-11,51.18000030517578
2005-02-14,51.540000915527344
2005-02-15,51.81999969482422
2005-02-16,51.15999984741211
2005-02-17,51.31999969482422
2005-02-18,51.0
2005-02-22,50.47999954223633
2005-02-23,50.5
2005-02-24,50.900001525878906
2005-02-25,51.7400016784668
2005-02-28,51.68000030517578
2005-03-01,51.400001525878906
2005-03-02,51.2599983215332
2005-03-03,51.18000030517578
2005-03-04,52.279998779296875
2005-03-07,52.119998931884766
2005-03-08,51.91999816894531
2005-03-09,52.13999938964844
2005-03-10,51.70000076293945
2005-03-11,51.7400016784668
2005-03-14,51.540000915527344
2005-03-15,51.880001068115234
2005-03-16,51.5
2005-03-17,51.459999084472656
2005-03-18,51.86000061035156
2005-03-21,51.400001525878906
2005-03-22,50.599998474121094
2005-03-23,50.5
2005-03-24,50.599998474121094
2005-03-28,50.5
2005-03-29,50.5
2005-03-30,51.31999969482422
2005-03-31,51.58000183105469
2005-04-01,51.15999984741211
2005-04-04,51.040000915527344
2005-04-05,51.380001068115234
2005-04-06,51.20000076293945
2005-04-07,51.7400016784668
2005-04-08,52.0
2005-04-11,52.41999816894531
2005-04-12,52.119998931884766
2005-04-13,51.560001373291016
2005-04-14,51.0
2005-04-15,50.400001525878906
2005-04-18,50.099998474121094
2005-04-19,49.91999816894531
2005-04-20,50.02000045776367
2005-04-21,50.20000076293945
2005-04-22,50.380001068115234
2005-04-25,50.459999084472656
2005-04-26,50.18000030517578
2005-04-27,49.34000015258789
2005-04-28,48.7599983215332
2005-04-29,49.02000045776367
2005-05-02,49.400001525878906
2005-05-03,49.459999084472656
2005-05-04,49.900001525878906
2005-05-05,50.13999938964844
2005-05-06,49.560001373291016
2005-05-09,49.7599983215332
2005-05-10,49.20000076293945
2005-05-11,49.15999984741211
2005-05-12,48.959999084472656
2005-05-13,48.34000015258789
2005-05-16,48.84000015258789
2005-05-17,48.31999969482422
2005-05-18,49.02000045776367
2005-05-19,49.040000915527344
2005-05-20,49.20000076293945
2005-05-23,49.86000061035156
2005-05-24,49.20000076293945
2005-05-25,49.599998474121094
2005-05-26,49.599998474121094
2005-05-27,49.68000030517578
2005-05-31,48.599998474121094
2005-06-01,48.79999923706055
2005-06-02,49.2400016784668
2005-06-03,48.79999923706055
2005-06-06,48.65999984741211
2005-06-07,49.0
2005-06-08,48.900001525878906
2005-06-09,49.099998474121094
2005-06-10,48.63999938964844
2005-06-13,49.2599983215332
2005-06-14,49.0
2005-06-15,49.459999084472656
2005-06-16,49.040000915527344
2005-06-17,49.84000015258789
2005-06-20,49.439998626708984
2005-06-21,49.5
2005-06-22,49.34000015258789
2005-06-23,48.599998474121094
2005-06-24,48.439998626708984
2005-06-27,48.29999923706055
2005-06-28,48.540000915527344
2005-06-29,48.7400016784668
2005-06-30,49.2599983215332
2005-07-01,48.880001068115234
2005-07-05,48.619998931884766
2005-07-06,48.779998779296875
2005-07-07,48.400001525878906
2005-07-08,49.5
2005-07-11,49.79999923706055
2005-07-12,50.2599983215332
2005-07-13,50.099998474121094
2005-07-14,50.52000045776367
2005-07-15,50.2400016784668
2005-07-18,50.099998474121094
2005-07-19,50.52000045776367
2005-07-20,50.900001525878906
2005-07-21,50.7599983215332
2005-07-22,50.79999923706055
2005-07-25,50.58000183105469
2005-07-26,50.5
2005-07-27,50.900001525878906
2005-07-28,51.5
2005-07-29,51.119998931884766
2005-08-01,51.5
2005-08-02,51.79999923706055
2005-08-03,52.5
2005-08-04,51.900001525878906
2005-08-05,51.459999084472656
2005-08-08,51.880001068115234
2005-08-09,52.15999984741211
2005-08-10,52.380001068115234
2005-08-11,52.880001068115234
2005-08-12,52.599998474121094
2005-08-15,52.31999969482422
2005-08-16,51.720001220703125
2005-08-17,51.58000183105469
2005-08-18,50.58000183105469
2005-08-19,51.02000045776367
2005-08-22,51.279998779296875
2005-08-23,51.099998474121094
2005-08-24,51.220001220703125
2005-08-25,51.380001068115234
2005-08-26,50.63999938964844
2005-08-29,51.0
2005-08-30,50.58000183105469
2005-08-31,51.880001068115234
2005-09-01,52.65999984741211
2005-09-02,53.0
2005-09-06,53.20000076293945
2005-09-07,52.91999816894531
2005-09-08,52.97999954223633
2005-09-09,53.31999969482422
2005-09-12,52.599998474121094
2005-09-13,52.31999969482422
2005-09-14,52.84000015258789
2005-09-15,52.560001373291016
2005-09-16,53.040000915527344
2005-09-19,52.599998474121094
2005-09-20,52.279998779296875
2005-09-21,52.63999938964844
2005-09-22,52.36000061035156
2005-09-23,51.91999816894531
2005-09-26,52.400001525878906
2005-09-27,52.5
2005-09-28,52.7599983215332
2005-09-29,53.0
2005-09-30,52.619998931884766
2005-10-03,52.2400016784668
2005-10-04,51.720001220703125
2005-10-05,51.400001525878906
2005-10-06,51.220001220703125
2005-10-07,51.439998626708984
2005-10-10,51.060001373291016
2005-10-11,50.779998779296875
2005-10-12,50.31999969482422
2005-10-13,49.91999816894531
2005-10-14,50.439998626708984
2005-10-17,50.060001373291016
2005-10-18,49.13999938964844
2005-10-19,49.08000183105469
2005-10-20,48.20000076293945
2005-10-21,48.79999923706055
2005-10-24,49.5
2005-10-25,49.560001373291016
2005-10-26,49.2400016784668
2005-10-27,48.68000030517578
2005-10-28,49.0
2005-10-31,49.400001525878906
2005-11-01,49.31999969482422
2005-11-02,49.79999923706055
2005-11-03,49.79999923706055
2005-11-04,49.459999084472656
2005-11-07,49.29999923706055
2005-11-08,49.29999923706055
2005-11-09,49.220001220703125
2005-11-10,48.959999084472656
2005-11-11,49.459999084472656
2005-11-14,49.18000030517578
2005-11-15,49.20000076293945
2005-11-16,49.060001373291016
2005-11-17,49.81999969482422
2005-11-18,49.7400016784668
2005-11-21,50.13999938964844
2005-11-22,50.52000045776367
2005-11-23,50.86000061035156
2005-11-25,50.619998931884766
2005-11-28,50.29999923706055
2005-11-29,50.060001373291016
2005-11-30,49.959999084472656
2005-12-01,50.560001373291016
2005-12-02,50.400001525878906
2005-12-05,50.900001525878906
2005-12-06,51.20000076293945
2005-12-07,50.779998779296875
2005-12-08,51.13999938964844
2005-12-09,51.220001220703125
2005-12-12,52.0
2005-12-13,52.08000183105469
2005-12-14,52.400001525878906
2005-12-15,52.02000045776367
2005-12-16,52.34000015258789
2005-12-19,52.34000015258789
2005-12-20,52.0
2005-12-21,52.2599983215332
2005-12-22,52.720001220703125
2005-12-23,51.380001068115234
2005-12-27,51.15999984741211
2005-12-28,51.41999816894531
2005-12-29,51.599998474121094
2005-12-30,51.15999984741211
2006-01-03,53.099998474121094
2006-01-04,53.380001068115234
2006-01-05,53.040000915527344
2006-01-06,53.79999923706055
2006-01-09,53.08000183105469
2006-01-10,53.20000076293945
2006-01-11,53.7599983215332
2006-01-12,53.13999938964844
2006-01-13,53.400001525878906
2006-01-17,53.18000030517578
2006-01-18,53.060001373291016
2006-01-19,52.900001525878906
2006-01-20,52.13999938964844
2006-01-23,53.34000015258789
2006-01-24,53.20000076293945
2006-01-25,53.2599983215332
2006-01-26,53.939998626708984
2006-01-27,53.7400016784668
2006-01-30,53.58000183105469
2006-01-31,53.900001525878906
2006-02-01,53.959999084472656
2006-02-02,53.400001525878906
2006-02-03,53.02000045776367
2006-02-06,53.58000183105469
2006-02-07,53.13999938964844
2006-02-08,53.540000915527344
2006-02-09,53.880001068115234
2006-02-10,53.47999954223633
2006-02-13,53.060001373291016
2006-02-14,53.7400016784668
2006-02-15,53.400001525878906
2006-02-16,53.939998626708984
2006-02-17,54.31999969482422
2006-02-21,54.619998931884766
2006-02-22,54.880001068115234
2006-02-23,54.70000076293945
2006-02-24,54.91999816894531
2006-02-27,55.119998931884766
2006-02-28,54.47999954223633
2006-03-01,54.68000030517578
2006-03-02,54.52000045776367
2006-03-03,54.599998474121094
2006-03-06,54.70000076293945
2006-03-07,54.040000915527344
2006-03-08,54.31999969482422
2006-03-09,54.279998779296875
2006-03-10,54.91999816894531
2006-03-13,55.540000915527344
2006-03-14,56.29999923706055
2006-03-15,56.459999084472656
2006-03-16,56.91999816894531
2006-03-17,56.939998626708984
2006-03-20,56.900001525878906
2006-03-21,56.5
2006-03-22,56.7599983215332
2006-03-23,55.68000030517578
2006-03-24,55.939998626708984
2006-03-27,55.2400016784668
2006-03-28,54.439998626708984
2006-03-29,55.2599983215332
2006-03-30,56.220001220703125
2006-03-31,55.79999923706055
2006-04-03,56.15999984741211
2006-04-04,56.900001525878906
2006-04-05,57.20000076293945
2006-04-06,57.15999984741211
2006-04-07,56.119998931884766
2006-04-10,56.47999954223633
2006-04-11,55.599998474121094
2006-04-12,55.400001525878906
2006-04-13,55.540000915527344
2006-04-17,55.86000061035156
2006-04-18,56.81999969482422
2006-04-19,57.31999969482422
2006-04-20,57.380001068115234
2006-04-21,57.599998474121094
2006-04-24,57.959999084472656
2006-04-25,57.91999816894531
2006-04-26,58.41999816894531
2006-04-27,58.619998931884766
2006-04-28,58.779998779296875
2006-05-01,58.5
2006-05-02,59.18000030517578
2006-05-03,58.939998626708984
2006-05-04,59.41999816894531
2006-05-05,60.08000183105469
2006-05-08,60.119998931884766
2006-05-09,60.70000076293945
2006-05-10,60.880001068115234
2006-05-11,60.63999938964844
2006-05-12,59.939998626708984
2006-05-15,59.15999984741211
2006-05-16,59.34000015258789
2006-05-17,57.439998626708984
2006-05-18,57.380001068115234
2006-05-19,57.7400016784668
2006-05-22,57.2599983215332
2006-05-23,56.779998779296875
2006-05-24,56.84000015258789
2006-05-25,57.41999816894531
2006-05-26,57.63999938964844
2006-05-30,57.08000183105469
2006-05-31,58.099998474121094
2006-06-01,58.599998474121094
2006-06-02,59.400001525878906
2006-06-05,58.619998931884766
2006-06-06,57.939998626708984
2006-06-07,57.459999084472656
2006-06-08,56.400001525878906
2006-06-09,56.0
2006-06-12,55.58000183105469
2006-06-13,53.97999954223633
2006-06-14,54.52000045776367
2006-06-15,56.060001373291016
2006-06-16,55.58000183105469
2006-06-19,55.2599983215332
2006-06-20,55.599998474121094
2006-06-21,56.619998931884766
2006-06-22,56.18000030517578
2006-06-23,56.060001373291016
2006-06-26,56.560001373291016
2006-06-27,55.79999923706055
2006-06-28,56.36000061035156
2006-06-29,58.29999923706055
2006-06-30,58.5
2006-07-03,59.0
2006-07-05,58.20000076293945
2006-07-06,58.58000183105469
2006-07-07,58.18000030517578
2006-07-10,58.459999084472656
2006-07-11,58.560001373291016
2006-07-12,57.65999984741211
2006-07-13,56.7400016784668
2006-07-14,56.5
2006-07-17,55.63999938964844
2006-07-18,55.41999816894531
2006-07-19,56.84000015258789
2006-07-20,56.65999984741211
2006-07-21,56.70000076293945
2006-07-24,57.52000045776367
2006-07-25,57.2400016784668
2006-07-26,57.86000061035156
2006-07-27,57.97999954223633
2006-07-28,58.880001068115234
2006-07-31,58.84000015258789
2006-08-01,58.58000183105469
2006-08-02,58.900001525878906
2006-08-03,58.900001525878906
2006-08-04,59.29999923706055
2006-08-07,58.84000015258789
2006-08-08,58.79999923706055
2006-08-09,59.15999984741211
2006-08-10,59.119998931884766
2006-08-11,58.560001373291016
2006-08-14,58.68000030517578
2006-08-15,59.959999084472656
2006-08-16,60.2400016784668
2006-08-17,60.18000030517578
2006-08-18,60.459999084472656
2006-08-21,60.439998626708984
2006-08-22,60.18000030517578
2006-08-23,59.63999938964844
2006-08-24,60.5
2006-08-25,60.47999954223633
2006-08-28,60.400001525878906
2006-08-29,61.0
2006-08-30,61.29999923706055
2006-08-31,61.2599983215332
2006-09-01,61.540000915527344
2006-09-05,61.7400016784668
2006-09-06,60.84000015258789
2006-09-07,60.2599983215332
2006-09-08,60.47999954223633
2006-09-11,60.5
2006-09-12,60.959999084472656
2006-09-13,60.880001068115234
2006-09-14,60.81999969482422
2006-09-15,60.29999923706055
2006-09-18,60.400001525878906
2006-09-19,59.84000015258789
2006-09-20,60.65999984741211
2006-09-21,60.79999923706055
2006-09-22,60.5
2006-09-25,60.86000061035156
2006-09-26,60.599998474121094
2006-09-27,60.68000030517578
2006-09-28,61.15999984741211
2006-09-29,60.959999084472656
2006-10-02,61.02000045776367
2006-10-03,61.2599983215332
2006-10-04,61.91999816894531
2006-10-05,61.79999923706055
2006-10-06,61.220001220703125
2006-10-09,61.65999984741211
2006-10-10,61.7400016784668
2006-10-11,62.0
2006-10-12,62.36000061035156
2006-10-13,62.060001373291016
2006-10-16,61.86000061035156
2006-10-17,61.599998474121094
2006-10-18,61.459999084472656
2006-10-19,62.119998931884766
2006-10-20,61.97999954223633
2006-10-23,61.959999084472656
2006-10-24,61.79999923706055
2006-10-25,62.400001525878906
2006-10-26,62.599998474121094
2006-10-27,62.540000915527344
2006-10-30,62.58000183105469
2006-10-31,63.099998474121094
2006-11-01,63.18000030517578
2006-11-02,63.380001068115234
2006-11-03,63.459999084472656
2006-11-06,64.16000366210938
2006-11-07,64.5199966430664
2006-11-08,64.5999984741211
2006-11-09,64.33999633789062
2006-11-10,65.0199966430664
2006-11-13,64.87999725341797
2006-11-14,65.23999786376953
2006-11-15,65.4800033569336
2006-11-16,65.26000213623047
2006-11-17,65.23999786376953
2006-11-20,65.31999969482422
2006-11-21,65.66000366210938
2006-11-22,66.08000183105469
2006-11-24,66.27999877929688
2006-11-27,65.45999908447266
2006-11-28,65.91999816894531
2006-11-29,66.58000183105469
2006-11-30,66.80000305175781
2006-12-01,66.4800033569336
2006-12-04,66.77999877929688
2006-12-05,67.19999694824219
2006-12-06,66.81999969482422
2006-12-07,67.0999984741211
2006-12-08,66.76000213623047
2006-12-11,67.26000213623047
2006-12-12,67.44000244140625
2006-12-13,67.58000183105469
2006-12-14,67.33999633789062
2006-12-15,66.80000305175781
2006-12-18,66.9000015258789
2006-12-19,67.66000366210938
2006-12-20,65.72000122070312
2006-12-21,65.95999908447266
2006-12-22,65.16000366210938
2006-12-26,65.18000030517578
2006-12-27,66.13999938964844
2006-12-28,66.31999969482422
2006-12-29,66.41999816894531
2007-01-03,66.83999633789062
2007-01-04,66.68000030517578
2007-01-05,65.81999969482422
2007-01-08,65.9000015258789
2007-01-09,65.86000061035156
2007-01-10,65.16000366210938
2007-01-11,65.58000183105469
2007-01-12,66.31999969482422
2007-01-16,66.27999877929688
2007-01-17,65.87999725341797
2007-01-18,65.73999786376953
2007-01-19,66.63999938964844
2007-01-22,66.4000015258789
2007-01-23,66.9000015258789
2007-01-24,67.33999633789062
2007-01-25,66.4800033569336
2007-01-26,66.62000274658203
2007-01-29,66.44000244140625
2007-01-30,66.5999984741211
2007-01-31,67.19999694824219
2007-02-01,67.05999755859375
2007-02-02,67.31999969482422
2007-02-05,67.05999755859375
2007-02-06,67.0999984741211
2007-02-07,67.73999786376953
2007-02-08,67.4000015258789
2007-02-09,66.9800033569336
2007-02-12,66.69999694824219
2007-02-13,67.45999908447266
2007-02-14,68.44000244140625
2007-02-15,68.30000305175781
2007-02-16,68.4800033569336
2007-02-20,68.18000030517578
2007-02-21,67.73999786376953
2007-02-22,67.86000061035156
2007-02-23,67.66000366210938
2007-02-26,68.33999633789062
2007-02-27,65.12000274658203
2007-02-28,66.05999755859375
2007-03-01,64.86000061035156
2007-03-02,64.19999694824219
2007-03-05,63.02000045776367
2007-03-06,64.41999816894531
2007-03-07,64.23999786376953
2007-03-08,64.95999908447266
2007-03-09,64.9000015258789
2007-03-12,64.91999816894531
2007-03-13,63.459999084472656
2007-03-14,63.84000015258789
2007-03-15,64.0
2007-03-16,64.30000305175781
2007-03-19,65.04000091552734
2007-03-20,65.23999786376953
2007-03-21,67.08000183105469
2007-03-22,66.91999816894531
2007-03-23,67.45999908447266
2007-03-26,67.41999816894531
2007-03-27,67.05999755859375
2007-03-28,66.66000366210938
2007-03-29,67.37999725341797
2007-03-30,67.55999755859375
2007-04-02,68.23999786376953
2007-04-03,68.5199966430664
2007-04-04,68.72000122070312
2007-04-05,69.16000366210938
2007-04-09,68.73999786376953
2007-04-10,69.73999786376953
2007-04-11,69.41999816894531
2007-04-12,69.95999908447266
2007-04-13,70.41999816894531
2007-04-16,71.04000091552734
2007-04-17,71.16000366210938
2007-04-18,71.22000122070312
2007-04-19,70.81999969482422
2007-04-20,71.55999755859375
2007-04-23,71.30000305175781
2007-04-24,71.41999816894531
2007-04-25,72.4000015258789
2007-04-26,72.19999694824219
2007-04-27,72.31999969482422
2007-04-30,72.0199966430664
2007-05-01,72.0999984741211
2007-05-02,72.27999877929688
2007-05-03,71.76000213623047
2007-05-04,72.36000061035156
2007-05-07,72.72000122070312
2007-05-08,71.9000015258789
2007-05-09,72.13999938964844
2007-05-10,70.63999938964844
2007-05-11,71.80000305175781
2007-05-14,71.5999984741211
2007-05-15,72.16000366210938
2007-05-16,72.23999786376953
2007-05-17,72.0999984741211
2007-05-18,72.69999694824219
2007-05-21,72.16000366210938
2007-05-22,71.83999633789062
2007-05-23,72.36000061035156
2007-05-24,71.22000122070312
2007-05-25,71.62000274658203
2007-05-29,71.54000091552734
2007-05-30,71.5
2007-05-31,71.5999984741211
2007-06-01,71.0999984741211
2007-06-04,70.86000061035156
2007-06-05,71.0999984741211
2007-06-06,70.05999755859375
2007-06-07,68.4000015258789
2007-06-08,69.23999786376953
2007-06-11,68.69999694824219
2007-06-12,67.72000122070312
2007-06-13,69.08000183105469
2007-06-14,69.86000061035156
2007-06-15,70.69999694824219
2007-06-18,70.77999877929688
2007-06-19,71.44000244140625
2007-06-20,70.26000213623047
2007-06-21,70.76000213623047
2007-06-22,69.68000030517578
2007-06-25,69.5
2007-06-26,68.81999969482422
2007-06-27,69.54000091552734
2007-06-28,69.44000244140625
2007-06-29,69.81999969482422
2007-07-02,70.91999816894531
2007-07-03,71.4800033569336
2007-07-05,70.72000122070312
2007-07-06,71.36000061035156
2007-07-09,71.80000305175781
2007-07-10,70.77999877929688
2007-07-11,71.31999969482422
2007-07-12,72.31999969482422
2007-07-13,72.05999755859375
2007-07-16,71.86000061035156
2007-07-17,71.69999694824219
2007-07-18,71.81999969482422
2007-07-19,71.80000305175781
2007-07-20,71.0
2007-07-23,71.04000091552734
2007-07-24,69.62000274658203
2007-07-25,69.37999725341797
2007-07-26,67.30000305175781
2007-07-27,66.45999908447266
2007-07-30,67.41999816894531
2007-07-31,67.23999786376953
2007-08-01,67.5999984741211
2007-08-02,67.26000213623047
2007-08-03,66.5
2007-08-06,67.55999755859375
2007-08-07,68.13999938964844
2007-08-08,68.95999908447266
2007-08-09,68.73999786376953
2007-08-10,66.26000213623047
2007-08-13,65.80000305175781
2007-08-14,65.30000305175781
2007-08-15,63.70000076293945
2007-08-16,63.439998626708984
2007-08-17,64.69999694824219
2007-08-20,64.73999786376953
2007-08-21,64.41999816894531
2007-08-22,66.26000213623047
2007-08-23,66.33999633789062
2007-08-24,67.87999725341797
2007-08-27,67.16000366210938
2007-08-28,65.36000061035156
2007-08-29,67.36000061035156
2007-08-30,66.72000122070312
2007-08-31,67.63999938964844
2007-09-04,68.04000091552734
2007-09-05,66.58000183105469
2007-09-06,66.69999694824219
2007-09-07,65.66000366210938
2007-09-10,65.77999877929688
2007-09-11,66.63999938964844
2007-09-12,66.94000244140625
2007-09-13,67.37999725341797
2007-09-14,66.91999816894531
2007-09-17,66.04000091552734
2007-09-18,68.80000305175781
2007-09-19,68.87999725341797
2007-09-20,69.04000091552734
2007-09-21,69.4000015258789
2007-09-24,69.0199966430664
2007-09-25,69.05999755859375
2007-09-26,69.54000091552734
2007-09-27,70.0199966430664
2007-09-28,69.68000030517578
2007-10-01,71.18000030517578
2007-10-02,70.4800033569336
2007-10-03,69.81999969482422
2007-10-04,70.73999786376953
2007-10-05,71.19999694824219
2007-10-08,70.5
2007-10-09,71.55999755859375
2007-10-10,70.9800033569336
2007-10-11,71.22000122070312
2007-10-12,71.58000183105469
2007-10-15,71.0
2007-10-16,70.31999969482422
2007-10-17,70.55999755859375
2007-10-18,70.54000091552734
2007-10-19,69.45999908447266
2007-10-22,69.13999938964844
2007-10-23,70.04000091552734
2007-10-24,69.66000366210938
2007-10-25,70.16000366210938
2007-10-26,71.45999908447266
2007-10-29,71.55999755859375
2007-10-30,71.4800033569336
2007-10-31,72.36000061035156
2007-11-01,70.36000061035156
2007-11-02,71.19999694824219
2007-11-05,70.36000061035156
2007-11-06,71.19999694824219
2007-11-07,69.9000015258789
2007-11-08,69.77999877929688
2007-11-09,68.16000366210938
2007-11-12,67.77999877929688
2007-11-13,69.91999816894531
2007-11-14,69.63999938964844
2007-11-15,69.0199966430664
2007-11-16,70.12000274658203
2007-11-19,68.0199966430664
2007-11-20,69.4800033569336
2007-11-21,68.44000244140625
2007-11-23,69.9000015258789
2007-11-26,68.4000015258789
2007-11-27,69.44000244140625
2007-11-28,71.23999786376953
2007-11-29,70.69999694824219
2007-11-30,70.76000213623047
2007-12-03,70.62000274658203
2007-12-04,70.5999984741211
2007-12-05,71.0999984741211
2007-12-06,71.76000213623047
2007-12-07,71.58000183105469
2007-12-10,72.27999877929688
2007-12-11,70.45999908447266
2007-12-12,71.69999694824219
2007-12-13,70.77999877929688
2007-12-14,69.04000091552734
2007-12-17,67.83999633789062
2007-12-18,68.4800033569336
2007-12-19,67.63999938964844
2007-12-20,64.83999633789062
2007-12-21,65.26000213623047
2007-12-24,65.55999755859375
2007-12-26,65.91999816894531
2007-12-27,65.86000061035156
2007-12-28,67.18000030517578
2007-12-31,65.87999725341797
2008-01-02,66.33999633789062
2008-01-03,66.4800033569336
2008-01-04,65.05999755859375
2008-01-07,65.68000030517578
2008-01-08,64.72000122070312
2008-01-09,65.13999938964844
2008-01-10,65.62000274658203
2008-01-11,64.95999908447266
2008-01-14,66.08000183105469
2008-01-15,64.26000213623047
2008-01-16,63.36000061035156
2008-01-17,62.08000183105469
2008-01-18,61.939998626708984
2008-01-22,60.0
2008-01-23,58.68000030517578
2008-01-24,59.900001525878906
2008-01-25,58.7599983215332
2008-01-28,60.599998474121094
2008-01-29,60.380001068115234
2008-01-30,60.459999084472656
2008-01-31,60.79999923706055
2008-02-01,60.86000061035156
2008-02-04,60.880001068115234
2008-02-05,57.939998626708984
2008-02-06,58.040000915527344
2008-02-07,58.060001373291016
2008-02-08,56.68000030517578
2008-02-11,57.02000045776367
2008-02-12,58.220001220703125
2008-02-13,59.459999084472656
2008-02-14,58.70000076293945
2008-02-15,58.91999816894531
2008-02-19,59.380001068115234
2008-02-20,59.560001373291016
2008-02-21,58.70000076293945
2008-02-22,58.900001525878906
2008-02-25,59.65999984741211
2008-02-26,60.959999084472656
2008-02-27,61.439998626708984
2008-02-28,61.220001220703125
2008-02-29,59.63999938964844
2008-03-03,59.79999923706055
2008-03-04,58.84000015258789
2008-03-05,59.880001068115234
2008-03-06,58.91999816894531
2008-03-07,57.70000076293945
2008-03-10,56.900001525878906
2008-03-11,59.29999923706055
2008-03-12,58.7400016784668
2008-03-13,58.959999084472656
2008-03-14,57.86000061035156
2008-03-17,57.2599983215332
2008-03-18,58.7599983215332
2008-03-19,55.779998779296875
2008-03-20,55.65999984741211
2008-03-24,56.68000030517578
2008-03-25,58.02000045776367
2008-03-26,58.34000015258789
2008-03-27,58.2400016784668
2008-03-28,58.13999938964844
2008-03-31,59.099998474121094
2008-04-01,60.52000045776367
2008-04-02,61.13999938964844
2008-04-03,61.52000045776367
2008-04-04,61.619998931884766
2008-04-07,62.119998931884766
2008-04-08,62.040000915527344
2008-04-09,62.279998779296875
2008-04-10,62.2400016784668
2008-04-11,61.220001220703125
2008-04-14,61.29999923706055
2008-04-15,61.31999969482422
2008-04-16,62.900001525878906
2008-04-17,62.099998474121094
2008-04-18,62.86000061035156
2008-04-21,63.41999816894531
2008-04-22,63.02000045776367
2008-04-23,62.68000030517578
2008-04-24,62.560001373291016
2008-04-25,63.08000183105469
2008-04-28,62.58000183105469
2008-04-29,62.52000045776367
2008-04-30,62.560001373291016
2008-05-01,62.97999954223633
2008-05-02,63.040000915527344
2008-05-05,63.439998626708984
2008-05-06,63.81999969482422
2008-05-07,62.439998626708984
2008-05-08,62.400001525878906
2008-05-09,62.099998474121094
2008-05-12,62.900001525878906
2008-05-13,62.29999923706055
2008-05-14,62.65999984741211
2008-05-15,63.380001068115234
2008-05-16,64.27999877929688
2008-05-19,63.720001220703125
2008-05-20,63.31999969482422
2008-05-21,63.13999938964844
2008-05-22,63.939998626708984
2008-05-23,63.7400016784668
2008-05-27,63.119998931884766
2008-05-28,62.97999954223633
2008-05-29,62.41999816894531
2008-05-30,63.119998931884766
2008-06-02,62.0
2008-06-03,61.400001525878906
2008-06-04,61.13999938964844
2008-06-05,62.36000061035156
2008-06-06,60.47999954223633
2008-06-09,60.29999923706055
2008-06-10,59.29999923706055
2008-06-11,58.34000015258789
2008-06-12,57.7599983215332
2008-06-13,57.91999816894531
2008-06-16,58.41999816894531
2008-06-17,58.560001373291016
2008-06-18,57.86000061035156
2008-06-19,57.779998779296875
2008-06-20,56.47999954223633
2008-06-23,56.400001525878906
2008-06-24,56.5
2008-06-25,55.2599983215332
2008-06-26,53.70000076293945
2008-06-27,53.68000030517578
2008-06-30,53.81999969482422
2008-07-01,53.29999923706055
2008-07-02,53.599998474121094
2008-07-03,53.880001068115234
2008-07-07,52.900001525878906
2008-07-08,53.060001373291016
2008-07-09,52.41999816894531
2008-07-10,53.380001068115234
2008-07-11,52.31999969482422
2008-07-14,51.779998779296875
2008-07-15,51.08000183105469
2008-07-16,51.720001220703125
2008-07-17,52.15999984741211
2008-07-18,52.86000061035156
2008-07-21,53.29999923706055
2008-07-22,53.47999954223633
2008-07-23,53.7599983215332
2008-07-24,53.02000045776367
2008-07-25,53.31999969482422
2008-07-28,52.560001373291016
2008-07-29,52.91999816894531
2008-07-30,52.900001525878906
2008-07-31,52.08000183105469
2008-08-01,51.65999984741211
2008-08-04,51.36000061035156
2008-08-05,52.97999954223633
2008-08-06,52.939998626708984
2008-08-07,52.47999954223633
2008-08-08,51.900001525878906
2008-08-11,52.0
2008-08-12,51.84000015258789
2008-08-13,51.119998931884766
2008-08-14,50.34000015258789
2008-08-15,49.91999816894531
2008-08-18,49.779998779296875
2008-08-19,49.36000061035156
2008-08-20,49.0
2008-08-21,49.02000045776367
2008-08-22,49.099998474121094
2008-08-25,48.34000015258789
2008-08-26,48.36000061035156
2008-08-27,48.81999969482422
2008-08-28,49.84000015258789
2008-08-29,49.65999984741211
2008-09-02,49.58000183105469
2008-09-03,49.52000045776367
2008-09-04,47.29999923706055
2008-09-05,46.959999084472656
2008-09-08,47.58000183105469
2008-09-09,46.47999954223633
2008-09-10,46.63999938964844
2008-09-11,46.619998931884766
2008-09-12,47.29999923706055
2008-09-15,45.47999954223633
2008-09-16,45.02000045776367
2008-09-17,43.040000915527344
2008-09-18,44.31999969482422
2008-09-19,47.959999084472656
2008-09-22,47.08000183105469
2008-09-23,46.560001373291016
2008-09-24,46.400001525878906
2008-09-25,47.65999984741211
2008-09-26,47.2599983215332
2008-09-29,42.2599983215332
2008-09-30,43.08000183105469
2008-10-01,43.34000015258789
2008-10-02,41.0
