,CHTR
2010-01-05,35.0
2010-01-06,35.0
2010-01-07,35.0
2010-01-08,33.5
2010-01-11,33.5
2010-01-12,33.5
2010-01-13,32.75
2010-01-14,32.75
2010-01-15,32.25
2010-01-19,32.0
2010-01-20,31.75
2010-01-21,31.600000381469727
2010-01-22,31.5
2010-01-25,31.25
2010-01-26,30.75
2010-01-27,30.75
2010-01-28,30.75
2010-01-29,30.6299991607666
2010-02-01,30.5
2010-02-02,30.5
2010-02-03,29.75
2010-02-04,30.25
2010-02-05,30.5
2010-02-08,29.850000381469727
2010-02-09,29.799999237060547
2010-02-10,29.75
2010-02-11,29.739999771118164
2010-02-12,29.739999771118164
2010-02-16,29.739999771118164
2010-02-17,29.739999771118164
2010-02-18,29.700000762939453
2010-02-19,29.700000762939453
2010-02-22,29.700000762939453
2010-02-23,29.700000762939453
2010-02-24,29.700000762939453
2010-02-25,29.5
2010-02-26,29.75
2010-03-01,30.100000381469727
2010-03-02,30.399999618530273
2010-03-03,30.75
2010-03-04,31.020000457763672
2010-03-05,31.75
2010-03-08,31.75
2010-03-09,32.75
2010-03-10,33.0
2010-03-11,32.5
2010-03-12,32.5
2010-03-15,33.0
2010-03-16,32.75
2010-03-17,34.0
2010-03-18,34.75
2010-03-19,34.75
2010-03-22,34.43000030517578
2010-03-23,35.0
2010-03-24,35.0
2010-03-25,34.5
2010-03-26,34.75
2010-03-29,34.5
2010-03-30,34.45000076293945
2010-03-31,34.5
2010-04-01,35.0
2010-04-05,35.0
2010-04-06,34.54999923706055
2010-04-07,34.54999923706055
2010-04-08,34.54999923706055
2010-04-09,34.70000076293945
2010-04-12,35.0
2010-04-13,35.0
2010-04-14,35.25
2010-04-15,36.0
2010-04-16,36.099998474121094
2010-04-19,36.0099983215332
2010-04-20,36.0099983215332
2010-04-21,35.5099983215332
2010-04-22,36.0
2010-04-23,36.25
2010-04-26,36.5
2010-04-27,36.5
2010-04-28,36.5
2010-04-29,37.25
2010-04-30,37.900001525878906
2010-05-03,39.5
2010-05-04,39.75
2010-05-05,39.5
2010-05-06,38.349998474121094
2010-05-07,37.849998474121094
2010-05-10,37.75
2010-05-11,38.0
2010-05-12,38.0
2010-05-13,38.0
2010-05-14,37.599998474121094
2010-05-17,38.0
2010-05-18,37.25
2010-05-19,38.20000076293945
2010-05-20,37.0
2010-05-21,36.75
2010-05-24,36.29999923706055
2010-05-25,36.0
2010-05-26,36.0
2010-05-27,36.0
2010-05-28,36.0
2010-06-01,35.880001068115234
2010-06-02,35.0
2010-06-03,35.0
2010-06-04,35.0
2010-06-07,33.75
2010-06-08,34.5
2010-06-09,34.52000045776367
2010-06-10,34.52000045776367
2010-06-11,34.5
2010-06-14,34.099998474121094
2010-06-15,34.5
2010-06-16,34.70000076293945
2010-06-17,34.75
2010-06-18,35.25
2010-06-21,35.25
2010-06-22,35.5
2010-06-23,35.650001525878906
2010-06-24,35.599998474121094
2010-06-25,35.599998474121094
2010-06-28,35.349998474121094
2010-06-29,35.5
2010-06-30,35.29999923706055
2010-07-01,35.5
2010-07-02,35.5
2010-07-06,36.5
2010-07-07,36.5
2010-07-08,36.0
2010-07-09,36.20000076293945
2010-07-12,36.25
2010-07-13,36.04999923706055
2010-07-14,35.54999923706055
2010-07-15,35.45000076293945
2010-07-16,35.400001525878906
2010-07-19,35.0
2010-07-20,35.5
2010-07-21,35.25
2010-07-22,35.04999923706055
2010-07-23,35.0
2010-07-26,35.0
2010-07-27,35.5
2010-07-28,35.5
2010-07-29,36.25
2010-07-30,36.5
2010-08-02,36.5
2010-08-03,36.25
2010-08-04,36.5
2010-08-05,36.25
2010-08-06,36.25
2010-08-09,36.150001525878906
2010-08-10,36.20000076293945
2010-08-11,36.20000076293945
2010-08-12,36.20000076293945
2010-08-13,36.150001525878906
2010-08-16,35.54999923706055
2010-08-17,35.04999923706055
2010-08-18,35.04999923706055
2010-08-19,35.099998474121094
2010-08-20,35.0
2010-08-23,35.0
2010-08-24,34.75
2010-08-25,34.5
2010-08-26,34.25
2010-08-27,33.75
2010-08-30,33.75
2010-08-31,33.75
2010-09-01,34.0
2010-09-02,33.79999923706055
2010-09-03,34.0
2010-09-07,34.0
2010-09-08,34.0
2010-09-09,34.20000076293945
2010-09-10,34.0
2010-09-13,35.0
2010-09-14,35.5
2010-09-15,34.75
2010-09-16,34.11000061035156
2010-09-17,34.5
2010-09-20,34.5
2010-09-21,33.84000015258789
2010-09-22,33.5
2010-09-23,33.29999923706055
2010-09-24,33.79999923706055
2010-09-27,33.04999923706055
2010-09-28,33.4900016784668
2010-09-29,33.34000015258789
2010-09-30,32.5
2010-10-01,33.099998474121094
2010-10-04,32.97999954223633
2010-10-05,32.900001525878906
2010-10-06,32.41999816894531
2010-10-07,32.16999816894531
2010-10-08,32.0
2010-10-11,32.849998474121094
2010-10-12,32.900001525878906
2010-10-13,32.5
2010-10-14,33.0
2010-10-15,33.290000915527344
2010-10-18,32.900001525878906
2010-10-19,33.09000015258789
2010-10-20,32.97999954223633
2010-10-21,32.93000030517578
2010-10-22,33.119998931884766
2010-10-25,32.5
2010-10-26,32.65999984741211
2010-10-27,32.459999084472656
2010-10-28,32.470001220703125
2010-10-29,32.47999954223633
2010-11-01,32.54999923706055
2010-11-02,32.5099983215332
2010-11-03,33.349998474121094
2010-11-04,35.75
2010-11-05,35.720001220703125
2010-11-08,35.790000915527344
2010-11-09,35.79999923706055
2010-11-10,35.900001525878906
2010-11-11,36.0
2010-11-12,35.83000183105469
2010-11-15,35.869998931884766
2010-11-16,35.869998931884766
2010-11-17,35.790000915527344
2010-11-18,35.810001373291016
2010-11-19,35.689998626708984
2010-11-22,35.310001373291016
2010-11-23,35.04999923706055
2010-11-24,34.9900016784668
2010-11-26,34.900001525878906
2010-11-29,34.09000015258789
2010-11-30,33.52000045776367
2010-12-01,34.380001068115234
2010-12-02,34.5
2010-12-03,35.06999969482422
2010-12-06,35.439998626708984
2010-12-07,35.7400016784668
2010-12-08,35.91999816894531
2010-12-09,35.70000076293945
2010-12-10,36.0
2010-12-13,36.810001373291016
2010-12-14,37.0099983215332
2010-12-15,38.0
2010-12-16,37.72999954223633
2010-12-17,38.66999816894531
2010-12-20,38.040000915527344
2010-12-21,38.220001220703125
2010-12-22,38.5
2010-12-23,38.11000061035156
2010-12-27,38.16999816894531
2010-12-28,38.310001373291016
2010-12-29,38.5
2010-12-30,38.5099983215332
2010-12-31,38.939998626708984
2011-01-03,38.459999084472656
2011-01-04,39.599998474121094
2011-01-05,39.56999969482422
2011-01-06,39.220001220703125
2011-01-07,39.18000030517578
2011-01-10,39.150001525878906
2011-01-11,39.040000915527344
2011-01-12,39.869998931884766
2011-01-13,40.02000045776367
2011-01-14,40.93000030517578
2011-01-18,40.9900016784668
2011-01-19,41.5
2011-01-20,41.099998474121094
2011-01-21,41.130001068115234
2011-01-24,41.290000915527344
2011-01-25,41.65999984741211
2011-01-26,42.2599983215332
2011-01-27,42.119998931884766
2011-01-28,42.040000915527344
2011-01-31,42.0
2011-02-01,41.63999938964844
2011-02-02,41.619998931884766
2011-02-03,42.0
2011-02-04,41.9900016784668
2011-02-07,41.9900016784668
2011-02-08,43.880001068115234
2011-02-09,45.310001373291016
2011-02-10,46.099998474121094
2011-02-11,47.0
2011-02-14,47.349998474121094
2011-02-15,47.099998474121094
2011-02-16,46.31999969482422
2011-02-17,46.56999969482422
2011-02-18,46.439998626708984
2011-02-22,45.689998626708984
2011-02-23,44.970001220703125
2011-02-24,45.0
2011-02-25,45.5
2011-02-28,45.77000045776367
2011-03-01,46.93000030517578
2011-03-02,48.81999969482422
2011-03-03,47.849998474121094
2011-03-04,47.9900016784668
2011-03-07,48.220001220703125
2011-03-08,48.150001525878906
2011-03-09,48.0
2011-03-10,47.47999954223633
2011-03-11,47.810001373291016
2011-03-14,46.52000045776367
2011-03-15,45.54999923706055
2011-03-16,45.97999954223633
2011-03-17,47.04999923706055
2011-03-18,48.369998931884766
2011-03-21,48.880001068115234
2011-03-22,48.66999816894531
2011-03-23,48.83000183105469
2011-03-24,49.880001068115234
2011-03-25,49.810001373291016
2011-03-28,49.209999084472656
2011-03-29,49.16999816894531
2011-03-30,49.4900016784668
2011-03-31,50.630001068115234
2011-04-01,51.65999984741211
2011-04-04,51.9900016784668
2011-04-05,52.880001068115234
2011-04-06,55.4900016784668
2011-04-07,55.40999984741211
2011-04-08,54.810001373291016
2011-04-11,54.25
2011-04-12,54.75
2011-04-13,54.869998931884766
2011-04-14,55.279998779296875
2011-04-15,55.29999923706055
2011-04-18,54.7400016784668
2011-04-19,54.7599983215332
2011-04-20,54.79999923706055
2011-04-21,54.880001068115234
2011-04-25,54.86000061035156
2011-04-26,55.279998779296875
2011-04-27,56.119998931884766
2011-04-28,58.63999938964844
2011-04-29,58.939998626708984
2011-05-02,59.29999923706055
2011-05-03,58.709999084472656
2011-05-04,58.2599983215332
2011-05-05,57.529998779296875
2011-05-06,58.0
2011-05-09,57.849998474121094
2011-05-10,58.33000183105469
2011-05-11,58.66999816894531
2011-05-12,59.0
2011-05-13,57.86000061035156
2011-05-16,57.77000045776367
2011-05-17,56.18000030517578
2011-05-18,57.36000061035156
2011-05-19,57.619998931884766
2011-05-20,57.0
2011-05-23,55.790000915527344
2011-05-24,55.9900016784668
2011-05-25,55.75
2011-05-26,55.68000030517578
2011-05-27,56.22999954223633
