,BSCS
2018-11-26,19.479999542236328
2018-11-27,19.459999084472656
2018-11-28,19.479999542236328
2018-11-29,19.440000534057617
2018-11-30,19.440000534057617
2018-12-03,19.5
2018-12-04,19.5
2018-12-06,19.549999237060547
2018-12-07,19.549999237060547
2018-12-10,19.600000381469727
2018-12-11,19.600000381469727
2018-12-12,19.6299991607666
2018-12-13,19.649999618530273
2018-12-14,19.639999389648438
2018-12-17,19.670000076293945
2018-12-18,19.729999542236328
2018-12-19,19.739999771118164
2018-12-20,19.649999618530273
2018-12-21,19.6299991607666
2018-12-24,19.540000915527344
2018-12-26,19.5
2018-12-27,19.549999237060547
2018-12-28,19.639999389648438
2018-12-31,19.690000534057617
2019-01-02,19.739999771118164
2019-01-03,19.770000457763672
2019-01-04,19.729999542236328
2019-01-07,19.690000534057617
2019-01-08,19.719999313354492
2019-01-09,19.799999237060547
2019-01-10,19.81999969482422
2019-01-11,19.90999984741211
2019-01-14,19.889999389648438
2019-01-15,19.84000015258789
2019-01-16,19.920000076293945
2019-01-17,19.920000076293945
2019-01-18,19.93000030517578
2019-01-22,19.899999618530273
2019-01-23,19.93000030517578
2019-01-24,20.020000457763672
2019-01-25,20.030000686645508
2019-01-28,20.020000457763672
2019-01-29,20.049999237060547
2019-01-30,20.1200008392334
2019-01-31,20.260000228881836
2019-02-01,20.219999313354492
2019-02-04,20.170000076293945
2019-02-05,20.239999771118164
2019-02-06,20.229999542236328
2019-02-07,20.280000686645508
2019-02-08,20.270000457763672
2019-02-11,20.239999771118164
2019-02-12,20.239999771118164
2019-02-13,20.219999313354492
2019-02-14,20.260000228881836
2019-02-15,20.299999237060547
2019-02-19,20.270000457763672
2019-02-20,20.270000457763672
2019-02-21,20.18000030517578
2019-02-22,20.25
2019-02-25,20.270000457763672
2019-02-26,20.290000915527344
2019-02-27,20.25
2019-02-28,20.190000534057617
2019-03-01,20.18000030517578
2019-03-04,20.229999542236328
2019-03-05,20.260000228881836
2019-03-06,20.270000457763672
2019-03-07,20.350000381469727
2019-03-08,20.3700008392334
2019-03-11,20.329999923706055
2019-03-12,20.40999984741211
2019-03-13,20.40999984741211
2019-03-14,20.3700008392334
2019-03-15,20.43000030517578
2019-03-18,20.360000610351562
2019-03-19,20.360000610351562
2019-03-20,20.479999542236328
2019-03-21,20.469999313354492
2019-03-22,20.639999389648438
2019-03-25,20.649999618530273
2019-03-26,20.68000030517578
2019-03-27,20.729999542236328
2019-03-28,20.719999313354492
2019-03-29,20.700000762939453
2019-04-01,20.600000381469727
2019-04-02,20.6299991607666
2019-04-03,20.6200008392334
2019-04-04,20.600000381469727
2019-04-05,20.649999618530273
2019-04-08,20.65999984741211
2019-04-09,20.700000762939453
2019-04-10,20.75
2019-04-11,20.75
2019-04-12,20.729999542236328
2019-04-15,20.75
2019-04-16,20.68000030517578
2019-04-17,20.68000030517578
2019-04-18,20.690000534057617
2019-04-22,20.610000610351562
2019-04-23,20.65999984741211
2019-04-24,20.75
2019-04-25,20.729999542236328
2019-04-26,20.799999237060547
2019-04-29,20.739999771118164
2019-04-30,20.770000457763672
2019-05-01,20.770000457763672
2019-05-02,20.690000534057617
2019-05-03,20.739999771118164
2019-05-06,20.770000457763672
2019-05-07,20.81999969482422
2019-05-08,20.75
2019-05-09,20.809999465942383
2019-05-10,20.780000686645508
2019-05-13,20.81999969482422
2019-05-14,20.81999969482422
2019-05-15,20.860000610351562
2019-05-16,20.850000381469727
2019-05-17,20.8700008392334
2019-05-20,20.75
2019-05-21,20.760000228881836
2019-05-22,20.780000686645508
2019-05-23,20.850000381469727
2019-05-24,20.860000610351562
2019-05-28,20.90999984741211
2019-05-29,20.8700008392334
2019-05-30,20.979999542236328
2019-05-31,21.09000015258789
2019-06-03,21.15999984741211
2019-06-04,21.1200008392334
2019-06-05,21.170000076293945
2019-06-06,21.15999984741211
2019-06-07,21.239999771118164
2019-06-10,21.190000534057617
2019-06-11,21.190000534057617
2019-06-12,21.219999313354492
2019-06-13,21.290000915527344
2019-06-14,21.270000457763672
2019-06-17,21.280000686645508
2019-06-18,21.3799991607666
2019-06-19,21.489999771118164
2019-06-20,21.579999923706055
2019-06-21,21.520000457763672
2019-06-24,21.530000686645508
2019-06-25,21.5
2019-06-26,21.440000534057617
2019-06-27,21.520000457763672
2019-06-28,21.579999923706055
2019-07-01,21.59000015258789
2019-07-02,21.670000076293945
2019-07-03,21.700000762939453
2019-07-05,21.56999969482422
2019-07-08,21.540000915527344
2019-07-09,21.5
2019-07-10,21.530000686645508
2019-07-11,21.459999084472656
2019-07-12,21.459999084472656
2019-07-15,21.510000228881836
2019-07-16,21.459999084472656
2019-07-17,21.510000228881836
2019-07-18,21.56999969482422
2019-07-19,21.559999465942383
2019-07-22,21.530000686645508
2019-07-23,21.520000457763672
2019-07-24,21.56999969482422
2019-07-25,21.56999969482422
2019-07-26,21.56999969482422
2019-07-29,21.559999465942383
2019-07-30,21.559999465942383
2019-07-31,21.56999969482422
2019-08-01,21.75
2019-08-02,21.799999237060547
2019-08-05,21.829999923706055
2019-08-06,21.8700008392334
2019-08-07,21.889999389648438
2019-08-08,21.950000762939453
2019-08-09,21.889999389648438
2019-08-12,21.989999771118164
2019-08-13,21.940000534057617
2019-08-14,21.979999542236328
2019-08-15,22.079999923706055
2019-08-16,22.1299991607666
2019-08-19,21.989999771118164
2019-08-20,22.079999923706055
2019-08-21,22.100000381469727
2019-08-22,22.06999969482422
2019-08-23,22.149999618530273
2019-08-26,22.1299991607666
2019-08-27,22.209999084472656
2019-08-28,22.219999313354492
2019-08-29,22.170000076293945
2019-08-30,22.170000076293945
2019-09-03,22.18000030517578
2019-09-04,22.219999313354492
2019-09-05,22.100000381469727
2019-09-06,22.1299991607666
2019-09-09,22.030000686645508
2019-09-10,21.899999618530273
2019-09-11,21.8700008392334
2019-09-12,21.850000381469727
2019-09-13,21.65999984741211
2019-09-16,21.770000457763672
2019-09-17,21.809999465942383
2019-09-18,21.84000015258789
2019-09-19,21.860000610351562
2019-09-20,21.969999313354492
2019-09-23,21.93000030517578
2019-09-24,22.0
2019-09-25,21.8700008392334
2019-09-26,21.950000762939453
2019-09-27,21.93000030517578
2019-09-30,21.959999084472656
2019-10-01,22.0
2019-10-02,22.020000457763672
2019-10-03,22.1200008392334
2019-10-04,22.170000076293945
2019-10-07,22.079999923706055
2019-10-08,22.110000610351562
2019-10-09,22.079999923706055
2019-10-10,21.950000762939453
2019-10-11,21.8799991607666
2019-10-14,21.940000534057617
2019-10-15,21.920000076293945
2019-10-16,21.93000030517578
2019-10-17,21.979999542236328
2019-10-18,21.959999084472656
2019-10-21,21.860000610351562
2019-10-22,21.920000076293945
2019-10-23,21.90999984741211
2019-10-24,21.940000534057617
2019-10-25,21.90999984741211
2019-10-28,21.8799991607666
2019-10-29,21.8700008392334
2019-10-30,21.90999984741211
2019-10-31,22.030000686645508
2019-11-01,22.020000457763672
2019-11-04,21.969999313354492
2019-11-05,21.8700008392334
2019-11-06,21.950000762939453
2019-11-07,21.81999969482422
2019-11-08,21.790000915527344
2019-11-11,21.790000915527344
2019-11-12,21.799999237060547
2019-11-13,21.850000381469727
2019-11-14,21.90999984741211
2019-11-15,21.920000076293945
2019-11-18,21.90999984741211
2019-11-19,21.90999984741211
2019-11-20,21.969999313354492
2019-11-21,21.899999618530273
2019-11-22,21.950000762939453
2019-11-25,21.979999542236328
2019-11-26,22.040000915527344
2019-11-27,21.989999771118164
2019-11-29,21.959999084472656
2019-12-02,21.90999984741211
2019-12-03,22.049999237060547
2019-12-04,21.969999313354492
2019-12-05,22.010000228881836
2019-12-06,21.979999542236328
2019-12-09,21.989999771118164
2019-12-10,21.979999542236328
2019-12-11,22.079999923706055
2019-12-12,21.950000762939453
2019-12-13,22.049999237060547
2019-12-16,22.020000457763672
2019-12-17,22.010000228881836
2019-12-18,22.0
2019-12-19,22.049999237060547
2019-12-20,22.040000915527344
2019-12-23,21.920000076293945
2019-12-24,22.0
2019-12-26,22.030000686645508
2019-12-27,22.09000015258789
2019-12-30,22.09000015258789
2019-12-31,22.09000015258789
2020-01-02,22.030000686645508
2020-01-03,22.1299991607666
2020-01-06,22.1200008392334
2020-01-07,22.09000015258789
2020-01-08,22.049999237060547
2020-01-09,22.110000610351562
2020-01-10,22.170000076293945
2020-01-13,22.139999389648438
2020-01-14,22.139999389648438
2020-01-15,22.239999771118164
2020-01-16,22.219999313354492
2020-01-17,22.170000076293945
2020-01-21,22.200000762939453
2020-01-22,22.209999084472656
2020-01-23,22.219999313354492
2020-01-24,22.280000686645508
2020-01-27,22.329999923706055
2020-01-28,22.329999923706055
2020-01-29,22.389999389648438
2020-01-30,22.420000076293945
2020-01-31,22.459999084472656
2020-02-03,22.459999084472656
2020-02-04,22.40999984741211
2020-02-05,22.3700008392334
2020-02-06,22.3700008392334
2020-02-07,22.40999984741211
2020-02-10,22.479999542236328
2020-02-11,22.469999313354492
2020-02-12,22.43000030517578
2020-02-13,22.440000534057617
2020-02-14,22.469999313354492
2020-02-18,22.5
2020-02-19,22.479999542236328
2020-02-20,22.520000457763672
2020-02-21,22.59000015258789
2020-02-24,22.559999465942383
2020-02-25,22.559999465942383
2020-02-26,22.530000686645508
2020-02-27,22.450000762939453
2020-02-28,22.600000381469727
2020-03-02,22.6200008392334
2020-03-03,22.829999923706055
2020-03-04,22.8799991607666
2020-03-05,22.850000381469727
2020-03-06,22.860000610351562
2020-03-09,22.489999771118164
2020-03-10,22.149999618530273
2020-03-11,21.540000915527344
2020-03-12,20.790000915527344
2020-03-13,21.290000915527344
2020-03-16,21.049999237060547
2020-03-17,20.399999618530273
2020-03-18,19.5
2020-03-19,18.90999984741211
2020-03-20,18.670000076293945
2020-03-23,19.690000534057617
2020-03-24,19.799999237060547
2020-03-25,20.399999618530273
2020-03-26,20.399999618530273
2020-03-27,20.31999969482422
2020-03-30,20.520000457763672
2020-03-31,20.65999984741211
2020-04-01,20.389999389648438
2020-04-02,20.510000228881836
2020-04-03,20.3799991607666
2020-04-06,20.639999389648438
2020-04-07,20.75
2020-04-08,20.959999084472656
2020-04-09,21.65999984741211
2020-04-13,21.799999237060547
2020-04-14,21.799999237060547
2020-04-15,21.84000015258789
2020-04-16,21.850000381469727
2020-04-17,21.81999969482422
2020-04-20,21.719999313354492
2020-04-21,21.649999618530273
2020-04-22,21.690000534057617
2020-04-23,21.809999465942383
2020-04-24,21.860000610351562
2020-04-27,21.770000457763672
2020-04-28,21.799999237060547
2020-04-29,21.84000015258789
2020-04-30,21.90999984741211
2020-05-01,21.81999969482422
2020-05-04,21.860000610351562
2020-05-05,21.860000610351562
2020-05-06,21.670000076293945
2020-05-07,21.790000915527344
2020-05-08,21.760000228881836
2020-05-11,21.700000762939453
2020-05-12,21.780000686645508
2020-05-13,21.850000381469727
2020-05-14,21.889999389648438
2020-05-15,21.850000381469727
2020-05-18,21.93000030517578
2020-05-19,22.030000686645508
2020-05-20,22.1299991607666
2020-05-21,22.239999771118164
2020-05-22,22.270000457763672
2020-05-26,22.299999237060547
2020-05-27,22.329999923706055
2020-05-28,22.34000015258789
2020-05-29,22.450000762939453
2020-06-01,22.479999542236328
2020-06-02,22.610000610351562
2020-06-03,22.639999389648438
2020-06-04,22.6299991607666
2020-06-05,22.709999084472656
2020-06-08,22.690000534057617
2020-06-09,22.829999923706055
2020-06-10,22.850000381469727
2020-06-11,22.600000381469727
2020-06-12,22.739999771118164
2020-06-15,22.889999389648438
2020-06-16,23.0
2020-06-17,23.049999237060547
2020-06-18,22.950000762939453
2020-06-19,22.920000076293945
2020-06-22,22.889999389648438
2020-06-23,22.8799991607666
2020-06-24,22.84000015258789
2020-06-25,22.809999465942383
2020-06-26,22.790000915527344
2020-06-29,22.8700008392334
2020-06-30,22.940000534057617
2020-07-01,22.950000762939453
2020-07-02,23.010000228881836
2020-07-06,23.049999237060547
2020-07-07,23.030000686645508
2020-07-08,23.049999237060547
2020-07-09,23.059999465942383
2020-07-10,23.049999237060547
2020-07-13,23.040000915527344
2020-07-14,23.139999389648438
2020-07-15,23.170000076293945
2020-07-16,23.190000534057617
2020-07-17,23.239999771118164
2020-07-20,23.270000457763672
2020-07-21,23.329999923706055
2020-07-22,23.360000610351562
2020-07-23,23.389999389648438
2020-07-24,23.34000015258789
2020-07-27,23.280000686645508
2020-07-28,23.299999237060547
2020-07-29,23.3799991607666
2020-07-30,23.399999618530273
2020-07-31,23.450000762939453
2020-08-03,23.469999313354492
2020-08-04,23.479999542236328
2020-08-05,23.5
2020-08-06,23.510000228881836
2020-08-07,23.469999313354492
2020-08-10,23.469999313354492
2020-08-11,23.389999389648438
2020-08-12,23.350000381469727
2020-08-13,23.25
2020-08-14,23.219999313354492
2020-08-17,23.260000228881836
2020-08-18,23.299999237060547
2020-08-19,23.25
2020-08-20,23.309999465942383
2020-08-21,23.360000610351562
2020-08-24,23.270000457763672
2020-08-25,23.219999313354492
2020-08-26,23.229999542236328
2020-08-27,23.149999618530273
2020-08-28,23.190000534057617
2020-08-31,23.270000457763672
2020-09-01,23.34000015258789
2020-09-02,23.389999389648438
2020-09-03,23.360000610351562
2020-09-04,23.219999313354492
2020-09-08,23.209999084472656
2020-09-09,23.219999313354492
2020-09-10,23.219999313354492
2020-09-11,23.239999771118164
2020-09-14,23.280000686645508
2020-09-15,23.290000915527344
2020-09-16,23.31999969482422
2020-09-17,23.290000915527344
2020-09-18,23.299999237060547
2020-09-21,23.209999084472656
2020-09-22,23.229999542236328
2020-09-23,23.1200008392334
2020-09-24,23.06999969482422
2020-09-25,23.049999237060547
2020-09-28,23.15999984741211
2020-09-29,23.139999389648438
2020-09-30,23.1200008392334
2020-10-01,23.18000030517578
2020-10-02,23.18000030517578
2020-10-05,23.149999618530273
2020-10-06,23.139999389648438
2020-10-07,23.09000015258789
2020-10-08,23.15999984741211
2020-10-09,23.18000030517578
2020-10-12,23.25
2020-10-13,23.25
2020-10-14,23.25
2020-10-15,23.229999542236328
2020-10-16,23.229999542236328
2020-10-19,23.139999389648438
2020-10-20,23.1200008392334
2020-10-21,23.110000610351562
2020-10-22,23.059999465942383
2020-10-23,23.1299991607666
2020-10-26,23.170000076293945
2020-10-27,23.209999084472656
2020-10-28,23.1299991607666
2020-10-29,23.079999923706055
2020-10-30,23.030000686645508
2020-11-02,23.079999923706055
2020-11-03,23.06999969482422
2020-11-04,23.290000915527344
2020-11-05,23.329999923706055
2020-11-06,23.290000915527344
2020-11-09,23.200000762939453
2020-11-10,23.15999984741211
2020-11-11,23.18000030517578
2020-11-12,23.25
2020-11-13,23.270000457763672
2020-11-16,23.270000457763672
2020-11-17,23.34000015258789
2020-11-18,23.3700008392334
2020-11-19,23.43000030517578
2020-11-20,23.399999618530273
2020-11-23,23.34000015258789
2020-11-24,23.34000015258789
2020-11-25,23.3799991607666
2020-11-27,23.399999618530273
2020-11-30,23.469999313354492
2020-12-01,23.389999389648438
2020-12-02,23.43000030517578
2020-12-03,23.459999084472656
2020-12-04,23.40999984741211
2020-12-07,23.459999084472656
2020-12-08,23.459999084472656
2020-12-09,23.360000610351562
2020-12-10,23.440000534057617
2020-12-11,23.459999084472656
2020-12-14,23.469999313354492
2020-12-15,23.510000228881836
2020-12-16,23.5
2020-12-17,23.5
2020-12-18,23.510000228881836
2020-12-21,23.43000030517578
2020-12-22,23.5
2020-12-23,23.510000228881836
2020-12-24,23.549999237060547
2020-12-28,23.56999969482422
2020-12-29,23.59000015258789
2020-12-30,23.610000610351562
2020-12-31,23.6200008392334
2021-01-04,23.579999923706055
2021-01-05,23.540000915527344
2021-01-06,23.440000534057617
2021-01-07,23.420000076293945
2021-01-08,23.389999389648438
2021-01-11,23.329999923706055
2021-01-12,23.3799991607666
2021-01-13,23.469999313354492
2021-01-14,23.420000076293945
2021-01-15,23.450000762939453
2021-01-19,23.389999389648438
2021-01-20,23.389999389648438
2021-01-21,23.3799991607666
2021-01-22,23.360000610351562
2021-01-25,23.399999618530273
2021-01-26,23.40999984741211
2021-01-27,23.389999389648438
2021-01-28,23.3700008392334
2021-01-29,23.360000610351562
2021-02-01,23.3799991607666
2021-02-02,23.350000381469727
2021-02-03,23.360000610351562
2021-02-04,23.3700008392334
2021-02-05,23.350000381469727
2021-02-08,23.3799991607666
2021-02-09,23.3799991607666
2021-02-10,23.420000076293945
2021-02-11,23.399999618530273
2021-02-12,23.360000610351562
2021-02-16,23.219999313354492
2021-02-17,23.270000457763672
2021-02-18,23.270000457763672
2021-02-19,23.170000076293945
2021-02-22,23.079999923706055
2021-02-23,23.100000381469727
2021-02-24,23.1200008392334
2021-02-25,22.790000915527344
2021-02-26,22.950000762939453
2021-03-01,23.030000686645508
2021-03-02,23.030000686645508
2021-03-03,22.920000076293945
2021-03-04,22.780000686645508
2021-03-05,22.719999313354492
2021-03-08,22.549999237060547
2021-03-09,22.649999618530273
2021-03-10,22.729999542236328
2021-03-11,22.75
2021-03-12,22.600000381469727
2021-03-15,22.6299991607666
2021-03-16,22.6200008392334
2021-03-17,22.639999389648438
2021-03-18,22.520000457763672
2021-03-19,22.479999542236328
2021-03-22,22.530000686645508
2021-03-23,22.579999923706055
2021-03-24,22.610000610351562
2021-03-25,22.610000610351562
2021-03-26,22.59000015258789
2021-03-29,22.540000915527344
2021-03-30,22.559999465942383
2021-03-31,22.56999969482422
2021-04-01,22.65999984741211
2021-04-05,22.59000015258789
2021-04-06,22.709999084472656
2021-04-07,22.690000534057617
2021-04-08,22.75
2021-04-09,22.719999313354492
2021-04-12,22.700000762939453
2021-04-13,22.780000686645508
2021-04-14,22.780000686645508
2021-04-15,22.8700008392334
2021-04-16,22.799999237060547
2021-04-19,22.719999313354492
2021-04-20,22.770000457763672
2021-04-21,22.790000915527344
2021-04-22,22.799999237060547
2021-04-23,22.809999465942383
2021-04-26,22.799999237060547
2021-04-27,22.75
2021-04-28,22.739999771118164
2021-04-29,22.739999771118164
2021-04-30,22.770000457763672
2021-05-03,22.809999465942383
2021-05-04,22.809999465942383
2021-05-05,22.84000015258789
2021-05-06,22.8700008392334
2021-05-07,22.8799991607666
2021-05-10,22.84000015258789
2021-05-11,22.809999465942383
2021-05-12,22.729999542236328
2021-05-13,22.790000915527344
2021-05-14,22.84000015258789
