,FFHL
2007-07-17,32.400001525878906
2007-07-18,32.0
2007-07-19,31.040000915527344
2007-07-20,30.239999771118164
2007-07-23,33.84000015258789
2007-07-24,33.08000183105469
2007-07-25,32.84000015258789
2007-07-26,33.560001373291016
2007-07-27,32.36000061035156
2007-07-30,30.200000762939453
2007-07-31,27.559999465942383
2007-08-01,25.8799991607666
2007-08-02,28.239999771118164
2007-08-03,26.799999237060547
2007-08-06,25.600000381469727
2007-08-07,25.399999618530273
2007-08-08,26.8799991607666
2007-08-09,25.559999465942383
2007-08-10,25.8799991607666
2007-08-13,26.479999542236328
2007-08-14,25.399999618530273
2007-08-15,24.84000015258789
2007-08-16,24.559999465942383
2007-08-17,24.959999084472656
2007-08-20,25.200000762939453
2007-08-21,25.360000610351562
2007-08-22,26.559999465942383
2007-08-23,26.600000381469727
2007-08-24,27.0
2007-08-27,30.0
2007-08-28,28.079999923706055
2007-08-29,29.479999542236328
2007-08-30,30.079999923706055
2007-08-31,29.440000534057617
2007-09-04,28.959999084472656
2007-09-05,28.399999618530273
2007-09-06,27.959999084472656
2007-09-07,26.600000381469727
2007-09-10,26.600000381469727
2007-09-11,26.239999771118164
2007-09-12,26.760000228881836
2007-09-13,26.719999313354492
2007-09-14,26.520000457763672
2007-09-17,26.399999618530273
2007-09-18,26.84000015258789
2007-09-19,28.920000076293945
2007-09-20,30.799999237060547
2007-09-21,31.8799991607666
2007-09-24,33.439998626708984
2007-09-25,32.959999084472656
2007-09-26,38.0
2007-09-27,36.15999984741211
2007-09-28,34.08000183105469
2007-10-01,34.0
2007-10-02,38.84000015258789
2007-10-03,38.68000030517578
2007-10-04,37.040000915527344
2007-10-05,37.63999938964844
2007-10-08,37.400001525878906
2007-10-09,41.15999984741211
2007-10-10,41.0
2007-10-11,37.68000030517578
2007-10-12,39.2400016784668
2007-10-15,38.20000076293945
2007-10-16,29.200000762939453
2007-10-17,28.200000762939453
2007-10-18,27.8799991607666
2007-10-19,27.600000381469727
2007-10-22,25.040000915527344
2007-10-23,25.959999084472656
2007-10-24,27.200000762939453
2007-10-25,26.520000457763672
2007-10-26,27.1200008392334
2007-10-29,26.799999237060547
2007-10-30,26.559999465942383
2007-10-31,28.200000762939453
2007-11-01,27.280000686645508
2007-11-02,26.440000534057617
2007-11-05,25.479999542236328
2007-11-06,21.0
2007-11-07,20.399999618530273
2007-11-08,19.079999923706055
2007-11-09,18.719999313354492
2007-11-12,12.4399995803833
2007-11-13,12.4399995803833
2007-11-14,12.079999923706055
2007-11-15,10.520000457763672
2007-11-16,10.920000076293945
2007-11-19,9.960000038146973
2007-11-20,9.279999732971191
2007-11-21,9.0
2007-11-23,8.800000190734863
2007-11-26,15.319999694824219
2007-11-27,13.600000381469727
2007-11-28,14.920000076293945
2007-11-29,16.600000381469727
2007-11-30,15.319999694824219
2007-12-03,14.920000076293945
2007-12-04,14.319999694824219
2007-12-05,16.0
2007-12-06,27.0
2007-12-07,24.920000076293945
2007-12-10,25.079999923706055
2007-12-11,27.280000686645508
2007-12-12,26.31999969482422
2007-12-13,24.799999237060547
2007-12-14,26.040000915527344
2007-12-17,24.280000686645508
2007-12-18,22.84000015258789
2007-12-19,24.31999969482422
2007-12-20,24.200000762939453
2007-12-21,24.399999618530273
2007-12-24,24.1200008392334
2007-12-26,25.799999237060547
2007-12-27,25.079999923706055
2007-12-28,24.360000610351562
2007-12-31,23.8799991607666
2008-01-02,24.079999923706055
2008-01-03,23.239999771118164
2008-01-04,21.559999465942383
2008-01-07,19.84000015258789
2008-01-08,20.1200008392334
2008-01-09,20.559999465942383
2008-01-10,19.31999969482422
2008-01-11,20.479999542236328
2008-01-14,19.440000534057617
2008-01-15,17.639999389648438
2008-01-16,16.8799991607666
2008-01-17,16.0
2008-01-18,14.680000305175781
2008-01-22,14.039999961853027
2008-01-23,13.640000343322754
2008-01-24,16.8799991607666
2008-01-25,16.799999237060547
2008-01-28,16.959999084472656
2008-01-29,17.399999618530273
2008-01-30,16.84000015258789
2008-01-31,16.920000076293945
2008-02-01,17.440000534057617
2008-02-04,18.280000686645508
2008-02-05,17.1200008392334
2008-02-06,17.31999969482422
2008-02-07,16.959999084472656
2008-02-08,17.0
2008-02-11,16.84000015258789
2008-02-12,18.079999923706055
2008-02-13,18.15999984741211
2008-02-14,17.959999084472656
2008-02-15,17.520000457763672
2008-02-19,17.559999465942383
2008-02-20,17.600000381469727
2008-02-21,17.600000381469727
2008-02-22,17.799999237060547
2008-02-25,17.200000762939453
2008-02-26,17.239999771118164
2008-02-27,17.559999465942383
2008-02-28,18.0
2008-02-29,17.760000228881836
2008-03-03,17.200000762939453
2008-03-04,17.15999984741211
2008-03-05,17.31999969482422
2008-03-06,14.760000228881836
2008-03-07,13.359999656677246
2008-03-10,12.520000457763672
2008-03-11,11.800000190734863
2008-03-12,12.119999885559082
2008-03-13,12.079999923706055
2008-03-14,11.4399995803833
2008-03-17,10.760000228881836
2008-03-18,11.600000381469727
2008-03-19,11.039999961853027
2008-03-20,11.079999923706055
2008-03-24,11.640000343322754
2008-03-25,14.199999809265137
2008-03-26,12.640000343322754
2008-03-27,13.920000076293945
2008-03-28,13.720000267028809
2008-03-31,13.359999656677246
2008-04-01,13.960000038146973
2008-04-02,13.640000343322754
2008-04-03,13.279999732971191
2008-04-04,13.039999961853027
2008-04-07,13.640000343322754
2008-04-08,12.84000015258789
2008-04-09,12.520000457763672
2008-04-10,12.800000190734863
2008-04-11,12.399999618530273
2008-04-14,11.319999694824219
2008-04-15,10.359999656677246
2008-04-16,10.4399995803833
2008-04-17,10.600000381469727
2008-04-18,11.199999809265137
2008-04-21,11.4399995803833
2008-04-22,10.880000114440918
2008-04-23,11.0
2008-04-24,11.039999961853027
2008-04-25,10.960000038146973
2008-04-28,11.520000457763672
2008-04-29,11.760000228881836
2008-04-30,12.119999885559082
2008-05-01,12.239999771118164
2008-05-02,12.479999542236328
2008-05-05,12.479999542236328
2008-05-06,12.479999542236328
2008-05-07,12.119999885559082
2008-05-08,11.920000076293945
2008-05-09,11.600000381469727
2008-05-12,12.15999984741211
2008-05-13,12.15999984741211
2008-05-14,13.199999809265137
2008-05-15,12.119999885559082
2008-05-16,13.800000190734863
2008-05-19,13.119999885559082
2008-05-20,13.680000305175781
2008-05-21,12.520000457763672
2008-05-22,11.399999618530273
2008-05-23,11.399999618530273
2008-05-27,11.640000343322754
2008-05-28,11.760000228881836
2008-05-29,12.039999961853027
2008-05-30,11.800000190734863
2008-06-02,11.640000343322754
2008-06-03,12.039999961853027
2008-06-04,11.880000114440918
2008-06-05,12.359999656677246
2008-06-06,11.800000190734863
2008-06-09,11.800000190734863
2008-06-10,11.520000457763672
2008-06-11,11.0
2008-06-12,11.399999618530273
2008-06-13,10.800000190734863
2008-06-16,10.960000038146973
2008-06-17,11.279999732971191
2008-06-18,11.720000267028809
2008-06-19,11.760000228881836
2008-06-20,11.239999771118164
2008-06-23,11.520000457763672
2008-06-24,10.84000015258789
2008-06-25,11.039999961853027
2008-06-26,10.479999542236328
2008-06-27,10.199999809265137
2008-06-30,9.640000343322754
2008-07-01,9.199999809265137
2008-07-02,8.479999542236328
2008-07-03,8.600000381469727
2008-07-07,8.079999923706055
2008-07-08,7.840000152587891
2008-07-09,7.920000076293945
2008-07-10,7.880000114440918
2008-07-11,7.920000076293945
2008-07-14,8.4399995803833
2008-07-15,8.279999732971191
2008-07-16,8.399999618530273
2008-07-17,8.119999885559082
2008-07-18,8.4399995803833
2008-07-21,8.399999618530273
2008-07-22,8.239999771118164
2008-07-23,8.479999542236328
2008-07-24,8.359999656677246
2008-07-25,8.119999885559082
2008-07-28,8.239999771118164
2008-07-29,8.15999984741211
2008-07-30,7.920000076293945
2008-07-31,8.079999923706055
2008-08-01,8.15999984741211
2008-08-04,7.920000076293945
2008-08-05,7.519999980926514
2008-08-06,7.599999904632568
2008-08-07,7.71999979019165
2008-08-08,7.599999904632568
2008-08-11,8.15999984741211
2008-08-12,8.15999984741211
2008-08-13,8.479999542236328
2008-08-14,8.279999732971191
2008-08-15,9.479999542236328
2008-08-18,8.84000015258789
2008-08-19,8.279999732971191
2008-08-20,8.5600004196167
2008-08-21,7.679999828338623
2008-08-22,7.880000114440918
2008-08-25,7.559999942779541
2008-08-26,7.639999866485596
2008-08-27,7.480000019073486
2008-08-28,7.519999980926514
2008-08-29,7.880000114440918
2008-09-02,7.840000152587891
2008-09-03,7.840000152587891
2008-09-04,7.639999866485596
2008-09-05,7.800000190734863
2008-09-08,7.079999923706055
2008-09-09,6.800000190734863
2008-09-10,6.440000057220459
2008-09-11,6.28000020980835
2008-09-12,6.360000133514404
2008-09-15,5.400000095367432
2008-09-16,5.320000171661377
2008-09-17,4.920000076293945
2008-09-18,5.199999809265137
2008-09-19,5.679999828338623
2008-09-22,5.599999904632568
2008-09-23,5.639999866485596
2008-09-24,5.599999904632568
2008-09-25,5.559999942779541
2008-09-26,5.599999904632568
2008-09-29,5.360000133514404
2008-09-30,5.360000133514404
2008-10-01,5.440000057220459
2008-10-02,5.400000095367432
2008-10-03,5.360000133514404
2008-10-06,5.480000019073486
2008-10-07,4.400000095367432
2008-10-08,4.0
2008-10-09,3.640000104904175
2008-10-10,3.440000057220459
2008-10-13,3.8399999141693115
2008-10-14,3.9200000762939453
2008-10-15,3.799999952316284
2008-10-16,3.559999942779541
2008-10-17,3.8399999141693115
2008-10-20,4.119999885559082
2008-10-21,4.079999923706055
2008-10-22,4.039999961853027
2008-10-23,3.8399999141693115
2008-10-24,3.240000009536743
2008-10-27,3.200000047683716
2008-10-28,3.1600000858306885
2008-10-29,3.440000057220459
2008-10-30,3.680000066757202
2008-10-31,3.759999990463257
2008-11-03,4.440000057220459
2008-11-04,4.559999942779541
2008-11-05,5.119999885559082
2008-11-06,4.800000190734863
2008-11-07,4.760000228881836
2008-11-10,4.440000057220459
2008-11-11,4.159999847412109
2008-11-12,4.159999847412109
2008-11-13,4.159999847412109
2008-11-14,4.320000171661377
2008-11-17,4.519999980926514
2008-11-18,4.400000095367432
2008-11-19,4.199999809265137
2008-11-20,3.5999999046325684
2008-11-21,3.440000057220459
2008-11-24,3.8399999141693115
2008-11-25,3.680000066757202
2008-11-26,4.159999847412109
2008-11-28,4.28000020980835
2008-12-01,3.7200000286102295
2008-12-02,3.640000104904175
2008-12-03,3.5999999046325684
2008-12-04,3.4000000953674316
2008-12-05,3.319999933242798
2008-12-08,3.4800000190734863
2008-12-09,3.4000000953674316
2008-12-10,3.640000104904175
2008-12-11,3.5999999046325684
2008-12-12,3.5199999809265137
2008-12-15,3.680000066757202
2008-12-16,3.7200000286102295
2008-12-17,3.559999942779541
2008-12-18,3.5199999809265137
2008-12-19,3.559999942779541
2008-12-22,3.440000057220459
2008-12-23,3.319999933242798
2008-12-24,3.4000000953674316
2008-12-26,3.200000047683716
2008-12-29,2.9200000762939453
2008-12-30,3.0
2008-12-31,2.9200000762939453
2009-01-02,3.1600000858306885
2009-01-05,3.799999952316284
2009-01-06,3.5199999809265137
2009-01-07,3.5199999809265137
2009-01-08,3.799999952316284
2009-01-09,3.680000066757202
2009-01-12,3.640000104904175
2009-01-13,3.5199999809265137
2009-01-14,3.799999952316284
2009-01-15,3.680000066757202
2009-01-16,3.4000000953674316
2009-01-20,2.9200000762939453
2009-01-21,3.559999942779541
2009-01-22,3.559999942779541
2009-01-23,2.9600000381469727
2009-01-26,2.799999952316284
2009-01-27,2.759999990463257
2009-01-28,2.8399999141693115
2009-01-29,2.8399999141693115
2009-01-30,2.9200000762939453
2009-02-02,2.9600000381469727
2009-02-03,2.9600000381469727
2009-02-04,2.9600000381469727
2009-02-05,2.9200000762939453
2009-02-06,3.119999885559082
2009-02-09,3.200000047683716
2009-02-10,3.319999933242798
2009-02-11,3.319999933242798
2009-02-12,3.200000047683716
2009-02-13,3.1600000858306885
2009-02-17,2.9600000381469727
2009-02-18,3.0799999237060547
2009-02-19,2.5999999046325684
2009-02-20,2.0399999618530273
2009-02-23,2.319999933242798
2009-02-24,2.4000000953674316
2009-02-25,2.4000000953674316
2009-02-26,2.200000047683716
2009-02-27,2.0
2009-03-02,1.6799999475479126
2009-03-03,1.600000023841858
2009-03-04,1.600000023841858
2009-03-05,1.399999976158142
2009-03-06,1.559999942779541
2009-03-09,1.440000057220459
2009-03-10,1.3600000143051147
2009-03-11,1.6799999475479126
2009-03-12,1.9600000381469727
2009-03-13,2.0799999237060547
2009-03-16,2.200000047683716
2009-03-17,2.4800000190734863
2009-03-18,3.1600000858306885
2009-03-19,3.4000000953674316
2009-03-20,3.319999933242798
2009-03-23,3.4800000190734863
2009-03-24,3.200000047683716
2009-03-25,3.0399999618530273
2009-03-26,3.440000057220459
2009-03-27,3.359999895095825
2009-03-30,2.9200000762939453
2009-03-31,3.0799999237060547
2009-04-01,2.799999952316284
2009-04-02,2.640000104904175
2009-04-03,2.640000104904175
2009-04-06,3.319999933242798
2009-04-07,3.240000009536743
2009-04-08,3.5199999809265137
2009-04-09,3.5999999046325684
2009-04-13,3.7200000286102295
2009-04-14,4.119999885559082
2009-04-15,5.840000152587891
2009-04-16,5.199999809265137
2009-04-17,7.440000057220459
2009-04-20,7.320000171661377
2009-04-21,7.760000228881836
2009-04-22,7.199999809265137
2009-04-23,6.599999904632568
2009-04-24,6.480000019073486
2009-04-27,6.400000095367432
2009-04-28,5.559999942779541
2009-04-29,6.28000020980835
2009-04-30,6.199999809265137
2009-05-01,5.760000228881836
2009-05-04,7.239999771118164
2009-05-05,6.599999904632568
2009-05-06,6.599999904632568
2009-05-07,6.480000019073486
2009-05-08,6.199999809265137
2009-05-11,7.079999923706055
2009-05-12,6.559999942779541
2009-05-13,5.800000190734863
2009-05-14,5.840000152587891
2009-05-15,5.71999979019165
2009-05-18,6.039999961853027
2009-05-19,5.639999866485596
2009-05-20,5.840000152587891
2009-05-21,5.71999979019165
2009-05-22,5.920000076293945
2009-05-26,5.599999904632568
2009-05-27,5.599999904632568
2009-05-28,5.599999904632568
2009-05-29,5.519999980926514
2009-06-01,5.800000190734863
2009-06-02,5.71999979019165
2009-06-03,6.159999847412109
2009-06-04,6.079999923706055
2009-06-05,5.480000019073486
2009-06-08,5.599999904632568
2009-06-09,6.199999809265137
2009-06-10,6.159999847412109
2009-06-11,6.159999847412109
2009-06-12,6.159999847412109
2009-06-15,6.360000133514404
2009-06-16,6.199999809265137
2009-06-17,6.239999771118164
2009-06-18,5.880000114440918
2009-06-19,5.639999866485596
2009-06-22,4.880000114440918
2009-06-23,5.159999847412109
2009-06-24,5.880000114440918
2009-06-25,6.119999885559082
2009-06-26,5.960000038146973
2009-06-29,6.0
2009-06-30,6.079999923706055
2009-07-01,6.159999847412109
2009-07-02,5.920000076293945
2009-07-06,6.119999885559082
2009-07-07,6.0
2009-07-08,5.71999979019165
2009-07-09,5.800000190734863
2009-07-10,5.800000190734863
2009-07-13,5.679999828338623
2009-07-14,5.880000114440918
2009-07-15,5.880000114440918
2009-07-16,5.800000190734863
2009-07-17,5.840000152587891
2009-07-20,5.360000133514404
2009-07-21,5.599999904632568
2009-07-22,5.400000095367432
2009-07-23,5.440000057220459
2009-07-24,5.71999979019165
2009-07-27,5.679999828338623
2009-07-28,5.559999942779541
2009-07-29,5.440000057220459
2009-07-30,5.480000019073486
2009-07-31,5.559999942779541
2009-08-03,5.559999942779541
2009-08-04,5.679999828338623
2009-08-05,5.519999980926514
2009-08-06,5.519999980926514
2009-08-07,5.599999904632568
2009-08-10,5.559999942779541
2009-08-11,5.559999942779541
2009-08-12,5.559999942779541
2009-08-13,5.360000133514404
2009-08-14,5.599999904632568
2009-08-17,5.239999771118164
2009-08-18,5.199999809265137
2009-08-19,5.360000133514404
2009-08-20,5.039999961853027
2009-08-21,5.320000171661377
2009-08-24,5.760000228881836
2009-08-25,5.760000228881836
2009-08-26,5.639999866485596
2009-08-27,5.400000095367432
2009-08-28,5.039999961853027
2009-08-31,5.0
2009-09-01,5.0
2009-09-02,4.800000190734863
2009-09-03,4.559999942779541
2009-09-04,4.71999979019165
2009-09-08,5.079999923706055
2009-09-09,5.199999809265137
2009-09-10,5.159999847412109
2009-09-11,5.119999885559082
2009-09-14,5.400000095367432
2009-09-15,5.320000171661377
2009-09-16,5.480000019073486
2009-09-17,5.400000095367432
2009-09-18,5.320000171661377
2009-09-21,5.400000095367432
2009-09-22,5.119999885559082
2009-09-23,5.360000133514404
2009-09-24,5.0
2009-09-25,4.920000076293945
2009-09-28,4.920000076293945
2009-09-29,4.800000190734863
2009-09-30,4.639999866485596
2009-10-01,4.480000019073486
2009-10-02,4.800000190734863
2009-10-05,4.800000190734863
2009-10-06,4.71999979019165
2009-10-07,4.480000019073486
2009-10-08,4.320000171661377
2009-10-09,4.679999828338623
2009-10-12,4.480000019073486
2009-10-13,4.840000152587891
2009-10-14,4.71999979019165
2009-10-15,4.840000152587891
2009-10-16,4.800000190734863
2009-10-19,4.960000038146973
2009-10-20,4.71999979019165
2009-10-21,4.960000038146973
2009-10-22,4.480000019073486
2009-10-23,4.760000228881836
2009-10-26,4.760000228881836
2009-10-27,4.639999866485596
2009-10-28,4.239999771118164
2009-10-29,4.679999828338623
2009-10-30,4.480000019073486
2009-11-02,4.440000057220459
2009-11-03,4.519999980926514
2009-11-04,4.559999942779541
2009-11-05,4.480000019073486
2009-11-06,4.360000133514404
2009-11-09,4.28000020980835
2009-11-10,4.679999828338623
2009-11-11,4.760000228881836
2009-11-12,5.679999828338623
2009-11-13,5.239999771118164
2009-11-16,5.480000019073486
2009-11-17,5.28000020980835
2009-11-18,5.199999809265137
2009-11-19,5.079999923706055
2009-11-20,4.920000076293945
2009-11-23,5.0
2009-11-24,4.559999942779541
2009-11-25,4.71999979019165
2009-11-27,4.679999828338623
2009-11-30,4.800000190734863
2009-12-01,4.760000228881836
2009-12-02,4.760000228881836
2009-12-03,5.199999809265137
2009-12-04,5.519999980926514
2009-12-07,5.320000171661377
2009-12-08,5.0
2009-12-09,5.320000171661377
2009-12-10,5.400000095367432
2009-12-11,5.400000095367432
2009-12-14,5.239999771118164
2009-12-15,5.0
2009-12-16,5.039999961853027
2009-12-17,5.079999923706055
2009-12-18,5.28000020980835
2009-12-21,5.079999923706055
2009-12-22,5.039999961853027
2009-12-23,5.039999961853027
2009-12-24,5.039999961853027
2009-12-28,5.079999923706055
2009-12-29,5.079999923706055
2009-12-30,4.920000076293945
2009-12-31,4.880000114440918
2010-01-04,5.079999923706055
2010-01-05,5.239999771118164
2010-01-06,4.920000076293945
2010-01-07,4.639999866485596
2010-01-08,4.71999979019165
2010-01-11,5.0
2010-01-12,5.159999847412109
2010-01-13,5.039999961853027
2010-01-14,4.840000152587891
2010-01-15,4.599999904632568
2010-01-19,4.760000228881836
2010-01-20,4.599999904632568
2010-01-21,4.599999904632568
2010-01-22,4.199999809265137
2010-01-25,4.320000171661377
2010-01-26,4.28000020980835
2010-01-27,4.360000133514404
2010-01-28,4.28000020980835
2010-01-29,4.28000020980835
2010-02-01,4.28000020980835
2010-02-02,4.320000171661377
2010-02-03,4.239999771118164
2010-02-04,4.079999923706055
2010-02-05,4.159999847412109
2010-02-08,4.159999847412109
2010-02-09,4.0
2010-02-10,4.0
2010-02-11,4.079999923706055
2010-02-12,4.039999961853027
2010-02-16,3.9600000381469727
2010-02-17,3.9600000381469727
2010-02-18,3.880000114440918
2010-02-19,3.9200000762939453
2010-02-22,3.8399999141693115
2010-02-23,3.8399999141693115
2010-02-24,4.400000095367432
2010-02-25,4.079999923706055
2010-02-26,4.28000020980835
2010-03-01,4.360000133514404
2010-03-02,4.320000171661377
2010-03-03,4.360000133514404
2010-03-04,4.440000057220459
2010-03-05,4.320000171661377
2010-03-08,4.559999942779541
2010-03-09,5.0
2010-03-10,4.760000228881836
2010-03-11,4.360000133514404
2010-03-12,4.400000095367432
2010-03-15,4.320000171661377
2010-03-16,4.400000095367432
2010-03-17,4.71999979019165
2010-03-18,4.599999904632568
2010-03-19,4.480000019073486
2010-03-22,4.28000020980835
2010-03-23,4.559999942779541
2010-03-24,5.0
2010-03-25,4.880000114440918
2010-03-26,4.920000076293945
2010-03-29,4.760000228881836
2010-03-30,4.599999904632568
2010-03-31,4.519999980926514
2010-04-01,4.599999904632568
2010-04-05,4.360000133514404
2010-04-06,4.679999828338623
2010-04-07,4.800000190734863
2010-04-08,4.71999979019165
2010-04-09,4.800000190734863
2010-04-12,4.760000228881836
2010-04-13,4.559999942779541
2010-04-14,4.519999980926514
2010-04-15,4.519999980926514
2010-04-16,4.28000020980835
2010-04-19,4.599999904632568
2010-04-20,4.559999942779541
2010-04-21,4.559999942779541
2010-04-22,4.360000133514404
2010-04-23,4.239999771118164
2010-04-26,4.480000019073486
2010-04-27,4.519999980926514
2010-04-28,4.440000057220459
2010-04-29,4.28000020980835
2010-04-30,4.320000171661377
2010-05-03,4.400000095367432
2010-05-04,4.28000020980835
2010-05-05,4.239999771118164
2010-05-06,4.039999961853027
2010-05-07,4.239999771118164
2010-05-10,4.039999961853027
2010-05-11,4.0
2010-05-12,4.0
2010-05-13,3.799999952316284
2010-05-14,3.7200000286102295
2010-05-17,3.799999952316284
2010-05-18,3.880000114440918
2010-05-19,3.880000114440918
2010-05-20,3.680000066757202
2010-05-21,3.640000104904175
2010-05-24,3.5999999046325684
2010-05-25,3.440000057220459
2010-05-26,3.440000057220459
2010-05-27,3.680000066757202
2010-05-28,3.9600000381469727
2010-06-01,4.039999961853027
2010-06-02,4.079999923706055
2010-06-03,4.039999961853027
2010-06-04,4.039999961853027
2010-06-07,3.5999999046325684
2010-06-08,3.440000057220459
2010-06-09,3.5999999046325684
2010-06-10,3.440000057220459
2010-06-11,3.440000057220459
2010-06-14,3.440000057220459
2010-06-15,3.5999999046325684
2010-06-16,3.9200000762939453
2010-06-17,3.5999999046325684
2010-06-18,3.759999990463257
2010-06-21,4.0
2010-06-22,3.9200000762939453
2010-06-23,4.0
2010-06-24,3.359999895095825
2010-06-25,3.200000047683716
2010-06-28,3.240000009536743
2010-06-29,3.200000047683716
2010-06-30,3.240000009536743
2010-07-01,3.4000000953674316
2010-07-02,3.4800000190734863
2010-07-06,3.240000009536743
2010-07-07,3.240000009536743
2010-07-08,3.240000009536743
2010-07-09,3.200000047683716
2010-07-12,3.9600000381469727
2010-07-13,3.4800000190734863
2010-07-14,5.0
2010-07-15,4.559999942779541
2010-07-16,4.28000020980835
2010-07-19,4.28000020980835
2010-07-20,4.239999771118164
2010-07-21,4.159999847412109
2010-07-22,4.119999885559082
2010-07-23,4.360000133514404
2010-07-26,4.599999904632568
2010-07-27,5.199999809265137
2010-07-28,4.800000190734863
2010-07-29,5.28000020980835
2010-07-30,5.28000020980835
2010-08-02,5.639999866485596
2010-08-03,5.519999980926514
2010-08-04,5.480000019073486
2010-08-05,5.28000020980835
2010-08-06,5.440000057220459
2010-08-09,5.480000019073486
2010-08-10,5.400000095367432
2010-08-11,5.159999847412109
2010-08-12,5.199999809265137
2010-08-13,5.199999809265137
2010-08-16,5.320000171661377
2010-08-17,4.760000228881836
2010-08-18,4.840000152587891
2010-08-19,4.599999904632568
2010-08-20,4.400000095367432
2010-08-23,4.400000095367432
2010-08-24,4.360000133514404
2010-08-25,4.559999942779541
2010-08-26,4.28000020980835
2010-08-27,3.9600000381469727
2010-08-30,3.7200000286102295
2010-08-31,3.7200000286102295
2010-09-01,3.8399999141693115
2010-09-02,4.039999961853027
2010-09-03,4.400000095367432
2010-09-07,4.239999771118164
2010-09-08,4.239999771118164
2010-09-09,4.320000171661377
2010-09-10,4.199999809265137
2010-09-13,4.079999923706055
2010-09-14,4.079999923706055
