,FLGT
2017-03-03,10.760000228881836
2017-03-06,10.449999809265137
2017-03-07,10.520000457763672
2017-03-08,10.720000267028809
2017-03-09,10.90999984741211
2017-03-10,11.050000190734863
2017-03-13,11.4399995803833
2017-03-14,11.140000343322754
2017-03-15,11.369999885559082
2017-03-16,11.729999542236328
2017-03-17,11.149999618530273
2017-03-20,11.289999961853027
2017-03-21,11.289999961853027
2017-03-22,10.680000305175781
2017-03-23,10.989999771118164
2017-03-24,11.0
2017-03-27,11.039999961853027
2017-03-28,11.09000015258789
2017-03-29,10.899999618530273
2017-03-30,10.920000076293945
2017-03-31,10.920000076293945
2017-04-03,10.9399995803833
2017-04-04,11.010000228881836
2017-04-05,10.949999809265137
2017-04-06,11.069999694824219
2017-04-07,11.039999961853027
2017-04-10,11.039999961853027
2017-04-11,11.069999694824219
2017-04-12,11.020000457763672
2017-04-13,10.850000381469727
2017-04-17,10.75
2017-04-18,10.600000381469727
2017-04-19,10.449999809265137
2017-04-20,10.550000190734863
2017-04-21,10.59000015258789
2017-04-24,10.59000015258789
2017-04-25,10.59000015258789
2017-04-26,10.260000228881836
2017-04-27,10.069999694824219
2017-04-28,10.1899995803833
2017-05-01,10.489999771118164
2017-05-02,10.460000038146973
2017-05-03,10.710000038146973
2017-05-04,10.699999809265137
2017-05-05,10.619999885559082
2017-05-08,10.710000038146973
2017-05-09,7.110000133514404
2017-05-10,7.380000114440918
2017-05-11,7.480000019073486
2017-05-12,7.5
2017-05-15,7.400000095367432
2017-05-16,7.099999904632568
2017-05-17,6.909999847412109
2017-05-18,7.03000020980835
2017-05-19,6.800000190734863
2017-05-22,6.75
2017-05-23,6.599999904632568
2017-05-24,6.5
2017-05-25,6.429999828338623
2017-05-26,6.130000114440918
2017-05-30,6.150000095367432
2017-05-31,6.170000076293945
2017-06-01,6.239999771118164
2017-06-02,6.199999809265137
2017-06-05,6.110000133514404
2017-06-06,5.610000133514404
2017-06-07,4.900000095367432
2017-06-08,4.989999771118164
2017-06-09,4.940000057220459
2017-06-12,4.929999828338623
2017-06-13,5.0
2017-06-14,5.400000095367432
2017-06-15,5.349999904632568
2017-06-16,5.239999771118164
2017-06-19,5.360000133514404
2017-06-20,6.730000019073486
2017-06-21,7.340000152587891
2017-06-22,6.360000133514404
2017-06-23,6.949999809265137
2017-06-26,6.739999771118164
2017-06-27,7.0
2017-06-28,6.789999961853027
2017-06-29,6.670000076293945
2017-06-30,6.389999866485596
2017-07-03,6.760000228881836
2017-07-05,6.760000228881836
2017-07-06,6.260000228881836
2017-07-07,6.360000133514404
2017-07-10,6.599999904632568
2017-07-11,6.329999923706055
2017-07-12,6.230000019073486
2017-07-13,6.190000057220459
2017-07-14,6.170000076293945
2017-07-17,6.25
2017-07-18,6.309999942779541
2017-07-19,6.269999980926514
2017-07-20,6.360000133514404
2017-07-21,6.599999904632568
2017-07-24,6.619999885559082
2017-07-25,6.53000020980835
2017-07-26,6.5
2017-07-27,6.619999885559082
2017-07-28,6.489999771118164
2017-07-31,6.239999771118164
2017-08-01,6.21999979019165
2017-08-02,6.360000133514404
2017-08-03,6.28000020980835
2017-08-04,6.389999866485596
2017-08-07,6.139999866485596
2017-08-08,5.389999866485596
2017-08-09,5.639999866485596
2017-08-10,5.78000020980835
2017-08-11,5.760000228881836
2017-08-14,5.920000076293945
2017-08-15,5.739999771118164
2017-08-16,5.949999809265137
2017-08-17,6.039999961853027
2017-08-18,5.880000114440918
2017-08-21,5.960000038146973
2017-08-22,5.860000133514404
2017-08-23,5.690000057220459
2017-08-24,5.429999828338623
2017-08-25,5.21999979019165
2017-08-28,5.489999771118164
2017-08-29,5.460000038146973
2017-08-30,5.639999866485596
2017-08-31,5.429999828338623
2017-09-01,5.179999828338623
2017-09-05,5.070000171661377
2017-09-06,5.340000152587891
2017-09-07,5.170000076293945
2017-09-08,5.409999847412109
2017-09-11,5.909999847412109
2017-09-12,5.510000228881836
2017-09-13,5.239999771118164
2017-09-14,5.21999979019165
2017-09-15,4.96999979019165
2017-09-18,4.960000038146973
2017-09-19,4.789999961853027
2017-09-20,4.650000095367432
2017-09-21,4.639999866485596
2017-09-22,4.570000171661377
2017-09-25,4.570000171661377
2017-09-26,4.590000152587891
2017-09-27,4.710000038146973
2017-09-28,4.840000152587891
2017-09-29,4.789999961853027
2017-10-02,4.78000020980835
2017-10-03,4.78000020980835
2017-10-04,4.900000095367432
2017-10-05,4.75
2017-10-06,4.789999961853027
2017-10-09,4.710000038146973
2017-10-10,4.570000171661377
2017-10-11,4.5
2017-10-12,4.320000171661377
2017-10-13,4.03000020980835
2017-10-16,4.190000057220459
2017-10-17,3.799999952316284
2017-10-18,3.6700000762939453
2017-10-19,3.8399999141693115
2017-10-20,3.940000057220459
2017-10-23,3.75
2017-10-24,3.9200000762939453
2017-10-25,3.9000000953674316
2017-10-26,3.9000000953674316
2017-10-27,3.819999933242798
2017-10-30,4.230000019073486
2017-10-31,3.940000057220459
2017-11-01,3.890000104904175
2017-11-02,3.7799999713897705
2017-11-03,3.4579999446868896
2017-11-06,4.050000190734863
2017-11-07,3.4700000286102295
2017-11-08,3.430000066757202
2017-11-09,3.3550000190734863
2017-11-10,3.319999933242798
2017-11-13,3.259999990463257
2017-11-14,3.319999933242798
2017-11-15,3.299999952316284
2017-11-16,3.190000057220459
2017-11-17,3.259999990463257
2017-11-20,3.1500000953674316
2017-11-21,3.009999990463257
2017-11-22,3.1600000858306885
2017-11-24,3.4200000762939453
2017-11-27,3.549999952316284
2017-11-28,3.490000009536743
2017-11-29,3.549999952316284
2017-11-30,3.6500000953674316
2017-12-01,3.75
2017-12-04,3.6700000762939453
2017-12-05,3.5999999046325684
2017-12-06,3.490000009536743
2017-12-07,3.450000047683716
2017-12-08,3.5899999141693115
2017-12-11,3.5
2017-12-12,3.5
2017-12-13,3.4000000953674316
2017-12-14,3.4000000953674316
2017-12-15,3.4700000286102295
2017-12-18,3.5799999237060547
2017-12-19,4.019999980926514
2017-12-20,4.409999847412109
2017-12-21,4.320000171661377
2017-12-22,4.119999885559082
2017-12-26,4.019999980926514
2017-12-27,4.21999979019165
2017-12-28,4.260000228881836
2017-12-29,4.380000114440918
2018-01-02,4.230000019073486
2018-01-03,4.224999904632568
2018-01-04,4.460000038146973
2018-01-05,4.449999809265137
2018-01-08,4.519999980926514
2018-01-09,4.590000152587891
2018-01-10,4.639999866485596
2018-01-11,4.989999771118164
2018-01-12,4.860000133514404
2018-01-16,4.909999847412109
2018-01-17,5.005000114440918
2018-01-18,4.889999866485596
2018-01-19,5.019999980926514
2018-01-22,5.179999828338623
2018-01-23,5.190000057220459
2018-01-24,5.050000190734863
2018-01-25,5.110000133514404
2018-01-26,5.179999828338623
2018-01-29,5.070000171661377
2018-01-30,4.800000190734863
2018-01-31,4.46999979019165
2018-02-01,4.599999904632568
2018-02-02,4.489999771118164
2018-02-05,4.460000038146973
2018-02-06,4.389999866485596
2018-02-07,4.460000038146973
2018-02-08,4.5
2018-02-09,4.409999847412109
2018-02-12,4.300000190734863
2018-02-13,4.610000133514404
2018-02-14,4.710000038146973
2018-02-15,4.699999809265137
2018-02-16,4.699999809265137
2018-02-20,4.46999979019165
2018-02-21,4.639999866485596
2018-02-22,4.489999771118164
2018-02-23,4.650000095367432
2018-02-26,4.699999809265137
2018-02-27,4.739999771118164
2018-02-28,4.789999961853027
2018-03-01,4.309999942779541
2018-03-02,3.819999933242798
2018-03-05,3.75
2018-03-06,3.799999952316284
2018-03-07,3.809999942779541
2018-03-08,3.799999952316284
2018-03-09,3.8499999046325684
2018-03-12,3.880000114440918
2018-03-13,3.812000036239624
2018-03-14,3.819999933242798
2018-03-15,3.8499999046325684
2018-03-16,3.990000009536743
2018-03-19,3.871000051498413
2018-03-20,4.03000020980835
2018-03-21,3.8499999046325684
2018-03-22,3.825000047683716
2018-03-23,3.8519999980926514
2018-03-26,3.809999942779541
2018-03-27,3.8499999046325684
2018-03-28,3.6700000762939453
2018-03-29,4.0
2018-04-02,3.7760000228881836
2018-04-03,3.569999933242798
2018-04-04,3.819999933242798
2018-04-05,3.75
2018-04-06,4.0
2018-04-09,4.0
2018-04-10,3.950000047683716
2018-04-11,3.859999895095825
2018-04-12,3.859999895095825
2018-04-13,4.03000020980835
2018-04-16,4.010000228881836
2018-04-17,3.984999895095825
2018-04-18,3.9700000286102295
2018-04-19,3.990000009536743
2018-04-20,4.0
2018-04-23,3.9800000190734863
2018-04-24,4.0
2018-04-25,4.0
2018-04-26,3.990000009536743
2018-04-27,3.990000009536743
2018-04-30,3.859999895095825
2018-05-01,3.6600000858306885
2018-05-02,3.7899999618530273
2018-05-03,3.9800000190734863
2018-05-04,3.890000104904175
2018-05-07,4.090000152587891
2018-05-08,3.880000114440918
2018-05-09,3.7899999618530273
2018-05-10,3.700000047683716
2018-05-11,3.799999952316284
2018-05-14,3.7100000381469727
2018-05-15,3.7100000381469727
2018-05-16,3.7899999618530273
2018-05-17,3.950000047683716
2018-05-18,3.924999952316284
2018-05-21,3.7699999809265137
2018-05-22,3.805000066757202
2018-05-23,3.700000047683716
2018-05-24,3.859999895095825
2018-05-25,3.819999933242798
2018-05-29,3.8499999046325684
2018-05-30,3.7799999713897705
2018-05-31,3.7170000076293945
2018-06-01,3.880000114440918
2018-06-04,3.890000104904175
2018-06-05,3.7699999809265137
2018-06-06,3.700000047683716
2018-06-07,3.813999891281128
2018-06-08,3.930000066757202
2018-06-11,3.864000082015991
2018-06-12,3.759999990463257
2018-06-13,3.7200000286102295
2018-06-14,4.849999904632568
2018-06-15,4.449999809265137
2018-06-18,4.559999942779541
2018-06-19,4.400000095367432
2018-06-20,4.389999866485596
2018-06-21,4.460000038146973
2018-06-22,4.190000057220459
2018-06-25,4.170000076293945
2018-06-26,4.210000038146973
2018-06-27,4.2820000648498535
2018-06-28,4.389999866485596
2018-06-29,4.139999866485596
2018-07-02,4.150000095367432
2018-07-03,4.019999980926514
2018-07-05,4.25
2018-07-06,4.230000019073486
2018-07-09,4.050000190734863
2018-07-10,4.099999904632568
2018-07-11,4.300000190734863
2018-07-12,4.860000133514404
2018-07-13,4.519999980926514
2018-07-16,4.920000076293945
2018-07-17,4.630000114440918
2018-07-18,4.900000095367432
2018-07-19,4.869999885559082
2018-07-20,5.0
2018-07-23,4.949999809265137
2018-07-24,4.860000133514404
2018-07-25,5.050000190734863
2018-07-26,5.125
2018-07-27,4.800000190734863
2018-07-30,4.989999771118164
2018-07-31,4.800000190734863
2018-08-01,4.966000080108643
2018-08-02,4.849999904632568
2018-08-03,4.889999866485596
2018-08-06,4.860000133514404
2018-08-07,4.849999904632568
2018-08-08,4.75
2018-08-09,4.65500020980835
2018-08-10,4.650000095367432
2018-08-13,4.357999801635742
2018-08-14,4.360000133514404
2018-08-15,4.380000114440918
2018-08-16,4.3460001945495605
2018-08-17,4.309999942779541
2018-08-20,4.380000114440918
2018-08-21,4.25
2018-08-22,4.349999904632568
2018-08-23,4.355999946594238
2018-08-24,4.349999904632568
2018-08-27,4.170000076293945
2018-08-28,4.070000171661377
2018-08-29,4.179999828338623
2018-08-30,4.175000190734863
2018-08-31,4.150000095367432
2018-09-04,4.130000114440918
2018-09-05,4.013000011444092
2018-09-06,3.9000000953674316
2018-09-07,3.9000000953674316
2018-09-10,3.700000047683716
2018-09-11,3.549999952316284
2018-09-12,3.509999990463257
2018-09-13,3.5
2018-09-14,3.509999990463257
2018-09-17,3.4760000705718994
2018-09-18,3.369999885559082
2018-09-19,3.319999933242798
2018-09-20,3.3350000381469727
2018-09-21,3.2899999618530273
2018-09-24,3.440000057220459
2018-09-25,3.6600000858306885
2018-09-26,3.7100000381469727
2018-09-27,3.9000000953674316
2018-09-28,3.930000066757202
2018-10-01,3.609999895095825
2018-10-02,3.4700000286102295
2018-10-03,3.7100000381469727
2018-10-04,3.7100000381469727
2018-10-05,4.090000152587891
2018-10-08,3.9700000286102295
2018-10-09,3.7699999809265137
2018-10-10,3.9000000953674316
2018-10-11,4.090000152587891
2018-10-12,4.090000152587891
2018-10-15,4.0
2018-10-16,4.090000152587891
2018-10-17,3.9000000953674316
2018-10-18,3.700000047683716
2018-10-19,3.609999895095825
2018-10-22,3.6600000858306885
2018-10-23,3.759999990463257
2018-10-24,3.6700000762939453
2018-10-25,3.5399999618530273
2018-10-26,3.440000057220459
2018-10-29,3.5999999046325684
2018-10-30,3.700000047683716
2018-10-31,3.559999942779541
2018-11-01,3.799999952316284
2018-11-02,3.799999952316284
2018-11-05,3.200000047683716
2018-11-06,3.2799999713897705
2018-11-07,3.4200000762939453
2018-11-08,3.5
2018-11-09,3.5950000286102295
2018-11-12,3.4000000953674316
2018-11-13,3.5199999809265137
2018-11-14,3.5360000133514404
2018-11-15,3.375
2018-11-16,3.3299999237060547
2018-11-19,3.119999885559082
2018-11-20,3.119999885559082
2018-11-21,3.299999952316284
2018-11-23,3.1600000858306885
2018-11-26,3.1500000953674316
2018-11-27,3.244999885559082
2018-11-28,3.559999942779541
2018-11-29,3.7899999618530273
2018-11-30,3.549999952316284
2018-12-03,3.4100000858306885
2018-12-04,3.2799999713897705
2018-12-06,3.2899999618530273
2018-12-07,3.5199999809265137
2018-12-10,3.309999942779541
2018-12-11,3.369999885559082
2018-12-12,3.375
2018-12-13,3.359999895095825
2018-12-14,3.381999969482422
2018-12-17,3.2839999198913574
2018-12-18,3.140000104904175
2018-12-19,3.2699999809265137
2018-12-20,3.3499999046325684
2018-12-21,3.200000047683716
2018-12-24,3.2200000286102295
2018-12-26,3.259999990463257
2018-12-27,3.259999990463257
2018-12-28,3.4700000286102295
2018-12-31,3.1700000762939453
2019-01-02,3.4800000190734863
2019-01-03,3.5299999713897705
2019-01-04,4.010000228881836
2019-01-07,4.440000057220459
2019-01-08,4.809999942779541
2019-01-09,4.510000228881836
2019-01-10,4.230000019073486
2019-01-11,3.75
2019-01-14,3.4700000286102295
2019-01-15,3.740000009536743
2019-01-16,3.759999990463257
2019-01-17,3.8499999046325684
2019-01-18,3.9010000228881836
2019-01-22,3.8499999046325684
2019-01-23,4.039999961853027
2019-01-24,4.119999885559082
2019-01-25,4.269999980926514
2019-01-28,3.819999933242798
2019-01-29,3.8499999046325684
2019-01-30,3.8499999046325684
2019-01-31,3.9800000190734863
2019-02-01,4.099999904632568
2019-02-04,4.072000026702881
2019-02-05,4.099999904632568
2019-02-06,4.210000038146973
2019-02-07,4.01200008392334
2019-02-08,3.9800000190734863
2019-02-11,4.039999961853027
2019-02-12,4.039999961853027
2019-02-13,4.171000003814697
2019-02-14,4.400000095367432
2019-02-15,4.400000095367432
2019-02-19,4.330999851226807
2019-02-20,4.300000190734863
2019-02-21,4.519999980926514
2019-02-22,4.452000141143799
2019-02-25,4.572999954223633
2019-02-26,4.789999961853027
2019-02-27,4.599999904632568
2019-02-28,4.500999927520752
2019-03-01,5.039999961853027
2019-03-04,4.800000190734863
2019-03-05,4.949999809265137
2019-03-06,4.699999809265137
2019-03-07,4.920000076293945
2019-03-08,5.179999828338623
2019-03-11,5.739999771118164
2019-03-12,6.050000190734863
2019-03-13,5.75
2019-03-14,5.880000114440918
2019-03-15,5.829999923706055
2019-03-18,5.550000190734863
2019-03-19,5.619999885559082
2019-03-20,5.429999828338623
2019-03-21,5.46999979019165
2019-03-22,5.5
2019-03-25,5.360000133514404
2019-03-26,5.599999904632568
2019-03-27,5.4770002365112305
2019-03-28,5.449999809265137
2019-03-29,5.949999809265137
2019-04-01,5.943999767303467
2019-04-02,5.840000152587891
2019-04-03,5.849999904632568
2019-04-04,5.900000095367432
2019-04-05,5.980000019073486
2019-04-08,5.769999980926514
2019-04-09,5.659999847412109
2019-04-10,6.800000190734863
2019-04-11,6.672999858856201
2019-04-12,6.550000190734863
2019-04-15,6.739999771118164
2019-04-16,7.190999984741211
2019-04-17,6.730000019073486
2019-04-18,6.670000076293945
2019-04-22,6.730000019073486
2019-04-23,7.499000072479248
2019-04-24,7.199999809265137
2019-04-25,7.349999904632568
2019-04-26,6.849999904632568
2019-04-29,6.590000152587891
2019-04-30,6.650000095367432
2019-05-01,6.849999904632568
2019-05-02,6.900000095367432
2019-05-03,6.748000144958496
2019-05-06,6.650000095367432
2019-05-07,6.2270002365112305
2019-05-08,5.599999904632568
2019-05-09,5.679999828338623
2019-05-10,5.550000190734863
2019-05-13,5.619999885559082
2019-05-14,5.599999904632568
2019-05-15,5.570000171661377
2019-05-16,5.610000133514404
2019-05-17,5.329999923706055
2019-05-20,5.079999923706055
2019-05-21,4.929999828338623
2019-05-22,5.420000076293945
2019-05-23,5.710000038146973
2019-05-24,5.820000171661377
2019-05-28,5.579999923706055
2019-05-29,5.980000019073486
2019-05-30,5.809999942779541
2019-05-31,5.940000057220459
2019-06-03,5.815000057220459
2019-06-04,6.239999771118164
2019-06-05,6.099999904632568
2019-06-06,5.900000095367432
2019-06-07,6.099999904632568
2019-06-10,6.039999961853027
2019-06-11,6.139999866485596
2019-06-12,5.989999771118164
2019-06-13,5.900000095367432
2019-06-14,6.072000026702881
2019-06-17,5.789000034332275
2019-06-18,5.8420000076293945
2019-06-19,5.25
2019-06-20,5.480999946594238
2019-06-21,5.599999904632568
2019-06-24,5.440000057220459
2019-06-25,6.0
2019-06-26,5.809999942779541
2019-06-27,6.0
2019-06-28,6.679999828338623
2019-07-01,6.199999809265137
2019-07-02,6.380000114440918
2019-07-03,6.349999904632568
2019-07-05,6.271999835968018
2019-07-08,6.400000095367432
2019-07-09,5.960000038146973
2019-07-10,6.25
2019-07-11,6.340000152587891
2019-07-12,6.300000190734863
2019-07-15,6.300000190734863
2019-07-16,6.46999979019165
2019-07-17,6.460000038146973
2019-07-18,6.400000095367432
2019-07-19,6.190999984741211
2019-07-22,6.039999961853027
2019-07-23,6.429999828338623
2019-07-24,6.179999828338623
2019-07-25,6.25
2019-07-26,6.25
2019-07-29,6.710000038146973
2019-07-30,6.869999885559082
2019-07-31,6.659999847412109
2019-08-01,7.559999942779541
2019-08-02,7.78000020980835
2019-08-05,8.050000190734863
2019-08-06,10.260000228881836
2019-08-07,10.0
2019-08-08,9.270000457763672
2019-08-09,11.3149995803833
2019-08-12,11.739999771118164
2019-08-13,10.989999771118164
2019-08-14,10.350000381469727
2019-08-15,10.199999809265137
2019-08-16,10.630000114440918
2019-08-19,11.899999618530273
2019-08-20,11.899999618530273
2019-08-21,11.979999542236328
2019-08-22,12.8100004196167
2019-08-23,12.670000076293945
2019-08-26,11.9399995803833
2019-08-27,12.380000114440918
2019-08-28,12.1899995803833
2019-08-29,12.119999885559082
2019-08-30,11.40999984741211
2019-09-03,11.239999771118164
2019-09-04,11.40999984741211
2019-09-05,11.979999542236328
2019-09-06,12.050000190734863
2019-09-09,11.6899995803833
2019-09-10,11.699999809265137
2019-09-11,11.600000381469727
2019-09-12,11.430000305175781
2019-09-13,11.229999542236328
2019-09-16,11.329999923706055
2019-09-17,11.119999885559082
2019-09-18,11.050000190734863
2019-09-19,11.050000190734863
2019-09-20,11.15999984741211
2019-09-23,11.0
2019-09-24,11.010000228881836
2019-09-25,10.989999771118164
2019-09-26,11.050000190734863
2019-09-27,10.229999542236328
2019-09-30,10.390000343322754
2019-10-01,10.430000305175781
2019-10-02,10.170000076293945
2019-10-03,10.609999656677246
2019-10-04,11.510000228881836
2019-10-07,12.279999732971191
2019-10-08,11.350000381469727
2019-10-09,11.710000038146973
2019-10-10,11.319999694824219
2019-10-11,11.079999923706055
2019-10-14,11.029999732971191
2019-10-15,11.270000457763672
2019-10-16,11.199999809265137
2019-10-17,11.369999885559082
2019-10-18,11.510000228881836
2019-10-21,11.470000267028809
2019-10-22,11.149999618530273
2019-10-23,10.279999732971191
2019-10-24,10.279999732971191
2019-10-25,9.899999618530273
2019-10-28,9.460000038146973
2019-10-29,9.289999961853027
2019-10-30,9.489999771118164
2019-10-31,9.579999923706055
2019-11-01,9.40999984741211
2019-11-04,9.399999618530273
2019-11-05,13.010000228881836
2019-11-06,11.930000305175781
2019-11-07,12.319999694824219
2019-11-08,15.819999694824219
2019-11-11,14.850000381469727
2019-11-12,13.65999984741211
2019-11-13,13.640000343322754
2019-11-14,11.109999656677246
2019-11-15,10.680000305175781
2019-11-18,10.8100004196167
2019-11-19,11.510000228881836
2019-11-20,12.40999984741211
2019-11-21,12.15999984741211
2019-11-22,12.130000114440918
2019-11-25,11.880000114440918
2019-11-26,11.770000457763672
2019-11-27,11.34000015258789
2019-11-29,11.399999618530273
2019-12-02,11.550000190734863
2019-12-03,11.1899995803833
2019-12-04,11.859999656677246
2019-12-05,11.600000381469727
2019-12-06,11.829999923706055
2019-12-09,11.420000076293945
2019-12-10,11.760000228881836
2019-12-11,12.270000457763672
2019-12-12,13.640000343322754
2019-12-13,13.569999694824219
2019-12-16,13.460000038146973
2019-12-17,13.079999923706055
2019-12-18,13.25
2019-12-19,13.619999885559082
2019-12-20,13.9399995803833
2019-12-23,14.890000343322754
2019-12-24,15.0600004196167
2019-12-26,14.489999771118164
2019-12-27,13.239999771118164
2019-12-30,13.050000190734863
2019-12-31,12.899999618530273
2020-01-02,12.5
2020-01-03,12.369999885559082
2020-01-06,12.550000190734863
2020-01-07,12.800000190734863
2020-01-08,12.899999618530273
2020-01-09,13.550000190734863
2020-01-10,13.869999885559082
2020-01-13,13.880000114440918
2020-01-14,13.380000114440918
2020-01-15,14.050000190734863
2020-01-16,14.3100004196167
2020-01-17,13.699999809265137
2020-01-21,13.850000381469727
2020-01-22,13.970000267028809
2020-01-23,13.789999961853027
2020-01-24,12.960000038146973
2020-01-27,12.569999694824219
2020-01-28,12.979999542236328
2020-01-29,13.3100004196167
2020-01-30,13.510000228881836
2020-01-31,13.380000114440918
2020-02-03,13.229999542236328
2020-02-04,13.899999618530273
2020-02-05,15.420000076293945
2020-02-06,16.6299991607666
2020-02-07,16.399999618530273
2020-02-10,16.84000015258789
2020-02-11,17.229999542236328
2020-02-12,16.75
2020-02-13,16.770000457763672
2020-02-14,18.170000076293945
2020-02-18,19.75
2020-02-19,19.670000076293945
2020-02-20,18.280000686645508
2020-02-21,19.0
2020-02-24,16.860000610351562
2020-02-25,17.450000762939453
2020-02-26,17.1200008392334
2020-02-27,15.920000076293945
2020-02-28,14.84000015258789
2020-03-02,17.190000534057617
2020-03-03,16.8700008392334
2020-03-04,17.479999542236328
2020-03-05,18.0
2020-03-06,16.700000762939453
2020-03-09,14.869999885559082
2020-03-10,15.25
2020-03-11,10.0600004196167
2020-03-12,8.4399995803833
2020-03-13,8.539999961853027
2020-03-16,6.75
2020-03-17,8.569999694824219
2020-03-18,8.149999618530273
2020-03-19,9.539999961853027
2020-03-20,8.880000114440918
2020-03-23,8.970000267028809
2020-03-24,9.90999984741211
2020-03-25,11.4399995803833
2020-03-26,13.229999542236328
2020-03-27,11.9399995803833
2020-03-30,11.699999809265137
2020-03-31,10.760000228881836
2020-04-01,9.739999771118164
2020-04-02,10.029999732971191
2020-04-03,9.539999961853027
2020-04-06,8.890000343322754
2020-04-07,9.4399995803833
2020-04-08,10.3100004196167
2020-04-09,10.550000190734863
2020-04-13,12.229999542236328
2020-04-14,12.670000076293945
2020-04-15,12.550000190734863
2020-04-16,15.079999923706055
2020-04-17,15.960000038146973
2020-04-20,15.239999771118164
2020-04-21,14.720000267028809
2020-04-22,15.890000343322754
2020-04-23,15.5600004196167
2020-04-24,16.190000534057617
2020-04-27,16.549999237060547
2020-04-28,16.149999618530273
2020-04-29,17.290000915527344
2020-04-30,16.969999313354492
2020-05-01,15.960000038146973
2020-05-04,16.479999542236328
2020-05-05,12.609999656677246
2020-05-06,14.569999694824219
2020-05-07,15.680000305175781
2020-05-08,16.579999923706055
2020-05-11,16.760000228881836
2020-05-12,15.529999732971191
2020-05-13,15.300000190734863
2020-05-14,14.979999542236328
2020-05-15,16.389999389648438
2020-05-18,17.170000076293945
2020-05-19,17.059999465942383
2020-05-20,15.6899995803833
2020-05-21,15.550000190734863
2020-05-22,15.15999984741211
2020-05-26,15.479999542236328
2020-05-27,15.819999694824219
2020-05-28,16.059999465942383
2020-05-29,17.420000076293945
2020-06-01,18.0
2020-06-02,18.280000686645508
2020-06-03,17.600000381469727
2020-06-04,16.889999389648438
2020-06-05,16.190000534057617
2020-06-08,16.65999984741211
2020-06-09,17.290000915527344
2020-06-10,16.610000610351562
2020-06-11,15.199999809265137
2020-06-12,15.930000305175781
2020-06-15,16.5
2020-06-16,16.5
2020-06-17,16.329999923706055
2020-06-18,16.719999313354492
2020-06-19,16.799999237060547
2020-06-22,17.190000534057617
2020-06-23,17.5
2020-06-24,16.15999984741211
2020-06-25,16.6200008392334
2020-06-26,16.190000534057617
2020-06-29,15.725000381469727
2020-06-30,16.0
