,CTXS
1996-12-24,5.242341995239258
1996-12-26,5.142804145812988
1996-12-27,5.17598295211792
1996-12-30,5.142804145812988
1996-12-31,5.1842780113220215
1997-01-02,5.173910140991211
1997-01-03,5.441418170928955
1997-01-06,5.822980880737305
1997-01-07,6.171364784240723
1997-01-08,6.105006217956543
1997-01-09,6.105006217956543
1997-01-10,6.005467891693115
1997-01-13,5.6404948234558105
1997-01-14,5.806392192840576
1997-01-15,5.540956974029541
1997-01-16,5.441418170928955
1997-01-17,5.159393787384033
1997-01-20,5.308701038360596
1997-01-21,6.254312992095947
1997-01-22,6.735414028167725
1997-01-23,6.337262153625488
1997-01-24,6.105006217956543
1997-01-27,5.905930042266846
1997-01-28,5.980583190917969
1997-01-29,6.071826934814453
1997-01-30,6.27090311050415
1997-01-31,6.138185024261475
1997-02-03,6.038647174835205
1997-02-04,5.806392192840576
1997-02-05,5.806392192840576
1997-02-06,5.6073150634765625
1997-02-07,5.8727498054504395
1997-02-10,5.424829006195068
1997-02-11,5.242341995239258
1997-02-12,5.3584699630737305
1997-02-13,5.408238887786865
1997-02-14,5.275522232055664
1997-02-18,5.211236953735352
1997-02-19,5.242341995239258
1997-02-20,3.8653979301452637
1997-02-21,4.081064224243164
1997-02-24,4.2469611167907715
1997-02-25,3.815629005432129
1997-02-26,3.483834981918335
1997-02-27,1.4101239442825317
1997-02-28,1.6755590438842773
1997-03-03,1.9907629489898682
1997-03-04,2.040532112121582
1997-03-05,2.023941993713379
1997-03-06,1.9078140258789062
1997-03-07,1.9409940242767334
1997-03-10,1.725327968597412
1997-03-11,1.625789999961853
1997-03-12,1.8414560556411743
1997-03-13,1.9741729497909546
1997-03-14,2.1234800815582275
1997-03-17,1.9907629489898682
1997-03-18,1.9078140258789062
1997-03-19,1.79168701171875
1997-03-20,1.8414560556411743
1997-03-21,1.9244040250778198
1997-03-24,1.79168701171875
1997-03-25,1.8559720516204834
1997-03-26,1.8746349811553955
1997-03-27,1.858044981956482
1997-03-31,1.7585070133209229
1997-04-01,1.526252031326294
1997-04-02,1.625789999961853
1997-04-03,1.692147970199585
1997-04-04,1.9326989650726318
1997-04-07,1.7087379693984985
1997-04-08,1.7585070133209229
1997-04-09,1.7585070133209229
1997-04-10,1.6589690446853638
1997-04-11,1.6444530487060547
1997-04-14,1.6092000007629395
1997-04-15,1.5926100015640259
1997-04-16,1.4433029890060425
1997-04-17,1.526252031326294
1997-04-18,1.5096620321273804
1997-04-21,1.5013669729232788
1997-04-22,1.5428409576416016
1997-04-23,1.692147970199585
1997-04-24,1.625789999961853
1997-04-25,1.6092000007629395
1997-04-28,1.7419179677963257
1997-04-29,1.8082760572433472
1997-04-30,1.9824680089950562
1997-05-01,2.430389881134033
1997-05-02,2.4220950603485107
1997-05-05,2.621170997619629
1997-05-06,2.4386849403381348
1997-05-07,2.5050430297851562
1997-05-08,2.571402072906494
1997-05-09,2.554811954498291
1997-05-12,4.329908847808838
1997-05-13,4.628523826599121
1997-05-14,4.387972831726074
1997-05-15,4.346498966217041
1997-05-16,4.230370998382568
1997-05-19,4.2635498046875
1997-05-20,4.7612409591674805
1997-05-21,4.694881916046143
1997-05-22,4.877368927001953
1997-05-23,5.07644510269165
1997-05-27,5.275522232055664
1997-05-28,5.109624862670898
1997-05-29,5.142804145812988
1997-05-30,4.993496894836426
1997-06-02,5.010087013244629
1997-06-03,4.777831077575684
1997-06-04,4.728062152862549
1997-06-05,5.258932113647461
1997-06-06,5.209163188934326
1997-06-09,5.242341995239258
1997-06-10,5.126214027404785
1997-06-11,5.225752830505371
1997-06-12,4.877368927001953
1997-06-13,4.728062152862549
1997-06-16,5.059855937957764
1997-06-17,5.258932113647461
1997-06-18,5.524366855621338
1997-06-19,5.557546138763428
1997-06-20,5.3584699630737305
1997-06-23,5.482892990112305
1997-06-24,5.383355140686035
1997-06-25,5.408238887786865
1997-06-26,5.275522232055664
1997-06-27,5.557546138763428
1997-06-30,5.822980880737305
1997-07-01,5.939108848571777
1997-07-02,6.105006217956543
1997-07-03,6.2045440673828125
1997-07-07,6.4699788093566895
1997-07-08,6.818363189697266
1997-07-09,6.934491157531738
1997-07-10,7.233105182647705
1997-07-11,7.3990020751953125
1997-07-14,7.531719207763672
1997-07-15,7.357528209686279
1997-07-16,7.46536111831665
1997-07-17,7.3990020751953125
1997-07-18,7.233105182647705
1997-07-21,7.332643032073975
1997-07-22,6.984260082244873
1997-07-23,7.034029006958008
1997-07-24,6.8847222328186035
1997-07-25,6.2377238273620605
1997-07-28,5.565841197967529
1997-07-29,5.988877773284912
1997-07-30,6.37044095993042
1997-07-31,6.2874932289123535
1997-08-01,6.105006217956543
1997-08-04,6.105006217956543
1997-08-05,6.536337852478027
1997-08-06,7.075502872467041
1997-08-07,6.96766996383667
1997-08-08,7.24969482421875
1997-08-11,7.0506181716918945
1997-08-12,6.959374904632568
1997-08-13,6.8681321144104
1997-08-14,6.8681321144104
1997-08-15,6.503159046173096
1997-08-18,6.619287014007568
1997-08-19,6.669055938720703
1997-08-20,6.917901039123535
1997-08-21,6.8847222328186035
1997-08-22,6.834951877593994
1997-08-25,6.494863986968994
1997-08-26,6.619287014007568
1997-08-27,6.610991954803467
1997-08-28,6.660760879516602
1997-08-29,6.702235221862793
1997-09-02,6.876427173614502
1997-09-03,6.768593788146973
1997-09-04,6.917901039123535
1997-09-05,7.448770999908447
1997-09-08,7.299464225769043
1997-09-09,7.183335781097412
1997-09-10,6.955227851867676
1997-09-11,6.6317291259765625
1997-09-12,6.702235221862793
1997-09-15,6.353850841522217
1997-09-16,6.8847222328186035
1997-09-17,6.519748210906982
1997-09-18,6.569517135620117
1997-09-19,6.735414028167725
1997-09-22,6.8681321144104
1997-09-23,6.818363189697266
1997-09-24,6.768593788146973
1997-09-25,6.8681321144104
1997-09-26,6.818363189697266
1997-09-29,6.752004146575928
1997-09-30,6.681498050689697
1997-10-01,6.660760879516602
1997-10-02,6.6275811195373535
1997-10-03,6.6524658203125
1997-10-06,6.586106777191162
1997-10-07,7.233105182647705
1997-10-08,7.382411956787109
1997-10-09,7.581489086151123
1997-10-10,7.457066059112549
1997-10-13,8.120654106140137
1997-10-14,8.303139686584473
1997-10-15,8.124800682067871
1997-10-16,7.88010311126709
1997-10-17,7.963050842285156
1997-10-20,8.012821197509766
1997-10-21,9.904045104980469
1997-10-22,9.953813552856445
1997-10-23,9.758885383605957
1997-10-24,9.605430603027344
1997-10-27,8.809125900268555
1997-10-28,9.696674346923828
1997-10-29,9.713264465332031
1997-10-30,9.306816101074219
1997-10-31,9.746442794799805
1997-11-03,9.850129127502441
1997-11-04,10.285608291625977
1997-11-05,10.119710922241211
1997-11-06,9.995288848876953
1997-11-07,9.754737854003906
1997-11-10,10.21924877166748
1997-11-11,10.252429008483887
1997-11-12,9.232163429260254
1997-11-13,9.547367095947266
1997-11-14,9.721558570861816
1997-11-17,10.351966857910156
1997-11-18,10.103121757507324
1997-11-19,8.626639366149902
1997-11-20,10.01187801361084
1997-11-21,9.837685585021973
1997-11-24,9.489302635192871
1997-11-25,9.6344633102417
1997-11-26,9.489302635192871
1997-11-28,9.505892753601074
1997-12-01,9.986993789672852
1997-12-02,9.870865821838379
1997-12-03,10.045058250427246
1997-12-04,10.418326377868652
1997-12-05,11.040438652038574
1997-12-08,11.015554428100586
1997-12-09,10.575927734375
1997-12-10,10.451504707336426
1997-12-11,9.870865821838379
1997-12-12,9.406354904174805
1997-12-15,8.593460083007812
1997-12-16,9.14506721496582
1997-12-17,9.124329566955566
1997-12-18,8.742767333984375
1997-12-19,8.485627174377441
1997-12-22,9.124329566955566
1997-12-23,9.024791717529297
1997-12-24,9.248751640319824
1997-12-26,9.178245544433594
1997-12-29,9.646904945373535
1997-12-30,9.920635223388672
1997-12-31,10.086531639099121
1998-01-02,9.937225341796875
1998-01-05,9.406354904174805
1998-01-06,9.870865821838379
1998-01-07,9.555662155151367
1998-01-08,9.422944068908691
1998-01-09,8.900368690490723
1998-01-12,9.190689086914062
1998-01-13,9.539072036743164
1998-01-14,9.754737854003906
1998-01-15,9.854275703430176
1998-01-16,9.754737854003906
1998-01-20,10.31878662109375
1998-01-21,9.953813552856445
1998-01-22,9.456124305725098
1998-01-23,8.941843032836914
1998-01-26,8.634934425354004
1998-01-27,8.900368690490723
1998-01-28,9.223868370056152
1998-01-29,9.024791717529297
1998-01-30,9.124329566955566
1998-02-02,9.273636817932129
1998-02-03,9.655200004577637
1998-02-04,9.696674346923828
1998-02-05,9.576398849487305
1998-02-06,9.539072036743164
1998-02-09,9.443680763244629
1998-02-10,9.422944068908691
1998-02-11,9.522481918334961
1998-02-12,9.132624626159668
1998-02-13,9.132624626159668
1998-02-17,8.701292991638184
1998-02-18,8.825715065002441
1998-02-19,8.639081001281738
1998-02-20,8.6183443069458
1998-02-23,8.49184799194336
1998-02-24,8.162128448486328
1998-02-25,8.697145462036133
1998-02-26,8.51051139831543
1998-02-27,8.373645782470703
1998-03-02,7.826186180114746
1998-03-03,7.46536111831665
1998-03-04,7.963050842285156
1998-03-05,7.838628768920898
1998-03-06,7.938167095184326
1998-03-09,8.137243270874023
1998-03-10,8.08747386932373
1998-03-11,8.908663749694824
1998-03-12,9.257046699523926
1998-03-13,9.20727825164795
1998-03-16,9.232163429260254
1998-03-17,9.101518630981445
1998-03-18,9.512113571166992
1998-03-19,9.854275703430176
1998-03-20,9.568103790283203
1998-03-23,9.754737854003906
1998-03-24,10.2337646484375
1998-03-25,10.33952522277832
1998-03-26,10.526159286499023
1998-03-27,10.501274108886719
1998-03-30,10.600811958312988
1998-03-31,10.787446022033691
1998-04-01,11.322463989257812
1998-04-02,10.974080085754395
1998-04-03,10.687908172607422
1998-04-06,10.003582954406738
1998-04-07,9.655200004577637
1998-04-08,9.928930282592773
1998-04-09,10.376851081848145
1998-04-13,11.123387336730957
1998-04-14,11.148271560668945
1998-04-15,11.03629207611084
1998-04-16,10.874542236328125
1998-04-17,10.849658012390137
1998-04-20,10.849658012390137
1998-04-21,12.106327056884766
1998-04-22,11.845039367675781
1998-04-23,11.316243171691895
1998-04-24,11.546424865722656
1998-04-27,11.322463989257812
1998-04-28,11.59619426727295
1998-04-29,11.770384788513184
1998-04-30,12.367613792419434
1998-05-01,12.74088191986084
1998-05-04,12.218306541442871
1998-05-05,11.938356399536133
1998-05-06,11.845039367675781
1998-05-07,11.782828330993652
1998-05-08,12.006789207458496
1998-05-11,11.527761459350586
1998-05-12,11.627299308776855
1998-05-13,11.558867454528809
1998-05-14,11.459328651428223
1998-05-15,11.372233390808105
1998-05-18,10.75011920928955
1998-05-19,10.967859268188477
1998-05-20,11.067397117614746
1998-05-21,10.949195861816406
1998-05-22,10.625697135925293
1998-05-26,10.07823657989502
1998-05-27,10.812331199645996
1998-05-28,10.526159286499023
1998-05-29,10.389293670654297
1998-06-01,9.97869873046875
1998-06-02,10.084458351135254
1998-06-03,10.152891159057617
1998-06-04,10.526159286499023
1998-06-05,10.824772834777832
1998-06-08,11.222926139831543
1998-06-09,11.49665641784668
1998-06-10,10.824772834777832
1998-06-11,10.812331199645996
1998-06-12,11.048733711242676
1998-06-15,10.936753273010254
1998-06-16,11.807711601257324
1998-06-17,12.243191719055176
1998-06-18,12.50447940826416
1998-06-19,12.292961120605469
1998-06-22,12.715997695922852
1998-06-23,13.400322914123535
1998-06-24,13.661609649658203
1998-06-25,13.412764549255371
1998-06-26,13.13903522491455
1998-06-29,13.325669288635254
1998-06-30,13.611841201782227
1998-07-01,13.487418174743652
1998-07-02,13.23857307434082
1998-07-06,13.37543773651123
1998-07-07,13.33811092376709
1998-07-08,14.507683753967285
1998-07-09,14.246397018432617
1998-07-10,14.084647178649902
1998-07-13,13.93533992767334
1998-07-14,14.283723831176758
1998-07-15,14.619665145874023
1998-07-16,14.719202995300293
1998-07-17,14.731644630432129
1998-07-20,14.681876182556152
1998-07-21,13.562071800231934
1998-07-22,13.69893741607666
1998-07-23,13.362996101379395
1998-07-24,13.163919448852539
1998-07-27,12.933736801147461
1998-07-28,12.74088191986084
1998-07-29,12.292961120605469
1998-07-30,13.23857307434082
1998-07-31,12.678670883178711
1998-08-03,12.218306541442871
1998-08-04,12.093884468078613
1998-08-05,12.566691398620605
1998-08-06,12.939958572387695
1998-08-07,12.87774658203125
1998-08-10,13.362996101379395
1998-08-11,12.753325462341309
1998-08-12,13.761148452758789
1998-08-13,13.711379051208496
1998-08-14,13.362996101379395
1998-08-17,13.512303352355957
1998-08-18,13.97266674041748
1998-08-19,14.07220458984375
1998-08-20,13.8980131149292
1998-08-21,13.562071800231934
1998-08-24,13.002169609069824
1998-08-25,12.989727973937988
1998-08-26,13.089265823364258
1998-08-27,12.666229248046875
1998-08-28,12.64134407043457
1998-08-31,11.471771240234375
1998-09-01,12.616459846496582
1998-09-02,12.691113471984863
1998-09-03,12.74088191986084
1998-09-04,12.74088191986084
1998-09-08,12.964842796325684
1998-09-09,12.50447940826416
1998-09-10,12.255634307861328
1998-09-11,12.566691398620605
1998-09-14,12.5418062210083
1998-09-15,13.425207138061523
1998-09-16,13.537186622619629
1998-09-17,12.964842796325684
1998-09-18,13.562071800231934
1998-09-21,13.773591041564941
1998-09-22,13.761148452758789
1998-09-23,14.445472717285156
1998-09-24,14.097089767456055
1998-09-25,14.980490684509277
1998-09-28,14.63210678100586
1998-09-29,14.980490684509277
1998-09-30,14.134415626525879
1998-10-01,13.30078411102295
1998-10-02,13.866908073425293
1998-10-05,12.678670883178711
1998-10-06,11.297578811645508
1998-10-07,10.9989652633667
1998-10-08,10.103121757507324
1998-10-09,10.89942741394043
1998-10-12,11.820154190063477
1998-10-13,11.798380851745605
1998-10-14,11.919692993164062
1998-10-15,12.218306541442871
1998-10-16,11.90725040435791
1998-10-19,12.616459846496582
1998-10-20,12.274296760559082
1998-10-21,12.927515983581543
1998-10-22,12.728440284729004
1998-10-23,12.367613792419434
1998-10-26,12.84041976928711
1998-10-27,13.562071800231934
1998-10-28,13.549630165100098
1998-10-29,13.462533950805664
1998-10-30,14.109532356262207
1998-11-02,14.246397018432617
1998-11-03,14.482799530029297
1998-11-04,15.017816543579102
1998-11-05,14.943163871765137
1998-11-06,15.005374908447266
1998-11-09,14.831183433532715
1998-11-10,14.308608055114746
1998-11-11,14.63210678100586
1998-11-12,14.831183433532715
1998-11-13,15.509286880493164
1998-11-16,16.075410842895508
1998-11-17,16.46112060546875
1998-11-18,16.46112060546875
1998-11-19,16.49844741821289
1998-11-20,16.62286949157715
1998-11-23,17.2200984954834
1998-11-24,16.871715545654297
1998-11-25,17.02102279663086
1998-11-27,17.717788696289062
1998-11-30,16.523332595825195
1998-12-01,16.11273765563965
1998-12-02,17.207656860351562
1998-12-03,16.324254989624023
1998-12-04,16.286928176879883
1998-12-07,17.431617736816406
1998-12-08,17.394290924072266
1998-12-09,17.344520568847656
1998-12-10,16.635311126708984
1998-12-11,16.42379379272461
1998-12-14,15.639930725097656
1998-12-15,16.013198852539062
1998-12-16,15.913661003112793
1998-12-17,16.921483993530273
1998-12-18,17.49382972717285
1998-12-21,17.506271362304688
1998-12-22,17.145444869995117
1998-12-23,17.879539489746094
1998-12-24,17.65557861328125
1998-12-28,18.464326858520508
1998-12-29,18.12838363647461
1998-12-30,17.916866302490234
1998-12-31,19.32284164428711
1999-01-04,18.613632202148438
1999-01-05,17.941749572753906
1999-01-06,18.68828582763672
1999-01-07,18.32746124267578
1999-01-08,17.792442321777344
1999-01-11,17.64313507080078
1999-01-12,17.61825180053711
1999-01-13,17.468944549560547
1999-01-14,17.717788696289062
1999-01-15,18.974458694458008
1999-01-19,20.380435943603516
1999-01-20,17.717788696289062
1999-01-21,17.717788696289062
1999-01-22,17.36940574645996
1999-01-25,17.145444869995117
1999-01-26,17.33207893371582
1999-01-27,17.5684814453125
1999-01-28,18.464326858520508
1999-01-29,18.041288375854492
1999-02-01,17.25742530822754
1999-02-02,17.45650291442871
1999-02-03,18.514095306396484
1999-02-04,16.958810806274414
1999-02-05,16.38646697998047
1999-02-08,16.85927391052246
1999-02-09,16.0256404876709
1999-02-10,15.453296661376953
1999-02-11,16.69752311706543
1999-02-12,16.398908615112305
1999-02-16,15.627488136291504
1999-02-17,15.223114967346191
1999-02-18,14.943163871765137
1999-02-19,14.918278694152832
1999-02-22,16.249601364135742
1999-02-23,16.821945190429688
1999-02-24,17.2200984954834
1999-02-25,16.11273765563965
1999-02-26,15.353758811950684
1999-03-01,15.652373313903809
1999-03-02,16.050525665283203
1999-03-03,15.751911163330078
1999-03-04,15.938545227050781
1999-03-05,16.361581802368164
1999-03-08,17.269868850708008
1999-03-09,17.71156883239746
1999-03-10,17.319637298583984
1999-03-11,16.29937171936035
1999-03-12,15.839007377624512
1999-03-15,16.249601364135742
1999-03-16,16.199832916259766
1999-03-17,16.15006446838379
1999-03-18,16.44867706298828
1999-03-19,15.478180885314941
1999-03-22,14.308608055114746
1999-03-23,13.537186622619629
1999-03-24,13.748705863952637
1999-03-25,14.744087219238281
1999-03-26,15.975872039794922
1999-03-29,16.336698532104492
1999-03-30,15.926102638244629
1999-03-31,15.179567337036133
1999-04-01,15.055144309997559
1999-04-05,14.63210678100586
1999-04-06,14.209070205688477
1999-04-07,12.342729568481445
1999-04-08,12.5418062210083
1999-04-09,12.74088191986084
1999-04-12,12.765767097473145
1999-04-13,13.163919448852539
1999-04-14,11.670846939086914
1999-04-15,12.168538093566895
1999-04-16,12.678670883178711
1999-04-19,12.04411506652832
1999-04-20,13.636726379394531
1999-04-21,14.03487777709961
1999-04-22,15.080028533935547
1999-04-23,15.403528213500977
1999-04-26,16.49844741821289
1999-04-27,17.593366622924805
1999-04-28,17.29475212097168
1999-04-29,17.04590606689453
1999-04-30,16.921483993530273
1999-05-03,17.668020248413086
1999-05-04,17.195213317871094
1999-05-05,17.2200984954834
1999-05-06,16.29937171936035
1999-05-07,16.97125244140625
1999-05-10,18.09105682373047
1999-05-11,18.713171005249023
1999-05-12,19.7956485748291
1999-05-13,19.808090209960938
1999-05-14,19.061553955078125
1999-05-17,18.81270980834961
1999-05-18,18.09105682373047
1999-05-19,18.56386375427246
1999-05-20,19.08643913269043
1999-05-21,19.1113224029541
1999-05-24,18.265249252319336
1999-05-25,18.36478614807129
1999-05-26,18.588748931884766
1999-05-27,19.08643913269043
1999-05-28,19.68366813659668
1999-06-01,19.40993881225586
1999-06-02,20.056936264038086
1999-06-03,19.658782958984375
1999-06-04,20.90300941467285
1999-06-07,21.475353240966797
1999-06-08,20.654165267944336
1999-06-09,20.106704711914062
1999-06-10,19.08643913269043
1999-06-11,19.310400009155273
1999-06-14,18.912246704101562
1999-06-15,19.484590530395508
1999-06-16,21.40070152282715
1999-06-17,21.649545669555664
1999-06-18,21.69931411743164
1999-06-21,22.22188949584961
1999-06-22,21.69931411743164
1999-06-23,21.94816017150879
1999-06-24,21.35093116760254
1999-06-25,21.74908447265625
1999-06-28,22.595157623291016
1999-06-29,22.844003677368164
1999-06-30,22.495620727539062
1999-07-01,23.34169578552246
1999-07-02,23.839384078979492
1999-07-06,24.262422561645508
1999-07-07,23.73984718322754
1999-07-08,24.187768936157227
1999-07-09,23.839384078979492
1999-07-12,23.29192543029785
1999-07-13,23.092849731445312
1999-07-14,23.988691329956055
1999-07-15,25.904802322387695
1999-07-16,25.28268814086914
1999-07-19,24.834766387939453
1999-07-20,21.74908447265625
1999-07-21,21.450469970703125
1999-07-22,21.15185546875
1999-07-23,20.181358337402344
1999-07-26,18.88736343383789
1999-07-27,20.75370216369629
1999-07-28,21.599777221679688
1999-07-29,20.703933715820312
1999-07-30,20.728818893432617
1999-08-02,20.256011962890625
1999-08-03,20.03205108642578
1999-08-04,19.28551483154297
1999-08-05,19.16109275817871
