,EQBK
2016-09-23,25.6200008392334
2016-09-26,25.559999465942383
2016-09-27,25.3700008392334
2016-09-28,25.079999923706055
2016-09-29,24.700000762939453
2016-09-30,25.940000534057617
2016-10-03,25.639999389648438
2016-10-04,25.549999237060547
2016-10-05,25.68000030517578
2016-10-06,25.600000381469727
2016-10-07,25.649999618530273
2016-10-10,25.75
2016-10-11,25.399999618530273
2016-10-12,25.68000030517578
2016-10-13,25.010000228881836
2016-10-14,24.8700008392334
2016-10-17,25.700000762939453
2016-10-18,25.670000076293945
2016-10-19,26.09000015258789
2016-10-20,26.459999084472656
2016-10-21,26.920000076293945
2016-10-24,27.709999084472656
2016-10-25,26.979999542236328
2016-10-26,26.8799991607666
2016-10-27,26.280000686645508
2016-10-28,26.18000030517578
2016-10-31,26.030000686645508
2016-11-01,26.010000228881836
2016-11-02,26.020000457763672
2016-11-03,26.06999969482422
2016-11-04,26.020000457763672
2016-11-07,26.59000015258789
2016-11-08,26.3700008392334
2016-11-09,27.200000762939453
2016-11-10,27.6200008392334
2016-11-11,28.5
2016-11-14,29.469999313354492
2016-11-15,29.8799991607666
2016-11-16,29.90999984741211
2016-11-17,30.18000030517578
2016-11-18,30.389999389648438
2016-11-21,30.479999542236328
2016-11-22,31.489999771118164
2016-11-23,31.43000030517578
2016-11-25,31.170000076293945
2016-11-28,31.200000762939453
2016-11-29,31.049999237060547
2016-11-30,31.31999969482422
2016-12-01,31.899999618530273
2016-12-02,32.65999984741211
2016-12-05,33.22999954223633
2016-12-06,35.22999954223633
2016-12-07,35.45000076293945
2016-12-08,37.34000015258789
2016-12-09,36.619998931884766
2016-12-12,36.81999969482422
2016-12-13,35.75
2016-12-14,35.29999923706055
2016-12-15,35.459999084472656
2016-12-16,35.040000915527344
2016-12-19,35.209999084472656
2016-12-20,35.0
2016-12-21,33.779998779296875
2016-12-22,33.709999084472656
2016-12-23,33.97999954223633
2016-12-27,32.869998931884766
2016-12-28,32.54999923706055
2016-12-29,33.720001220703125
2016-12-30,33.63999938964844
2017-01-03,32.650001525878906
2017-01-04,32.189998626708984
2017-01-05,32.2599983215332
2017-01-06,32.5
2017-01-09,32.5099983215332
2017-01-10,32.72999954223633
2017-01-11,32.54999923706055
2017-01-12,32.56999969482422
2017-01-13,33.040000915527344
2017-01-17,32.75
2017-01-18,33.0
2017-01-19,32.900001525878906
2017-01-20,33.0
2017-01-23,33.06999969482422
2017-01-24,33.130001068115234
2017-01-25,34.099998474121094
2017-01-26,34.599998474121094
2017-01-27,34.70000076293945
2017-01-30,33.150001525878906
2017-01-31,32.65999984741211
2017-02-01,32.959999084472656
2017-02-02,32.66999816894531
2017-02-03,33.880001068115234
2017-02-06,33.40999984741211
2017-02-07,32.790000915527344
2017-02-08,32.47999954223633
2017-02-09,32.81999969482422
2017-02-10,34.2400016784668
2017-02-13,34.189998626708984
2017-02-14,33.849998474121094
2017-02-15,33.4900016784668
2017-02-16,33.4900016784668
2017-02-17,33.5
2017-02-21,33.400001525878906
2017-02-22,33.68000030517578
2017-02-23,33.38999938964844
2017-02-24,32.91999816894531
2017-02-27,32.95000076293945
2017-02-28,32.540000915527344
2017-03-01,32.9900016784668
2017-03-02,32.59000015258789
2017-03-03,32.41999816894531
2017-03-06,32.220001220703125
2017-03-07,32.18000030517578
2017-03-08,32.56999969482422
2017-03-09,32.2400016784668
2017-03-10,31.790000915527344
2017-03-13,32.58000183105469
2017-03-14,31.989999771118164
2017-03-15,32.2400016784668
2017-03-16,32.380001068115234
2017-03-17,33.060001373291016
2017-03-20,32.939998626708984
2017-03-21,31.200000762939453
2017-03-22,30.299999237060547
2017-03-23,30.56999969482422
2017-03-24,30.600000381469727
2017-03-27,30.579999923706055
2017-03-28,31.15999984741211
2017-03-29,30.600000381469727
2017-03-30,31.6299991607666
2017-03-31,31.770000457763672
2017-04-03,31.190000534057617
2017-04-04,31.760000228881836
2017-04-05,31.0
2017-04-06,31.079999923706055
2017-04-07,31.100000381469727
2017-04-10,30.530000686645508
2017-04-11,30.889999389648438
2017-04-12,30.5
2017-04-13,29.600000381469727
2017-04-17,30.360000610351562
2017-04-18,30.690000534057617
2017-04-19,31.09000015258789
2017-04-20,31.5
2017-04-21,31.489999771118164
2017-04-24,31.950000762939453
2017-04-25,32.36000061035156
2017-04-26,32.470001220703125
2017-04-27,32.02000045776367
2017-04-28,31.56999969482422
2017-05-01,31.8700008392334
2017-05-02,31.899999618530273
2017-05-03,31.790000915527344
2017-05-04,31.75
2017-05-05,31.520000457763672
2017-05-08,31.479999542236328
2017-05-09,31.059999465942383
2017-05-10,30.959999084472656
2017-05-11,30.530000686645508
2017-05-12,30.389999389648438
2017-05-15,30.809999465942383
2017-05-16,30.540000915527344
2017-05-17,29.700000762939453
2017-05-18,29.760000228881836
2017-05-19,29.59000015258789
2017-05-22,29.920000076293945
2017-05-23,30.420000076293945
2017-05-24,30.09000015258789
2017-05-25,31.219999313354492
2017-05-26,30.899999618530273
2017-05-30,29.75
2017-05-31,29.739999771118164
2017-06-01,30.479999542236328
2017-06-02,30.139999389648438
2017-06-05,30.0
2017-06-06,30.200000762939453
2017-06-07,30.1299991607666
2017-06-08,30.690000534057617
2017-06-09,31.059999465942383
2017-06-12,31.450000762939453
2017-06-13,31.780000686645508
2017-06-14,31.90999984741211
2017-06-15,31.979999542236328
2017-06-16,31.670000076293945
2017-06-19,31.899999618530273
2017-06-20,31.90999984741211
2017-06-21,30.459999084472656
2017-06-22,30.420000076293945
2017-06-23,30.549999237060547
2017-06-26,29.8799991607666
2017-06-27,30.030000686645508
2017-06-28,31.170000076293945
2017-06-29,30.8700008392334
2017-06-30,30.639999389648438
2017-07-03,31.90999984741211
2017-07-05,31.040000915527344
2017-07-06,31.549999237060547
2017-07-07,31.729999542236328
2017-07-10,31.600000381469727
2017-07-11,31.610000610351562
2017-07-12,31.760000228881836
2017-07-13,31.75
2017-07-14,31.56999969482422
2017-07-17,33.900001525878906
2017-07-18,34.43000030517578
2017-07-19,34.43000030517578
2017-07-20,34.7400016784668
2017-07-21,35.279998779296875
2017-07-24,35.540000915527344
2017-07-25,35.880001068115234
2017-07-26,35.15999984741211
2017-07-27,34.529998779296875
2017-07-28,34.349998474121094
2017-07-31,34.56999969482422
2017-08-01,34.75
2017-08-02,34.439998626708984
2017-08-03,34.41999816894531
2017-08-04,34.45000076293945
2017-08-07,34.47999954223633
2017-08-08,34.4900016784668
2017-08-09,34.20000076293945
2017-08-10,34.290000915527344
2017-08-11,34.2400016784668
2017-08-14,34.5
2017-08-15,33.91999816894531
2017-08-16,33.91999816894531
2017-08-17,33.83000183105469
2017-08-18,34.0099983215332
2017-08-21,34.119998931884766
2017-08-22,34.0099983215332
2017-08-23,34.09000015258789
2017-08-24,34.16999816894531
2017-08-25,34.099998474121094
2017-08-28,34.11000061035156
2017-08-29,34.06999969482422
2017-08-30,34.0
2017-08-31,34.150001525878906
2017-09-01,34.130001068115234
2017-09-05,34.029998779296875
2017-09-06,34.15999984741211
2017-09-07,34.130001068115234
2017-09-08,33.790000915527344
2017-09-11,34.09000015258789
2017-09-12,34.22999954223633
2017-09-13,34.099998474121094
2017-09-14,34.099998474121094
2017-09-15,33.31999969482422
2017-09-18,33.9900016784668
2017-09-19,34.27000045776367
2017-09-20,34.29999923706055
2017-09-21,33.9900016784668
2017-09-22,34.459999084472656
2017-09-25,34.459999084472656
2017-09-26,34.279998779296875
2017-09-27,34.5
2017-09-28,35.27000045776367
2017-09-29,35.58000183105469
2017-10-02,35.75
2017-10-03,36.29999923706055
2017-10-04,36.029998779296875
2017-10-05,36.2400016784668
2017-10-06,36.16999816894531
2017-10-09,36.380001068115234
2017-10-10,36.619998931884766
2017-10-11,36.72999954223633
2017-10-12,36.29999923706055
2017-10-13,36.16999816894531
2017-10-16,36.2599983215332
2017-10-17,35.720001220703125
2017-10-18,35.7599983215332
2017-10-19,35.369998931884766
2017-10-20,33.959999084472656
2017-10-23,33.900001525878906
2017-10-24,34.0
2017-10-25,34.0
2017-10-26,34.060001373291016
2017-10-27,34.02000045776367
2017-10-30,33.63999938964844
2017-10-31,34.09000015258789
2017-11-01,34.029998779296875
2017-11-02,34.2599983215332
2017-11-03,34.099998474121094
2017-11-06,34.060001373291016
2017-11-07,33.93000030517578
2017-11-08,34.060001373291016
2017-11-09,33.36000061035156
2017-11-10,33.150001525878906
2017-11-13,33.33000183105469
2017-11-14,33.52000045776367
2017-11-15,33.18000030517578
2017-11-16,33.56999969482422
2017-11-17,33.650001525878906
2017-11-20,33.9900016784668
2017-11-21,34.380001068115234
2017-11-22,34.290000915527344
2017-11-24,33.79999923706055
2017-11-27,34.029998779296875
2017-11-28,34.79999923706055
2017-11-29,35.15999984741211
2017-11-30,34.56999969482422
2017-12-01,34.119998931884766
2017-12-04,35.08000183105469
2017-12-05,34.54999923706055
2017-12-06,34.5
2017-12-07,34.04999923706055
2017-12-08,34.040000915527344
2017-12-11,33.9900016784668
2017-12-12,34.0
2017-12-13,34.060001373291016
2017-12-14,33.900001525878906
2017-12-15,35.099998474121094
2017-12-18,35.130001068115234
2017-12-19,35.72999954223633
2017-12-20,36.02000045776367
2017-12-21,36.650001525878906
2017-12-22,36.29999923706055
2017-12-26,35.38999938964844
2017-12-27,35.33000183105469
2017-12-28,35.060001373291016
2017-12-29,35.40999984741211
2018-01-02,35.66999816894531
2018-01-03,35.5099983215332
2018-01-04,36.04999923706055
2018-01-05,35.959999084472656
2018-01-08,35.72999954223633
2018-01-09,35.560001373291016
2018-01-10,35.68000030517578
2018-01-11,35.88999938964844
2018-01-12,36.220001220703125
2018-01-16,35.720001220703125
2018-01-17,36.08000183105469
2018-01-18,35.66999816894531
2018-01-19,35.689998626708984
2018-01-22,35.70000076293945
2018-01-23,35.689998626708984
2018-01-24,35.45000076293945
2018-01-25,35.130001068115234
2018-01-26,35.779998779296875
2018-01-29,36.040000915527344
2018-01-30,36.150001525878906
2018-01-31,36.0099983215332
2018-02-01,36.22999954223633
2018-02-02,36.099998474121094
2018-02-05,35.7599983215332
2018-02-06,35.619998931884766
2018-02-07,35.7400016784668
2018-02-08,35.58000183105469
2018-02-09,35.86000061035156
2018-02-12,35.72999954223633
2018-02-13,36.0099983215332
2018-02-14,36.29999923706055
2018-02-15,36.400001525878906
2018-02-16,36.83000183105469
2018-02-20,37.0
2018-02-21,37.709999084472656
2018-02-22,37.40999984741211
2018-02-23,37.63999938964844
2018-02-26,37.650001525878906
2018-02-27,37.06999969482422
2018-02-28,36.939998626708984
2018-03-01,37.849998474121094
2018-03-02,38.45000076293945
2018-03-05,38.58000183105469
2018-03-06,38.61000061035156
2018-03-07,38.79999923706055
2018-03-08,38.45000076293945
2018-03-09,38.86000061035156
2018-03-12,38.849998474121094
2018-03-13,38.810001373291016
2018-03-14,38.689998626708984
2018-03-15,38.81999969482422
2018-03-16,38.959999084472656
2018-03-19,39.779998779296875
2018-03-20,39.7599983215332
2018-03-21,39.72999954223633
2018-03-22,39.29999923706055
2018-03-23,37.7599983215332
2018-03-26,38.790000915527344
2018-03-27,38.72999954223633
2018-03-28,38.959999084472656
2018-03-29,39.15999984741211
2018-04-02,39.04999923706055
2018-04-03,39.5
2018-04-04,39.91999816894531
2018-04-05,40.130001068115234
2018-04-06,39.439998626708984
2018-04-09,39.130001068115234
2018-04-10,39.599998474121094
2018-04-11,39.349998474121094
2018-04-12,40.040000915527344
2018-04-13,39.91999816894531
2018-04-16,40.689998626708984
2018-04-17,40.59000015258789
2018-04-18,40.54999923706055
2018-04-19,40.59000015258789
2018-04-20,39.72999954223633
2018-04-23,39.369998931884766
2018-04-24,39.54999923706055
2018-04-25,39.130001068115234
2018-04-26,38.849998474121094
2018-04-27,38.720001220703125
2018-04-30,38.130001068115234
2018-05-01,38.29999923706055
2018-05-02,38.779998779296875
2018-05-03,38.4900016784668
2018-05-04,39.11000061035156
2018-05-07,39.279998779296875
2018-05-08,39.38999938964844
2018-05-09,39.7599983215332
2018-05-10,39.66999816894531
2018-05-11,39.52000045776367
2018-05-14,39.36000061035156
2018-05-15,39.4900016784668
2018-05-16,40.18000030517578
2018-05-17,40.13999938964844
2018-05-18,39.7599983215332
2018-05-21,40.20000076293945
2018-05-22,40.369998931884766
2018-05-23,40.38999938964844
2018-05-24,40.130001068115234
2018-05-25,40.70000076293945
2018-05-29,40.150001525878906
2018-05-30,40.189998626708984
2018-05-31,39.810001373291016
2018-06-01,40.18000030517578
2018-06-04,40.43000030517578
2018-06-05,40.31999969482422
2018-06-06,40.650001525878906
2018-06-07,40.970001220703125
2018-06-08,40.970001220703125
2018-06-11,40.77000045776367
2018-06-12,40.38999938964844
2018-06-13,41.68000030517578
2018-06-14,41.220001220703125
2018-06-15,42.63999938964844
2018-06-18,43.75
2018-06-19,43.869998931884766
2018-06-20,43.81999969482422
2018-06-21,43.130001068115234
2018-06-22,42.959999084472656
2018-06-25,43.18000030517578
2018-06-26,43.060001373291016
2018-06-27,42.040000915527344
2018-06-28,41.84000015258789
2018-06-29,41.47999954223633
2018-07-02,42.25
2018-07-03,42.279998779296875
2018-07-05,42.54999923706055
2018-07-06,42.650001525878906
2018-07-09,43.43000030517578
2018-07-10,43.119998931884766
2018-07-11,42.9900016784668
2018-07-12,42.66999816894531
2018-07-13,42.150001525878906
2018-07-16,42.869998931884766
2018-07-17,42.810001373291016
2018-07-18,43.119998931884766
2018-07-19,43.65999984741211
2018-07-20,42.40999984741211
2018-07-23,41.880001068115234
2018-07-24,40.81999969482422
2018-07-25,40.08000183105469
2018-07-26,40.58000183105469
2018-07-27,40.08000183105469
2018-07-30,40.310001373291016
2018-07-31,40.5
2018-08-01,40.790000915527344
2018-08-02,41.130001068115234
2018-08-03,41.130001068115234
2018-08-06,41.369998931884766
2018-08-07,41.310001373291016
2018-08-08,41.459999084472656
2018-08-09,41.38999938964844
2018-08-10,41.220001220703125
2018-08-13,41.15999984741211
2018-08-14,41.72999954223633
2018-08-15,41.459999084472656
2018-08-16,41.790000915527344
2018-08-17,41.40999984741211
2018-08-20,41.52000045776367
2018-08-21,42.470001220703125
2018-08-22,42.4900016784668
2018-08-23,42.220001220703125
2018-08-24,41.9900016784668
2018-08-27,41.470001220703125
2018-08-28,41.060001373291016
2018-08-29,40.59000015258789
2018-08-30,40.52000045776367
2018-08-31,40.59000015258789
2018-09-04,40.84000015258789
2018-09-05,40.70000076293945
2018-09-06,40.29999923706055
2018-09-07,39.93000030517578
2018-09-10,39.86000061035156
2018-09-11,40.0
2018-09-12,39.869998931884766
2018-09-13,39.88999938964844
2018-09-14,40.31999969482422
2018-09-17,40.27000045776367
2018-09-18,40.349998474121094
2018-09-19,40.15999984741211
2018-09-20,40.65999984741211
2018-09-21,40.790000915527344
2018-09-24,40.45000076293945
2018-09-25,39.91999816894531
2018-09-26,39.13999938964844
2018-09-27,39.13999938964844
2018-09-28,39.2599983215332
2018-10-01,38.61000061035156
2018-10-02,38.060001373291016
2018-10-03,39.060001373291016
2018-10-04,38.970001220703125
2018-10-05,38.52000045776367
2018-10-08,38.84000015258789
2018-10-09,38.75
2018-10-10,37.95000076293945
2018-10-11,37.189998626708984
2018-10-12,36.279998779296875
2018-10-15,37.560001373291016
2018-10-16,38.40999984741211
2018-10-17,36.81999969482422
2018-10-18,35.540000915527344
2018-10-19,35.0099983215332
2018-10-22,33.4900016784668
2018-10-23,33.970001220703125
2018-10-24,31.65999984741211
2018-10-25,33.52000045776367
2018-10-26,35.0
2018-10-29,35.220001220703125
2018-10-30,34.93000030517578
2018-10-31,36.09000015258789
2018-11-01,36.41999816894531
2018-11-02,36.36000061035156
2018-11-05,36.29999923706055
2018-11-06,36.619998931884766
2018-11-07,36.63999938964844
2018-11-08,36.939998626708984
2018-11-09,36.61000061035156
2018-11-12,36.439998626708984
2018-11-13,36.369998931884766
2018-11-14,36.66999816894531
2018-11-15,37.630001068115234
2018-11-16,37.810001373291016
2018-11-19,37.0
2018-11-20,37.189998626708984
2018-11-21,37.0
2018-11-23,37.849998474121094
2018-11-26,37.79999923706055
2018-11-27,37.7599983215332
2018-11-28,38.15999984741211
2018-11-29,37.689998626708984
2018-11-30,37.77000045776367
2018-12-03,37.5099983215332
2018-12-04,34.91999816894531
2018-12-06,35.06999969482422
2018-12-07,35.529998779296875
2018-12-10,35.720001220703125
2018-12-11,35.91999816894531
2018-12-12,36.529998779296875
2018-12-13,36.20000076293945
2018-12-14,36.349998474121094
2018-12-17,36.849998474121094
2018-12-18,35.650001525878906
2018-12-19,35.0
2018-12-20,34.869998931884766
2018-12-21,34.68000030517578
2018-12-24,34.2400016784668
2018-12-26,35.13999938964844
2018-12-27,34.900001525878906
2018-12-28,35.08000183105469
2018-12-31,35.25
2019-01-02,35.79999923706055
2019-01-03,33.31999969482422
2019-01-04,33.7599983215332
2019-01-07,33.970001220703125
2019-01-08,34.029998779296875
2019-01-09,33.959999084472656
2019-01-10,34.29999923706055
2019-01-11,34.08000183105469
2019-01-14,33.58000183105469
2019-01-15,33.540000915527344
2019-01-16,34.279998779296875
2019-01-17,34.68000030517578
2019-01-18,34.810001373291016
2019-01-22,34.70000076293945
2019-01-23,34.290000915527344
2019-01-24,32.150001525878906
2019-01-25,32.0
2019-01-28,32.869998931884766
2019-01-29,32.33000183105469
2019-01-30,31.959999084472656
2019-01-31,31.75
2019-02-01,32.029998779296875
2019-02-04,33.060001373291016
2019-02-05,32.689998626708984
2019-02-06,32.099998474121094
2019-02-07,32.38999938964844
2019-02-08,31.989999771118164
2019-02-11,32.290000915527344
2019-02-12,32.54999923706055
2019-02-13,32.75
2019-02-14,32.470001220703125
2019-02-15,32.93000030517578
2019-02-19,33.099998474121094
2019-02-20,33.40999984741211
2019-02-21,34.36000061035156
2019-02-22,34.08000183105469
2019-02-25,33.61000061035156
2019-02-26,33.43000030517578
2019-02-27,33.88999938964844
2019-02-28,33.9900016784668
2019-03-01,33.70000076293945
2019-03-04,34.06999969482422
2019-03-05,33.81999969482422
2019-03-06,32.810001373291016
2019-03-07,32.2599983215332
2019-03-08,32.04999923706055
2019-03-11,32.45000076293945
2019-03-12,31.979999542236328
2019-03-13,32.20000076293945
2019-03-14,32.20000076293945
2019-03-15,32.220001220703125
2019-03-18,32.61000061035156
2019-03-19,32.25
2019-03-20,30.559999465942383
2019-03-21,29.729999542236328
2019-03-22,27.959999084472656
2019-03-25,28.010000228881836
2019-03-26,28.6200008392334
2019-03-27,28.579999923706055
2019-03-28,28.770000457763672
2019-03-29,28.799999237060547
2019-04-01,28.850000381469727
2019-04-02,28.280000686645508
2019-04-03,28.149999618530273
2019-04-04,28.389999389648438
2019-04-05,28.920000076293945
2019-04-08,28.739999771118164
2019-04-09,28.729999542236328
2019-04-10,29.09000015258789
2019-04-11,29.1200008392334
2019-04-12,29.81999969482422
2019-04-15,29.399999618530273
2019-04-16,29.700000762939453
2019-04-17,29.979999542236328
2019-04-18,29.799999237060547
2019-04-22,29.469999313354492
2019-04-23,24.709999084472656
2019-04-24,24.700000762939453
2019-04-25,24.780000686645508
2019-04-26,25.149999618530273
2019-04-29,26.309999465942383
2019-04-30,26.260000228881836
2019-05-01,26.3700008392334
2019-05-02,26.280000686645508
2019-05-03,26.479999542236328
2019-05-06,26.729999542236328
2019-05-07,26.850000381469727
2019-05-08,26.719999313354492
2019-05-09,26.969999313354492
2019-05-10,27.030000686645508
2019-05-13,26.610000610351562
2019-05-14,26.700000762939453
2019-05-15,26.520000457763672
2019-05-16,26.829999923706055
2019-05-17,26.860000610351562
2019-05-20,27.110000610351562
2019-05-21,26.899999618530273
2019-05-22,26.600000381469727
2019-05-23,25.969999313354492
2019-05-24,25.920000076293945
2019-05-28,25.510000228881836
2019-05-29,25.639999389648438
2019-05-30,25.139999389648438
2019-05-31,24.8799991607666
2019-06-03,24.81999969482422
2019-06-04,25.18000030517578
2019-06-05,24.850000381469727
2019-06-06,24.610000610351562
2019-06-07,24.489999771118164
2019-06-10,24.850000381469727
2019-06-11,25.079999923706055
2019-06-12,25.459999084472656
2019-06-13,25.3799991607666
2019-06-14,25.780000686645508
2019-06-17,25.479999542236328
2019-06-18,25.690000534057617
2019-06-19,25.8799991607666
2019-06-20,26.31999969482422
2019-06-21,26.329999923706055
2019-06-24,26.15999984741211
2019-06-25,26.139999389648438
2019-06-26,26.329999923706055
2019-06-27,26.739999771118164
2019-06-28,26.65999984741211
2019-07-01,27.239999771118164
2019-07-02,27.239999771118164
2019-07-03,27.520000457763672
2019-07-05,28.0
2019-07-08,27.799999237060547
2019-07-09,26.889999389648438
2019-07-10,25.75
2019-07-11,25.780000686645508
2019-07-12,25.889999389648438
2019-07-15,24.93000030517578
2019-07-16,24.809999465942383
2019-07-17,24.459999084472656
2019-07-18,24.559999465942383
2019-07-19,24.6299991607666
2019-07-22,24.399999618530273
2019-07-23,25.68000030517578
2019-07-24,25.969999313354492
2019-07-25,26.049999237060547
2019-07-26,26.8799991607666
2019-07-29,26.510000228881836
2019-07-30,26.729999542236328
2019-07-31,26.489999771118164
2019-08-01,25.559999465942383
2019-08-02,26.030000686645508
2019-08-05,25.209999084472656
2019-08-06,25.329999923706055
2019-08-07,24.780000686645508
2019-08-08,25.40999984741211
2019-08-09,25.520000457763672
2019-08-12,25.5
2019-08-13,25.700000762939453
2019-08-14,24.790000915527344
2019-08-15,24.84000015258789
2019-08-16,25.56999969482422
2019-08-19,25.59000015258789
