,EYE
2018-07-10,39.779998779296875
2018-07-11,39.560001373291016
2018-07-12,39.29999923706055
2018-07-13,39.91999816894531
2018-07-16,40.2599983215332
2018-07-17,40.29999923706055
2018-07-18,40.68000030517578
2018-07-19,40.470001220703125
2018-07-20,40.4900016784668
2018-07-23,40.91999816894531
2018-07-24,39.81999969482422
2018-07-25,40.59000015258789
2018-07-26,39.4900016784668
2018-07-27,39.29999923706055
2018-07-30,40.13999938964844
2018-07-31,40.65999984741211
2018-08-01,40.650001525878906
2018-08-02,40.599998474121094
2018-08-03,41.029998779296875
2018-08-06,42.06999969482422
2018-08-07,42.79999923706055
2018-08-08,43.22999954223633
2018-08-09,44.790000915527344
2018-08-10,44.900001525878906
2018-08-13,43.75
2018-08-14,43.630001068115234
2018-08-15,40.08000183105469
2018-08-16,39.67499923706055
2018-08-17,40.459999084472656
2018-08-20,41.810001373291016
2018-08-21,42.630001068115234
2018-08-22,42.95000076293945
2018-08-23,43.31999969482422
2018-08-24,42.540000915527344
2018-08-27,42.970001220703125
2018-08-28,42.959999084472656
2018-08-29,43.099998474121094
2018-08-30,43.33000183105469
2018-08-31,44.25
2018-09-04,44.880001068115234
2018-09-05,45.540000915527344
2018-09-06,45.04999923706055
2018-09-07,45.720001220703125
2018-09-10,45.529998779296875
2018-09-11,45.119998931884766
2018-09-12,44.869998931884766
2018-09-13,44.88999938964844
2018-09-14,44.68000030517578
2018-09-17,43.40999984741211
2018-09-18,43.54999923706055
2018-09-19,43.15999984741211
2018-09-20,43.689998626708984
2018-09-21,43.34000015258789
2018-09-24,43.27000045776367
2018-09-25,44.0
2018-09-26,44.150001525878906
2018-09-27,45.099998474121094
2018-09-28,45.13999938964844
2018-10-01,44.5099983215332
2018-10-02,43.68000030517578
2018-10-03,44.84000015258789
2018-10-04,44.0
2018-10-05,43.849998474121094
2018-10-08,42.72999954223633
2018-10-09,42.439998626708984
2018-10-10,40.15999984741211
2018-10-11,39.93000030517578
2018-10-12,42.220001220703125
2018-10-15,42.18000030517578
2018-10-16,42.5
2018-10-17,42.40999984741211
2018-10-18,41.7599983215332
2018-10-19,41.56999969482422
2018-10-22,42.33000183105469
2018-10-23,42.20000076293945
2018-10-24,41.58000183105469
2018-10-25,41.029998779296875
2018-10-26,41.15999984741211
2018-10-29,41.31999969482422
2018-10-30,42.290000915527344
2018-10-31,41.43000030517578
2018-11-01,42.790000915527344
2018-11-02,43.220001220703125
2018-11-05,44.20000076293945
2018-11-06,44.529998779296875
2018-11-07,44.77000045776367
2018-11-08,45.0
2018-11-09,43.849998474121094
2018-11-12,42.4900016784668
2018-11-13,41.09000015258789
2018-11-14,41.779998779296875
2018-11-15,40.0
2018-11-16,39.189998626708984
2018-11-19,37.209999084472656
2018-11-20,36.060001373291016
2018-11-21,36.959999084472656
2018-11-23,36.779998779296875
2018-11-26,36.189998626708984
2018-11-27,36.689998626708984
2018-11-28,37.75
2018-11-29,37.470001220703125
2018-11-30,36.77000045776367
2018-12-03,38.33000183105469
2018-12-04,36.34000015258789
2018-12-06,35.52000045776367
2018-12-07,32.36000061035156
2018-12-10,31.899999618530273
2018-12-11,32.36000061035156
2018-12-12,31.860000610351562
2018-12-13,30.690000534057617
2018-12-14,29.84000015258789
2018-12-17,29.229999542236328
2018-12-18,29.06999969482422
2018-12-19,29.079999923706055
2018-12-20,27.020000457763672
2018-12-21,26.40999984741211
2018-12-24,26.479999542236328
2018-12-26,28.260000228881836
2018-12-27,29.059999465942383
2018-12-28,28.979999542236328
2018-12-31,28.170000076293945
2019-01-02,27.940000534057617
2019-01-03,27.190000534057617
2019-01-04,27.729999542236328
2019-01-07,28.6299991607666
2019-01-08,29.1299991607666
2019-01-09,29.56999969482422
2019-01-10,29.350000381469727
2019-01-11,30.920000076293945
2019-01-14,30.420000076293945
2019-01-15,30.600000381469727
2019-01-16,31.90999984741211
2019-01-17,32.540000915527344
2019-01-18,33.25
2019-01-22,31.969999313354492
2019-01-23,31.8700008392334
2019-01-24,32.45000076293945
2019-01-25,32.849998474121094
2019-01-28,31.739999771118164
2019-01-29,31.59000015258789
2019-01-30,31.3700008392334
2019-01-31,31.760000228881836
2019-02-01,31.860000610351562
2019-02-04,31.549999237060547
2019-02-05,32.5099983215332
2019-02-06,31.3799991607666
2019-02-07,31.719999313354492
2019-02-08,31.770000457763672
2019-02-11,31.780000686645508
2019-02-12,32.939998626708984
2019-02-13,33.41999816894531
2019-02-14,33.310001373291016
2019-02-15,34.0
2019-02-19,33.47999954223633
2019-02-20,34.18000030517578
2019-02-21,33.40999984741211
2019-02-22,33.689998626708984
2019-02-25,32.970001220703125
2019-02-26,34.060001373291016
2019-02-27,32.95000076293945
2019-02-28,33.599998474121094
2019-03-01,35.189998626708984
2019-03-04,33.0099983215332
2019-03-05,32.099998474121094
2019-03-06,31.40999984741211
2019-03-07,31.18000030517578
2019-03-08,30.440000534057617
2019-03-11,31.299999237060547
2019-03-12,30.719999313354492
2019-03-13,31.6200008392334
2019-03-14,31.09000015258789
2019-03-15,30.5
2019-03-18,30.170000076293945
2019-03-19,29.829999923706055
2019-03-20,28.93000030517578
2019-03-21,29.75
2019-03-22,29.06999969482422
2019-03-25,29.3799991607666
2019-03-26,30.049999237060547
2019-03-27,31.280000686645508
2019-03-28,31.239999771118164
2019-03-29,31.43000030517578
2019-04-01,31.979999542236328
2019-04-02,30.450000762939453
2019-04-03,30.170000076293945
2019-04-04,30.510000228881836
2019-04-05,30.399999618530273
2019-04-08,29.93000030517578
2019-04-09,29.489999771118164
2019-04-10,29.579999923706055
2019-04-11,29.559999465942383
2019-04-12,29.1200008392334
2019-04-15,29.25
2019-04-16,29.200000762939453
2019-04-17,28.6299991607666
2019-04-18,28.3799991607666
2019-04-22,28.549999237060547
2019-04-23,29.100000381469727
2019-04-24,29.209999084472656
2019-04-25,29.15999984741211
2019-04-26,28.139999389648438
2019-04-29,27.780000686645508
2019-04-30,27.0
2019-05-01,26.799999237060547
2019-05-02,27.049999237060547
2019-05-03,27.719999313354492
2019-05-06,27.450000762939453
2019-05-07,26.239999771118164
2019-05-08,26.59000015258789
2019-05-09,27.489999771118164
2019-05-10,27.459999084472656
2019-05-13,26.5
2019-05-14,27.200000762939453
2019-05-15,27.700000762939453
2019-05-16,27.559999465942383
2019-05-17,27.110000610351562
2019-05-20,26.6299991607666
2019-05-21,27.459999084472656
2019-05-22,27.84000015258789
2019-05-23,28.34000015258789
2019-05-24,28.860000610351562
2019-05-28,27.360000610351562
2019-05-29,27.709999084472656
2019-05-30,27.5
2019-05-31,27.229999542236328
2019-06-03,25.760000228881836
2019-06-04,27.100000381469727
2019-06-05,27.280000686645508
2019-06-06,26.420000076293945
2019-06-07,26.190000534057617
2019-06-10,27.559999465942383
2019-06-11,28.479999542236328
2019-06-12,28.31999969482422
2019-06-13,30.260000228881836
2019-06-14,30.040000915527344
2019-06-17,30.479999542236328
2019-06-18,30.809999465942383
2019-06-19,30.950000762939453
2019-06-20,31.709999084472656
2019-06-21,31.950000762939453
2019-06-24,31.31999969482422
2019-06-25,30.850000381469727
2019-06-26,31.040000915527344
2019-06-27,31.469999313354492
2019-06-28,30.729999542236328
2019-07-01,29.809999465942383
2019-07-02,29.81999969482422
2019-07-03,29.969999313354492
2019-07-05,30.049999237060547
2019-07-08,30.6299991607666
2019-07-09,30.34000015258789
2019-07-10,30.809999465942383
2019-07-11,31.1299991607666
2019-07-12,31.420000076293945
2019-07-15,30.940000534057617
2019-07-16,31.440000534057617
2019-07-17,31.690000534057617
2019-07-18,32.04999923706055
2019-07-19,31.700000762939453
2019-07-22,31.25
2019-07-23,31.149999618530273
2019-07-24,32.099998474121094
2019-07-25,32.20000076293945
2019-07-26,32.34000015258789
2019-07-29,31.729999542236328
2019-07-30,31.190000534057617
2019-07-31,31.59000015258789
2019-08-01,30.3799991607666
2019-08-02,29.809999465942383
2019-08-05,28.969999313354492
2019-08-06,29.790000915527344
2019-08-07,31.360000610351562
2019-08-08,31.799999237060547
2019-08-09,31.25
2019-08-12,30.700000762939453
2019-08-13,30.020000457763672
2019-08-14,28.770000457763672
2019-08-15,28.780000686645508
2019-08-16,27.719999313354492
2019-08-19,27.5
2019-08-20,27.829999923706055
2019-08-21,28.280000686645508
2019-08-22,28.739999771118164
2019-08-23,26.93000030517578
2019-08-26,27.260000228881836
2019-08-27,26.989999771118164
2019-08-28,27.709999084472656
2019-08-29,28.829999923706055
2019-08-30,28.360000610351562
2019-09-03,27.6200008392334
2019-09-04,27.889999389648438
2019-09-05,27.579999923706055
2019-09-06,27.239999771118164
2019-09-09,27.899999618530273
2019-09-10,30.350000381469727
2019-09-11,32.220001220703125
2019-09-12,31.399999618530273
2019-09-13,30.649999618530273
2019-09-16,27.770000457763672
2019-09-17,26.940000534057617
2019-09-18,26.56999969482422
2019-09-19,25.65999984741211
2019-09-20,24.93000030517578
2019-09-23,24.780000686645508
2019-09-24,24.729999542236328
2019-09-25,24.959999084472656
2019-09-26,24.149999618530273
2019-09-27,23.93000030517578
2019-09-30,24.06999969482422
2019-10-01,25.049999237060547
2019-10-02,24.579999923706055
2019-10-03,23.059999465942383
2019-10-04,23.915000915527344
2019-10-07,22.969999313354492
2019-10-08,22.75
2019-10-09,22.860000610351562
2019-10-10,23.270000457763672
2019-10-11,23.93000030517578
2019-10-14,23.829999923706055
2019-10-15,24.440000534057617
2019-10-16,23.93000030517578
2019-10-17,23.899999618530273
2019-10-18,22.989999771118164
2019-10-21,23.149999618530273
2019-10-22,23.31999969482422
2019-10-23,23.6299991607666
2019-10-24,23.790000915527344
2019-10-25,23.860000610351562
2019-10-28,24.139999389648438
2019-10-29,24.1200008392334
2019-10-30,24.030000686645508
2019-10-31,23.799999237060547
2019-11-01,23.614999771118164
2019-11-04,24.0049991607666
2019-11-05,25.149999618530273
2019-11-06,24.829999923706055
2019-11-07,29.709999084472656
2019-11-08,27.75
2019-11-11,26.78499984741211
2019-11-12,27.024999618530273
2019-11-13,26.649999618530273
2019-11-14,27.030000686645508
2019-11-15,27.59000015258789
2019-11-18,27.329999923706055
2019-11-19,27.239999771118164
2019-11-20,27.950000762939453
2019-11-21,28.450000762939453
2019-11-22,28.889999389648438
2019-11-25,29.829999923706055
2019-11-26,30.200000762939453
2019-11-27,30.329999923706055
2019-11-29,30.200000762939453
2019-12-02,30.239999771118164
2019-12-03,29.6200008392334
2019-12-04,29.920000076293945
2019-12-05,30.219999313354492
2019-12-06,30.739999771118164
2019-12-09,30.3799991607666
2019-12-10,30.100000381469727
2019-12-11,30.6299991607666
2019-12-12,31.760000228881836
2019-12-13,31.530000686645508
2019-12-16,31.59000015258789
2019-12-17,31.969999313354492
2019-12-18,32.56999969482422
2019-12-19,32.93000030517578
2019-12-20,33.0
2019-12-23,32.93000030517578
2019-12-24,33.130001068115234
2019-12-26,32.84000015258789
2019-12-27,33.099998474121094
2019-12-30,32.209999084472656
2019-12-31,32.43000030517578
2020-01-02,32.43000030517578
2020-01-03,32.529998779296875
2020-01-06,32.95000076293945
2020-01-07,32.52000045776367
2020-01-08,32.83000183105469
2020-01-09,32.9900016784668
2020-01-10,32.630001068115234
2020-01-13,33.0
2020-01-14,32.9900016784668
2020-01-15,32.7400016784668
2020-01-16,32.72999954223633
2020-01-17,32.83000183105469
2020-01-21,33.779998779296875
2020-01-22,35.040000915527344
2020-01-23,35.56999969482422
2020-01-24,36.7599983215332
2020-01-27,36.060001373291016
2020-01-28,35.869998931884766
2020-01-29,35.540000915527344
2020-01-30,35.209999084472656
2020-01-31,34.119998931884766
2020-02-03,34.310001373291016
2020-02-04,33.65999984741211
2020-02-05,34.25
2020-02-06,34.47999954223633
2020-02-07,33.45000076293945
2020-02-10,32.93000030517578
2020-02-11,32.66999816894531
2020-02-12,32.59000015258789
2020-02-13,33.09000015258789
2020-02-14,33.75
2020-02-18,35.41999816894531
2020-02-19,35.52000045776367
2020-02-20,36.099998474121094
2020-02-21,35.95000076293945
2020-02-24,34.470001220703125
2020-02-25,33.83000183105469
2020-02-26,38.599998474121094
2020-02-27,35.18000030517578
2020-02-28,34.81999969482422
2020-03-02,36.33000183105469
2020-03-03,35.81999969482422
2020-03-04,36.790000915527344
2020-03-05,35.470001220703125
2020-03-06,34.939998626708984
2020-03-09,34.52000045776367
2020-03-10,34.70000076293945
2020-03-11,31.65999984741211
2020-03-12,27.65999984741211
2020-03-13,30.3700008392334
2020-03-16,23.25
2020-03-17,20.530000686645508
2020-03-18,16.670000076293945
2020-03-19,17.469999313354492
2020-03-20,14.0600004196167
2020-03-23,13.699999809265137
2020-03-24,18.09000015258789
2020-03-25,21.190000534057617
2020-03-26,22.149999618530273
2020-03-27,19.93000030517578
2020-03-30,19.579999923706055
2020-03-31,19.420000076293945
2020-04-01,16.479999542236328
2020-04-02,16.520000457763672
2020-04-03,16.670000076293945
2020-04-06,18.399999618530273
2020-04-07,19.940000534057617
2020-04-08,22.0
2020-04-09,24.3700008392334
2020-04-13,24.25
2020-04-14,25.079999923706055
2020-04-15,24.209999084472656
2020-04-16,24.030000686645508
2020-04-17,24.5
2020-04-20,24.190000534057617
2020-04-21,23.690000534057617
2020-04-22,24.329999923706055
2020-04-23,24.25
2020-04-24,25.670000076293945
2020-04-27,28.18000030517578
2020-04-28,27.6299991607666
2020-04-29,28.68000030517578
2020-04-30,26.5
2020-05-01,24.799999237060547
2020-05-04,24.68000030517578
2020-05-05,24.399999618530273
2020-05-06,24.0
2020-05-07,24.450000762939453
2020-05-08,26.40999984741211
2020-05-11,26.299999237060547
2020-05-12,24.520000457763672
2020-05-13,24.010000228881836
2020-05-14,23.81999969482422
2020-05-15,24.40999984741211
2020-05-18,26.360000610351562
2020-05-19,24.860000610351562
2020-05-20,24.34000015258789
2020-05-21,25.969999313354492
2020-05-22,25.3700008392334
2020-05-26,27.43000030517578
2020-05-27,28.510000228881836
2020-05-28,26.5
2020-05-29,26.780000686645508
2020-06-01,25.790000915527344
2020-06-02,27.350000381469727
2020-06-03,29.93000030517578
2020-06-04,29.68000030517578
2020-06-05,31.790000915527344
2020-06-08,31.760000228881836
2020-06-09,30.739999771118164
2020-06-10,30.049999237060547
2020-06-11,27.540000915527344
2020-06-12,28.145000457763672
2020-06-15,28.06999969482422
2020-06-16,29.469999313354492
2020-06-17,29.920000076293945
2020-06-18,30.68000030517578
2020-06-19,30.56999969482422
2020-06-22,31.549999237060547
2020-06-23,31.65999984741211
2020-06-24,30.440000534057617
2020-06-25,30.3799991607666
2020-06-26,28.799999237060547
2020-06-29,30.31999969482422
2020-06-30,30.520000457763672
2020-07-01,30.68000030517578
2020-07-02,30.6200008392334
2020-07-06,30.350000381469727
2020-07-07,29.149999618530273
2020-07-08,29.510000228881836
2020-07-09,27.899999618530273
2020-07-10,28.81999969482422
2020-07-13,28.790000915527344
2020-07-14,28.899999618530273
2020-07-15,30.489999771118164
2020-07-16,30.790000915527344
2020-07-17,30.1299991607666
2020-07-20,29.790000915527344
2020-07-21,31.06999969482422
2020-07-22,31.8799991607666
2020-07-23,32.029998779296875
2020-07-24,31.329999923706055
2020-07-27,32.290000915527344
2020-07-28,31.3799991607666
2020-07-29,32.150001525878906
2020-07-30,31.040000915527344
2020-07-31,31.989999771118164
2020-08-03,32.970001220703125
2020-08-04,33.66999816894531
2020-08-05,33.91999816894531
2020-08-06,33.25
2020-08-07,33.29999923706055
2020-08-10,35.16999816894531
2020-08-11,35.20000076293945
2020-08-12,35.529998779296875
2020-08-13,35.970001220703125
2020-08-14,35.720001220703125
2020-08-17,35.349998474121094
2020-08-18,35.68000030517578
2020-08-19,36.29999923706055
2020-08-20,36.7400016784668
2020-08-21,36.599998474121094
2020-08-24,37.279998779296875
2020-08-25,37.52000045776367
2020-08-26,38.22999954223633
2020-08-27,38.20000076293945
2020-08-28,37.189998626708984
2020-08-31,37.56999969482422
2020-09-01,39.65999984741211
2020-09-02,39.41999816894531
2020-09-03,39.220001220703125
2020-09-04,39.369998931884766
2020-09-08,38.41999816894531
2020-09-09,38.29999923706055
2020-09-10,38.27000045776367
2020-09-11,37.380001068115234
2020-09-14,37.22999954223633
2020-09-15,37.439998626708984
2020-09-16,38.20000076293945
2020-09-17,38.45000076293945
2020-09-18,38.349998474121094
2020-09-21,37.349998474121094
2020-09-22,39.11000061035156
2020-09-23,37.630001068115234
2020-09-24,36.63999938964844
2020-09-25,36.849998474121094
2020-09-28,38.2400016784668
2020-09-29,38.630001068115234
2020-09-30,38.2400016784668
2020-10-01,39.45000076293945
2020-10-02,39.68000030517578
2020-10-05,40.869998931884766
2020-10-06,39.33000183105469
2020-10-07,41.06999969482422
2020-10-08,39.599998474121094
2020-10-09,40.06999969482422
2020-10-12,39.93000030517578
2020-10-13,40.970001220703125
2020-10-14,40.810001373291016
2020-10-15,41.34000015258789
2020-10-16,40.810001373291016
2020-10-19,41.2400016784668
2020-10-20,41.95000076293945
2020-10-21,41.77000045776367
2020-10-22,42.59000015258789
2020-10-23,43.130001068115234
2020-10-26,42.2400016784668
2020-10-27,42.16999816894531
2020-10-28,41.75
2020-10-29,41.52000045776367
2020-10-30,40.33000183105469
2020-11-02,41.61000061035156
2020-11-03,42.5
2020-11-04,43.689998626708984
2020-11-05,45.20000076293945
2020-11-06,44.77000045776367
2020-11-09,48.27000045776367
2020-11-10,46.5
2020-11-11,45.66999816894531
2020-11-12,45.810001373291016
2020-11-13,44.13999938964844
2020-11-16,43.0
2020-11-17,41.97999954223633
2020-11-18,42.02000045776367
2020-11-19,42.25
2020-11-20,43.470001220703125
2020-11-23,44.91999816894531
2020-11-24,45.09000015258789
2020-11-25,44.279998779296875
2020-11-27,43.93000030517578
2020-11-30,42.810001373291016
2020-12-01,42.72999954223633
2020-12-02,42.64500045776367
2020-12-03,42.814998626708984
2020-12-04,42.7599983215332
2020-12-07,43.220001220703125
2020-12-08,44.0
2020-12-09,46.36000061035156
2020-12-10,45.72999954223633
2020-12-11,44.61000061035156
2020-12-14,45.56999969482422
2020-12-15,46.59000015258789
2020-12-16,46.20000076293945
2020-12-17,46.66999816894531
2020-12-18,45.849998474121094
2020-12-21,45.9900016784668
2020-12-22,47.720001220703125
2020-12-23,47.72999954223633
2020-12-24,47.310001373291016
2020-12-28,46.529998779296875
2020-12-29,45.790000915527344
2020-12-30,45.86000061035156
2020-12-31,45.290000915527344
2021-01-04,46.9900016784668
2021-01-05,47.2599983215332
2021-01-06,49.41999816894531
2021-01-07,50.03499984741211
2021-01-08,50.189998626708984
2021-01-11,49.7400016784668
2021-01-12,51.939998626708984
2021-01-13,50.90999984741211
2021-01-14,51.849998474121094
2021-01-15,48.63999938964844
2021-01-19,47.744998931884766
2021-01-20,48.58000183105469
2021-01-21,49.22999954223633
2021-01-22,48.150001525878906
2021-01-25,47.58000183105469
2021-01-26,47.40999984741211
2021-01-27,45.04999923706055
2021-01-28,46.540000915527344
2021-01-29,46.369998931884766
2021-02-01,45.290000915527344
2021-02-02,46.84000015258789
2021-02-03,48.72999954223633
2021-02-04,47.349998474121094
2021-02-05,49.06999969482422
2021-02-08,50.849998474121094
2021-02-09,51.38999938964844
2021-02-10,50.81999969482422
2021-02-11,51.209999084472656
2021-02-12,50.91999816894531
2021-02-16,50.54999923706055
2021-02-17,51.119998931884766
2021-02-18,49.959999084472656
2021-02-19,51.31999969482422
2021-02-22,51.209999084472656
2021-02-23,50.38999938964844
2021-02-24,49.13999938964844
2021-02-25,47.65999984741211
2021-02-26,47.4900016784668
2021-03-01,49.43000030517578
2021-03-02,47.79999923706055
2021-03-03,47.65999984741211
2021-03-04,44.220001220703125
2021-03-05,45.65999984741211
2021-03-08,45.63999938964844
2021-03-09,45.97999954223633
2021-03-10,46.59000015258789
2021-03-11,46.5
2021-03-12,47.810001373291016
2021-03-15,48.13999938964844
2021-03-16,45.650001525878906
2021-03-17,43.529998779296875
2021-03-18,43.029998779296875
2021-03-19,43.58000183105469
2021-03-22,43.599998474121094
2021-03-23,42.709999084472656
2021-03-24,42.529998779296875
2021-03-25,43.68000030517578
2021-03-26,45.369998931884766
2021-03-29,43.619998931884766
2021-03-30,45.13999938964844
2021-03-31,43.83000183105469
2021-04-01,45.18000030517578
2021-04-05,45.38999938964844
2021-04-06,46.790000915527344
2021-04-07,46.27000045776367
2021-04-08,47.380001068115234
2021-04-09,47.400001525878906
2021-04-12,47.810001373291016
2021-04-13,47.84000015258789
2021-04-14,46.97999954223633
2021-04-15,47.38999938964844
2021-04-16,47.58000183105469
2021-04-19,48.040000915527344
2021-04-20,47.33000183105469
2021-04-21,48.75
2021-04-22,49.720001220703125
2021-04-23,50.310001373291016
2021-04-26,50.86000061035156
2021-04-27,51.099998474121094
2021-04-28,51.349998474121094
2021-04-29,51.189998626708984
2021-04-30,50.40999984741211
2021-05-03,52.11000061035156
2021-05-04,50.630001068115234
2021-05-05,50.63999938964844
2021-05-06,50.400001525878906
2021-05-07,51.15999984741211
2021-05-10,51.33000183105469
2021-05-11,50.02000045776367
2021-05-12,46.90999984741211
2021-05-13,46.959999084472656
2021-05-14,49.939998626708984
