,ACLS
2008-04-03,22.079999923706055
2008-04-04,21.84000015258789
2008-04-07,21.440000534057617
2008-04-08,21.399999618530273
2008-04-09,21.200000762939453
2008-04-10,21.68000030517578
2008-04-11,20.8799991607666
2008-04-14,18.760000228881836
2008-04-15,20.479999542236328
2008-04-16,22.040000915527344
2008-04-17,21.639999389648438
2008-04-18,21.84000015258789
2008-04-21,21.479999542236328
2008-04-22,20.84000015258789
2008-04-23,21.360000610351562
2008-04-24,21.399999618530273
2008-04-25,21.040000915527344
2008-04-28,21.040000915527344
2008-04-29,21.440000534057617
2008-04-30,21.600000381469727
2008-05-01,22.639999389648438
2008-05-02,22.600000381469727
2008-05-05,22.479999542236328
2008-05-06,22.760000228881836
2008-05-07,22.200000762939453
2008-05-08,22.0
2008-05-09,22.200000762939453
2008-05-12,22.799999237060547
2008-05-13,23.0
2008-05-14,22.8799991607666
2008-05-15,22.84000015258789
2008-05-16,22.639999389648438
2008-05-19,22.760000228881836
2008-05-20,22.399999618530273
2008-05-21,21.8799991607666
2008-05-22,22.239999771118164
2008-05-23,21.920000076293945
2008-05-27,22.360000610351562
2008-05-28,22.360000610351562
2008-05-29,22.559999465942383
2008-05-30,22.84000015258789
2008-06-02,22.760000228881836
2008-06-03,22.600000381469727
2008-06-04,23.31999969482422
2008-06-05,23.440000534057617
2008-06-06,23.639999389648438
2008-06-09,23.200000762939453
2008-06-10,23.280000686645508
2008-06-11,23.15999984741211
2008-06-12,22.600000381469727
2008-06-13,23.040000915527344
2008-06-16,23.0
2008-06-17,22.760000228881836
2008-06-18,23.799999237060547
2008-06-19,23.719999313354492
2008-06-20,23.440000534057617
2008-06-23,22.799999237060547
2008-06-24,22.1200008392334
2008-06-25,20.1200008392334
2008-06-26,19.920000076293945
2008-06-27,20.239999771118164
2008-06-30,19.520000457763672
2008-07-01,20.68000030517578
2008-07-02,19.68000030517578
2008-07-03,19.8799991607666
2008-07-07,20.040000915527344
2008-07-08,20.0
2008-07-09,19.31999969482422
2008-07-10,19.200000762939453
2008-07-11,18.799999237060547
2008-07-14,19.280000686645508
2008-07-15,19.520000457763672
2008-07-16,19.639999389648438
2008-07-17,20.360000610351562
2008-07-18,19.68000030517578
2008-07-21,20.239999771118164
2008-07-22,20.600000381469727
2008-07-23,20.360000610351562
2008-07-24,19.479999542236328
2008-07-25,20.479999542236328
2008-07-28,20.719999313354492
2008-07-29,20.959999084472656
2008-07-30,21.15999984741211
2008-07-31,20.079999923706055
2008-08-01,21.0
2008-08-04,20.84000015258789
2008-08-05,20.440000534057617
2008-08-06,19.959999084472656
2008-08-07,20.079999923706055
2008-08-08,19.239999771118164
2008-08-11,20.559999465942383
2008-08-12,21.0
2008-08-13,20.920000076293945
2008-08-14,20.719999313354492
2008-08-15,20.639999389648438
2008-08-18,20.31999969482422
2008-08-19,19.239999771118164
2008-08-20,19.639999389648438
2008-08-21,19.239999771118164
2008-08-22,19.520000457763672
2008-08-25,19.280000686645508
2008-08-26,19.360000610351562
2008-08-27,19.280000686645508
2008-08-28,19.1200008392334
2008-08-29,18.920000076293945
2008-09-02,18.559999465942383
2008-09-03,18.559999465942383
2008-09-04,18.15999984741211
2008-09-05,17.84000015258789
2008-09-08,17.84000015258789
2008-09-09,17.479999542236328
2008-09-10,17.600000381469727
2008-09-11,17.360000610351562
2008-09-12,16.959999084472656
2008-09-15,5.71999979019165
2008-09-16,6.079999923706055
2008-09-17,6.039999961853027
2008-09-18,6.119999885559082
2008-09-19,6.800000190734863
2008-09-22,7.119999885559082
2008-09-23,7.0
2008-09-24,7.119999885559082
2008-09-25,7.28000020980835
2008-09-26,7.199999809265137
2008-09-29,6.599999904632568
2008-09-30,6.800000190734863
2008-10-01,6.239999771118164
2008-10-02,5.960000038146973
2008-10-03,5.639999866485596
2008-10-06,5.760000228881836
2008-10-07,4.639999866485596
2008-10-08,3.880000114440918
2008-10-09,3.0
2008-10-10,3.0399999618530273
2008-10-13,3.200000047683716
2008-10-14,3.119999885559082
2008-10-15,2.440000057220459
2008-10-16,2.240000009536743
2008-10-17,2.359999895095825
2008-10-20,2.640000104904175
2008-10-21,2.319999933242798
2008-10-22,2.200000047683716
2008-10-23,1.9199999570846558
2008-10-24,1.7999999523162842
2008-10-27,1.440000057220459
2008-10-28,1.4800000190734863
2008-10-29,1.600000023841858
2008-10-30,1.559999942779541
2008-10-31,1.7599999904632568
2008-11-03,2.0399999618530273
2008-11-04,2.0
2008-11-05,2.0399999618530273
2008-11-06,2.359999895095825
2008-11-07,2.880000114440918
2008-11-10,2.759999990463257
2008-11-11,2.4000000953674316
2008-11-12,2.240000009536743
2008-11-13,2.4000000953674316
2008-11-14,2.4800000190734863
2008-11-17,2.799999952316284
2008-11-18,3.119999885559082
2008-11-19,2.559999942779541
2008-11-20,2.1600000858306885
2008-11-21,2.440000057220459
2008-11-24,2.4000000953674316
2008-11-25,2.0
2008-11-26,2.359999895095825
2008-11-28,2.359999895095825
2008-12-01,2.0
2008-12-02,2.200000047683716
2008-12-03,2.200000047683716
2008-12-04,2.0799999237060547
2008-12-05,1.9600000381469727
2008-12-08,1.9199999570846558
2008-12-09,2.0
2008-12-10,1.9600000381469727
2008-12-11,1.6399999856948853
2008-12-12,2.0
2008-12-15,1.9199999570846558
2008-12-16,2.1600000858306885
2008-12-17,2.4000000953674316
2008-12-18,2.0799999237060547
2008-12-19,2.759999990463257
2008-12-22,2.5199999809265137
2008-12-23,2.5199999809265137
2008-12-24,2.640000104904175
2008-12-26,2.5199999809265137
2008-12-29,2.4000000953674316
2008-12-30,2.4000000953674316
2008-12-31,2.0399999618530273
2009-01-02,2.440000057220459
2009-01-05,2.759999990463257
2009-01-06,2.680000066757202
2009-01-07,2.4000000953674316
2009-01-08,2.640000104904175
2009-01-09,2.7200000286102295
2009-01-12,2.5199999809265137
2009-01-13,2.5199999809265137
2009-01-14,2.440000057220459
2009-01-15,2.119999885559082
2009-01-16,1.7200000286102295
2009-01-20,1.399999976158142
2009-01-21,1.600000023841858
2009-01-22,1.2799999713897705
2009-01-23,1.1200000047683716
2009-01-26,1.159999966621399
2009-01-27,1.0800000429153442
2009-01-28,1.159999966621399
2009-01-29,1.2000000476837158
2009-01-30,1.159999966621399
2009-02-02,1.2000000476837158
2009-02-03,1.0800000429153442
2009-02-04,0.9599999785423279
2009-02-05,0.8799999952316284
2009-02-06,1.1200000047683716
2009-02-09,1.2799999713897705
2009-02-10,1.0800000429153442
2009-02-11,1.0399999618530273
2009-02-12,0.9599999785423279
2009-02-13,1.0399999618530273
2009-02-17,0.8399999737739563
2009-02-18,0.8399999737739563
2009-02-19,0.9599999785423279
2009-02-20,0.8399999737739563
2009-02-23,0.7599999904632568
2009-02-24,0.8399999737739563
2009-02-25,0.6800000071525574
2009-02-26,1.399999976158142
2009-02-27,1.2799999713897705
2009-03-02,1.1200000047683716
2009-03-03,0.7200000286102295
2009-03-04,0.9200000166893005
2009-03-05,0.8399999737739563
2009-03-06,0.800000011920929
2009-03-09,0.7200000286102295
2009-03-10,0.800000011920929
2009-03-11,0.7599999904632568
2009-03-12,0.7599999904632568
2009-03-13,0.7599999904632568
2009-03-16,0.9200000166893005
2009-03-17,1.0
2009-03-18,1.1200000047683716
2009-03-19,1.159999966621399
2009-03-20,1.159999966621399
2009-03-23,1.3200000524520874
2009-03-24,1.2000000476837158
2009-03-25,1.2400000095367432
2009-03-26,1.399999976158142
2009-03-27,1.440000057220459
2009-03-30,1.6399999856948853
2009-03-31,1.5199999809265137
2009-04-01,1.6399999856948853
2009-04-02,1.600000023841858
2009-04-03,1.5199999809265137
2009-04-06,1.5199999809265137
2009-04-07,1.440000057220459
2009-04-08,1.4800000190734863
2009-04-09,1.5199999809265137
2009-04-13,1.3600000143051147
2009-04-14,1.3600000143051147
2009-04-15,1.5199999809265137
2009-04-16,1.7599999904632568
2009-04-17,1.9199999570846558
2009-04-20,1.7200000286102295
2009-04-21,1.840000033378601
2009-04-22,2.0
2009-04-23,1.9600000381469727
2009-04-24,2.0
2009-04-27,1.9199999570846558
2009-04-28,1.9600000381469727
2009-04-29,1.8799999952316284
2009-04-30,1.8799999952316284
2009-05-01,1.8799999952316284
2009-05-04,1.9199999570846558
2009-05-05,1.8799999952316284
2009-05-06,1.8799999952316284
2009-05-07,1.7999999523162842
2009-05-08,1.840000033378601
2009-05-11,1.9199999570846558
2009-05-12,1.6799999475479126
2009-05-13,1.5199999809265137
2009-05-14,1.5199999809265137
2009-05-15,1.4800000190734863
2009-05-18,1.559999942779541
2009-05-19,1.5199999809265137
2009-05-20,1.5199999809265137
2009-05-21,1.4800000190734863
2009-05-22,1.440000057220459
2009-05-26,1.600000023841858
2009-05-27,1.6399999856948853
2009-05-28,1.7999999523162842
2009-05-29,1.7200000286102295
2009-06-01,1.7999999523162842
2009-06-02,1.7599999904632568
2009-06-03,1.6799999475479126
2009-06-04,1.9199999570846558
2009-06-05,2.319999933242798
2009-06-08,2.1600000858306885
2009-06-09,2.0399999618530273
2009-06-10,2.0
2009-06-11,1.9600000381469727
2009-06-12,2.0
2009-06-15,2.0
2009-06-16,1.840000033378601
2009-06-17,2.0
2009-06-18,2.0799999237060547
2009-06-19,2.240000009536743
2009-06-22,2.0399999618530273
2009-06-23,1.9199999570846558
2009-06-24,1.8799999952316284
2009-06-25,2.0
2009-06-26,1.600000023841858
2009-06-29,1.7999999523162842
2009-06-30,1.840000033378601
2009-07-01,1.7999999523162842
2009-07-02,1.6799999475479126
2009-07-06,1.559999942779541
2009-07-07,1.5199999809265137
2009-07-08,1.4800000190734863
2009-07-09,1.5199999809265137
2009-07-10,1.600000023841858
2009-07-13,1.6799999475479126
2009-07-14,1.6799999475479126
2009-07-15,1.7599999904632568
2009-07-16,1.7999999523162842
2009-07-17,1.840000033378601
2009-07-20,1.7999999523162842
2009-07-21,1.7999999523162842
2009-07-22,1.840000033378601
2009-07-23,1.9600000381469727
2009-07-24,1.9199999570846558
2009-07-27,1.9600000381469727
2009-07-28,1.9600000381469727
2009-07-29,1.9600000381469727
2009-07-30,2.119999885559082
2009-07-31,2.200000047683716
2009-08-03,2.119999885559082
2009-08-04,2.200000047683716
2009-08-05,2.200000047683716
2009-08-06,2.240000009536743
2009-08-07,2.119999885559082
2009-08-10,2.0799999237060547
2009-08-11,2.0399999618530273
2009-08-12,2.0799999237060547
2009-08-13,2.0799999237060547
2009-08-14,2.119999885559082
2009-08-17,2.1600000858306885
2009-08-18,2.119999885559082
2009-08-19,2.4000000953674316
2009-08-20,2.7200000286102295
2009-08-21,2.759999990463257
2009-08-24,2.4800000190734863
2009-08-25,2.5999999046325684
2009-08-26,2.7200000286102295
2009-08-27,3.0
2009-08-28,2.9200000762939453
2009-08-31,2.9600000381469727
2009-09-01,2.759999990463257
2009-09-02,2.559999942779541
2009-09-03,2.5999999046325684
2009-09-04,2.8399999141693115
2009-09-08,3.0
2009-09-09,3.1600000858306885
2009-09-10,3.0799999237060547
2009-09-11,3.0799999237060547
2009-09-14,3.0399999618530273
2009-09-15,3.319999933242798
2009-09-16,3.2799999713897705
2009-09-17,3.4800000190734863
2009-09-18,3.319999933242798
2009-09-21,3.5199999809265137
2009-09-22,3.8399999141693115
2009-09-23,3.799999952316284
2009-09-24,3.7200000286102295
2009-09-25,3.880000114440918
2009-09-28,4.239999771118164
2009-09-29,4.079999923706055
2009-09-30,4.800000190734863
2009-10-01,4.880000114440918
2009-10-02,5.400000095367432
2009-10-05,5.28000020980835
2009-10-06,4.840000152587891
2009-10-07,4.960000038146973
2009-10-08,5.079999923706055
2009-10-09,5.119999885559082
2009-10-12,5.679999828338623
2009-10-13,6.519999980926514
2009-10-14,6.360000133514404
2009-10-15,6.239999771118164
2009-10-16,5.920000076293945
2009-10-19,5.320000171661377
2009-10-20,4.760000228881836
2009-10-21,4.880000114440918
2009-10-22,4.800000190734863
2009-10-23,4.800000190734863
2009-10-26,4.28000020980835
2009-10-27,4.119999885559082
2009-10-28,4.119999885559082
2009-10-29,3.9600000381469727
2009-10-30,3.799999952316284
2009-11-02,3.2799999713897705
2009-11-03,3.2799999713897705
2009-11-04,3.4800000190734863
2009-11-05,3.4800000190734863
2009-11-06,4.679999828338623
2009-11-09,4.559999942779541
2009-11-10,4.440000057220459
2009-11-11,4.360000133514404
2009-11-12,4.159999847412109
2009-11-13,4.440000057220459
2009-11-16,4.639999866485596
2009-11-17,4.800000190734863
2009-11-18,5.119999885559082
2009-11-19,4.920000076293945
2009-11-20,4.639999866485596
2009-11-23,4.71999979019165
2009-11-24,4.639999866485596
2009-11-25,4.800000190734863
2009-11-27,4.71999979019165
2009-11-30,4.519999980926514
2009-12-01,4.880000114440918
2009-12-02,5.239999771118164
2009-12-03,5.039999961853027
2009-12-04,5.320000171661377
2009-12-07,5.360000133514404
2009-12-08,4.960000038146973
2009-12-09,4.880000114440918
2009-12-10,4.599999904632568
2009-12-11,4.800000190734863
2009-12-14,4.760000228881836
2009-12-15,4.800000190734863
2009-12-16,4.960000038146973
2009-12-17,4.840000152587891
2009-12-18,5.039999961853027
2009-12-21,5.079999923706055
2009-12-22,5.440000057220459
2009-12-23,5.840000152587891
2009-12-24,5.840000152587891
2009-12-28,5.480000019073486
2009-12-29,5.519999980926514
2009-12-30,5.559999942779541
2009-12-31,5.639999866485596
2010-01-04,5.800000190734863
2010-01-05,5.71999979019165
2010-01-06,6.039999961853027
2010-01-07,6.079999923706055
2010-01-08,6.519999980926514
2010-01-11,6.559999942779541
2010-01-12,6.599999904632568
2010-01-13,6.599999904632568
2010-01-14,6.599999904632568
2010-01-15,6.360000133514404
2010-01-19,6.28000020980835
2010-01-20,7.0
2010-01-21,6.880000114440918
2010-01-22,6.400000095367432
2010-01-25,6.159999847412109
2010-01-26,6.0
2010-01-27,6.039999961853027
2010-01-28,6.119999885559082
2010-01-29,6.0
2010-02-01,6.320000171661377
2010-02-02,7.039999961853027
2010-02-03,7.119999885559082
2010-02-04,6.480000019073486
2010-02-05,6.360000133514404
2010-02-08,5.960000038146973
2010-02-09,6.0
2010-02-10,6.199999809265137
2010-02-11,6.519999980926514
2010-02-12,6.840000152587891
2010-02-16,6.880000114440918
2010-02-17,7.119999885559082
2010-02-18,6.71999979019165
2010-02-19,6.519999980926514
2010-02-22,6.960000038146973
2010-02-23,6.71999979019165
2010-02-24,6.599999904632568
2010-02-25,6.71999979019165
2010-02-26,6.599999904632568
2010-03-01,6.840000152587891
2010-03-02,7.0
2010-03-03,6.880000114440918
2010-03-04,6.840000152587891
2010-03-05,6.800000190734863
2010-03-08,6.800000190734863
2010-03-09,6.840000152587891
2010-03-10,6.679999828338623
2010-03-11,6.71999979019165
2010-03-12,6.760000228881836
2010-03-15,6.800000190734863
2010-03-16,6.920000076293945
2010-03-17,6.840000152587891
2010-03-18,6.71999979019165
2010-03-19,5.920000076293945
2010-03-22,6.360000133514404
2010-03-23,6.559999942779541
2010-03-24,6.320000171661377
2010-03-25,6.519999980926514
2010-03-26,6.559999942779541
2010-03-29,6.559999942779541
2010-03-30,6.71999979019165
2010-03-31,6.639999866485596
2010-04-01,7.360000133514404
2010-04-05,7.880000114440918
2010-04-06,7.960000038146973
2010-04-07,7.960000038146973
2010-04-08,8.359999656677246
2010-04-09,8.520000457763672
2010-04-12,8.84000015258789
2010-04-13,8.680000305175781
2010-04-14,9.279999732971191
2010-04-15,9.239999771118164
2010-04-16,8.880000114440918
2010-04-19,9.119999885559082
2010-04-20,9.199999809265137
2010-04-21,9.520000457763672
2010-04-22,9.4399995803833
2010-04-23,9.880000114440918
2010-04-26,10.0
2010-04-27,10.0
2010-04-28,9.399999618530273
2010-04-29,9.800000190734863
2010-04-30,9.520000457763672
2010-05-03,9.600000381469727
2010-05-04,9.399999618530273
2010-05-05,9.4399995803833
2010-05-06,8.720000267028809
2010-05-07,8.039999961853027
2010-05-10,8.960000038146973
2010-05-11,8.84000015258789
2010-05-12,9.199999809265137
2010-05-13,9.5600004196167
2010-05-14,8.84000015258789
2010-05-17,8.800000190734863
2010-05-18,8.760000228881836
2010-05-19,8.399999618530273
2010-05-20,7.71999979019165
2010-05-21,7.760000228881836
2010-05-24,7.239999771118164
2010-05-25,7.039999961853027
2010-05-26,7.079999923706055
2010-05-27,7.960000038146973
2010-05-28,7.920000076293945
2010-06-01,7.559999942779541
2010-06-02,7.71999979019165
2010-06-03,7.559999942779541
2010-06-04,7.360000133514404
2010-06-07,6.599999904632568
2010-06-08,6.400000095367432
2010-06-09,6.28000020980835
2010-06-10,6.480000019073486
2010-06-11,6.880000114440918
2010-06-14,6.639999866485596
2010-06-15,7.360000133514404
2010-06-16,7.559999942779541
2010-06-17,7.559999942779541
2010-06-18,7.920000076293945
2010-06-21,8.279999732971191
2010-06-22,7.760000228881836
2010-06-23,7.239999771118164
2010-06-24,6.880000114440918
2010-06-25,7.079999923706055
2010-06-28,6.880000114440918
2010-06-29,6.440000057220459
2010-06-30,6.199999809265137
2010-07-01,6.360000133514404
2010-07-02,6.320000171661377
2010-07-06,5.679999828338623
2010-07-07,6.28000020980835
2010-07-08,6.320000171661377
2010-07-09,6.960000038146973
2010-07-12,6.71999979019165
2010-07-13,7.199999809265137
2010-07-14,6.840000152587891
2010-07-15,6.400000095367432
2010-07-16,6.71999979019165
2010-07-19,7.320000171661377
2010-07-20,7.039999961853027
2010-07-21,6.760000228881836
2010-07-22,6.71999979019165
2010-07-23,6.920000076293945
2010-07-26,7.199999809265137
2010-07-27,7.320000171661377
2010-07-28,6.800000190734863
2010-07-29,6.519999980926514
2010-07-30,6.679999828338623
2010-08-02,6.679999828338623
2010-08-03,7.119999885559082
2010-08-04,7.440000057220459
2010-08-05,6.960000038146973
2010-08-06,6.840000152587891
2010-08-09,6.960000038146973
2010-08-10,6.639999866485596
2010-08-11,6.039999961853027
2010-08-12,6.039999961853027
2010-08-13,6.239999771118164
2010-08-16,6.360000133514404
2010-08-17,6.400000095367432
2010-08-18,6.360000133514404
2010-08-19,6.0
2010-08-20,6.0
2010-08-23,5.840000152587891
2010-08-24,5.559999942779541
2010-08-25,5.880000114440918
2010-08-26,5.559999942779541
2010-08-27,5.840000152587891
2010-08-30,5.71999979019165
2010-08-31,5.400000095367432
2010-09-01,5.920000076293945
2010-09-02,6.0
2010-09-03,6.119999885559082
2010-09-07,5.800000190734863
2010-09-08,5.880000114440918
2010-09-09,5.960000038146973
2010-09-10,5.840000152587891
2010-09-13,6.0
2010-09-14,6.360000133514404
2010-09-15,6.559999942779541
2010-09-16,6.400000095367432
2010-09-17,6.599999904632568
2010-09-20,6.679999828338623
2010-09-21,6.480000019073486
2010-09-22,6.440000057220459
2010-09-23,6.559999942779541
2010-09-24,6.840000152587891
2010-09-27,7.079999923706055
2010-09-28,7.639999866485596
2010-09-29,7.760000228881836
2010-09-30,7.71999979019165
2010-10-01,7.760000228881836
2010-10-04,7.360000133514404
2010-10-05,7.559999942779541
2010-10-06,7.360000133514404
2010-10-07,7.440000057220459
2010-10-08,7.480000019073486
2010-10-11,7.360000133514404
2010-10-12,7.760000228881836
2010-10-13,7.920000076293945
2010-10-14,7.800000190734863
2010-10-15,8.0
2010-10-18,8.279999732971191
2010-10-19,8.4399995803833
2010-10-20,8.800000190734863
2010-10-21,8.4399995803833
2010-10-22,8.4399995803833
2010-10-25,8.520000457763672
2010-10-26,8.520000457763672
2010-10-27,8.399999618530273
2010-10-28,8.039999961853027
2010-10-29,8.5600004196167
2010-11-01,8.239999771118164
2010-11-02,8.520000457763672
2010-11-03,8.520000457763672
2010-11-04,10.239999771118164
2010-11-05,10.119999885559082
2010-11-08,10.319999694824219
2010-11-09,10.960000038146973
2010-11-10,11.119999885559082
2010-11-11,10.920000076293945
2010-11-12,10.760000228881836
2010-11-15,10.5600004196167
2010-11-16,10.15999984741211
2010-11-17,9.960000038146973
2010-11-18,10.520000457763672
2010-11-19,10.640000343322754
2010-11-22,10.479999542236328
2010-11-23,10.239999771118164
2010-11-24,10.399999618530273
2010-11-26,10.359999656677246
2010-11-29,10.15999984741211
2010-11-30,9.920000076293945
2010-12-01,10.239999771118164
2010-12-02,9.84000015258789
2010-12-03,10.399999618530273
2010-12-06,11.039999961853027
2010-12-07,11.4399995803833
2010-12-08,11.279999732971191
2010-12-09,12.720000267028809
2010-12-10,12.960000038146973
2010-12-13,12.600000381469727
2010-12-14,12.0
2010-12-15,12.079999923706055
2010-12-16,13.760000228881836
2010-12-17,13.079999923706055
2010-12-20,13.319999694824219
2010-12-21,14.720000267028809
2010-12-22,14.399999618530273
2010-12-23,14.079999923706055
2010-12-27,14.199999809265137
2010-12-28,13.800000190734863
2010-12-29,13.920000076293945
2010-12-30,13.880000114440918
2010-12-31,13.84000015258789
2011-01-03,14.479999542236328
2011-01-04,13.84000015258789
2011-01-05,13.279999732971191
2011-01-06,13.079999923706055
2011-01-07,12.960000038146973
2011-01-10,12.800000190734863
2011-01-11,13.359999656677246
2011-01-12,14.319999694824219
2011-01-13,14.399999618530273
2011-01-14,14.680000305175781
2011-01-18,14.319999694824219
2011-01-19,13.279999732971191
2011-01-20,12.84000015258789
2011-01-21,12.84000015258789
2011-01-24,12.960000038146973
2011-01-25,12.520000457763672
2011-01-26,13.680000305175781
2011-01-27,13.84000015258789
2011-01-28,13.960000038146973
2011-01-31,13.880000114440918
2011-02-01,14.239999771118164
2011-02-02,10.960000038146973
2011-02-03,10.4399995803833
2011-02-04,11.119999885559082
2011-02-07,11.0
2011-02-08,11.239999771118164
2011-02-09,11.079999923706055
2011-02-10,11.279999732971191
2011-02-11,11.399999618530273
2011-02-14,11.399999618530273
2011-02-15,10.880000114440918
2011-02-16,11.039999961853027
2011-02-17,11.359999656677246
2011-02-18,11.5600004196167
2011-02-22,11.119999885559082
2011-02-23,10.239999771118164
2011-02-24,10.800000190734863
2011-02-25,11.15999984741211
2011-02-28,11.0
2011-03-01,10.5600004196167
2011-03-02,11.199999809265137
2011-03-03,11.5600004196167
2011-03-04,11.640000343322754
2011-03-07,10.920000076293945
2011-03-08,10.84000015258789
2011-03-09,10.600000381469727
2011-03-10,10.119999885559082
2011-03-11,10.039999961853027
2011-03-14,10.0
2011-03-15,9.800000190734863
2011-03-16,9.199999809265137
2011-03-17,8.84000015258789
2011-03-18,9.199999809265137
2011-03-21,10.15999984741211
2011-03-22,10.0
2011-03-23,10.319999694824219
2011-03-24,10.319999694824219
2011-03-25,10.239999771118164
2011-03-28,10.239999771118164
2011-03-29,10.359999656677246
2011-03-30,10.520000457763672
2011-03-31,10.600000381469727
2011-04-01,10.359999656677246
2011-04-04,10.239999771118164
2011-04-05,10.119999885559082
2011-04-06,10.239999771118164
2011-04-07,9.920000076293945
2011-04-08,9.319999694824219
2011-04-11,9.0
2011-04-12,8.84000015258789
2011-04-13,8.960000038146973
2011-04-14,8.960000038146973
2011-04-15,8.880000114440918
2011-04-18,9.0
2011-04-19,8.760000228881836
2011-04-20,9.239999771118164
2011-04-21,9.880000114440918
2011-04-25,9.680000305175781
2011-04-26,10.359999656677246
2011-04-27,9.960000038146973
2011-04-28,7.159999847412109
2011-04-29,7.480000019073486
2011-05-02,7.28000020980835
2011-05-03,7.039999961853027
2011-05-04,7.960000038146973
2011-05-05,7.760000228881836
2011-05-06,7.840000152587891
2011-05-09,7.840000152587891
2011-05-10,7.760000228881836
2011-05-11,7.559999942779541
2011-05-12,7.840000152587891
2011-05-13,7.559999942779541
2011-05-16,7.480000019073486
2011-05-17,7.239999771118164
2011-05-18,7.440000057220459
2011-05-19,7.239999771118164
2011-05-20,7.079999923706055
2011-05-23,6.840000152587891
2011-05-24,6.559999942779541
2011-05-25,6.639999866485596
2011-05-26,6.920000076293945
2011-05-27,7.159999847412109
2011-05-31,7.199999809265137
2011-06-01,7.320000171661377
2011-06-02,7.480000019073486
2011-06-03,7.239999771118164
2011-06-06,7.039999961853027
2011-06-07,6.840000152587891
2011-06-08,6.559999942779541
2011-06-09,6.840000152587891
2011-06-10,6.440000057220459
2011-06-13,6.400000095367432
2011-06-14,6.559999942779541
2011-06-15,6.559999942779541
2011-06-16,6.28000020980835
2011-06-17,6.039999961853027
2011-06-20,6.360000133514404
2011-06-21,6.71999979019165
2011-06-22,6.559999942779541
2011-06-23,6.440000057220459
2011-06-24,7.0
2011-06-27,6.800000190734863
2011-06-28,6.840000152587891
2011-06-29,6.760000228881836
2011-06-30,6.559999942779541
2011-07-01,6.679999828338623
2011-07-05,7.119999885559082
2011-07-06,7.119999885559082
2011-07-07,7.480000019073486
2011-07-08,7.199999809265137
2011-07-11,6.880000114440918
2011-07-12,6.679999828338623
2011-07-13,6.599999904632568
2011-07-14,6.519999980926514
2011-07-15,6.400000095367432
2011-07-18,6.400000095367432
2011-07-19,6.519999980926514
2011-07-20,6.800000190734863
2011-07-21,6.920000076293945
2011-07-22,6.920000076293945
2011-07-25,7.199999809265137
2011-07-26,7.28000020980835
2011-07-27,6.800000190734863
2011-07-28,6.880000114440918
2011-07-29,6.639999866485596
2011-08-01,6.679999828338623
2011-08-02,6.400000095367432
2011-08-03,6.159999847412109
2011-08-04,5.639999866485596
2011-08-05,5.920000076293945
2011-08-08,5.119999885559082
2011-08-09,5.559999942779541
2011-08-10,5.159999847412109
2011-08-11,5.480000019073486
2011-08-12,5.360000133514404
2011-08-15,5.960000038146973
2011-08-16,5.800000190734863
2011-08-17,5.599999904632568
2011-08-18,5.28000020980835
2011-08-19,5.199999809265137
2011-08-22,5.119999885559082
2011-08-23,5.440000057220459
2011-08-24,5.519999980926514
2011-08-25,5.199999809265137
2011-08-26,5.599999904632568
2011-08-29,5.960000038146973
2011-08-30,5.800000190734863
2011-08-31,5.440000057220459
2011-09-01,5.28000020980835
2011-09-02,5.239999771118164
2011-09-06,5.159999847412109
2011-09-07,5.28000020980835
2011-09-08,5.28000020980835
2011-09-09,5.119999885559082
2011-09-12,5.320000171661377
2011-09-13,5.599999904632568
2011-09-14,5.599999904632568
2011-09-15,5.71999979019165
2011-09-16,5.559999942779541
2011-09-19,5.440000057220459
2011-09-20,5.119999885559082
2011-09-21,5.039999961853027
2011-09-22,4.679999828338623
2011-09-23,4.920000076293945
2011-09-26,4.760000228881836
2011-09-27,4.840000152587891
2011-09-28,4.639999866485596
2011-09-29,4.800000190734863
2011-09-30,4.800000190734863
2011-10-03,4.320000171661377
2011-10-04,4.559999942779541
2011-10-05,4.71999979019165
2011-10-06,4.840000152587891
2011-10-07,4.679999828338623
2011-10-10,4.840000152587891
2011-10-11,5.0
2011-10-12,5.199999809265137
2011-10-13,5.199999809265137
2011-10-14,5.360000133514404
2011-10-17,4.800000190734863
2011-10-18,5.039999961853027
2011-10-19,4.920000076293945
2011-10-20,4.920000076293945
2011-10-21,4.960000038146973
2011-10-24,5.199999809265137
2011-10-25,4.880000114440918
2011-10-26,5.519999980926514
2011-10-27,5.920000076293945
2011-10-28,5.960000038146973
2011-10-31,5.599999904632568
2011-11-01,5.239999771118164
2011-11-02,5.519999980926514
2011-11-03,5.679999828338623
2011-11-04,5.840000152587891
2011-11-07,5.71999979019165
2011-11-08,5.760000228881836
2011-11-09,5.320000171661377
2011-11-10,5.400000095367432
2011-11-11,5.599999904632568
2011-11-14,5.239999771118164
2011-11-15,5.159999847412109
2011-11-16,5.039999961853027
2011-11-17,4.880000114440918
2011-11-18,4.960000038146973
2011-11-21,4.71999979019165
2011-11-22,4.519999980926514
2011-11-23,4.400000095367432
2011-11-25,4.519999980926514
2011-11-28,4.639999866485596
2011-11-29,4.760000228881836
2011-11-30,5.079999923706055
2011-12-01,5.119999885559082
2011-12-02,5.320000171661377
2011-12-05,5.320000171661377
2011-12-06,5.519999980926514
2011-12-07,5.480000019073486
2011-12-08,5.079999923706055
2011-12-09,5.400000095367432
2011-12-12,5.119999885559082
2011-12-13,4.880000114440918
