,CID
2015-08-20,34.70000076293945
2015-08-21,33.93000030517578
2015-08-24,33.13999938964844
2015-08-25,33.189998626708984
2015-08-26,33.02000045776367
2015-08-27,33.7400016784668
2015-08-28,33.7400016784668
2015-08-31,33.56999969482422
2015-09-01,32.560001373291016
2015-09-02,32.560001373291016
2015-09-03,32.849998474121094
2015-09-04,32.380001068115234
2015-09-08,32.380001068115234
2015-09-09,32.380001068115234
2015-09-10,33.38999938964844
2015-09-11,33.20000076293945
2015-09-14,33.20000076293945
2015-09-15,33.119998931884766
2015-09-16,33.119998931884766
2015-09-17,33.84000015258789
2015-09-18,33.84000015258789
2015-09-21,33.84000015258789
2015-09-22,32.06999969482422
2015-09-23,32.06999969482422
2015-09-24,32.06999969482422
2015-09-25,32.36000061035156
2015-09-28,32.36000061035156
2015-09-29,31.559999465942383
2015-09-30,32.099998474121094
2015-10-01,32.099998474121094
2015-10-02,32.66999816894531
2015-10-05,32.66999816894531
2015-10-06,33.52000045776367
2015-10-07,33.52000045776367
2015-10-08,33.970001220703125
2015-10-09,34.529998779296875
2015-10-12,34.5
2015-10-13,34.099998474121094
2015-10-14,34.27000045776367
2015-10-15,34.689998626708984
2015-10-16,34.689998626708984
2015-10-19,34.099998474121094
2015-10-20,34.099998474121094
2015-10-21,34.099998474121094
2015-10-22,34.599998474121094
2015-10-23,34.86000061035156
2015-10-26,34.70000076293945
2015-10-27,34.349998474121094
2015-10-28,34.349998474121094
2015-10-29,34.349998474121094
2015-10-30,34.23400115966797
2015-11-02,34.176998138427734
2015-11-03,34.47999954223633
2015-11-04,34.47999954223633
2015-11-05,33.9900016784668
2015-11-06,33.63999938964844
2015-11-09,33.20000076293945
2015-11-10,33.20000076293945
2015-11-11,33.20000076293945
2015-11-12,33.20000076293945
2015-11-13,32.7599983215332
2015-11-16,33.209999084472656
2015-11-17,33.11000061035156
2015-11-18,33.441001892089844
2015-11-19,33.441001892089844
2015-11-20,33.65999984741211
2015-11-23,33.345001220703125
2015-11-24,33.36000061035156
2015-11-25,33.29100036621094
2015-11-27,33.29100036621094
2015-11-30,33.29100036621094
2015-12-01,33.29100036621094
2015-12-02,33.540000915527344
2015-12-03,33.36000061035156
2015-12-04,33.65999984741211
2015-12-07,33.470001220703125
2015-12-08,32.880001068115234
2015-12-09,32.470001220703125
2015-12-10,32.66999816894531
2015-12-11,32.10200119018555
2015-12-14,31.950000762939453
2015-12-15,32.14099884033203
2015-12-16,32.779998779296875
2015-12-17,32.308998107910156
2015-12-18,31.8799991607666
2015-12-21,31.899999618530273
2015-12-22,32.18000030517578
2015-12-23,32.68000030517578
2015-12-24,32.68000030517578
2015-12-28,32.459999084472656
2015-12-29,32.869998931884766
2015-12-30,32.68000030517578
2015-12-31,32.25
2016-01-04,31.700000762939453
2016-01-05,31.59000015258789
2016-01-06,30.886999130249023
2016-01-07,30.28499984741211
2016-01-08,30.424999237060547
2016-01-11,30.361000061035156
2016-01-12,30.600000381469727
2016-01-13,30.139999389648438
2016-01-14,30.360000610351562
2016-01-15,29.447999954223633
2016-01-19,29.391000747680664
2016-01-20,29.139999389648438
2016-01-21,29.451000213623047
2016-01-22,30.190000534057617
2016-01-25,29.892000198364258
2016-01-26,30.29800033569336
2016-01-27,30.709999084472656
2016-01-28,30.709999084472656
2016-01-29,30.709999084472656
2016-02-01,31.030000686645508
2016-02-02,30.25
2016-02-03,29.981000900268555
2016-02-04,30.84000015258789
2016-02-05,30.469999313354492
2016-02-08,29.820999145507812
2016-02-09,29.510000228881836
2016-02-10,29.510000228881836
2016-02-11,29.090999603271484
2016-02-12,29.639999389648438
2016-02-16,30.030000686645508
2016-02-17,30.299999237060547
2016-02-18,30.577999114990234
2016-02-19,30.479999542236328
2016-02-22,30.479999542236328
2016-02-23,30.334999084472656
2016-02-24,29.989999771118164
2016-02-25,30.34000015258789
2016-02-26,30.195999145507812
2016-02-29,30.270000457763672
2016-03-01,30.68000030517578
2016-03-02,30.950000762939453
2016-03-03,30.950000762939453
2016-03-04,31.690000534057617
2016-03-07,31.690000534057617
2016-03-08,31.280000686645508
2016-03-09,31.709999084472656
2016-03-10,31.354000091552734
2016-03-11,32.189998626708984
2016-03-14,32.10900115966797
2016-03-15,31.9689998626709
2016-03-16,32.4900016784668
2016-03-17,32.91999816894531
2016-03-18,32.869998931884766
2016-03-21,32.81999969482422
2016-03-22,32.564998626708984
2016-03-23,32.33000183105469
2016-03-24,32.02000045776367
2016-03-28,32.23500061035156
2016-03-29,32.06999969482422
2016-03-30,32.849998474121094
2016-03-31,32.689998626708984
2016-04-01,32.189998626708984
2016-04-04,32.28900146484375
2016-04-05,31.707000732421875
2016-04-06,32.064998626708984
2016-04-07,31.650999069213867
2016-04-08,32.09600067138672
2016-04-11,32.354000091552734
2016-04-12,32.66999816894531
2016-04-13,32.66999816894531
2016-04-14,33.09000015258789
2016-04-15,33.005001068115234
2016-04-18,33.029998779296875
2016-04-19,33.400001525878906
2016-04-20,33.500999450683594
2016-04-21,33.064998626708984
2016-04-22,33.060001373291016
2016-04-25,33.00400161743164
2016-04-26,33.229000091552734
2016-04-27,33.180999755859375
2016-04-28,32.86000061035156
2016-04-29,32.790000915527344
2016-05-02,33.189998626708984
2016-05-03,32.7599983215332
2016-05-04,32.36000061035156
2016-05-05,32.29999923706055
2016-05-06,32.2599983215332
2016-05-09,32.229000091552734
2016-05-10,32.4900016784668
2016-05-11,32.439998626708984
2016-05-12,32.2400016784668
2016-05-13,31.889999389648438
2016-05-16,32.119998931884766
2016-05-17,31.82900047302246
2016-05-18,32.08000183105469
2016-05-19,31.540000915527344
2016-05-20,31.799999237060547
2016-05-23,31.663999557495117
2016-05-24,32.130001068115234
2016-05-25,32.380001068115234
2016-05-26,32.393001556396484
2016-05-27,32.393001556396484
2016-05-31,32.290000915527344
2016-06-01,32.16999816894531
2016-06-02,32.17300033569336
2016-06-03,32.4900016784668
2016-06-06,32.68899917602539
2016-06-07,32.970001220703125
2016-06-08,33.01300048828125
2016-06-09,32.54999923706055
2016-06-10,31.729999542236328
2016-06-13,31.398000717163086
2016-06-14,30.729999542236328
2016-06-15,31.010000228881836
2016-06-16,30.290000915527344
2016-06-17,31.219999313354492
2016-06-20,32.17100143432617
2016-06-21,32.013999938964844
2016-06-22,32.013999938964844
2016-06-23,32.85300064086914
2016-06-24,30.1200008392334
2016-06-27,29.010000228881836
2016-06-28,29.583999633789062
2016-06-29,30.479999542236328
2016-06-30,30.849000930786133
2016-07-01,31.229999542236328
2016-07-05,30.16900062561035
2016-07-06,30.16900062561035
2016-07-07,29.950000762939453
2016-07-08,29.950000762939453
2016-07-11,30.808000564575195
2016-07-12,31.299999237060547
2016-07-13,31.299999237060547
2016-07-14,31.68400001525879
2016-07-15,31.440000534057617
2016-07-18,31.600000381469727
2016-07-19,31.360000610351562
2016-07-20,31.549999237060547
2016-07-21,31.5
2016-07-22,31.510000228881836
2016-07-25,31.490999221801758
2016-07-26,31.670000076293945
2016-07-27,31.701000213623047
2016-07-28,31.8799991607666
2016-07-29,32.13800048828125
2016-08-01,31.829999923706055
2016-08-02,31.940000534057617
2016-08-03,31.736000061035156
2016-08-04,31.75
2016-08-05,32.0
2016-08-08,32.215999603271484
2016-08-09,32.45000076293945
2016-08-10,32.540000915527344
2016-08-11,32.540000915527344
2016-08-12,32.59000015258789
2016-08-15,32.611000061035156
2016-08-16,32.45899963378906
2016-08-17,32.42499923706055
2016-08-18,32.33000183105469
2016-08-19,32.27000045776367
2016-08-22,32.22999954223633
2016-08-23,32.40999984741211
2016-08-24,32.40999984741211
2016-08-25,32.35200119018555
2016-08-26,31.979999542236328
2016-08-29,32.18000030517578
2016-08-30,32.04100036621094
2016-08-31,31.983999252319336
2016-09-01,32.275001525878906
2016-09-02,32.64899826049805
2016-09-06,32.98699951171875
2016-09-07,32.529998779296875
2016-09-08,32.689998626708984
2016-09-09,32.0099983215332
2016-09-12,32.138999938964844
2016-09-13,31.3700008392334
2016-09-14,31.489999771118164
2016-09-15,31.850000381469727
2016-09-16,31.479999542236328
2016-09-19,31.68000030517578
2016-09-20,31.709999084472656
2016-09-21,32.099998474121094
2016-09-22,32.380001068115234
2016-09-23,32.20000076293945
2016-09-26,31.84000015258789
2016-09-27,31.975000381469727
2016-09-28,32.20000076293945
2016-09-29,31.90999984741211
2016-09-30,32.13999938964844
2016-10-03,32.0099983215332
2016-10-04,31.920000076293945
2016-10-05,32.04499816894531
2016-10-06,31.809999465942383
2016-10-07,31.393999099731445
2016-10-10,31.393999099731445
2016-10-11,31.215999603271484
2016-10-12,31.211000442504883
2016-10-13,31.229999542236328
2016-10-14,31.302000045776367
2016-10-17,31.104000091552734
2016-10-18,31.5
2016-10-19,31.5
2016-10-20,31.469999313354492
2016-10-21,31.3700008392334
2016-10-24,31.3700008392334
2016-10-25,31.3700008392334
2016-10-26,31.308000564575195
2016-10-27,31.209999084472656
2016-10-28,31.259000778198242
2016-10-31,31.259000778198242
2016-11-01,31.23900032043457
2016-11-02,30.989999771118164
2016-11-03,31.009000778198242
2016-11-04,30.770999908447266
2016-11-07,31.024999618530273
2016-11-08,31.290000915527344
2016-11-09,30.969999313354492
2016-11-10,30.8799991607666
2016-11-11,30.61199951171875
2016-11-14,30.385000228881836
2016-11-15,30.649999618530273
2016-11-16,30.329999923706055
2016-11-17,30.459999084472656
2016-11-18,30.299999237060547
2016-11-21,30.413999557495117
2016-11-22,30.56100082397461
2016-11-23,30.43899917602539
2016-11-25,30.649999618530273
2016-11-28,30.450000762939453
2016-11-29,30.719999313354492
2016-11-30,30.66900062561035
2016-12-01,30.610000610351562
2016-12-02,30.709999084472656
2016-12-05,30.899999618530273
2016-12-06,31.136999130249023
2016-12-07,31.59000015258789
2016-12-08,31.5
2016-12-09,31.54800033569336
2016-12-12,31.594999313354492
2016-12-13,31.90999984741211
2016-12-14,31.531999588012695
2016-12-15,31.219999313354492
2016-12-16,31.25200080871582
2016-12-19,31.190000534057617
2016-12-20,31.283000946044922
2016-12-21,31.309999465942383
2016-12-22,31.257999420166016
2016-12-23,31.270000457763672
2016-12-27,31.43899917602539
2016-12-28,31.145999908447266
2016-12-29,31.347000122070312
2016-12-30,31.389999389648438
2017-01-03,31.59000015258789
2017-01-04,31.889999389648438
2017-01-05,31.889999389648438
2017-01-06,32.027000427246094
2017-01-09,32.00699996948242
2017-01-10,31.933000564575195
2017-01-11,32.13999938964844
2017-01-12,32.13999938964844
2017-01-13,32.27000045776367
2017-01-17,32.279998779296875
2017-01-18,32.071998596191406
2017-01-19,32.012001037597656
2017-01-20,32.119998931884766
2017-01-23,32.196998596191406
2017-01-24,32.375
2017-01-25,32.630001068115234
2017-01-26,32.409000396728516
2017-01-27,32.439998626708984
2017-01-30,32.09000015258789
2017-01-31,32.2599983215332
2017-02-01,32.33000183105469
2017-02-02,32.470001220703125
2017-02-03,32.499000549316406
2017-02-06,32.20800018310547
2017-02-07,32.2400016784668
2017-02-08,32.40999984741211
2017-02-09,32.47800064086914
2017-02-10,32.54999923706055
2017-02-13,32.57099914550781
2017-02-14,32.5989990234375
2017-02-15,32.66999816894531
2017-02-16,32.77000045776367
2017-02-17,32.66999816894531
2017-02-21,32.66899871826172
2017-02-22,32.66999816894531
2017-02-23,32.7130012512207
2017-02-24,32.7130012512207
2017-02-27,32.459999084472656
2017-02-28,32.33000183105469
2017-03-01,32.61000061035156
2017-03-02,32.5
2017-03-03,32.58000183105469
2017-03-06,32.54600143432617
2017-03-07,32.415000915527344
2017-03-08,32.284000396728516
2017-03-09,32.481998443603516
2017-03-10,32.70000076293945
2017-03-13,32.75
2017-03-14,32.47999954223633
2017-03-15,32.65999984741211
2017-03-16,33.11000061035156
2017-03-17,33.33000183105469
2017-03-20,33.11000061035156
2017-03-21,33.125
2017-03-22,33.125
2017-03-23,33.17900085449219
2017-03-24,33.15999984741211
2017-03-27,33.29199981689453
2017-03-28,33.426998138427734
2017-03-29,33.42499923706055
2017-03-30,33.400001525878906
2017-03-31,33.41999816894531
2017-04-03,33.17900085449219
2017-04-04,33.17900085449219
2017-04-05,33.18000030517578
2017-04-06,33.18899917602539
2017-04-07,33.15999984741211
2017-04-10,33.220001220703125
2017-04-11,33.310001373291016
2017-04-12,33.332000732421875
2017-04-13,33.16999816894531
2017-04-17,33.40999984741211
2017-04-18,32.91999816894531
2017-04-19,32.709999084472656
2017-04-20,32.939998626708984
2017-04-21,32.92499923706055
2017-04-24,33.59000015258789
2017-04-25,33.779998779296875
2017-04-26,33.73400115966797
2017-04-27,33.630001068115234
2017-04-28,33.529998779296875
2017-05-01,33.814998626708984
2017-05-02,33.869998931884766
2017-05-03,33.75
2017-05-04,34.05500030517578
2017-05-05,34.31999969482422
2017-05-08,34.209999084472656
2017-05-09,34.077999114990234
2017-05-10,34.2400016784668
2017-05-11,34.029998779296875
2017-05-12,34.209999084472656
2017-05-15,34.404998779296875
2017-05-16,34.47999954223633
2017-05-17,34.209999084472656
2017-05-18,34.249000549316406
2017-05-19,34.65800094604492
2017-05-22,34.810001373291016
2017-05-23,34.880001068115234
2017-05-24,34.94300079345703
2017-05-25,34.90599822998047
2017-05-26,34.779998779296875
2017-05-30,34.7400016784668
2017-05-31,34.7400016784668
2017-06-01,34.979000091552734
2017-06-02,35.09000015258789
2017-06-05,34.90599822998047
2017-06-06,34.869998931884766
2017-06-07,34.81999969482422
2017-06-08,34.779998779296875
2017-06-09,34.68899917602539
2017-06-12,34.54999923706055
2017-06-13,34.560001373291016
2017-06-14,34.560001373291016
2017-06-15,34.130001068115234
2017-06-16,34.5099983215332
2017-06-19,34.560001373291016
2017-06-20,34.130001068115234
2017-06-21,34.06999969482422
2017-06-22,34.117000579833984
2017-06-23,34.22999954223633
2017-06-26,34.34000015258789
2017-06-27,34.27000045776367
2017-06-28,34.73899841308594
2017-06-29,34.41999816894531
2017-06-30,34.32400131225586
2017-07-03,34.45800018310547
2017-07-05,34.3129997253418
2017-07-06,34.209999084472656
2017-07-07,34.3650016784668
2017-07-10,34.36899948120117
2017-07-11,34.2859992980957
2017-07-12,34.71200180053711
2017-07-13,34.71200180053711
2017-07-14,35.04199981689453
2017-07-17,34.983001708984375
2017-07-18,35.08000183105469
2017-07-19,35.32899856567383
2017-07-20,35.45000076293945
2017-07-21,35.284000396728516
2017-07-24,35.24599838256836
2017-07-25,35.3129997253418
2017-07-26,35.61000061035156
2017-07-27,35.540000915527344
2017-07-28,35.540000915527344
2017-07-31,35.599998474121094
2017-08-01,35.85499954223633
2017-08-02,35.917999267578125
2017-08-03,35.900001525878906
2017-08-04,35.900001525878906
2017-08-07,35.85300064086914
2017-08-08,35.709999084472656
2017-08-09,35.70000076293945
2017-08-10,35.32500076293945
2017-08-11,35.308998107910156
2017-08-14,35.47999954223633
2017-08-15,35.349998474121094
2017-08-16,35.65999984741211
2017-08-17,35.119998931884766
2017-08-18,35.38999938964844
2017-08-21,35.27000045776367
2017-08-22,35.367000579833984
2017-08-23,35.36000061035156
2017-08-24,35.31999969482422
2017-08-25,35.43600082397461
2017-08-28,35.43600082397461
2017-08-29,35.303001403808594
2017-08-30,35.28499984741211
