,CNCR
2015-10-14,25.09000015258789
2015-10-15,29.0
2015-10-16,26.979999542236328
2015-10-19,27.200000762939453
2015-10-20,26.459999084472656
2015-10-21,26.219999313354492
2015-10-22,26.350000381469727
2015-10-23,27.049999237060547
2015-10-26,27.200000762939453
2015-10-27,27.700000762939453
2015-10-28,28.530000686645508
2015-10-29,27.889999389648438
2015-10-30,27.649999618530273
2015-11-02,29.18000030517578
2015-11-03,29.799999237060547
2015-11-04,29.920000076293945
2015-11-05,29.68000030517578
2015-11-06,29.68000030517578
2015-11-09,30.079999923706055
2015-11-10,30.25
2015-11-11,29.6299991607666
2015-11-12,28.959999084472656
2015-11-13,29.360000610351562
2015-11-16,29.110000610351562
2015-11-17,29.280000686645508
2015-11-18,29.899999618530273
2015-11-19,29.440000534057617
2015-11-20,29.600000381469727
2015-11-23,30.200000762939453
2015-11-24,30.15999984741211
2015-11-25,30.920000076293945
2015-11-27,31.15999984741211
2015-11-30,30.790000915527344
2015-12-01,30.6299991607666
2015-12-02,30.559999465942383
2015-12-03,29.68000030517578
2015-12-04,30.148000717163086
2015-12-07,28.850000381469727
2015-12-08,29.100000381469727
2015-12-09,28.089000701904297
2015-12-10,28.381999969482422
2015-12-11,27.520000457763672
2015-12-14,26.951000213623047
2015-12-15,27.559999465942383
2015-12-16,28.774999618530273
2015-12-17,28.25
2015-12-18,28.238000869750977
2015-12-21,28.360000610351562
2015-12-22,28.260000228881836
2015-12-23,28.87700080871582
2015-12-24,29.115999221801758
2015-12-28,28.43000030517578
2015-12-29,28.920000076293945
2015-12-30,29.010000228881836
2015-12-31,28.559999465942383
2016-01-04,27.5
2016-01-05,27.363000869750977
2016-01-06,26.253000259399414
2016-01-07,24.739999771118164
2016-01-08,24.31999969482422
2016-01-11,23.0
2016-01-12,23.43000030517578
2016-01-13,21.704999923706055
2016-01-14,22.3700008392334
2016-01-15,21.874000549316406
2016-01-19,21.280000686645508
2016-01-20,21.975000381469727
2016-01-21,21.850000381469727
2016-01-22,22.260000228881836
2016-01-25,22.229999542236328
2016-01-26,22.049999237060547
2016-01-27,21.040000915527344
2016-01-28,20.270000457763672
2016-01-29,20.729999542236328
2016-02-01,21.059999465942383
2016-02-02,20.3700008392334
2016-02-03,19.985000610351562
2016-02-04,20.437999725341797
2016-02-05,19.69499969482422
2016-02-08,18.850000381469727
2016-02-09,19.100000381469727
2016-02-10,18.979999542236328
2016-02-11,18.649999618530273
2016-02-12,19.200000762939453
2016-02-16,20.167999267578125
2016-02-17,20.899999618530273
2016-02-18,20.319000244140625
2016-02-19,20.520000457763672
2016-02-22,20.649999618530273
2016-02-23,19.93000030517578
2016-02-24,20.049999237060547
2016-02-25,20.010000228881836
2016-02-26,20.691999435424805
2016-02-29,20.05699920654297
2016-03-01,21.145999908447266
2016-03-02,21.972999572753906
2016-03-03,21.8799991607666
2016-03-04,22.090999603271484
2016-03-07,22.363000869750977
2016-03-08,21.700000762939453
2016-03-09,21.350000381469727
2016-03-10,20.690000534057617
2016-03-11,21.31999969482422
2016-03-14,21.479999542236328
2016-03-15,20.33300018310547
2016-03-16,20.209999084472656
2016-03-17,20.18000030517578
2016-03-18,20.709999084472656
2016-03-21,21.290000915527344
2016-03-22,21.860000610351562
2016-03-23,20.649999618530273
2016-03-24,20.618999481201172
2016-03-28,20.649999618530273
2016-03-29,20.8799991607666
2016-03-30,21.222999572753906
2016-03-31,21.700000762939453
2016-04-01,22.25
2016-04-04,22.683000564575195
2016-04-05,22.649999618530273
2016-04-06,24.0
2016-04-07,24.04400062561035
2016-04-08,23.440000534057617
2016-04-11,23.010000228881836
2016-04-12,23.18000030517578
2016-04-13,23.81999969482422
2016-04-14,23.920000076293945
2016-04-15,23.93600082397461
2016-04-18,24.038999557495117
2016-04-19,23.73900032043457
2016-04-20,23.641000747680664
2016-04-21,24.04400062561035
2016-04-22,24.270999908447266
2016-04-25,24.25
2016-04-26,23.492000579833984
2016-04-27,23.290000915527344
2016-04-28,23.219999313354492
2016-04-29,22.70599937438965
2016-05-02,22.989999771118164
2016-05-03,22.329999923706055
2016-05-04,21.420000076293945
2016-05-05,21.209999084472656
2016-05-06,21.139999389648438
2016-05-09,22.170000076293945
2016-05-10,21.780000686645508
2016-05-11,21.229999542236328
2016-05-12,20.760000228881836
2016-05-13,20.90999984741211
2016-05-16,21.229999542236328
2016-05-17,21.197999954223633
2016-05-18,21.670000076293945
2016-05-19,21.31999969482422
2016-05-20,22.030000686645508
2016-05-23,22.469999313354492
2016-05-24,22.809999465942383
2016-05-25,23.045000076293945
2016-05-26,23.030000686645508
2016-05-27,23.079999923706055
2016-05-31,23.70400047302246
2016-06-01,23.850000381469727
2016-06-02,24.56999969482422
2016-06-03,24.253000259399414
2016-06-06,24.780000686645508
2016-06-07,24.43000030517578
2016-06-08,24.389999389648438
2016-06-09,23.746000289916992
2016-06-10,23.10700035095215
2016-06-13,22.610000610351562
2016-06-14,22.305999755859375
2016-06-15,22.690000534057617
2016-06-16,22.760000228881836
2016-06-17,22.155000686645508
2016-06-20,22.809999465942383
2016-06-21,22.610000610351562
2016-06-22,22.40999984741211
2016-06-23,22.91699981689453
2016-06-24,21.850000381469727
2016-06-27,20.891000747680664
2016-06-28,22.066999435424805
2016-06-29,22.690000534057617
2016-06-30,22.725000381469727
2016-07-01,23.43000030517578
2016-07-05,23.059999465942383
2016-07-06,23.520000457763672
2016-07-07,23.336999893188477
2016-07-08,23.56999969482422
2016-07-11,23.479000091552734
2016-07-12,23.719999313354492
2016-07-13,23.200000762939453
2016-07-14,22.95800018310547
2016-07-15,23.110000610351562
2016-07-18,23.059999465942383
2016-07-19,22.450000762939453
2016-07-20,23.139999389648438
2016-07-21,23.420000076293945
2016-07-22,23.260000228881836
2016-07-25,23.350000381469727
2016-07-26,23.459999084472656
2016-07-27,24.297000885009766
2016-07-28,24.299999237060547
2016-07-29,24.476999282836914
2016-08-01,24.774999618530273
2016-08-02,24.867000579833984
2016-08-03,25.600000381469727
2016-08-04,25.399999618530273
2016-08-05,25.899999618530273
2016-08-08,25.399999618530273
2016-08-09,25.69099998474121
2016-08-10,25.030000686645508
2016-08-11,25.163000106811523
2016-08-12,25.56999969482422
2016-08-15,25.920000076293945
2016-08-16,25.625999450683594
2016-08-17,25.054000854492188
2016-08-18,25.090999603271484
2016-08-19,24.920000076293945
2016-08-22,25.399999618530273
2016-08-23,25.489999771118164
2016-08-24,24.270000457763672
2016-08-25,23.988000869750977
2016-08-26,24.329999923706055
2016-08-29,24.541000366210938
2016-08-30,24.54599952697754
2016-08-31,24.079999923706055
2016-09-01,24.030000686645508
2016-09-02,24.09000015258789
2016-09-06,24.625
2016-09-07,24.829999923706055
2016-09-08,25.09000015258789
2016-09-09,24.389999389648438
2016-09-12,25.027999877929688
2016-09-13,24.540000915527344
2016-09-14,25.15399932861328
2016-09-15,25.54800033569336
2016-09-16,25.649999618530273
2016-09-19,25.559999465942383
2016-09-20,25.950000762939453
2016-09-21,26.100000381469727
2016-09-22,26.18000030517578
2016-09-23,26.09000015258789
2016-09-26,25.639999389648438
2016-09-27,26.280000686645508
2016-09-28,26.30699920654297
2016-09-29,25.43000030517578
2016-09-30,25.809999465942383
2016-10-03,25.700000762939453
2016-10-04,25.700000762939453
2016-10-05,26.100000381469727
2016-10-06,25.420000076293945
2016-10-07,25.238000869750977
2016-10-10,25.899999618530273
2016-10-11,24.905000686645508
2016-10-12,23.860000610351562
2016-10-13,23.56999969482422
2016-10-14,22.81999969482422
2016-10-17,22.6299991607666
2016-10-18,22.90999984741211
2016-10-19,22.530000686645508
2016-10-20,22.885000228881836
2016-10-21,22.799999237060547
2016-10-24,22.399999618530273
2016-10-25,22.200000762939453
2016-10-26,21.86199951171875
2016-10-27,21.350000381469727
2016-10-28,21.058000564575195
2016-10-31,21.049999237060547
2016-11-01,21.16900062561035
2016-11-02,20.700000762939453
2016-11-03,19.81999969482422
2016-11-04,20.489999771118164
2016-11-07,21.3799991607666
2016-11-08,21.756000518798828
2016-11-09,23.719999313354492
2016-11-10,24.329999923706055
2016-11-11,24.608999252319336
2016-11-14,25.2810001373291
2016-11-15,25.297000885009766
2016-11-16,24.78700065612793
2016-11-17,24.628999710083008
2016-11-18,24.5
2016-11-21,24.600000381469727
2016-11-22,24.121999740600586
2016-11-23,24.1200008392334
2016-11-25,24.334999084472656
2016-11-28,23.336999893188477
2016-11-29,23.389999389648438
2016-11-30,22.700000762939453
2016-12-01,22.079999923706055
2016-12-02,22.565000534057617
2016-12-05,22.889999389648438
2016-12-06,23.444000244140625
2016-12-07,22.5
2016-12-08,22.5
2016-12-09,22.790000915527344
2016-12-12,22.420000076293945
2016-12-13,22.445999145507812
2016-12-14,22.048999786376953
2016-12-15,22.264999389648438
2016-12-16,22.5
2016-12-19,22.111000061035156
2016-12-20,22.1200008392334
2016-12-21,21.70400047302246
2016-12-22,21.229999542236328
2016-12-23,22.079999923706055
2016-12-27,22.049999237060547
2016-12-28,21.360000610351562
2016-12-29,21.381999969482422
2016-12-30,21.243000030517578
2017-01-03,21.6200008392334
2017-01-04,22.367000579833984
2017-01-05,22.440000534057617
2017-01-06,22.649999618530273
2017-01-09,22.899999618530273
2017-01-10,22.840999603271484
2017-01-11,22.25
2017-01-12,22.280000686645508
2017-01-13,22.52899932861328
2017-01-17,21.799999237060547
2017-01-18,21.86199951171875
2017-01-19,21.489999771118164
2017-01-20,21.329999923706055
2017-01-23,21.180999755859375
2017-01-24,21.24799919128418
2017-01-25,21.490999221801758
2017-01-26,21.450000762939453
2017-01-27,21.6200008392334
2017-01-30,21.1200008392334
2017-01-31,22.024999618530273
2017-02-01,22.030000686645508
2017-02-02,22.1200008392334
2017-02-03,22.6200008392334
2017-02-06,22.624000549316406
2017-02-07,22.399999618530273
2017-02-08,22.388999938964844
2017-02-09,22.68000030517578
2017-02-10,22.655000686645508
2017-02-13,22.670000076293945
2017-02-14,23.1299991607666
2017-02-15,23.469999313354492
2017-02-16,23.270000457763672
2017-02-17,23.469999313354492
2017-02-21,23.267000198364258
2017-02-22,22.93400001525879
2017-02-23,22.489999771118164
2017-02-24,22.260000228881836
2017-02-27,23.440000534057617
2017-02-28,23.56999969482422
2017-03-01,24.139999389648438
2017-03-02,24.052000045776367
2017-03-03,24.225000381469727
2017-03-06,23.979999542236328
2017-03-07,23.315000534057617
2017-03-08,23.76099967956543
2017-03-09,24.160999298095703
2017-03-10,24.739999771118164
2017-03-13,24.916000366210938
2017-03-14,24.299999237060547
2017-03-15,24.739999771118164
2017-03-16,24.469999313354492
2017-03-17,24.488000869750977
2017-03-20,24.709999084472656
2017-03-21,23.559999465942383
2017-03-22,23.59000015258789
2017-03-23,23.488000869750977
2017-03-24,23.448999404907227
2017-03-27,23.889999389648438
2017-03-28,23.739999771118164
2017-03-29,24.149999618530273
2017-03-30,24.170000076293945
2017-03-31,24.299999237060547
2017-04-03,24.020000457763672
2017-04-04,23.809999465942383
2017-04-05,23.079999923706055
2017-04-06,22.739999771118164
2017-04-07,22.780000686645508
2017-04-10,22.950000762939453
2017-04-11,22.700000762939453
2017-04-12,22.770000457763672
2017-04-13,22.777000427246094
2017-04-17,22.8700008392334
2017-04-18,22.549999237060547
2017-04-19,22.709999084472656
2017-04-20,23.040000915527344
2017-04-21,22.719999313354492
2017-04-24,23.059999465942383
2017-04-25,23.5
2017-04-26,23.809999465942383
2017-04-27,23.676000595092773
2017-04-28,23.3700008392334
2017-05-01,23.510000228881836
2017-05-02,23.117000579833984
2017-05-03,22.899999618530273
2017-05-04,23.100000381469727
2017-05-05,22.610000610351562
2017-05-08,21.760000228881836
2017-05-09,22.0
2017-05-10,22.030000686645508
2017-05-11,21.975000381469727
2017-05-12,22.59000015258789
2017-05-15,22.843000411987305
2017-05-16,22.834999084472656
2017-05-17,22.32900047302246
2017-05-18,22.530000686645508
2017-05-19,22.200000762939453
2017-05-22,22.381999969482422
2017-05-23,22.639999389648438
2017-05-24,22.9689998626709
2017-05-25,22.614999771118164
2017-05-26,22.100000381469727
2017-05-30,21.700000762939453
2017-05-31,21.3700008392334
2017-06-01,21.860000610351562
2017-06-02,22.351999282836914
2017-06-05,21.81999969482422
2017-06-06,21.766000747680664
2017-06-07,21.809999465942383
2017-06-08,21.649999618530273
2017-06-09,21.540000915527344
2017-06-12,21.448999404907227
2017-06-13,21.610000610351562
2017-06-14,21.565000534057617
2017-06-15,21.218000411987305
2017-06-16,21.489999771118164
2017-06-19,22.1200008392334
2017-06-20,22.280000686645508
2017-06-21,22.850000381469727
2017-06-22,23.420000076293945
2017-06-23,23.67799949645996
2017-06-26,23.92300033569336
2017-06-27,23.219999313354492
2017-06-28,23.709999084472656
2017-06-29,23.350000381469727
2017-06-30,23.030000686645508
2017-07-03,23.350000381469727
2017-07-05,23.71500015258789
2017-07-06,23.445999145507812
2017-07-07,23.719999313354492
2017-07-10,23.382999420166016
2017-07-11,23.43000030517578
2017-07-12,23.638999938964844
2017-07-13,23.780000686645508
2017-07-14,23.92300033569336
2017-07-17,23.940000534057617
2017-07-18,23.969999313354492
2017-07-19,23.899999618530273
2017-07-20,23.982999801635742
2017-07-21,24.030000686645508
2017-07-24,24.39299964904785
2017-07-25,23.950000762939453
2017-07-26,24.010000228881836
2017-07-27,22.8799991607666
2017-07-28,23.200000762939453
2017-07-31,23.309999465942383
2017-08-01,22.950000762939453
2017-08-02,22.770000457763672
2017-08-03,22.860000610351562
2017-08-04,23.299999237060547
2017-08-07,23.649999618530273
