,CTIC
2006-06-27,16320.0
2006-06-28,16440.0
2006-06-29,17400.0
2006-06-30,17280.0
2006-07-03,16680.0
2006-07-05,16440.0
2006-07-06,17040.0
2006-07-07,16800.0
2006-07-10,16440.0
2006-07-11,15840.0
2006-07-12,15840.0
2006-07-13,15360.0
2006-07-14,15360.0
2006-07-17,14160.0
2006-07-18,13800.0
2006-07-19,14640.0
2006-07-20,15720.0
2006-07-21,14520.0
2006-07-24,15480.0
2006-07-25,15480.0
2006-07-26,15600.0
2006-07-27,14880.0
2006-07-28,15480.0
2006-07-31,15240.0
2006-08-01,14880.0
2006-08-02,15120.0
2006-08-03,15480.0
2006-08-04,15240.0
2006-08-07,14880.0
2006-08-08,15600.0
2006-08-09,16440.0
2006-08-10,15720.0
2006-08-11,15600.0
2006-08-14,15600.0
2006-08-15,15720.0
2006-08-16,16080.0
2006-08-17,15720.0
2006-08-18,15960.0
2006-08-21,15600.0
2006-08-22,15600.0
2006-08-23,19080.0
2006-08-24,19320.0
2006-08-25,18120.0
2006-08-28,19080.0
2006-08-29,18480.0
2006-08-30,18720.0
2006-08-31,18240.0
2006-09-01,18360.0
2006-09-05,18720.0
2006-09-06,20280.0
2006-09-07,19320.0
2006-09-08,19560.0
2006-09-11,19800.0
2006-09-12,20400.0
2006-09-13,22080.0
2006-09-14,23280.0
2006-09-15,23400.0
2006-09-18,24960.0
2006-09-19,21000.0
2006-09-20,19920.0
2006-09-21,21000.0
2006-09-22,20880.0
2006-09-25,20520.0
2006-09-26,21000.0
2006-09-27,20520.0
2006-09-28,20880.0
2006-09-29,20520.0
2006-10-02,19920.0
2006-10-03,19200.0
2006-10-04,19680.0
2006-10-05,19800.0
2006-10-06,19320.0
2006-10-09,19080.0
2006-10-10,19440.0
2006-10-11,19320.0
2006-10-12,19440.0
2006-10-13,19200.0
2006-10-16,19320.0
2006-10-17,19440.0
2006-10-18,20280.0
2006-10-19,19680.0
2006-10-20,19920.0
2006-10-23,19320.0
2006-10-24,19440.0
2006-10-25,19440.0
2006-10-26,19560.0
2006-10-27,19560.0
2006-10-30,19560.0
2006-10-31,19920.0
2006-11-01,19680.0
2006-11-02,19920.0
2006-11-03,19920.0
2006-11-06,18120.0
2006-11-07,18120.0
2006-11-08,18360.0
2006-11-09,18240.0
2006-11-10,17760.0
2006-11-13,17280.0
2006-11-14,17160.0
2006-11-15,17640.0
2006-11-16,18720.0
2006-11-17,20160.0
2006-11-20,20520.0
2006-11-21,20640.0
2006-11-22,20880.0
2006-11-24,22920.0
2006-11-27,21600.0
2006-11-28,23160.0
2006-11-29,22800.0
2006-11-30,21840.0
2006-12-01,21240.0
2006-12-04,22440.0
2006-12-05,23400.0
2006-12-06,22680.0
2006-12-07,21840.0
2006-12-08,22320.0
2006-12-11,23040.0
2006-12-12,22200.0
2006-12-13,22560.0
2006-12-14,21480.0
2006-12-15,21240.0
2006-12-18,21840.0
2006-12-19,22560.0
2006-12-20,22080.0
2006-12-21,21720.0
2006-12-22,20880.0
2006-12-26,21240.0
2006-12-27,21720.0
2006-12-28,21480.0
2006-12-29,21000.0
2007-01-03,21360.0
2007-01-04,21480.0
2007-01-05,20880.0
2007-01-08,20880.0
2007-01-09,20640.0
2007-01-10,21480.0
2007-01-11,21240.0
2007-01-12,21360.0
2007-01-16,21000.0
2007-01-17,20640.0
2007-01-18,20400.0
2007-01-19,20760.0
2007-01-22,20880.0
2007-01-23,20880.0
2007-01-24,21000.0
2007-01-25,20760.0
2007-01-26,20280.0
2007-01-29,19800.0
2007-01-30,20160.0
2007-01-31,20160.0
2007-02-01,19440.0
2007-02-02,19200.0
2007-02-05,18720.0
2007-02-06,18960.0
2007-02-07,19320.0
2007-02-08,19560.0
2007-02-09,18960.0
2007-02-12,19200.0
2007-02-13,19080.0
2007-02-14,18960.0
2007-02-15,18960.0
2007-02-16,18960.0
2007-02-20,18720.0
2007-02-21,18360.0
2007-02-22,18360.0
2007-02-23,18600.0
2007-02-26,18960.0
2007-02-27,18600.0
2007-02-28,18000.0
2007-03-01,18240.0
2007-03-02,17400.0
2007-03-05,17160.0
2007-03-06,17880.0
2007-03-07,18120.0
2007-03-08,18480.0
2007-03-09,18360.0
2007-03-12,18240.0
2007-03-13,19440.0
2007-03-14,20640.0
2007-03-15,19920.0
2007-03-16,19200.0
2007-03-19,18960.0
2007-03-20,19440.0
2007-03-21,19440.0
2007-03-22,19560.0
2007-03-23,19680.0
2007-03-26,19200.0
2007-03-27,18840.0
2007-03-28,19320.0
2007-03-29,19080.0
2007-03-30,19080.0
2007-04-02,19320.0
2007-04-03,19440.0
2007-04-04,19320.0
2007-04-05,20280.0
2007-04-09,20400.0
2007-04-10,19440.0
2007-04-11,21960.0
2007-04-12,17760.0
2007-04-13,18480.0
2007-04-16,17850.0
2007-04-17,17520.0
2007-04-18,17550.0
2007-04-19,17160.0
2007-04-20,16500.0
2007-04-23,16590.0
2007-04-24,16620.0
2007-04-25,16650.0
2007-04-26,16620.0
2007-04-27,16890.0
2007-04-30,16650.0
2007-05-01,16530.0
2007-05-02,16740.0
2007-05-03,16380.0
2007-05-04,16500.0
2007-05-07,16710.0
2007-05-08,16290.0
2007-05-09,16290.0
2007-05-10,16080.0
2007-05-11,16260.0
2007-05-14,16500.0
2007-05-15,16050.0
2007-05-16,15000.0
2007-05-17,15780.0
2007-05-18,15390.0
2007-05-21,15180.0
2007-05-22,15360.0
2007-05-23,15390.0
2007-05-24,15150.0
2007-05-25,15120.0
2007-05-29,15060.0
2007-05-30,14520.0
2007-05-31,14850.0
2007-06-01,14040.0
2007-06-04,12510.0
2007-06-05,12690.0
2007-06-06,12390.0
2007-06-07,11460.0
2007-06-08,10680.0
2007-06-11,10680.0
2007-06-12,10440.0
2007-06-13,10170.0
2007-06-14,10320.0
2007-06-15,10620.0
2007-06-18,10350.0
2007-06-19,10230.0
2007-06-20,9270.0
2007-06-21,8790.0
2007-06-22,9090.0
2007-06-25,8910.0
2007-06-26,9510.0
2007-06-27,9390.0
2007-06-28,9210.0
2007-06-29,9150.0
2007-07-02,9030.0
2007-07-03,9060.0
2007-07-05,10470.0
2007-07-06,11160.0
2007-07-09,12540.0
2007-07-10,13080.0
2007-07-11,13560.0
2007-07-12,12630.0
2007-07-13,12000.0
2007-07-16,13770.0
2007-07-17,14310.0
2007-07-18,14220.0
2007-07-19,14400.0
2007-07-20,13890.0
2007-07-23,13950.0
2007-07-24,13500.0
2007-07-25,13650.0
2007-07-26,12030.0
2007-07-27,11820.0
2007-07-30,11640.0
2007-07-31,12120.0
2007-08-01,11850.0
2007-08-02,11730.0
2007-08-03,11250.0
2007-08-06,11160.0
2007-08-07,10680.0
2007-08-08,10650.0
2007-08-09,10740.0
2007-08-10,10590.0
2007-08-13,10350.0
2007-08-14,10770.0
2007-08-15,10410.0
2007-08-16,10440.0
2007-08-17,11250.0
2007-08-20,11070.0
2007-08-21,11190.0
2007-08-22,11520.0
2007-08-23,11610.0
2007-08-24,11670.0
2007-08-27,11610.0
2007-08-28,11700.0
2007-08-29,11700.0
2007-08-30,11490.0
2007-08-31,11460.0
2007-09-04,11490.0
2007-09-05,11130.0
2007-09-06,11700.0
2007-09-07,11580.0
2007-09-10,10890.0
2007-09-11,11130.0
2007-09-12,11880.0
2007-09-13,11490.0
2007-09-14,11760.0
2007-09-17,11190.0
2007-09-18,11370.0
2007-09-19,11430.0
2007-09-20,11220.0
2007-09-21,11220.0
2007-09-24,11490.0
2007-09-25,11250.0
2007-09-26,11130.0
2007-09-27,11220.0
2007-09-28,11010.0
2007-10-01,10950.0
2007-10-02,11040.0
2007-10-03,11130.0
2007-10-04,10920.0
2007-10-05,11250.0
2007-10-08,11220.0
2007-10-09,11280.0
2007-10-10,11490.0
2007-10-11,11550.0
2007-10-12,11550.0
2007-10-15,11610.0
2007-10-16,11220.0
2007-10-17,11160.0
2007-10-18,11130.0
2007-10-19,10680.0
2007-10-22,10560.0
2007-10-23,10620.0
2007-10-24,10950.0
2007-10-25,10950.0
2007-10-26,11100.0
2007-10-29,10860.0
2007-10-30,10860.0
2007-10-31,10740.0
2007-11-01,10470.0
2007-11-02,10380.0
2007-11-05,9510.0
2007-11-06,9300.0
2007-11-07,9180.0
2007-11-08,8730.0
2007-11-09,8850.0
2007-11-12,9000.0
2007-11-13,8700.0
2007-11-14,8850.0
2007-11-15,8790.0
2007-11-16,8520.0
2007-11-19,8130.0
2007-11-20,7650.0
2007-11-21,7140.0
2007-11-23,7500.0
2007-11-26,7950.0
2007-11-27,8100.0
2007-11-28,8100.0
2007-11-29,7650.0
2007-11-30,7770.0
2007-12-03,7830.0
2007-12-04,7710.0
2007-12-05,7860.0
2007-12-06,7740.0
2007-12-07,7800.0
2007-12-10,7050.0
2007-12-11,7440.0
2007-12-12,7530.0
2007-12-13,6000.0
2007-12-14,6060.0
2007-12-17,5940.0
2007-12-18,6540.0
2007-12-19,6060.0
2007-12-20,5670.0
2007-12-21,5580.0
2007-12-24,5580.0
2007-12-26,5550.0
2007-12-27,5670.0
2007-12-28,5820.0
2007-12-31,5640.0
2008-01-02,5910.0
2008-01-03,5670.0
2008-01-04,5430.0
2008-01-07,5370.0
2008-01-08,5130.0
2008-01-09,5070.0
2008-01-10,4980.0
2008-01-11,4890.0
2008-01-14,5010.0
2008-01-15,4590.0
2008-01-16,4500.0
2008-01-17,4560.0
2008-01-18,4560.0
2008-01-22,4500.0
2008-01-23,4290.0
2008-01-24,4410.0
2008-01-25,4410.0
2008-01-28,4470.0
2008-01-29,4560.0
2008-01-30,4320.0
2008-01-31,4980.0
2008-02-01,5160.0
2008-02-04,4920.0
2008-02-05,4770.0
2008-02-06,4800.0
2008-02-07,4800.0
2008-02-08,4680.0
2008-02-11,4740.0
2008-02-12,4980.0
2008-02-13,5010.0
2008-02-14,4140.0
2008-02-15,4260.0
2008-02-19,4230.0
2008-02-20,4260.0
2008-02-21,4230.0
2008-02-22,4200.0
2008-02-25,4200.0
2008-02-26,4140.0
2008-02-27,4170.0
2008-02-28,4080.0
2008-02-29,3990.0
2008-03-03,3870.0
2008-03-04,2220.0
2008-03-05,2550.0
2008-03-06,2460.0
2008-03-07,2190.0
2008-03-10,2100.0
2008-03-11,2070.0
2008-03-12,1950.0
2008-03-13,1890.0
2008-03-14,1770.0
2008-03-17,1680.0
2008-03-18,1680.0
2008-03-19,1440.0
2008-03-20,1830.0
2008-03-24,1920.0
2008-03-25,2070.0
2008-03-26,2040.0
2008-03-27,2130.0
2008-03-28,1980.0
2008-03-31,1980.0
2008-04-01,2010.0
2008-04-02,2520.0
2008-04-03,2580.0
2008-04-04,2490.0
2008-04-07,2520.0
2008-04-08,2460.0
2008-04-09,2550.0
2008-04-10,2460.0
2008-04-11,2340.0
2008-04-14,2370.0
2008-04-15,2340.0
2008-04-16,2520.0
2008-04-17,2400.0
2008-04-18,2400.0
2008-04-21,2550.0
2008-04-22,2490.0
2008-04-23,2520.0
2008-04-24,2430.0
2008-04-25,2400.0
2008-04-28,2430.0
2008-04-29,2370.0
2008-04-30,2340.0
2008-05-01,2160.0
2008-05-02,2220.0
2008-05-05,2160.0
2008-05-06,2160.0
2008-05-07,2160.0
2008-05-08,2130.0
2008-05-09,2010.0
2008-05-12,1920.0
2008-05-13,1830.0
2008-05-14,1890.0
2008-05-15,1920.0
2008-05-16,1890.0
2008-05-19,1860.0
2008-05-20,1770.0
2008-05-21,1800.0
2008-05-22,1800.0
2008-05-23,1920.0
2008-05-27,1800.0
2008-05-28,1860.0
2008-05-29,1800.0
2008-05-30,1770.0
2008-06-02,1770.0
2008-06-03,1770.0
2008-06-04,1740.0
2008-06-05,1740.0
2008-06-06,1740.0
2008-06-09,1740.0
2008-06-10,1590.0
2008-06-11,1530.0
2008-06-12,1500.0
2008-06-13,1530.0
2008-06-16,1560.0
2008-06-17,1560.0
2008-06-18,1560.0
2008-06-19,1530.0
2008-06-20,1500.0
2008-06-23,1440.0
2008-06-24,1410.0
2008-06-25,1440.0
2008-06-26,1470.0
2008-06-27,1440.0
2008-06-30,1440.0
2008-07-01,1440.0
2008-07-02,1410.0
2008-07-03,1410.0
2008-07-07,1380.0
2008-07-08,1410.0
2008-07-09,1350.0
2008-07-10,1350.0
2008-07-11,1350.0
2008-07-14,1290.0
2008-07-15,1200.0
2008-07-16,1110.0
2008-07-17,1170.0
2008-07-18,1140.0
2008-07-21,1110.0
2008-07-22,1110.0
2008-07-23,1080.0
2008-07-24,1080.0
2008-07-25,1080.0
2008-07-28,1080.0
2008-07-29,1050.0
2008-07-30,1020.0
2008-07-31,1020.0
2008-08-01,1050.0
2008-08-04,1020.0
2008-08-05,1110.0
2008-08-06,1140.0
2008-08-07,1050.0
2008-08-08,1050.0
2008-08-11,1050.0
2008-08-12,1110.0
2008-08-13,960.0
2008-08-14,990.0
2008-08-15,990.0
2008-08-18,990.0
2008-08-19,870.0
2008-08-20,870.0
2008-08-21,780.0
2008-08-22,810.0
2008-08-25,720.0
2008-08-26,810.0
2008-08-27,780.0
2008-08-28,750.0
2008-08-29,690.0
2008-09-02,696.0
2008-09-03,633.0
2008-09-04,597.0
2008-09-05,570.0
2008-09-08,474.0
2008-09-09,465.0
2008-09-10,402.0
2008-09-11,387.0
2008-09-12,384.0
2008-09-15,315.0
2008-09-16,300.0
2008-09-17,300.0
2008-09-18,279.0
2008-09-19,282.0
2008-09-22,387.0
2008-09-23,318.0
2008-09-24,276.0
2008-09-25,237.0
2008-09-26,231.0
2008-09-29,252.0
2008-09-30,219.0
2008-10-01,222.0
2008-10-02,207.0
2008-10-03,186.0
2008-10-06,177.0
2008-10-07,159.0
2008-10-08,165.0
2008-10-09,162.0
2008-10-10,144.0
2008-10-13,144.0
2008-10-14,132.0
2008-10-15,99.0
2008-10-16,114.0
2008-10-17,114.0
2008-10-20,138.0
2008-10-21,114.0
2008-10-22,114.0
2008-10-23,120.0
2008-10-24,117.0
2008-10-27,105.0
2008-10-28,93.0
2008-10-29,90.0
2008-10-30,90.0
2008-10-31,93.0
2008-11-03,99.0
2008-11-04,108.0
2008-11-05,99.0
2008-11-06,93.0
2008-11-07,96.0
2008-11-10,99.0
2008-11-11,105.0
2008-11-12,96.0
2008-11-13,84.0
2008-11-14,72.0
2008-11-17,63.0
2008-11-18,57.0
2008-11-19,51.0
2008-11-20,51.0
2008-11-21,51.0
2008-11-24,45.0
2008-11-25,45.0
2008-11-26,48.0
2008-11-28,48.0
2008-12-01,48.0
2008-12-02,42.0
2008-12-03,39.0
2008-12-04,42.0
2008-12-05,39.0
2008-12-08,45.0
2008-12-09,45.0
2008-12-10,63.0
2008-12-11,51.0
2008-12-12,48.0
2008-12-15,48.0
2008-12-16,48.0
2008-12-17,54.0
2008-12-18,45.0
2008-12-19,39.0
2008-12-22,39.0
2008-12-23,39.0
2008-12-24,39.0
2008-12-26,39.0
2008-12-29,39.0
2008-12-30,42.0
2008-12-31,42.0
2009-01-02,39.0
2009-01-05,36.0
2009-01-06,39.0
2009-01-07,36.0
2009-01-08,36.0
2009-01-09,33.0
2009-01-12,33.0
2009-01-13,30.0
2009-01-14,33.0
2009-01-15,30.0
2009-01-16,27.0
2009-01-20,21.0
2009-01-21,21.0
2009-01-22,18.0
2009-01-23,18.0
2009-01-26,21.0
2009-01-27,33.0
2009-01-28,33.0
2009-01-29,27.0
2009-01-30,24.0
2009-02-02,24.0
2009-02-03,24.0
2009-02-04,24.0
2009-02-05,24.0
2009-02-06,24.0
2009-02-09,24.0
2009-02-10,24.0
2009-02-11,24.0
2009-02-12,24.0
2009-02-13,24.0
2009-02-17,24.0
2009-02-18,21.0
2009-02-19,18.0
2009-02-20,15.0
2009-02-23,15.0
2009-02-24,21.0
2009-02-25,21.0
2009-02-26,21.0
2009-02-27,18.0
2009-03-02,15.0
2009-03-03,18.0
2009-03-04,18.0
2009-03-05,15.0
2009-03-06,18.0
2009-03-09,18.0
2009-03-10,18.0
2009-03-11,18.0
2009-03-12,24.0
2009-03-13,24.0
2009-03-16,33.0
2009-03-17,27.0
2009-03-18,33.0
2009-03-19,36.0
2009-03-20,36.0
2009-03-23,42.0
2009-03-24,63.0
2009-03-25,72.0
2009-03-26,195.0
2009-03-27,105.0
2009-03-30,138.0
2009-03-31,114.0
2009-04-01,108.0
2009-04-02,102.0
2009-04-03,117.0
2009-04-06,120.0
2009-04-07,108.0
2009-04-08,108.0
2009-04-09,114.0
2009-04-13,93.0
2009-04-14,105.0
2009-04-15,96.0
2009-04-16,90.0
2009-04-17,93.0
2009-04-20,93.0
2009-04-21,90.0
2009-04-22,117.0
2009-04-23,108.0
2009-04-24,105.0
2009-04-27,114.0
2009-04-28,114.0
2009-04-29,120.0
2009-04-30,120.0
2009-05-01,144.0
2009-05-04,141.0
2009-05-05,189.0
2009-05-06,381.0
2009-05-07,321.0
2009-05-08,345.0
2009-05-11,486.0
2009-05-12,417.0
2009-05-13,381.0
2009-05-14,339.0
2009-05-15,357.0
2009-05-18,378.0
2009-05-19,393.0
2009-05-20,384.0
2009-05-21,366.0
2009-05-22,372.0
2009-05-26,366.0
2009-05-27,366.0
2009-05-28,366.0
2009-05-29,429.0
2009-06-01,630.0
2009-06-02,516.0
2009-06-03,534.0
2009-06-04,528.0
2009-06-05,489.0
2009-06-08,513.0
2009-06-09,501.0
2009-06-10,498.0
2009-06-11,462.0
2009-06-12,429.0
2009-06-15,483.0
2009-06-16,465.0
2009-06-17,423.0
2009-06-18,393.0
2009-06-19,456.0
2009-06-22,447.0
2009-06-23,423.0
2009-06-24,447.0
2009-06-25,471.0
2009-06-26,555.0
2009-06-29,534.0
2009-06-30,516.0
2009-07-01,504.0
2009-07-02,480.0
2009-07-06,462.0
2009-07-07,438.0
2009-07-08,396.0
2009-07-09,411.0
2009-07-10,405.0
2009-07-13,414.0
2009-07-14,408.0
2009-07-15,426.0
2009-07-16,423.0
2009-07-17,414.0
2009-07-20,438.0
2009-07-21,453.0
2009-07-22,489.0
2009-07-23,423.0
2009-07-24,441.0
2009-07-27,432.0
2009-07-28,426.0
2009-07-29,450.0
2009-07-30,447.0
2009-07-31,444.0
2009-08-03,450.0
2009-08-04,486.0
2009-08-05,483.0
2009-08-06,465.0
2009-08-07,459.0
2009-08-10,447.0
2009-08-11,438.0
2009-08-12,483.0
2009-08-13,468.0
2009-08-14,474.0
2009-08-17,471.0
2009-08-18,471.0
2009-08-19,522.0
2009-08-20,495.0
2009-08-21,507.0
2009-08-24,492.0
2009-08-25,489.0
2009-08-26,477.0
2009-08-27,465.0
2009-08-28,468.0
2009-08-31,495.0
2009-09-01,450.0
2009-09-02,450.0
2009-09-03,459.0
2009-09-04,447.0
2009-09-08,432.0
2009-09-09,438.0
2009-09-10,447.0
2009-09-11,426.0
2009-09-14,411.0
2009-09-15,417.0
2009-09-16,432.0
2009-09-17,426.0
2009-09-18,465.0
2009-09-21,441.0
2009-09-22,426.0
2009-09-23,408.0
2009-09-24,396.0
2009-09-25,372.0
2009-09-28,381.0
2009-09-29,372.0
2009-09-30,369.0
2009-10-01,363.0
2009-10-02,342.0
2009-10-05,327.0
2009-10-06,294.0
2009-10-07,342.0
2009-10-08,324.0
2009-10-09,333.0
2009-10-12,345.0
2009-10-13,336.0
2009-10-14,345.0
2009-10-15,339.0
2009-10-16,327.0
2009-10-19,336.0
2009-10-20,321.0
2009-10-21,333.0
2009-10-22,333.0
2009-10-23,321.0
2009-10-26,306.0
2009-10-27,306.0
2009-10-28,276.0
2009-10-29,303.0
2009-10-30,285.0
2009-11-02,294.0
2009-11-03,291.0
2009-11-04,291.0
2009-11-05,306.0
2009-11-06,297.0
2009-11-09,303.0
2009-11-10,297.0
2009-11-11,297.0
2009-11-12,291.0
2009-11-13,297.0
2009-11-16,303.0
2009-11-17,321.0
2009-11-18,339.0
2009-11-19,333.0
2009-11-20,324.0
2009-11-23,336.0
2009-11-24,336.0
2009-11-25,330.0
2009-11-27,333.0
2009-11-30,309.0
2009-12-01,327.0
2009-12-02,336.0
2009-12-03,342.0
2009-12-04,354.0
2009-12-07,381.0
2009-12-08,375.0
2009-12-09,369.0
2009-12-10,339.0
2009-12-11,339.0
2009-12-14,333.0
2009-12-15,318.0
2009-12-16,336.0
2009-12-17,315.0
2009-12-18,342.0
2009-12-21,354.0
2009-12-22,342.0
2009-12-23,342.0
2009-12-24,345.0
2009-12-28,351.0
2009-12-29,351.0
2009-12-30,345.0
2009-12-31,342.0
2010-01-04,360.0
2010-01-05,357.0
2010-01-06,351.0
2010-01-07,357.0
2010-01-08,357.0
2010-01-11,357.0
2010-01-12,351.0
2010-01-13,402.0
2010-01-14,357.0
2010-01-15,345.0
2010-01-19,348.0
2010-01-20,342.0
2010-01-21,321.0
2010-01-22,330.0
2010-01-25,327.0
2010-01-26,324.0
2010-01-27,321.0
2010-01-28,330.0
2010-01-29,333.0
2010-02-01,336.0
2010-02-02,336.0
2010-02-03,354.0
2010-02-04,330.0
2010-02-05,318.0
2010-02-08,192.0
2010-02-09,231.0
2010-02-10,234.0
2010-02-11,231.0
2010-02-12,216.0
2010-02-16,201.0
2010-02-17,207.0
2010-02-18,210.0
2010-02-19,213.0
2010-02-22,213.0
2010-02-23,207.0
2010-02-24,207.0
2010-02-25,207.0
2010-02-26,201.0
2010-03-01,210.0
2010-03-02,204.0
2010-03-03,207.0
2010-03-04,237.0
2010-03-05,270.0
2010-03-08,345.0
2010-03-09,324.0
2010-03-10,327.0
2010-03-11,300.0
2010-03-12,291.0
2010-03-15,303.0
2010-03-16,318.0
2010-03-17,309.0
2010-03-18,306.0
2010-03-19,273.0
2010-03-22,141.0
2010-03-23,192.0
2010-03-24,195.0
2010-03-25,201.0
2010-03-26,192.0
2010-03-29,180.0
2010-03-30,183.0
2010-03-31,162.0
2010-04-01,159.0
2010-04-05,156.0
2010-04-06,162.0
2010-04-07,180.0
2010-04-08,192.0
2010-04-09,189.0
2010-04-12,192.0
2010-04-13,192.0
2010-04-14,198.0
2010-04-15,198.0
2010-04-16,192.0
2010-04-19,198.0
2010-04-20,195.0
2010-04-21,201.0
2010-04-22,195.0
2010-04-23,195.0
2010-04-26,189.0
2010-04-27,177.0
2010-04-28,177.0
2010-04-29,189.0
2010-04-30,186.0
2010-05-03,177.0
2010-05-04,165.0
2010-05-05,159.0
2010-05-06,144.0
2010-05-07,147.0
2010-05-10,162.0
2010-05-11,156.0
2010-05-12,162.0
2010-05-13,159.0
2010-05-14,150.0
2010-05-17,138.0
2010-05-18,138.0
2010-05-19,147.0
2010-05-20,132.0
2010-05-21,135.0
2010-05-24,102.0
2010-05-25,105.0
2010-05-26,105.0
2010-05-27,114.0
2010-05-28,108.0
2010-06-01,102.0
2010-06-02,108.0
2010-06-03,111.0
2010-06-04,102.0
2010-06-07,102.0
2010-06-08,99.0
2010-06-09,99.0
2010-06-10,108.0
2010-06-11,135.0
2010-06-14,150.0
2010-06-15,141.0
2010-06-16,141.0
2010-06-17,141.0
2010-06-18,144.0
2010-06-21,135.0
2010-06-22,132.0
2010-06-23,129.0
2010-06-24,123.0
2010-06-25,96.0
2010-06-28,120.0
2010-06-29,111.0
2010-06-30,114.0
2010-07-01,126.0
2010-07-02,117.0
2010-07-06,114.0
2010-07-07,120.0
2010-07-08,117.0
2010-07-09,120.0
2010-07-12,123.0
2010-07-13,126.0
2010-07-14,132.0
2010-07-15,129.0
2010-07-16,126.0
2010-07-19,123.0
2010-07-20,129.0
2010-07-21,123.0
2010-07-22,126.0
2010-07-23,126.0
2010-07-26,120.0
2010-07-27,120.0
2010-07-28,123.0
2010-07-29,120.0
2010-07-30,117.0
2010-08-02,120.0
2010-08-03,123.0
2010-08-04,123.0
2010-08-05,123.0
2010-08-06,123.0
2010-08-09,120.0
2010-08-10,120.0
2010-08-11,117.0
2010-08-12,114.0
2010-08-13,111.0
2010-08-16,117.0
2010-08-17,117.0
2010-08-18,114.0
2010-08-19,114.0
2010-08-20,114.0
2010-08-23,114.0
2010-08-24,111.0
2010-08-25,108.0
2010-08-26,108.0
2010-08-27,111.0
2010-08-30,111.0
2010-08-31,111.0
2010-09-01,114.0
2010-09-02,114.0
2010-09-03,117.0
2010-09-07,117.0
2010-09-08,114.0
2010-09-09,117.0
2010-09-10,114.0
2010-09-13,117.0
2010-09-14,111.0
2010-09-15,114.0
2010-09-16,114.0
2010-09-17,105.0
2010-09-20,108.0
2010-09-21,111.0
2010-09-22,114.0
2010-09-23,117.0
2010-09-24,114.0
2010-09-27,111.0
2010-09-28,111.0
2010-09-29,114.0
2010-09-30,117.0
2010-10-01,114.0
2010-10-04,114.0
2010-10-05,117.0
2010-10-06,114.0
2010-10-07,114.0
2010-10-08,117.0
2010-10-11,114.0
2010-10-12,114.0
2010-10-13,117.0
2010-10-14,135.0
2010-10-15,129.0
2010-10-18,123.0
2010-10-19,132.0
2010-10-20,114.0
2010-10-21,117.0
2010-10-22,123.0
2010-10-25,117.0
2010-10-26,114.0
2010-10-27,114.0
2010-10-28,111.0
2010-10-29,114.0
2010-11-01,120.0
2010-11-02,117.0
2010-11-03,114.0
2010-11-04,114.0
2010-11-05,117.0
2010-11-08,120.0
2010-11-09,117.0
2010-11-10,120.0
2010-11-11,117.0
2010-11-12,117.0
2010-11-15,117.0
2010-11-16,111.0
2010-11-17,117.0
2010-11-18,117.0
2010-11-19,114.0
2010-11-22,117.0
2010-11-23,114.0
2010-11-24,111.0
2010-11-26,111.0
2010-11-29,114.0
2010-11-30,117.0
2010-12-01,111.0
2010-12-02,111.0
2010-12-03,114.0
2010-12-06,114.0
2010-12-07,114.0
2010-12-08,114.0
2010-12-09,114.0
2010-12-10,111.0
2010-12-13,114.0
2010-12-14,111.0
2010-12-15,108.0
2010-12-16,108.0
2010-12-17,111.0
2010-12-20,111.0
2010-12-21,111.0
2010-12-22,111.0
2010-12-23,111.0
2010-12-27,108.0
2010-12-28,111.0
2010-12-29,111.0
2010-12-30,111.0
2010-12-31,111.0
2011-01-03,111.0
2011-01-04,114.0
2011-01-05,111.0
2011-01-06,111.0
2011-01-07,120.0
2011-01-10,117.0
2011-01-11,117.0
2011-01-12,117.0
2011-01-13,114.0
2011-01-14,114.0
2011-01-18,114.0
2011-01-19,114.0
2011-01-20,111.0
2011-01-21,108.0
2011-01-24,108.0
2011-01-25,108.0
2011-01-26,108.0
2011-01-27,108.0
2011-01-28,105.0
2011-01-31,105.0
2011-02-01,102.0
2011-02-02,102.0
2011-02-03,102.0
2011-02-04,102.0
2011-02-07,108.0
2011-02-08,105.0
2011-02-09,108.0
2011-02-10,102.0
2011-02-11,105.0
2011-02-14,102.0
2011-02-15,102.0
2011-02-16,102.0
2011-02-17,102.0
2011-02-18,99.0
2011-02-22,87.0
2011-02-23,87.0
2011-02-24,81.0
2011-02-25,84.0
2011-02-28,84.0
2011-03-01,81.0
2011-03-02,81.0
2011-03-03,84.0
2011-03-04,78.0
2011-03-07,69.0
2011-03-08,72.0
2011-03-09,66.0
2011-03-10,63.0
2011-03-11,90.0
2011-03-14,96.0
2011-03-15,90.0
2011-03-16,102.0
2011-03-17,132.0
2011-03-18,132.0
2011-03-21,132.0
2011-03-22,138.0
2011-03-23,129.0
2011-03-24,129.0
2011-03-25,114.0
2011-03-28,105.0
2011-03-29,114.0
2011-03-30,114.0
2011-03-31,111.0
2011-04-01,114.0
2011-04-04,123.0
2011-04-05,117.0
2011-04-06,117.0
2011-04-07,114.0
2011-04-08,117.0
2011-04-11,120.0
2011-04-12,117.0
2011-04-13,114.0
2011-04-14,111.0
2011-04-15,111.0
2011-04-18,105.0
2011-04-19,117.0
2011-04-20,117.0
2011-04-21,117.0
2011-04-25,114.0
2011-04-26,117.0
2011-04-27,114.0
2011-04-28,105.0
2011-04-29,102.0
2011-05-02,105.0
2011-05-03,102.0
2011-05-04,102.0
