,CHUY
2012-07-24,15.0600004196167
2012-07-25,15.819999694824219
2012-07-26,16.709999084472656
2012-07-27,17.1200008392334
2012-07-30,17.649999618530273
2012-07-31,17.690000534057617
2012-08-01,17.530000686645508
2012-08-02,17.920000076293945
2012-08-03,18.299999237060547
2012-08-06,18.65999984741211
2012-08-07,19.100000381469727
2012-08-08,19.020000457763672
2012-08-09,19.459999084472656
2012-08-10,19.690000534057617
2012-08-13,18.889999389648438
2012-08-14,18.670000076293945
2012-08-15,17.610000610351562
2012-08-16,17.559999465942383
2012-08-17,17.530000686645508
2012-08-20,17.1299991607666
2012-08-21,17.40999984741211
2012-08-22,17.299999237060547
2012-08-23,17.989999771118164
2012-08-24,17.969999313354492
2012-08-27,18.5
2012-08-28,18.610000610351562
2012-08-29,19.25
2012-08-30,20.530000686645508
2012-08-31,20.6200008392334
2012-09-04,21.049999237060547
2012-09-05,21.75
2012-09-06,23.06999969482422
2012-09-07,23.81999969482422
2012-09-10,22.8700008392334
2012-09-11,23.68000030517578
2012-09-12,23.469999313354492
2012-09-13,23.65999984741211
2012-09-14,23.690000534057617
2012-09-17,22.5
2012-09-18,22.829999923706055
2012-09-19,23.0
2012-09-20,22.760000228881836
2012-09-21,22.729999542236328
2012-09-24,22.600000381469727
2012-09-25,22.690000534057617
2012-09-26,23.479999542236328
2012-09-27,24.329999923706055
2012-09-28,24.520000457763672
2012-10-01,27.25
2012-10-02,28.260000228881836
2012-10-03,27.860000610351562
2012-10-04,28.0
2012-10-05,27.59000015258789
2012-10-08,26.559999465942383
2012-10-09,24.81999969482422
2012-10-10,24.729999542236328
2012-10-11,24.770000457763672
2012-10-12,23.93000030517578
2012-10-15,23.81999969482422
2012-10-16,23.940000534057617
2012-10-17,24.06999969482422
2012-10-18,24.260000228881836
2012-10-19,23.399999618530273
2012-10-22,22.950000762939453
2012-10-23,23.670000076293945
2012-10-24,23.030000686645508
2012-10-25,23.110000610351562
2012-10-26,23.18000030517578
2012-10-31,24.43000030517578
2012-11-01,25.40999984741211
2012-11-02,25.149999618530273
2012-11-05,25.15999984741211
2012-11-06,24.190000534057617
2012-11-07,22.670000076293945
2012-11-08,21.469999313354492
2012-11-09,21.440000534057617
2012-11-12,21.09000015258789
2012-11-13,21.299999237060547
2012-11-14,21.030000686645508
2012-11-15,20.510000228881836
2012-11-16,22.030000686645508
2012-11-19,21.81999969482422
2012-11-20,22.270000457763672
2012-11-21,23.290000915527344
2012-11-23,23.219999313354492
2012-11-26,22.920000076293945
2012-11-27,22.979999542236328
2012-11-28,24.639999389648438
2012-11-29,24.479999542236328
2012-11-30,23.549999237060547
2012-12-03,23.270000457763672
2012-12-04,23.299999237060547
2012-12-05,23.360000610351562
2012-12-06,23.600000381469727
2012-12-07,23.81999969482422
2012-12-10,23.860000610351562
2012-12-11,23.75
2012-12-12,24.31999969482422
2012-12-13,23.75
2012-12-14,23.8799991607666
2012-12-17,23.709999084472656
2012-12-18,23.1299991607666
2012-12-19,23.010000228881836
2012-12-20,22.979999542236328
2012-12-21,22.469999313354492
2012-12-24,22.209999084472656
2012-12-26,22.639999389648438
2012-12-27,22.43000030517578
2012-12-28,22.43000030517578
2012-12-31,22.34000015258789
2013-01-02,23.84000015258789
2013-01-03,23.329999923706055
2013-01-04,23.200000762939453
2013-01-07,22.90999984741211
2013-01-08,23.079999923706055
2013-01-09,22.940000534057617
2013-01-10,25.030000686645508
2013-01-11,25.110000610351562
2013-01-14,24.200000762939453
2013-01-15,24.190000534057617
2013-01-16,24.020000457763672
2013-01-17,23.989999771118164
2013-01-18,24.360000610351562
2013-01-22,24.360000610351562
2013-01-23,25.34000015258789
2013-01-24,25.229999542236328
2013-01-25,28.270000457763672
2013-01-28,29.520000457763672
2013-01-29,28.479999542236328
2013-01-30,28.440000534057617
2013-01-31,28.3799991607666
2013-02-01,30.200000762939453
2013-02-04,28.889999389648438
2013-02-05,29.010000228881836
2013-02-06,29.540000915527344
2013-02-07,29.280000686645508
2013-02-08,29.239999771118164
2013-02-11,27.799999237060547
2013-02-12,28.15999984741211
2013-02-13,28.950000762939453
2013-02-14,29.290000915527344
2013-02-15,28.1200008392334
2013-02-19,27.780000686645508
2013-02-20,28.399999618530273
2013-02-21,27.940000534057617
2013-02-22,27.979999542236328
2013-02-25,27.90999984741211
2013-02-26,28.43000030517578
2013-02-27,28.8799991607666
2013-02-28,28.510000228881836
2013-03-01,28.729999542236328
2013-03-04,29.06999969482422
2013-03-05,30.8799991607666
2013-03-06,31.200000762939453
2013-03-07,31.709999084472656
2013-03-08,32.459999084472656
2013-03-11,30.3799991607666
2013-03-12,30.18000030517578
2013-03-13,30.3799991607666
2013-03-14,31.850000381469727
2013-03-15,31.1299991607666
2013-03-18,31.40999984741211
2013-03-19,31.389999389648438
2013-03-20,31.56999969482422
2013-03-21,31.010000228881836
2013-03-22,30.979999542236328
2013-03-25,31.25
2013-03-26,31.549999237060547
2013-03-27,31.299999237060547
2013-03-28,32.58000183105469
2013-04-01,31.40999984741211
2013-04-02,31.75
2013-04-03,33.18000030517578
2013-04-04,33.63999938964844
2013-04-05,33.70000076293945
2013-04-08,33.0
2013-04-09,32.060001373291016
2013-04-10,33.400001525878906
2013-04-11,34.16999816894531
2013-04-12,32.18000030517578
2013-04-15,32.040000915527344
2013-04-16,32.689998626708984
2013-04-17,32.29999923706055
2013-04-18,31.81999969482422
2013-04-19,31.3799991607666
2013-04-22,31.5
2013-04-23,31.290000915527344
2013-04-24,31.600000381469727
2013-04-25,32.16999816894531
2013-04-26,32.650001525878906
2013-04-29,32.650001525878906
2013-04-30,32.70000076293945
2013-05-01,32.279998779296875
2013-05-02,32.470001220703125
2013-05-03,32.86000061035156
2013-05-06,33.40999984741211
2013-05-07,32.29999923706055
2013-05-08,31.399999618530273
2013-05-09,30.5
2013-05-10,31.06999969482422
2013-05-13,31.5
2013-05-14,32.77000045776367
2013-05-15,33.029998779296875
2013-05-16,32.869998931884766
2013-05-17,33.349998474121094
2013-05-20,33.349998474121094
2013-05-21,33.91999816894531
2013-05-22,33.150001525878906
2013-05-23,33.4900016784668
2013-05-24,33.369998931884766
2013-05-28,34.560001373291016
2013-05-29,34.59000015258789
2013-05-30,34.7599983215332
2013-05-31,34.849998474121094
2013-06-03,33.15999984741211
2013-06-04,33.70000076293945
2013-06-05,32.4900016784668
2013-06-06,33.43000030517578
2013-06-07,35.130001068115234
2013-06-10,37.29999923706055
2013-06-11,37.0099983215332
2013-06-12,37.220001220703125
2013-06-13,38.59000015258789
2013-06-14,38.81999969482422
2013-06-17,39.79999923706055
2013-06-18,39.540000915527344
2013-06-19,39.970001220703125
2013-06-20,38.83000183105469
2013-06-21,38.90999984741211
2013-06-24,39.7400016784668
2013-06-25,38.72999954223633
2013-06-26,38.56999969482422
2013-06-27,39.11000061035156
2013-06-28,38.34000015258789
2013-07-01,38.709999084472656
2013-07-02,39.93000030517578
2013-07-03,40.130001068115234
2013-07-05,42.20000076293945
2013-07-08,43.41999816894531
2013-07-09,41.810001373291016
2013-07-10,41.310001373291016
2013-07-11,43.29999923706055
2013-07-12,42.380001068115234
2013-07-15,41.459999084472656
2013-07-16,39.2400016784668
2013-07-17,37.90999984741211
2013-07-18,38.310001373291016
2013-07-19,36.709999084472656
2013-07-22,35.75
2013-07-23,35.56999969482422
2013-07-24,34.0099983215332
2013-07-25,34.15999984741211
2013-07-26,34.290000915527344
2013-07-29,34.47999954223633
2013-07-30,34.459999084472656
2013-07-31,35.290000915527344
2013-08-01,37.900001525878906
2013-08-02,39.540000915527344
2013-08-05,38.5099983215332
2013-08-06,38.529998779296875
2013-08-07,38.04999923706055
2013-08-08,38.75
2013-08-09,37.97999954223633
2013-08-12,37.630001068115234
2013-08-13,36.47999954223633
2013-08-14,36.900001525878906
2013-08-15,36.15999984741211
2013-08-16,36.09000015258789
2013-08-19,35.52000045776367
2013-08-20,36.20000076293945
2013-08-21,36.709999084472656
2013-08-22,36.95000076293945
2013-08-23,36.93000030517578
2013-08-26,36.619998931884766
2013-08-27,35.22999954223633
2013-08-28,34.84000015258789
2013-08-29,35.779998779296875
2013-08-30,35.95000076293945
2013-09-03,35.529998779296875
2013-09-04,35.970001220703125
2013-09-05,36.0
2013-09-06,35.54999923706055
2013-09-09,35.459999084472656
2013-09-10,37.029998779296875
2013-09-11,37.13999938964844
2013-09-12,36.77000045776367
2013-09-13,37.040000915527344
2013-09-16,37.7400016784668
2013-09-17,37.84000015258789
2013-09-18,37.65999984741211
2013-09-19,37.560001373291016
2013-09-20,37.060001373291016
2013-09-23,36.25
2013-09-24,35.209999084472656
2013-09-25,35.38999938964844
2013-09-26,34.75
2013-09-27,34.25
2013-09-30,35.88999938964844
2013-10-01,36.439998626708984
2013-10-02,37.27000045776367
2013-10-03,36.81999969482422
2013-10-04,37.790000915527344
2013-10-07,36.5099983215332
2013-10-08,35.150001525878906
2013-10-09,35.880001068115234
2013-10-10,38.08000183105469
2013-10-11,39.75
2013-10-14,39.54999923706055
2013-10-15,37.93000030517578
2013-10-16,37.77000045776367
2013-10-17,36.7599983215332
2013-10-18,38.290000915527344
2013-10-21,38.0
2013-10-22,37.029998779296875
2013-10-23,36.86000061035156
2013-10-24,36.65999984741211
2013-10-25,36.58000183105469
2013-10-28,37.09000015258789
2013-10-29,38.2400016784668
2013-10-30,36.93000030517578
2013-10-31,37.599998474121094
2013-11-01,36.880001068115234
2013-11-04,37.72999954223633
2013-11-05,38.220001220703125
2013-11-06,38.470001220703125
2013-11-07,37.099998474121094
2013-11-08,37.720001220703125
2013-11-11,38.38999938964844
2013-11-12,37.880001068115234
2013-11-13,37.060001373291016
2013-11-14,36.849998474121094
2013-11-15,37.20000076293945
2013-11-18,36.18000030517578
2013-11-19,34.970001220703125
2013-11-20,33.060001373291016
2013-11-21,34.43000030517578
2013-11-22,34.81999969482422
2013-11-25,33.33000183105469
2013-11-26,33.81999969482422
2013-11-27,33.79999923706055
2013-11-29,34.84000015258789
2013-12-02,33.08000183105469
2013-12-03,33.869998931884766
2013-12-04,33.540000915527344
2013-12-05,34.189998626708984
2013-12-06,34.099998474121094
2013-12-09,33.900001525878906
2013-12-10,32.15999984741211
2013-12-11,32.349998474121094
2013-12-12,32.79999923706055
