,ACNB
1994-04-04,21.08843421936035
1994-04-05,21.08843421936035
1994-04-06,21.541950225830078
1994-04-07,21.31519317626953
1994-04-08,21.08843421936035
1994-04-11,21.31519317626953
1994-04-12,21.08843421936035
1994-04-13,21.08843421936035
1994-04-14,21.428571701049805
1994-04-15,22.108844757080078
1994-04-18,21.768707275390625
1994-04-19,21.31519317626953
1994-04-20,21.31519317626953
1994-04-21,21.541950225830078
1994-04-22,21.541950225830078
1994-04-25,21.8820858001709
1994-04-26,21.541950225830078
1994-04-28,21.541950225830078
1994-04-29,21.541950225830078
1994-05-02,21.541950225830078
1994-05-03,21.768707275390625
1994-05-04,21.768707275390625
1994-05-05,21.768707275390625
1994-05-06,21.768707275390625
1994-05-09,21.768707275390625
1994-05-10,21.768707275390625
1994-05-11,21.65532875061035
1994-05-12,21.768707275390625
1994-05-13,21.768707275390625
1994-05-16,21.541950225830078
1994-05-17,21.541950225830078
1994-05-18,21.65532875061035
1994-05-19,21.428571701049805
1994-05-20,21.428571701049805
1994-05-23,21.428571701049805
1994-05-24,21.768707275390625
1994-05-25,21.768707275390625
1994-05-26,21.31519317626953
1994-05-27,21.428571701049805
1994-05-31,21.541950225830078
1994-06-01,21.541950225830078
1994-06-02,21.541950225830078
1994-06-03,21.31519317626953
1994-06-06,21.31519317626953
1994-06-07,21.31519317626953
1994-06-08,21.485261917114258
1994-06-09,21.485261917114258
1994-06-10,21.541950225830078
1994-06-13,21.31519317626953
1994-06-14,21.31519317626953
1994-06-15,21.768707275390625
1994-06-16,21.31519317626953
1994-06-17,21.31519317626953
1994-06-20,21.768707275390625
1994-06-21,21.768707275390625
1994-06-22,21.541950225830078
1994-06-23,21.541950225830078
1994-06-24,21.541950225830078
1994-06-27,21.541950225830078
1994-06-28,21.541950225830078
1994-06-29,21.08843421936035
1994-06-30,21.08843421936035
1994-07-01,21.31519317626953
1994-07-05,21.31519317626953
1994-07-06,21.31519317626953
1994-07-07,20.861677169799805
1994-07-08,20.861677169799805
1994-07-11,21.08843421936035
1994-07-12,21.31519317626953
1994-07-13,21.08843421936035
1994-07-14,20.97505760192871
1994-07-15,21.31519317626953
1994-07-18,21.31519317626953
1994-07-19,21.31519317626953
1994-07-20,20.861677169799805
1994-07-21,20.861677169799805
1994-07-22,20.861677169799805
1994-07-25,20.861677169799805
1994-07-26,20.861677169799805
1994-07-27,20.861677169799805
1994-07-28,20.97505760192871
1994-07-29,20.97505760192871
1994-08-01,20.97505760192871
1994-08-02,20.97505760192871
1994-08-03,20.97505760192871
1994-08-04,20.918367385864258
1994-08-05,20.918367385864258
1994-08-08,20.918367385864258
1994-08-09,20.861677169799805
1994-08-10,20.861677169799805
1994-08-11,20.861677169799805
1994-08-12,21.08843421936035
1994-08-15,21.08843421936035
1994-08-16,21.08843421936035
1994-08-17,21.08843421936035
1994-08-18,20.634920120239258
1994-08-19,20.634920120239258
1994-08-22,20.40816307067871
1994-08-23,20.861677169799805
1994-08-24,20.861677169799805
1994-08-25,20.40816307067871
1994-08-26,20.40816307067871
1994-08-29,20.40816307067871
1994-08-30,20.40816307067871
1994-08-31,20.40816307067871
1994-09-01,20.40816307067871
1994-09-02,20.40816307067871
1994-09-06,20.40816307067871
1994-09-07,20.40816307067871
1994-09-08,20.181406021118164
1994-09-09,20.181406021118164
1994-09-12,20.181406021118164
1994-09-13,19.72789192199707
1994-09-14,19.72789192199707
1994-09-15,19.72789192199707
1994-09-16,19.72789192199707
1994-09-19,20.181406021118164
1994-09-20,19.501134872436523
1994-09-21,19.501134872436523
1994-09-22,19.501134872436523
1994-09-23,19.501134872436523
1994-09-26,19.274375915527344
1994-09-27,19.274375915527344
1994-09-28,19.387754440307617
1994-09-29,19.387754440307617
1994-09-30,19.387754440307617
1994-10-03,19.387754440307617
1994-10-04,18.594104766845703
1994-10-05,18.594104766845703
1994-10-06,19.047618865966797
1994-10-07,19.047618865966797
1994-10-10,18.14059066772461
1994-10-11,17.687074661254883
1994-10-12,17.687074661254883
1994-10-13,17.687074661254883
1994-10-14,16.32653045654297
1994-10-17,16.780044555664062
1994-10-18,15.688776016235352
1994-10-19,15.419501304626465
1994-10-20,15.873016357421875
1994-10-21,15.873016357421875
1994-10-24,16.32653045654297
1994-10-25,16.32653045654297
1994-10-26,15.873016357421875
1994-10-27,14.965986251831055
1994-10-28,15.873016357421875
1994-10-31,16.32653045654297
1994-11-01,16.32653045654297
1994-11-02,15.419501304626465
1994-11-03,15.419501304626465
1994-11-04,15.419501304626465
1994-11-07,15.419501304626465
1994-11-08,15.419501304626465
1994-11-09,15.419501304626465
1994-11-10,15.873016357421875
1994-11-11,15.873016357421875
1994-11-14,15.873016357421875
1994-11-15,15.873016357421875
1994-11-16,15.419501304626465
1994-11-17,15.419501304626465
1994-11-18,15.646259307861328
1994-11-21,15.646259307861328
1994-11-22,14.512472152709961
1994-11-23,14.512472152709961
1994-11-25,14.512472152709961
1994-11-28,14.512472152709961
1994-11-29,14.05895709991455
1994-11-30,14.05895709991455
1994-12-01,15.192744255065918
1994-12-02,14.05895709991455
1994-12-05,14.965986251831055
1994-12-06,14.512472152709961
1994-12-07,14.965986251831055
1994-12-08,14.512472152709961
1994-12-09,14.852607727050781
1994-12-12,14.852607727050781
1994-12-13,14.852607727050781
1994-12-14,14.852607727050781
