,AGMH
2018-11-30,39.36000061035156
2018-12-03,37.29999923706055
2018-12-04,38.25
2018-12-06,36.25
2018-12-07,32.779998779296875
2018-12-10,32.779998779296875
2018-12-11,37.5
2018-12-12,35.0
2018-12-13,33.18000030517578
2018-12-14,32.2760009765625
2018-12-17,32.2760009765625
2018-12-18,27.309999465942383
2018-12-19,32.2599983215332
2018-12-20,28.059999465942383
2018-12-21,28.360000610351562
2018-12-24,30.700000762939453
2018-12-26,26.584999084472656
2018-12-27,28.399999618530273
2018-12-28,28.049999237060547
2018-12-31,26.75
2019-01-02,30.75200080871582
2019-01-03,27.31999969482422
2019-01-04,27.31999969482422
2019-01-07,28.899999618530273
2019-01-08,28.899999618530273
2019-01-09,28.899999618530273
2019-01-10,28.0
2019-01-11,28.0
2019-01-14,28.0
2019-01-15,31.0
2019-01-16,31.0
2019-01-17,31.0
2019-01-18,26.32200050354004
2019-01-22,28.0
2019-01-23,27.950000762939453
2019-01-24,28.149999618530273
2019-01-25,24.0
2019-01-28,26.899999618530273
2019-01-29,25.610000610351562
2019-01-30,27.70599937438965
2019-01-31,27.70599937438965
2019-02-01,26.020000457763672
2019-02-04,26.020000457763672
2019-02-05,26.75
2019-02-06,26.969999313354492
2019-02-07,26.969999313354492
2019-02-08,26.969999313354492
2019-02-11,28.0
2019-02-12,31.049999237060547
2019-02-13,30.280000686645508
2019-02-14,30.280000686645508
2019-02-15,29.899999618530273
2019-02-19,28.459999084472656
2019-02-20,28.75
2019-02-21,28.989999771118164
2019-02-22,28.989999771118164
2019-02-25,26.200000762939453
2019-02-26,26.350000381469727
2019-02-27,29.0
2019-02-28,28.209999084472656
2019-03-01,27.3700008392334
2019-03-04,26.5
2019-03-05,26.08300018310547
2019-03-06,26.459999084472656
2019-03-07,26.979999542236328
2019-03-08,26.850000381469727
2019-03-11,22.729999542236328
2019-03-12,21.3700008392334
2019-03-13,20.299999237060547
2019-03-14,22.770000457763672
2019-03-15,19.399999618530273
2019-03-18,20.350000381469727
2019-03-19,19.670000076293945
2019-03-20,20.350000381469727
2019-03-21,21.760000228881836
2019-03-22,20.809999465942383
2019-03-25,19.25
2019-03-26,19.649999618530273
2019-03-27,19.90999984741211
2019-03-28,19.299999237060547
2019-03-29,20.649999618530273
2019-04-01,20.649999618530273
2019-04-02,20.649999618530273
2019-04-03,20.940000534057617
2019-04-04,20.260000228881836
2019-04-05,20.260000228881836
2019-04-08,19.610000610351562
2019-04-09,20.059999465942383
2019-04-10,19.950000762939453
2019-04-11,20.479999542236328
2019-04-12,20.479999542236328
2019-04-15,19.579999923706055
2019-04-16,19.229999542236328
2019-04-17,19.684999465942383
2019-04-18,19.030000686645508
2019-04-22,19.100000381469727
2019-04-23,18.860000610351562
2019-04-24,18.860000610351562
2019-04-25,19.299999237060547
2019-04-26,19.299999237060547
2019-04-29,18.035999298095703
2019-04-30,17.940000534057617
2019-05-01,16.940000534057617
2019-05-02,16.889999389648438
2019-05-03,17.040000915527344
2019-05-06,17.040000915527344
2019-05-07,17.049999237060547
2019-05-08,16.75
2019-05-09,16.450000762939453
2019-05-10,16.299999237060547
2019-05-13,14.6899995803833
2019-05-14,15.399999618530273
2019-05-15,15.260000228881836
2019-05-16,14.75
2019-05-17,14.680000305175781
2019-05-20,14.600000381469727
2019-05-21,14.699999809265137
2019-05-22,16.799999237060547
2019-05-23,17.5
2019-05-24,17.600000381469727
2019-05-28,14.050000190734863
2019-05-29,15.430000305175781
2019-05-30,15.079999923706055
2019-05-31,14.260000228881836
2019-06-03,14.25
2019-06-04,14.210000038146973
2019-06-05,13.819999694824219
2019-06-06,13.140000343322754
2019-06-07,15.149999618530273
2019-06-10,15.350000381469727
2019-06-11,14.149999618530273
2019-06-12,14.289999961853027
2019-06-13,13.697999954223633
2019-06-14,13.569999694824219
2019-06-17,16.450000762939453
2019-06-18,17.81999969482422
2019-06-19,16.280000686645508
2019-06-20,15.739999771118164
2019-06-21,17.489999771118164
2019-06-24,19.100000381469727
2019-06-25,16.30299949645996
2019-06-26,16.143999099731445
2019-06-27,17.899999618530273
2019-06-28,19.200000762939453
2019-07-01,17.049999237060547
2019-07-02,16.469999313354492
2019-07-03,17.18000030517578
2019-07-05,17.75
2019-07-08,17.90999984741211
2019-07-09,16.93400001525879
2019-07-10,17.600000381469727
2019-07-11,16.68000030517578
2019-07-12,16.15999984741211
2019-07-15,17.649999618530273
2019-07-16,16.850000381469727
2019-07-17,17.5
2019-07-18,16.850000381469727
2019-07-19,16.899999618530273
2019-07-22,17.729999542236328
2019-07-23,18.1299991607666
2019-07-24,17.979999542236328
2019-07-25,16.899999618530273
2019-07-26,16.899999618530273
2019-07-29,16.719999313354492
2019-07-30,16.899999618530273
2019-07-31,15.680000305175781
2019-08-01,17.360000610351562
2019-08-02,16.209999084472656
2019-08-05,15.020000457763672
2019-08-06,16.42300033569336
2019-08-07,16.670000076293945
2019-08-08,16.1200008392334
2019-08-09,17.047000885009766
2019-08-12,18.280000686645508
2019-08-13,17.5
2019-08-14,16.530000686645508
2019-08-15,16.170000076293945
2019-08-16,16.049999237060547
2019-08-19,16.950000762939453
2019-08-20,18.399999618530273
2019-08-21,18.1200008392334
2019-08-22,17.530000686645508
2019-08-23,16.860000610351562
2019-08-26,16.72100067138672
2019-08-27,16.299999237060547
2019-08-28,16.760000228881836
2019-08-29,16.304000854492188
2019-08-30,17.479999542236328
2019-09-03,16.31999969482422
2019-09-04,16.540000915527344
2019-09-05,16.31999969482422
2019-09-06,17.479999542236328
2019-09-09,16.579999923706055
2019-09-10,17.0
2019-09-11,17.75
2019-09-12,17.395999908447266
2019-09-13,16.950000762939453
2019-09-16,17.49799919128418
2019-09-17,18.350000381469727
2019-09-18,16.950000762939453
2019-09-19,16.650999069213867
2019-09-20,16.450000762939453
2019-09-23,16.110000610351562
2019-09-24,16.3799991607666
2019-09-25,16.959999084472656
2019-09-26,16.959999084472656
2019-09-27,16.959999084472656
2019-09-30,16.530000686645508
2019-10-01,16.540000915527344
2019-10-02,15.994999885559082
2019-10-03,16.190000534057617
2019-10-04,16.190000534057617
2019-10-07,16.1200008392334
2019-10-08,16.1200008392334
2019-10-09,16.09000015258789
2019-10-10,16.09000015258789
2019-10-11,15.880000114440918
2019-10-14,15.869999885559082
2019-10-15,17.959999084472656
2019-10-16,18.700000762939453
2019-10-17,19.530000686645508
2019-10-18,18.3799991607666
2019-10-21,19.0
2019-10-22,19.700000762939453
2019-10-23,19.75
2019-10-24,20.709999084472656
2019-10-25,20.959999084472656
2019-10-28,21.200000762939453
2019-10-29,20.700000762939453
2019-10-30,20.968000411987305
2019-10-31,20.479999542236328
2019-11-01,20.65999984741211
2019-11-04,20.450000762939453
2019-11-05,20.719999313354492
2019-11-06,20.709999084472656
2019-11-07,22.290000915527344
2019-11-08,22.690000534057617
2019-11-11,19.149999618530273
2019-11-12,18.25200080871582
2019-11-13,18.100000381469727
2019-11-14,17.93000030517578
2019-11-15,18.100000381469727
2019-11-18,18.65999984741211
2019-11-19,19.389999389648438
2019-11-20,20.15999984741211
2019-11-21,19.8799991607666
2019-11-22,19.899999618530273
2019-11-25,20.15999984741211
2019-11-26,20.059999465942383
2019-11-27,20.565000534057617
2019-11-29,20.639999389648438
2019-12-02,21.0
2019-12-03,18.719999313354492
2019-12-04,18.81999969482422
2019-12-05,18.700000762939453
2019-12-06,18.899999618530273
2019-12-09,18.0
2019-12-10,17.049999237060547
2019-12-11,17.270000457763672
2019-12-12,16.700000762939453
2019-12-13,15.550000190734863
2019-12-16,15.9399995803833
2019-12-17,15.010000228881836
2019-12-18,15.300000190734863
2019-12-19,15.312999725341797
2019-12-20,15.25
2019-12-23,15.149999618530273
2019-12-24,14.8100004196167
2019-12-26,14.84000015258789
2019-12-27,14.88700008392334
2019-12-30,16.277999877929688
2019-12-31,16.934999465942383
2020-01-02,16.139999389648438
2020-01-03,16.15999984741211
2020-01-06,16.266000747680664
2020-01-07,16.694000244140625
2020-01-08,16.920000076293945
2020-01-09,16.399999618530273
2020-01-10,16.3799991607666
2020-01-13,15.369999885559082
2020-01-14,15.229999542236328
2020-01-15,15.4399995803833
2020-01-16,14.838000297546387
2020-01-17,15.456999778747559
2020-01-21,15.350000381469727
2020-01-22,15.779999732971191
2020-01-23,15.380000114440918
2020-01-24,15.390000343322754
2020-01-27,15.420000076293945
2020-01-28,15.569999694824219
2020-01-29,15.510000228881836
2020-01-30,15.260000228881836
2020-01-31,15.350000381469727
2020-02-03,15.48799991607666
2020-02-04,15.369999885559082
2020-02-05,15.239999771118164
2020-02-06,15.420000076293945
2020-02-07,15.506999969482422
2020-02-10,15.420000076293945
2020-02-11,15.3100004196167
2020-02-12,15.116000175476074
2020-02-13,15.199999809265137
2020-02-14,15.170000076293945
2020-02-18,15.119999885559082
2020-02-19,15.680000305175781
2020-02-20,15.335000038146973
2020-02-21,15.399999618530273
2020-02-24,15.380000114440918
2020-02-25,15.260000228881836
2020-02-26,15.260000228881836
2020-02-27,15.180000305175781
2020-02-28,15.149999618530273
2020-03-02,15.220000267028809
2020-03-03,15.210000038146973
2020-03-04,15.25
2020-03-05,15.149999618530273
2020-03-06,15.25
2020-03-09,15.175999641418457
2020-03-10,15.75
2020-03-11,16.719999313354492
2020-03-12,14.800000190734863
2020-03-13,15.029999732971191
2020-03-16,14.970000267028809
2020-03-17,14.819999694824219
2020-03-18,14.920000076293945
2020-03-19,14.789999961853027
2020-03-20,14.699999809265137
2020-03-23,14.545000076293945
2020-03-24,15.5600004196167
2020-03-25,15.670000076293945
2020-03-26,14.859999656677246
2020-03-27,15.100000381469727
2020-03-30,15.239999771118164
2020-03-31,15.4399995803833
2020-04-01,15.289999961853027
2020-04-02,15.350000381469727
2020-04-03,15.350000381469727
2020-04-06,15.420000076293945
2020-04-07,14.869999885559082
2020-04-08,15.180000305175781
2020-04-09,15.109999656677246
2020-04-13,15.095999717712402
2020-04-14,15.260000228881836
2020-04-15,15.180000305175781
2020-04-16,15.350000381469727
2020-04-17,15.479999542236328
2020-04-20,16.43000030517578
2020-04-21,16.450000762939453
2020-04-22,16.940000534057617
2020-04-23,16.920000076293945
2020-04-24,16.81999969482422
2020-04-27,17.190000534057617
2020-04-28,17.690000534057617
2020-04-29,18.25
2020-04-30,18.440000534057617
2020-05-01,18.399999618530273
2020-05-04,18.690000534057617
2020-05-05,18.899999618530273
2020-05-06,19.219999313354492
2020-05-07,19.549999237060547
2020-05-08,19.739999771118164
2020-05-11,19.049999237060547
2020-05-12,19.479999542236328
2020-05-13,19.850000381469727
2020-05-14,20.016000747680664
2020-05-15,20.520000457763672
2020-05-18,20.540000915527344
2020-05-19,20.670000076293945
2020-05-20,20.670000076293945
2020-05-21,20.290000915527344
2020-05-22,20.513999938964844
2020-05-26,21.059999465942383
2020-05-27,20.889999389648438
2020-05-28,21.0
2020-05-29,21.290000915527344
2020-06-01,21.56999969482422
2020-06-02,21.56999969482422
2020-06-03,21.729999542236328
2020-06-04,21.899999618530273
2020-06-05,22.31999969482422
2020-06-08,22.40999984741211
2020-06-09,22.40999984741211
2020-06-10,22.860000610351562
2020-06-11,22.8799991607666
2020-06-12,23.93600082397461
2020-06-15,24.969999313354492
2020-06-16,25.18000030517578
2020-06-17,25.219999313354492
2020-06-18,25.770000457763672
2020-06-19,25.84000015258789
2020-06-22,25.639999389648438
2020-06-23,25.940000534057617
2020-06-24,26.1200008392334
2020-06-25,26.440000534057617
2020-06-26,26.40999984741211
2020-06-29,26.420000076293945
2020-06-30,26.030000686645508
2020-07-01,20.899999618530273
2020-07-02,19.600000381469727
2020-07-06,18.860000610351562
2020-07-07,17.799999237060547
2020-07-08,16.31999969482422
2020-07-09,17.149999618530273
2020-07-10,16.950000762939453
2020-07-13,15.930000305175781
2020-07-14,16.06999969482422
2020-07-15,15.970000267028809
2020-07-16,15.859999656677246
2020-07-17,15.5
2020-07-20,15.510000228881836
2020-07-21,17.010000228881836
2020-07-22,17.469999313354492
2020-07-23,18.219999313354492
2020-07-24,17.950000762939453
2020-07-27,16.399999618530273
2020-07-28,16.06999969482422
2020-07-29,16.280000686645508
2020-07-30,16.6200008392334
2020-07-31,16.09000015258789
2020-08-03,16.170000076293945
2020-08-04,16.1200008392334
2020-08-05,15.9399995803833
2020-08-06,15.399999618530273
2020-08-07,14.850000381469727
2020-08-10,14.670000076293945
2020-08-11,14.399999618530273
2020-08-12,14.15999984741211
2020-08-13,14.220000267028809
2020-08-14,14.220000267028809
2020-08-17,14.510000228881836
2020-08-18,14.619999885559082
2020-08-19,14.600000381469727
2020-08-20,14.8100004196167
2020-08-21,14.65999984741211
2020-08-24,14.649999618530273
2020-08-25,14.4399995803833
2020-08-26,14.640000343322754
2020-08-27,14.5
2020-08-28,14.3100004196167
2020-08-31,14.300000190734863
2020-09-01,14.460000038146973
2020-09-02,15.392000198364258
2020-09-03,15.119999885559082
2020-09-04,14.8100004196167
2020-09-08,14.40999984741211
2020-09-09,14.319999694824219
2020-09-10,14.819999694824219
2020-09-11,14.739999771118164
2020-09-14,14.40999984741211
2020-09-15,14.609999656677246
2020-09-16,14.710000038146973
2020-09-17,15.236000061035156
2020-09-18,15.100000381469727
2020-09-21,15.4399995803833
2020-09-22,15.609999656677246
2020-09-23,15.15999984741211
2020-09-24,15.399999618530273
2020-09-25,15.899999618530273
2020-09-28,16.030000686645508
2020-09-29,15.65999984741211
2020-09-30,15.640000343322754
2020-10-01,16.0
2020-10-02,15.760000228881836
2020-10-05,15.399999618530273
2020-10-06,15.239999771118164
2020-10-07,15.359999656677246
2020-10-08,15.199999809265137
2020-10-09,15.039999961853027
2020-10-12,14.989999771118164
2020-10-13,14.899999618530273
2020-10-14,14.819999694824219
2020-10-15,15.170000076293945
2020-10-16,15.399999618530273
2020-10-19,15.140000343322754
2020-10-20,15.180000305175781
2020-10-21,15.359999656677246
2020-10-22,15.260000228881836
2020-10-23,15.4399995803833
2020-10-26,15.0
2020-10-27,14.75
2020-10-28,14.609999656677246
2020-10-29,14.350000381469727
2020-10-30,14.380000114440918
2020-11-02,14.520000457763672
2020-11-03,14.449999809265137
2020-11-04,14.420000076293945
2020-11-05,14.15999984741211
2020-11-06,14.199999809265137
2020-11-09,14.3100004196167
2020-11-10,14.510000228881836
2020-11-11,15.369999885559082
2020-11-12,14.989999771118164
2020-11-13,15.020000457763672
2020-11-16,14.850000381469727
2020-11-17,14.8100004196167
2020-11-18,14.720000267028809
2020-11-19,14.850000381469727
2020-11-20,15.1899995803833
2020-11-23,15.100000381469727
2020-11-24,14.930000305175781
2020-11-25,15.020000457763672
2020-11-27,14.819999694824219
2020-11-30,15.039999961853027
2020-12-01,14.760000228881836
2020-12-02,14.930000305175781
2020-12-03,14.890000343322754
2020-12-04,15.119999885559082
2020-12-07,14.869999885559082
2020-12-08,15.3100004196167
2020-12-09,15.1899995803833
2020-12-10,15.270000457763672
2020-12-11,15.119999885559082
2020-12-14,14.989999771118164
2020-12-15,15.0600004196167
2020-12-16,15.0
2020-12-17,15.229999542236328
2020-12-18,15.34000015258789
2020-12-21,15.079999923706055
2020-12-22,15.069999694824219
2020-12-23,14.859999656677246
2020-12-24,16.15999984741211
2020-12-28,15.699999809265137
2020-12-29,15.229999542236328
2020-12-30,15.270000457763672
2020-12-31,15.279999732971191
2021-01-04,15.770000457763672
2021-01-05,15.3100004196167
2021-01-06,15.279999732971191
2021-01-07,15.4399995803833
2021-01-08,15.454999923706055
2021-01-11,15.479999542236328
2021-01-12,15.489999771118164
2021-01-13,15.199999809265137
2021-01-14,15.149999618530273
2021-01-15,15.020000457763672
2021-01-19,15.279999732971191
2021-01-20,15.0
2021-01-21,15.130000114440918
2021-01-22,15.859999656677246
2021-01-25,16.059999465942383
2021-01-26,15.5600004196167
2021-01-27,15.40999984741211
2021-01-28,15.289999961853027
2021-01-29,15.210000038146973
2021-02-01,15.25
2021-02-02,15.319999694824219
2021-02-03,15.539999961853027
2021-02-04,15.5600004196167
2021-02-05,15.109999656677246
2021-02-08,15.09000015258789
2021-02-09,15.100000381469727
2021-02-10,15.055000305175781
2021-02-11,15.0
2021-02-12,15.0
2021-02-16,15.949999809265137
2021-02-17,15.59000015258789
2021-02-18,15.539999961853027
2021-02-19,16.450000762939453
2021-02-22,15.767000198364258
2021-02-23,15.279999732971191
2021-02-24,15.930000305175781
2021-02-25,14.829999923706055
2021-02-26,14.8100004196167
2021-03-01,15.904999732971191
2021-03-02,16.010000228881836
2021-03-03,15.899999618530273
2021-03-04,15.550000190734863
2021-03-05,15.619999885559082
2021-03-08,15.739999771118164
2021-03-09,15.65999984741211
2021-03-10,15.3100004196167
2021-03-11,16.610000610351562
2021-03-12,16.459999084472656
2021-03-15,15.404000282287598
2021-03-16,15.220000267028809
2021-03-17,15.050000190734863
2021-03-18,14.685999870300293
2021-03-19,14.600000381469727
2021-03-22,14.199999809265137
2021-03-23,14.180000305175781
2021-03-24,13.619999885559082
2021-03-25,13.729999542236328
2021-03-26,12.15999984741211
2021-03-29,11.699999809265137
2021-03-30,11.819999694824219
2021-03-31,11.800000190734863
2021-04-01,11.880000114440918
2021-04-05,11.899999618530273
2021-04-06,12.0
2021-04-07,12.47700023651123
2021-04-08,12.159000396728516
2021-04-09,12.6899995803833
2021-04-12,12.010000228881836
2021-04-13,12.012999534606934
2021-04-14,12.093000411987305
2021-04-15,12.029999732971191
2021-04-16,12.170000076293945
2021-04-19,12.0
2021-04-20,11.0
2021-04-21,12.04800033569336
2021-04-22,12.41100025177002
2021-04-23,12.319999694824219
2021-04-26,12.600000381469727
2021-04-27,12.720000267028809
2021-04-28,12.4399995803833
2021-04-29,12.65999984741211
2021-04-30,12.22599983215332
2021-05-03,12.300000190734863
2021-05-04,12.300000190734863
2021-05-05,12.170000076293945
2021-05-06,11.84000015258789
2021-05-07,11.84000015258789
2021-05-10,11.741000175476074
2021-05-11,11.760000228881836
2021-05-12,11.760000228881836
2021-05-13,12.050000190734863
2021-05-14,12.0
