,FAST
1987-08-20,0.06315100193023682
1987-08-21,0.0625
1987-08-24,0.06315100193023682
1987-08-25,0.0664059966802597
1987-08-26,0.06705699861049652
1987-08-27,0.06770800054073334
1987-08-28,0.06770800054073334
1987-08-31,0.06770800054073334
1987-09-01,0.06770800054073334
1987-09-02,0.06445299834012985
1987-09-03,0.06445299834012985
1987-09-04,0.0664059966802597
1987-09-08,0.06445299834012985
1987-09-09,0.0664059966802597
1987-09-10,0.0664059966802597
1987-09-11,0.0664059966802597
1987-09-14,0.06575500220060349
1987-09-15,0.0742190033197403
1987-09-16,0.0742190033197403
1987-09-17,0.07486999779939651
1987-09-18,0.0742190033197403
1987-09-21,0.07617200165987015
1987-09-22,0.07682300359010696
1987-09-23,0.078125
1987-09-24,0.078125
1987-09-25,0.07682300359010696
1987-09-28,0.07617200165987015
1987-09-29,0.07942699640989304
1987-09-30,0.07747399806976318
1987-10-01,0.0820309966802597
1987-10-02,0.08919300138950348
1987-10-05,0.09179700165987015
1987-10-06,0.09309899806976318
1987-10-07,0.09114599972963333
1987-10-08,0.09114599972963333
1987-10-09,0.08854199945926666
1987-10-12,0.0859379991889
1987-10-13,0.08138000220060349
1987-10-14,0.08138000220060349
1987-10-15,0.08072900027036667
1987-10-16,0.08138000220060349
1987-10-19,0.06575500220060349
1987-10-20,0.0625
1987-10-21,0.0664059966802597
1987-10-22,0.06900999695062637
1987-10-23,0.06510400027036667
1987-10-26,0.056641001254320145
1987-10-27,0.05403599888086319
1987-10-28,0.05598999932408333
1987-10-29,0.05598999932408333
1987-10-30,0.0664059966802597
1987-11-02,0.0664059966802597
1987-11-03,0.06510400027036667
1987-11-04,0.06770800054073334
1987-11-05,0.06575500220060349
1987-11-06,0.0664059966802597
1987-11-09,0.06705699861049652
1987-11-10,0.06380199640989304
1987-11-11,0.06510400027036667
1987-11-12,0.0664059966802597
1987-11-13,0.06575500220060349
1987-11-16,0.06575500220060349
1987-11-17,0.06380199640989304
1987-11-18,0.06380199640989304
1987-11-19,0.06380199640989304
1987-11-20,0.06380199640989304
1987-11-23,0.06510400027036667
1987-11-24,0.06900999695062637
1987-11-25,0.06900999695062637
1987-11-27,0.06900999695062637
1987-11-30,0.0664059966802597
1987-12-01,0.06705699861049652
1987-12-02,0.06510400027036667
1987-12-03,0.0664059966802597
1987-12-04,0.06445299834012985
1987-12-07,0.06380199640989304
1987-12-08,0.06380199640989304
1987-12-09,0.06510400027036667
1987-12-10,0.06510400027036667
1987-12-11,0.0664059966802597
1987-12-14,0.06770800054073334
1987-12-15,0.07161500304937363
1987-12-16,0.07096400111913681
1987-12-17,0.07291699945926666
1987-12-18,0.07486999779939651
1987-12-21,0.07552099972963333
1987-12-22,0.07291699945926666
1987-12-23,0.07682300359010696
1987-12-24,0.07682300359010696
1987-12-28,0.07291699945926666
1987-12-29,0.07291699945926666
1987-12-30,0.07682300359010696
1987-12-31,0.07682300359010696
1988-01-04,0.07552099972963333
1988-01-05,0.07552099972963333
1988-01-06,0.07682300359010696
1988-01-07,0.07942699640989304
1988-01-08,0.07682300359010696
1988-01-11,0.07617200165987015
1988-01-12,0.07682300359010696
1988-01-13,0.07552099972963333
1988-01-14,0.07617200165987015
1988-01-15,0.07552099972963333
1988-01-18,0.07552099972963333
1988-01-19,0.078125
1988-01-20,0.07552099972963333
1988-01-21,0.07682300359010696
1988-01-22,0.078125
1988-01-25,0.078125
1988-01-26,0.0820309966802597
1988-01-27,0.08072900027036667
1988-01-28,0.0820309966802597
1988-01-29,0.08463499695062637
1988-02-01,0.08333300054073334
1988-02-02,0.08463499695062637
1988-02-03,0.0820309966802597
1988-02-04,0.08463499695062637
1988-02-05,0.0820309966802597
1988-02-08,0.0820309966802597
1988-02-09,0.08333300054073334
1988-02-10,0.08268199861049652
1988-02-11,0.08463499695062637
1988-02-12,0.0820309966802597
1988-02-16,0.08463499695062637
1988-02-17,0.0859379991889
1988-02-18,0.08463499695062637
1988-02-19,0.08724000304937363
1988-02-22,0.08724000304937363
1988-02-23,0.08724000304937363
1988-02-24,0.08854199945926666
1988-02-25,0.08724000304937363
1988-02-26,0.08724000304937363
1988-02-29,0.08724000304937363
1988-03-01,0.08724000304937363
1988-03-02,0.08789099752902985
1988-03-03,0.08854199945926666
1988-03-04,0.08724000304937363
1988-03-07,0.08463499695062637
1988-03-08,0.08463499695062637
1988-03-09,0.0859379991889
1988-03-10,0.08463499695062637
1988-03-11,0.08463499695062637
1988-03-14,0.0820309966802597
1988-03-15,0.08463499695062637
1988-03-16,0.0820309966802597
1988-03-17,0.0820309966802597
1988-03-18,0.0820309966802597
1988-03-21,0.0820309966802597
1988-03-22,0.08463499695062637
1988-03-23,0.0820309966802597
1988-03-24,0.0859379991889
1988-03-25,0.0859379991889
1988-03-28,0.0820309966802597
1988-03-29,0.0820309966802597
1988-03-30,0.07942699640989304
1988-03-31,0.08138000220060349
1988-04-04,0.07942699640989304
1988-04-05,0.0820309966802597
1988-04-06,0.0820309966802597
1988-04-07,0.07942699640989304
1988-04-08,0.08268199861049652
1988-04-11,0.08333300054073334
1988-04-12,0.09505199640989304
1988-04-13,0.09895800054073334
1988-04-14,0.09895800054073334
1988-04-15,0.09635400027036667
1988-04-18,0.1015629991889
1988-04-19,0.10416699945926666
1988-04-20,0.1054690033197403
1988-04-21,0.1054690033197403
1988-04-22,0.11067699640989304
1988-04-25,0.11458300054073334
1988-04-26,0.11458300054073334
1988-04-27,0.11197900027036667
1988-04-28,0.1054690033197403
1988-04-29,0.10677099972963333
1988-05-02,0.10416699945926666
1988-05-03,0.10677099972963333
1988-05-04,0.11067699640989304
1988-05-05,0.11067699640989304
1988-05-06,0.1132809966802597
1988-05-09,0.1132809966802597
1988-05-10,0.11458300054073334
1988-05-11,0.11197900027036667
1988-05-12,0.11458300054073334
1988-05-13,0.11197900027036667
1988-05-16,0.1132809966802597
1988-05-17,0.11197900027036667
1988-05-18,0.11458300054073334
1988-05-19,0.11197900027036667
1988-05-20,0.11197900027036667
1988-05-23,0.109375
1988-05-24,0.109375
1988-05-25,0.109375
1988-05-26,0.109375
1988-05-27,0.11197900027036667
1988-05-31,0.11263000220060349
1988-06-01,0.109375
1988-06-02,0.1132809966802597
1988-06-03,0.1132809966802597
1988-06-06,0.1132809966802597
1988-06-07,0.109375
1988-06-08,0.10807300359010696
1988-06-09,0.10677099972963333
1988-06-10,0.10807300359010696
1988-06-13,0.10677099972963333
1988-06-14,0.10807300359010696
1988-06-15,0.11067699640989304
1988-06-16,0.10677099972963333
1988-06-17,0.10677099972963333
1988-06-20,0.109375
1988-06-21,0.10677099972963333
1988-06-22,0.10807300359010696
1988-06-23,0.109375
1988-06-24,0.11067699640989304
1988-06-27,0.11197900027036667
1988-06-28,0.1132809966802597
1988-06-29,0.11067699640989304
1988-06-30,0.11458300054073334
1988-07-01,0.11588499695062637
1988-07-05,0.11588499695062637
1988-07-06,0.11849000304937363
1988-07-07,0.12760399281978607
1988-07-08,0.1328130066394806
1988-07-11,0.13411499559879303
1988-07-12,0.13151000440120697
1988-07-13,0.13411499559879303
1988-07-14,0.13411499559879303
1988-07-15,0.13151000440120697
1988-07-18,0.13411499559879303
1988-07-19,0.13411499559879303
1988-07-20,0.13802100718021393
1988-07-21,0.13541699945926666
1988-07-22,0.1328130066394806
1988-07-25,0.13541699945926666
1988-07-26,0.1328130066394806
1988-07-27,0.13151000440120697
1988-07-28,0.1328130066394806
1988-07-29,0.13020800054073334
1988-08-01,0.13020800054073334
1988-08-02,0.13020800054073334
1988-08-03,0.13020800054073334
1988-08-04,0.13020800054073334
1988-08-05,0.1328130066394806
1988-08-08,0.1328130066394806
1988-08-09,0.13020800054073334
1988-08-10,0.13020800054073334
1988-08-11,0.1289059966802597
1988-08-12,0.1328130066394806
1988-08-15,0.13151000440120697
1988-08-16,0.1328130066394806
1988-08-17,0.1328130066394806
1988-08-18,0.13020800054073334
