,AMTI
2020-10-30,29.389999389648438
2020-11-02,30.200000762939453
2020-11-03,30.809999465942383
2020-11-04,31.899999618530273
2020-11-05,31.219999313354492
2020-11-06,29.690000534057617
2020-11-09,30.239999771118164
2020-11-10,30.100000381469727
2020-11-11,30.18000030517578
2020-11-12,29.40999984741211
2020-11-13,29.860000610351562
2020-11-16,30.329999923706055
2020-11-17,30.860000610351562
2020-11-18,29.549999237060547
2020-11-19,30.1299991607666
2020-11-20,30.43000030517578
2020-11-23,30.020000457763672
2020-11-24,29.43000030517578
2020-11-25,31.3799991607666
2020-11-27,32.970001220703125
2020-11-30,31.030000686645508
2020-12-01,32.75
2020-12-02,29.540000915527344
2020-12-03,29.690000534057617
2020-12-04,31.450000762939453
2020-12-07,30.75
2020-12-08,30.670000076293945
2020-12-09,30.59000015258789
2020-12-10,32.040000915527344
2020-12-11,31.56999969482422
2020-12-14,31.850000381469727
2020-12-15,33.54999923706055
2020-12-16,32.13999938964844
2020-12-17,33.34000015258789
2020-12-18,31.729999542236328
2020-12-21,33.88999938964844
2020-12-22,33.27000045776367
2020-12-23,33.84000015258789
2020-12-24,33.900001525878906
2020-12-28,33.779998779296875
2020-12-29,33.630001068115234
2020-12-30,33.560001373291016
2020-12-31,30.770000457763672
2021-01-04,31.31999969482422
2021-01-05,30.5
2021-01-06,33.040000915527344
2021-01-07,33.77000045776367
2021-01-08,33.630001068115234
2021-01-11,32.54999923706055
2021-01-12,32.79999923706055
2021-01-13,33.18000030517578
2021-01-14,34.380001068115234
2021-01-15,35.0099983215332
2021-01-19,37.029998779296875
2021-01-20,37.08000183105469
2021-01-21,36.2400016784668
2021-01-22,38.959999084472656
2021-01-25,39.79999923706055
2021-01-26,38.060001373291016
2021-01-27,33.970001220703125
2021-01-28,34.06999969482422
2021-01-29,35.04999923706055
2021-02-01,35.619998931884766
2021-02-02,38.9900016784668
2021-02-03,39.849998474121094
2021-02-04,38.5099983215332
2021-02-05,41.41999816894531
2021-02-08,44.47999954223633
2021-02-09,47.529998779296875
2021-02-10,50.040000915527344
2021-02-11,48.36000061035156
2021-02-12,49.779998779296875
2021-02-16,52.47999954223633
2021-02-17,56.220001220703125
2021-02-18,53.9900016784668
2021-02-19,64.47000122070312
2021-02-22,68.66000366210938
2021-02-23,59.099998474121094
2021-02-24,61.849998474121094
2021-02-25,57.13999938964844
2021-02-26,48.869998931884766
2021-03-01,56.61000061035156
2021-03-02,59.810001373291016
2021-03-03,58.63999938964844
2021-03-04,59.63999938964844
2021-03-05,60.18000030517578
2021-03-08,58.41999816894531
2021-03-09,64.72000122070312
2021-03-10,63.869998931884766
2021-03-11,69.08999633789062
2021-03-12,69.55999755859375
2021-03-15,72.0
2021-03-16,74.13999938964844
2021-03-17,67.66000366210938
2021-03-18,64.45999908447266
2021-03-19,64.0999984741211
2021-03-22,53.97999954223633
2021-03-23,50.86000061035156
2021-03-24,49.650001525878906
2021-03-25,48.08000183105469
2021-03-26,49.20000076293945
2021-03-29,48.84000015258789
2021-03-30,42.0099983215332
2021-03-31,44.0099983215332
2021-04-01,63.56999969482422
2021-04-05,64.30999755859375
2021-04-06,55.91999816894531
2021-04-07,55.70000076293945
2021-04-08,59.189998626708984
2021-04-09,48.93000030517578
2021-04-12,42.119998931884766
2021-04-13,40.66999816894531
2021-04-14,41.91999816894531
2021-04-15,40.349998474121094
2021-04-16,41.84000015258789
2021-04-19,40.060001373291016
2021-04-20,39.7599983215332
2021-04-21,41.52000045776367
2021-04-22,43.279998779296875
2021-04-23,45.689998626708984
2021-04-26,51.130001068115234
2021-04-27,52.77000045776367
2021-04-28,53.7400016784668
2021-04-29,54.869998931884766
2021-04-30,57.4900016784668
2021-05-03,59.02000045776367
2021-05-04,48.65999984741211
2021-05-05,49.90999984741211
2021-05-06,44.439998626708984
2021-05-07,45.81999969482422
2021-05-10,43.4900016784668
2021-05-11,44.959999084472656
2021-05-12,42.06999969482422
2021-05-13,41.09000015258789
2021-05-14,44.70000076293945
