,BBBY
2008-05-14,33.709999084472656
2008-05-15,34.59000015258789
2008-05-16,33.779998779296875
2008-05-19,32.68000030517578
2008-05-20,32.41999816894531
2008-05-21,31.34000015258789
2008-05-22,31.459999084472656
2008-05-23,30.850000381469727
2008-05-27,31.809999465942383
2008-05-28,31.899999618530273
2008-05-29,32.06999969482422
2008-05-30,31.860000610351562
2008-06-02,31.81999969482422
2008-06-03,31.729999542236328
2008-06-04,31.59000015258789
2008-06-05,31.809999465942383
2008-06-06,30.469999313354492
2008-06-09,29.780000686645508
2008-06-10,29.989999771118164
2008-06-11,28.90999984741211
2008-06-12,29.09000015258789
2008-06-13,30.030000686645508
2008-06-16,30.440000534057617
2008-06-17,29.399999618530273
2008-06-18,29.010000228881836
2008-06-19,29.68000030517578
2008-06-20,28.809999465942383
2008-06-23,28.09000015258789
2008-06-24,28.299999237060547
2008-06-25,28.56999969482422
2008-06-26,29.790000915527344
2008-06-27,29.059999465942383
2008-06-30,28.100000381469727
2008-07-01,28.989999771118164
2008-07-02,28.010000228881836
2008-07-03,28.420000076293945
2008-07-07,28.43000030517578
2008-07-08,29.309999465942383
2008-07-09,28.68000030517578
2008-07-10,28.399999618530273
2008-07-11,27.25
2008-07-14,26.979999542236328
2008-07-15,27.360000610351562
2008-07-16,28.81999969482422
2008-07-17,29.979999542236328
2008-07-18,29.260000228881836
2008-07-21,28.959999084472656
2008-07-22,29.25
2008-07-23,29.440000534057617
2008-07-24,28.170000076293945
2008-07-25,28.010000228881836
2008-07-28,27.3799991607666
2008-07-29,28.1299991607666
2008-07-30,28.010000228881836
2008-07-31,27.829999923706055
2008-08-01,27.56999969482422
2008-08-04,27.799999237060547
2008-08-05,29.059999465942383
2008-08-06,29.049999237060547
2008-08-07,28.530000686645508
2008-08-08,29.420000076293945
2008-08-11,30.3700008392334
2008-08-12,29.639999389648438
2008-08-13,28.93000030517578
2008-08-14,29.149999618530273
2008-08-15,29.969999313354492
2008-08-18,29.510000228881836
2008-08-19,29.110000610351562
2008-08-20,29.229999542236328
2008-08-21,29.610000610351562
2008-08-22,30.360000610351562
2008-08-25,29.690000534057617
2008-08-26,30.290000915527344
2008-08-27,30.809999465942383
2008-08-28,30.8700008392334
2008-08-29,30.65999984741211
2008-09-02,31.600000381469727
2008-09-03,32.22999954223633
2008-09-04,31.65999984741211
2008-09-05,31.1200008392334
2008-09-08,32.66999816894531
2008-09-09,31.670000076293945
2008-09-10,31.790000915527344
2008-09-11,32.29999923706055
2008-09-12,32.060001373291016
2008-09-15,31.530000686645508
2008-09-16,31.81999969482422
2008-09-17,30.520000457763672
2008-09-18,31.84000015258789
2008-09-19,32.7599983215332
2008-09-22,30.770000457763672
2008-09-23,30.399999618530273
2008-09-24,30.709999084472656
2008-09-25,32.189998626708984
2008-09-26,32.2400016784668
2008-09-29,30.899999618530273
2008-09-30,31.40999984741211
2008-10-01,31.110000610351562
2008-10-02,30.56999969482422
2008-10-03,29.34000015258789
2008-10-06,28.690000534057617
2008-10-07,27.739999771118164
2008-10-08,27.540000915527344
2008-10-09,26.540000915527344
2008-10-10,26.190000534057617
2008-10-13,27.700000762939453
2008-10-14,26.829999923706055
2008-10-15,23.889999389648438
2008-10-16,25.190000534057617
2008-10-17,25.139999389648438
2008-10-20,25.959999084472656
2008-10-21,25.350000381469727
2008-10-22,24.399999618530273
2008-10-23,24.25
2008-10-24,23.40999984741211
2008-10-27,22.59000015258789
2008-10-28,24.760000228881836
2008-10-29,24.43000030517578
2008-10-30,25.209999084472656
2008-10-31,25.770000457763672
2008-11-03,25.190000534057617
2008-11-04,24.829999923706055
2008-11-05,24.1200008392334
2008-11-06,23.110000610351562
2008-11-07,22.979999542236328
2008-11-10,21.56999969482422
2008-11-11,20.979999542236328
2008-11-12,20.489999771118164
2008-11-13,22.200000762939453
2008-11-14,20.600000381469727
2008-11-17,20.190000534057617
2008-11-18,19.56999969482422
2008-11-19,18.06999969482422
2008-11-20,17.170000076293945
2008-11-21,17.540000915527344
2008-11-24,19.389999389648438
2008-11-25,19.3700008392334
2008-11-26,20.799999237060547
2008-11-28,20.290000915527344
2008-12-01,18.299999237060547
2008-12-02,19.670000076293945
2008-12-03,22.489999771118164
2008-12-04,22.860000610351562
2008-12-05,24.59000015258789
2008-12-08,24.350000381469727
2008-12-09,23.790000915527344
2008-12-10,25.3700008392334
2008-12-11,24.260000228881836
2008-12-12,24.559999465942383
2008-12-15,23.530000686645508
2008-12-16,25.239999771118164
2008-12-17,25.709999084472656
2008-12-18,25.59000015258789
2008-12-19,26.010000228881836
2008-12-22,25.09000015258789
2008-12-23,24.649999618530273
2008-12-24,24.860000610351562
2008-12-26,24.989999771118164
2008-12-29,24.43000030517578
2008-12-30,25.34000015258789
2008-12-31,25.420000076293945
2009-01-02,26.489999771118164
2009-01-05,25.530000686645508
2009-01-06,26.0
2009-01-07,25.549999237060547
2009-01-08,26.719999313354492
2009-01-09,25.93000030517578
2009-01-12,25.729999542236328
2009-01-13,25.170000076293945
2009-01-14,25.0
2009-01-15,25.850000381469727
2009-01-16,25.940000534057617
2009-01-20,25.270000457763672
2009-01-21,25.25
2009-01-22,25.549999237060547
2009-01-23,25.530000686645508
2009-01-26,25.06999969482422
2009-01-27,24.420000076293945
2009-01-28,25.540000915527344
2009-01-29,24.360000610351562
2009-01-30,23.229999542236328
2009-02-02,22.530000686645508
2009-02-03,23.84000015258789
2009-02-04,23.1299991607666
2009-02-05,23.700000762939453
2009-02-06,24.0
2009-02-09,24.09000015258789
2009-02-10,22.530000686645508
2009-02-11,22.43000030517578
2009-02-12,22.40999984741211
2009-02-13,22.010000228881836
2009-02-17,21.15999984741211
2009-02-18,21.290000915527344
2009-02-19,21.260000228881836
2009-02-20,21.110000610351562
2009-02-23,20.610000610351562
2009-02-24,21.520000457763672
2009-02-25,21.389999389648438
2009-02-26,21.06999969482422
2009-02-27,21.299999237060547
2009-03-02,20.459999084472656
2009-03-03,19.93000030517578
2009-03-04,20.670000076293945
2009-03-05,20.079999923706055
2009-03-06,19.520000457763672
2009-03-09,19.81999969482422
2009-03-10,21.290000915527344
2009-03-11,22.170000076293945
2009-03-12,22.6299991607666
2009-03-13,22.93000030517578
2009-03-16,21.860000610351562
2009-03-17,23.010000228881836
2009-03-18,23.65999984741211
2009-03-19,23.639999389648438
2009-03-20,23.18000030517578
2009-03-23,24.40999984741211
2009-03-24,24.15999984741211
2009-03-25,24.90999984741211
2009-03-26,26.149999618530273
2009-03-27,25.0
2009-03-30,24.399999618530273
2009-03-31,24.75
2009-04-01,24.979999542236328
2009-04-02,26.649999618530273
2009-04-03,27.6200008392334
2009-04-06,26.3700008392334
2009-04-07,25.510000228881836
2009-04-08,31.700000762939453
2009-04-09,31.09000015258789
2009-04-13,31.489999771118164
2009-04-14,30.3799991607666
2009-04-15,30.479999542236328
2009-04-16,30.989999771118164
2009-04-17,31.3700008392334
2009-04-20,29.690000534057617
2009-04-21,30.950000762939453
2009-04-22,31.059999465942383
2009-04-23,30.34000015258789
2009-04-24,30.360000610351562
2009-04-27,29.739999771118164
2009-04-28,30.239999771118164
2009-04-29,29.860000610351562
2009-04-30,30.420000076293945
2009-05-01,29.299999237060547
2009-05-04,29.950000762939453
2009-05-05,30.09000015258789
2009-05-06,29.389999389648438
2009-05-07,28.440000534057617
2009-05-08,28.5
2009-05-11,28.489999771118164
2009-05-12,28.290000915527344
2009-05-13,26.940000534057617
2009-05-14,27.729999542236328
2009-05-15,27.829999923706055
2009-05-18,29.290000915527344
2009-05-19,29.31999969482422
2009-05-20,28.420000076293945
2009-05-21,27.09000015258789
2009-05-22,27.110000610351562
2009-05-26,28.309999465942383
2009-05-27,27.860000610351562
2009-05-28,27.8700008392334
2009-05-29,28.110000610351562
2009-06-01,29.979999542236328
2009-06-02,30.579999923706055
2009-06-03,30.1200008392334
2009-06-04,29.639999389648438
2009-06-05,29.200000762939453
2009-06-08,29.190000534057617
2009-06-09,29.739999771118164
2009-06-10,29.239999771118164
2009-06-11,27.93000030517578
2009-06-12,28.360000610351562
2009-06-15,28.290000915527344
2009-06-16,27.34000015258789
2009-06-17,28.0
2009-06-18,27.81999969482422
2009-06-19,28.530000686645508
2009-06-22,28.450000762939453
2009-06-23,27.739999771118164
2009-06-24,28.389999389648438
2009-06-25,31.079999923706055
2009-06-26,31.030000686645508
2009-06-29,31.139999389648438
2009-06-30,30.75
2009-07-01,30.760000228881836
2009-07-02,29.65999984741211
2009-07-06,29.940000534057617
2009-07-07,29.209999084472656
2009-07-08,29.940000534057617
2009-07-09,29.59000015258789
2009-07-10,29.809999465942383
2009-07-13,30.5
2009-07-14,31.290000915527344
2009-07-15,31.780000686645508
2009-07-16,31.969999313354492
2009-07-17,32.650001525878906
2009-07-20,33.720001220703125
2009-07-21,33.59000015258789
2009-07-22,34.150001525878906
2009-07-23,35.33000183105469
2009-07-24,34.75
2009-07-27,34.72999954223633
2009-07-28,34.689998626708984
2009-07-29,34.790000915527344
2009-07-30,35.380001068115234
2009-07-31,34.75
2009-08-03,35.599998474121094
2009-08-04,35.77000045776367
2009-08-05,35.06999969482422
2009-08-06,35.2599983215332
2009-08-07,36.939998626708984
2009-08-10,36.060001373291016
2009-08-11,35.65999984741211
2009-08-12,36.06999969482422
2009-08-13,35.869998931884766
2009-08-14,34.880001068115234
2009-08-17,33.869998931884766
2009-08-18,34.41999816894531
2009-08-19,34.720001220703125
2009-08-20,34.79999923706055
2009-08-21,35.810001373291016
2009-08-24,35.2400016784668
2009-08-25,36.72999954223633
2009-08-26,37.459999084472656
2009-08-27,37.119998931884766
2009-08-28,37.13999938964844
2009-08-31,36.47999954223633
2009-09-01,35.54999923706055
2009-09-02,35.68000030517578
2009-09-03,36.380001068115234
2009-09-04,36.66999816894531
2009-09-08,36.65999984741211
2009-09-09,37.029998779296875
2009-09-10,37.400001525878906
2009-09-11,36.709999084472656
2009-09-14,36.880001068115234
2009-09-15,36.83000183105469
2009-09-16,38.36000061035156
2009-09-17,38.810001373291016
2009-09-18,39.279998779296875
2009-09-21,39.790000915527344
2009-09-22,39.459999084472656
2009-09-23,39.02000045776367
2009-09-24,37.75
2009-09-25,36.79999923706055
2009-09-28,37.72999954223633
2009-09-29,37.630001068115234
2009-09-30,37.540000915527344
2009-10-01,36.81999969482422
2009-10-02,36.650001525878906
2009-10-05,37.130001068115234
2009-10-06,37.599998474121094
2009-10-07,37.33000183105469
2009-10-08,37.400001525878906
2009-10-09,37.38999938964844
2009-10-12,36.81999969482422
2009-10-13,36.720001220703125
2009-10-14,36.959999084472656
2009-10-15,36.720001220703125
2009-10-16,36.34000015258789
2009-10-19,36.72999954223633
2009-10-20,36.11000061035156
2009-10-21,35.720001220703125
2009-10-22,36.56999969482422
2009-10-23,36.16999816894531
2009-10-26,36.29999923706055
2009-10-27,35.869998931884766
2009-10-28,34.93000030517578
2009-10-29,35.9900016784668
2009-10-30,35.209999084472656
2009-11-02,36.38999938964844
2009-11-03,36.310001373291016
2009-11-04,36.130001068115234
2009-11-05,37.09000015258789
2009-11-06,37.13999938964844
2009-11-09,37.7400016784668
2009-11-10,37.72999954223633
2009-11-11,37.86000061035156
2009-11-12,36.97999954223633
2009-11-13,37.099998474121094
2009-11-16,37.709999084472656
2009-11-17,37.400001525878906
2009-11-18,37.38999938964844
2009-11-19,37.11000061035156
2009-11-20,37.2400016784668
2009-11-23,37.599998474121094
2009-11-24,37.25
2009-11-25,37.45000076293945
2009-11-27,36.9900016784668
2009-11-30,37.36000061035156
2009-12-01,38.88999938964844
2009-12-02,39.02000045776367
2009-12-03,38.7400016784668
2009-12-04,39.150001525878906
2009-12-07,38.689998626708984
2009-12-08,38.25
2009-12-09,38.06999969482422
2009-12-10,38.31999969482422
2009-12-11,38.189998626708984
2009-12-14,38.79999923706055
2009-12-15,38.310001373291016
2009-12-16,37.93000030517578
2009-12-17,37.5099983215332
2009-12-18,37.4900016784668
2009-12-21,38.189998626708984
2009-12-22,39.52000045776367
2009-12-23,39.4900016784668
2009-12-24,39.470001220703125
2009-12-28,39.279998779296875
2009-12-29,39.119998931884766
2009-12-30,39.22999954223633
2009-12-31,38.61000061035156
2010-01-04,39.029998779296875
2010-01-05,38.66999816894531
2010-01-06,39.22999954223633
2010-01-07,41.939998626708984
2010-01-08,42.029998779296875
2010-01-11,41.779998779296875
2010-01-12,41.38999938964844
2010-01-13,42.0
2010-01-14,41.439998626708984
2010-01-15,40.66999816894531
2010-01-19,40.810001373291016
2010-01-20,40.130001068115234
2010-01-21,39.52000045776367
2010-01-22,39.06999969482422
2010-01-25,39.06999969482422
2010-01-26,39.2599983215332
2010-01-27,39.439998626708984
2010-01-28,39.02000045776367
2010-01-29,38.70000076293945
2010-02-01,39.33000183105469
2010-02-02,40.040000915527344
2010-02-03,39.88999938964844
2010-02-04,38.63999938964844
2010-02-05,38.5
2010-02-08,38.52000045776367
2010-02-09,39.09000015258789
2010-02-10,38.810001373291016
2010-02-11,39.65999984741211
2010-02-12,39.779998779296875
2010-02-16,40.9900016784668
2010-02-17,41.16999816894531
2010-02-18,41.189998626708984
2010-02-19,41.40999984741211
2010-02-22,41.290000915527344
2010-02-23,40.959999084472656
2010-02-24,41.689998626708984
2010-02-25,41.81999969482422
2010-02-26,41.61000061035156
2010-03-01,41.75
2010-03-02,41.099998474121094
2010-03-03,41.08000183105469
2010-03-04,41.400001525878906
2010-03-05,41.650001525878906
2010-03-08,41.650001525878906
2010-03-09,41.22999954223633
2010-03-10,41.66999816894531
2010-03-11,41.34000015258789
2010-03-12,42.279998779296875
2010-03-15,43.0
2010-03-16,43.15999984741211
2010-03-17,43.119998931884766
2010-03-18,44.060001373291016
2010-03-19,43.88999938964844
2010-03-22,44.380001068115234
2010-03-23,44.4900016784668
2010-03-24,44.119998931884766
2010-03-25,43.900001525878906
2010-03-26,44.0
2010-03-29,43.900001525878906
2010-03-30,44.15999984741211
2010-03-31,43.7599983215332
2010-04-01,44.18000030517578
2010-04-05,45.099998474121094
2010-04-06,44.619998931884766
2010-04-07,44.66999816894531
2010-04-08,46.47999954223633
2010-04-09,45.5099983215332
2010-04-12,45.77000045776367
2010-04-13,45.650001525878906
2010-04-14,45.79999923706055
2010-04-15,45.79999923706055
2010-04-16,45.33000183105469
2010-04-19,45.540000915527344
2010-04-20,46.25
2010-04-21,46.459999084472656
2010-04-22,47.349998474121094
2010-04-23,47.84000015258789
2010-04-26,48.25
2010-04-27,46.29999923706055
2010-04-28,46.11000061035156
2010-04-29,47.09000015258789
2010-04-30,45.959999084472656
2010-05-03,46.90999984741211
2010-05-04,45.93000030517578
2010-05-05,45.209999084472656
2010-05-06,43.2400016784668
2010-05-07,42.90999984741211
2010-05-10,46.11000061035156
2010-05-11,46.2599983215332
2010-05-12,47.189998626708984
2010-05-13,45.63999938964844
2010-05-14,44.459999084472656
2010-05-17,44.619998931884766
2010-05-18,43.209999084472656
2010-05-19,43.95000076293945
2010-05-20,43.310001373291016
2010-05-21,44.27000045776367
2010-05-24,43.5
2010-05-25,43.959999084472656
2010-05-26,43.29999923706055
2010-05-27,45.209999084472656
2010-05-28,44.869998931884766
2010-06-01,44.189998626708984
2010-06-02,45.27000045776367
2010-06-03,45.209999084472656
2010-06-04,43.189998626708984
2010-06-07,42.02000045776367
2010-06-08,42.7599983215332
2010-06-09,42.959999084472656
2010-06-10,44.56999969482422
2010-06-11,44.439998626708984
2010-06-14,44.880001068115234
2010-06-15,45.869998931884766
2010-06-16,45.119998931884766
2010-06-17,41.70000076293945
2010-06-18,42.4900016784668
2010-06-21,41.29999923706055
2010-06-22,40.290000915527344
2010-06-23,41.459999084472656
2010-06-24,39.119998931884766
2010-06-25,39.34000015258789
2010-06-28,39.09000015258789
2010-06-29,37.61000061035156
2010-06-30,37.08000183105469
2010-07-01,36.709999084472656
2010-07-02,36.189998626708984
2010-07-06,36.0099983215332
2010-07-07,37.20000076293945
2010-07-08,37.040000915527344
2010-07-09,37.45000076293945
2010-07-12,37.119998931884766
2010-07-13,38.33000183105469
2010-07-14,37.290000915527344
2010-07-15,37.81999969482422
2010-07-16,36.040000915527344
2010-07-19,36.7400016784668
2010-07-20,37.619998931884766
2010-07-21,36.90999984741211
2010-07-22,38.27000045776367
2010-07-23,38.720001220703125
2010-07-26,39.56999969482422
2010-07-27,37.97999954223633
2010-07-28,37.97999954223633
2010-07-29,37.33000183105469
2010-07-30,37.880001068115234
2010-08-02,39.119998931884766
2010-08-03,38.33000183105469
2010-08-04,39.04999923706055
2010-08-05,38.810001373291016
2010-08-06,38.83000183105469
2010-08-09,39.25
2010-08-10,38.63999938964844
2010-08-11,37.47999954223633
2010-08-12,37.54999923706055
2010-08-13,37.08000183105469
2010-08-16,37.16999816894531
2010-08-17,38.029998779296875
2010-08-18,39.380001068115234
2010-08-19,38.560001373291016
2010-08-20,38.34000015258789
2010-08-23,38.29999923706055
2010-08-24,36.75
2010-08-25,37.43000030517578
2010-08-26,36.66999816894531
2010-08-27,37.0
2010-08-30,35.959999084472656
2010-08-31,35.970001220703125
2010-09-01,37.310001373291016
2010-09-02,38.4900016784668
2010-09-03,39.02000045776367
2010-09-07,38.650001525878906
2010-09-08,39.22999954223633
2010-09-09,39.470001220703125
2010-09-10,40.349998474121094
2010-09-13,41.150001525878906
2010-09-14,41.4900016784668
2010-09-15,41.66999816894531
2010-09-16,41.790000915527344
2010-09-17,41.099998474121094
2010-09-20,41.959999084472656
2010-09-21,41.959999084472656
2010-09-22,42.04999923706055
2010-09-23,43.400001525878906
2010-09-24,43.720001220703125
2010-09-27,43.31999969482422
2010-09-28,43.72999954223633
2010-09-29,43.540000915527344
2010-09-30,43.40999984741211
2010-10-01,43.400001525878906
2010-10-04,43.130001068115234
2010-10-05,43.5
2010-10-06,43.02000045776367
2010-10-07,42.970001220703125
2010-10-08,42.869998931884766
2010-10-11,43.29999923706055
2010-10-12,43.25
2010-10-13,43.4900016784668
2010-10-14,43.22999954223633
2010-10-15,43.63999938964844
2010-10-18,43.40999984741211
2010-10-19,42.77000045776367
2010-10-20,43.56999969482422
2010-10-21,44.02000045776367
2010-10-22,44.02000045776367
2010-10-25,44.040000915527344
2010-10-26,44.029998779296875
2010-10-27,43.630001068115234
2010-10-28,43.540000915527344
2010-10-29,43.900001525878906
2010-11-01,44.0099983215332
2010-11-02,44.25
2010-11-03,43.54999923706055
2010-11-04,44.810001373291016
2010-11-05,45.130001068115234
2010-11-08,44.959999084472656
2010-11-09,44.25
2010-11-10,44.79999923706055
2010-11-11,44.959999084472656
2010-11-12,44.11000061035156
2010-11-15,43.869998931884766
2010-11-16,43.34000015258789
2010-11-17,43.61000061035156
2010-11-18,43.2400016784668
2010-11-19,43.09000015258789
2010-11-22,43.18000030517578
2010-11-23,42.72999954223633
2010-11-24,44.31999969482422
2010-11-26,44.0
2010-11-29,43.939998626708984
2010-11-30,43.7400016784668
2010-12-01,44.599998474121094
2010-12-02,45.689998626708984
2010-12-03,45.95000076293945
2010-12-06,45.790000915527344
2010-12-07,45.849998474121094
2010-12-08,46.25
2010-12-09,46.52000045776367
2010-12-10,46.7599983215332
2010-12-13,47.630001068115234
2010-12-14,48.79999923706055
2010-12-15,47.4900016784668
2010-12-16,47.77000045776367
2010-12-17,47.720001220703125
2010-12-20,47.880001068115234
2010-12-21,47.54999923706055
2010-12-22,47.66999816894531
2010-12-23,50.099998474121094
2010-12-27,49.689998626708984
2010-12-28,49.56999969482422
2010-12-29,49.59000015258789
2010-12-30,49.40999984741211
2010-12-31,49.150001525878906
2011-01-03,49.599998474121094
2011-01-04,48.959999084472656
2011-01-05,49.02000045776367
2011-01-06,48.84000015258789
2011-01-07,48.630001068115234
2011-01-10,48.75
2011-01-11,49.22999954223633
2011-01-12,49.470001220703125
2011-01-13,49.2400016784668
2011-01-14,49.5099983215332
2011-01-18,49.459999084472656
2011-01-19,48.400001525878906
2011-01-20,47.9900016784668
2011-01-21,48.11000061035156
2011-01-24,48.779998779296875
2011-01-25,49.310001373291016
2011-01-26,49.52000045776367
2011-01-27,50.63999938964844
2011-01-28,48.599998474121094
2011-01-31,48.0
2011-02-01,48.529998779296875
2011-02-02,47.7400016784668
2011-02-03,48.2599983215332
2011-02-04,48.34000015258789
2011-02-07,48.31999969482422
2011-02-08,48.779998779296875
2011-02-09,49.25
2011-02-10,49.75
2011-02-11,50.040000915527344
2011-02-14,49.790000915527344
2011-02-15,49.34000015258789
2011-02-16,49.650001525878906
2011-02-17,49.439998626708984
2011-02-18,50.81999969482422
2011-02-22,48.97999954223633
2011-02-23,47.75
2011-02-24,47.36000061035156
2011-02-25,47.849998474121094
2011-02-28,48.150001525878906
2011-03-01,47.25
2011-03-02,47.90999984741211
2011-03-03,48.880001068115234
2011-03-04,48.34000015258789
2011-03-07,47.52000045776367
2011-03-08,47.220001220703125
2011-03-09,46.779998779296875
2011-03-10,45.630001068115234
2011-03-11,45.81999969482422
2011-03-14,45.31999969482422
2011-03-15,46.060001373291016
2011-03-16,45.06999969482422
2011-03-17,45.81999969482422
2011-03-18,45.58000183105469
2011-03-21,46.599998474121094
2011-03-22,46.45000076293945
2011-03-23,46.97999954223633
2011-03-24,47.869998931884766
2011-03-25,47.279998779296875
2011-03-28,47.31999969482422
2011-03-29,47.68000030517578
2011-03-30,48.540000915527344
2011-03-31,48.27000045776367
2011-04-01,48.709999084472656
2011-04-04,48.4900016784668
2011-04-05,48.900001525878906
2011-04-06,49.38999938964844
2011-04-07,54.54999923706055
2011-04-08,53.81999969482422
2011-04-11,54.0099983215332
2011-04-12,54.060001373291016
2011-04-13,54.52000045776367
2011-04-14,54.939998626708984
2011-04-15,55.84000015258789
2011-04-18,55.790000915527344
2011-04-19,55.849998474121094
2011-04-20,57.02000045776367
2011-04-21,57.29999923706055
2011-04-25,56.56999969482422
2011-04-26,57.130001068115234
2011-04-27,57.25
2011-04-28,56.869998931884766
2011-04-29,56.130001068115234
2011-05-02,56.130001068115234
2011-05-03,55.5099983215332
2011-05-04,55.529998779296875
2011-05-05,55.7400016784668
2011-05-06,55.68000030517578
2011-05-09,55.470001220703125
2011-05-10,56.560001373291016
2011-05-11,55.9900016784668
2011-05-12,56.18000030517578
2011-05-13,55.650001525878906
2011-05-16,54.95000076293945
2011-05-17,54.84000015258789
2011-05-18,55.150001525878906
2011-05-19,54.90999984741211
2011-05-20,53.83000183105469
2011-05-23,53.689998626708984
2011-05-24,53.650001525878906
2011-05-25,54.209999084472656
2011-05-26,53.810001373291016
2011-05-27,53.459999084472656
2011-05-31,53.88999938964844
2011-06-01,53.06999969482422
2011-06-02,52.54999923706055
2011-06-03,51.61000061035156
2011-06-06,51.650001525878906
2011-06-07,52.5099983215332
2011-06-08,52.63999938964844
2011-06-09,53.470001220703125
2011-06-10,52.90999984741211
2011-06-13,53.209999084472656
2011-06-14,54.43000030517578
2011-06-15,52.90999984741211
2011-06-16,52.86000061035156
2011-06-17,51.9900016784668
2011-06-20,52.59000015258789
2011-06-21,54.060001373291016
2011-06-22,54.060001373291016
2011-06-23,56.93000030517578
2011-06-24,56.59000015258789
2011-06-27,56.459999084472656
2011-06-28,58.02000045776367
2011-06-29,58.0099983215332
2011-06-30,58.369998931884766
2011-07-01,59.38999938964844
2011-07-05,59.29999923706055
2011-07-06,59.099998474121094
2011-07-07,60.310001373291016
2011-07-08,60.13999938964844
2011-07-11,59.349998474121094
2011-07-12,59.130001068115234
2011-07-13,59.439998626708984
2011-07-14,58.810001373291016
2011-07-15,58.65999984741211
2011-07-18,59.16999816894531
2011-07-19,59.54999923706055
2011-07-20,59.02000045776367
2011-07-21,59.47999954223633
2011-07-22,59.70000076293945
2011-07-25,59.36000061035156
2011-07-26,59.52000045776367
2011-07-27,57.84000015258789
2011-07-28,57.709999084472656
2011-07-29,58.4900016784668
2011-08-01,57.290000915527344
2011-08-02,54.939998626708984
2011-08-03,54.25
2011-08-04,52.849998474121094
2011-08-05,52.900001525878906
2011-08-08,49.72999954223633
2011-08-09,52.54999923706055
2011-08-10,50.060001373291016
2011-08-11,52.97999954223633
2011-08-12,54.43000030517578
2011-08-15,54.599998474121094
2011-08-16,54.0099983215332
2011-08-17,53.33000183105469
2011-08-18,51.0099983215332
2011-08-19,50.63999938964844
2011-08-22,51.65999984741211
2011-08-23,53.31999969482422
2011-08-24,53.70000076293945
2011-08-25,53.189998626708984
2011-08-26,54.900001525878906
2011-08-29,56.9900016784668
2011-08-30,57.15999984741211
2011-08-31,56.86000061035156
2011-09-01,57.130001068115234
2011-09-02,56.439998626708984
2011-09-06,56.61000061035156
2011-09-07,58.2400016784668
2011-09-08,57.400001525878906
2011-09-09,56.290000915527344
2011-09-12,58.0099983215332
2011-09-13,59.209999084472656
2011-09-14,59.369998931884766
2011-09-15,59.36000061035156
2011-09-16,59.939998626708984
2011-09-19,59.86000061035156
2011-09-20,58.939998626708984
2011-09-21,57.47999954223633
2011-09-22,57.84000015258789
2011-09-23,57.220001220703125
2011-09-26,59.040000915527344
2011-09-27,59.43000030517578
2011-09-28,58.810001373291016
2011-09-29,59.38999938964844
2011-09-30,57.310001373291016
2011-10-03,55.2599983215332
2011-10-04,55.45000076293945
2011-10-05,55.689998626708984
2011-10-06,57.4900016784668
2011-10-07,57.130001068115234
2011-10-10,58.880001068115234
2011-10-11,59.459999084472656
2011-10-12,59.68000030517578
2011-10-13,59.790000915527344
2011-10-14,61.16999816894531
2011-10-17,60.25
2011-10-18,60.9900016784668
2011-10-19,60.18000030517578
2011-10-20,59.709999084472656
2011-10-21,61.810001373291016
2011-10-24,62.22999954223633
2011-10-25,61.02000045776367
2011-10-26,60.939998626708984
2011-10-27,62.77000045776367
2011-10-28,61.150001525878906
2011-10-31,61.84000015258789
2011-11-01,61.52000045776367
2011-11-02,61.900001525878906
2011-11-03,61.9900016784668
2011-11-04,62.029998779296875
2011-11-07,62.959999084472656
2011-11-08,63.439998626708984
2011-11-09,61.470001220703125
2011-11-10,59.7400016784668
2011-11-11,61.91999816894531
2011-11-14,61.2400016784668
2011-11-15,61.59000015258789
2011-11-16,60.61000061035156
2011-11-17,60.16999816894531
2011-11-18,59.9900016784668
2011-11-21,59.20000076293945
2011-11-22,58.619998931884766
2011-11-23,58.189998626708984
2011-11-25,57.900001525878906
2011-11-28,59.5
2011-11-29,59.689998626708984
2011-11-30,60.5099983215332
2011-12-01,60.11000061035156
2011-12-02,60.810001373291016
2011-12-05,62.20000076293945
2011-12-06,61.880001068115234
2011-12-07,62.83000183105469
2011-12-08,61.970001220703125
2011-12-09,63.220001220703125
2011-12-12,62.459999084472656
2011-12-13,61.130001068115234
2011-12-14,60.65999984741211
2011-12-15,61.16999816894531
2011-12-16,61.220001220703125
2011-12-19,60.68000030517578
2011-12-20,61.54999923706055
2011-12-21,61.43000030517578
2011-12-22,57.58000183105469
2011-12-23,57.459999084472656
2011-12-27,57.63999938964844
2011-12-28,57.880001068115234
2011-12-29,58.619998931884766
2011-12-30,57.970001220703125
2012-01-03,58.380001068115234
2012-01-04,59.45000076293945
2012-01-05,59.7400016784668
2012-01-06,59.939998626708984
2012-01-09,59.650001525878906
2012-01-10,60.63999938964844
2012-01-11,60.79999923706055
2012-01-12,59.79999923706055
2012-01-13,59.02000045776367
2012-01-17,59.83000183105469
2012-01-18,61.70000076293945
2012-01-19,63.189998626708984
2012-01-20,61.720001220703125
2012-01-23,62.0099983215332
2012-01-24,62.849998474121094
2012-01-25,62.93000030517578
2012-01-26,62.2599983215332
2012-01-27,62.540000915527344
2012-01-30,61.31999969482422
2012-01-31,60.70000076293945
2012-02-01,61.63999938964844
2012-02-02,61.720001220703125
2012-02-03,63.150001525878906
2012-02-06,61.9900016784668
2012-02-07,61.400001525878906
2012-02-08,61.099998474121094
2012-02-09,60.16999816894531
