,CUTR
2004-08-20,12.6899995803833
2004-08-23,11.850000381469727
2004-08-24,11.649999618530273
2004-08-25,11.550000190734863
2004-08-26,11.449999809265137
2004-08-27,11.539999961853027
2004-08-30,11.489999771118164
2004-08-31,11.399999618530273
2004-09-01,11.479999542236328
2004-09-02,11.5
2004-09-03,11.5
2004-09-07,11.170000076293945
2004-09-08,11.460000038146973
2004-09-09,11.510000228881836
2004-09-10,11.800000190734863
2004-09-13,12.510000228881836
2004-09-14,12.520000457763672
2004-09-15,12.430000305175781
2004-09-16,12.319999694824219
2004-09-17,12.399999618530273
2004-09-20,12.380000114440918
2004-09-21,12.300000190734863
2004-09-22,12.0
2004-09-23,11.800000190734863
2004-09-24,11.640000343322754
2004-09-27,10.930000305175781
2004-09-28,10.890000343322754
2004-09-29,10.930000305175781
2004-09-30,11.279999732971191
2004-10-01,11.75
2004-10-04,11.619999885559082
2004-10-05,11.229999542236328
2004-10-06,11.300000190734863
2004-10-07,11.15999984741211
2004-10-08,11.6899995803833
2004-10-11,10.989999771118164
2004-10-12,11.039999961853027
2004-10-13,10.40999984741211
2004-10-14,10.0
2004-10-15,10.0
2004-10-18,9.800000190734863
2004-10-19,10.0
2004-10-20,10.069999694824219
2004-10-21,10.25
2004-10-22,10.0
2004-10-25,9.510000228881836
2004-10-26,9.960000038146973
2004-10-27,11.0
2004-10-28,10.84000015258789
2004-10-29,10.539999961853027
2004-11-01,10.800000190734863
2004-11-02,10.949999809265137
2004-11-03,10.949999809265137
2004-11-04,11.600000381469727
2004-11-05,11.350000381469727
2004-11-08,11.0
2004-11-09,11.100000381469727
2004-11-10,10.720000267028809
2004-11-11,11.140000343322754
2004-11-12,11.5600004196167
2004-11-15,11.1899995803833
2004-11-16,11.100000381469727
2004-11-17,11.25
2004-11-18,11.859999656677246
2004-11-19,12.420000076293945
2004-11-22,12.100000381469727
2004-11-23,11.850000381469727
2004-11-24,12.010000228881836
2004-11-26,11.930000305175781
2004-11-29,11.920000076293945
2004-11-30,12.25
2004-12-01,12.489999771118164
2004-12-02,12.859999656677246
2004-12-03,12.359999656677246
2004-12-06,12.449999809265137
2004-12-07,12.0
2004-12-08,11.710000038146973
2004-12-09,12.569999694824219
2004-12-10,12.670000076293945
2004-12-13,12.75
2004-12-14,13.109999656677246
2004-12-15,12.899999618530273
2004-12-16,12.800000190734863
2004-12-17,12.800000190734863
2004-12-20,12.920000076293945
2004-12-21,12.949999809265137
2004-12-22,12.920000076293945
2004-12-23,12.529999732971191
2004-12-27,12.09000015258789
2004-12-28,12.130000114440918
2004-12-29,12.5
2004-12-30,12.350000381469727
2004-12-31,12.5
2005-01-03,12.899999618530273
2005-01-04,12.600000381469727
2005-01-05,12.5
2005-01-06,12.5
2005-01-07,12.819999694824219
2005-01-10,13.1899995803833
2005-01-11,13.199999809265137
2005-01-12,12.989999771118164
2005-01-13,13.0
2005-01-14,12.989999771118164
2005-01-18,12.760000228881836
2005-01-19,12.640000343322754
2005-01-20,12.470000267028809
2005-01-21,12.75
2005-01-24,12.890000343322754
2005-01-25,13.479999542236328
2005-01-26,14.0
2005-01-27,14.0
2005-01-28,13.970000267028809
2005-01-31,13.979999542236328
2005-02-01,14.050000190734863
2005-02-02,14.15999984741211
2005-02-03,14.430000305175781
2005-02-04,14.220000267028809
2005-02-07,14.949999809265137
2005-02-08,18.020000457763672
2005-02-09,18.15999984741211
2005-02-10,18.0
2005-02-11,17.75
2005-02-14,17.43000030517578
2005-02-15,17.950000762939453
2005-02-16,17.889999389648438
2005-02-17,17.549999237060547
2005-02-18,17.34000015258789
2005-02-22,17.600000381469727
2005-02-23,17.1299991607666
2005-02-24,16.280000686645508
2005-02-25,16.31999969482422
2005-02-28,16.520000457763672
2005-03-01,17.299999237060547
2005-03-02,17.899999618530273
2005-03-03,17.84000015258789
2005-03-04,18.059999465942383
2005-03-07,18.100000381469727
2005-03-08,17.940000534057617
2005-03-09,18.1200008392334
2005-03-10,17.829999923706055
2005-03-11,18.25
2005-03-14,19.709999084472656
2005-03-15,19.170000076293945
2005-03-16,18.90999984741211
2005-03-17,18.450000762939453
2005-03-18,18.139999389648438
2005-03-21,18.219999313354492
2005-03-22,18.459999084472656
2005-03-23,18.5
2005-03-24,18.8799991607666
2005-03-28,19.200000762939453
2005-03-29,19.0
2005-03-30,19.309999465942383
2005-03-31,19.280000686645508
2005-04-01,19.079999923706055
2005-04-04,18.450000762939453
2005-04-05,18.670000076293945
2005-04-06,19.100000381469727
2005-04-07,19.5
2005-04-08,19.559999465942383
2005-04-11,19.5
2005-04-12,19.350000381469727
2005-04-13,19.3700008392334
2005-04-14,17.969999313354492
2005-04-15,17.3799991607666
2005-04-18,17.510000228881836
2005-04-19,17.56999969482422
2005-04-20,17.15999984741211
2005-04-21,17.260000228881836
2005-04-22,17.989999771118164
2005-04-25,17.700000762939453
2005-04-26,17.5
2005-04-27,17.329999923706055
2005-04-28,17.0
2005-04-29,17.15999984741211
2005-05-02,17.81999969482422
2005-05-03,17.600000381469727
2005-05-04,17.969999313354492
2005-05-05,17.420000076293945
2005-05-06,16.469999313354492
2005-05-09,16.530000686645508
2005-05-10,15.960000038146973
2005-05-11,15.319999694824219
2005-05-12,15.3100004196167
2005-05-13,15.529999732971191
2005-05-16,15.609999656677246
2005-05-17,15.430000305175781
2005-05-18,15.569999694824219
2005-05-19,15.600000381469727
2005-05-20,15.260000228881836
2005-05-23,15.390000343322754
2005-05-24,15.100000381469727
2005-05-25,14.800000190734863
2005-05-26,14.369999885559082
2005-05-27,15.279999732971191
2005-05-31,16.0
2005-06-01,16.0
2005-06-02,16.200000762939453
2005-06-03,15.600000381469727
2005-06-06,15.15999984741211
2005-06-07,14.899999618530273
2005-06-08,14.779999732971191
2005-06-09,15.220000267028809
2005-06-10,15.40999984741211
2005-06-13,16.149999618530273
2005-06-14,16.579999923706055
2005-06-15,16.6200008392334
2005-06-16,16.760000228881836
2005-06-17,16.799999237060547
2005-06-20,16.959999084472656
2005-06-21,17.299999237060547
2005-06-22,17.8700008392334
2005-06-23,17.969999313354492
2005-06-24,17.760000228881836
2005-06-27,16.899999618530273
2005-06-28,16.850000381469727
2005-06-29,17.540000915527344
2005-06-30,17.350000381469727
2005-07-01,17.170000076293945
2005-07-05,16.860000610351562
2005-07-06,16.950000762939453
2005-07-07,16.43000030517578
2005-07-08,16.559999465942383
2005-07-11,16.690000534057617
2005-07-12,16.5
2005-07-13,16.3799991607666
2005-07-14,16.059999465942383
2005-07-15,16.25
2005-07-18,17.450000762939453
2005-07-19,18.860000610351562
2005-07-20,19.239999771118164
2005-07-21,18.799999237060547
2005-07-22,18.979999542236328
2005-07-25,18.899999618530273
2005-07-26,18.8700008392334
2005-07-27,18.81999969482422
2005-07-28,20.25
2005-07-29,21.5
2005-08-01,22.579999923706055
2005-08-02,20.5
2005-08-03,21.989999771118164
2005-08-04,22.0
2005-08-05,21.43000030517578
2005-08-08,21.510000228881836
2005-08-09,21.709999084472656
2005-08-10,21.93000030517578
2005-08-11,21.899999618530273
2005-08-12,21.959999084472656
2005-08-15,23.399999618530273
2005-08-16,22.3799991607666
2005-08-17,21.6200008392334
2005-08-18,21.5
2005-08-19,22.40999984741211
2005-08-22,22.700000762939453
2005-08-23,22.850000381469727
2005-08-24,22.81999969482422
2005-08-25,23.530000686645508
2005-08-26,23.059999465942383
2005-08-29,22.68000030517578
2005-08-30,23.639999389648438
2005-08-31,24.290000915527344
2005-09-01,24.5
2005-09-02,24.700000762939453
2005-09-06,25.420000076293945
2005-09-07,25.43000030517578
2005-09-08,25.010000228881836
2005-09-09,24.8799991607666
2005-09-12,24.969999313354492
2005-09-13,25.469999313354492
2005-09-14,25.450000762939453
2005-09-15,23.770000457763672
2005-09-16,24.549999237060547
2005-09-19,23.149999618530273
2005-09-20,23.84000015258789
2005-09-21,23.579999923706055
2005-09-22,23.149999618530273
2005-09-23,23.15999984741211
2005-09-26,24.3799991607666
2005-09-27,24.860000610351562
2005-09-28,25.200000762939453
2005-09-29,25.899999618530273
2005-09-30,25.940000534057617
2005-10-03,26.309999465942383
2005-10-04,26.690000534057617
2005-10-05,24.68000030517578
2005-10-06,23.540000915527344
2005-10-07,24.399999618530273
2005-10-10,24.5
2005-10-11,23.90999984741211
2005-10-12,22.079999923706055
2005-10-13,23.0
2005-10-14,23.899999618530273
2005-10-17,24.0
2005-10-18,24.059999465942383
2005-10-19,24.06999969482422
2005-10-20,24.1200008392334
2005-10-21,25.729999542236328
2005-10-24,26.309999465942383
2005-10-25,26.43000030517578
2005-10-26,26.549999237060547
2005-10-27,25.360000610351562
2005-10-28,25.790000915527344
2005-10-31,27.399999618530273
2005-11-01,26.90999984741211
2005-11-02,32.52000045776367
2005-11-03,34.5
2005-11-04,33.68000030517578
2005-11-07,34.84000015258789
2005-11-08,34.7400016784668
2005-11-09,33.58000183105469
2005-11-10,33.939998626708984
2005-11-11,35.81999969482422
2005-11-14,36.709999084472656
2005-11-15,37.54999923706055
2005-11-16,36.5
2005-11-17,38.20000076293945
2005-11-18,36.4900016784668
2005-11-21,37.779998779296875
2005-11-22,38.849998474121094
2005-11-23,39.439998626708984
2005-11-25,38.540000915527344
2005-11-28,39.41999816894531
2005-11-29,39.88999938964844
2005-11-30,39.58000183105469
2005-12-01,41.16999816894531
2005-12-02,42.119998931884766
2005-12-05,43.5
2005-12-06,42.400001525878906
2005-12-07,41.95000076293945
2005-12-08,41.119998931884766
2005-12-09,42.349998474121094
2005-12-12,43.060001373291016
2005-12-13,28.25
2005-12-14,29.760000228881836
2005-12-15,26.739999771118164
2005-12-16,27.149999618530273
2005-12-19,28.09000015258789
2005-12-20,27.479999542236328
2005-12-21,27.899999618530273
2005-12-22,28.229999542236328
2005-12-23,27.479999542236328
2005-12-27,26.3700008392334
2005-12-28,25.579999923706055
2005-12-29,25.860000610351562
2005-12-30,26.360000610351562
2006-01-03,25.81999969482422
2006-01-04,25.989999771118164
2006-01-05,27.690000534057617
2006-01-06,27.780000686645508
2006-01-09,26.790000915527344
2006-01-10,26.969999313354492
2006-01-11,27.0
2006-01-12,26.34000015258789
2006-01-13,26.850000381469727
2006-01-17,26.770000457763672
2006-01-18,26.469999313354492
2006-01-19,26.559999465942383
2006-01-20,26.030000686645508
2006-01-23,25.469999313354492
2006-01-24,25.889999389648438
2006-01-25,25.579999923706055
2006-01-26,25.290000915527344
2006-01-27,25.260000228881836
2006-01-30,25.8700008392334
2006-01-31,27.219999313354492
2006-02-01,28.889999389648438
2006-02-02,28.739999771118164
2006-02-03,29.75
2006-02-06,31.0
2006-02-07,31.239999771118164
2006-02-08,31.020000457763672
2006-02-09,30.18000030517578
2006-02-10,30.010000228881836
2006-02-13,29.860000610351562
2006-02-14,26.0
2006-02-15,25.530000686645508
2006-02-16,24.989999771118164
2006-02-17,25.5
2006-02-21,25.790000915527344
2006-02-22,26.649999618530273
2006-02-23,26.93000030517578
2006-02-24,27.530000686645508
2006-02-27,27.010000228881836
2006-02-28,27.09000015258789
2006-03-01,27.350000381469727
2006-03-02,28.1299991607666
2006-03-03,27.469999313354492
2006-03-06,26.770000457763672
2006-03-07,26.010000228881836
2006-03-08,27.170000076293945
2006-03-09,26.829999923706055
2006-03-10,27.030000686645508
2006-03-13,27.200000762939453
2006-03-14,26.969999313354492
2006-03-15,27.8700008392334
2006-03-16,27.530000686645508
2006-03-17,27.479999542236328
2006-03-20,26.719999313354492
2006-03-21,26.81999969482422
2006-03-22,26.860000610351562
2006-03-23,26.760000228881836
2006-03-24,27.959999084472656
2006-03-27,27.940000534057617
2006-03-28,27.209999084472656
2006-03-29,27.780000686645508
2006-03-30,27.440000534057617
2006-03-31,27.1200008392334
2006-04-03,26.690000534057617
2006-04-04,26.1299991607666
2006-04-05,26.399999618530273
2006-04-06,26.239999771118164
2006-04-07,26.139999389648438
2006-04-10,26.65999984741211
2006-04-11,26.510000228881836
2006-04-12,26.450000762939453
2006-04-13,25.84000015258789
2006-04-17,24.6299991607666
2006-04-18,25.860000610351562
2006-04-19,25.940000534057617
2006-04-20,25.8799991607666
2006-04-21,26.270000457763672
2006-04-24,26.25
2006-04-25,25.709999084472656
2006-04-26,25.190000534057617
2006-04-27,24.959999084472656
2006-04-28,26.31999969482422
2006-05-01,26.93000030517578
2006-05-02,27.549999237060547
2006-05-03,27.940000534057617
2006-05-04,27.780000686645508
2006-05-05,27.860000610351562
2006-05-08,26.469999313354492
2006-05-09,22.559999465942383
2006-05-10,22.889999389648438
2006-05-11,21.670000076293945
2006-05-12,20.280000686645508
2006-05-15,19.68000030517578
2006-05-16,18.829999923706055
2006-05-17,17.829999923706055
2006-05-18,18.100000381469727
2006-05-19,18.399999618530273
2006-05-22,18.290000915527344
2006-05-23,18.25
2006-05-24,18.0
2006-05-25,17.790000915527344
2006-05-26,18.06999969482422
2006-05-30,17.59000015258789
2006-05-31,16.489999771118164
2006-06-01,18.110000610351562
2006-06-02,18.780000686645508
2006-06-05,25.09000015258789
2006-06-06,24.100000381469727
2006-06-07,24.100000381469727
2006-06-08,23.75
2006-06-09,23.200000762939453
2006-06-12,21.899999618530273
2006-06-13,21.6299991607666
2006-06-14,22.06999969482422
2006-06-15,22.190000534057617
2006-06-16,22.709999084472656
2006-06-19,21.84000015258789
2006-06-20,21.59000015258789
2006-06-21,21.329999923706055
2006-06-22,20.549999237060547
2006-06-23,20.25
2006-06-26,19.81999969482422
2006-06-27,19.81999969482422
2006-06-28,19.979999542236328
2006-06-29,19.809999465942383
2006-06-30,19.719999313354492
2006-07-03,19.889999389648438
2006-07-05,19.100000381469727
2006-07-06,19.049999237060547
2006-07-07,18.860000610351562
2006-07-10,19.420000076293945
2006-07-11,19.860000610351562
2006-07-12,20.790000915527344
2006-07-13,20.540000915527344
2006-07-14,20.59000015258789
2006-07-17,20.610000610351562
2006-07-18,20.520000457763672
2006-07-19,21.010000228881836
2006-07-20,20.700000762939453
2006-07-21,20.440000534057617
2006-07-24,20.670000076293945
2006-07-25,20.799999237060547
2006-07-26,22.040000915527344
2006-07-27,21.540000915527344
2006-07-28,21.959999084472656
2006-07-31,22.059999465942383
2006-08-01,21.770000457763672
2006-08-02,22.170000076293945
2006-08-03,22.670000076293945
2006-08-04,22.700000762939453
2006-08-07,21.690000534057617
2006-08-08,24.25
2006-08-09,24.459999084472656
2006-08-10,24.270000457763672
2006-08-11,24.040000915527344
2006-08-14,23.31999969482422
2006-08-15,22.709999084472656
2006-08-16,22.6200008392334
2006-08-17,24.40999984741211
2006-08-18,25.559999465942383
2006-08-21,25.700000762939453
2006-08-22,25.139999389648438
2006-08-23,24.829999923706055
2006-08-24,24.670000076293945
2006-08-25,24.0
2006-08-28,23.739999771118164
2006-08-29,23.229999542236328
2006-08-30,23.329999923706055
2006-08-31,23.219999313354492
2006-09-01,24.0
2006-09-05,23.809999465942383
2006-09-06,23.6299991607666
2006-09-07,23.200000762939453
2006-09-08,22.260000228881836
2006-09-11,22.299999237060547
2006-09-12,23.149999618530273
2006-09-13,23.0
2006-09-14,24.239999771118164
2006-09-15,24.690000534057617
2006-09-18,25.239999771118164
2006-09-19,25.700000762939453
2006-09-20,26.239999771118164
2006-09-21,26.100000381469727
2006-09-22,25.959999084472656
2006-09-25,25.809999465942383
2006-09-26,25.600000381469727
2006-09-27,25.899999618530273
2006-09-28,26.079999923706055
2006-09-29,26.59000015258789
2006-10-02,25.6299991607666
2006-10-03,25.31999969482422
2006-10-04,25.84000015258789
2006-10-05,26.81999969482422
2006-10-06,25.8700008392334
2006-10-09,25.420000076293945
2006-10-10,25.600000381469727
2006-10-11,25.440000534057617
2006-10-12,25.959999084472656
2006-10-13,26.399999618530273
2006-10-16,25.989999771118164
2006-10-17,26.209999084472656
2006-10-18,26.459999084472656
2006-10-19,27.280000686645508
2006-10-20,27.360000610351562
2006-10-23,26.729999542236328
2006-10-24,27.059999465942383
2006-10-25,28.139999389648438
2006-10-26,28.8799991607666
2006-10-27,29.520000457763672
2006-10-30,28.68000030517578
2006-10-31,28.489999771118164
2006-11-01,28.139999389648438
2006-11-02,27.729999542236328
2006-11-03,27.209999084472656
2006-11-06,26.75
2006-11-07,29.93000030517578
2006-11-08,28.979999542236328
2006-11-09,27.34000015258789
2006-11-10,28.100000381469727
2006-11-13,28.549999237060547
2006-11-14,28.93000030517578
2006-11-15,28.3799991607666
2006-11-16,28.93000030517578
2006-11-17,27.479999542236328
2006-11-20,27.450000762939453
2006-11-21,28.139999389648438
2006-11-22,28.440000534057617
2006-11-24,28.149999618530273
2006-11-27,28.469999313354492
2006-11-28,27.809999465942383
2006-11-29,28.850000381469727
2006-11-30,28.139999389648438
2006-12-01,28.1200008392334
2006-12-04,29.280000686645508
2006-12-05,29.8700008392334
2006-12-06,29.850000381469727
2006-12-07,28.770000457763672
2006-12-08,28.190000534057617
2006-12-11,26.450000762939453
2006-12-12,26.350000381469727
2006-12-13,26.079999923706055
2006-12-14,26.09000015258789
2006-12-15,26.209999084472656
2006-12-18,26.389999389648438
2006-12-19,26.5
2006-12-20,27.09000015258789
2006-12-21,27.440000534057617
2006-12-22,26.90999984741211
2006-12-26,26.25
2006-12-27,26.739999771118164
2006-12-28,26.75
2006-12-29,27.0
2007-01-03,27.209999084472656
2007-01-04,27.649999618530273
2007-01-05,27.700000762939453
2007-01-08,27.889999389648438
2007-01-09,27.15999984741211
2007-01-10,27.059999465942383
2007-01-11,27.829999923706055
2007-01-12,28.5
2007-01-16,28.479999542236328
2007-01-17,28.59000015258789
2007-01-18,28.31999969482422
2007-01-19,28.010000228881836
2007-01-22,28.06999969482422
2007-01-23,27.209999084472656
2007-01-24,27.6200008392334
2007-01-25,28.280000686645508
2007-01-26,28.100000381469727
2007-01-29,28.280000686645508
2007-01-30,28.030000686645508
2007-01-31,28.6200008392334
2007-02-01,33.380001068115234
2007-02-02,34.45000076293945
2007-02-05,33.939998626708984
2007-02-06,34.029998779296875
2007-02-07,34.150001525878906
2007-02-08,34.900001525878906
2007-02-09,34.540000915527344
2007-02-12,34.540000915527344
2007-02-13,34.380001068115234
2007-02-14,36.04999923706055
2007-02-15,35.720001220703125
2007-02-16,36.310001373291016
2007-02-20,37.470001220703125
2007-02-21,37.279998779296875
2007-02-22,37.47999954223633
2007-02-23,37.380001068115234
2007-02-26,37.220001220703125
2007-02-27,34.959999084472656
2007-02-28,34.95000076293945
2007-03-01,33.400001525878906
2007-03-02,33.869998931884766
2007-03-05,33.209999084472656
2007-03-06,33.4900016784668
2007-03-07,33.38999938964844
2007-03-08,33.2400016784668
2007-03-09,33.16999816894531
2007-03-12,33.150001525878906
2007-03-13,32.4900016784668
2007-03-14,32.189998626708984
2007-03-15,32.790000915527344
2007-03-16,32.880001068115234
2007-03-19,33.79999923706055
2007-03-20,34.040000915527344
2007-03-21,34.279998779296875
2007-03-22,35.0
2007-03-23,35.54999923706055
2007-03-26,35.7599983215332
2007-03-27,36.040000915527344
2007-03-28,35.79999923706055
2007-03-29,35.84000015258789
2007-03-30,36.189998626708984
2007-04-02,37.220001220703125
2007-04-03,37.9900016784668
2007-04-04,38.38999938964844
2007-04-05,26.670000076293945
2007-04-09,25.09000015258789
2007-04-10,24.850000381469727
2007-04-11,25.079999923706055
2007-04-12,24.959999084472656
2007-04-13,24.829999923706055
2007-04-16,27.200000762939453
2007-04-17,27.34000015258789
2007-04-18,28.010000228881836
2007-04-19,27.940000534057617
2007-04-20,28.459999084472656
2007-04-23,29.770000457763672
2007-04-24,29.3700008392334
2007-04-25,29.520000457763672
2007-04-26,29.56999969482422
2007-04-27,30.059999465942383
2007-04-30,29.280000686645508
2007-05-01,29.469999313354492
2007-05-02,29.739999771118164
2007-05-03,29.43000030517578
2007-05-04,28.760000228881836
2007-05-07,29.239999771118164
2007-05-08,23.399999618530273
2007-05-09,24.520000457763672
2007-05-10,25.110000610351562
2007-05-11,25.809999465942383
2007-05-14,25.700000762939453
2007-05-15,25.75
2007-05-16,26.309999465942383
2007-05-17,26.149999618530273
2007-05-18,26.100000381469727
2007-05-21,26.25
2007-05-22,26.309999465942383
2007-05-23,26.329999923706055
2007-05-24,25.6200008392334
2007-05-25,26.149999618530273
2007-05-29,25.770000457763672
2007-05-30,26.579999923706055
2007-05-31,26.200000762939453
2007-06-01,26.229999542236328
2007-06-04,26.399999618530273
2007-06-05,25.600000381469727
2007-06-06,25.170000076293945
2007-06-07,24.3799991607666
2007-06-08,24.459999084472656
2007-06-11,23.90999984741211
2007-06-12,23.690000534057617
2007-06-13,23.440000534057617
2007-06-14,25.040000915527344
2007-06-15,26.049999237060547
2007-06-18,26.020000457763672
2007-06-19,25.389999389648438
2007-06-20,25.079999923706055
2007-06-21,24.270000457763672
2007-06-22,23.709999084472656
2007-06-25,23.700000762939453
2007-06-26,23.489999771118164
2007-06-27,24.649999618530273
2007-06-28,24.899999618530273
2007-06-29,24.920000076293945
2007-07-02,25.09000015258789
2007-07-03,24.920000076293945
2007-07-05,25.229999542236328
2007-07-06,25.479999542236328
2007-07-09,25.059999465942383
2007-07-10,25.040000915527344
2007-07-11,25.020000457763672
2007-07-12,25.360000610351562
2007-07-13,24.93000030517578
2007-07-16,24.940000534057617
2007-07-17,24.770000457763672
2007-07-18,24.90999984741211
2007-07-19,24.989999771118164
2007-07-20,23.850000381469727
2007-07-23,24.0
2007-07-24,23.65999984741211
2007-07-25,23.780000686645508
2007-07-26,23.260000228881836
2007-07-27,22.530000686645508
2007-07-30,23.0
2007-07-31,22.739999771118164
2007-08-01,22.610000610351562
2007-08-02,22.579999923706055
2007-08-03,22.190000534057617
2007-08-06,23.1299991607666
2007-08-07,22.200000762939453
2007-08-08,22.31999969482422
2007-08-09,21.610000610351562
2007-08-10,22.06999969482422
2007-08-13,23.360000610351562
2007-08-14,22.719999313354492
2007-08-15,21.93000030517578
2007-08-16,21.450000762939453
2007-08-17,21.170000076293945
2007-08-20,20.979999542236328
2007-08-21,20.84000015258789
2007-08-22,20.8799991607666
2007-08-23,21.3700008392334
2007-08-24,21.350000381469727
2007-08-27,21.670000076293945
2007-08-28,21.350000381469727
2007-08-29,22.010000228881836
2007-08-30,22.15999984741211
2007-08-31,22.270000457763672
2007-09-04,22.770000457763672
2007-09-05,22.549999237060547
2007-09-06,23.0
2007-09-07,23.049999237060547
2007-09-10,23.200000762939453
2007-09-11,23.93000030517578
2007-09-12,24.420000076293945
2007-09-13,24.56999969482422
2007-09-14,24.31999969482422
2007-09-17,23.540000915527344
2007-09-18,24.639999389648438
2007-09-19,25.729999542236328
2007-09-20,26.06999969482422
2007-09-21,26.399999618530273
2007-09-24,26.459999084472656
2007-09-25,26.549999237060547
2007-09-26,26.0
2007-09-27,26.309999465942383
2007-09-28,26.209999084472656
2007-10-01,27.040000915527344
2007-10-02,26.940000534057617
2007-10-03,26.81999969482422
2007-10-04,27.040000915527344
2007-10-05,26.93000030517578
2007-10-08,26.56999969482422
2007-10-09,26.68000030517578
2007-10-10,26.43000030517578
2007-10-11,26.389999389648438
2007-10-12,26.829999923706055
2007-10-15,26.639999389648438
2007-10-16,26.709999084472656
2007-10-17,26.459999084472656
2007-10-18,25.549999237060547
2007-10-19,24.600000381469727
2007-10-22,24.049999237060547
2007-10-23,24.8700008392334
2007-10-24,24.420000076293945
2007-10-25,23.530000686645508
2007-10-26,24.0
2007-10-29,24.0
2007-10-30,23.950000762939453
2007-10-31,24.520000457763672
2007-11-01,24.209999084472656
2007-11-02,20.75
2007-11-05,20.459999084472656
2007-11-06,17.84000015258789
2007-11-07,16.559999465942383
2007-11-08,17.020000457763672
2007-11-09,16.260000228881836
2007-11-12,16.579999923706055
2007-11-13,16.719999313354492
2007-11-14,16.530000686645508
2007-11-15,16.270000457763672
2007-11-16,15.539999961853027
2007-11-19,14.729999542236328
2007-11-20,14.710000038146973
2007-11-21,14.8100004196167
2007-11-23,14.970000267028809
2007-11-26,14.4399995803833
2007-11-27,14.579999923706055
2007-11-28,15.010000228881836
2007-11-29,14.850000381469727
2007-11-30,15.140000343322754
2007-12-03,15.3100004196167
2007-12-04,15.5600004196167
2007-12-05,15.739999771118164
2007-12-06,16.610000610351562
2007-12-07,16.770000457763672
2007-12-10,16.469999313354492
2007-12-11,15.6899995803833
2007-12-12,15.720000267028809
2007-12-13,15.279999732971191
2007-12-14,14.800000190734863
2007-12-17,14.850000381469727
2007-12-18,14.890000343322754
2007-12-19,14.880000114440918
2007-12-20,15.100000381469727
2007-12-21,14.869999885559082
2007-12-24,15.770000457763672
2007-12-26,15.930000305175781
2007-12-27,15.229999542236328
2007-12-28,15.569999694824219
2007-12-31,15.699999809265137
2008-01-02,15.529999732971191
2008-01-03,15.029999732971191
2008-01-04,14.569999694824219
2008-01-07,14.579999923706055
2008-01-08,14.109999656677246
2008-01-09,13.40999984741211
2008-01-10,13.949999809265137
2008-01-11,13.8100004196167
2008-01-14,14.0600004196167
2008-01-15,13.760000228881836
2008-01-16,13.90999984741211
2008-01-17,13.9399995803833
2008-01-18,13.539999961853027
