,ASTS
2020-09-11,10.100000381469727
2020-09-14,10.079999923706055
2020-09-15,10.09000015258789
2020-09-16,10.199999809265137
2020-09-17,10.15999984741211
2020-09-18,10.15999984741211
2020-09-21,10.119999885559082
2020-09-22,10.15999984741211
2020-09-23,10.180000305175781
2020-09-24,10.100000381469727
2020-09-25,10.109999656677246
2020-09-28,10.109999656677246
2020-09-29,10.109999656677246
2020-09-30,10.069999694824219
2020-10-01,10.0600004196167
2020-10-02,10.100000381469727
2020-10-05,10.149999618530273
2020-10-06,10.079999923706055
2020-10-07,10.109999656677246
2020-10-08,10.104999542236328
2020-10-09,10.100000381469727
2020-10-12,10.100000381469727
2020-10-13,10.119999885559082
2020-10-14,10.109999656677246
2020-10-15,10.100000381469727
2020-10-16,10.08899974822998
2020-10-19,10.1899995803833
2020-10-20,10.1899995803833
2020-10-21,10.15999984741211
2020-10-22,10.119999885559082
2020-10-23,10.130000114440918
2020-10-26,10.109999656677246
2020-10-27,10.109999656677246
2020-10-28,10.199999809265137
2020-10-29,10.050000190734863
2020-10-30,10.050000190734863
2020-11-02,10.045000076293945
2020-11-03,9.979999542236328
2020-11-04,9.979999542236328
2020-11-05,9.979999542236328
2020-11-06,10.010000228881836
2020-11-09,10.029999732971191
2020-11-10,10.069999694824219
2020-11-11,10.069999694824219
2020-11-12,10.109999656677246
2020-11-13,10.109999656677246
2020-11-16,10.085000038146973
2020-11-17,10.09000015258789
2020-11-18,10.15999984741211
2020-11-19,10.109999656677246
2020-11-20,10.15999984741211
2020-11-23,10.116999626159668
2020-11-24,10.100000381469727
2020-11-25,10.119999885559082
2020-11-27,10.119999885559082
2020-11-30,10.125
2020-12-01,10.210000038146973
2020-12-02,10.210000038146973
2020-12-03,10.199999809265137
2020-12-04,10.204999923706055
2020-12-07,10.234999656677246
2020-12-08,10.260000228881836
2020-12-09,10.260000228881836
2020-12-10,10.380000114440918
2020-12-11,10.319999694824219
2020-12-14,10.319999694824219
2020-12-15,10.319999694824219
2020-12-16,11.5
2020-12-17,11.0
2020-12-18,11.0
2020-12-21,11.550000190734863
2020-12-22,12.039999961853027
2020-12-23,12.649999618530273
2020-12-24,13.420000076293945
2020-12-28,14.350000381469727
2020-12-29,14.0
2020-12-30,13.289999961853027
2020-12-31,13.579999923706055
2021-01-04,12.949999809265137
2021-01-05,13.09000015258789
2021-01-06,12.9399995803833
2021-01-07,12.779999732971191
2021-01-08,12.6899995803833
2021-01-11,12.520000457763672
2021-01-12,12.699999809265137
2021-01-13,13.350000381469727
2021-01-14,14.460000038146973
2021-01-15,14.5
2021-01-19,16.219999313354492
2021-01-20,16.040000915527344
2021-01-21,16.200000762939453
2021-01-22,15.880000114440918
2021-01-25,14.850000381469727
2021-01-26,14.170000076293945
2021-01-27,13.020000457763672
2021-01-28,14.029999732971191
2021-01-29,13.5
2021-02-01,14.449999809265137
2021-02-02,14.380000114440918
2021-02-03,15.029999732971191
2021-02-04,16.5
2021-02-05,16.049999237060547
2021-02-08,18.610000610351562
2021-02-09,22.5
2021-02-10,21.280000686645508
2021-02-11,20.899999618530273
2021-02-12,20.06999969482422
2021-02-16,20.530000686645508
2021-02-17,19.40999984741211
2021-02-18,18.950000762939453
2021-02-19,19.350000381469727
2021-02-22,17.520000457763672
2021-02-23,16.399999618530273
2021-02-24,15.489999771118164
2021-02-25,13.970000267028809
2021-02-26,13.84000015258789
2021-03-01,15.220000267028809
2021-03-02,13.300000190734863
2021-03-03,12.520000457763672
2021-03-04,12.489999771118164
2021-03-05,12.890000343322754
2021-03-08,11.760000228881836
2021-03-09,11.949999809265137
2021-03-10,11.9399995803833
2021-03-11,13.300000190734863
2021-03-12,13.800000190734863
2021-03-15,13.600000381469727
2021-03-16,12.9399995803833
2021-03-17,13.0
2021-03-18,12.350000381469727
2021-03-19,12.479999542236328
2021-03-22,13.649999618530273
2021-03-23,12.890000343322754
2021-03-24,12.0
2021-03-25,12.029999732971191
2021-03-26,12.390000343322754
2021-03-29,11.710000038146973
2021-03-30,11.449999809265137
2021-03-31,11.670000076293945
2021-04-01,11.390000343322754
2021-04-05,12.630000114440918
2021-04-06,11.600000381469727
2021-04-07,11.8100004196167
2021-04-08,10.779999732971191
2021-04-09,10.0
2021-04-12,9.6899995803833
2021-04-13,8.760000228881836
2021-04-14,8.529999732971191
2021-04-15,8.449999809265137
2021-04-16,7.809999942779541
2021-04-19,7.150000095367432
2021-04-20,8.010000228881836
2021-04-21,8.069999694824219
2021-04-22,8.75
2021-04-23,9.489999771118164
2021-04-26,9.539999961853027
2021-04-27,9.170000076293945
2021-04-28,9.079999923706055
2021-04-29,8.869999885559082
2021-04-30,8.770000457763672
2021-05-03,8.170000076293945
2021-05-04,8.210000038146973
2021-05-05,7.679999828338623
2021-05-06,7.78000020980835
2021-05-07,8.289999961853027
2021-05-10,7.71999979019165
2021-05-11,7.670000076293945
2021-05-12,7.349999904632568
2021-05-13,7.349999904632568
2021-05-14,7.480000019073486
