,EWBC
2010-11-09,18.260000228881836
2010-11-10,18.709999084472656
2010-11-11,18.420000076293945
2010-11-12,17.899999618530273
2010-11-15,17.950000762939453
2010-11-16,17.3700008392334
2010-11-17,17.059999465942383
2010-11-18,16.989999771118164
2010-11-19,16.989999771118164
2010-11-22,16.90999984741211
2010-11-23,16.81999969482422
2010-11-24,17.290000915527344
2010-11-26,17.059999465942383
2010-11-29,17.290000915527344
2010-11-30,17.34000015258789
2010-12-01,17.700000762939453
2010-12-02,18.149999618530273
2010-12-03,18.3799991607666
2010-12-06,18.43000030517578
2010-12-07,18.200000762939453
2010-12-08,18.360000610351562
2010-12-09,18.690000534057617
2010-12-10,19.299999237060547
2010-12-13,19.030000686645508
2010-12-14,19.0
2010-12-15,18.649999618530273
2010-12-16,18.979999542236328
2010-12-17,18.81999969482422
2010-12-20,18.520000457763672
2010-12-21,19.31999969482422
2010-12-22,19.940000534057617
2010-12-23,19.56999969482422
2010-12-27,19.84000015258789
2010-12-28,19.75
2010-12-29,19.56999969482422
2010-12-30,19.75
2010-12-31,19.549999237060547
2011-01-03,19.729999542236328
2011-01-04,19.610000610351562
2011-01-05,20.229999542236328
2011-01-06,20.350000381469727
2011-01-07,20.209999084472656
2011-01-10,20.420000076293945
2011-01-11,20.639999389648438
2011-01-12,20.780000686645508
2011-01-13,20.639999389648438
2011-01-14,21.309999465942383
2011-01-18,21.360000610351562
2011-01-19,20.8799991607666
2011-01-20,20.6200008392334
2011-01-21,20.780000686645508
2011-01-24,20.31999969482422
2011-01-25,20.549999237060547
2011-01-26,21.829999923706055
2011-01-27,21.989999771118164
2011-01-28,21.559999465942383
2011-01-31,21.709999084472656
2011-02-01,21.950000762939453
2011-02-02,22.0
2011-02-03,22.0
2011-02-04,22.1200008392334
2011-02-07,22.690000534057617
2011-02-08,22.59000015258789
2011-02-09,22.75
2011-02-10,22.760000228881836
2011-02-11,23.5
2011-02-14,23.459999084472656
2011-02-15,23.270000457763672
2011-02-16,23.639999389648438
2011-02-17,23.170000076293945
2011-02-18,23.229999542236328
2011-02-22,22.75
2011-02-23,22.389999389648438
2011-02-24,22.15999984741211
2011-02-25,22.979999542236328
2011-02-28,23.219999313354492
2011-03-01,22.579999923706055
2011-03-02,22.559999465942383
2011-03-03,23.260000228881836
2011-03-04,23.149999618530273
2011-03-07,23.110000610351562
2011-03-08,23.559999465942383
2011-03-09,23.3700008392334
2011-03-10,22.790000915527344
2011-03-11,22.780000686645508
2011-03-14,22.3700008392334
2011-03-15,22.15999984741211
2011-03-16,21.719999313354492
2011-03-17,21.799999237060547
2011-03-18,22.170000076293945
2011-03-21,22.239999771118164
2011-03-22,21.969999313354492
2011-03-23,21.639999389648438
2011-03-24,21.8700008392334
2011-03-25,22.389999389648438
2011-03-28,21.729999542236328
2011-03-29,21.989999771118164
2011-03-30,22.139999389648438
2011-03-31,21.959999084472656
2011-04-01,22.290000915527344
2011-04-04,22.520000457763672
2011-04-05,22.75
2011-04-06,23.149999618530273
2011-04-07,23.040000915527344
2011-04-08,22.65999984741211
2011-04-11,22.469999313354492
2011-04-12,22.350000381469727
2011-04-13,22.110000610351562
2011-04-14,22.389999389648438
2011-04-15,22.440000534057617
2011-04-18,22.0
2011-04-19,21.780000686645508
2011-04-20,21.790000915527344
2011-04-21,21.68000030517578
2011-04-25,21.850000381469727
2011-04-26,22.110000610351562
2011-04-27,21.450000762939453
2011-04-28,21.510000228881836
2011-04-29,21.1299991607666
2011-05-02,21.469999313354492
2011-05-03,21.31999969482422
2011-05-04,21.290000915527344
2011-05-05,21.059999465942383
2011-05-06,20.81999969482422
2011-05-09,21.219999313354492
2011-05-10,21.270000457763672
2011-05-11,20.729999542236328
2011-05-12,20.739999771118164
2011-05-13,20.489999771118164
2011-05-16,20.770000457763672
2011-05-17,20.709999084472656
2011-05-18,20.600000381469727
2011-05-19,20.899999618530273
2011-05-20,20.219999313354492
2011-05-23,19.65999984741211
2011-05-24,19.510000228881836
2011-05-25,19.469999313354492
2011-05-26,19.719999313354492
2011-05-27,19.799999237060547
2011-05-31,20.09000015258789
2011-06-01,18.850000381469727
2011-06-02,18.920000076293945
2011-06-03,18.639999389648438
2011-06-06,18.350000381469727
2011-06-07,18.420000076293945
2011-06-08,18.3700008392334
2011-06-09,18.440000534057617
2011-06-10,18.139999389648438
2011-06-13,18.200000762939453
2011-06-14,18.770000457763672
2011-06-15,18.610000610351562
2011-06-16,18.8799991607666
2011-06-17,19.190000534057617
2011-06-20,19.270000457763672
2011-06-21,19.510000228881836
2011-06-22,19.34000015258789
2011-06-23,19.309999465942383
2011-06-24,19.25
2011-06-27,19.600000381469727
2011-06-28,19.719999313354492
2011-06-29,20.020000457763672
2011-06-30,20.209999084472656
2011-07-01,20.510000228881836
2011-07-05,20.309999465942383
2011-07-06,20.3799991607666
2011-07-07,20.479999542236328
2011-07-08,20.469999313354492
2011-07-11,19.760000228881836
2011-07-12,20.1200008392334
2011-07-13,20.059999465942383
2011-07-14,19.459999084472656
2011-07-15,19.209999084472656
2011-07-18,19.309999465942383
2011-07-19,19.270000457763672
2011-07-20,19.670000076293945
2011-07-21,20.149999618530273
2011-07-22,19.81999969482422
2011-07-25,19.81999969482422
2011-07-26,19.6299991607666
2011-07-27,18.860000610351562
2011-07-28,18.68000030517578
2011-07-29,18.559999465942383
2011-08-01,19.5
2011-08-02,19.020000457763672
2011-08-03,19.25
2011-08-04,18.09000015258789
2011-08-05,17.360000610351562
2011-08-08,15.8100004196167
2011-08-09,17.0
2011-08-10,15.729999542236328
2011-08-11,16.6299991607666
2011-08-12,16.260000228881836
2011-08-15,16.540000915527344
2011-08-16,16.3700008392334
2011-08-17,16.520000457763672
2011-08-18,15.329999923706055
2011-08-19,14.800000190734863
2011-08-22,14.699999809265137
2011-08-23,15.779999732971191
2011-08-24,16.030000686645508
2011-08-25,15.789999961853027
2011-08-26,16.09000015258789
2011-08-29,16.719999313354492
2011-08-30,16.65999984741211
2011-08-31,16.690000534057617
2011-09-01,15.989999771118164
2011-09-02,15.359999656677246
2011-09-06,15.350000381469727
2011-09-07,16.18000030517578
2011-09-08,15.84000015258789
2011-09-09,15.489999771118164
2011-09-12,15.9399995803833
2011-09-13,16.479999542236328
2011-09-14,16.780000686645508
2011-09-15,17.049999237060547
2011-09-16,16.84000015258789
2011-09-19,16.350000381469727
2011-09-20,15.960000038146973
2011-09-21,14.84000015258789
2011-09-22,14.75
2011-09-23,14.880000114440918
2011-09-26,15.470000267028809
2011-09-27,15.34000015258789
2011-09-28,14.729999542236328
2011-09-29,15.460000038146973
2011-09-30,14.90999984741211
2011-10-03,14.229999542236328
2011-10-04,14.979999542236328
2011-10-05,15.020000457763672
2011-10-06,15.859999656677246
2011-10-07,15.140000343322754
2011-10-10,16.149999618530273
2011-10-11,16.09000015258789
2011-10-12,16.40999984741211
2011-10-13,16.139999389648438
2011-10-14,16.5
2011-10-17,15.890000343322754
2011-10-18,16.780000686645508
2011-10-19,16.780000686645508
2011-10-20,17.40999984741211
2011-10-21,18.020000457763672
2011-10-24,18.8700008392334
2011-10-25,18.280000686645508
2011-10-26,19.049999237060547
2011-10-27,19.860000610351562
2011-10-28,19.850000381469727
2011-10-31,19.469999313354492
2011-11-01,18.540000915527344
2011-11-02,19.549999237060547
2011-11-03,20.06999969482422
2011-11-04,19.829999923706055
2011-11-07,19.829999923706055
2011-11-08,20.09000015258789
2011-11-09,19.010000228881836
2011-11-10,19.360000610351562
2011-11-11,19.690000534057617
2011-11-14,19.239999771118164
2011-11-15,19.469999313354492
2011-11-16,19.18000030517578
2011-11-17,19.100000381469727
2011-11-18,19.139999389648438
2011-11-21,18.540000915527344
2011-11-22,18.59000015258789
2011-11-23,17.850000381469727
2011-11-25,17.8700008392334
2011-11-28,18.5
2011-11-29,17.93000030517578
2011-11-30,19.56999969482422
2011-12-01,19.149999618530273
2011-12-02,19.260000228881836
2011-12-05,19.850000381469727
2011-12-06,19.489999771118164
2011-12-07,19.559999465942383
2011-12-08,18.93000030517578
2011-12-09,19.170000076293945
2011-12-12,18.700000762939453
2011-12-13,18.440000534057617
2011-12-14,18.329999923706055
2011-12-15,18.530000686645508
2011-12-16,18.75
2011-12-19,18.309999465942383
2011-12-20,19.219999313354492
2011-12-21,19.43000030517578
2011-12-22,19.790000915527344
2011-12-23,19.799999237060547
2011-12-27,19.84000015258789
2011-12-28,19.530000686645508
2011-12-29,19.969999313354492
2011-12-30,19.75
2012-01-03,19.950000762939453
2012-01-04,20.299999237060547
2012-01-05,20.690000534057617
2012-01-06,20.719999313354492
2012-01-09,21.489999771118164
2012-01-10,21.360000610351562
2012-01-11,21.34000015258789
2012-01-12,21.420000076293945
2012-01-13,21.399999618530273
2012-01-17,21.389999389648438
2012-01-18,21.760000228881836
2012-01-19,21.389999389648438
2012-01-20,22.020000457763672
2012-01-23,22.100000381469727
2012-01-24,22.309999465942383
2012-01-25,22.350000381469727
2012-01-26,21.780000686645508
2012-01-27,21.989999771118164
2012-01-30,21.8700008392334
2012-01-31,21.959999084472656
2012-02-01,22.360000610351562
2012-02-02,22.270000457763672
2012-02-03,22.520000457763672
2012-02-06,22.219999313354492
2012-02-07,22.31999969482422
2012-02-08,22.31999969482422
2012-02-09,22.399999618530273
2012-02-10,22.049999237060547
2012-02-13,22.31999969482422
2012-02-14,22.110000610351562
2012-02-15,22.139999389648438
2012-02-16,22.670000076293945
2012-02-17,22.68000030517578
2012-02-21,22.329999923706055
2012-02-22,21.829999923706055
2012-02-23,22.09000015258789
2012-02-24,22.06999969482422
2012-02-27,22.25
2012-02-28,22.139999389648438
2012-02-29,22.1200008392334
2012-03-01,22.719999313354492
2012-03-02,22.5
2012-03-05,22.09000015258789
2012-03-06,21.34000015258789
2012-03-07,21.510000228881836
2012-03-08,22.049999237060547
2012-03-09,22.530000686645508
2012-03-12,22.510000228881836
2012-03-13,23.610000610351562
2012-03-14,23.670000076293945
2012-03-15,24.219999313354492
2012-03-16,23.760000228881836
2012-03-19,23.979999542236328
2012-03-20,23.969999313354492
2012-03-21,23.889999389648438
2012-03-22,23.450000762939453
2012-03-23,23.420000076293945
2012-03-26,23.68000030517578
2012-03-27,23.3700008392334
2012-03-28,23.709999084472656
2012-03-29,23.309999465942383
2012-03-30,23.09000015258789
2012-04-02,23.059999465942383
2012-04-03,23.290000915527344
2012-04-04,23.06999969482422
2012-04-05,22.940000534057617
2012-04-09,22.559999465942383
2012-04-10,21.84000015258789
2012-04-11,22.31999969482422
2012-04-12,22.729999542236328
2012-04-13,21.8700008392334
2012-04-16,22.030000686645508
2012-04-17,22.489999771118164
2012-04-18,22.030000686645508
2012-04-19,22.030000686645508
2012-04-20,21.93000030517578
2012-04-23,21.670000076293945
2012-04-24,22.020000457763672
2012-04-25,22.6299991607666
2012-04-26,22.799999237060547
2012-04-27,23.079999923706055
2012-04-30,22.770000457763672
2012-05-01,22.979999542236328
2012-05-02,23.06999969482422
2012-05-03,22.729999542236328
2012-05-04,22.229999542236328
2012-05-07,22.489999771118164
2012-05-08,22.3700008392334
2012-05-09,22.110000610351562
2012-05-10,22.979999542236328
2012-05-11,23.059999465942383
2012-05-14,22.850000381469727
2012-05-15,22.309999465942383
2012-05-16,22.079999923706055
2012-05-17,21.540000915527344
2012-05-18,21.270000457763672
2012-05-21,21.709999084472656
2012-05-22,22.020000457763672
2012-05-23,22.260000228881836
2012-05-24,22.68000030517578
2012-05-25,22.239999771118164
2012-05-29,22.469999313354492
2012-05-30,22.059999465942383
2012-05-31,22.389999389648438
2012-06-01,21.139999389648438
2012-06-04,20.81999969482422
2012-06-05,20.84000015258789
2012-06-06,21.219999313354492
2012-06-07,21.06999969482422
2012-06-08,21.450000762939453
2012-06-11,20.889999389648438
2012-06-12,21.280000686645508
2012-06-13,21.219999313354492
2012-06-14,21.479999542236328
2012-06-15,21.969999313354492
2012-06-18,22.280000686645508
2012-06-19,22.59000015258789
2012-06-20,22.700000762939453
2012-06-21,22.15999984741211
2012-06-22,22.360000610351562
2012-06-25,21.889999389648438
2012-06-26,22.15999984741211
2012-06-27,22.520000457763672
2012-06-28,22.979999542236328
2012-06-29,23.459999084472656
2012-07-02,23.530000686645508
2012-07-03,23.709999084472656
2012-07-05,23.84000015258789
2012-07-06,23.729999542236328
2012-07-09,23.579999923706055
2012-07-10,23.239999771118164
2012-07-11,23.459999084472656
2012-07-12,23.31999969482422
2012-07-13,23.850000381469727
2012-07-16,23.760000228881836
2012-07-17,23.959999084472656
2012-07-18,23.739999771118164
2012-07-19,22.239999771118164
2012-07-20,22.170000076293945
2012-07-23,21.889999389648438
2012-07-24,21.790000915527344
2012-07-25,21.979999542236328
2012-07-26,21.989999771118164
2012-07-27,22.170000076293945
2012-07-30,21.889999389648438
2012-07-31,21.799999237060547
2012-08-01,21.6299991607666
2012-08-02,21.540000915527344
2012-08-03,22.18000030517578
2012-08-06,21.889999389648438
2012-08-07,21.790000915527344
2012-08-08,21.84000015258789
2012-08-09,21.75
2012-08-10,21.59000015258789
2012-08-13,21.709999084472656
2012-08-14,21.770000457763672
2012-08-15,21.8700008392334
2012-08-16,21.889999389648438
2012-08-17,22.040000915527344
2012-08-20,21.979999542236328
2012-08-21,22.1299991607666
2012-08-22,21.959999084472656
2012-08-23,21.690000534057617
2012-08-24,21.75
2012-08-27,21.690000534057617
2012-08-28,21.93000030517578
2012-08-29,22.079999923706055
2012-08-30,21.959999084472656
2012-08-31,21.940000534057617
2012-09-04,22.200000762939453
2012-09-05,21.709999084472656
2012-09-06,22.149999618530273
2012-09-07,22.3799991607666
2012-09-10,22.190000534057617
2012-09-11,22.110000610351562
2012-09-12,22.1299991607666
2012-09-13,22.520000457763672
2012-09-14,22.920000076293945
2012-09-17,22.40999984741211
2012-09-18,22.190000534057617
2012-09-19,22.209999084472656
2012-09-20,21.959999084472656
2012-09-21,21.829999923706055
2012-09-24,21.850000381469727
2012-09-25,21.5
2012-09-26,21.1200008392334
2012-09-27,21.18000030517578
2012-09-28,21.1200008392334
2012-10-01,21.15999984741211
2012-10-02,21.049999237060547
2012-10-03,21.389999389648438
2012-10-04,21.600000381469727
2012-10-05,21.559999465942383
2012-10-08,21.56999969482422
2012-10-09,21.280000686645508
2012-10-10,21.34000015258789
2012-10-11,21.290000915527344
2012-10-12,20.389999389648438
2012-10-15,20.450000762939453
2012-10-16,19.889999389648438
2012-10-17,20.260000228881836
2012-10-18,21.530000686645508
2012-10-19,21.610000610351562
2012-10-22,21.6299991607666
2012-10-23,21.469999313354492
2012-10-24,21.420000076293945
2012-10-25,21.610000610351562
2012-10-26,21.43000030517578
2012-10-31,21.290000915527344
2012-11-01,21.559999465942383
2012-11-02,21.34000015258789
2012-11-05,21.229999542236328
2012-11-06,21.5
2012-11-07,20.690000534057617
2012-11-08,20.3700008392334
2012-11-09,20.829999923706055
2012-11-12,20.520000457763672
2012-11-13,20.219999313354492
2012-11-14,19.709999084472656
2012-11-15,20.170000076293945
2012-11-16,20.350000381469727
2012-11-19,20.770000457763672
2012-11-20,21.030000686645508
2012-11-21,21.1299991607666
2012-11-23,21.75
2012-11-26,21.799999237060547
2012-11-27,21.31999969482422
2012-11-28,21.219999313354492
2012-11-29,21.450000762939453
2012-11-30,21.149999618530273
2012-12-03,21.219999313354492
2012-12-04,21.020000457763672
2012-12-05,21.059999465942383
2012-12-06,21.270000457763672
2012-12-07,21.239999771118164
2012-12-10,21.260000228881836
2012-12-11,21.469999313354492
2012-12-12,21.5
2012-12-13,21.15999984741211
2012-12-14,20.959999084472656
2012-12-17,21.270000457763672
2012-12-18,21.600000381469727
2012-12-19,21.6200008392334
2012-12-20,22.149999618530273
2012-12-21,21.6299991607666
2012-12-24,21.549999237060547
2012-12-26,21.309999465942383
2012-12-27,21.329999923706055
2012-12-28,21.299999237060547
2012-12-31,21.489999771118164
2013-01-02,22.290000915527344
2013-01-03,22.6200008392334
2013-01-04,22.959999084472656
2013-01-07,22.760000228881836
2013-01-08,22.760000228881836
2013-01-09,22.889999389648438
2013-01-10,22.899999618530273
2013-01-11,22.5
2013-01-14,22.649999618530273
2013-01-15,22.760000228881836
2013-01-16,22.780000686645508
2013-01-17,22.899999618530273
2013-01-18,22.920000076293945
2013-01-22,23.170000076293945
2013-01-23,23.15999984741211
2013-01-24,23.100000381469727
2013-01-25,23.459999084472656
2013-01-28,23.65999984741211
2013-01-29,23.290000915527344
2013-01-30,23.389999389648438
2013-01-31,23.450000762939453
2013-02-01,23.809999465942383
2013-02-04,23.59000015258789
2013-02-05,23.770000457763672
2013-02-06,23.899999618530273
2013-02-07,23.950000762939453
2013-02-08,23.979999542236328
2013-02-11,24.010000228881836
2013-02-12,24.43000030517578
2013-02-13,24.549999237060547
2013-02-14,24.5
2013-02-15,24.450000762939453
2013-02-19,24.81999969482422
2013-02-20,24.510000228881836
2013-02-21,24.440000534057617
2013-02-22,24.770000457763672
2013-02-25,24.139999389648438
2013-02-26,24.350000381469727
2013-02-27,24.639999389648438
2013-02-28,24.600000381469727
2013-03-01,24.639999389648438
2013-03-04,24.93000030517578
2013-03-05,25.040000915527344
2013-03-06,25.100000381469727
2013-03-07,25.25
2013-03-08,25.389999389648438
2013-03-11,25.40999984741211
2013-03-12,25.350000381469727
2013-03-13,25.459999084472656
2013-03-14,25.780000686645508
2013-03-15,25.329999923706055
2013-03-18,25.100000381469727
2013-03-19,25.06999969482422
2013-03-20,25.270000457763672
2013-03-21,25.34000015258789
2013-03-22,25.489999771118164
2013-03-25,25.5
2013-03-26,25.6299991607666
2013-03-27,25.639999389648438
2013-03-28,25.670000076293945
2013-04-01,25.350000381469727
2013-04-02,25.200000762939453
2013-04-03,25.149999618530273
2013-04-04,25.280000686645508
2013-04-05,25.280000686645508
2013-04-08,25.40999984741211
2013-04-09,25.290000915527344
2013-04-10,25.3799991607666
2013-04-11,25.260000228881836
2013-04-12,25.15999984741211
2013-04-15,24.6200008392334
2013-04-16,24.579999923706055
2013-04-17,24.040000915527344
2013-04-18,22.670000076293945
2013-04-19,23.360000610351562
2013-04-22,23.770000457763672
2013-04-23,23.780000686645508
2013-04-24,24.030000686645508
2013-04-25,24.079999923706055
2013-04-26,23.8799991607666
2013-04-29,24.110000610351562
2013-04-30,24.329999923706055
2013-05-01,24.049999237060547
2013-05-02,24.309999465942383
2013-05-03,24.530000686645508
2013-05-06,24.3799991607666
2013-05-07,24.700000762939453
2013-05-08,24.75
2013-05-09,24.520000457763672
2013-05-10,24.65999984741211
2013-05-13,24.850000381469727
2013-05-14,25.139999389648438
2013-05-15,25.299999237060547
2013-05-16,25.280000686645508
2013-05-17,25.610000610351562
2013-05-20,25.799999237060547
2013-05-21,25.84000015258789
2013-05-22,25.670000076293945
2013-05-23,25.75
2013-05-24,26.040000915527344
2013-05-28,26.25
2013-05-29,26.200000762939453
2013-05-30,26.68000030517578
2013-05-31,26.350000381469727
2013-06-03,26.280000686645508
2013-06-04,25.979999542236328
2013-06-05,25.709999084472656
2013-06-06,26.0
2013-06-07,26.15999984741211
2013-06-10,26.559999465942383
2013-06-11,26.350000381469727
2013-06-12,26.270000457763672
2013-06-13,26.6299991607666
2013-06-14,26.479999542236328
2013-06-17,26.450000762939453
2013-06-18,26.479999542236328
2013-06-19,26.420000076293945
2013-06-20,26.389999389648438
2013-06-21,26.6299991607666
2013-06-24,26.68000030517578
2013-06-25,26.989999771118164
2013-06-26,26.93000030517578
2013-06-27,27.389999389648438
2013-06-28,27.5
2013-07-01,27.979999542236328
2013-07-02,28.06999969482422
2013-07-03,28.100000381469727
2013-07-05,28.799999237060547
2013-07-08,28.690000534057617
2013-07-09,28.799999237060547
2013-07-10,28.5
2013-07-11,28.18000030517578
2013-07-12,28.600000381469727
2013-07-15,28.8799991607666
2013-07-16,28.520000457763672
2013-07-17,28.93000030517578
2013-07-18,30.350000381469727
2013-07-19,30.979999542236328
2013-07-22,31.670000076293945
2013-07-23,31.489999771118164
2013-07-24,31.68000030517578
2013-07-25,31.290000915527344
2013-07-26,31.149999618530273
2013-07-29,30.399999618530273
2013-07-30,30.709999084472656
2013-07-31,30.829999923706055
2013-08-01,31.829999923706055
2013-08-02,31.719999313354492
2013-08-05,31.940000534057617
2013-08-06,31.520000457763672
2013-08-07,31.260000228881836
2013-08-08,31.219999313354492
2013-08-09,31.170000076293945
2013-08-12,31.100000381469727
2013-08-13,31.25
2013-08-14,31.239999771118164
2013-08-15,30.829999923706055
2013-08-16,31.040000915527344
2013-08-19,30.700000762939453
2013-08-20,31.270000457763672
2013-08-21,31.09000015258789
2013-08-22,31.459999084472656
2013-08-23,31.329999923706055
2013-08-26,30.93000030517578
2013-08-27,29.549999237060547
2013-08-28,29.899999618530273
2013-08-29,29.770000457763672
2013-08-30,29.229999542236328
2013-09-03,28.780000686645508
2013-09-04,28.90999984741211
2013-09-05,29.209999084472656
2013-09-06,28.989999771118164
2013-09-09,29.25
2013-09-10,29.389999389648438
2013-09-11,29.559999465942383
2013-09-12,29.790000915527344
2013-09-13,29.729999542236328
2013-09-16,29.899999618530273
2013-09-17,30.469999313354492
2013-09-18,30.139999389648438
2013-09-19,30.030000686645508
2013-09-20,30.329999923706055
2013-09-23,30.059999465942383
2013-09-24,30.889999389648438
2013-09-25,31.459999084472656
2013-09-26,31.5
2013-09-27,31.75
2013-09-30,31.950000762939453
2013-10-01,32.779998779296875
2013-10-02,32.970001220703125
2013-10-03,32.5099983215332
2013-10-04,32.88999938964844
2013-10-07,32.25
2013-10-08,32.27000045776367
2013-10-09,32.18000030517578
2013-10-10,33.060001373291016
2013-10-11,33.959999084472656
2013-10-14,33.88999938964844
2013-10-15,33.4900016784668
2013-10-16,34.310001373291016
2013-10-17,34.0
2013-10-18,34.09000015258789
2013-10-21,34.189998626708984
2013-10-22,34.08000183105469
2013-10-23,34.209999084472656
2013-10-24,34.11000061035156
2013-10-25,34.38999938964844
2013-10-28,34.189998626708984
2013-10-29,34.0099983215332
2013-10-30,34.08000183105469
2013-10-31,33.689998626708984
2013-11-01,33.58000183105469
2013-11-04,33.54999923706055
2013-11-05,33.5
2013-11-06,33.599998474121094
2013-11-07,32.91999816894531
2013-11-08,34.15999984741211
2013-11-11,34.0
2013-11-12,33.59000015258789
2013-11-13,34.08000183105469
2013-11-14,34.45000076293945
2013-11-15,34.06999969482422
2013-11-18,34.060001373291016
2013-11-19,33.59000015258789
2013-11-20,33.599998474121094
2013-11-21,34.150001525878906
2013-11-22,34.380001068115234
2013-11-25,34.349998474121094
2013-11-26,34.540000915527344
2013-11-27,34.40999984741211
2013-11-29,34.279998779296875
2013-12-02,34.04999923706055
2013-12-03,33.380001068115234
2013-12-04,33.540000915527344
2013-12-05,33.849998474121094
2013-12-06,34.5099983215332
2013-12-09,34.4900016784668
2013-12-10,34.2400016784668
2013-12-11,33.90999984741211
2013-12-12,34.310001373291016
2013-12-13,34.0
2013-12-16,34.349998474121094
2013-12-17,34.0099983215332
2013-12-18,34.369998931884766
2013-12-19,34.22999954223633
2013-12-20,34.47999954223633
2013-12-23,35.04999923706055
2013-12-24,35.150001525878906
2013-12-26,35.060001373291016
2013-12-27,35.029998779296875
2013-12-30,34.970001220703125
2013-12-31,34.970001220703125
2014-01-02,34.40999984741211
2014-01-03,34.599998474121094
2014-01-06,34.2599983215332
2014-01-07,34.4900016784668
2014-01-08,34.349998474121094
2014-01-09,34.380001068115234
2014-01-10,34.150001525878906
2014-01-13,33.81999969482422
2014-01-14,34.540000915527344
2014-01-15,34.59000015258789
2014-01-16,34.36000061035156
2014-01-17,34.81999969482422
2014-01-21,35.7400016784668
2014-01-22,36.40999984741211
2014-01-23,36.650001525878906
2014-01-24,35.72999954223633
2014-01-27,34.59000015258789
2014-01-28,34.90999984741211
2014-01-29,34.25
2014-01-30,34.47999954223633
2014-01-31,33.459999084472656
2014-02-03,31.729999542236328
2014-02-04,33.43000030517578
2014-02-05,33.20000076293945
2014-02-06,33.43000030517578
2014-02-07,33.41999816894531
2014-02-10,33.709999084472656
2014-02-11,34.34000015258789
2014-02-12,34.58000183105469
2014-02-13,34.84000015258789
2014-02-14,34.869998931884766
2014-02-18,34.83000183105469
2014-02-19,33.869998931884766
2014-02-20,34.11000061035156
2014-02-21,34.279998779296875
2014-02-24,34.81999969482422
2014-02-25,34.400001525878906
2014-02-26,34.720001220703125
2014-02-27,34.97999954223633
2014-02-28,35.689998626708984
2014-03-03,35.31999969482422
2014-03-04,36.2599983215332
2014-03-05,36.09000015258789
2014-03-06,36.40999984741211
2014-03-07,36.849998474121094
2014-03-10,36.970001220703125
2014-03-11,36.720001220703125
2014-03-12,36.61000061035156
2014-03-13,36.470001220703125
2014-03-14,36.68000030517578
2014-03-17,37.0
2014-03-18,37.08000183105469
2014-03-19,37.20000076293945
2014-03-20,38.099998474121094
2014-03-21,37.43000030517578
2014-03-24,37.29999923706055
2014-03-25,37.15999984741211
2014-03-26,36.56999969482422
2014-03-27,35.81999969482422
2014-03-28,35.65999984741211
2014-03-31,36.5
2014-04-01,36.75
2014-04-02,36.59000015258789
2014-04-03,36.790000915527344
2014-04-04,35.689998626708984
2014-04-07,35.61000061035156
2014-04-08,35.599998474121094
2014-04-09,35.529998779296875
2014-04-10,34.290000915527344
2014-04-11,34.04999923706055
2014-04-14,33.970001220703125
2014-04-15,34.209999084472656
2014-04-16,34.9900016784668
2014-04-17,35.97999954223633
2014-04-21,36.15999984741211
2014-04-22,36.349998474121094
2014-04-23,36.40999984741211
2014-04-24,35.86000061035156
2014-04-25,35.150001525878906
2014-04-28,34.56999969482422
2014-04-29,34.599998474121094
2014-04-30,34.5099983215332
2014-05-01,34.400001525878906
2014-05-02,34.900001525878906
2014-05-05,34.54999923706055
2014-05-06,34.06999969482422
2014-05-07,34.0099983215332
2014-05-08,33.810001373291016
2014-05-09,33.7400016784668
2014-05-12,34.4900016784668
2014-05-13,34.06999969482422
2014-05-14,33.380001068115234
2014-05-15,32.91999816894531
2014-05-16,32.689998626708984
2014-05-19,33.25
2014-05-20,32.95000076293945
2014-05-21,33.31999969482422
2014-05-22,33.310001373291016
2014-05-23,33.43000030517578
2014-05-27,33.689998626708984
2014-05-28,33.45000076293945
2014-05-29,33.36000061035156
2014-05-30,33.47999954223633
2014-06-02,33.900001525878906
2014-06-03,34.619998931884766
2014-06-04,34.59000015258789
2014-06-05,35.0099983215332
2014-06-06,35.41999816894531
2014-06-09,35.90999984741211
2014-06-10,35.7599983215332
2014-06-11,35.34000015258789
2014-06-12,35.18000030517578
2014-06-13,35.25
2014-06-16,34.72999954223633
2014-06-17,35.47999954223633
2014-06-18,35.33000183105469
2014-06-19,35.189998626708984
2014-06-20,35.369998931884766
2014-06-23,35.290000915527344
2014-06-24,34.90999984741211
2014-06-25,35.029998779296875
2014-06-26,34.90999984741211
2014-06-27,34.869998931884766
2014-06-30,34.9900016784668
2014-07-01,35.61000061035156
2014-07-02,35.720001220703125
2014-07-03,36.720001220703125
2014-07-07,36.279998779296875
2014-07-08,35.59000015258789
2014-07-09,36.0099983215332
2014-07-10,35.75
2014-07-11,35.54999923706055
2014-07-14,35.36000061035156
2014-07-15,35.65999984741211
2014-07-16,35.13999938964844
2014-07-17,34.5
2014-07-18,34.970001220703125
2014-07-21,34.70000076293945
2014-07-22,34.5099983215332
2014-07-23,34.59000015258789
2014-07-24,35.29999923706055
2014-07-25,35.15999984741211
2014-07-28,34.650001525878906
2014-07-29,34.4900016784668
2014-07-30,34.66999816894531
2014-07-31,34.060001373291016
2014-08-01,33.630001068115234
2014-08-04,33.63999938964844
2014-08-05,33.310001373291016
2014-08-06,33.369998931884766
2014-08-07,33.27000045776367
2014-08-08,33.27000045776367
2014-08-11,33.380001068115234
2014-08-12,33.27000045776367
2014-08-13,33.58000183105469
2014-08-14,33.630001068115234
