,AMGN
1983-06-17,0.34375
1983-06-20,0.30208298563957214
1983-06-21,0.30208298563957214
1983-06-22,0.3125
1983-06-23,0.3125
1983-06-24,0.30729201436042786
1983-06-27,0.27083298563957214
1983-06-28,0.27083298563957214
1983-06-29,0.265625
1983-06-30,0.27083298563957214
1983-07-01,0.27083298563957214
1983-07-05,0.26041701436042786
1983-07-06,0.26041701436042786
1983-07-07,0.265625
1983-07-08,0.26041701436042786
1983-07-11,0.265625
1983-07-12,0.265625
1983-07-13,0.27604201436042786
1983-07-14,0.27864599227905273
1983-07-15,0.27864599227905273
1983-07-18,0.27604201436042786
1983-07-19,0.27083298563957214
1983-07-20,0.26822900772094727
1983-07-21,0.25520798563957214
1983-07-22,0.25260400772094727
1983-07-25,0.25260400772094727
1983-07-26,0.25260400772094727
1983-07-27,0.2421880066394806
1983-07-28,0.2421880066394806
1983-07-29,0.23958300054073334
1983-08-01,0.234375
1983-08-02,0.23177100718021393
1983-08-03,0.23177100718021393
1983-08-04,0.22395800054073334
1983-08-05,0.21875
1983-08-08,0.21354199945926666
1983-08-09,0.20572899281978607
1983-08-10,0.20572899281978607
1983-08-11,0.20572899281978607
1983-08-12,0.20572899281978607
1983-08-15,0.203125
1983-08-16,0.203125
1983-08-17,0.203125
1983-08-18,0.19010399281978607
1983-08-19,0.1875
1983-08-22,0.16666699945926666
1983-08-23,0.16666699945926666
1983-08-24,0.16666699945926666
1983-08-25,0.1640630066394806
1983-08-26,0.16666699945926666
1983-08-29,0.16666699945926666
1983-08-30,0.16666699945926666
1983-08-31,0.17447899281978607
1983-09-01,0.18489600718021393
1983-09-02,0.19791699945926666
1983-09-06,0.20052100718021393
1983-09-07,0.20052100718021393
1983-09-08,0.203125
1983-09-09,0.203125
1983-09-12,0.20572899281978607
1983-09-13,0.20572899281978607
1983-09-14,0.203125
1983-09-15,0.1875
1983-09-16,0.16145800054073334
1983-09-19,0.1640630066394806
1983-09-20,0.16927100718021393
1983-09-21,0.16927100718021393
1983-09-22,0.171875
1983-09-23,0.17708300054073334
1983-09-26,0.1796880066394806
1983-09-27,0.17708300054073334
1983-09-28,0.1796880066394806
1983-09-29,0.1796880066394806
1983-09-30,0.17708300054073334
1983-10-03,0.17708300054073334
1983-10-04,0.17708300054073334
1983-10-05,0.17708300054073334
1983-10-06,0.17708300054073334
1983-10-07,0.17708300054073334
1983-10-10,0.171875
1983-10-11,0.16145800054073334
1983-10-12,0.15885399281978607
1983-10-13,0.15364600718021393
1983-10-14,0.15625
1983-10-17,0.15625
1983-10-18,0.15104199945926666
1983-10-19,0.140625
1983-10-20,0.140625
1983-10-21,0.140625
1983-10-24,0.140625
1983-10-25,0.13541699945926666
1983-10-26,0.13541699945926666
1983-10-27,0.13541699945926666
1983-10-28,0.13541699945926666
1983-10-31,0.13541699945926666
1983-11-01,0.13020800054073334
1983-11-02,0.12239599972963333
1983-11-03,0.12239599972963333
1983-11-04,0.125
1983-11-07,0.12239599972963333
1983-11-08,0.12239599972963333
1983-11-09,0.12239599972963333
1983-11-10,0.12239599972963333
1983-11-11,0.12239599972963333
1983-11-14,0.1328130066394806
1983-11-15,0.140625
1983-11-16,0.15364600718021393
1983-11-17,0.16145800054073334
1983-11-18,0.16145800054073334
1983-11-21,0.15625
1983-11-22,0.1484380066394806
1983-11-23,0.14322899281978607
1983-11-25,0.14583300054073334
1983-11-28,0.14583300054073334
1983-11-29,0.14322899281978607
1983-11-30,0.14322899281978607
1983-12-01,0.14322899281978607
1983-12-02,0.14322899281978607
1983-12-05,0.13541699945926666
1983-12-06,0.1328130066394806
1983-12-07,0.13541699945926666
1983-12-08,0.13541699945926666
