,CDEV
2016-04-15,10.0
2016-04-18,10.0
2016-04-19,10.0
2016-04-20,10.0
2016-04-21,10.0
2016-04-22,10.0
2016-04-25,10.0
2016-04-26,10.0
2016-04-27,10.0
2016-04-28,10.0
2016-04-29,10.0
2016-05-02,10.100000381469727
2016-05-03,10.100000381469727
2016-05-04,10.100000381469727
2016-05-05,10.0
2016-05-06,10.0
2016-05-09,10.0
2016-05-10,10.0
2016-05-11,10.0
2016-05-12,10.100000381469727
2016-05-13,10.100000381469727
2016-05-16,10.041999816894531
2016-05-17,9.932000160217285
2016-05-18,9.930000305175781
2016-05-19,10.0
2016-05-20,10.079999923706055
2016-05-23,10.020000457763672
2016-05-24,10.050000190734863
2016-05-25,10.050000190734863
2016-05-26,10.0
2016-05-27,10.0
2016-05-31,10.039999961853027
2016-06-01,9.942000389099121
2016-06-02,10.050000190734863
2016-06-03,10.079999923706055
2016-06-06,10.079999923706055
2016-06-07,10.0600004196167
2016-06-08,10.050000190734863
2016-06-09,10.050000190734863
2016-06-10,10.010000228881836
2016-06-13,10.010000228881836
2016-06-14,9.989999771118164
2016-06-15,9.989999771118164
2016-06-16,10.59000015258789
2016-06-17,10.59000015258789
2016-06-20,9.899999618530273
2016-06-21,9.8100004196167
2016-06-22,9.9399995803833
2016-06-23,9.9399995803833
2016-06-24,9.9399995803833
2016-06-27,9.800000190734863
2016-06-28,9.800000190734863
2016-06-29,9.800000190734863
2016-06-30,9.800000190734863
2016-07-01,9.699999809265137
2016-07-05,9.819999694824219
2016-07-06,9.800000190734863
2016-07-07,9.800000190734863
2016-07-08,9.800000190734863
2016-07-11,9.850000381469727
2016-07-12,9.800000190734863
2016-07-13,9.899999618530273
2016-07-14,9.899999618530273
2016-07-15,9.850000381469727
2016-07-18,9.850000381469727
2016-07-19,10.149999618530273
2016-07-20,10.199999809265137
2016-07-21,10.199999809265137
2016-07-22,10.579999923706055
2016-07-25,10.6899995803833
2016-07-26,10.75
2016-07-27,11.149999618530273
2016-07-28,11.164999961853027
2016-07-29,11.239999771118164
2016-08-01,11.289999961853027
2016-08-02,11.289999961853027
2016-08-03,11.239999771118164
2016-08-04,11.420000076293945
2016-08-05,11.40999984741211
2016-08-08,11.40999984741211
2016-08-09,11.59000015258789
2016-08-10,12.239999771118164
2016-08-11,12.199999809265137
2016-08-12,12.350000381469727
2016-08-15,12.199999809265137
2016-08-16,12.140000343322754
2016-08-17,11.890000343322754
2016-08-18,12.199999809265137
2016-08-19,12.029999732971191
2016-08-22,12.039999961853027
2016-08-23,11.979999542236328
2016-08-24,12.25
2016-08-25,12.199999809265137
2016-08-26,12.149999618530273
2016-08-29,12.319999694824219
2016-08-30,12.574999809265137
2016-08-31,12.539999961853027
2016-09-01,12.949999809265137
2016-09-02,12.8100004196167
2016-09-06,13.0
2016-09-07,13.5
2016-09-08,14.579999923706055
2016-09-09,14.630000114440918
2016-09-12,13.890000343322754
2016-09-13,14.0
2016-09-14,14.029999732971191
2016-09-15,14.039999961853027
2016-09-16,13.989999771118164
2016-09-19,14.050000190734863
2016-09-20,14.119999885559082
2016-09-21,14.15999984741211
2016-09-22,14.329999923706055
2016-09-23,14.359999656677246
2016-09-26,14.4399995803833
2016-09-27,14.430000305175781
2016-09-28,14.569999694824219
2016-09-29,14.84000015258789
2016-09-30,15.75
2016-10-03,15.880000114440918
2016-10-04,16.139999389648438
2016-10-05,16.450000762939453
2016-10-06,16.190000534057617
2016-10-07,16.1200008392334
2016-10-10,15.760000228881836
2016-10-11,15.859999656677246
2016-10-12,16.399999618530273
2016-10-13,15.989999771118164
2016-10-14,15.5
2016-10-17,15.140000343322754
2016-10-18,14.920000076293945
2016-10-19,14.899999618530273
2016-10-20,14.489999771118164
2016-10-21,14.859999656677246
2016-10-24,14.539999961853027
2016-10-25,14.300000190734863
2016-10-26,14.239999771118164
2016-10-27,14.520000457763672
2016-10-28,14.880000114440918
2016-10-31,14.850000381469727
2016-11-01,15.100000381469727
2016-11-02,15.100000381469727
2016-11-03,14.859999656677246
2016-11-04,15.09000015258789
2016-11-07,15.289999961853027
2016-11-08,15.069999694824219
2016-11-09,15.15999984741211
2016-11-10,14.8100004196167
2016-11-11,14.5
2016-11-14,14.510000228881836
2016-11-15,14.630000114440918
2016-11-16,14.329999923706055
2016-11-17,13.489999771118164
2016-11-18,14.079999923706055
2016-11-21,14.75
2016-11-22,14.8100004196167
2016-11-23,15.25
2016-11-25,15.3100004196167
2016-11-28,16.399999618530273
2016-11-29,16.34000015258789
2016-11-30,18.200000762939453
2016-12-01,17.979999542236328
2016-12-02,18.059999465942383
