,AMAO
2021-05-05,9.869999885559082
2021-05-06,9.850000381469727
2021-05-07,9.84000015258789
2021-05-10,9.84000015258789
2021-05-11,10.0
2021-05-12,9.84000015258789
2021-05-13,9.84000015258789
2021-05-14,9.84000015258789
