,CTRN
2005-10-20,25.450000762939453
2005-10-21,26.15999984741211
2005-10-24,27.81999969482422
2005-10-25,27.75
2005-10-26,27.469999313354492
2005-10-27,26.209999084472656
2005-10-28,27.399999618530273
2005-10-31,28.6299991607666
2005-11-01,28.93000030517578
2005-11-02,29.40999984741211
2005-11-03,32.810001373291016
2005-11-04,33.599998474121094
2005-11-07,34.75
2005-11-08,34.959999084472656
2005-11-09,33.959999084472656
2005-11-10,33.869998931884766
2005-11-11,33.040000915527344
2005-11-14,34.0
2005-11-15,32.08000183105469
2005-11-16,31.459999084472656
2005-11-17,33.619998931884766
2005-11-18,34.27000045776367
2005-11-21,34.79999923706055
2005-11-22,35.15999984741211
2005-11-23,35.2400016784668
2005-11-25,36.099998474121094
2005-11-28,34.75
2005-11-29,33.900001525878906
2005-11-30,35.61000061035156
2005-12-01,36.220001220703125
2005-12-02,35.4900016784668
2005-12-05,35.470001220703125
2005-12-06,35.31999969482422
2005-12-07,34.939998626708984
2005-12-08,35.75
2005-12-09,34.54999923706055
2005-12-12,35.540000915527344
2005-12-13,35.97999954223633
2005-12-14,35.099998474121094
2005-12-15,35.150001525878906
2005-12-16,36.06999969482422
2005-12-19,37.0
2005-12-20,38.650001525878906
2005-12-21,38.29999923706055
2005-12-22,37.83000183105469
2005-12-23,38.650001525878906
2005-12-27,39.25
2005-12-28,41.20000076293945
2005-12-29,42.779998779296875
2005-12-30,42.689998626708984
2006-01-03,41.349998474121094
2006-01-04,41.849998474121094
2006-01-05,41.11000061035156
2006-01-06,40.79999923706055
2006-01-09,42.650001525878906
2006-01-10,43.0
2006-01-11,42.95000076293945
2006-01-12,41.93000030517578
2006-01-13,42.380001068115234
2006-01-17,41.66999816894531
2006-01-18,40.09000015258789
2006-01-19,41.29999923706055
2006-01-20,40.79999923706055
2006-01-23,40.68000030517578
2006-01-24,42.689998626708984
2006-01-25,42.65999984741211
2006-01-26,43.9900016784668
2006-01-27,46.709999084472656
2006-01-30,46.959999084472656
2006-01-31,46.0
2006-02-01,46.279998779296875
2006-02-02,46.599998474121094
2006-02-03,45.7599983215332
2006-02-06,47.02000045776367
2006-02-07,45.150001525878906
2006-02-08,43.79999923706055
2006-02-09,42.5099983215332
2006-02-10,43.619998931884766
2006-02-13,43.0099983215332
2006-02-14,43.599998474121094
2006-02-15,43.599998474121094
2006-02-16,43.25
2006-02-17,42.79999923706055
2006-02-21,46.66999816894531
2006-02-22,47.4900016784668
2006-02-23,47.5
2006-02-24,44.72999954223633
2006-02-27,43.790000915527344
2006-02-28,43.04999923706055
2006-03-01,44.25
2006-03-02,40.11000061035156
2006-03-03,38.70000076293945
2006-03-06,37.95000076293945
2006-03-07,36.779998779296875
2006-03-08,39.08000183105469
2006-03-09,41.58000183105469
2006-03-10,40.560001373291016
2006-03-13,41.34000015258789
2006-03-14,41.72999954223633
2006-03-15,40.9900016784668
2006-03-16,41.349998474121094
2006-03-17,41.459999084472656
2006-03-20,41.7400016784668
2006-03-21,40.380001068115234
2006-03-22,41.2400016784668
2006-03-23,40.529998779296875
2006-03-24,41.93000030517578
2006-03-27,41.08000183105469
2006-03-28,39.099998474121094
2006-03-29,39.08000183105469
2006-03-30,39.150001525878906
2006-03-31,39.7599983215332
2006-04-03,38.869998931884766
2006-04-04,38.970001220703125
2006-04-05,39.939998626708984
2006-04-06,46.5
2006-04-07,46.630001068115234
2006-04-10,45.97999954223633
2006-04-11,44.91999816894531
2006-04-12,45.0
2006-04-13,45.599998474121094
2006-04-17,45.9900016784668
2006-04-18,47.88999938964844
2006-04-19,48.20000076293945
2006-04-20,48.970001220703125
2006-04-21,48.380001068115234
2006-04-24,48.779998779296875
2006-04-25,48.5
2006-04-26,49.400001525878906
2006-04-27,48.650001525878906
2006-04-28,48.54999923706055
2006-05-01,51.83000183105469
2006-05-02,51.0
2006-05-03,51.900001525878906
2006-05-04,55.540000915527344
2006-05-05,56.45000076293945
2006-05-08,56.11000061035156
2006-05-09,54.9900016784668
2006-05-10,51.540000915527344
2006-05-11,51.04999923706055
2006-05-12,47.02000045776367
2006-05-15,45.959999084472656
2006-05-16,47.41999816894531
2006-05-17,48.29999923706055
2006-05-18,48.619998931884766
2006-05-19,51.81999969482422
2006-05-22,48.13999938964844
2006-05-23,48.060001373291016
2006-05-24,45.2400016784668
2006-05-25,46.56999969482422
2006-05-26,46.7400016784668
2006-05-30,45.29999923706055
2006-05-31,45.0099983215332
2006-06-01,43.220001220703125
2006-06-02,43.029998779296875
2006-06-05,42.130001068115234
2006-06-06,40.689998626708984
2006-06-07,41.18000030517578
2006-06-08,40.9900016784668
2006-06-09,42.0
2006-06-12,39.959999084472656
2006-06-13,39.52000045776367
2006-06-14,41.0099983215332
2006-06-15,44.779998779296875
2006-06-16,42.150001525878906
2006-06-19,42.029998779296875
2006-06-20,41.5
2006-06-21,42.869998931884766
2006-06-22,41.220001220703125
2006-06-23,38.43000030517578
2006-06-26,37.720001220703125
2006-06-27,36.5
2006-06-28,36.54999923706055
2006-06-29,39.31999969482422
2006-06-30,42.689998626708984
2006-07-03,42.599998474121094
2006-07-05,42.380001068115234
2006-07-06,35.0099983215332
2006-07-07,33.9900016784668
2006-07-10,34.0099983215332
2006-07-11,32.060001373291016
2006-07-12,30.459999084472656
2006-07-13,30.75
2006-07-14,30.65999984741211
2006-07-17,30.639999389648438
2006-07-18,29.729999542236328
2006-07-19,30.84000015258789
2006-07-20,29.860000610351562
2006-07-21,29.510000228881836
2006-07-24,30.06999969482422
2006-07-25,30.610000610351562
2006-07-26,30.059999465942383
2006-07-27,30.0
2006-07-28,28.969999313354492
2006-07-31,29.670000076293945
2006-08-01,27.84000015258789
2006-08-02,27.190000534057617
2006-08-03,29.59000015258789
2006-08-04,29.969999313354492
2006-08-07,30.200000762939453
2006-08-08,28.579999923706055
2006-08-09,28.100000381469727
2006-08-10,28.989999771118164
2006-08-11,29.040000915527344
2006-08-14,29.600000381469727
2006-08-15,31.329999923706055
2006-08-16,32.34000015258789
2006-08-17,31.239999771118164
2006-08-18,29.969999313354492
2006-08-21,29.829999923706055
2006-08-22,29.940000534057617
2006-08-23,28.719999313354492
2006-08-24,28.75
2006-08-25,28.440000534057617
2006-08-28,30.8700008392334
2006-08-29,32.58000183105469
2006-08-30,32.41999816894531
2006-08-31,31.43000030517578
2006-09-01,30.469999313354492
2006-09-05,30.5
2006-09-06,30.559999465942383
2006-09-07,30.15999984741211
2006-09-08,30.68000030517578
2006-09-11,30.700000762939453
2006-09-12,33.06999969482422
2006-09-13,33.310001373291016
2006-09-14,33.900001525878906
2006-09-15,35.0
2006-09-18,35.040000915527344
2006-09-19,35.08000183105469
2006-09-20,36.45000076293945
2006-09-21,37.869998931884766
2006-09-22,35.439998626708984
2006-09-25,36.849998474121094
2006-09-26,36.529998779296875
2006-09-27,36.65999984741211
2006-09-28,35.41999816894531
2006-09-29,34.5099983215332
2006-10-02,33.95000076293945
2006-10-03,33.75
2006-10-04,35.97999954223633
2006-10-05,36.439998626708984
2006-10-06,35.56999969482422
2006-10-09,36.15999984741211
2006-10-10,35.709999084472656
2006-10-11,34.95000076293945
2006-10-12,37.0099983215332
2006-10-13,37.56999969482422
2006-10-16,38.9900016784668
2006-10-17,39.029998779296875
2006-10-18,38.650001525878906
2006-10-19,37.40999984741211
2006-10-20,37.630001068115234
2006-10-23,37.84000015258789
2006-10-24,38.040000915527344
2006-10-25,37.83000183105469
2006-10-26,38.099998474121094
2006-10-27,38.59000015258789
2006-10-30,39.349998474121094
2006-10-31,39.2400016784668
2006-11-01,36.77000045776367
2006-11-02,43.18000030517578
2006-11-03,43.099998474121094
2006-11-06,43.56999969482422
2006-11-07,44.540000915527344
2006-11-08,45.0
2006-11-09,43.619998931884766
2006-11-10,43.290000915527344
2006-11-13,43.060001373291016
2006-11-14,43.02000045776367
2006-11-15,43.47999954223633
2006-11-16,42.720001220703125
2006-11-17,44.70000076293945
2006-11-20,45.790000915527344
2006-11-21,44.66999816894531
2006-11-22,43.91999816894531
2006-11-24,43.119998931884766
2006-11-27,41.619998931884766
2006-11-28,41.099998474121094
2006-11-29,42.27000045776367
2006-11-30,44.2599983215332
2006-12-01,43.84000015258789
2006-12-04,44.029998779296875
2006-12-05,43.900001525878906
2006-12-06,43.439998626708984
2006-12-07,43.119998931884766
2006-12-08,43.02000045776367
2006-12-11,42.869998931884766
2006-12-12,42.81999969482422
2006-12-13,42.470001220703125
2006-12-14,41.790000915527344
2006-12-15,42.380001068115234
2006-12-18,42.72999954223633
2006-12-19,42.40999984741211
2006-12-20,42.93000030517578
2006-12-21,41.47999954223633
2006-12-22,41.34000015258789
2006-12-26,39.09000015258789
2006-12-27,39.66999816894531
2006-12-28,39.380001068115234
2006-12-29,39.63999938964844
2007-01-03,40.130001068115234
2007-01-04,39.33000183105469
2007-01-05,38.0
2007-01-08,38.400001525878906
2007-01-09,38.91999816894531
2007-01-10,39.630001068115234
2007-01-11,40.4900016784668
2007-01-12,41.0
2007-01-16,41.29999923706055
2007-01-17,42.560001373291016
2007-01-18,41.709999084472656
2007-01-19,41.290000915527344
2007-01-22,40.310001373291016
2007-01-23,40.29999923706055
2007-01-24,41.38999938964844
2007-01-25,40.5
2007-01-26,40.400001525878906
2007-01-29,41.0099983215332
2007-01-30,40.08000183105469
2007-01-31,39.40999984741211
2007-02-01,40.34000015258789
2007-02-02,39.40999984741211
2007-02-05,38.779998779296875
2007-02-06,40.709999084472656
2007-02-07,40.83000183105469
2007-02-08,46.27000045776367
2007-02-09,45.880001068115234
2007-02-12,46.040000915527344
2007-02-13,45.599998474121094
2007-02-14,45.56999969482422
2007-02-15,45.06999969482422
2007-02-16,44.20000076293945
2007-02-20,43.97999954223633
2007-02-21,44.88999938964844
2007-02-22,44.599998474121094
2007-02-23,43.7400016784668
2007-02-26,43.119998931884766
2007-02-27,41.84000015258789
2007-02-28,41.88999938964844
2007-03-01,40.68000030517578
2007-03-02,39.709999084472656
2007-03-05,39.7599983215332
2007-03-06,40.790000915527344
2007-03-07,41.040000915527344
2007-03-08,41.959999084472656
2007-03-09,42.29999923706055
2007-03-12,42.9900016784668
2007-03-13,42.33000183105469
2007-03-14,42.4900016784668
2007-03-15,44.06999969482422
2007-03-16,43.880001068115234
2007-03-19,44.130001068115234
2007-03-20,43.43000030517578
2007-03-21,44.150001525878906
2007-03-22,44.810001373291016
2007-03-23,44.130001068115234
2007-03-26,44.29999923706055
2007-03-27,43.2599983215332
2007-03-28,42.400001525878906
2007-03-29,42.0
2007-03-30,42.7400016784668
2007-04-02,43.209999084472656
2007-04-03,43.470001220703125
2007-04-04,42.58000183105469
2007-04-05,43.130001068115234
2007-04-09,42.459999084472656
2007-04-10,43.43000030517578
2007-04-11,43.58000183105469
2007-04-12,44.150001525878906
2007-04-13,43.43000030517578
2007-04-16,43.439998626708984
2007-04-17,43.09000015258789
2007-04-18,42.13999938964844
2007-04-19,41.47999954223633
2007-04-20,43.40999984741211
2007-04-23,43.310001373291016
2007-04-24,43.09000015258789
2007-04-25,42.0099983215332
2007-04-26,40.40999984741211
2007-04-27,40.25
2007-04-30,39.630001068115234
2007-05-01,38.81999969482422
2007-05-02,40.619998931884766
2007-05-03,39.29999923706055
2007-05-04,40.310001373291016
2007-05-07,39.150001525878906
2007-05-08,38.88999938964844
2007-05-09,40.2599983215332
2007-05-10,38.84000015258789
2007-05-11,38.099998474121094
2007-05-14,38.65999984741211
2007-05-15,36.41999816894531
2007-05-16,35.65999984741211
2007-05-17,37.29999923706055
2007-05-18,37.029998779296875
2007-05-21,38.7599983215332
2007-05-22,38.40999984741211
2007-05-23,39.59000015258789
2007-05-24,38.36000061035156
2007-05-25,38.38999938964844
2007-05-29,38.2599983215332
2007-05-30,38.79999923706055
2007-05-31,40.529998779296875
2007-06-01,39.189998626708984
2007-06-04,39.5
2007-06-05,39.209999084472656
2007-06-06,38.90999984741211
2007-06-07,37.65999984741211
2007-06-08,38.02000045776367
2007-06-11,38.77000045776367
2007-06-12,37.91999816894531
2007-06-13,39.77000045776367
2007-06-14,41.20000076293945
2007-06-15,42.41999816894531
2007-06-18,42.56999969482422
2007-06-19,42.7599983215332
2007-06-20,42.41999816894531
2007-06-21,41.84000015258789
2007-06-22,40.68000030517578
2007-06-25,40.65999984741211
2007-06-26,39.13999938964844
2007-06-27,39.33000183105469
2007-06-28,38.560001373291016
2007-06-29,37.959999084472656
2007-07-02,38.13999938964844
2007-07-03,39.75
2007-07-05,38.09000015258789
2007-07-06,39.33000183105469
2007-07-09,38.79999923706055
2007-07-10,37.86000061035156
2007-07-11,37.02000045776367
2007-07-12,38.61000061035156
2007-07-13,38.720001220703125
2007-07-16,39.790000915527344
2007-07-17,39.02000045776367
2007-07-18,38.43000030517578
2007-07-19,38.970001220703125
2007-07-20,37.560001373291016
2007-07-23,37.91999816894531
2007-07-24,37.47999954223633
2007-07-25,36.34000015258789
2007-07-26,34.86000061035156
2007-07-27,33.70000076293945
2007-07-30,34.33000183105469
2007-07-31,32.900001525878906
2007-08-01,33.2400016784668
2007-08-02,33.0
2007-08-03,33.08000183105469
2007-08-06,33.34000015258789
2007-08-07,35.400001525878906
2007-08-08,38.08000183105469
2007-08-09,26.56999969482422
2007-08-10,26.149999618530273
2007-08-13,26.020000457763672
2007-08-14,23.799999237060547
2007-08-15,24.860000610351562
2007-08-16,24.190000534057617
2007-08-17,23.899999618530273
2007-08-20,23.510000228881836
2007-08-21,22.93000030517578
2007-08-22,23.1299991607666
2007-08-23,22.75
2007-08-24,22.75
2007-08-27,23.40999984741211
2007-08-28,23.90999984741211
2007-08-29,23.84000015258789
2007-08-30,21.049999237060547
2007-08-31,21.739999771118164
2007-09-04,21.65999984741211
2007-09-05,21.979999542236328
2007-09-06,22.0
2007-09-07,21.40999984741211
2007-09-10,21.450000762939453
2007-09-11,22.309999465942383
2007-09-12,21.360000610351562
2007-09-13,21.93000030517578
2007-09-14,22.530000686645508
2007-09-17,22.06999969482422
2007-09-18,21.84000015258789
2007-09-19,23.34000015258789
2007-09-20,22.899999618530273
2007-09-21,23.219999313354492
2007-09-24,23.5
2007-09-25,22.18000030517578
2007-09-26,22.479999542236328
2007-09-27,22.09000015258789
2007-09-28,21.760000228881836
2007-10-01,21.399999618530273
2007-10-02,21.18000030517578
2007-10-03,20.56999969482422
2007-10-04,18.799999237060547
2007-10-05,19.979999542236328
2007-10-08,19.829999923706055
2007-10-09,20.139999389648438
2007-10-10,20.190000534057617
2007-10-11,20.479999542236328
2007-10-12,20.350000381469727
2007-10-15,20.3700008392334
2007-10-16,20.079999923706055
2007-10-17,19.59000015258789
2007-10-18,19.110000610351562
2007-10-19,17.950000762939453
2007-10-22,17.93000030517578
2007-10-23,18.200000762939453
2007-10-24,18.299999237060547
2007-10-25,18.56999969482422
2007-10-26,19.200000762939453
2007-10-29,19.030000686645508
2007-10-30,19.030000686645508
2007-10-31,19.559999465942383
2007-11-01,16.979999542236328
2007-11-02,16.260000228881836
2007-11-05,16.309999465942383
2007-11-06,17.280000686645508
2007-11-07,17.59000015258789
2007-11-08,16.110000610351562
2007-11-09,15.640000343322754
2007-11-12,16.450000762939453
2007-11-13,16.18000030517578
2007-11-14,15.770000457763672
2007-11-15,15.539999961853027
2007-11-16,15.600000381469727
2007-11-19,15.079999923706055
2007-11-20,14.829999923706055
2007-11-21,15.09000015258789
2007-11-23,15.119999885559082
2007-11-26,14.779999732971191
2007-11-27,15.720000267028809
2007-11-28,16.610000610351562
2007-11-29,15.649999618530273
2007-11-30,15.449999809265137
2007-12-03,15.569999694824219
2007-12-04,15.170000076293945
2007-12-05,15.399999618530273
2007-12-06,15.90999984741211
2007-12-07,17.030000686645508
2007-12-10,17.850000381469727
2007-12-11,15.289999961853027
2007-12-12,14.979999542236328
2007-12-13,14.069999694824219
2007-12-14,13.550000190734863
2007-12-17,13.949999809265137
2007-12-18,15.399999618530273
2007-12-19,14.75
2007-12-20,14.829999923706055
2007-12-21,16.3700008392334
2007-12-24,16.6299991607666
2007-12-26,16.649999618530273
2007-12-27,15.710000038146973
2007-12-28,15.65999984741211
2007-12-31,15.4399995803833
2008-01-02,15.119999885559082
2008-01-03,14.550000190734863
2008-01-04,13.739999771118164
2008-01-07,14.029999732971191
2008-01-08,13.460000038146973
2008-01-09,14.300000190734863
2008-01-10,13.630000114440918
2008-01-11,12.979999542236328
2008-01-14,12.34000015258789
2008-01-15,11.479999542236328
2008-01-16,11.789999961853027
2008-01-17,11.140000343322754
2008-01-18,10.880000114440918
2008-01-22,11.170000076293945
2008-01-23,12.359999656677246
2008-01-24,12.800000190734863
2008-01-25,12.380000114440918
2008-01-28,13.630000114440918
2008-01-29,13.270000457763672
2008-01-30,12.770000457763672
2008-01-31,13.670000076293945
2008-02-01,15.109999656677246
2008-02-04,13.489999771118164
2008-02-05,12.529999732971191
2008-02-06,12.9399995803833
2008-02-07,14.579999923706055
2008-02-08,14.890000343322754
2008-02-11,15.239999771118164
2008-02-12,16.170000076293945
2008-02-13,17.079999923706055
2008-02-14,15.029999732971191
2008-02-15,14.649999618530273
2008-02-19,15.199999809265137
2008-02-20,15.399999618530273
2008-02-21,15.489999771118164
2008-02-22,15.300000190734863
2008-02-25,15.800000190734863
2008-02-26,16.510000228881836
2008-02-27,16.0
2008-02-28,15.420000076293945
2008-02-29,14.510000228881836
2008-03-03,14.829999923706055
2008-03-04,14.9399995803833
2008-03-05,15.050000190734863
2008-03-06,13.90999984741211
2008-03-07,13.149999618530273
2008-03-10,12.90999984741211
2008-03-11,14.550000190734863
2008-03-12,14.15999984741211
2008-03-13,14.739999771118164
2008-03-14,13.9399995803833
2008-03-17,14.050000190734863
2008-03-18,14.6899995803833
2008-03-19,14.539999961853027
2008-03-20,15.149999618530273
2008-03-24,15.0
2008-03-25,16.0
2008-03-26,15.350000381469727
2008-03-27,19.030000686645508
2008-03-28,18.040000915527344
2008-03-31,18.450000762939453
2008-04-01,20.290000915527344
2008-04-02,19.770000457763672
2008-04-03,19.030000686645508
2008-04-04,19.610000610351562
2008-04-07,18.610000610351562
2008-04-08,18.290000915527344
2008-04-09,17.530000686645508
2008-04-10,17.700000762939453
2008-04-11,17.1200008392334
2008-04-14,17.360000610351562
2008-04-15,17.5
2008-04-16,17.950000762939453
2008-04-17,18.5
2008-04-18,18.989999771118164
2008-04-21,18.989999771118164
2008-04-22,18.770000457763672
2008-04-23,19.15999984741211
2008-04-24,20.139999389648438
2008-04-25,20.940000534057617
2008-04-28,21.190000534057617
2008-04-29,22.049999237060547
2008-04-30,21.139999389648438
2008-05-01,22.229999542236328
2008-05-02,21.799999237060547
2008-05-05,20.770000457763672
2008-05-06,20.959999084472656
2008-05-07,20.360000610351562
2008-05-08,20.059999465942383
2008-05-09,20.270000457763672
2008-05-12,20.020000457763672
2008-05-13,21.959999084472656
2008-05-14,21.239999771118164
2008-05-15,20.850000381469727
2008-05-16,20.510000228881836
2008-05-19,19.600000381469727
2008-05-20,18.969999313354492
2008-05-21,17.8700008392334
2008-05-22,19.149999618530273
2008-05-23,18.93000030517578
2008-05-27,18.84000015258789
2008-05-28,18.270000457763672
2008-05-29,19.25
2008-05-30,22.200000762939453
2008-06-02,21.770000457763672
2008-06-03,21.899999618530273
2008-06-04,23.43000030517578
2008-06-05,24.799999237060547
2008-06-06,23.540000915527344
2008-06-09,22.260000228881836
2008-06-10,23.079999923706055
2008-06-11,22.8700008392334
2008-06-12,23.030000686645508
2008-06-13,24.440000534057617
2008-06-16,26.3700008392334
2008-06-17,25.719999313354492
2008-06-18,24.760000228881836
2008-06-19,25.729999542236328
2008-06-20,24.0
2008-06-23,23.809999465942383
2008-06-24,23.149999618530273
2008-06-25,24.540000915527344
2008-06-26,23.510000228881836
2008-06-27,23.420000076293945
2008-06-30,22.65999984741211
2008-07-01,23.079999923706055
2008-07-02,22.469999313354492
2008-07-03,21.889999389648438
2008-07-07,22.0
2008-07-08,23.920000076293945
2008-07-09,23.139999389648438
2008-07-10,21.420000076293945
2008-07-11,19.8799991607666
2008-07-14,19.34000015258789
2008-07-15,19.350000381469727
2008-07-16,20.510000228881836
2008-07-17,21.3700008392334
2008-07-18,21.149999618530273
2008-07-21,21.219999313354492
2008-07-22,22.229999542236328
2008-07-23,23.170000076293945
2008-07-24,22.780000686645508
2008-07-25,23.079999923706055
2008-07-28,21.790000915527344
2008-07-29,23.540000915527344
2008-07-30,23.75
2008-07-31,23.1299991607666
2008-08-01,23.100000381469727
2008-08-04,22.56999969482422
2008-08-05,24.899999618530273
2008-08-06,24.860000610351562
2008-08-07,20.450000762939453
2008-08-08,20.239999771118164
2008-08-11,20.969999313354492
2008-08-12,20.0
2008-08-13,19.709999084472656
2008-08-14,19.829999923706055
2008-08-15,20.43000030517578
2008-08-18,20.209999084472656
2008-08-19,20.670000076293945
2008-08-20,18.450000762939453
2008-08-21,20.260000228881836
2008-08-22,19.90999984741211
2008-08-25,19.469999313354492
2008-08-26,19.530000686645508
2008-08-27,20.75
2008-08-28,20.899999618530273
2008-08-29,20.6200008392334
2008-09-02,21.239999771118164
2008-09-03,21.950000762939453
2008-09-04,21.829999923706055
2008-09-05,21.780000686645508
2008-09-08,22.239999771118164
2008-09-09,22.649999618530273
2008-09-10,23.719999313354492
2008-09-11,23.709999084472656
2008-09-12,21.959999084472656
2008-09-15,20.889999389648438
2008-09-16,21.15999984741211
2008-09-17,20.56999969482422
2008-09-18,21.940000534057617
2008-09-19,22.5
2008-09-22,22.209999084472656
2008-09-23,21.15999984741211
2008-09-24,17.030000686645508
2008-09-25,17.15999984741211
2008-09-26,17.18000030517578
2008-09-29,15.579999923706055
2008-09-30,16.290000915527344
2008-10-01,15.899999618530273
2008-10-02,15.010000228881836
2008-10-03,13.989999771118164
2008-10-06,14.0
2008-10-07,12.899999618530273
2008-10-08,12.729999542236328
2008-10-09,11.989999771118164
2008-10-10,12.350000381469727
2008-10-13,14.609999656677246
2008-10-14,13.739999771118164
2008-10-15,13.140000343322754
2008-10-16,14.279999732971191
2008-10-17,13.729999542236328
2008-10-20,14.420000076293945
2008-10-21,14.380000114440918
2008-10-22,14.180000305175781
2008-10-23,13.600000381469727
2008-10-24,12.239999771118164
2008-10-27,12.229999542236328
2008-10-28,14.539999961853027
2008-10-29,14.9399995803833
2008-10-30,16.200000762939453
2008-10-31,16.729999542236328
2008-11-03,16.420000076293945
2008-11-04,15.729999542236328
2008-11-05,13.6899995803833
2008-11-06,12.210000038146973
2008-11-07,11.489999771118164
2008-11-10,10.779999732971191
2008-11-11,10.989999771118164
2008-11-12,10.350000381469727
2008-11-13,11.609999656677246
2008-11-14,9.220000267028809
2008-11-17,9.149999618530273
2008-11-18,8.890000343322754
2008-11-19,7.909999847412109
2008-11-20,8.039999961853027
2008-11-21,7.489999771118164
2008-11-24,8.630000114440918
2008-11-25,11.59000015258789
2008-11-26,12.529999732971191
2008-11-28,12.300000190734863
2008-12-01,11.880000114440918
2008-12-02,12.34000015258789
2008-12-03,12.65999984741211
2008-12-04,12.619999885559082
2008-12-05,13.479999542236328
2008-12-08,14.149999618530273
2008-12-09,14.029999732971191
2008-12-10,13.800000190734863
2008-12-11,13.300000190734863
2008-12-12,13.3100004196167
2008-12-15,13.350000381469727
2008-12-16,13.789999961853027
2008-12-17,14.630000114440918
2008-12-18,14.550000190734863
2008-12-19,12.630000114440918
2008-12-22,12.079999923706055
2008-12-23,12.619999885559082
2008-12-24,12.970000267028809
2008-12-26,13.670000076293945
2008-12-29,13.850000381469727
2008-12-30,13.979999542236328
2008-12-31,14.720000267028809
2009-01-02,13.949999809265137
2009-01-05,13.289999961853027
2009-01-06,13.029999732971191
2009-01-07,11.920000076293945
2009-01-08,11.859999656677246
2009-01-09,11.270000457763672
2009-01-12,11.319999694824219
2009-01-13,11.579999923706055
2009-01-14,10.930000305175781
2009-01-15,11.109999656677246
2009-01-16,11.170000076293945
2009-01-20,10.199999809265137
2009-01-21,11.329999923706055
2009-01-22,11.229999542236328
2009-01-23,10.800000190734863
2009-01-26,10.890000343322754
2009-01-27,11.1899995803833
2009-01-28,11.800000190734863
2009-01-29,10.289999961853027
2009-01-30,9.529999732971191
2009-02-02,9.510000228881836
2009-02-03,10.579999923706055
2009-02-04,9.899999618530273
2009-02-05,11.430000305175781
2009-02-06,11.75
2009-02-09,11.75
2009-02-10,10.819999694824219
2009-02-11,10.75
2009-02-12,10.6899995803833
2009-02-13,10.850000381469727
2009-02-17,10.75
2009-02-18,11.0
2009-02-19,11.329999923706055
2009-02-20,12.050000190734863
2009-02-23,12.289999961853027
2009-02-24,12.640000343322754
2009-02-25,11.920000076293945
