,CCXI
2012-02-08,11.0
2012-02-09,10.5
2012-02-10,11.130000114440918
2012-02-13,11.0
2012-02-14,11.010000228881836
2012-02-15,11.0
2012-02-16,10.760000228881836
2012-02-17,10.449999809265137
2012-02-21,11.0
2012-02-22,11.5
2012-02-23,10.8100004196167
2012-02-24,10.300000190734863
2012-02-27,10.270000457763672
2012-02-28,10.199999809265137
2012-02-29,10.199999809265137
2012-03-01,10.149999618530273
2012-03-02,10.34000015258789
2012-03-05,10.59000015258789
2012-03-06,10.489999771118164
2012-03-07,10.770000457763672
2012-03-08,10.949999809265137
2012-03-09,11.199999809265137
2012-03-12,10.869999885559082
2012-03-13,10.880000114440918
2012-03-14,10.380000114440918
2012-03-15,10.270000457763672
2012-03-16,10.170000076293945
2012-03-19,9.869999885559082
2012-03-20,10.0
2012-03-21,9.979999542236328
2012-03-22,10.460000038146973
2012-03-23,10.569999694824219
2012-03-26,11.140000343322754
2012-03-27,11.329999923706055
2012-03-28,10.720000267028809
2012-03-29,10.430000305175781
2012-03-30,10.65999984741211
2012-04-02,11.75
2012-04-03,11.430000305175781
2012-04-04,11.260000228881836
2012-04-05,11.149999618530273
2012-04-09,11.09000015258789
2012-04-10,12.34000015258789
2012-04-11,13.350000381469727
2012-04-12,14.1899995803833
2012-04-13,14.289999961853027
2012-04-16,14.789999961853027
2012-04-17,16.459999084472656
2012-04-18,16.3700008392334
2012-04-19,16.600000381469727
2012-04-20,17.290000915527344
2012-04-23,17.0
2012-04-24,17.3799991607666
2012-04-25,15.899999618530273
2012-04-26,16.540000915527344
2012-04-27,16.6200008392334
2012-04-30,17.200000762939453
2012-05-01,15.899999618530273
2012-05-02,15.3100004196167
2012-05-03,12.550000190734863
2012-05-04,11.579999923706055
2012-05-07,11.699999809265137
2012-05-08,10.899999618530273
2012-05-09,10.789999961853027
2012-05-10,11.09000015258789
2012-05-11,11.25
2012-05-14,11.619999885559082
2012-05-15,11.90999984741211
2012-05-16,12.470000267028809
2012-05-17,12.550000190734863
2012-05-18,12.069999694824219
2012-05-21,12.5
2012-05-22,12.029999732971191
2012-05-23,12.029999732971191
2012-05-24,12.0
2012-05-25,11.899999618530273
2012-05-29,12.109999656677246
2012-05-30,12.199999809265137
2012-05-31,14.020000457763672
2012-06-01,12.949999809265137
2012-06-04,12.550000190734863
2012-06-05,12.619999885559082
2012-06-06,12.8100004196167
2012-06-07,12.229999542236328
2012-06-08,12.390000343322754
2012-06-11,12.630000114440918
2012-06-12,12.479999542236328
2012-06-13,11.789999961853027
2012-06-14,12.329999923706055
2012-06-15,12.109999656677246
2012-06-18,12.399999618530273
2012-06-19,12.699999809265137
2012-06-20,13.210000038146973
2012-06-21,12.890000343322754
2012-06-22,14.420000076293945
2012-06-25,13.9399995803833
2012-06-26,13.979999542236328
2012-06-27,13.670000076293945
2012-06-28,13.729999542236328
2012-06-29,15.0
2012-07-02,16.239999771118164
2012-07-03,16.90999984741211
2012-07-05,16.43000030517578
2012-07-06,16.360000610351562
2012-07-09,15.819999694824219
2012-07-10,15.020000457763672
2012-07-11,14.529999732971191
2012-07-12,14.520000457763672
2012-07-13,14.600000381469727
2012-07-16,14.680000305175781
2012-07-17,15.0
2012-07-18,15.0
2012-07-19,14.529999732971191
2012-07-20,15.34000015258789
2012-07-23,14.600000381469727
2012-07-24,14.3100004196167
2012-07-25,14.75
2012-07-26,14.859999656677246
2012-07-27,14.640000343322754
2012-07-30,15.069999694824219
2012-07-31,14.489999771118164
2012-08-01,14.0
2012-08-02,12.670000076293945
2012-08-03,12.579999923706055
2012-08-06,14.539999961853027
2012-08-07,13.979999542236328
2012-08-08,13.680000305175781
2012-08-09,12.329999923706055
2012-08-10,11.020000457763672
2012-08-13,11.010000228881836
2012-08-14,10.5
2012-08-15,10.300000190734863
2012-08-16,9.970000267028809
2012-08-17,10.279999732971191
2012-08-20,10.920000076293945
2012-08-21,10.899999618530273
2012-08-22,10.670000076293945
2012-08-23,10.6899995803833
2012-08-24,10.430000305175781
2012-08-27,10.399999618530273
2012-08-28,10.359999656677246
2012-08-29,10.399999618530273
2012-08-30,10.3100004196167
2012-08-31,10.5
2012-09-04,10.9399995803833
2012-09-05,10.649999618530273
2012-09-06,11.0
2012-09-07,11.600000381469727
2012-09-10,11.880000114440918
2012-09-11,11.760000228881836
2012-09-12,11.779999732971191
2012-09-13,12.149999618530273
2012-09-14,12.34000015258789
2012-09-17,11.670000076293945
2012-09-18,11.770000457763672
2012-09-19,11.640000343322754
2012-09-20,11.880000114440918
2012-09-21,11.850000381469727
2012-09-24,11.920000076293945
2012-09-25,11.859999656677246
2012-09-26,11.800000190734863
2012-09-27,11.6899995803833
2012-09-28,11.630000114440918
2012-10-01,11.899999618530273
2012-10-02,11.399999618530273
2012-10-03,11.319999694824219
2012-10-04,11.520000457763672
2012-10-05,11.350000381469727
2012-10-08,11.050000190734863
2012-10-09,11.020000457763672
2012-10-10,10.930000305175781
2012-10-11,10.899999618530273
2012-10-12,10.800000190734863
2012-10-15,10.449999809265137
2012-10-16,10.25
2012-10-17,10.319999694824219
2012-10-18,10.960000038146973
2012-10-19,11.0
2012-10-22,10.819999694824219
2012-10-23,10.960000038146973
2012-10-24,11.170000076293945
2012-10-25,11.289999961853027
2012-10-26,10.770000457763672
2012-10-31,11.289999961853027
2012-11-01,11.300000190734863
2012-11-02,11.5600004196167
2012-11-05,11.569999694824219
2012-11-06,12.5
2012-11-07,12.109999656677246
2012-11-08,12.289999961853027
2012-11-09,12.300000190734863
2012-11-12,12.399999618530273
2012-11-13,12.3100004196167
2012-11-14,12.699999809265137
2012-11-15,12.199999809265137
2012-11-16,11.960000038146973
2012-11-19,11.949999809265137
2012-11-20,12.039999961853027
2012-11-21,12.100000381469727
2012-11-23,12.020000457763672
2012-11-26,12.050000190734863
2012-11-27,11.850000381469727
2012-11-28,11.859999656677246
2012-11-29,11.979999542236328
2012-11-30,11.850000381469727
2012-12-03,11.850000381469727
2012-12-04,11.970000267028809
2012-12-05,11.869999885559082
2012-12-06,11.960000038146973
2012-12-07,11.739999771118164
2012-12-10,10.960000038146973
2012-12-11,11.0
2012-12-12,10.760000228881836
2012-12-13,10.819999694824219
2012-12-14,10.84000015258789
2012-12-17,11.079999923706055
2012-12-18,11.199999809265137
2012-12-19,10.979999542236328
2012-12-20,10.9399995803833
2012-12-21,10.819999694824219
2012-12-24,10.869999885559082
2012-12-26,10.850000381469727
2012-12-27,10.569999694824219
2012-12-28,10.550000190734863
2012-12-31,10.9399995803833
2013-01-02,11.279999732971191
2013-01-03,11.170000076293945
2013-01-04,11.140000343322754
2013-01-07,11.3100004196167
2013-01-08,10.960000038146973
2013-01-09,11.199999809265137
2013-01-10,11.25
2013-01-11,11.180000305175781
2013-01-14,11.140000343322754
2013-01-15,11.210000038146973
2013-01-16,11.199999809265137
2013-01-17,11.199999809265137
2013-01-18,11.220000267028809
2013-01-22,11.319999694824219
2013-01-23,11.25
2013-01-24,11.359999656677246
2013-01-25,11.329999923706055
2013-01-28,11.449999809265137
2013-01-29,11.430000305175781
2013-01-30,11.260000228881836
2013-01-31,11.619999885559082
2013-02-01,11.699999809265137
2013-02-04,11.510000228881836
2013-02-05,11.359999656677246
2013-02-06,11.4399995803833
2013-02-07,11.270000457763672
2013-02-08,11.380000114440918
2013-02-11,11.399999618530273
2013-02-12,11.59000015258789
2013-02-13,11.390000343322754
2013-02-14,11.5
2013-02-15,11.699999809265137
2013-02-19,11.949999809265137
2013-02-20,11.819999694824219
2013-02-21,11.890000343322754
2013-02-22,12.15999984741211
2013-02-25,12.319999694824219
2013-02-26,12.460000038146973
2013-02-27,12.710000038146973
2013-02-28,13.489999771118164
2013-03-01,13.9399995803833
2013-03-04,13.979999542236328
