,BLU
2007-05-11,764.6209106445312
2007-05-14,741.8772583007812
2007-05-15,656.3176879882812
2007-05-16,625.9927978515625
2007-05-17,673.6461791992188
2007-05-18,650.9025268554688
2007-05-21,822.0216674804688
2007-05-22,775.4512939453125
2007-05-23,738.628173828125
2007-05-24,683.3934936523438
2007-05-25,667.1480102539062
2007-05-29,701.8050537109375
2007-05-30,686.642578125
2007-05-31,635.7400512695312
2007-06-01,686.642578125
2007-06-04,698.5559692382812
2007-06-05,789.5307006835938
2007-06-06,811.1913452148438
2007-06-07,695.306884765625
2007-06-08,622.74365234375
2007-06-11,737.5451049804688
2007-06-12,722.3826904296875
2007-06-13,742.9602661132812
2007-06-14,776.5343017578125
2007-06-15,786.2816162109375
2007-06-18,780.866455078125
2007-06-19,790.6137084960938
2007-06-20,774.3682250976562
2007-06-21,770.0360717773438
2007-06-22,754.8736572265625
2007-06-25,741.8772583007812
2007-06-26,701.8050537109375
2007-06-27,701.8050537109375
2007-06-28,690.9747314453125
2007-06-29,720.2166137695312
2007-07-02,715.8844604492188
2007-07-03,734.2960205078125
2007-07-05,800.3610229492188
2007-07-06,766.7869873046875
2007-07-09,719.133544921875
2007-07-10,692.0577392578125
2007-07-11,696.389892578125
2007-07-12,705.0541381835938
2007-07-13,648.7364501953125
2007-07-16,642.23828125
2007-07-17,572.9241943359375
2007-07-18,584.8375244140625
2007-07-19,616.2454833984375
2007-07-20,617.3284912109375
2007-07-23,636.8231201171875
2007-07-24,681.2274169921875
2007-07-25,672.5631713867188
2007-07-26,680.1444091796875
2007-07-27,669.3140869140625
2007-07-30,658.4837646484375
2007-07-31,685.5595703125
2007-08-01,689.8917236328125
2007-08-02,716.967529296875
2007-08-03,764.6209106445312
2007-08-06,794.9458618164062
2007-08-07,726.7147827148438
2007-08-08,776.5343017578125
2007-08-09,785.1985473632812
2007-08-10,790.6137084960938
2007-08-13,784.1155395507812
2007-08-14,773.2852172851562
2007-08-15,736.4620971679688
2007-08-16,680.1444091796875
2007-08-17,670.3970947265625
2007-08-20,638.9891967773438
2007-08-21,643.3212890625
2007-08-22,619.4945678710938
2007-08-23,623.8267211914062
2007-08-24,602.1660766601562
2007-08-27,342.23828125
2007-08-28,253.42959594726562
2007-08-29,252.34657287597656
2007-08-30,250.18051147460938
2007-08-31,255.59567260742188
2007-09-04,274.0072326660156
2007-09-05,285.9205627441406
2007-09-06,283.7545166015625
2007-09-07,277.2563171386719
2007-09-10,306.4981994628906
2007-09-11,335.7400817871094
2007-09-12,304.3321228027344
2007-09-13,301.0830383300781
2007-09-14,308.66424560546875
2007-09-17,302.16607666015625
2007-09-18,310.830322265625
2007-09-19,304.3321228027344
2007-09-20,301.0830383300781
2007-09-21,301.0830383300781
2007-09-24,301.0830383300781
2007-09-25,297.83392333984375
2007-09-26,293.5018005371094
2007-09-27,298.9169616699219
2007-09-28,300.0
2007-10-01,294.5848388671875
2007-10-02,291.33575439453125
2007-10-03,285.9205627441406
2007-10-04,290.2527160644531
2007-10-05,289.169677734375
2007-10-08,292.41876220703125
2007-10-09,293.5018005371094
2007-10-10,318.41156005859375
2007-10-11,331.4079284667969
2007-10-12,330.3249206542969
2007-10-15,330.3249206542969
2007-10-16,357.4007263183594
2007-10-17,476.5343017578125
2007-10-18,392.0577697753906
2007-10-19,373.6462097167969
2007-10-22,357.4007263183594
2007-10-23,363.89892578125
2007-10-24,402.8880920410156
2007-10-25,425.63177490234375
2007-10-26,409.38629150390625
2007-10-29,396.389892578125
2007-10-30,368.2310485839844
2007-10-31,388.80865478515625
2007-11-01,377.97833251953125
2007-11-02,379.0613708496094
2007-11-05,394.22381591796875
2007-11-06,403.97113037109375
2007-11-07,381.2274475097656
2007-11-08,379.0613708496094
2007-11-09,382.3104553222656
2007-11-12,371.4801330566406
2007-11-13,377.97833251953125
2007-11-14,425.63177490234375
2007-11-15,397.4729309082031
2007-11-16,416.9674987792969
2007-11-19,372.56317138671875
2007-11-20,358.4837646484375
2007-11-21,331.4079284667969
2007-11-23,342.23828125
2007-11-26,354.151611328125
2007-11-27,373.6462097167969
2007-11-28,358.4837646484375
2007-11-29,351.9855651855469
2007-11-30,341.1552429199219
2007-12-03,328.1588439941406
2007-12-04,305.4151611328125
2007-12-05,305.4151611328125
2007-12-06,301.0830383300781
2007-12-07,311.9133605957031
2007-12-10,310.830322265625
2007-12-11,311.9133605957031
2007-12-12,309.7472839355469
2007-12-13,319.4945983886719
2007-12-14,276.17327880859375
2007-12-17,250.18051147460938
2007-12-18,235.01805114746094
2007-12-19,223.1046905517578
2007-12-20,179.7834014892578
2007-12-21,194.9458465576172
2007-12-24,192.77978515625
2007-12-26,187.3646240234375
2007-12-27,187.3646240234375
2007-12-28,203.610107421875
2007-12-31,241.51625061035156
2008-01-02,267.509033203125
2008-01-03,249.09747314453125
2008-01-04,235.01805114746094
2008-01-07,243.68231201171875
2008-01-08,229.60289001464844
2008-01-09,217.6895294189453
2008-01-10,215.52346801757812
2008-01-11,210.10830688476562
2008-01-14,194.9458465576172
2008-01-15,190.6137237548828
2008-01-16,177.61732482910156
2008-01-17,209.0252685546875
2008-01-18,216.6064910888672
2008-01-22,204.69314575195312
2008-01-23,207.94224548339844
2008-01-24,191.69674682617188
2008-01-25,186.28158569335938
2008-01-28,173.2852020263672
2008-01-29,166.78700256347656
2008-01-30,183.03248596191406
2008-01-31,183.03248596191406
2008-02-01,187.3646240234375
2008-02-04,196.0288848876953
2008-02-05,187.3646240234375
2008-02-06,180.86642456054688
2008-02-07,200.3610076904297
2008-02-08,186.28158569335938
2008-02-11,189.5306854248047
2008-02-12,194.9458465576172
2008-02-13,191.69674682617188
2008-02-14,185.1985626220703
2008-02-15,178.7003631591797
2008-02-19,179.7834014892578
2008-02-20,176.5343017578125
2008-02-21,159.20578002929688
2008-02-22,144.04331970214844
2008-02-25,148.37545776367188
2008-02-26,170.03610229492188
2008-02-27,162.4548797607422
2008-02-28,165.70396423339844
2008-02-29,172.20216369628906
2008-03-03,165.70396423339844
2008-03-04,152.70758056640625
2008-03-05,157.0397186279297
2008-03-06,152.70758056640625
2008-03-07,176.5343017578125
2008-03-10,158.12274169921875
2008-03-11,153.79061889648438
2008-03-12,154.87364196777344
2008-03-13,164.62094116210938
2008-03-14,165.70396423339844
2008-03-17,165.70396423339844
2008-03-18,158.12274169921875
2008-03-19,164.62094116210938
2008-03-20,162.4548797607422
2008-03-24,158.12274169921875
2008-03-25,166.78700256347656
2008-03-26,168.95306396484375
2008-03-27,177.61732482910156
2008-03-28,170.03610229492188
2008-03-31,173.2852020263672
2008-04-01,162.4548797607422
2008-04-02,162.4548797607422
2008-04-03,153.79061889648438
2008-04-04,159.20578002929688
2008-04-07,159.20578002929688
2008-04-08,179.7834014892578
2008-04-09,176.5343017578125
2008-04-10,193.86282348632812
2008-04-11,191.69674682617188
2008-04-14,216.6064910888672
2008-04-15,238.26715087890625
2008-04-16,222.02166748046875
2008-04-17,213.35740661621094
2008-04-18,216.6064910888672
2008-04-21,216.6064910888672
2008-04-22,204.69314575195312
2008-04-23,227.43682861328125
2008-04-24,220.93862915039062
2008-04-25,227.43682861328125
2008-04-28,223.1046905517578
2008-04-29,218.77256774902344
2008-04-30,203.610107421875
2008-05-01,201.4440460205078
2008-05-02,198.1949462890625
2008-05-05,194.9458465576172
2008-05-06,194.9458465576172
2008-05-07,190.6137237548828
2008-05-08,200.3610076904297
2008-05-09,198.1949462890625
2008-05-12,211.1913299560547
2008-05-13,196.0288848876953
2008-05-14,199.27798461914062
2008-05-15,202.52706909179688
2008-05-16,193.86282348632812
2008-05-19,194.9458465576172
2008-05-20,204.69314575195312
2008-05-21,192.77978515625
2008-05-22,185.1985626220703
2008-05-23,178.7003631591797
2008-05-27,180.86642456054688
2008-05-28,173.2852020263672
2008-05-29,177.61732482910156
2008-05-30,178.7003631591797
2008-06-02,157.0397186279297
2008-06-03,149.45848083496094
2008-06-04,155.95668029785156
2008-06-05,150.54151916503906
2008-06-06,164.62094116210938
2008-06-09,160.28880310058594
2008-06-10,157.0397186279297
2008-06-11,152.70758056640625
2008-06-12,151.62454223632812
2008-06-13,155.95668029785156
2008-06-16,157.0397186279297
2008-06-17,163.53790283203125
2008-06-18,158.12274169921875
2008-06-19,162.4548797607422
2008-06-20,163.53790283203125
2008-06-23,152.70758056640625
2008-06-24,151.62454223632812
2008-06-25,144.04331970214844
2008-06-26,138.62815856933594
2008-06-27,149.45848083496094
2008-06-30,147.29241943359375
2008-07-01,127.79783630371094
2008-07-02,135.37905883789062
2008-07-03,142.9602813720703
2008-07-07,125.63176727294922
2008-07-08,119.13357543945312
2008-07-09,126.71479797363281
2008-07-10,115.88447570800781
2008-07-11,107.22021484375
2008-07-14,106.1371841430664
2008-07-15,103.97112274169922
2008-07-16,113.71841430664062
2008-07-17,139.71119689941406
2008-07-18,157.0397186279297
2008-07-21,168.95306396484375
2008-07-22,193.86282348632812
2008-07-23,205.7761688232422
2008-07-24,200.3610076904297
2008-07-25,166.78700256347656
2008-07-28,162.4548797607422
2008-07-29,154.87364196777344
2008-07-30,151.62454223632812
2008-07-31,157.0397186279297
2008-08-01,177.61732482910156
2008-08-04,163.53790283203125
2008-08-05,165.70396423339844
2008-08-06,164.62094116210938
2008-08-07,108.3032455444336
2008-08-08,120.21660614013672
2008-08-11,134.29603576660156
2008-08-12,138.62815856933594
2008-08-13,132.1299591064453
2008-08-14,137.5451202392578
2008-08-15,142.9602813720703
2008-08-18,139.71119689941406
2008-08-19,133.21299743652344
2008-08-20,127.79783630371094
2008-08-21,124.54873657226562
2008-08-22,154.87364196777344
2008-08-25,148.37545776367188
2008-08-26,131.04693603515625
2008-08-27,127.79783630371094
2008-08-28,128.880859375
2008-08-29,129.96389770507812
2008-09-02,135.37905883789062
2008-09-03,129.96389770507812
2008-09-04,134.29603576660156
2008-09-05,133.21299743652344
2008-09-08,134.29603576660156
2008-09-09,131.04693603515625
2008-09-10,125.63176727294922
2008-09-11,133.21299743652344
2008-09-12,124.54873657226562
2008-09-15,111.5523452758789
2008-09-16,121.29963684082031
2008-09-17,102.8880844116211
2008-09-18,121.29963684082031
2008-09-19,118.05054473876953
2008-09-22,119.13357543945312
2008-09-23,111.5523452758789
2008-09-24,114.80144500732422
2008-09-25,105.05415344238281
2008-09-26,98.55595397949219
2008-09-29,113.71841430664062
2008-09-30,105.05415344238281
2008-10-01,90.9747314453125
2008-10-02,84.47653198242188
2008-10-03,82.31047058105469
2008-10-06,74.72924041748047
2008-10-07,77.97834014892578
2008-10-08,56.317691802978516
2008-10-09,56.317691802978516
2008-10-10,53.0685920715332
2008-10-13,87.72563171386719
2008-10-14,71.48014068603516
2008-10-15,66.06497955322266
2008-10-16,71.48014068603516
2008-10-17,64.98194885253906
2008-10-20,68.23104858398438
2008-10-21,69.31407928466797
2008-10-22,69.31407928466797
2008-10-23,64.98194885253906
2008-10-24,55.234657287597656
2008-10-27,50.90252685546875
2008-10-28,56.317691802978516
2008-10-29,61.732852935791016
2008-10-30,56.317691802978516
2008-10-31,56.317691802978516
2008-11-03,61.732852935791016
2008-11-04,71.48014068603516
2008-11-05,64.98194885253906
2008-11-06,114.80144500732422
2008-11-07,99.63899230957031
2008-11-10,108.3032455444336
2008-11-11,89.8917007446289
2008-11-12,92.0577621459961
2008-11-13,70.39710998535156
2008-11-14,55.234657287597656
2008-11-17,50.90252685546875
2008-11-18,53.0685920715332
2008-11-19,48.7364616394043
2008-11-20,46.570396423339844
2008-11-21,45.48736572265625
2008-11-24,47.6534309387207
2008-11-25,53.0685920715332
2008-11-26,57.40072250366211
2008-11-28,49.819496154785156
2008-12-01,55.234657287597656
2008-12-02,56.317691802978516
2008-12-03,59.56678771972656
2008-12-04,47.6534309387207
2008-12-05,43.3213005065918
2008-12-08,41.155235290527344
2008-12-09,44.40433120727539
2008-12-10,42.23826599121094
2008-12-11,43.3213005065918
2008-12-12,40.072200775146484
2008-12-15,43.3213005065918
2008-12-16,41.155235290527344
2008-12-17,42.23826599121094
2008-12-18,43.3213005065918
2008-12-19,38.98917007446289
2008-12-22,36.82310485839844
2008-12-23,36.82310485839844
2008-12-24,36.82310485839844
2008-12-26,23.82671546936035
2008-12-29,35.74007034301758
2008-12-30,37.90613555908203
2008-12-31,42.23826599121094
2009-01-02,61.732852935791016
2009-01-05,67.14801025390625
2009-01-06,50.90252685546875
2009-01-07,47.6534309387207
2009-01-08,47.6534309387207
2009-01-09,44.40433120727539
2009-01-12,45.48736572265625
2009-01-13,45.48736572265625
2009-01-14,47.6534309387207
2009-01-15,44.40433120727539
2009-01-16,38.98917007446289
2009-01-20,43.3213005065918
2009-01-21,37.90613555908203
2009-01-22,48.7364616394043
2009-01-23,37.90613555908203
2009-01-26,37.90613555908203
2009-01-27,37.90613555908203
2009-01-28,43.3213005065918
2009-01-29,43.3213005065918
2009-01-30,38.98917007446289
2009-02-02,34.657039642333984
2009-02-03,42.23826599121094
2009-02-04,34.657039642333984
2009-02-05,37.90613555908203
2009-02-06,37.90613555908203
2009-02-09,32.49097442626953
2009-02-10,34.657039642333984
2009-02-11,33.574005126953125
2009-02-12,33.574005126953125
2009-02-13,33.574005126953125
2009-02-17,30.324909210205078
2009-02-18,32.49097442626953
2009-02-19,33.574005126953125
2009-02-20,27.0758113861084
2009-02-23,27.0758113861084
2009-02-24,28.158845901489258
2009-02-25,29.24187660217285
2009-02-26,21.6606502532959
2009-02-27,21.6606502532959
2009-03-02,20.577617645263672
2009-03-03,17.328519821166992
2009-03-04,17.328519821166992
2009-03-05,19.494585037231445
2009-03-06,17.328519821166992
2009-03-09,16.245487213134766
2009-03-10,12.996390342712402
2009-03-11,12.996390342712402
2009-03-12,12.996390342712402
2009-03-13,17.328519821166992
2009-03-16,14.079421997070312
2009-03-17,16.245487213134766
2009-03-18,16.245487213134766
2009-03-19,20.577617645263672
2009-03-20,20.577617645263672
2009-03-23,21.6606502532959
2009-03-24,18.41155242919922
2009-03-25,20.577617645263672
2009-03-26,19.494585037231445
2009-03-27,17.328519821166992
2009-03-30,22.743682861328125
2009-03-31,32.49097442626953
2009-04-01,24.909746170043945
2009-04-02,32.49097442626953
2009-04-03,32.49097442626953
2009-04-06,22.743682861328125
2009-04-07,30.324909210205078
2009-04-08,24.909746170043945
2009-04-09,23.82671546936035
2009-04-13,23.82671546936035
2009-04-14,32.49097442626953
2009-04-15,27.0758113861084
2009-04-16,28.158845901489258
2009-04-17,27.0758113861084
2009-04-20,30.324909210205078
2009-04-21,23.82671546936035
2009-04-22,22.743682861328125
2009-04-23,22.743682861328125
2009-04-24,20.577617645263672
2009-04-27,20.577617645263672
2009-04-28,20.577617645263672
2009-04-29,23.82671546936035
2009-04-30,23.82671546936035
2009-05-01,24.909746170043945
2009-05-04,25.992780685424805
2009-05-05,23.82671546936035
2009-05-06,27.0758113861084
2009-05-07,25.992780685424805
2009-05-08,25.992780685424805
2009-05-11,30.324909210205078
2009-05-12,25.992780685424805
2009-05-13,30.324909210205078
2009-05-14,25.992780685424805
2009-05-15,27.0758113861084
2009-05-18,24.909746170043945
2009-05-19,29.24187660217285
2009-05-20,24.909746170043945
2009-05-21,24.909746170043945
2009-05-22,24.909746170043945
2009-05-26,24.909746170043945
2009-05-27,24.909746170043945
2009-05-28,24.909746170043945
2009-05-29,25.992780685424805
2009-06-01,24.909746170043945
2009-06-02,27.0758113861084
2009-06-03,27.0758113861084
2009-06-04,25.992780685424805
2009-06-05,23.82671546936035
2009-06-08,23.82671546936035
2009-06-09,23.82671546936035
2009-06-10,19.494585037231445
2009-06-11,22.743682861328125
2009-06-12,21.6606502532959
2009-06-15,20.577617645263672
2009-06-16,20.577617645263672
2009-06-17,21.6606502532959
2009-06-18,21.6606502532959
2009-06-19,20.577617645263672
2009-06-22,20.577617645263672
2009-06-23,22.743682861328125
2009-06-24,20.577617645263672
2009-06-25,20.577617645263672
2009-06-26,22.743682861328125
2009-06-29,20.577617645263672
2009-06-30,21.6606502532959
2009-07-01,21.6606502532959
2009-07-02,20.577617645263672
2009-07-06,22.743682861328125
2009-07-07,21.6606502532959
2009-07-08,20.577617645263672
2009-07-09,21.6606502532959
2009-07-10,21.6606502532959
2009-07-13,22.743682861328125
2009-07-14,21.6606502532959
2009-07-15,21.6606502532959
2009-07-16,21.6606502532959
2009-07-17,21.6606502532959
2009-07-20,21.6606502532959
2009-07-21,25.992780685424805
2009-07-22,22.743682861328125
2009-07-23,23.82671546936035
2009-07-24,28.158845901489258
2009-07-27,23.82671546936035
2009-07-28,24.909746170043945
2009-07-29,24.909746170043945
2009-07-30,30.324909210205078
2009-07-31,30.324909210205078
2009-08-03,30.324909210205078
2009-08-04,27.0758113861084
2009-08-05,27.0758113861084
2009-08-06,27.0758113861084
2009-08-07,24.909746170043945
2009-08-10,29.24187660217285
2009-08-11,24.909746170043945
2009-08-12,23.82671546936035
2009-08-13,22.743682861328125
2009-08-14,23.82671546936035
2009-08-17,20.577617645263672
2009-08-18,20.577617645263672
2009-08-19,20.577617645263672
2009-08-20,20.577617645263672
2009-08-21,20.577617645263672
2009-08-24,19.494585037231445
2009-08-25,19.494585037231445
2009-08-26,19.494585037231445
2009-08-27,17.328519821166992
2009-08-28,17.328519821166992
2009-08-31,18.41155242919922
2009-09-01,21.6606502532959
2009-09-02,20.577617645263672
2009-09-03,20.577617645263672
2009-09-04,20.577617645263672
2009-09-08,20.577617645263672
2009-09-09,18.41155242919922
2009-09-10,18.41155242919922
2009-09-11,17.328519821166992
2009-09-14,19.494585037231445
2009-09-15,19.494585037231445
2009-09-16,19.494585037231445
2009-09-17,21.6606502532959
2009-09-18,21.6606502532959
2009-09-21,22.743682861328125
2009-09-22,20.577617645263672
2009-09-23,20.577617645263672
2009-09-24,19.494585037231445
2009-09-25,21.6606502532959
2009-09-28,22.743682861328125
2009-09-29,21.6606502532959
2009-09-30,21.6606502532959
2009-10-01,20.577617645263672
2009-10-02,21.6606502532959
2009-10-05,21.6606502532959
2009-10-06,20.577617645263672
2009-10-07,20.577617645263672
2009-10-08,22.743682861328125
2009-10-09,23.82671546936035
2009-10-12,22.743682861328125
2009-10-13,22.743682861328125
2009-10-14,22.743682861328125
2009-10-15,22.743682861328125
2009-10-16,27.0758113861084
2009-10-19,24.909746170043945
2009-10-20,22.743682861328125
2009-10-21,25.992780685424805
2009-10-22,24.909746170043945
2009-10-23,24.909746170043945
2009-10-26,24.909746170043945
2009-10-27,24.909746170043945
2009-10-28,22.743682861328125
2009-10-29,21.6606502532959
2009-10-30,18.41155242919922
2009-11-02,22.743682861328125
2009-11-03,23.82671546936035
2009-11-04,20.577617645263672
2009-11-05,20.577617645263672
2009-11-06,20.577617645263672
2009-11-09,19.494585037231445
2009-11-10,20.577617645263672
2009-11-11,18.41155242919922
2009-11-12,19.494585037231445
2009-11-13,19.494585037231445
2009-11-16,19.494585037231445
2009-11-17,20.577617645263672
2009-11-18,19.494585037231445
2009-11-19,17.328519821166992
2009-11-20,18.41155242919922
2009-11-23,18.41155242919922
2009-11-24,19.494585037231445
2009-11-25,19.494585037231445
2009-11-27,19.494585037231445
2009-11-30,18.41155242919922
2009-12-01,18.41155242919922
2009-12-02,18.41155242919922
2009-12-03,18.41155242919922
2009-12-04,18.41155242919922
2009-12-07,18.41155242919922
2009-12-08,18.41155242919922
2009-12-09,18.41155242919922
2009-12-10,17.328519821166992
2009-12-11,17.328519821166992
2009-12-14,17.328519821166992
2009-12-15,16.245487213134766
2009-12-16,17.328519821166992
2009-12-17,17.328519821166992
2009-12-18,17.328519821166992
2009-12-21,16.245487213134766
2009-12-22,17.328519821166992
2009-12-23,17.328519821166992
2009-12-24,16.245487213134766
2009-12-28,16.245487213134766
2009-12-29,17.328519821166992
2009-12-30,18.41155242919922
2009-12-31,18.41155242919922
2010-01-04,17.328519821166992
2010-01-05,22.743682861328125
2010-01-06,21.6606502532959
2010-01-07,23.82671546936035
2010-01-08,27.0758113861084
2010-01-11,25.992780685424805
2010-01-12,27.0758113861084
2010-01-13,28.158845901489258
2010-01-14,30.324909210205078
2010-01-15,32.49097442626953
2010-01-19,27.0758113861084
2010-01-20,32.49097442626953
2010-01-21,35.74007034301758
2010-01-22,28.158845901489258
2010-01-25,23.82671546936035
2010-01-26,22.743682861328125
2010-01-27,21.6606502532959
2010-01-28,24.909746170043945
2010-01-29,18.41155242919922
2010-02-01,21.6606502532959
2010-02-02,21.6606502532959
2010-02-03,21.6606502532959
2010-02-04,21.6606502532959
2010-02-05,20.577617645263672
2010-02-08,21.6606502532959
2010-02-09,21.6606502532959
2010-02-10,21.6606502532959
2010-02-11,21.6606502532959
2010-02-12,21.6606502532959
2010-02-16,21.6606502532959
2010-02-17,21.6606502532959
2010-02-18,21.6606502532959
2010-02-19,21.6606502532959
2010-02-22,21.6606502532959
2010-02-23,21.6606502532959
2010-02-24,21.6606502532959
2010-02-25,20.577617645263672
2010-02-26,20.577617645263672
2010-03-01,20.577617645263672
2010-03-02,19.494585037231445
2010-03-03,19.494585037231445
2010-03-04,18.41155242919922
2010-03-05,18.41155242919922
2010-03-08,18.41155242919922
2010-03-09,18.41155242919922
2010-03-10,19.494585037231445
2010-03-11,19.494585037231445
2010-03-12,18.41155242919922
2010-03-15,18.41155242919922
2010-03-16,18.41155242919922
2010-03-17,19.494585037231445
2010-03-18,18.41155242919922
2010-03-19,18.41155242919922
2010-03-22,18.41155242919922
2010-03-23,18.41155242919922
2010-03-24,17.328519821166992
2010-03-25,19.494585037231445
2010-03-26,19.494585037231445
2010-03-29,19.494585037231445
2010-03-30,18.41155242919922
2010-03-31,17.328519821166992
2010-04-01,17.328519821166992
2010-04-05,19.494585037231445
2010-04-06,20.577617645263672
2010-04-07,19.494585037231445
2010-04-08,19.494585037231445
2010-04-09,19.494585037231445
2010-04-12,20.577617645263672
2010-04-13,18.41155242919922
2010-04-14,19.494585037231445
2010-04-15,18.41155242919922
2010-04-16,18.41155242919922
2010-04-19,19.494585037231445
2010-04-20,19.494585037231445
2010-04-21,19.494585037231445
2010-04-22,18.41155242919922
2010-04-23,19.494585037231445
2010-04-26,18.41155242919922
2010-04-27,19.494585037231445
2010-04-28,18.41155242919922
2010-04-29,20.577617645263672
2010-04-30,19.494585037231445
2010-05-03,16.245487213134766
2010-05-04,18.41155242919922
2010-05-05,17.328519821166992
2010-05-06,17.328519821166992
2010-05-07,16.245487213134766
2010-05-10,17.328519821166992
2010-05-11,16.245487213134766
2010-05-12,16.245487213134766
2010-05-13,16.245487213134766
2010-05-14,16.245487213134766
2010-05-17,16.245487213134766
2010-05-18,16.245487213134766
2010-05-19,14.079421997070312
2010-05-20,14.079421997070312
2010-05-21,14.079421997070312
2010-05-24,14.079421997070312
2010-05-25,14.079421997070312
2010-05-26,14.079421997070312
2010-05-27,14.079421997070312
2010-05-28,14.079421997070312
2010-06-01,14.079421997070312
2010-06-02,14.079421997070312
2010-06-03,14.079421997070312
2010-06-04,14.079421997070312
2010-06-07,12.996390342712402
2010-06-08,12.996390342712402
2010-06-09,14.079421997070312
2010-06-10,12.996390342712402
2010-06-11,11.91335678100586
2010-06-14,12.996390342712402
2010-06-15,12.996390342712402
2010-06-16,14.079421997070312
2010-06-17,12.996390342712402
2010-06-18,12.996390342712402
2010-06-21,12.996390342712402
2010-06-22,12.996390342712402
2010-06-23,11.91335678100586
2010-06-24,11.91335678100586
2010-06-25,11.91335678100586
2010-06-28,11.91335678100586
2010-06-29,11.91335678100586
2010-06-30,11.91335678100586
2010-07-01,14.079421997070312
2010-07-02,14.079421997070312
2010-07-06,11.91335678100586
2010-07-07,11.91335678100586
2010-07-08,11.91335678100586
2010-07-09,11.91335678100586
2010-07-12,11.91335678100586
2010-07-13,11.91335678100586
2010-07-14,11.91335678100586
2010-07-15,11.91335678100586
2010-07-16,11.91335678100586
2010-07-19,11.91335678100586
2010-07-20,11.91335678100586
2010-07-21,11.91335678100586
2010-07-22,11.91335678100586
2010-07-23,11.91335678100586
2010-07-26,10.83032512664795
2010-07-27,10.83032512664795
2010-07-28,9.747291564941406
2010-07-29,9.747291564941406
2010-07-30,9.747291564941406
2010-08-02,9.747291564941406
2010-08-03,9.747291564941406
2010-08-04,9.747291564941406
2010-08-05,9.747291564941406
2010-08-06,9.747291564941406
2010-08-09,9.747291564941406
2010-08-10,9.747291564941406
2010-08-11,9.747291564941406
2010-08-12,9.747291564941406
2010-08-13,8.664259910583496
2010-08-16,9.747291564941406
2010-08-17,9.747291564941406
2010-08-18,8.664259910583496
2010-08-19,8.664259910583496
2010-08-20,8.664259910583496
2010-08-23,8.664259910583496
2010-08-24,8.664259910583496
2010-08-25,8.664259910583496
2010-08-26,8.664259910583496
2010-08-27,8.664259910583496
2010-08-30,8.664259910583496
2010-08-31,9.747291564941406
2010-09-01,9.747291564941406
2010-09-02,9.747291564941406
2010-09-03,9.747291564941406
2010-09-07,9.747291564941406
2010-09-08,9.747291564941406
2010-09-09,9.747291564941406
2010-09-10,9.747291564941406
2010-09-13,9.747291564941406
2010-09-14,9.747291564941406
2010-09-15,9.747291564941406
2010-09-16,9.747291564941406
2010-09-17,8.664259910583496
2010-09-20,9.747291564941406
2010-09-21,9.747291564941406
2010-09-22,9.747291564941406
2010-09-23,9.747291564941406
2010-09-24,9.747291564941406
2010-09-27,8.664259910583496
2010-09-28,8.664259910583496
2010-09-29,8.664259910583496
2010-09-30,9.747291564941406
2010-10-01,9.747291564941406
2010-10-04,9.747291564941406
2010-10-05,8.664259910583496
2010-10-06,9.747291564941406
2010-10-07,8.664259910583496
2010-10-08,8.664259910583496
2010-10-11,7.581226825714111
2010-10-12,8.664259910583496
2010-10-13,7.581226825714111
2010-10-14,7.581226825714111
2010-10-15,7.581226825714111
2010-10-18,8.664259910583496
2010-10-19,7.581226825714111
2010-10-20,7.581226825714111
2010-10-21,8.664259910583496
2010-10-22,7.581226825714111
2010-10-25,9.747291564941406
2010-10-26,7.581226825714111
2010-10-27,8.664259910583496
2010-10-28,7.581226825714111
2010-10-29,7.581226825714111
2010-11-01,7.581226825714111
2010-11-02,7.581226825714111
2010-11-03,7.581226825714111
2010-11-04,7.581226825714111
2010-11-05,7.581226825714111
2010-11-08,9.747291564941406
2010-11-09,9.747291564941406
2010-11-10,9.747291564941406
2010-11-11,8.664259910583496
2010-11-12,8.664259910583496
2010-11-15,7.581226825714111
2010-11-16,7.581226825714111
2010-11-17,8.664259910583496
2010-11-18,8.664259910583496
2010-11-19,7.581226825714111
2010-11-22,6.498195171356201
2010-11-23,6.498195171356201
2010-11-24,6.498195171356201
2010-11-26,6.498195171356201
2010-11-29,6.498195171356201
2010-11-30,6.498195171356201
2010-12-01,6.498195171356201
2010-12-02,5.415162086486816
2010-12-03,5.415162086486816
2010-12-06,6.498195171356201
2010-12-07,5.415162086486816
2010-12-08,5.415162086486816
2010-12-09,5.415162086486816
2010-12-10,5.415162086486816
2010-12-13,6.498195171356201
2010-12-14,5.415162086486816
2010-12-15,11.91335678100586
2010-12-16,20.577617645263672
2010-12-17,18.41155242919922
2010-12-20,20.577617645263672
2010-12-21,19.494585037231445
2010-12-22,17.328519821166992
2010-12-23,17.328519821166992
2010-12-27,17.328519821166992
2010-12-28,17.328519821166992
2010-12-29,17.328519821166992
2010-12-30,17.328519821166992
2010-12-31,17.328519821166992
2011-01-03,18.41155242919922
2011-01-04,19.494585037231445
2011-01-05,19.494585037231445
2011-01-06,19.494585037231445
2011-01-07,30.324909210205078
2011-01-10,38.98917007446289
2011-01-11,31.407941818237305
2011-01-12,30.324909210205078
2011-01-13,28.158845901489258
2011-01-14,29.24187660217285
2011-01-18,29.24187660217285
2011-01-19,31.407941818237305
2011-01-20,25.992780685424805
2011-01-21,24.909746170043945
2011-01-24,22.743682861328125
2011-01-25,16.245487213134766
