,AVCT
2017-08-08,9.6899995803833
2017-08-09,9.6899995803833
2017-08-10,9.680000305175781
2017-08-11,9.699999809265137
2017-08-14,9.670000076293945
2017-08-15,9.670000076293945
2017-08-16,9.680000305175781
2017-08-17,9.670000076293945
2017-08-18,9.649999618530273
2017-08-21,9.649999618530273
2017-08-22,9.680000305175781
2017-08-23,9.65999984741211
2017-08-24,9.649999618530273
2017-08-25,9.65999984741211
2017-08-28,9.65999984741211
2017-08-29,9.680000305175781
2017-08-30,9.684000015258789
2017-08-31,9.699999809265137
2017-09-01,9.670000076293945
2017-09-05,9.670000076293945
2017-09-06,9.680000305175781
2017-09-07,9.670000076293945
2017-09-08,9.680000305175781
2017-09-11,9.670000076293945
2017-09-12,9.6899995803833
2017-09-13,9.680000305175781
2017-09-14,9.6899995803833
2017-09-15,9.6899995803833
2017-09-18,9.682999610900879
2017-09-19,9.680000305175781
2017-09-20,9.680000305175781
2017-09-21,9.680000305175781
2017-09-22,9.6899995803833
2017-09-25,9.6899995803833
2017-09-26,9.6899995803833
2017-09-27,9.680000305175781
2017-09-28,9.6899995803833
2017-09-29,9.6899995803833
2017-10-02,9.6899995803833
2017-10-03,9.680000305175781
2017-10-04,9.680000305175781
2017-10-05,9.680000305175781
2017-10-06,9.680000305175781
2017-10-09,9.680000305175781
2017-10-10,9.65999984741211
2017-10-11,9.65999984741211
2017-10-12,9.65999984741211
2017-10-13,9.680000305175781
2017-10-16,9.670000076293945
2017-10-17,9.670000076293945
2017-10-18,9.65999984741211
2017-10-19,9.680000305175781
2017-10-20,9.670000076293945
2017-10-23,9.670000076293945
2017-10-24,9.649999618530273
2017-10-25,9.65999984741211
2017-10-26,9.680000305175781
2017-10-27,9.680000305175781
2017-10-30,9.670000076293945
2017-10-31,9.670000076293945
2017-11-01,9.680000305175781
2017-11-02,9.680000305175781
2017-11-03,9.680000305175781
2017-11-06,9.680000305175781
2017-11-07,9.680000305175781
2017-11-08,9.65999984741211
2017-11-09,9.65999984741211
2017-11-10,9.65999984741211
2017-11-13,9.670000076293945
2017-11-14,9.680000305175781
2017-11-15,9.680000305175781
2017-11-16,9.680000305175781
2017-11-17,9.670000076293945
2017-11-20,9.680000305175781
2017-11-21,9.680000305175781
2017-11-22,9.680000305175781
2017-11-24,9.680000305175781
2017-11-27,9.65999984741211
2017-11-28,9.65999984741211
2017-11-29,9.65999984741211
2017-11-30,9.65999984741211
2017-12-01,9.65999984741211
2017-12-04,9.649999618530273
2017-12-05,9.65999984741211
2017-12-06,9.65999984741211
2017-12-07,9.65999984741211
2017-12-08,9.65999984741211
2017-12-11,9.649999618530273
2017-12-12,9.65999984741211
2017-12-13,9.65999984741211
2017-12-14,9.65999984741211
2017-12-15,9.65999984741211
2017-12-18,9.65999984741211
2017-12-19,9.65999984741211
2017-12-20,9.65999984741211
2017-12-21,9.67300033569336
2017-12-22,9.67300033569336
2017-12-26,9.67300033569336
2017-12-27,9.65999984741211
2017-12-28,9.670000076293945
2017-12-29,9.670000076293945
2018-01-02,9.680000305175781
2018-01-03,9.680000305175781
2018-01-04,9.680000305175781
2018-01-05,9.680000305175781
2018-01-08,9.680000305175781
2018-01-09,9.680000305175781
2018-01-10,9.779999732971191
2018-01-11,9.770000457763672
2018-01-12,9.770000457763672
2018-01-16,9.760000228881836
2018-01-17,9.760000228881836
2018-01-18,9.75
2018-01-19,9.729999542236328
2018-01-22,9.729999542236328
2018-01-23,9.729999542236328
2018-01-24,9.729999542236328
2018-01-25,9.6899995803833
2018-01-26,9.6899995803833
2018-01-29,9.699999809265137
2018-01-30,9.699999809265137
2018-01-31,9.699999809265137
2018-02-01,9.699999809265137
2018-02-02,9.699999809265137
2018-02-05,9.699999809265137
2018-02-06,9.699999809265137
2018-02-07,9.699999809265137
2018-02-08,9.699999809265137
2018-02-09,9.699999809265137
2018-02-12,9.699999809265137
2018-02-13,9.710000038146973
2018-02-14,9.770000457763672
2018-02-15,9.770000457763672
2018-02-16,9.770000457763672
2018-02-20,9.75
2018-02-21,9.75
2018-02-22,9.75
2018-02-23,9.699999809265137
2018-02-26,9.720000267028809
2018-02-27,9.710000038146973
2018-02-28,9.699999809265137
2018-03-01,9.699999809265137
2018-03-02,9.699999809265137
2018-03-05,9.699999809265137
2018-03-06,9.760000228881836
2018-03-07,9.760000228881836
2018-03-08,9.729999542236328
2018-03-09,9.739999771118164
2018-03-12,9.739999771118164
2018-03-13,9.739999771118164
2018-03-14,9.739999771118164
2018-03-15,9.739999771118164
2018-03-16,9.739999771118164
2018-03-19,9.75
2018-03-20,9.720000267028809
2018-03-21,9.779999732971191
2018-03-22,9.720000267028809
2018-03-23,9.720000267028809
2018-03-26,10.170000076293945
2018-03-27,9.75
2018-03-28,9.75
2018-03-29,9.720000267028809
2018-04-02,9.729999542236328
2018-04-03,9.819999694824219
2018-04-04,9.729999542236328
2018-04-05,9.729999542236328
2018-04-06,9.739999771118164
2018-04-09,9.729999542236328
2018-04-10,9.739999771118164
2018-04-11,9.739999771118164
2018-04-12,9.739999771118164
2018-04-13,9.729999542236328
2018-04-16,9.739999771118164
2018-04-17,9.770000457763672
2018-04-18,9.770000457763672
2018-04-19,9.779999732971191
2018-04-20,9.789999961853027
2018-04-23,9.789999961853027
2018-04-24,9.859999656677246
2018-04-25,9.800000190734863
2018-04-26,9.800000190734863
2018-04-27,9.800000190734863
2018-04-30,9.800000190734863
2018-05-01,9.800000190734863
2018-05-02,9.779999732971191
2018-05-03,9.779999732971191
2018-05-04,9.779999732971191
2018-05-07,9.789999961853027
2018-05-08,9.789999961853027
2018-05-09,9.829999923706055
2018-05-10,9.779999732971191
2018-05-11,9.789999961853027
2018-05-14,9.789999961853027
2018-05-15,9.800000190734863
2018-05-16,9.800000190734863
2018-05-17,9.800000190734863
2018-05-18,9.800000190734863
2018-05-21,9.800000190734863
2018-05-22,9.850000381469727
2018-05-23,9.800000190734863
2018-05-24,9.800000190734863
2018-05-25,9.84000015258789
2018-05-29,9.84000015258789
2018-05-30,9.84000015258789
2018-05-31,9.84000015258789
2018-06-01,9.84000015258789
2018-06-04,9.8100004196167
2018-06-05,9.8100004196167
2018-06-06,9.800000190734863
2018-06-07,9.819999694824219
2018-06-08,9.8100004196167
2018-06-11,9.869999885559082
2018-06-12,9.869999885559082
2018-06-13,9.850000381469727
2018-06-14,9.859999656677246
2018-06-15,9.869999885559082
2018-06-18,9.869999885559082
2018-06-19,9.859999656677246
2018-06-20,9.859999656677246
2018-06-21,9.875
2018-06-22,9.890000343322754
2018-06-25,9.880000114440918
2018-06-26,9.880000114440918
2018-06-27,9.869999885559082
2018-06-28,9.880000114440918
2018-06-29,9.890000343322754
2018-07-02,9.880000114440918
2018-07-03,9.907999992370605
2018-07-05,9.899999618530273
2018-07-06,9.899999618530273
2018-07-09,9.880000114440918
2018-07-10,9.880000114440918
2018-07-11,9.899999618530273
2018-07-12,9.869999885559082
2018-07-13,9.869999885559082
2018-07-16,9.90999984741211
2018-07-17,9.890000343322754
2018-07-18,9.890000343322754
2018-07-19,9.920000076293945
2018-07-20,9.890000343322754
2018-07-23,9.890000343322754
2018-07-24,9.890000343322754
2018-07-25,9.890000343322754
2018-07-26,9.880000114440918
2018-07-27,9.90999984741211
2018-07-30,9.90999984741211
2018-07-31,9.920000076293945
2018-08-01,9.9399995803833
2018-08-02,9.949999809265137
2018-08-03,9.899999618530273
2018-08-06,9.930000305175781
2018-08-07,9.920000076293945
2018-08-08,9.899999618530273
2018-08-09,9.899999618530273
2018-08-10,9.899999618530273
2018-08-13,9.880000114440918
2018-08-14,9.880000114440918
2018-08-15,9.890000343322754
2018-08-16,9.899999618530273
2018-08-17,9.949999809265137
2018-08-20,9.920000076293945
2018-08-21,9.920000076293945
2018-08-22,9.920000076293945
2018-08-23,9.960000038146973
2018-08-24,9.949999809265137
2018-08-27,9.920000076293945
2018-08-28,9.920000076293945
2018-08-29,9.9350004196167
2018-08-30,9.930000305175781
2018-08-31,9.869999885559082
2018-09-04,9.949999809265137
2018-09-05,9.9399995803833
2018-09-06,9.9399995803833
2018-09-07,9.930000305175781
2018-09-10,9.920000076293945
2018-09-11,9.949999809265137
2018-09-12,9.949999809265137
2018-09-13,9.925000190734863
2018-09-14,9.930000305175781
2018-09-17,9.920000076293945
2018-09-18,9.949999809265137
2018-09-19,9.96500015258789
2018-09-20,9.96500015258789
2018-09-21,9.960000038146973
2018-09-24,9.960000038146973
2018-09-25,9.960000038146973
2018-09-26,9.960000038146973
2018-09-27,9.960000038146973
2018-09-28,9.960000038146973
2018-10-01,9.979999542236328
2018-10-02,9.979999542236328
2018-10-03,9.960000038146973
2018-10-04,9.960000038146973
2018-10-05,9.960000038146973
2018-10-08,9.960000038146973
2018-10-09,9.960000038146973
2018-10-10,9.970000267028809
2018-10-11,9.979999542236328
2018-10-12,9.989999771118164
2018-10-15,10.010000228881836
2018-10-16,10.010000228881836
2018-10-17,10.0
2018-10-18,10.0
2018-10-19,10.0
2018-10-22,10.0
2018-10-23,10.020000457763672
2018-10-24,10.0
2018-10-25,10.0
2018-10-26,10.010000228881836
2018-10-29,10.020000457763672
2018-10-30,10.020000457763672
2018-10-31,10.020000457763672
2018-11-01,10.020000457763672
2018-11-02,10.0
2018-11-05,10.0
2018-11-06,10.050000190734863
2018-11-07,10.050000190734863
2018-11-08,10.050000190734863
2018-11-09,10.079999923706055
2018-11-12,10.079999923706055
2018-11-13,10.050000190734863
2018-11-14,10.069999694824219
2018-11-15,10.069999694824219
2018-11-16,10.0
2018-11-19,10.09000015258789
2018-11-20,10.079999923706055
2018-11-21,10.079999923706055
2018-11-23,10.100000381469727
2018-11-26,10.09000015258789
2018-11-27,10.079999923706055
2018-11-28,10.079999923706055
2018-11-29,10.079999923706055
2018-11-30,10.09000015258789
2018-12-03,10.100000381469727
2018-12-04,10.09000015258789
2018-12-06,10.050000190734863
2018-12-07,10.079999923706055
2018-12-10,10.079999923706055
2018-12-11,10.08899974822998
2018-12-12,10.0600004196167
2018-12-13,10.079999923706055
2018-12-14,10.079999923706055
2018-12-17,10.0600004196167
2018-12-18,10.079999923706055
2018-12-19,10.09000015258789
2018-12-20,10.09000015258789
2018-12-21,10.100000381469727
2018-12-24,10.100000381469727
2018-12-26,10.100000381469727
2018-12-27,10.109999656677246
2018-12-28,10.109999656677246
2018-12-31,10.130000114440918
2019-01-02,10.130000114440918
2019-01-03,10.119999885559082
2019-01-04,10.130000114440918
2019-01-07,10.116999626159668
2019-01-08,10.119999885559082
2019-01-09,10.119999885559082
2019-01-10,10.119999885559082
2019-01-11,10.130000114440918
2019-01-14,10.130000114440918
2019-01-15,10.140000343322754
2019-01-16,10.130000114440918
2019-01-17,10.180000305175781
2019-01-18,10.180000305175781
2019-01-22,10.180999755859375
