,APTO
2002-01-14,270.0
2002-01-15,270.0
2002-01-16,277.20001220703125
2002-01-17,270.0
2002-01-18,295.20001220703125
2002-01-22,280.79998779296875
2002-01-23,270.0
2002-01-24,295.20001220703125
2002-01-25,295.20001220703125
2002-01-28,270.0
2002-01-29,255.60000610351562
2002-01-30,244.8000030517578
2002-01-31,234.0
2002-02-01,248.39999389648438
2002-02-04,248.39999389648438
2002-02-05,223.1999969482422
2002-02-06,237.60000610351562
2002-02-07,288.0
2002-02-08,262.79998779296875
2002-02-11,255.60000610351562
2002-02-12,244.8000030517578
2002-02-13,248.39999389648438
2002-02-14,237.60000610351562
2002-02-15,237.60000610351562
2002-02-19,241.1999969482422
2002-02-20,241.1999969482422
2002-02-21,234.0
2002-02-22,237.60000610351562
2002-02-25,234.0
2002-02-26,241.1999969482422
2002-02-27,237.60000610351562
2002-02-28,237.60000610351562
2002-03-01,237.60000610351562
2002-03-04,252.0
2002-03-05,237.60000610351562
2002-03-06,255.60000610351562
2002-03-07,237.60000610351562
2002-03-08,237.60000610351562
2002-03-11,241.1999969482422
2002-03-12,255.60000610351562
2002-03-13,255.60000610351562
2002-03-14,234.0
2002-03-15,234.0
2002-03-18,234.0
2002-03-19,234.0
2002-03-20,234.0
2002-03-21,237.60000610351562
2002-03-22,230.39999389648438
2002-03-25,230.39999389648438
2002-03-26,226.8000030517578
2002-03-27,219.60000610351562
2002-03-28,230.39999389648438
2002-04-01,219.60000610351562
2002-04-02,219.60000610351562
2002-04-03,205.1999969482422
2002-04-04,205.1999969482422
2002-04-05,205.1999969482422
2002-04-08,219.60000610351562
2002-04-09,201.60000610351562
2002-04-10,198.0
2002-04-11,198.0
2002-04-12,198.0
2002-04-15,198.0
2002-04-16,198.0
2002-04-17,198.0
2002-04-18,198.0
2002-04-19,198.0
2002-04-22,216.0
2002-04-23,216.0
2002-04-24,194.39999389648438
2002-04-25,194.39999389648438
2002-04-26,194.39999389648438
2002-04-29,190.8000030517578
2002-04-30,176.39999389648438
2002-05-01,190.8000030517578
2002-05-02,190.8000030517578
2002-05-03,162.0
2002-05-06,147.60000610351562
2002-05-07,147.60000610351562
2002-05-08,151.1999969482422
2002-05-09,158.39999389648438
2002-05-10,169.1999969482422
2002-05-13,158.39999389648438
2002-05-14,169.1999969482422
2002-05-15,190.8000030517578
2002-05-16,180.0
2002-05-17,180.0
2002-05-20,169.1999969482422
2002-05-21,169.1999969482422
2002-05-22,187.1999969482422
2002-05-23,169.1999969482422
2002-05-24,169.1999969482422
2002-05-28,180.0
2002-05-29,169.1999969482422
2002-05-30,169.1999969482422
2002-05-31,169.1999969482422
2002-06-03,169.1999969482422
2002-06-04,244.8000030517578
2002-06-05,252.0
2002-06-06,223.1999969482422
2002-06-07,237.60000610351562
2002-06-10,259.20001220703125
2002-06-11,248.39999389648438
2002-06-12,241.1999969482422
2002-06-13,219.60000610351562
2002-06-14,212.39999389648438
2002-06-17,194.39999389648438
2002-06-18,223.1999969482422
2002-06-19,248.39999389648438
2002-06-20,244.8000030517578
2002-06-21,255.60000610351562
2002-06-24,244.8000030517578
2002-06-25,237.60000610351562
2002-06-26,223.1999969482422
2002-06-27,226.8000030517578
2002-06-28,230.39999389648438
2002-07-01,226.8000030517578
2002-07-02,234.0
2002-07-03,216.0
2002-07-05,216.0
2002-07-08,208.8000030517578
2002-07-09,208.8000030517578
2002-07-10,234.0
2002-07-11,219.60000610351562
2002-07-12,201.60000610351562
2002-07-15,201.60000610351562
2002-07-16,223.1999969482422
2002-07-17,201.60000610351562
2002-07-18,198.0
2002-07-19,198.0
2002-07-22,187.1999969482422
2002-07-23,190.8000030517578
2002-07-24,176.39999389648438
2002-07-25,172.8000030517578
2002-07-26,172.8000030517578
2002-07-29,169.1999969482422
2002-07-30,190.8000030517578
2002-07-31,158.39999389648438
2002-08-01,158.39999389648438
2002-08-02,180.0
2002-08-05,151.1999969482422
2002-08-06,147.60000610351562
2002-08-07,183.60000610351562
2002-08-08,147.60000610351562
2002-08-09,154.8000030517578
2002-08-12,162.0
2002-08-13,162.0
2002-08-14,151.1999969482422
2002-08-15,144.0
2002-08-16,169.1999969482422
2002-08-19,144.0
2002-08-20,151.1999969482422
2002-08-21,151.1999969482422
2002-08-22,133.1999969482422
2002-08-23,133.1999969482422
2002-08-26,151.1999969482422
2002-08-27,151.1999969482422
2002-08-28,136.8000030517578
2002-08-29,136.8000030517578
2002-08-30,136.8000030517578
2002-09-03,136.8000030517578
2002-09-04,126.0
2002-09-05,118.80000305175781
2002-09-06,115.19999694824219
2002-09-09,118.80000305175781
2002-09-10,108.0
2002-09-11,100.80000305175781
2002-09-12,97.19999694824219
2002-09-13,97.19999694824219
2002-09-16,118.80000305175781
2002-09-17,97.19999694824219
2002-09-18,100.80000305175781
2002-09-19,79.19999694824219
2002-09-20,68.4000015258789
2002-09-23,90.0
2002-09-24,90.0
2002-09-25,82.80000305175781
2002-09-26,64.80000305175781
2002-09-27,72.0
2002-09-30,75.5999984741211
2002-10-01,75.5999984741211
2002-10-02,111.5999984741211
2002-10-03,104.4000015258789
2002-10-04,82.80000305175781
2002-10-07,72.0
2002-10-08,72.0
2002-10-09,75.5999984741211
2002-10-10,75.5999984741211
2002-10-11,90.0
2002-10-14,100.80000305175781
2002-10-15,100.80000305175781
2002-10-16,86.4000015258789
2002-10-17,93.5999984741211
2002-10-18,97.19999694824219
2002-10-21,111.5999984741211
2002-10-22,111.5999984741211
2002-10-23,140.39999389648438
2002-10-24,144.0
2002-10-25,144.0
2002-10-28,133.1999969482422
2002-10-29,126.0
2002-10-30,144.0
2002-10-31,144.0
2002-11-01,151.1999969482422
2002-11-04,140.39999389648438
2002-11-05,147.60000610351562
2002-11-06,144.0
2002-11-07,151.1999969482422
2002-11-08,151.1999969482422
2002-11-11,144.0
2002-11-12,144.0
2002-11-13,144.0
2002-11-14,144.0
2002-11-15,140.39999389648438
2002-11-18,140.39999389648438
2002-11-19,126.0
2002-11-20,126.0
2002-11-21,133.1999969482422
2002-11-22,133.1999969482422
2002-11-25,162.0
2002-11-26,133.1999969482422
2002-11-27,154.8000030517578
2002-11-29,151.1999969482422
2002-12-02,140.39999389648438
2002-12-03,133.1999969482422
2002-12-04,144.0
2002-12-05,122.4000015258789
2002-12-06,115.19999694824219
2002-12-09,115.19999694824219
2002-12-10,111.5999984741211
2002-12-11,111.5999984741211
2002-12-12,115.19999694824219
2002-12-13,129.60000610351562
2002-12-16,144.0
2002-12-17,129.60000610351562
2002-12-18,122.4000015258789
2002-12-19,122.4000015258789
2002-12-20,118.80000305175781
2002-12-23,115.19999694824219
2002-12-24,122.4000015258789
2002-12-26,122.4000015258789
2002-12-27,126.0
2002-12-30,118.80000305175781
2002-12-31,118.80000305175781
2003-01-02,122.4000015258789
2003-01-03,140.39999389648438
2003-01-06,144.0
2003-01-07,154.8000030517578
2003-01-08,154.8000030517578
2003-01-09,154.8000030517578
2003-01-10,136.8000030517578
2003-01-13,147.60000610351562
2003-01-14,158.39999389648438
2003-01-15,158.39999389648438
2003-01-16,144.0
2003-01-17,136.8000030517578
2003-01-21,136.8000030517578
2003-01-22,136.8000030517578
2003-01-23,144.0
2003-01-24,144.0
2003-01-27,140.39999389648438
2003-01-28,126.0
2003-01-29,133.1999969482422
2003-01-30,126.0
2003-01-31,126.0
2003-02-03,129.60000610351562
2003-02-04,126.0
2003-02-05,126.0
2003-02-06,136.8000030517578
2003-02-07,140.39999389648438
2003-02-10,140.39999389648438
2003-02-11,133.1999969482422
2003-02-12,172.8000030517578
2003-02-13,162.0
2003-02-14,147.60000610351562
2003-02-18,190.8000030517578
2003-02-19,187.1999969482422
2003-02-20,180.0
2003-02-21,205.1999969482422
2003-02-24,201.60000610351562
2003-02-25,180.0
2003-02-26,183.60000610351562
2003-02-27,183.60000610351562
2003-02-28,180.0
2003-03-03,194.39999389648438
2003-03-04,183.60000610351562
2003-03-05,169.1999969482422
2003-03-06,183.60000610351562
2003-03-07,165.60000610351562
2003-03-10,183.60000610351562
2003-03-11,190.8000030517578
2003-03-12,190.8000030517578
2003-03-13,180.0
2003-03-14,180.0
2003-03-17,180.0
2003-03-18,169.1999969482422
2003-03-19,183.60000610351562
2003-03-20,172.8000030517578
2003-03-21,183.60000610351562
2003-03-24,190.8000030517578
2003-03-25,194.39999389648438
2003-03-26,198.0
2003-03-27,208.8000030517578
2003-03-28,212.39999389648438
2003-03-31,259.20001220703125
2003-04-01,234.0
2003-04-02,273.6000061035156
2003-04-03,262.79998779296875
2003-04-04,244.8000030517578
2003-04-07,252.0
2003-04-08,248.39999389648438
2003-04-09,252.0
2003-04-10,234.0
2003-04-11,241.1999969482422
2003-04-14,230.39999389648438
2003-04-15,237.60000610351562
2003-04-16,266.3999938964844
2003-04-17,270.0
2003-04-21,306.0
2003-04-22,320.3999938964844
2003-04-23,320.3999938964844
2003-04-24,345.6000061035156
2003-04-25,399.6000061035156
2003-04-28,478.79998779296875
2003-04-29,356.3999938964844
2003-04-30,396.0
2003-05-01,378.0
2003-05-02,356.3999938964844
2003-05-05,381.6000061035156
2003-05-06,396.0
2003-05-07,385.20001220703125
2003-05-08,370.79998779296875
2003-05-09,370.79998779296875
2003-05-12,345.6000061035156
2003-05-13,378.0
2003-05-14,370.79998779296875
2003-05-15,363.6000061035156
2003-05-16,374.3999938964844
2003-05-19,367.20001220703125
2003-05-20,367.20001220703125
2003-05-21,388.79998779296875
2003-05-22,374.3999938964844
2003-05-23,367.20001220703125
2003-05-27,374.3999938964844
2003-05-28,334.79998779296875
2003-05-29,338.3999938964844
2003-05-30,324.0
2003-06-02,338.3999938964844
2003-06-03,324.0
2003-06-04,320.3999938964844
2003-06-05,324.0
2003-06-06,342.0
2003-06-09,367.20001220703125
2003-06-10,374.3999938964844
2003-06-11,363.6000061035156
2003-06-12,367.20001220703125
2003-06-13,338.3999938964844
2003-06-16,342.0
2003-06-17,331.20001220703125
2003-06-18,331.20001220703125
2003-06-19,324.0
2003-06-20,338.3999938964844
2003-06-23,331.20001220703125
2003-06-24,334.79998779296875
2003-06-25,331.20001220703125
2003-06-26,316.79998779296875
2003-06-27,331.20001220703125
2003-06-30,320.3999938964844
2003-07-01,316.79998779296875
2003-07-02,331.20001220703125
2003-07-03,320.3999938964844
2003-07-07,342.0
2003-07-08,331.20001220703125
2003-07-09,334.79998779296875
2003-07-10,320.3999938964844
2003-07-11,320.3999938964844
2003-07-14,324.0
2003-07-15,331.20001220703125
2003-07-16,324.0
2003-07-17,324.0
2003-07-18,316.79998779296875
2003-07-21,306.0
2003-07-22,273.6000061035156
2003-07-23,255.60000610351562
2003-07-24,266.3999938964844
2003-07-25,288.0
2003-07-28,309.6000061035156
2003-07-29,288.0
2003-07-30,280.79998779296875
2003-07-31,295.20001220703125
2003-08-01,277.20001220703125
2003-08-04,280.79998779296875
2003-08-05,280.79998779296875
2003-08-06,273.6000061035156
2003-08-07,273.6000061035156
2003-08-08,280.79998779296875
2003-08-11,280.79998779296875
2003-08-12,320.3999938964844
2003-08-13,298.79998779296875
2003-08-14,316.79998779296875
2003-08-15,316.79998779296875
2003-08-18,298.79998779296875
2003-08-19,313.20001220703125
2003-08-20,324.0
2003-08-21,324.0
2003-08-22,295.20001220703125
2003-08-25,298.79998779296875
2003-08-26,298.79998779296875
2003-08-27,306.0
2003-08-28,306.0
2003-08-29,306.0
2003-09-02,302.3999938964844
2003-09-03,295.20001220703125
2003-09-04,295.20001220703125
2003-09-05,313.20001220703125
2003-09-08,352.79998779296875
2003-09-09,342.0
2003-09-10,331.20001220703125
2003-09-11,331.20001220703125
2003-09-12,334.79998779296875
2003-09-15,338.3999938964844
2003-09-16,338.3999938964844
2003-09-17,342.0
2003-09-18,345.6000061035156
2003-09-19,338.3999938964844
2003-09-22,334.79998779296875
2003-09-23,363.6000061035156
2003-09-24,342.0
2003-09-25,360.0
2003-09-26,331.20001220703125
2003-09-29,342.0
2003-09-30,342.0
2003-10-01,360.0
2003-10-02,342.0
2003-10-03,360.0
2003-10-06,345.6000061035156
2003-10-07,342.0
2003-10-08,360.0
2003-10-09,360.0
2003-10-10,356.3999938964844
2003-10-13,331.20001220703125
2003-10-14,342.0
2003-10-15,338.3999938964844
2003-10-16,342.0
2003-10-17,331.20001220703125
2003-10-20,316.79998779296875
2003-10-21,316.79998779296875
2003-10-22,334.79998779296875
2003-10-23,324.0
2003-10-24,331.20001220703125
2003-10-27,320.3999938964844
2003-10-28,313.20001220703125
2003-10-29,302.3999938964844
2003-10-30,302.3999938964844
2003-10-31,306.0
2003-11-03,324.0
2003-11-04,306.0
2003-11-05,324.0
2003-11-06,295.20001220703125
2003-11-07,298.79998779296875
2003-11-10,295.20001220703125
2003-11-11,288.0
2003-11-12,313.20001220703125
2003-11-13,295.20001220703125
2003-11-14,309.6000061035156
2003-11-17,302.3999938964844
2003-11-18,288.0
2003-11-19,288.0
2003-11-20,288.0
2003-11-21,277.20001220703125
2003-11-24,270.0
2003-11-25,277.20001220703125
2003-11-26,295.20001220703125
2003-11-28,284.3999938964844
2003-12-01,309.6000061035156
2003-12-02,309.6000061035156
2003-12-03,291.6000061035156
2003-12-04,288.0
2003-12-05,288.0
2003-12-08,288.0
2003-12-09,284.3999938964844
2003-12-10,280.79998779296875
2003-12-11,273.6000061035156
2003-12-12,273.6000061035156
2003-12-15,280.79998779296875
2003-12-16,277.20001220703125
2003-12-17,259.20001220703125
2003-12-18,259.20001220703125
2003-12-19,266.3999938964844
2003-12-22,266.3999938964844
2003-12-23,270.0
2003-12-24,277.20001220703125
2003-12-26,270.0
2003-12-29,270.0
2003-12-30,270.0
2003-12-31,273.6000061035156
2004-01-02,288.0
2004-01-05,295.20001220703125
2004-01-06,295.20001220703125
2004-01-07,291.6000061035156
2004-01-08,291.6000061035156
2004-01-09,291.6000061035156
2004-01-12,327.6000061035156
2004-01-13,320.3999938964844
2004-01-14,298.79998779296875
2004-01-15,298.79998779296875
2004-01-16,295.20001220703125
2004-01-20,291.6000061035156
2004-01-21,288.0
2004-01-22,316.79998779296875
2004-01-23,306.0
2004-01-26,298.79998779296875
2004-01-27,302.3999938964844
2004-01-28,306.0
2004-01-29,280.79998779296875
2004-01-30,270.0
2004-02-02,288.0
2004-02-03,277.20001220703125
2004-02-04,284.3999938964844
2004-02-05,288.0
2004-02-06,298.79998779296875
2004-02-09,280.79998779296875
2004-02-10,288.0
2004-02-11,280.79998779296875
2004-02-12,277.20001220703125
2004-02-13,288.0
2004-02-17,288.0
2004-02-18,338.3999938964844
2004-02-19,349.20001220703125
2004-02-20,334.79998779296875
2004-02-23,320.3999938964844
2004-02-24,302.3999938964844
2004-02-25,302.3999938964844
2004-02-26,306.0
2004-02-27,298.79998779296875
2004-03-01,306.0
2004-03-02,298.79998779296875
2004-03-03,298.79998779296875
2004-03-04,302.3999938964844
2004-03-05,313.20001220703125
2004-03-08,302.3999938964844
2004-03-09,306.0
2004-03-10,302.3999938964844
2004-03-11,291.6000061035156
2004-03-12,295.20001220703125
2004-03-15,277.20001220703125
2004-03-16,284.3999938964844
2004-03-17,284.3999938964844
2004-03-18,280.79998779296875
2004-03-19,284.3999938964844
2004-03-22,280.79998779296875
2004-03-23,277.20001220703125
2004-03-24,280.79998779296875
2004-03-25,284.3999938964844
2004-03-26,284.3999938964844
2004-03-29,291.6000061035156
2004-03-30,313.20001220703125
2004-03-31,298.79998779296875
2004-04-01,298.79998779296875
2004-04-02,291.6000061035156
2004-04-05,295.20001220703125
2004-04-06,291.6000061035156
2004-04-07,295.20001220703125
2004-04-08,288.0
2004-04-12,284.3999938964844
2004-04-13,277.20001220703125
2004-04-14,280.79998779296875
2004-04-15,280.79998779296875
2004-04-16,280.79998779296875
2004-04-19,280.79998779296875
2004-04-20,270.0
2004-04-21,273.6000061035156
2004-04-22,270.0
2004-04-23,259.20001220703125
2004-04-26,270.0
2004-04-27,262.79998779296875
2004-04-28,244.8000030517578
2004-04-29,244.8000030517578
2004-04-30,252.0
2004-05-03,244.8000030517578
2004-05-04,252.0
2004-05-05,244.8000030517578
2004-05-06,237.60000610351562
2004-05-07,241.1999969482422
2004-05-10,226.8000030517578
2004-05-11,223.1999969482422
2004-05-12,241.1999969482422
2004-05-13,230.39999389648438
2004-05-14,226.8000030517578
2004-05-17,223.1999969482422
2004-05-18,226.8000030517578
2004-05-19,230.39999389648438
2004-05-20,234.0
2004-05-21,230.39999389648438
2004-05-24,234.0
2004-05-25,226.8000030517578
2004-05-26,219.60000610351562
2004-05-27,223.1999969482422
2004-05-28,226.8000030517578
2004-06-01,226.8000030517578
2004-06-02,230.39999389648438
2004-06-03,230.39999389648438
2004-06-04,230.39999389648438
2004-06-07,248.39999389648438
2004-06-08,230.39999389648438
2004-06-09,226.8000030517578
2004-06-10,226.8000030517578
2004-06-14,216.0
2004-06-15,223.1999969482422
2004-06-16,223.1999969482422
2004-06-17,237.60000610351562
2004-06-18,226.8000030517578
2004-06-21,223.1999969482422
2004-06-22,230.39999389648438
2004-06-23,219.60000610351562
2004-06-24,223.1999969482422
2004-06-25,219.60000610351562
2004-06-28,223.1999969482422
2004-06-29,226.8000030517578
2004-06-30,219.60000610351562
2004-07-01,234.0
2004-07-02,230.39999389648438
2004-07-06,241.1999969482422
2004-07-07,244.8000030517578
2004-07-08,241.1999969482422
2004-07-09,244.8000030517578
2004-07-12,234.0
2004-07-13,234.0
2004-07-14,230.39999389648438
2004-07-15,234.0
2004-07-16,223.1999969482422
2004-07-19,219.60000610351562
2004-07-20,223.1999969482422
2004-07-21,216.0
2004-07-22,216.0
2004-07-23,208.8000030517578
2004-07-26,183.60000610351562
2004-07-27,172.8000030517578
2004-07-28,180.0
2004-07-29,172.8000030517578
2004-07-30,176.39999389648438
2004-08-02,176.39999389648438
2004-08-03,183.60000610351562
2004-08-04,180.0
2004-08-05,190.8000030517578
2004-08-06,190.8000030517578
2004-08-09,183.60000610351562
2004-08-10,180.0
2004-08-11,165.60000610351562
2004-08-12,169.1999969482422
2004-08-13,165.60000610351562
2004-08-16,183.60000610351562
2004-08-17,187.1999969482422
2004-08-18,172.8000030517578
2004-08-19,180.0
2004-08-20,172.8000030517578
2004-08-23,172.8000030517578
2004-08-24,176.39999389648438
2004-08-25,176.39999389648438
2004-08-26,180.0
2004-08-27,183.60000610351562
2004-08-30,219.60000610351562
2004-08-31,241.1999969482422
2004-09-01,230.39999389648438
2004-09-02,226.8000030517578
2004-09-03,226.8000030517578
2004-09-07,234.0
2004-09-08,234.0
2004-09-09,223.1999969482422
2004-09-10,223.1999969482422
2004-09-13,230.39999389648438
2004-09-14,234.0
2004-09-15,226.8000030517578
2004-09-16,223.1999969482422
2004-09-17,216.0
2004-09-20,216.0
2004-09-21,212.39999389648438
2004-09-22,216.0
2004-09-23,205.1999969482422
2004-09-24,212.39999389648438
2004-09-27,208.8000030517578
2004-09-28,219.60000610351562
2004-09-29,216.0
2004-09-30,230.39999389648438
2004-10-01,219.60000610351562
2004-10-04,226.8000030517578
2004-10-05,219.60000610351562
2004-10-06,216.0
2004-10-07,219.60000610351562
2004-10-08,226.8000030517578
2004-10-11,223.1999969482422
2004-10-12,234.0
2004-10-13,219.60000610351562
2004-10-14,219.60000610351562
2004-10-15,223.1999969482422
2004-10-18,216.0
2004-10-19,226.8000030517578
2004-10-20,223.1999969482422
2004-10-21,237.60000610351562
2004-10-22,230.39999389648438
2004-10-25,230.39999389648438
2004-10-26,219.60000610351562
2004-10-27,223.1999969482422
2004-10-28,219.60000610351562
2004-10-29,226.8000030517578
2004-11-01,230.39999389648438
2004-11-02,234.0
2004-11-03,230.39999389648438
2004-11-04,223.1999969482422
2004-11-05,219.60000610351562
2004-11-08,216.0
2004-11-09,208.8000030517578
2004-11-10,212.39999389648438
2004-11-11,216.0
2004-11-12,216.0
2004-11-15,216.0
2004-11-16,216.0
2004-11-17,216.0
2004-11-18,226.8000030517578
2004-11-19,223.1999969482422
2004-11-22,219.60000610351562
2004-11-23,216.0
2004-11-24,212.39999389648438
2004-11-26,208.8000030517578
2004-11-29,208.8000030517578
2004-11-30,212.39999389648438
2004-12-01,216.0
2004-12-02,201.60000610351562
2004-12-03,216.0
2004-12-06,219.60000610351562
2004-12-07,216.0
2004-12-08,205.1999969482422
2004-12-09,205.1999969482422
2004-12-10,205.1999969482422
2004-12-13,201.60000610351562
2004-12-14,198.0
2004-12-15,198.0
2004-12-16,201.60000610351562
2004-12-17,205.1999969482422
2004-12-20,198.0
2004-12-21,194.39999389648438
2004-12-22,201.60000610351562
2004-12-23,201.60000610351562
2004-12-27,194.39999389648438
2004-12-28,198.0
2004-12-29,198.0
2004-12-30,223.1999969482422
2004-12-31,216.0
2005-01-03,226.8000030517578
2005-01-04,208.8000030517578
2005-01-05,205.1999969482422
2005-01-06,198.0
2005-01-07,194.39999389648438
2005-01-10,198.0
2005-01-11,194.39999389648438
2005-01-12,194.39999389648438
2005-01-13,194.39999389648438
2005-01-14,187.1999969482422
2005-01-18,190.8000030517578
2005-01-19,194.39999389648438
2005-01-20,187.1999969482422
2005-01-21,190.8000030517578
2005-01-24,198.0
2005-01-25,187.1999969482422
2005-01-26,180.0
2005-01-27,176.39999389648438
2005-01-28,180.0
2005-01-31,165.60000610351562
2005-02-01,169.1999969482422
2005-02-02,176.39999389648438
2005-02-03,176.39999389648438
2005-02-04,190.8000030517578
2005-02-07,187.1999969482422
2005-02-08,234.0
2005-02-09,226.8000030517578
2005-02-10,208.8000030517578
2005-02-11,216.0
2005-02-14,223.1999969482422
2005-02-15,226.8000030517578
2005-02-16,226.8000030517578
2005-02-17,244.8000030517578
2005-02-18,226.8000030517578
2005-02-22,234.0
2005-02-23,237.60000610351562
2005-02-24,237.60000610351562
2005-02-25,226.8000030517578
2005-02-28,219.60000610351562
2005-03-01,226.8000030517578
2005-03-02,230.39999389648438
2005-03-03,226.8000030517578
2005-03-04,223.1999969482422
2005-03-07,223.1999969482422
2005-03-08,216.0
2005-03-09,226.8000030517578
2005-03-10,226.8000030517578
2005-03-11,234.0
2005-03-14,234.0
2005-03-15,234.0
2005-03-16,226.8000030517578
2005-03-17,219.60000610351562
2005-03-18,219.60000610351562
2005-03-21,226.8000030517578
2005-03-22,219.60000610351562
2005-03-23,219.60000610351562
2005-03-24,216.0
2005-03-28,212.39999389648438
2005-03-29,212.39999389648438
2005-03-30,212.39999389648438
2005-03-31,216.0
2005-04-01,208.8000030517578
2005-04-04,205.1999969482422
2005-04-05,226.8000030517578
2005-04-06,216.0
2005-04-07,216.0
2005-04-08,230.39999389648438
2005-04-11,216.0
2005-04-12,219.60000610351562
2005-04-13,212.39999389648438
2005-04-14,205.1999969482422
2005-04-15,208.8000030517578
2005-04-18,205.1999969482422
2005-04-19,205.1999969482422
2005-04-20,205.1999969482422
2005-04-21,205.1999969482422
2005-04-22,201.60000610351562
2005-04-25,198.0
2005-04-26,208.8000030517578
2005-04-27,205.1999969482422
2005-04-28,198.0
2005-04-29,198.0
2005-05-02,201.60000610351562
2005-05-03,198.0
2005-05-04,212.39999389648438
2005-05-05,212.39999389648438
2005-05-06,212.39999389648438
2005-05-09,205.1999969482422
2005-05-10,205.1999969482422
2005-05-11,201.60000610351562
2005-05-12,198.0
2005-05-13,201.60000610351562
2005-05-16,205.1999969482422
2005-05-17,201.60000610351562
2005-05-18,201.60000610351562
2005-05-19,201.60000610351562
2005-05-20,205.1999969482422
2005-05-23,201.60000610351562
2005-05-24,205.1999969482422
2005-05-25,201.60000610351562
2005-05-26,198.0
2005-05-27,205.1999969482422
2005-05-31,201.60000610351562
2005-06-01,205.1999969482422
2005-06-02,201.60000610351562
2005-06-03,205.1999969482422
2005-06-06,205.1999969482422
2005-06-07,208.8000030517578
2005-06-08,208.8000030517578
2005-06-09,201.60000610351562
2005-06-10,201.60000610351562
2005-06-13,216.0
2005-06-14,219.60000610351562
2005-06-15,219.60000610351562
2005-06-16,230.39999389648438
2005-06-17,234.0
2005-06-20,241.1999969482422
2005-06-21,237.60000610351562
2005-06-22,234.0
2005-06-23,234.0
2005-06-24,230.39999389648438
2005-06-27,226.8000030517578
2005-06-28,219.60000610351562
2005-06-29,226.8000030517578
2005-06-30,226.8000030517578
2005-07-01,223.1999969482422
2005-07-05,219.60000610351562
2005-07-06,234.0
2005-07-07,226.8000030517578
2005-07-08,230.39999389648438
2005-07-11,226.8000030517578
2005-07-12,234.0
2005-07-13,226.8000030517578
2005-07-14,230.39999389648438
2005-07-15,234.0
2005-07-18,237.60000610351562
2005-07-19,234.0
2005-07-20,230.39999389648438
2005-07-21,230.39999389648438
2005-07-22,223.1999969482422
2005-07-25,223.1999969482422
2005-07-26,219.60000610351562
2005-07-27,216.0
2005-07-28,223.1999969482422
2005-07-29,223.1999969482422
2005-08-01,223.1999969482422
2005-08-02,219.60000610351562
2005-08-03,216.0
2005-08-04,212.39999389648438
2005-08-05,208.8000030517578
2005-08-08,212.39999389648438
2005-08-09,212.39999389648438
2005-08-10,216.0
2005-08-11,212.39999389648438
2005-08-12,208.8000030517578
2005-08-15,208.8000030517578
2005-08-16,205.1999969482422
2005-08-17,208.8000030517578
2005-08-18,208.8000030517578
2005-08-19,208.8000030517578
2005-08-22,205.1999969482422
2005-08-23,216.0
2005-08-24,219.60000610351562
2005-08-25,208.8000030517578
2005-08-26,208.8000030517578
2005-08-29,208.8000030517578
2005-08-30,205.1999969482422
2005-08-31,201.60000610351562
2005-09-01,201.60000610351562
2005-09-02,205.1999969482422
2005-09-06,205.1999969482422
2005-09-07,208.8000030517578
2005-09-08,208.8000030517578
2005-09-09,208.8000030517578
2005-09-12,212.39999389648438
2005-09-13,212.39999389648438
2005-09-14,205.1999969482422
2005-09-15,201.60000610351562
2005-09-16,205.1999969482422
2005-09-19,205.1999969482422
2005-09-20,208.8000030517578
2005-09-21,205.1999969482422
2005-09-22,201.60000610351562
2005-09-23,201.60000610351562
2005-09-26,208.8000030517578
2005-09-27,208.8000030517578
2005-09-28,208.8000030517578
2005-09-29,208.8000030517578
2005-09-30,226.8000030517578
2005-10-03,255.60000610351562
2005-10-04,237.60000610351562
2005-10-05,223.1999969482422
2005-10-06,223.1999969482422
2005-10-07,223.1999969482422
2005-10-10,234.0
2005-10-11,277.20001220703125
2005-10-12,262.79998779296875
2005-10-13,262.79998779296875
2005-10-14,266.3999938964844
2005-10-17,273.6000061035156
2005-10-18,129.60000610351562
2005-10-19,115.19999694824219
2005-10-20,118.80000305175781
2005-10-21,118.80000305175781
2005-10-24,115.19999694824219
2005-10-25,115.19999694824219
2005-10-26,111.5999984741211
2005-10-27,104.4000015258789
2005-10-28,104.4000015258789
2005-10-31,93.5999984741211
2005-11-01,93.5999984741211
2005-11-02,93.5999984741211
2005-11-03,82.80000305175781
2005-11-04,82.80000305175781
2005-11-07,82.80000305175781
2005-11-08,93.5999984741211
2005-11-09,100.80000305175781
2005-11-10,93.5999984741211
2005-11-11,90.0
2005-11-14,90.0
2005-11-15,93.5999984741211
2005-11-16,90.0
2005-11-17,90.0
2005-11-18,90.0
2005-11-21,86.4000015258789
2005-11-22,82.80000305175781
2005-11-23,90.0
2005-11-25,82.80000305175781
2005-11-28,82.80000305175781
2005-11-29,86.4000015258789
2005-11-30,79.19999694824219
2005-12-01,79.19999694824219
2005-12-02,79.19999694824219
2005-12-05,79.19999694824219
2005-12-06,75.5999984741211
2005-12-07,72.0
2005-12-08,68.4000015258789
2005-12-09,68.4000015258789
2005-12-12,75.5999984741211
2005-12-13,97.19999694824219
2005-12-14,104.4000015258789
2005-12-15,97.19999694824219
2005-12-16,90.0
2005-12-19,90.0
2005-12-20,90.0
2005-12-21,90.0
2005-12-22,82.80000305175781
2005-12-23,86.4000015258789
2005-12-27,79.19999694824219
2005-12-28,104.4000015258789
2005-12-29,100.80000305175781
