,MYI
2008-07-29,12.289999961853027
2008-07-30,12.239999771118164
2008-07-31,12.220000267028809
2008-08-01,12.220000267028809
2008-08-04,12.1899995803833
2008-08-05,12.09000015258789
2008-08-06,12.0
2008-08-07,11.930000305175781
2008-08-08,12.100000381469727
2008-08-11,11.899999618530273
2008-08-12,11.90999984741211
2008-08-13,11.960000038146973
2008-08-14,11.960000038146973
2008-08-15,11.9399995803833
2008-08-18,11.979999542236328
2008-08-19,11.960000038146973
2008-08-20,11.979999542236328
2008-08-21,11.920000076293945
2008-08-22,11.979999542236328
2008-08-25,11.989999771118164
2008-08-26,12.109999656677246
2008-08-27,12.109999656677246
2008-08-28,12.010000228881836
2008-08-29,12.050000190734863
2008-09-02,12.0
2008-09-03,12.0
2008-09-04,11.920000076293945
2008-09-05,12.029999732971191
2008-09-08,12.15999984741211
2008-09-09,12.09000015258789
2008-09-10,12.010000228881836
2008-09-11,11.760000228881836
2008-09-12,11.829999923706055
2008-09-15,11.609999656677246
2008-09-16,11.260000228881836
2008-09-17,10.90999984741211
2008-09-18,10.600000381469727
2008-09-19,10.970000267028809
2008-09-22,10.229999542236328
2008-09-23,10.359999656677246
2008-09-24,10.510000228881836
2008-09-25,10.449999809265137
2008-09-26,10.15999984741211
2008-09-29,9.59000015258789
2008-09-30,10.260000228881836
2008-10-01,10.25
2008-10-02,10.470000267028809
2008-10-03,10.710000038146973
2008-10-06,10.130000114440918
2008-10-07,10.229999542236328
2008-10-08,9.0600004196167
2008-10-09,8.100000381469727
2008-10-10,7.460000038146973
2008-10-13,8.59000015258789
2008-10-14,9.300000190734863
2008-10-15,8.59000015258789
2008-10-16,9.25
2008-10-17,9.15999984741211
2008-10-20,9.25
2008-10-21,9.050000190734863
2008-10-22,9.270000457763672
2008-10-23,10.029999732971191
2008-10-24,9.949999809265137
2008-10-27,9.859999656677246
2008-10-28,9.859999656677246
2008-10-29,9.949999809265137
2008-10-30,9.869999885559082
2008-10-31,9.579999923706055
2008-11-03,9.539999961853027
2008-11-04,10.149999618530273
2008-11-05,10.220000267028809
2008-11-06,10.1899995803833
2008-11-07,10.4399995803833
2008-11-10,10.430000305175781
2008-11-11,10.399999618530273
2008-11-12,9.949999809265137
2008-11-13,9.300000190734863
2008-11-14,9.420000076293945
2008-11-17,9.079999923706055
2008-11-18,8.930000305175781
2008-11-19,8.949999809265137
2008-11-20,8.489999771118164
2008-11-21,8.489999771118164
2008-11-24,8.699999809265137
2008-11-25,8.600000381469727
2008-11-26,8.65999984741211
2008-11-28,8.630000114440918
2008-12-01,8.529999732971191
2008-12-02,8.079999923706055
2008-12-03,8.029999732971191
2008-12-04,8.0600004196167
2008-12-05,8.039999961853027
2008-12-08,7.889999866485596
2008-12-09,7.989999771118164
2008-12-10,8.800000190734863
2008-12-11,8.069999694824219
2008-12-12,7.75
2008-12-15,8.149999618530273
2008-12-16,8.899999618530273
2008-12-17,8.420000076293945
2008-12-18,7.909999847412109
2008-12-19,8.020000457763672
2008-12-22,8.75
2008-12-23,8.670000076293945
2008-12-24,8.600000381469727
2008-12-26,8.579999923706055
2008-12-29,8.59000015258789
2008-12-30,8.920000076293945
2008-12-31,9.0600004196167
2009-01-02,9.5
2009-01-05,9.970000267028809
2009-01-06,10.140000343322754
2009-01-07,9.90999984741211
2009-01-08,10.1899995803833
2009-01-09,10.399999618530273
2009-01-12,10.539999961853027
2009-01-13,10.319999694824219
2009-01-14,10.270000457763672
2009-01-15,10.420000076293945
2009-01-16,10.6899995803833
2009-01-20,10.8100004196167
2009-01-21,10.8100004196167
2009-01-22,10.600000381469727
2009-01-23,10.380000114440918
2009-01-26,10.359999656677246
2009-01-27,10.550000190734863
2009-01-28,10.84000015258789
2009-01-29,10.819999694824219
2009-01-30,10.460000038146973
2009-02-02,10.260000228881836
2009-02-03,10.699999809265137
2009-02-04,10.670000076293945
2009-02-05,11.069999694824219
2009-02-06,11.199999809265137
2009-02-09,11.079999923706055
2009-02-10,11.079999923706055
2009-02-11,11.170000076293945
2009-02-12,11.039999961853027
2009-02-13,11.0
2009-02-17,10.720000267028809
2009-02-18,10.479999542236328
2009-02-19,10.319999694824219
2009-02-20,10.079999923706055
2009-02-23,9.800000190734863
2009-02-24,10.420000076293945
2009-02-25,10.649999618530273
2009-02-26,10.710000038146973
2009-02-27,10.699999809265137
2009-03-02,10.5
2009-03-03,10.220000267028809
2009-03-04,10.449999809265137
2009-03-05,10.390000343322754
2009-03-06,10.319999694824219
2009-03-09,10.1899995803833
2009-03-10,10.5
2009-03-11,10.630000114440918
2009-03-12,10.640000343322754
2009-03-13,10.510000228881836
2009-03-16,10.609999656677246
2009-03-17,10.600000381469727
2009-03-18,10.65999984741211
2009-03-19,10.699999809265137
2009-03-20,10.760000228881836
2009-03-23,10.680000305175781
2009-03-24,10.699999809265137
2009-03-25,10.779999732971191
2009-03-26,10.920000076293945
2009-03-27,10.960000038146973
2009-03-30,10.859999656677246
2009-03-31,10.890000343322754
2009-04-01,11.050000190734863
2009-04-02,11.09000015258789
2009-04-03,11.050000190734863
2009-04-06,11.0600004196167
2009-04-07,10.869999885559082
2009-04-08,10.819999694824219
2009-04-09,10.859999656677246
2009-04-13,10.760000228881836
2009-04-14,10.65999984741211
2009-04-15,10.800000190734863
2009-04-16,10.739999771118164
2009-04-17,10.9399995803833
2009-04-20,10.979999542236328
2009-04-21,11.050000190734863
2009-04-22,11.180000305175781
2009-04-23,11.359999656677246
2009-04-24,11.329999923706055
2009-04-27,11.3100004196167
2009-04-28,11.270000457763672
2009-04-29,11.130000114440918
2009-04-30,11.1899995803833
2009-05-01,11.289999961853027
2009-05-04,11.329999923706055
2009-05-05,11.329999923706055
2009-05-06,11.289999961853027
2009-05-07,11.399999618530273
2009-05-08,11.449999809265137
2009-05-11,11.430000305175781
2009-05-12,11.369999885559082
2009-05-13,11.239999771118164
2009-05-14,11.329999923706055
2009-05-15,11.4399995803833
2009-05-18,11.430000305175781
2009-05-19,11.369999885559082
2009-05-20,11.470000267028809
2009-05-21,11.4399995803833
2009-05-22,11.520000457763672
2009-05-26,11.5600004196167
2009-05-27,11.579999923706055
2009-05-28,11.5600004196167
2009-05-29,11.479999542236328
2009-06-01,11.390000343322754
2009-06-02,11.430000305175781
2009-06-03,11.479999542236328
2009-06-04,11.5600004196167
2009-06-05,11.260000228881836
2009-06-08,11.380000114440918
2009-06-09,11.399999618530273
2009-06-10,11.4399995803833
2009-06-11,11.399999618530273
2009-06-12,11.199999809265137
2009-06-15,11.039999961853027
2009-06-16,11.119999885559082
2009-06-17,11.15999984741211
2009-06-18,11.229999542236328
2009-06-19,11.369999885559082
2009-06-22,11.260000228881836
2009-06-23,11.220000267028809
2009-06-24,11.289999961853027
2009-06-25,11.270000457763672
2009-06-26,11.470000267028809
2009-06-29,11.529999732971191
2009-06-30,11.359999656677246
2009-07-01,11.479999542236328
2009-07-02,11.600000381469727
2009-07-06,11.550000190734863
2009-07-07,11.539999961853027
2009-07-08,11.6899995803833
2009-07-09,11.800000190734863
2009-07-10,11.930000305175781
2009-07-13,11.869999885559082
2009-07-14,11.869999885559082
2009-07-15,11.869999885559082
2009-07-16,11.899999618530273
2009-07-17,11.770000457763672
2009-07-20,11.850000381469727
2009-07-21,11.920000076293945
2009-07-22,11.869999885559082
2009-07-23,11.9399995803833
2009-07-24,12.0
2009-07-27,11.9399995803833
2009-07-28,11.930000305175781
2009-07-29,12.039999961853027
2009-07-30,12.079999923706055
2009-07-31,12.140000343322754
2009-08-03,12.100000381469727
2009-08-04,12.020000457763672
2009-08-05,12.0
2009-08-06,11.949999809265137
2009-08-07,11.970000267028809
2009-08-10,12.109999656677246
2009-08-11,12.180000305175781
2009-08-12,12.130000114440918
2009-08-13,12.069999694824219
2009-08-14,11.970000267028809
2009-08-17,11.819999694824219
2009-08-18,12.010000228881836
2009-08-19,12.069999694824219
2009-08-20,12.079999923706055
2009-08-21,12.199999809265137
2009-08-24,12.199999809265137
2009-08-25,12.300000190734863
2009-08-26,12.319999694824219
2009-08-27,12.399999618530273
2009-08-28,12.34000015258789
2009-08-31,12.329999923706055
2009-09-01,12.34000015258789
2009-09-02,12.380000114440918
2009-09-03,12.479999542236328
2009-09-04,12.680000305175781
2009-09-08,12.729999542236328
2009-09-09,12.800000190734863
2009-09-10,12.720000267028809
2009-09-11,12.6899995803833
2009-09-14,12.6899995803833
2009-09-15,12.779999732971191
2009-09-16,12.739999771118164
2009-09-17,12.729999542236328
2009-09-18,12.779999732971191
2009-09-21,12.720000267028809
2009-09-22,12.789999961853027
2009-09-23,12.829999923706055
2009-09-24,12.760000228881836
2009-09-25,12.729999542236328
2009-09-28,12.779999732971191
2009-09-29,12.710000038146973
2009-09-30,12.760000228881836
2009-10-01,12.789999961853027
2009-10-02,12.869999885559082
2009-10-05,12.970000267028809
2009-10-06,13.09000015258789
2009-10-07,13.069999694824219
2009-10-08,13.109999656677246
2009-10-09,12.800000190734863
2009-10-12,12.489999771118164
2009-10-13,12.579999923706055
2009-10-14,12.3100004196167
2009-10-15,12.0
2009-10-16,12.1899995803833
2009-10-19,12.170000076293945
2009-10-20,12.420000076293945
2009-10-21,12.279999732971191
2009-10-22,12.270000457763672
2009-10-23,12.3100004196167
2009-10-26,12.279999732971191
2009-10-27,12.270000457763672
2009-10-28,12.199999809265137
2009-10-29,12.25
2009-10-30,12.079999923706055
2009-11-02,12.09000015258789
2009-11-03,12.09000015258789
2009-11-04,12.210000038146973
2009-11-05,12.239999771118164
2009-11-06,12.289999961853027
2009-11-09,12.329999923706055
2009-11-10,12.069999694824219
2009-11-11,12.09000015258789
2009-11-12,11.90999984741211
2009-11-13,11.9399995803833
2009-11-16,12.020000457763672
2009-11-17,11.979999542236328
2009-11-18,11.960000038146973
2009-11-19,11.989999771118164
2009-11-20,12.069999694824219
2009-11-23,12.0600004196167
2009-11-24,12.039999961853027
2009-11-25,12.039999961853027
2009-11-27,12.119999885559082
2009-11-30,12.199999809265137
2009-12-01,12.270000457763672
2009-12-02,12.359999656677246
2009-12-03,12.449999809265137
2009-12-04,12.420000076293945
2009-12-07,12.34000015258789
2009-12-08,12.34000015258789
2009-12-09,12.359999656677246
2009-12-10,12.4399995803833
2009-12-11,12.380000114440918
2009-12-14,12.300000190734863
2009-12-15,12.180000305175781
2009-12-16,12.15999984741211
2009-12-17,12.140000343322754
2009-12-18,12.229999542236328
2009-12-21,12.300000190734863
2009-12-22,12.289999961853027
2009-12-23,12.260000228881836
2009-12-24,12.289999961853027
2009-12-28,12.210000038146973
2009-12-29,12.25
2009-12-30,12.260000228881836
2009-12-31,12.260000228881836
2010-01-04,12.369999885559082
2010-01-05,12.380000114440918
2010-01-06,12.40999984741211
2010-01-07,12.449999809265137
2010-01-08,12.5
2010-01-11,12.5
2010-01-12,12.5
2010-01-13,12.479999542236328
2010-01-14,12.460000038146973
2010-01-15,12.539999961853027
2010-01-19,12.529999732971191
2010-01-20,12.489999771118164
2010-01-21,12.5
2010-01-22,12.470000267028809
2010-01-25,12.470000267028809
2010-01-26,12.369999885559082
2010-01-27,12.460000038146973
2010-01-28,12.529999732971191
2010-01-29,12.59000015258789
2010-02-01,12.579999923706055
2010-02-02,12.729999542236328
2010-02-03,12.8100004196167
2010-02-04,12.770000457763672
2010-02-05,12.779999732971191
2010-02-08,12.890000343322754
2010-02-09,12.850000381469727
2010-02-10,12.850000381469727
2010-02-11,12.850000381469727
2010-02-12,12.84000015258789
2010-02-16,12.800000190734863
2010-02-17,12.6899995803833
2010-02-18,12.770000457763672
2010-02-19,12.75
2010-02-22,12.710000038146973
2010-02-23,12.710000038146973
2010-02-24,12.829999923706055
2010-02-25,12.859999656677246
2010-02-26,12.960000038146973
2010-03-01,12.920000076293945
2010-03-02,12.930000305175781
2010-03-03,12.890000343322754
2010-03-04,12.90999984741211
2010-03-05,12.960000038146973
2010-03-08,13.010000228881836
2010-03-09,12.970000267028809
2010-03-10,12.979999542236328
2010-03-11,12.859999656677246
2010-03-12,12.979999542236328
2010-03-15,12.960000038146973
2010-03-16,12.880000114440918
2010-03-17,12.960000038146973
2010-03-18,12.979999542236328
2010-03-19,13.0
2010-03-22,12.949999809265137
2010-03-23,12.930000305175781
2010-03-24,12.970000267028809
2010-03-25,12.9399995803833
2010-03-26,12.899999618530273
2010-03-29,12.970000267028809
2010-03-30,12.979999542236328
2010-03-31,13.09000015258789
2010-04-01,13.050000190734863
2010-04-05,13.050000190734863
2010-04-06,13.119999885559082
2010-04-07,13.140000343322754
2010-04-08,13.119999885559082
2010-04-09,13.109999656677246
2010-04-12,13.109999656677246
2010-04-13,13.010000228881836
2010-04-14,13.020000457763672
2010-04-15,13.050000190734863
2010-04-16,12.949999809265137
2010-04-19,13.010000228881836
2010-04-20,13.069999694824219
2010-04-21,13.069999694824219
2010-04-22,13.109999656677246
2010-04-23,13.149999618530273
2010-04-26,13.149999618530273
2010-04-27,13.140000343322754
2010-04-28,13.119999885559082
2010-04-29,13.100000381469727
2010-04-30,13.130000114440918
2010-05-03,13.199999809265137
2010-05-04,13.199999809265137
2010-05-05,13.239999771118164
2010-05-06,13.199999809265137
2010-05-07,13.069999694824219
2010-05-10,13.15999984741211
2010-05-11,13.170000076293945
2010-05-12,13.199999809265137
2010-05-13,13.260000228881836
2010-05-14,13.149999618530273
2010-05-17,13.039999961853027
2010-05-18,13.229999542236328
2010-05-19,13.180000305175781
2010-05-20,13.15999984741211
2010-05-21,13.25
2010-05-24,13.180000305175781
2010-05-25,13.149999618530273
2010-05-26,13.15999984741211
2010-05-27,13.239999771118164
2010-05-28,13.210000038146973
2010-06-01,13.170000076293945
2010-06-02,13.220000267028809
2010-06-03,13.229999542236328
2010-06-04,13.229999542236328
2010-06-07,13.369999885559082
2010-06-08,13.5
2010-06-09,13.34000015258789
2010-06-10,13.40999984741211
2010-06-11,13.529999732971191
2010-06-14,13.609999656677246
2010-06-15,13.5
2010-06-16,13.539999961853027
2010-06-17,13.470000267028809
2010-06-18,13.630000114440918
2010-06-21,13.739999771118164
2010-06-22,13.6899995803833
2010-06-23,13.6899995803833
2010-06-24,13.729999542236328
2010-06-25,13.850000381469727
2010-06-28,13.930000305175781
2010-06-29,13.8100004196167
2010-06-30,13.819999694824219
2010-07-01,13.789999961853027
2010-07-02,13.850000381469727
2010-07-06,13.90999984741211
2010-07-07,13.869999885559082
2010-07-08,13.779999732971191
2010-07-09,13.770000457763672
2010-07-12,13.800000190734863
2010-07-13,13.779999732971191
2010-07-14,13.899999618530273
2010-07-15,13.930000305175781
2010-07-16,13.960000038146973
2010-07-19,13.960000038146973
2010-07-20,14.0600004196167
2010-07-21,14.0600004196167
2010-07-22,14.09000015258789
2010-07-23,14.050000190734863
2010-07-26,14.029999732971191
2010-07-27,14.010000228881836
2010-07-28,14.029999732971191
2010-07-29,14.170000076293945
2010-07-30,14.170000076293945
2010-08-02,14.180000305175781
2010-08-03,14.300000190734863
2010-08-04,14.319999694824219
2010-08-05,14.270000457763672
2010-08-06,14.289999961853027
2010-08-09,14.279999732971191
2010-08-10,14.279999732971191
2010-08-11,14.350000381469727
2010-08-12,14.3100004196167
2010-08-13,14.319999694824219
2010-08-16,14.479999542236328
2010-08-17,14.460000038146973
2010-08-18,14.5
2010-08-19,14.369999885559082
2010-08-20,14.359999656677246
2010-08-23,14.479999542236328
2010-08-24,14.520000457763672
2010-08-25,14.350000381469727
2010-08-26,14.319999694824219
2010-08-27,14.369999885559082
2010-08-30,14.489999771118164
2010-08-31,14.390000343322754
2010-09-01,14.390000343322754
2010-09-02,14.470000267028809
2010-09-03,14.369999885559082
2010-09-07,14.449999809265137
2010-09-08,14.479999542236328
2010-09-09,14.470000267028809
2010-09-10,14.460000038146973
2010-09-13,14.3100004196167
2010-09-14,14.239999771118164
2010-09-15,13.949999809265137
2010-09-16,13.829999923706055
2010-09-17,13.930000305175781
2010-09-20,14.100000381469727
2010-09-21,14.100000381469727
2010-09-22,14.149999618530273
2010-09-23,14.140000343322754
2010-09-24,14.119999885559082
2010-09-27,14.229999542236328
2010-09-28,14.210000038146973
2010-09-29,14.199999809265137
2010-09-30,14.170000076293945
2010-10-01,14.140000343322754
2010-10-04,14.130000114440918
2010-10-05,14.029999732971191
2010-10-06,13.899999618530273
2010-10-07,13.899999618530273
2010-10-08,14.079999923706055
2010-10-11,14.050000190734863
2010-10-12,14.100000381469727
2010-10-13,14.029999732971191
2010-10-14,14.100000381469727
2010-10-15,14.029999732971191
2010-10-18,13.979999542236328
2010-10-19,13.979999542236328
2010-10-20,13.960000038146973
2010-10-21,13.989999771118164
2010-10-22,14.050000190734863
2010-10-25,14.149999618530273
2010-10-26,14.170000076293945
2010-10-27,14.140000343322754
2010-10-28,14.029999732971191
2010-10-29,14.050000190734863
2010-11-01,14.170000076293945
2010-11-02,14.140000343322754
2010-11-03,14.119999885559082
2010-11-04,14.09000015258789
2010-11-05,14.069999694824219
2010-11-08,13.989999771118164
2010-11-09,13.84000015258789
2010-11-10,13.390000343322754
2010-11-11,13.119999885559082
2010-11-12,12.989999771118164
2010-11-15,12.220000267028809
2010-11-16,12.609999656677246
2010-11-17,12.899999618530273
2010-11-18,12.779999732971191
2010-11-19,12.84000015258789
2010-11-22,13.020000457763672
2010-11-23,13.15999984741211
2010-11-24,13.180000305175781
2010-11-26,13.239999771118164
2010-11-29,13.289999961853027
2010-11-30,13.270000457763672
2010-12-01,13.010000228881836
2010-12-02,12.720000267028809
2010-12-03,12.770000457763672
2010-12-06,12.579999923706055
2010-12-07,12.449999809265137
2010-12-08,12.350000381469727
2010-12-09,12.420000076293945
2010-12-10,12.3100004196167
2010-12-13,12.1899995803833
2010-12-14,12.149999618530273
2010-12-15,12.220000267028809
2010-12-16,12.729999542236328
2010-12-17,12.569999694824219
2010-12-20,12.15999984741211
2010-12-21,12.029999732971191
2010-12-22,12.0600004196167
2010-12-23,12.09000015258789
2010-12-27,12.079999923706055
2010-12-28,12.079999923706055
2010-12-29,12.180000305175781
2010-12-30,12.279999732971191
2010-12-31,12.470000267028809
2011-01-03,12.359999656677246
2011-01-04,12.399999618530273
2011-01-05,12.399999618530273
2011-01-06,12.3100004196167
2011-01-07,12.359999656677246
2011-01-10,12.25
2011-01-11,12.149999618530273
2011-01-12,11.960000038146973
2011-01-13,11.6899995803833
2011-01-14,11.449999809265137
2011-01-18,11.520000457763672
2011-01-19,11.579999923706055
2011-01-20,11.720000267028809
2011-01-21,11.819999694824219
2011-01-24,11.960000038146973
2011-01-25,12.079999923706055
2011-01-26,12.09000015258789
2011-01-27,12.199999809265137
2011-01-28,12.180000305175781
2011-01-31,12.170000076293945
2011-02-01,12.229999542236328
2011-02-02,12.170000076293945
2011-02-03,11.970000267028809
2011-02-04,11.989999771118164
2011-02-07,12.149999618530273
2011-02-08,12.039999961853027
2011-02-09,12.029999732971191
2011-02-10,11.989999771118164
2011-02-11,11.930000305175781
2011-02-14,11.970000267028809
2011-02-15,12.050000190734863
2011-02-16,12.180000305175781
2011-02-17,12.180000305175781
2011-02-18,12.1899995803833
2011-02-22,12.119999885559082
2011-02-23,12.039999961853027
2011-02-24,12.09000015258789
2011-02-25,12.079999923706055
2011-02-28,12.109999656677246
2011-03-01,12.199999809265137
2011-03-02,12.279999732971191
2011-03-03,12.149999618530273
2011-03-04,12.170000076293945
2011-03-07,12.289999961853027
2011-03-08,12.369999885559082
2011-03-09,12.319999694824219
2011-03-10,12.369999885559082
2011-03-11,12.300000190734863
2011-03-14,12.369999885559082
2011-03-15,12.289999961853027
2011-03-16,12.199999809265137
2011-03-17,12.279999732971191
2011-03-18,12.210000038146973
2011-03-21,12.09000015258789
2011-03-22,12.039999961853027
2011-03-23,12.109999656677246
2011-03-24,12.050000190734863
2011-03-25,12.029999732971191
2011-03-28,12.010000228881836
2011-03-29,11.979999542236328
2011-03-30,12.039999961853027
2011-03-31,12.050000190734863
2011-04-01,12.109999656677246
2011-04-04,11.9399995803833
2011-04-05,11.960000038146973
2011-04-06,11.930000305175781
2011-04-07,11.930000305175781
2011-04-08,11.829999923706055
2011-04-11,11.789999961853027
2011-04-12,11.819999694824219
2011-04-13,11.640000343322754
2011-04-14,11.670000076293945
2011-04-15,11.65999984741211
2011-04-18,11.789999961853027
2011-04-19,11.779999732971191
2011-04-20,11.90999984741211
2011-04-21,11.899999618530273
2011-04-25,11.899999618530273
2011-04-26,11.970000267028809
2011-04-27,12.020000457763672
2011-04-28,12.010000228881836
2011-04-29,12.069999694824219
2011-05-02,12.140000343322754
2011-05-03,12.140000343322754
2011-05-04,12.170000076293945
2011-05-05,12.220000267028809
2011-05-06,12.239999771118164
2011-05-09,12.34000015258789
2011-05-10,12.3100004196167
2011-05-11,12.350000381469727
2011-05-12,12.300000190734863
2011-05-13,12.329999923706055
2011-05-16,12.430000305175781
2011-05-17,12.399999618530273
2011-05-18,12.369999885559082
2011-05-19,12.489999771118164
2011-05-20,12.5
2011-05-23,12.550000190734863
2011-05-24,12.4399995803833
2011-05-25,12.449999809265137
2011-05-26,12.5
2011-05-27,12.5
2011-05-31,12.550000190734863
2011-06-01,12.550000190734863
2011-06-02,12.529999732971191
2011-06-03,12.699999809265137
2011-06-06,12.65999984741211
2011-06-07,12.65999984741211
2011-06-08,12.569999694824219
2011-06-09,12.539999961853027
2011-06-10,12.529999732971191
2011-06-13,12.430000305175781
2011-06-14,12.520000457763672
2011-06-15,12.5
2011-06-16,12.520000457763672
2011-06-17,12.479999542236328
2011-06-20,12.539999961853027
2011-06-21,12.569999694824219
2011-06-22,12.670000076293945
2011-06-23,12.779999732971191
2011-06-24,12.699999809265137
2011-06-27,12.670000076293945
2011-06-28,12.699999809265137
2011-06-29,12.609999656677246
2011-06-30,12.539999961853027
2011-07-01,12.619999885559082
2011-07-05,12.699999809265137
2011-07-06,12.670000076293945
2011-07-07,12.739999771118164
2011-07-08,12.800000190734863
2011-07-11,12.710000038146973
2011-07-12,12.770000457763672
2011-07-13,12.65999984741211
2011-07-14,12.569999694824219
2011-07-15,12.449999809265137
2011-07-18,12.420000076293945
2011-07-19,12.479999542236328
2011-07-20,12.630000114440918
2011-07-21,12.630000114440918
2011-07-22,12.6899995803833
2011-07-25,12.579999923706055
2011-07-26,12.539999961853027
2011-07-27,12.3100004196167
2011-07-28,12.25
2011-07-29,12.170000076293945
2011-08-01,12.390000343322754
2011-08-02,12.5600004196167
2011-08-03,12.640000343322754
2011-08-04,12.510000228881836
2011-08-05,12.449999809265137
2011-08-08,12.010000228881836
2011-08-09,12.289999961853027
2011-08-10,12.430000305175781
2011-08-11,12.359999656677246
2011-08-12,12.569999694824219
2011-08-15,12.699999809265137
2011-08-16,12.710000038146973
2011-08-17,12.760000228881836
2011-08-18,12.699999809265137
2011-08-19,12.670000076293945
2011-08-22,12.739999771118164
2011-08-23,12.880000114440918
2011-08-24,12.8100004196167
2011-08-25,12.8100004196167
2011-08-26,12.800000190734863
2011-08-29,12.869999885559082
2011-08-30,12.890000343322754
2011-08-31,12.859999656677246
2011-09-01,12.779999732971191
2011-09-02,12.710000038146973
2011-09-06,12.720000267028809
2011-09-07,12.75
2011-09-08,12.760000228881836
2011-09-09,12.84000015258789
2011-09-12,12.930000305175781
2011-09-13,12.880000114440918
2011-09-14,12.890000343322754
2011-09-15,12.779999732971191
2011-09-16,12.770000457763672
2011-09-19,12.84000015258789
2011-09-20,12.920000076293945
2011-09-21,12.9399995803833
2011-09-22,12.949999809265137
2011-09-23,12.949999809265137
2011-09-26,12.9399995803833
2011-09-27,13.020000457763672
2011-09-28,13.069999694824219
2011-09-29,13.15999984741211
2011-09-30,13.220000267028809
2011-10-03,13.1899995803833
2011-10-04,13.0
2011-10-05,12.960000038146973
2011-10-06,12.850000381469727
2011-10-07,12.850000381469727
2011-10-10,12.90999984741211
2011-10-11,13.0
2011-10-12,12.869999885559082
2011-10-13,12.930000305175781
2011-10-14,13.0
2011-10-17,12.949999809265137
2011-10-18,12.979999542236328
2011-10-19,13.010000228881836
2011-10-20,13.050000190734863
2011-10-21,13.220000267028809
2011-10-24,13.130000114440918
2011-10-25,13.0600004196167
2011-10-26,13.109999656677246
2011-10-27,13.079999923706055
2011-10-28,12.979999542236328
2011-10-31,13.100000381469727
2011-11-01,13.149999618530273
2011-11-02,13.149999618530273
2011-11-03,13.140000343322754
2011-11-04,13.25
2011-11-07,13.350000381469727
2011-11-08,13.380000114440918
2011-11-09,13.399999618530273
2011-11-10,13.319999694824219
2011-11-11,13.350000381469727
2011-11-14,13.40999984741211
2011-11-15,13.350000381469727
2011-11-16,13.390000343322754
2011-11-17,13.300000190734863
2011-11-18,13.34000015258789
2011-11-21,13.420000076293945
2011-11-22,13.399999618530273
2011-11-23,13.5
2011-11-25,13.479999542236328
2011-11-28,13.5
2011-11-29,13.5
2011-11-30,13.539999961853027
2011-12-01,13.600000381469727
2011-12-02,13.649999618530273
2011-12-05,13.579999923706055
2011-12-06,13.5600004196167
2011-12-07,13.6899995803833
2011-12-08,13.569999694824219
2011-12-09,13.569999694824219
2011-12-12,13.65999984741211
2011-12-13,13.5600004196167
2011-12-14,13.579999923706055
2011-12-15,13.550000190734863
2011-12-16,13.649999618530273
2011-12-19,13.59000015258789
2011-12-20,13.680000305175781
2011-12-21,13.739999771118164
2011-12-22,13.819999694824219
2011-12-23,13.899999618530273
2011-12-27,14.029999732971191
2011-12-28,14.050000190734863
2011-12-29,14.100000381469727
2011-12-30,14.140000343322754
2012-01-03,14.130000114440918
2012-01-04,14.15999984741211
2012-01-05,14.390000343322754
2012-01-06,14.319999694824219
2012-01-09,14.3100004196167
2012-01-10,14.3100004196167
2012-01-11,14.1899995803833
2012-01-12,14.350000381469727
2012-01-13,14.520000457763672
2012-01-17,14.569999694824219
2012-01-18,14.489999771118164
2012-01-19,14.649999618530273
2012-01-20,14.539999961853027
2012-01-23,14.569999694824219
2012-01-24,14.430000305175781
2012-01-25,14.420000076293945
2012-01-26,14.5
2012-01-27,14.630000114440918
2012-01-30,14.770000457763672
2012-01-31,14.90999984741211
2012-02-01,15.020000457763672
2012-02-02,14.869999885559082
2012-02-03,14.680000305175781
2012-02-06,14.710000038146973
2012-02-07,14.84000015258789
2012-02-08,14.90999984741211
2012-02-09,14.890000343322754
2012-02-10,14.920000076293945
2012-02-13,14.859999656677246
2012-02-14,14.649999618530273
2012-02-15,14.670000076293945
2012-02-16,14.390000343322754
2012-02-17,14.479999542236328
2012-02-21,14.680000305175781
2012-02-22,14.510000228881836
2012-02-23,14.449999809265137
2012-02-24,14.569999694824219
2012-02-27,14.640000343322754
2012-02-28,14.729999542236328
2012-02-29,14.770000457763672
2012-03-01,14.739999771118164
2012-03-02,14.680000305175781
2012-03-05,14.649999618530273
2012-03-06,14.600000381469727
2012-03-07,14.710000038146973
2012-03-08,14.770000457763672
2012-03-09,14.770000457763672
2012-03-12,14.880000114440918
2012-03-13,14.770000457763672
2012-03-14,14.300000190734863
2012-03-15,13.960000038146973
2012-03-16,13.680000305175781
2012-03-19,13.779999732971191
2012-03-20,13.970000267028809
2012-03-21,14.109999656677246
2012-03-22,14.119999885559082
2012-03-23,14.1899995803833
2012-03-26,14.180000305175781
2012-03-27,14.229999542236328
2012-03-28,14.289999961853027
2012-03-29,14.229999542236328
2012-03-30,14.210000038146973
2012-04-02,14.149999618530273
2012-04-03,14.140000343322754
2012-04-04,14.1899995803833
2012-04-05,14.260000228881836
2012-04-09,14.380000114440918
2012-04-10,14.430000305175781
2012-04-11,14.460000038146973
2012-04-12,14.369999885559082
2012-04-13,14.380000114440918
2012-04-16,14.460000038146973
2012-04-17,14.3100004196167
2012-04-18,14.430000305175781
2012-04-19,14.470000267028809
2012-04-20,14.489999771118164
2012-04-23,14.430000305175781
2012-04-24,14.539999961853027
2012-04-25,14.529999732971191
