,EBIZ
2019-10-08,16.72100067138672
2019-10-09,16.72100067138672
2019-10-10,16.895000457763672
2019-10-11,16.895000457763672
2019-10-14,17.284000396728516
2019-10-15,17.61199951171875
2019-10-16,17.61199951171875
2019-10-17,17.770999908447266
2019-10-18,17.770999908447266
2019-10-21,17.645000457763672
2019-10-22,17.68000030517578
2019-10-23,17.589000701904297
2019-10-24,17.687999725341797
2019-10-25,18.0
2019-10-28,18.09600067138672
2019-10-29,18.09600067138672
2019-10-30,17.83300018310547
2019-10-31,17.534000396728516
2019-11-01,17.65399932861328
2019-11-04,17.801000595092773
2019-11-05,17.801000595092773
2019-11-06,17.6299991607666
2019-11-07,17.40999984741211
2019-11-08,17.253000259399414
2019-11-11,17.25
2019-11-12,17.200000762939453
2019-11-13,17.106000900268555
2019-11-14,17.09000015258789
2019-11-15,17.229999542236328
2019-11-18,17.229999542236328
2019-11-19,17.270000457763672
2019-11-20,17.239999771118164
2019-11-21,17.239999771118164
2019-11-22,17.239999771118164
2019-11-25,17.575000762939453
2019-11-26,17.7450008392334
2019-11-27,17.878000259399414
2019-11-29,17.90999984741211
2019-12-02,17.572999954223633
2019-12-03,17.562999725341797
2019-12-04,17.649999618530273
2019-12-05,17.670000076293945
2019-12-06,17.80500030517578
2019-12-09,17.799999237060547
2019-12-10,17.75200080871582
2019-12-11,17.78499984741211
2019-12-12,17.8799991607666
2019-12-13,17.969999313354492
2019-12-16,18.125
2019-12-17,18.125
2019-12-18,18.1299991607666
2019-12-19,18.18899917602539
2019-12-20,18.299999237060547
2019-12-23,18.3799991607666
2019-12-24,18.43000030517578
2019-12-26,18.582000732421875
2019-12-27,18.591999053955078
2019-12-30,18.40999984741211
2019-12-31,18.4060001373291
2020-01-02,18.8799991607666
2020-01-03,18.795000076293945
2020-01-06,18.780000686645508
2020-01-07,18.969999313354492
2020-01-08,19.040000915527344
2020-01-09,19.16200065612793
2020-01-10,19.190000534057617
2020-01-13,19.51300048828125
2020-01-14,19.475000381469727
2020-01-15,19.459999084472656
2020-01-16,19.608999252319336
2020-01-17,19.65999984741211
2020-01-21,19.5
2020-01-22,19.475000381469727
2020-01-23,19.354999542236328
2020-01-24,19.09000015258789
2020-01-27,18.635000228881836
2020-01-28,18.940000534057617
2020-01-29,18.90999984741211
2020-01-30,18.75200080871582
2020-01-31,18.75200080871582
2020-02-03,18.559999465942383
2020-02-04,19.100000381469727
2020-02-05,19.1299991607666
2020-02-06,19.219999313354492
2020-02-07,18.9060001373291
2020-02-10,18.97599983215332
2020-02-11,19.201000213623047
2020-02-12,19.690000534057617
2020-02-13,19.5
2020-02-14,19.6299991607666
2020-02-18,19.579999923706055
2020-02-19,19.610000610351562
2020-02-20,19.665000915527344
2020-02-21,19.40999984741211
2020-02-24,18.614999771118164
2020-02-25,18.110000610351562
2020-02-26,18.030000686645508
2020-02-27,17.398000717163086
2020-02-28,17.219999313354492
2020-03-02,17.79800033569336
2020-03-03,17.47100067138672
2020-03-04,18.14699935913086
2020-03-05,17.94700050354004
2020-03-06,17.479999542236328
2020-03-09,16.545000076293945
2020-03-10,16.916000366210938
2020-03-11,16.003000259399414
2020-03-12,14.565999984741211
2020-03-13,15.22700023651123
2020-03-16,13.60099983215332
2020-03-17,14.100000381469727
2020-03-18,13.24899959564209
2020-03-19,13.670999526977539
2020-03-20,13.406999588012695
2020-03-23,13.54699993133545
2020-03-24,14.755999565124512
2020-03-25,15.170000076293945
2020-03-26,15.484000205993652
2020-03-27,14.873000144958496
2020-03-30,14.989999771118164
2020-03-31,15.119999885559082
2020-04-01,14.482000350952148
2020-04-02,14.5
2020-04-03,14.279999732971191
2020-04-06,15.619999885559082
2020-04-07,15.781000137329102
2020-04-08,16.152999877929688
2020-04-09,16.503999710083008
2020-04-13,16.660999298095703
2020-04-14,17.312999725341797
2020-04-15,17.2549991607666
2020-04-16,17.740999221801758
2020-04-17,17.988000869750977
2020-04-20,18.100000381469727
2020-04-21,17.520000457763672
2020-04-22,17.920000076293945
2020-04-23,17.905000686645508
2020-04-24,18.264999389648438
2020-04-27,18.75
2020-04-28,18.610000610351562
2020-04-29,19.121000289916992
2020-04-30,18.743999481201172
2020-05-01,18.155000686645508
2020-05-04,18.51799964904785
2020-05-05,19.229999542236328
2020-05-06,19.690000534057617
2020-05-07,20.017000198364258
2020-05-08,20.600000381469727
2020-05-11,20.825000762939453
2020-05-12,20.573999404907227
2020-05-13,20.43899917602539
2020-05-14,20.316999435424805
2020-05-15,20.59000015258789
2020-05-18,20.825000762939453
2020-05-19,20.93000030517578
2020-05-20,20.950000762939453
2020-05-21,20.8799991607666
2020-05-22,20.899999618530273
2020-05-26,21.020000457763672
2020-05-27,20.989999771118164
2020-05-28,20.989999771118164
2020-05-29,21.610000610351562
2020-06-01,21.81999969482422
2020-06-02,22.274999618530273
2020-06-03,22.384000778198242
2020-06-04,22.15999984741211
2020-06-05,22.481000900268555
2020-06-08,22.4060001373291
2020-06-09,22.510000228881836
2020-06-10,22.674999237060547
2020-06-11,21.535999298095703
2020-06-12,21.902000427246094
2020-06-15,22.458999633789062
2020-06-16,22.70800018310547
2020-06-17,22.982999801635742
2020-06-18,23.031999588012695
2020-06-19,23.34000015258789
2020-06-22,23.610000610351562
2020-06-23,23.889999389648438
2020-06-24,23.309999465942383
2020-06-25,23.520000457763672
2020-06-26,23.28499984741211
2020-06-29,23.329999923706055
2020-06-30,23.639999389648438
2020-07-01,24.204999923706055
2020-07-02,24.430999755859375
2020-07-06,24.8700008392334
2020-07-07,24.8799991607666
2020-07-08,25.34000015258789
2020-07-09,25.65999984741211
2020-07-10,25.562000274658203
2020-07-13,24.700000762939453
2020-07-14,24.690000534057617
2020-07-15,25.030000686645508
2020-07-16,24.649999618530273
2020-07-17,24.68000030517578
2020-07-20,25.450000762939453
2020-07-21,25.260000228881836
2020-07-22,25.2189998626709
2020-07-23,24.760000228881836
2020-07-24,24.479999542236328
2020-07-27,25.209999084472656
2020-07-28,25.010000228881836
2020-07-29,25.799999237060547
2020-07-30,26.145000457763672
2020-07-31,26.43000030517578
2020-08-03,27.155000686645508
2020-08-04,27.19499969482422
2020-08-05,28.020000457763672
2020-08-06,28.020000457763672
2020-08-07,28.0
2020-08-10,27.670000076293945
2020-08-11,27.3799991607666
2020-08-12,27.600000381469727
2020-08-13,27.795000076293945
2020-08-14,27.6200008392334
2020-08-17,28.260000228881836
2020-08-18,28.540000915527344
2020-08-19,28.350000381469727
2020-08-20,28.389999389648438
2020-08-21,28.25
2020-08-24,28.530000686645508
2020-08-25,28.75
2020-08-26,28.934999465942383
2020-08-27,28.514999389648438
2020-08-28,28.450000762939453
2020-08-31,28.100000381469727
2020-09-01,28.635000228881836
2020-09-02,28.6299991607666
2020-09-03,27.34000015258789
2020-09-04,26.989999771118164
2020-09-08,26.34000015258789
2020-09-09,26.790000915527344
2020-09-10,26.5
2020-09-11,26.34000015258789
2020-09-14,26.8700008392334
2020-09-15,27.003999710083008
2020-09-16,26.969999313354492
2020-09-17,26.709999084472656
2020-09-18,26.739999771118164
2020-09-21,26.764999389648438
2020-09-22,27.260000228881836
2020-09-23,26.670000076293945
2020-09-24,26.549999237060547
2020-09-25,27.030000686645508
2020-09-28,27.43000030517578
2020-09-29,27.200000762939453
2020-09-30,27.270000457763672
2020-10-01,27.989999771118164
2020-10-02,27.582000732421875
2020-10-05,27.969999313354492
2020-10-06,27.559999465942383
2020-10-07,28.18899917602539
2020-10-08,28.239999771118164
2020-10-09,28.65999984741211
2020-10-12,29.170000076293945
2020-10-13,29.31999969482422
2020-10-14,28.68000030517578
2020-10-15,28.54599952697754
2020-10-16,28.600000381469727
2020-10-19,28.486000061035156
2020-10-20,28.65999984741211
2020-10-21,28.219999313354492
2020-10-22,28.239999771118164
2020-10-23,28.3799991607666
2020-10-26,27.9950008392334
2020-10-27,28.360000610351562
2020-10-28,27.770000457763672
2020-10-29,27.729999542236328
2020-10-30,26.84000015258789
2020-11-02,27.145000457763672
2020-11-03,27.729999542236328
2020-11-04,28.790000915527344
2020-11-05,29.579999923706055
2020-11-06,29.871000289916992
2020-11-09,28.6200008392334
2020-11-10,27.844999313354492
2020-11-11,28.709999084472656
2020-11-12,28.770000457763672
2020-11-13,29.3799991607666
2020-11-16,29.136999130249023
2020-11-17,29.239999771118164
2020-11-18,29.020000457763672
2020-11-19,29.6299991607666
2020-11-20,30.170000076293945
2020-11-23,30.530000686645508
2020-11-24,30.610000610351562
2020-11-25,30.770000457763672
2020-11-27,31.459999084472656
2020-11-30,30.989999771118164
2020-12-01,30.84000015258789
2020-12-02,30.8799991607666
2020-12-03,31.040000915527344
2020-12-04,31.040000915527344
2020-12-07,30.790000915527344
2020-12-08,31.34000015258789
2020-12-09,30.760000228881836
2020-12-10,30.959999084472656
2020-12-11,30.770000457763672
2020-12-14,30.780000686645508
2020-12-15,31.225000381469727
2020-12-16,31.729999542236328
2020-12-17,32.11000061035156
2020-12-18,32.060001373291016
2020-12-21,31.93000030517578
2020-12-22,32.060001373291016
2020-12-23,31.829999923706055
2020-12-24,31.850000381469727
2020-12-28,31.290000915527344
2020-12-29,31.850000381469727
2020-12-30,32.099998474121094
2020-12-31,31.829999923706055
2021-01-04,31.3799991607666
2021-01-05,32.400001525878906
2021-01-06,31.950000762939453
2021-01-07,32.43000030517578
2021-01-08,33.13999938964844
2021-01-11,32.869998931884766
2021-01-12,33.41999816894531
2021-01-13,33.619998931884766
2021-01-14,34.040000915527344
2021-01-15,33.33000183105469
2021-01-19,34.11000061035156
2021-01-20,34.52000045776367
2021-01-21,34.56999969482422
2021-01-22,34.720001220703125
2021-01-25,35.0
2021-01-26,34.900001525878906
2021-01-27,34.099998474121094
2021-01-28,34.2599983215332
2021-01-29,33.46799850463867
2021-02-01,34.2599983215332
2021-02-02,35.0
2021-02-03,35.4900016784668
2021-02-04,36.11000061035156
2021-02-05,36.54999923706055
2021-02-08,36.7599983215332
2021-02-09,37.130001068115234
2021-02-10,37.31999969482422
2021-02-11,37.619998931884766
2021-02-12,37.59000015258789
2021-02-16,37.529998779296875
2021-02-17,37.41999816894531
2021-02-18,36.900001525878906
2021-02-19,37.56999969482422
2021-02-22,36.529998779296875
2021-02-23,36.08000183105469
2021-02-24,35.83000183105469
2021-02-25,34.59000015258789
2021-02-26,35.11000061035156
2021-03-01,36.279998779296875
2021-03-02,35.66999816894531
2021-03-03,34.630001068115234
2021-03-04,33.45000076293945
2021-03-05,33.96900177001953
2021-03-08,33.04999923706055
2021-03-09,34.43000030517578
2021-03-10,34.25
2021-03-11,35.470001220703125
2021-03-12,35.5
2021-03-15,36.290000915527344
2021-03-16,36.11000061035156
2021-03-17,36.27000045776367
2021-03-18,35.61000061035156
2021-03-19,36.06999969482422
2021-03-22,36.06999969482422
2021-03-23,35.40999984741211
2021-03-24,33.45000076293945
2021-03-25,33.56999969482422
2021-03-26,34.150001525878906
2021-03-29,33.7400016784668
2021-03-30,33.959999084472656
2021-03-31,34.220001220703125
2021-04-01,35.18000030517578
2021-04-05,35.0
2021-04-06,35.33000183105469
2021-04-07,34.70500183105469
2021-04-08,35.13999938964844
2021-04-09,35.040000915527344
2021-04-12,34.685001373291016
2021-04-13,35.0099983215332
2021-04-14,34.959999084472656
2021-04-15,35.060001373291016
2021-04-16,35.15999984741211
2021-04-19,34.83000183105469
2021-04-20,33.869998931884766
2021-04-21,34.349998474121094
2021-04-22,34.43000030517578
2021-04-23,35.029998779296875
2021-04-26,35.400001525878906
2021-04-27,35.529998779296875
2021-04-28,35.88999938964844
2021-04-29,35.400001525878906
2021-04-30,34.63999938964844
2021-05-03,34.444000244140625
2021-05-04,33.720001220703125
2021-05-05,33.4900016784668
2021-05-06,33.130001068115234
2021-05-07,33.72999954223633
2021-05-10,32.9370002746582
2021-05-11,32.939998626708984
2021-05-12,31.739999771118164
2021-05-13,31.299999237060547
2021-05-14,32.349998474121094
