,ESQ
2018-07-31,25.540000915527344
2018-08-01,25.75
2018-08-02,25.610000610351562
2018-08-03,25.25
2018-08-06,25.489999771118164
2018-08-07,25.530000686645508
2018-08-08,25.450000762939453
2018-08-09,25.559999465942383
2018-08-10,24.360000610351562
2018-08-13,25.059999465942383
2018-08-14,24.84000015258789
2018-08-15,24.350000381469727
2018-08-16,25.030000686645508
2018-08-17,25.219999313354492
2018-08-20,25.1299991607666
2018-08-21,25.270000457763672
2018-08-22,25.450000762939453
2018-08-23,25.700000762939453
2018-08-24,26.25
2018-08-27,25.459999084472656
2018-08-28,25.360000610351562
2018-08-29,25.18000030517578
2018-08-30,25.350000381469727
2018-08-31,26.0
2018-09-04,25.959999084472656
2018-09-05,25.450000762939453
2018-09-06,25.389999389648438
2018-09-07,25.5
2018-09-10,25.469999313354492
2018-09-11,25.5
2018-09-12,25.309999465942383
2018-09-13,25.719999313354492
2018-09-14,25.479999542236328
2018-09-17,25.5
2018-09-18,25.489999771118164
2018-09-19,25.43000030517578
2018-09-20,25.5
2018-09-21,24.709999084472656
2018-09-24,24.479999542236328
2018-09-25,25.139999389648438
2018-09-26,25.079999923706055
2018-09-27,25.079999923706055
2018-09-28,24.959999084472656
2018-10-01,24.59000015258789
2018-10-02,24.149999618530273
2018-10-03,23.84000015258789
2018-10-04,23.540000915527344
2018-10-05,23.5
2018-10-08,23.850000381469727
2018-10-09,24.34000015258789
2018-10-10,24.229999542236328
2018-10-11,24.3700008392334
2018-10-12,24.479999542236328
2018-10-15,24.040000915527344
2018-10-16,24.700000762939453
2018-10-17,24.3799991607666
2018-10-18,23.790000915527344
2018-10-19,23.31999969482422
2018-10-22,22.799999237060547
2018-10-23,23.049999237060547
2018-10-24,23.149999618530273
2018-10-25,23.229999542236328
2018-10-26,24.15999984741211
2018-10-29,23.8799991607666
2018-10-30,24.040000915527344
2018-10-31,23.979999542236328
2018-11-01,24.18000030517578
2018-11-02,24.040000915527344
2018-11-05,23.790000915527344
2018-11-06,23.549999237060547
2018-11-07,24.020000457763672
2018-11-08,24.809999465942383
2018-11-09,25.049999237060547
2018-11-12,25.0
2018-11-13,25.459999084472656
2018-11-14,25.610000610351562
2018-11-15,25.200000762939453
2018-11-16,24.889999389648438
2018-11-19,24.510000228881836
2018-11-20,24.5
2018-11-21,25.489999771118164
2018-11-23,25.75
2018-11-26,25.40999984741211
2018-11-27,25.350000381469727
2018-11-28,25.389999389648438
2018-11-29,25.5
2018-11-30,25.079999923706055
2018-12-03,24.989999771118164
2018-12-04,24.809999465942383
2018-12-06,23.860000610351562
2018-12-07,24.290000915527344
2018-12-10,24.899999618530273
2018-12-11,24.100000381469727
2018-12-12,24.100000381469727
2018-12-13,23.90999984741211
2018-12-14,23.3700008392334
2018-12-17,21.59000015258789
2018-12-18,21.520000457763672
2018-12-19,20.799999237060547
2018-12-20,19.479999542236328
2018-12-21,18.489999771118164
2018-12-24,18.450000762939453
2018-12-26,19.739999771118164
2018-12-27,20.110000610351562
2018-12-28,21.510000228881836
2018-12-31,21.700000762939453
2019-01-02,21.0
2019-01-03,21.0
2019-01-04,21.309999465942383
2019-01-07,21.5
2019-01-08,22.149999618530273
2019-01-09,21.899999618530273
2019-01-10,21.729999542236328
2019-01-11,22.100000381469727
2019-01-14,21.850000381469727
2019-01-15,21.899999618530273
2019-01-16,22.350000381469727
2019-01-17,22.600000381469727
2019-01-18,22.389999389648438
2019-01-22,22.834999084472656
2019-01-23,22.700000762939453
2019-01-24,22.350000381469727
2019-01-25,21.959999084472656
2019-01-28,21.65999984741211
2019-01-29,21.280000686645508
2019-01-30,22.139999389648438
2019-01-31,21.729999542236328
2019-02-01,22.0
2019-02-04,22.010000228881836
2019-02-05,22.09000015258789
2019-02-06,22.25
2019-02-07,23.149999618530273
2019-02-08,24.709999084472656
2019-02-11,24.479999542236328
2019-02-12,24.5
2019-02-13,24.309999465942383
2019-02-14,23.649999618530273
2019-02-15,23.899999618530273
2019-02-19,23.450000762939453
2019-02-20,23.75
2019-02-21,23.8799991607666
2019-02-22,24.0
2019-02-25,23.40999984741211
2019-02-26,23.450000762939453
2019-02-27,23.40999984741211
2019-02-28,22.809999465942383
2019-03-01,22.899999618530273
2019-03-04,22.940000534057617
2019-03-05,22.610000610351562
2019-03-06,22.420000076293945
2019-03-07,22.030000686645508
2019-03-08,21.3700008392334
2019-03-11,21.739999771118164
2019-03-12,21.5
2019-03-13,21.290000915527344
2019-03-14,21.389999389648438
2019-03-15,21.850000381469727
2019-03-18,21.809999465942383
2019-03-19,21.65999984741211
2019-03-20,21.760000228881836
2019-03-21,21.899999618530273
2019-03-22,21.5
2019-03-25,21.5
2019-03-26,21.899999618530273
2019-03-27,21.520000457763672
2019-03-28,22.5
2019-03-29,22.760000228881836
2019-04-01,22.899999618530273
2019-04-02,22.299999237060547
2019-04-03,22.299999237060547
2019-04-04,22.40999984741211
2019-04-05,22.0
2019-04-08,22.799999237060547
2019-04-09,22.600000381469727
2019-04-10,22.700000762939453
2019-04-11,22.3700008392334
2019-04-12,22.649999618530273
2019-04-15,22.389999389648438
2019-04-16,22.65999984741211
2019-04-17,22.559999465942383
2019-04-18,22.899999618530273
2019-04-22,22.309999465942383
2019-04-23,22.389999389648438
2019-04-24,22.34000015258789
2019-04-25,23.0
2019-04-26,23.690000534057617
2019-04-29,24.979999542236328
2019-04-30,25.139999389648438
2019-05-01,24.639999389648438
2019-05-02,25.139999389648438
2019-05-03,25.149999618530273
2019-05-06,24.799999237060547
2019-05-07,24.31999969482422
2019-05-08,23.850000381469727
2019-05-09,22.709999084472656
2019-05-10,23.860000610351562
2019-05-13,24.0
2019-05-14,23.670000076293945
2019-05-15,23.399999618530273
2019-05-16,22.75
2019-05-17,23.010000228881836
2019-05-20,23.200000762939453
2019-05-21,23.200000762939453
2019-05-22,23.049999237060547
2019-05-23,22.90999984741211
2019-05-24,22.80500030517578
2019-05-28,22.520000457763672
2019-05-29,22.600000381469727
2019-05-30,22.799999237060547
2019-05-31,22.799999237060547
2019-06-03,23.0
2019-06-04,23.25
2019-06-05,24.309999465942383
2019-06-06,24.5
2019-06-07,24.614999771118164
2019-06-10,24.829999923706055
2019-06-11,24.899999618530273
2019-06-12,24.739999771118164
2019-06-13,24.940000534057617
2019-06-14,24.649999618530273
2019-06-17,24.790000915527344
2019-06-18,24.25
2019-06-19,24.09000015258789
2019-06-20,24.260000228881836
2019-06-21,24.639999389648438
2019-06-24,24.3700008392334
2019-06-25,24.520000457763672
2019-06-26,24.75
2019-06-27,24.850000381469727
2019-06-28,25.149999618530273
2019-07-01,24.700000762939453
2019-07-02,24.299999237060547
2019-07-03,24.270000457763672
2019-07-05,24.350000381469727
2019-07-08,24.5
2019-07-09,24.670000076293945
2019-07-10,24.610000610351562
2019-07-11,24.56999969482422
2019-07-12,24.299999237060547
2019-07-15,24.31999969482422
2019-07-16,24.579999923706055
2019-07-17,23.690000534057617
2019-07-18,24.219999313354492
2019-07-19,23.899999618530273
2019-07-22,23.799999237060547
2019-07-23,23.889999389648438
2019-07-24,24.100000381469727
2019-07-25,24.0
2019-07-26,24.940000534057617
2019-07-29,24.739999771118164
2019-07-30,25.84000015258789
2019-07-31,25.649999618530273
2019-08-01,25.18000030517578
2019-08-02,24.020000457763672
2019-08-05,22.899999618530273
2019-08-06,23.989999771118164
2019-08-07,23.90999984741211
2019-08-08,24.299999237060547
2019-08-09,22.959999084472656
2019-08-12,22.920000076293945
2019-08-13,23.389999389648438
2019-08-14,22.520000457763672
2019-08-15,22.610000610351562
2019-08-16,24.440000534057617
2019-08-19,23.049999237060547
2019-08-20,23.850000381469727
2019-08-21,23.75
2019-08-22,24.0
2019-08-23,22.950000762939453
2019-08-26,23.760000228881836
2019-08-27,23.100000381469727
2019-08-28,23.40999984741211
2019-08-29,23.530000686645508
2019-08-30,23.5
2019-09-03,22.729999542236328
2019-09-04,22.639999389648438
2019-09-05,22.5
2019-09-06,22.40999984741211
2019-09-09,24.18000030517578
2019-09-10,24.0
2019-09-11,23.6299991607666
2019-09-12,24.040000915527344
2019-09-13,23.979999542236328
2019-09-16,23.760000228881836
2019-09-17,23.65999984741211
2019-09-18,23.850000381469727
2019-09-19,23.75
2019-09-20,24.0
2019-09-23,23.850000381469727
2019-09-24,23.399999618530273
2019-09-25,23.90999984741211
2019-09-26,24.149999618530273
2019-09-27,24.479999542236328
2019-09-30,24.799999237060547
2019-10-01,23.90999984741211
2019-10-02,23.690000534057617
2019-10-03,24.25
2019-10-04,24.549999237060547
2019-10-07,24.559999465942383
2019-10-08,24.299999237060547
2019-10-09,24.190000534057617
2019-10-10,23.829999923706055
2019-10-11,24.049999237060547
2019-10-14,23.65999984741211
2019-10-15,23.549999237060547
2019-10-16,23.549999237060547
2019-10-17,23.43000030517578
2019-10-18,22.600000381469727
2019-10-21,23.09000015258789
2019-10-22,23.0
2019-10-23,23.25
2019-10-24,22.889999389648438
2019-10-25,24.170000076293945
2019-10-28,23.969999313354492
2019-10-29,24.299999237060547
2019-10-30,24.360000610351562
2019-10-31,24.299999237060547
2019-11-01,24.700000762939453
2019-11-04,24.100000381469727
2019-11-05,24.3700008392334
2019-11-06,24.0
2019-11-07,24.389999389648438
2019-11-08,24.489999771118164
2019-11-11,24.600000381469727
2019-11-12,24.280000686645508
2019-11-13,24.079999923706055
2019-11-14,23.799999237060547
2019-11-15,24.110000610351562
2019-11-18,24.450000762939453
2019-11-19,24.649999618530273
2019-11-20,24.3700008392334
2019-11-21,24.239999771118164
2019-11-22,24.31999969482422
2019-11-25,24.360000610351562
2019-11-26,24.100000381469727
2019-11-27,23.969999313354492
2019-11-29,23.940000534057617
2019-12-02,23.969999313354492
2019-12-03,23.979999542236328
2019-12-04,23.920000076293945
2019-12-05,23.979999542236328
2019-12-06,25.100000381469727
2019-12-09,24.93000030517578
2019-12-10,25.649999618530273
2019-12-11,25.0
2019-12-12,25.0
2019-12-13,25.1299991607666
2019-12-16,24.799999237060547
2019-12-17,24.84000015258789
2019-12-18,24.93000030517578
2019-12-19,25.5
2019-12-20,26.549999237060547
2019-12-23,26.09000015258789
2019-12-24,26.200000762939453
2019-12-26,26.190000534057617
2019-12-27,26.700000762939453
2019-12-30,26.399999618530273
2019-12-31,26.06999969482422
2020-01-02,25.959999084472656
2020-01-03,25.40999984741211
2020-01-06,25.200000762939453
2020-01-07,24.860000610351562
2020-01-08,25.270000457763672
2020-01-09,25.600000381469727
2020-01-10,25.719999313354492
2020-01-13,25.760000228881836
2020-01-14,24.350000381469727
2020-01-15,24.510000228881836
2020-01-16,24.8700008392334
2020-01-17,24.760000228881836
2020-01-21,24.809999465942383
2020-01-22,24.614999771118164
2020-01-23,23.81999969482422
2020-01-24,23.700000762939453
2020-01-27,23.260000228881836
2020-01-28,23.579999923706055
2020-01-29,23.56999969482422
2020-01-30,23.469999313354492
2020-01-31,22.75
2020-02-03,24.299999237060547
2020-02-04,24.040000915527344
2020-02-05,24.31999969482422
2020-02-06,23.799999237060547
2020-02-07,24.110000610351562
2020-02-10,24.139999389648438
2020-02-11,24.010000228881836
2020-02-12,24.0
2020-02-13,24.18000030517578
2020-02-14,24.1200008392334
2020-02-18,23.969999313354492
2020-02-19,23.239999771118164
2020-02-20,23.799999237060547
2020-02-21,24.049999237060547
2020-02-24,23.8799991607666
2020-02-25,22.799999237060547
2020-02-26,23.184999465942383
2020-02-27,23.219999313354492
2020-02-28,22.90999984741211
2020-03-02,22.760000228881836
2020-03-03,21.610000610351562
2020-03-04,22.290000915527344
2020-03-05,22.0
2020-03-06,22.1299991607666
2020-03-09,20.290000915527344
2020-03-10,20.799999237060547
2020-03-11,19.389999389648438
2020-03-12,18.809999465942383
2020-03-13,17.510000228881836
2020-03-16,15.010000228881836
2020-03-17,19.459999084472656
2020-03-18,14.670000076293945
2020-03-19,16.770000457763672
2020-03-20,15.0
2020-03-23,12.5600004196167
2020-03-24,14.8100004196167
2020-03-25,14.819999694824219
2020-03-26,16.0
2020-03-27,14.699999809265137
2020-03-30,15.180000305175781
2020-03-31,15.050000190734863
2020-04-01,14.75
2020-04-02,14.720000267028809
2020-04-03,13.100000381469727
2020-04-06,14.6899995803833
2020-04-07,13.710000038146973
2020-04-08,14.289999961853027
2020-04-09,15.0
2020-04-13,14.010000228881836
2020-04-14,14.210000038146973
2020-04-15,13.6899995803833
2020-04-16,14.210000038146973
2020-04-17,14.529999732971191
2020-04-20,15.40999984741211
2020-04-21,15.329999923706055
2020-04-22,15.289999961853027
2020-04-23,14.760000228881836
2020-04-24,14.989999771118164
2020-04-27,15.430000305175781
2020-04-28,16.0
2020-04-29,16.649999618530273
2020-04-30,16.420000076293945
2020-05-01,16.6299991607666
2020-05-04,16.690000534057617
2020-05-05,16.010000228881836
2020-05-06,15.75
2020-05-07,15.579999923706055
2020-05-08,16.28499984741211
2020-05-11,16.59000015258789
2020-05-12,14.25
2020-05-13,13.0600004196167
2020-05-14,11.699999809265137
2020-05-15,14.390000343322754
2020-05-18,15.489999771118164
2020-05-19,15.350000381469727
2020-05-20,16.0
2020-05-21,15.899999618530273
2020-05-22,16.84000015258789
2020-05-26,16.799999237060547
2020-05-27,17.010000228881836
2020-05-28,16.8799991607666
2020-05-29,17.1299991607666
2020-06-01,17.0
2020-06-02,16.43000030517578
2020-06-03,17.0
2020-06-04,16.950000762939453
2020-06-05,18.40999984741211
2020-06-08,18.5
2020-06-09,19.239999771118164
2020-06-10,18.15999984741211
2020-06-11,15.930000305175781
2020-06-12,16.399999618530273
2020-06-15,16.65999984741211
2020-06-16,17.40999984741211
2020-06-17,16.0
2020-06-18,16.5
2020-06-19,16.6299991607666
2020-06-22,16.459999084472656
2020-06-23,16.229999542236328
2020-06-24,16.280000686645508
2020-06-25,16.75
2020-06-26,16.309999465942383
2020-06-29,16.809999465942383
2020-06-30,16.899999618530273
2020-07-01,16.649999618530273
2020-07-02,16.299999237060547
2020-07-06,15.75
2020-07-07,15.5
2020-07-08,15.170000076293945
2020-07-09,14.34000015258789
2020-07-10,15.699999809265137
2020-07-13,14.75
2020-07-14,15.229999542236328
2020-07-15,15.65999984741211
2020-07-16,15.609999656677246
2020-07-17,14.829999923706055
2020-07-20,15.569999694824219
2020-07-21,15.710000038146973
2020-07-22,15.609999656677246
2020-07-23,16.239999771118164
2020-07-24,15.5
2020-07-27,16.0
2020-07-28,15.649999618530273
2020-07-29,15.729999542236328
2020-07-30,15.630000114440918
2020-07-31,15.550000190734863
2020-08-03,15.920000076293945
2020-08-04,16.190000534057617
2020-08-05,16.200000762939453
2020-08-06,16.239999771118164
2020-08-07,16.6299991607666
2020-08-10,16.899999618530273
2020-08-11,17.059999465942383
2020-08-12,16.950000762939453
2020-08-13,17.190000534057617
2020-08-14,17.270000457763672
2020-08-17,17.049999237060547
2020-08-18,17.15999984741211
2020-08-19,17.450000762939453
2020-08-20,16.850000381469727
2020-08-21,16.809999465942383
2020-08-24,16.329999923706055
2020-08-25,16.799999237060547
2020-08-26,16.260000228881836
2020-08-27,16.709999084472656
2020-08-28,16.940000534057617
2020-08-31,16.5
2020-09-01,16.489999771118164
2020-09-02,16.520000457763672
2020-09-03,16.360000610351562
2020-09-04,16.299999237060547
2020-09-08,16.420000076293945
2020-09-09,16.31999969482422
2020-09-10,15.989999771118164
2020-09-11,15.930000305175781
2020-09-14,16.170000076293945
2020-09-15,15.979999542236328
2020-09-16,16.030000686645508
2020-09-17,15.979999542236328
2020-09-18,15.9399995803833
2020-09-21,15.569999694824219
2020-09-22,15.470000267028809
2020-09-23,14.539999961853027
2020-09-24,14.649999618530273
2020-09-25,14.329999923706055
2020-09-28,14.460000038146973
2020-09-29,14.569999694824219
2020-09-30,15.0
2020-10-01,15.470000267028809
2020-10-02,15.430000305175781
2020-10-05,15.510000228881836
2020-10-06,15.8100004196167
2020-10-07,16.549999237060547
2020-10-08,17.690000534057617
2020-10-09,16.700000762939453
2020-10-12,17.31999969482422
2020-10-13,15.819999694824219
2020-10-14,16.639999389648438
2020-10-15,16.959999084472656
2020-10-16,16.510000228881836
2020-10-19,16.079999923706055
2020-10-20,16.770000457763672
2020-10-21,17.399999618530273
2020-10-22,16.829999923706055
2020-10-23,17.709999084472656
2020-10-26,17.1299991607666
2020-10-27,16.700000762939453
2020-10-28,15.460000038146973
2020-10-29,15.899999618530273
2020-10-30,15.59000015258789
2020-11-02,16.799999237060547
2020-11-03,17.59000015258789
2020-11-04,16.479999542236328
2020-11-05,16.149999618530273
2020-11-06,16.200000762939453
2020-11-09,17.6200008392334
2020-11-10,19.0
2020-11-11,18.389999389648438
2020-11-12,17.09000015258789
2020-11-13,17.18000030517578
2020-11-16,18.299999237060547
2020-11-17,18.049999237060547
2020-11-18,17.81999969482422
2020-11-19,18.639999389648438
2020-11-20,18.329999923706055
2020-11-23,17.65999984741211
2020-11-24,18.600000381469727
2020-11-25,18.309999465942383
2020-11-27,18.299999237060547
2020-11-30,18.700000762939453
2020-12-01,18.190000534057617
2020-12-02,18.600000381469727
2020-12-03,18.489999771118164
2020-12-04,18.3700008392334
2020-12-07,17.899999618530273
2020-12-08,19.020000457763672
2020-12-09,19.850000381469727
2020-12-10,19.809999465942383
2020-12-11,19.989999771118164
2020-12-14,19.889999389648438
2020-12-15,21.100000381469727
2020-12-16,20.850000381469727
2020-12-17,20.829999923706055
2020-12-18,20.75
2020-12-21,19.700000762939453
2020-12-22,19.479999542236328
2020-12-23,19.850000381469727
2020-12-24,19.25
2020-12-28,19.149999618530273
2020-12-29,19.3700008392334
2020-12-30,19.40999984741211
2020-12-31,19.190000534057617
2021-01-04,18.700000762939453
2021-01-05,19.200000762939453
2021-01-06,20.739999771118164
2021-01-07,21.059999465942383
2021-01-08,21.8700008392334
2021-01-11,21.729999542236328
2021-01-12,22.049999237060547
2021-01-13,21.299999237060547
2021-01-14,20.959999084472656
2021-01-15,22.5
2021-01-19,22.65999984741211
2021-01-20,23.350000381469727
2021-01-21,23.600000381469727
2021-01-22,25.100000381469727
2021-01-25,24.540000915527344
2021-01-26,25.0
2021-01-27,23.540000915527344
2021-01-28,22.309999465942383
2021-01-29,22.079999923706055
2021-02-01,21.760000228881836
2021-02-02,22.06999969482422
2021-02-03,21.559999465942383
2021-02-04,21.950000762939453
2021-02-05,22.899999618530273
2021-02-08,23.110000610351562
2021-02-09,22.8700008392334
2021-02-10,22.610000610351562
2021-02-11,23.110000610351562
2021-02-12,22.979999542236328
2021-02-16,23.399999618530273
2021-02-17,23.010000228881836
2021-02-18,22.350000381469727
2021-02-19,22.450000762939453
2021-02-22,22.709999084472656
2021-02-23,22.350000381469727
2021-02-24,22.760000228881836
2021-02-25,22.25
2021-02-26,22.31999969482422
2021-03-01,22.774999618530273
2021-03-02,22.540000915527344
2021-03-03,23.309999465942383
2021-03-04,24.149999618530273
2021-03-05,25.549999237060547
2021-03-08,25.100000381469727
2021-03-09,25.950000762939453
2021-03-10,26.0
2021-03-11,25.649999618530273
2021-03-12,25.700000762939453
2021-03-15,24.690000534057617
2021-03-16,24.09000015258789
2021-03-17,23.920000076293945
2021-03-18,24.020000457763672
2021-03-19,24.100000381469727
2021-03-22,23.450000762939453
2021-03-23,23.360000610351562
2021-03-24,22.850000381469727
2021-03-25,23.440000534057617
2021-03-26,23.010000228881836
2021-03-29,22.950000762939453
2021-03-30,22.850000381469727
2021-03-31,22.809999465942383
2021-04-01,23.34000015258789
2021-04-05,23.0
2021-04-06,22.969999313354492
2021-04-07,22.860000610351562
2021-04-08,23.18000030517578
2021-04-09,22.989999771118164
2021-04-12,22.829999923706055
2021-04-13,22.829999923706055
2021-04-14,22.8799991607666
2021-04-15,23.1200008392334
2021-04-16,23.8700008392334
2021-04-19,22.81999969482422
2021-04-20,22.899999618530273
2021-04-21,22.809999465942383
2021-04-22,23.0
2021-04-23,23.110000610351562
2021-04-26,23.479999542236328
2021-04-27,23.0
2021-04-28,22.90999984741211
2021-04-29,23.040000915527344
2021-04-30,22.950000762939453
