,FFNW
2008-05-06,10.029999732971191
2008-05-07,10.34000015258789
2008-05-08,10.220000267028809
2008-05-09,10.199999809265137
2008-05-12,10.289999961853027
2008-05-13,10.449999809265137
2008-05-14,10.550000190734863
2008-05-15,10.550000190734863
2008-05-16,10.489999771118164
2008-05-19,10.550000190734863
2008-05-20,10.510000228881836
2008-05-21,10.550000190734863
2008-05-22,10.520000457763672
2008-05-23,10.5
2008-05-27,10.569999694824219
2008-05-28,10.529999732971191
2008-05-29,10.40999984741211
2008-05-30,10.319999694824219
2008-06-02,10.319999694824219
2008-06-03,10.5
2008-06-04,10.470000267028809
2008-06-05,10.3100004196167
2008-06-06,10.359999656677246
2008-06-09,10.079999923706055
2008-06-10,10.369999885559082
2008-06-11,10.270000457763672
2008-06-12,10.229999542236328
2008-06-13,10.350000381469727
2008-06-16,10.300000190734863
2008-06-17,10.390000343322754
2008-06-18,10.100000381469727
2008-06-19,10.069999694824219
2008-06-20,10.100000381469727
2008-06-23,9.960000038146973
2008-06-24,9.989999771118164
2008-06-25,10.0
2008-06-26,9.930000305175781
2008-06-27,10.220000267028809
2008-06-30,9.930000305175781
2008-07-01,9.819999694824219
2008-07-02,9.600000381469727
2008-07-03,9.779999732971191
2008-07-07,9.729999542236328
2008-07-08,10.069999694824219
2008-07-09,9.75
2008-07-10,9.949999809265137
2008-07-11,10.050000190734863
2008-07-14,9.699999809265137
2008-07-15,9.5
2008-07-16,9.770000457763672
2008-07-17,10.039999961853027
2008-07-18,9.880000114440918
2008-07-21,9.920000076293945
2008-07-22,9.920000076293945
2008-07-23,9.970000267028809
2008-07-24,9.890000343322754
2008-07-25,9.899999618530273
2008-07-28,9.699999809265137
2008-07-29,9.960000038146973
2008-07-30,9.989999771118164
2008-07-31,9.899999618530273
2008-08-01,9.800000190734863
2008-08-04,9.630000114440918
2008-08-05,9.800000190734863
2008-08-06,9.739999771118164
2008-08-07,9.729999542236328
2008-08-08,9.789999961853027
2008-08-11,9.789999961853027
2008-08-12,9.720000267028809
2008-08-13,9.930000305175781
2008-08-14,10.039999961853027
2008-08-15,9.989999771118164
2008-08-18,10.039999961853027
2008-08-19,9.890000343322754
2008-08-20,9.979999542236328
2008-08-21,9.979999542236328
2008-08-22,10.079999923706055
2008-08-25,9.989999771118164
2008-08-26,9.979999542236328
2008-08-27,10.079999923706055
2008-08-28,10.229999542236328
2008-08-29,10.170000076293945
2008-09-02,10.149999618530273
2008-09-03,10.40999984741211
2008-09-04,10.420000076293945
2008-09-05,10.449999809265137
2008-09-08,10.869999885559082
2008-09-09,10.729999542236328
2008-09-10,10.800000190734863
2008-09-11,10.779999732971191
2008-09-12,10.720000267028809
2008-09-15,10.350000381469727
2008-09-16,10.399999618530273
2008-09-17,10.329999923706055
2008-09-18,10.5
2008-09-19,10.75
2008-09-22,10.390000343322754
2008-09-23,10.390000343322754
2008-09-24,10.140000343322754
2008-09-25,10.300000190734863
2008-09-26,10.479999542236328
2008-09-29,9.779999732971191
2008-09-30,10.319999694824219
2008-10-01,10.369999885559082
2008-10-02,10.15999984741211
2008-10-03,9.630000114440918
2008-10-06,9.970000267028809
2008-10-07,9.109999656677246
2008-10-08,9.329999923706055
2008-10-09,8.130000114440918
2008-10-10,9.829999923706055
2008-10-13,9.800000190734863
2008-10-14,9.619999885559082
2008-10-15,8.989999771118164
2008-10-16,9.569999694824219
2008-10-17,9.100000381469727
2008-10-20,9.4399995803833
2008-10-21,9.079999923706055
2008-10-22,8.920000076293945
2008-10-23,8.550000190734863
2008-10-24,7.920000076293945
2008-10-27,7.059999942779541
2008-10-28,7.809999942779541
2008-10-29,7.28000020980835
2008-10-30,7.170000076293945
2008-10-31,8.170000076293945
2008-11-03,8.479999542236328
2008-11-04,8.369999885559082
2008-11-05,8.1899995803833
2008-11-06,8.050000190734863
2008-11-07,7.980000019073486
2008-11-10,8.170000076293945
2008-11-11,8.180000305175781
2008-11-12,7.980000019073486
2008-11-13,8.460000038146973
2008-11-14,8.220000267028809
2008-11-17,8.479999542236328
2008-11-18,8.5
2008-11-19,8.170000076293945
2008-11-20,7.900000095367432
2008-11-21,8.390000343322754
2008-11-24,8.539999961853027
2008-11-25,8.640000343322754
2008-11-26,8.850000381469727
2008-11-28,9.029999732971191
2008-12-01,8.25
2008-12-02,8.800000190734863
2008-12-03,8.6899995803833
2008-12-04,8.449999809265137
2008-12-05,8.75
2008-12-08,9.050000190734863
2008-12-09,8.880000114440918
2008-12-10,8.819999694824219
2008-12-11,8.5
2008-12-12,8.949999809265137
2008-12-15,8.800000190734863
2008-12-16,9.489999771118164
2008-12-17,9.399999618530273
2008-12-18,9.449999809265137
2008-12-19,9.5
2008-12-22,9.300000190734863
2008-12-23,9.0600004196167
2008-12-24,9.180000305175781
2008-12-26,9.09000015258789
2008-12-29,9.050000190734863
2008-12-30,9.140000343322754
2008-12-31,9.34000015258789
2009-01-02,9.390000343322754
2009-01-05,9.479999542236328
2009-01-06,9.470000267028809
2009-01-07,9.3100004196167
2009-01-08,9.470000267028809
2009-01-09,8.800000190734863
2009-01-12,8.710000038146973
2009-01-13,8.920000076293945
2009-01-14,8.850000381469727
2009-01-15,8.739999771118164
2009-01-16,8.680000305175781
2009-01-20,7.949999809265137
2009-01-21,8.350000381469727
2009-01-22,8.329999923706055
2009-01-23,8.430000305175781
2009-01-26,8.84000015258789
2009-01-27,8.90999984741211
2009-01-28,9.25
2009-01-29,9.0
2009-01-30,8.65999984741211
2009-02-02,8.649999618530273
2009-02-03,8.5
2009-02-04,8.079999923706055
2009-02-05,8.140000343322754
2009-02-06,8.210000038146973
2009-02-09,8.59000015258789
2009-02-10,8.09000015258789
2009-02-11,8.199999809265137
2009-02-12,8.0
2009-02-13,7.880000114440918
2009-02-17,7.730000019073486
2009-02-18,7.599999904632568
2009-02-19,7.5
2009-02-20,7.46999979019165
2009-02-23,7.079999923706055
2009-02-24,7.599999904632568
2009-02-25,7.53000020980835
2009-02-26,7.070000171661377
2009-02-27,7.369999885559082
2009-03-02,7.199999809265137
2009-03-03,7.099999904632568
2009-03-04,7.420000076293945
2009-03-05,7.0
2009-03-06,7.110000133514404
2009-03-09,6.840000152587891
2009-03-10,7.269999980926514
2009-03-11,7.210000038146973
2009-03-12,8.050000190734863
2009-03-13,8.09000015258789
2009-03-16,8.109999656677246
2009-03-17,8.569999694824219
2009-03-18,9.039999961853027
2009-03-19,8.350000381469727
2009-03-20,8.289999961853027
2009-03-23,8.720000267028809
2009-03-24,8.510000228881836
2009-03-25,8.449999809265137
2009-03-26,8.510000228881836
2009-03-27,8.029999732971191
2009-03-30,7.960000038146973
2009-03-31,8.34000015258789
2009-04-01,8.289999961853027
2009-04-02,8.59000015258789
2009-04-03,8.510000228881836
2009-04-06,8.279999732971191
2009-04-07,8.359999656677246
2009-04-08,8.529999732971191
2009-04-09,8.770000457763672
2009-04-13,8.90999984741211
2009-04-14,8.770000457763672
2009-04-15,8.890000343322754
2009-04-16,8.770000457763672
2009-04-17,8.6899995803833
2009-04-20,8.210000038146973
2009-04-21,8.359999656677246
2009-04-22,8.239999771118164
2009-04-23,8.010000228881836
2009-04-24,8.239999771118164
2009-04-27,7.940000057220459
2009-04-28,8.210000038146973
2009-04-29,8.430000305175781
2009-04-30,8.069999694824219
2009-05-01,7.900000095367432
2009-05-04,7.949999809265137
2009-05-05,7.849999904632568
2009-05-06,8.039999961853027
2009-05-07,7.880000114440918
2009-05-08,8.069999694824219
2009-05-11,8.010000228881836
2009-05-12,7.960000038146973
2009-05-13,7.710000038146973
2009-05-14,7.920000076293945
2009-05-15,7.900000095367432
2009-05-18,8.15999984741211
2009-05-19,8.020000457763672
2009-05-20,8.109999656677246
2009-05-21,8.119999885559082
2009-05-22,8.220000267028809
2009-05-26,8.609999656677246
2009-05-27,8.300000190734863
2009-05-28,8.539999961853027
2009-05-29,8.789999961853027
2009-06-01,8.899999618530273
2009-06-02,9.0
2009-06-03,8.989999771118164
2009-06-04,8.949999809265137
2009-06-05,8.479999542236328
2009-06-08,8.479999542236328
2009-06-09,8.40999984741211
2009-06-10,8.180000305175781
2009-06-11,8.329999923706055
2009-06-12,8.420000076293945
2009-06-15,8.170000076293945
2009-06-16,8.140000343322754
2009-06-17,8.039999961853027
2009-06-18,8.0
2009-06-19,8.069999694824219
2009-06-22,7.789999961853027
2009-06-23,7.809999942779541
2009-06-24,7.699999809265137
2009-06-25,7.869999885559082
2009-06-26,8.039999961853027
2009-06-29,7.78000020980835
2009-06-30,7.820000171661377
2009-07-01,8.279999732971191
2009-07-02,8.170000076293945
2009-07-06,8.170000076293945
2009-07-07,7.860000133514404
2009-07-08,7.679999828338623
2009-07-09,7.5
2009-07-10,7.690000057220459
2009-07-13,7.949999809265137
2009-07-14,8.0600004196167
2009-07-15,8.550000190734863
2009-07-16,8.4399995803833
2009-07-17,8.390000343322754
2009-07-20,8.390000343322754
2009-07-21,8.119999885559082
2009-07-22,8.319999694824219
2009-07-23,8.399999618530273
2009-07-24,7.829999923706055
2009-07-27,7.829999923706055
2009-07-28,8.119999885559082
2009-07-29,8.020000457763672
2009-07-30,8.020000457763672
2009-07-31,7.760000228881836
2009-08-03,7.880000114440918
2009-08-04,7.820000171661377
2009-08-05,7.800000190734863
2009-08-06,7.670000076293945
2009-08-07,7.840000152587891
2009-08-10,7.679999828338623
2009-08-11,7.610000133514404
2009-08-12,7.800000190734863
2009-08-13,7.789999961853027
2009-08-14,7.739999771118164
2009-08-17,7.579999923706055
2009-08-18,7.480000019073486
2009-08-19,7.559999942779541
2009-08-20,7.650000095367432
2009-08-21,7.480000019073486
2009-08-24,7.389999866485596
2009-08-25,7.349999904632568
2009-08-26,7.429999828338623
2009-08-27,7.269999980926514
2009-08-28,7.300000190734863
2009-08-31,7.269999980926514
2009-09-01,6.949999809265137
2009-09-02,6.909999847412109
2009-09-03,6.980000019073486
2009-09-04,6.949999809265137
2009-09-08,6.880000114440918
2009-09-09,6.800000190734863
2009-09-10,6.78000020980835
2009-09-11,6.71999979019165
2009-09-14,6.760000228881836
2009-09-15,6.659999847412109
2009-09-16,6.570000171661377
2009-09-17,6.639999866485596
2009-09-18,6.590000152587891
2009-09-21,6.599999904632568
2009-09-22,6.46999979019165
2009-09-23,6.369999885559082
2009-09-24,5.989999771118164
2009-09-25,5.869999885559082
2009-09-28,5.989999771118164
2009-09-29,5.900000095367432
2009-09-30,5.829999923706055
2009-10-01,5.849999904632568
2009-10-02,5.690000057220459
2009-10-05,5.949999809265137
2009-10-06,6.019999980926514
2009-10-07,6.079999923706055
2009-10-08,6.079999923706055
2009-10-09,6.119999885559082
2009-10-12,6.150000095367432
2009-10-13,6.130000114440918
2009-10-14,6.289999961853027
2009-10-15,6.420000076293945
2009-10-16,6.449999809265137
2009-10-19,6.409999847412109
2009-10-20,6.46999979019165
2009-10-21,6.579999923706055
2009-10-22,6.340000152587891
2009-10-23,6.21999979019165
2009-10-26,6.099999904632568
2009-10-27,6.260000228881836
2009-10-28,6.050000190734863
2009-10-29,6.429999828338623
2009-10-30,5.920000076293945
2009-11-02,6.099999904632568
2009-11-03,5.909999847412109
2009-11-04,5.929999828338623
2009-11-05,5.920000076293945
2009-11-06,5.929999828338623
2009-11-09,6.420000076293945
2009-11-10,6.199999809265137
2009-11-11,6.320000171661377
2009-11-12,6.03000020980835
2009-11-13,6.050000190734863
2009-11-16,6.460000038146973
2009-11-17,6.659999847412109
2009-11-18,6.670000076293945
2009-11-19,6.570000171661377
2009-11-20,6.730000019073486
2009-11-23,6.940000057220459
2009-11-24,6.869999885559082
2009-11-25,6.900000095367432
2009-11-27,6.690000057220459
2009-11-30,6.860000133514404
2009-12-01,6.920000076293945
2009-12-02,6.980000019073486
2009-12-03,6.889999866485596
2009-12-04,7.059999942779541
2009-12-07,6.800000190734863
2009-12-08,6.619999885559082
2009-12-09,6.869999885559082
2009-12-10,6.650000095367432
2009-12-11,6.880000114440918
2009-12-14,6.880000114440918
2009-12-15,6.760000228881836
2009-12-16,6.710000038146973
2009-12-17,6.650000095367432
2009-12-18,6.53000020980835
2009-12-21,6.5
2009-12-22,6.489999771118164
2009-12-23,6.71999979019165
2009-12-24,6.730000019073486
2009-12-28,6.650000095367432
2009-12-29,6.590000152587891
2009-12-30,6.71999979019165
2009-12-31,6.550000190734863
2010-01-04,6.96999979019165
2010-01-05,6.809999942779541
2010-01-06,6.599999904632568
2010-01-07,6.820000171661377
2010-01-08,6.75
2010-01-11,6.619999885559082
2010-01-12,6.630000114440918
2010-01-13,6.599999904632568
2010-01-14,6.679999828338623
2010-01-15,6.369999885559082
2010-01-19,6.420000076293945
2010-01-20,6.809999942779541
2010-01-21,6.440000057220459
2010-01-22,6.340000152587891
2010-01-25,6.360000133514404
2010-01-26,6.510000228881836
2010-01-27,6.590000152587891
2010-01-28,6.130000114440918
2010-01-29,6.190000057220459
2010-02-01,6.099999904632568
2010-02-02,6.0
2010-02-03,5.900000095367432
2010-02-04,5.849999904632568
2010-02-05,5.980000019073486
2010-02-08,5.590000152587891
2010-02-09,5.679999828338623
2010-02-10,5.789999961853027
2010-02-11,5.869999885559082
2010-02-12,5.909999847412109
2010-02-16,6.03000020980835
2010-02-17,6.059999942779541
2010-02-18,6.28000020980835
2010-02-19,6.300000190734863
2010-02-22,6.300000190734863
2010-02-23,6.46999979019165
2010-02-24,6.539999961853027
2010-02-25,6.389999866485596
2010-02-26,6.539999961853027
2010-03-01,6.75
2010-03-02,6.739999771118164
2010-03-03,6.739999771118164
2010-03-04,6.940000057220459
2010-03-05,7.190000057220459
2010-03-08,7.21999979019165
2010-03-09,7.289999961853027
2010-03-10,7.460000038146973
2010-03-11,7.380000114440918
2010-03-12,7.239999771118164
2010-03-15,7.260000228881836
2010-03-16,7.409999847412109
2010-03-17,7.409999847412109
2010-03-18,7.329999923706055
2010-03-19,7.289999961853027
2010-03-22,7.260000228881836
2010-03-23,7.349999904632568
2010-03-24,7.119999885559082
2010-03-25,6.960000038146973
2010-03-26,6.960000038146973
2010-03-29,7.110000133514404
2010-03-30,7.190000057220459
2010-03-31,6.829999923706055
2010-04-01,6.630000114440918
2010-04-05,7.21999979019165
2010-04-06,6.989999771118164
2010-04-07,7.059999942779541
2010-04-08,7.190000057220459
2010-04-09,7.409999847412109
2010-04-12,7.420000076293945
2010-04-13,7.329999923706055
2010-04-14,7.539999961853027
2010-04-15,7.210000038146973
2010-04-16,7.300000190734863
2010-04-19,7.340000152587891
2010-04-20,7.5
2010-04-21,7.480000019073486
2010-04-22,7.46999979019165
2010-04-23,7.489999771118164
2010-04-26,7.639999866485596
2010-04-27,7.059999942779541
2010-04-28,6.670000076293945
2010-04-29,6.809999942779541
2010-04-30,6.449999809265137
2010-05-03,6.360000133514404
2010-05-04,6.019999980926514
2010-05-05,5.78000020980835
2010-05-06,5.25
2010-05-07,5.070000171661377
2010-05-10,5.480000019073486
2010-05-11,5.239999771118164
2010-05-12,5.730000019073486
2010-05-13,5.360000133514404
2010-05-14,5.190000057220459
2010-05-17,5.099999904632568
2010-05-18,5.25
2010-05-19,5.420000076293945
2010-05-20,5.159999847412109
2010-05-21,5.079999923706055
2010-05-24,5.03000020980835
2010-05-25,4.880000114440918
2010-05-26,4.960000038146973
2010-05-27,5.050000190734863
2010-05-28,4.809999942779541
2010-06-01,4.5
2010-06-02,4.840000152587891
2010-06-03,4.769999980926514
2010-06-04,4.289999961853027
2010-06-07,4.119999885559082
2010-06-08,4.039999961853027
2010-06-09,3.799999952316284
2010-06-10,4.130000114440918
2010-06-11,4.260000228881836
2010-06-14,4.070000171661377
2010-06-15,4.260000228881836
2010-06-16,4.21999979019165
2010-06-17,4.199999809265137
2010-06-18,4.230000019073486
2010-06-21,4.010000228881836
2010-06-22,4.090000152587891
2010-06-23,4.03000020980835
2010-06-24,3.880000114440918
2010-06-25,3.75
2010-06-28,3.859999895095825
2010-06-29,3.8399999141693115
2010-06-30,3.9600000381469727
2010-07-01,4.050000190734863
2010-07-02,3.930000066757202
2010-07-06,4.039999961853027
2010-07-07,3.930000066757202
2010-07-08,4.019999980926514
2010-07-09,4.039999961853027
2010-07-12,4.119999885559082
2010-07-13,4.269999980926514
2010-07-14,4.230000019073486
2010-07-15,4.119999885559082
2010-07-16,4.079999923706055
2010-07-19,4.039999961853027
2010-07-20,4.090000152587891
2010-07-21,4.039999961853027
2010-07-22,4.199999809265137
2010-07-23,4.400000095367432
2010-07-26,4.320000171661377
2010-07-27,4.420000076293945
2010-07-28,4.550000190734863
2010-07-29,4.659999847412109
2010-07-30,4.559999942779541
2010-08-02,4.650000095367432
2010-08-03,4.550000190734863
2010-08-04,4.5
2010-08-05,4.550000190734863
2010-08-06,4.46999979019165
2010-08-09,4.46999979019165
2010-08-10,4.480000019073486
2010-08-11,4.369999885559082
2010-08-12,4.300000190734863
2010-08-13,4.25
2010-08-16,4.260000228881836
2010-08-17,4.349999904632568
2010-08-18,4.289999961853027
2010-08-19,4.329999923706055
2010-08-20,4.199999809265137
2010-08-23,4.090000152587891
2010-08-24,4.019999980926514
2010-08-25,4.03000020980835
2010-08-26,4.050000190734863
2010-08-27,4.03000020980835
2010-08-30,3.950000047683716
2010-08-31,4.139999866485596
2010-09-01,4.150000095367432
2010-09-02,4.110000133514404
2010-09-03,4.110000133514404
2010-09-07,4.070000171661377
2010-09-08,4.050000190734863
2010-09-09,4.130000114440918
2010-09-10,4.090000152587891
2010-09-13,4.059999942779541
2010-09-14,4.050000190734863
2010-09-15,4.110000133514404
2010-09-16,4.0
2010-09-17,4.050000190734863
2010-09-20,4.0
2010-09-21,3.9700000286102295
2010-09-22,3.9000000953674316
2010-09-23,3.890000104904175
2010-09-24,4.150000095367432
2010-09-27,4.019999980926514
2010-09-28,4.050000190734863
2010-09-29,3.859999895095825
2010-09-30,3.9000000953674316
2010-10-01,4.059999942779541
2010-10-04,3.9800000190734863
2010-10-05,3.950000047683716
2010-10-06,3.9100000858306885
2010-10-07,4.090000152587891
2010-10-08,3.9100000858306885
2010-10-11,3.890000104904175
2010-10-12,3.859999895095825
2010-10-13,3.8499999046325684
2010-10-14,3.7699999809265137
2010-10-15,3.7300000190734863
2010-10-18,3.809999942779541
2010-10-19,3.759999990463257
2010-10-20,3.9000000953674316
2010-10-21,3.7899999618530273
2010-10-22,3.880000114440918
2010-10-25,3.890000104904175
2010-10-26,3.880000114440918
2010-10-27,3.8299999237060547
2010-10-28,3.8299999237060547
2010-10-29,3.819999933242798
2010-11-01,3.8299999237060547
2010-11-02,3.809999942779541
2010-11-03,3.7200000286102295
2010-11-04,3.740000009536743
2010-11-05,3.8299999237060547
2010-11-08,3.8399999141693115
2010-11-09,3.690000057220459
2010-11-10,3.549999952316284
2010-11-11,3.299999952316284
2010-11-12,3.4700000286102295
2010-11-15,3.549999952316284
2010-11-16,3.740000009536743
2010-11-17,3.5
2010-11-18,3.609999895095825
2010-11-19,3.509999990463257
2010-11-22,3.390000104904175
2010-11-23,3.4100000858306885
2010-11-24,3.4200000762939453
2010-11-26,3.4000000953674316
2010-11-29,3.4000000953674316
2010-11-30,3.25
2010-12-01,3.299999952316284
2010-12-02,3.319999933242798
2010-12-03,3.3499999046325684
2010-12-06,3.4000000953674316
2010-12-07,3.359999895095825
2010-12-08,3.5399999618530273
2010-12-09,3.5399999618530273
2010-12-10,3.640000104904175
2010-12-13,3.7200000286102295
2010-12-14,3.7100000381469727
2010-12-15,3.690000057220459
2010-12-16,3.740000009536743
2010-12-17,3.7200000286102295
2010-12-20,3.990000009536743
2010-12-21,4.0
2010-12-22,3.990000009536743
2010-12-23,3.990000009536743
2010-12-27,4.019999980926514
2010-12-28,4.03000020980835
2010-12-29,4.03000020980835
2010-12-30,4.0
2010-12-31,4.0
2011-01-03,4.0
2011-01-04,4.019999980926514
2011-01-05,4.170000076293945
2011-01-06,4.25
2011-01-07,4.25
2011-01-10,4.25
2011-01-11,4.260000228881836
2011-01-12,4.320000171661377
2011-01-13,4.28000020980835
2011-01-14,4.21999979019165
2011-01-18,4.099999904632568
2011-01-19,4.099999904632568
2011-01-20,4.090000152587891
2011-01-21,4.179999828338623
2011-01-24,4.099999904632568
2011-01-25,4.360000133514404
2011-01-26,4.440000057220459
2011-01-27,4.429999828338623
2011-01-28,4.409999847412109
2011-01-31,4.690000057220459
2011-02-01,4.940000057220459
2011-02-02,4.920000076293945
2011-02-03,5.099999904632568
2011-02-04,5.110000133514404
2011-02-07,5.389999866485596
2011-02-08,5.5
2011-02-09,5.420000076293945
2011-02-10,5.349999904632568
2011-02-11,5.349999904632568
2011-02-14,5.329999923706055
2011-02-15,5.289999961853027
2011-02-16,5.300000190734863
2011-02-17,5.25
2011-02-18,5.269999980926514
2011-02-22,5.880000114440918
2011-02-23,5.789999961853027
2011-02-24,5.849999904632568
2011-02-25,5.900000095367432
2011-02-28,5.96999979019165
2011-03-01,5.820000171661377
2011-03-02,5.820000171661377
2011-03-03,5.860000133514404
2011-03-04,5.820000171661377
2011-03-07,5.71999979019165
2011-03-08,5.739999771118164
2011-03-09,5.849999904632568
2011-03-10,5.760000228881836
2011-03-11,5.78000020980835
2011-03-14,5.71999979019165
2011-03-15,5.659999847412109
2011-03-16,5.590000152587891
2011-03-17,5.670000076293945
2011-03-18,5.659999847412109
2011-03-21,5.820000171661377
2011-03-22,5.659999847412109
2011-03-23,5.639999866485596
2011-03-24,5.730000019073486
2011-03-25,5.690000057220459
2011-03-28,5.619999885559082
2011-03-29,5.590000152587891
2011-03-30,5.590000152587891
2011-03-31,5.679999828338623
2011-04-01,5.949999809265137
2011-04-04,5.900000095367432
2011-04-05,5.800000190734863
2011-04-06,5.760000228881836
2011-04-07,5.760000228881836
2011-04-08,5.739999771118164
2011-04-11,5.789999961853027
2011-04-12,5.829999923706055
2011-04-13,5.869999885559082
2011-04-14,5.869999885559082
2011-04-15,5.78000020980835
2011-04-18,5.650000095367432
2011-04-19,5.630000114440918
2011-04-20,5.75
2011-04-21,6.010000228881836
2011-04-25,6.190000057220459
2011-04-26,6.25
2011-04-27,6.28000020980835
2011-04-28,6.230000019073486
2011-04-29,6.21999979019165
2011-05-02,6.25
2011-05-03,6.289999961853027
2011-05-04,6.300000190734863
2011-05-05,6.269999980926514
2011-05-06,6.170000076293945
2011-05-09,6.199999809265137
2011-05-10,6.210000038146973
2011-05-11,6.119999885559082
2011-05-12,6.150000095367432
2011-05-13,6.119999885559082
2011-05-16,6.110000133514404
2011-05-17,5.980000019073486
2011-05-18,5.949999809265137
2011-05-19,6.010000228881836
2011-05-20,5.849999904632568
2011-05-23,5.820000171661377
2011-05-24,5.590000152587891
2011-05-25,5.619999885559082
2011-05-26,5.71999979019165
2011-05-27,5.789999961853027
2011-05-31,5.820000171661377
2011-06-01,5.75
2011-06-02,5.869999885559082
2011-06-03,5.670000076293945
2011-06-06,5.71999979019165
2011-06-07,5.679999828338623
2011-06-08,5.610000133514404
2011-06-09,5.579999923706055
2011-06-10,5.409999847412109
2011-06-13,5.539999961853027
2011-06-14,5.489999771118164
2011-06-15,5.5
2011-06-16,5.409999847412109
2011-06-17,5.429999828338623
2011-06-20,5.409999847412109
2011-06-21,5.360000133514404
2011-06-22,5.230000019073486
2011-06-23,5.130000114440918
2011-06-24,5.119999885559082
2011-06-27,5.03000020980835
2011-06-28,4.940000057220459
2011-06-29,5.119999885559082
2011-06-30,5.079999923706055
2011-07-01,5.079999923706055
2011-07-05,4.949999809265137
2011-07-06,4.920000076293945
2011-07-07,4.909999847412109
2011-07-08,4.829999923706055
2011-07-11,4.840000152587891
2011-07-12,4.840000152587891
