,CYBR
2014-09-24,29.93000030517578
2014-09-25,31.389999389648438
2014-09-26,29.799999237060547
2014-09-29,27.389999389648438
2014-09-30,32.0099983215332
2014-10-01,29.6200008392334
2014-10-02,28.690000534057617
2014-10-03,30.3799991607666
2014-10-06,29.920000076293945
2014-10-07,29.350000381469727
2014-10-08,29.3799991607666
2014-10-09,28.200000762939453
2014-10-10,29.84000015258789
2014-10-13,31.25
2014-10-14,29.600000381469727
2014-10-15,28.760000228881836
2014-10-16,29.450000762939453
2014-10-17,30.290000915527344
2014-10-20,29.8799991607666
2014-10-21,29.479999542236328
2014-10-22,28.600000381469727
2014-10-23,29.209999084472656
2014-10-24,30.239999771118164
2014-10-27,35.08000183105469
2014-10-28,32.31999969482422
2014-10-29,34.90999984741211
2014-10-30,34.709999084472656
2014-10-31,35.279998779296875
2014-11-03,36.58000183105469
2014-11-04,36.529998779296875
2014-11-05,33.79999923706055
2014-11-06,33.029998779296875
2014-11-07,32.709999084472656
2014-11-10,34.880001068115234
2014-11-11,33.88999938964844
2014-11-12,33.70000076293945
2014-11-13,42.91999816894531
2014-11-14,44.369998931884766
2014-11-17,43.45000076293945
2014-11-18,42.66999816894531
2014-11-19,42.40999984741211
2014-11-20,42.63999938964844
2014-11-21,42.810001373291016
2014-11-24,47.0099983215332
2014-11-25,42.59000015258789
2014-11-26,43.15999984741211
2014-11-28,41.31999969482422
2014-12-01,39.040000915527344
2014-12-02,40.75
2014-12-03,43.02000045776367
2014-12-04,40.599998474121094
2014-12-05,41.099998474121094
2014-12-08,38.150001525878906
2014-12-09,40.90999984741211
2014-12-10,39.130001068115234
2014-12-11,37.849998474121094
2014-12-12,37.97999954223633
2014-12-15,37.439998626708984
2014-12-16,37.27000045776367
2014-12-17,38.619998931884766
2014-12-18,40.630001068115234
2014-12-19,41.95000076293945
2014-12-22,42.66999816894531
2014-12-23,41.0099983215332
2014-12-24,41.599998474121094
2014-12-26,41.83000183105469
2014-12-29,41.220001220703125
2014-12-30,39.849998474121094
2014-12-31,39.650001525878906
2015-01-02,38.880001068115234
2015-01-05,39.04999923706055
2015-01-06,37.150001525878906
2015-01-07,37.95000076293945
2015-01-08,38.54999923706055
2015-01-09,37.060001373291016
2015-01-12,38.369998931884766
2015-01-13,37.45000076293945
2015-01-14,37.75
2015-01-15,35.709999084472656
2015-01-16,36.650001525878906
2015-01-20,36.849998474121094
2015-01-21,36.224998474121094
2015-01-22,36.119998931884766
2015-01-23,36.9900016784668
2015-01-26,36.060001373291016
2015-01-27,35.79999923706055
2015-01-28,34.650001525878906
2015-01-29,33.779998779296875
2015-01-30,33.869998931884766
2015-02-02,34.0
2015-02-03,34.93000030517578
2015-02-04,34.04999923706055
2015-02-05,36.81999969482422
2015-02-06,37.06999969482422
2015-02-09,36.09000015258789
2015-02-10,40.900001525878906
2015-02-11,41.790000915527344
2015-02-12,45.689998626708984
2015-02-13,52.52000045776367
2015-02-17,58.86000061035156
2015-02-18,60.31999969482422
2015-02-19,64.27999877929688
2015-02-20,70.3499984741211
2015-02-23,58.41999816894531
2015-02-24,60.11000061035156
2015-02-25,60.310001373291016
2015-02-26,62.459999084472656
2015-02-27,59.27000045776367
2015-03-02,57.7400016784668
2015-03-03,58.02000045776367
2015-03-04,59.310001373291016
2015-03-05,62.869998931884766
2015-03-06,59.779998779296875
2015-03-09,57.790000915527344
2015-03-10,54.70000076293945
2015-03-11,55.599998474121094
2015-03-12,51.720001220703125
2015-03-13,50.040000915527344
2015-03-16,50.5
2015-03-17,53.060001373291016
2015-03-18,51.56999969482422
2015-03-19,50.40999984741211
2015-03-20,48.689998626708984
2015-03-23,54.88999938964844
2015-03-24,53.04999923706055
2015-03-25,50.13999938964844
2015-03-26,52.869998931884766
2015-03-27,52.22999954223633
2015-03-30,54.81999969482422
2015-03-31,55.56999969482422
2015-04-01,55.40999984741211
2015-04-02,53.810001373291016
2015-04-06,54.97999954223633
2015-04-07,59.45000076293945
2015-04-08,58.72999954223633
2015-04-09,59.099998474121094
2015-04-10,58.790000915527344
2015-04-13,58.09000015258789
2015-04-14,58.709999084472656
2015-04-15,61.65999984741211
2015-04-16,61.119998931884766
2015-04-17,60.70000076293945
2015-04-20,62.63999938964844
2015-04-21,66.37000274658203
2015-04-22,65.52999877929688
2015-04-23,66.62000274658203
2015-04-24,66.77999877929688
2015-04-27,66.62000274658203
2015-04-28,64.93000030517578
2015-04-29,66.5
2015-04-30,62.95000076293945
2015-05-01,66.91999816894531
2015-05-04,66.80999755859375
2015-05-05,63.09000015258789
2015-05-06,62.68000030517578
2015-05-07,61.470001220703125
2015-05-08,66.12999725341797
2015-05-11,64.31999969482422
2015-05-12,60.77000045776367
2015-05-13,61.29999923706055
2015-05-14,61.5
2015-05-15,60.22999954223633
2015-05-18,63.220001220703125
2015-05-19,63.15999984741211
2015-05-20,63.20000076293945
2015-05-21,64.83000183105469
2015-05-22,63.540000915527344
2015-05-26,62.5
2015-05-27,64.2699966430664
2015-05-28,64.26000213623047
2015-05-29,62.189998626708984
2015-06-01,60.720001220703125
2015-06-02,62.11000061035156
2015-06-03,62.279998779296875
2015-06-04,61.66999816894531
2015-06-05,66.23999786376953
2015-06-08,68.6500015258789
2015-06-09,65.33999633789062
2015-06-10,63.369998931884766
2015-06-11,62.65999984741211
2015-06-12,66.44999694824219
2015-06-15,70.83000183105469
2015-06-16,71.18000030517578
2015-06-17,73.88999938964844
2015-06-18,72.52999877929688
2015-06-19,73.22000122070312
2015-06-22,73.4000015258789
2015-06-23,71.86000061035156
2015-06-24,69.88999938964844
2015-06-25,69.75
2015-06-26,65.77999877929688
2015-06-29,61.90999984741211
2015-06-30,62.81999969482422
2015-07-01,62.27000045776367
2015-07-02,60.380001068115234
2015-07-06,58.029998779296875
2015-07-07,56.810001373291016
2015-07-08,56.97999954223633
2015-07-09,59.29999923706055
2015-07-10,58.54999923706055
2015-07-13,57.619998931884766
2015-07-14,59.220001220703125
2015-07-15,57.310001373291016
2015-07-16,56.88999938964844
2015-07-17,56.86000061035156
2015-07-20,54.97999954223633
2015-07-21,56.81999969482422
2015-07-22,57.5
2015-07-23,61.720001220703125
2015-07-24,63.0099983215332
2015-07-27,59.83000183105469
2015-07-28,59.83000183105469
2015-07-29,58.93000030517578
2015-07-30,58.58000183105469
2015-07-31,59.130001068115234
2015-08-03,56.83000183105469
2015-08-04,57.56999969482422
2015-08-05,59.90999984741211
2015-08-06,58.63999938964844
2015-08-07,60.31999969482422
2015-08-10,63.13999938964844
2015-08-11,58.92499923706055
2015-08-12,57.93000030517578
2015-08-13,58.060001373291016
2015-08-14,58.70000076293945
2015-08-17,59.93000030517578
2015-08-18,59.5
2015-08-19,61.630001068115234
2015-08-20,55.189998626708984
2015-08-21,52.16999816894531
2015-08-24,48.54999923706055
2015-08-25,46.709999084472656
2015-08-26,50.13999938964844
2015-08-27,50.68000030517578
2015-08-28,52.380001068115234
2015-08-31,51.04999923706055
2015-09-01,50.2599983215332
2015-09-02,50.9900016784668
2015-09-03,48.59000015258789
2015-09-04,46.5099983215332
2015-09-08,48.279998779296875
2015-09-09,48.25
2015-09-10,47.400001525878906
2015-09-11,48.47999954223633
2015-09-14,46.439998626708984
2015-09-15,45.97999954223633
2015-09-16,46.2400016784668
2015-09-17,47.31999969482422
2015-09-18,47.650001525878906
2015-09-21,49.459999084472656
2015-09-22,50.04999923706055
2015-09-23,52.5099983215332
2015-09-24,52.70000076293945
2015-09-25,50.11000061035156
2015-09-28,50.86000061035156
2015-09-29,48.349998474121094
2015-09-30,50.13999938964844
2015-10-01,51.13999938964844
2015-10-02,53.11000061035156
2015-10-05,53.58000183105469
2015-10-06,52.20000076293945
2015-10-07,52.86000061035156
