,FMBH
1999-03-16,10.666666984558105
1999-03-17,10.666666984558105
1999-03-18,10.666666984558105
1999-03-19,10.666666984558105
1999-03-22,10.666666984558105
1999-03-23,10.666666984558105
1999-03-24,10.666666984558105
1999-03-25,10.666666984558105
1999-03-26,10.648147583007812
1999-03-29,10.814814567565918
1999-03-30,10.88888931274414
1999-03-31,10.88888931274414
1999-04-01,10.88888931274414
1999-04-05,10.88888931274414
1999-04-06,10.88888931274414
1999-04-07,10.88888931274414
1999-04-08,10.88888931274414
1999-04-09,10.88888931274414
1999-04-12,10.5925931930542
1999-04-13,10.5925931930542
1999-04-14,10.5925931930542
1999-04-15,10.5925931930542
1999-04-16,10.5925931930542
1999-04-19,10.777777671813965
1999-04-20,10.777777671813965
1999-04-21,10.777777671813965
1999-04-22,10.777777671813965
1999-04-23,10.777777671813965
1999-04-26,10.666666984558105
1999-04-27,10.5925931930542
1999-04-28,10.5925931930542
1999-04-29,10.5925931930542
1999-04-30,10.5925931930542
1999-05-03,10.5925931930542
1999-05-04,10.5925931930542
1999-05-05,10.5925931930542
1999-05-06,10.814814567565918
1999-05-07,10.5925931930542
1999-05-10,10.666666984558105
1999-05-11,10.740740776062012
1999-05-12,10.814814567565918
1999-05-13,10.814814567565918
1999-05-14,10.814814567565918
1999-05-17,10.814814567565918
1999-05-18,10.5925931930542
1999-05-19,10.5925931930542
1999-05-20,10.5925931930542
1999-05-21,10.5925931930542
1999-05-24,10.740740776062012
1999-05-25,10.814814567565918
1999-05-26,10.814814567565918
1999-05-27,11.11111068725586
1999-05-28,11.259259223937988
1999-06-01,10.962963104248047
1999-06-02,10.962963104248047
1999-06-03,11.703703880310059
1999-06-04,11.703703880310059
1999-06-07,10.962963104248047
1999-06-08,10.962963104248047
1999-06-09,10.962963104248047
1999-06-10,10.962963104248047
1999-06-11,10.962963104248047
1999-06-14,11.703703880310059
1999-06-15,11.629630088806152
1999-06-16,11.629630088806152
1999-06-17,11.629630088806152
1999-06-18,11.259259223937988
1999-06-21,10.518519401550293
1999-06-22,10.666666984558105
1999-06-23,10.666666984558105
1999-06-24,10.5925931930542
1999-06-25,10.5925931930542
1999-06-28,10.5925931930542
1999-06-29,10.666666984558105
1999-06-30,10.666666984558105
1999-07-01,10.666666984558105
1999-07-02,10.5925931930542
1999-07-06,10.666666984558105
1999-07-07,10.666666984558105
1999-07-08,10.666666984558105
1999-07-09,10.666666984558105
1999-07-12,10.666666984558105
1999-07-13,10.666666984558105
1999-07-14,10.666666984558105
1999-07-15,10.666666984558105
1999-07-16,10.666666984558105
1999-07-19,10.666666984558105
1999-07-20,10.666666984558105
1999-07-21,10.666666984558105
1999-07-22,10.666666984558105
1999-07-23,10.666666984558105
1999-07-26,10.666666984558105
1999-07-27,10.666666984558105
1999-07-28,10.666666984558105
1999-07-29,10.666666984558105
1999-07-30,10.666666984558105
1999-08-02,10.666666984558105
1999-08-03,10.666666984558105
1999-08-04,10.5925931930542
1999-08-05,10.5925931930542
1999-08-06,10.444443702697754
1999-08-09,10.444443702697754
1999-08-10,10.444443702697754
1999-08-11,10.5925931930542
1999-08-12,10.5925931930542
1999-08-13,10.5925931930542
1999-08-16,10.5925931930542
1999-08-17,10.5925931930542
1999-08-18,10.5925931930542
1999-08-19,10.444443702697754
1999-08-20,10.444443702697754
1999-08-23,10.444443702697754
1999-08-24,10.444443702697754
1999-08-25,10.444443702697754
1999-08-26,10.444443702697754
1999-08-27,10.444443702697754
1999-08-30,10.444443702697754
1999-08-31,10.444443702697754
1999-09-01,10.444443702697754
1999-09-02,10.444443702697754
1999-09-03,10.518519401550293
1999-09-07,10.518519401550293
1999-09-08,10.518519401550293
1999-09-09,10.518519401550293
1999-09-10,10.518519401550293
1999-09-13,10.518519401550293
1999-09-14,10.481480598449707
1999-09-15,10.481480598449707
1999-09-16,10.481480598449707
1999-09-17,10.481480598449707
1999-09-20,10.481480598449707
1999-09-21,10.481480598449707
1999-09-22,10.481480598449707
1999-09-23,10.444443702697754
1999-09-24,10.444443702697754
1999-09-27,10.444443702697754
1999-09-28,10.444443702697754
1999-09-29,10.444443702697754
1999-09-30,10.444443702697754
1999-10-01,10.444443702697754
1999-10-04,10.444443702697754
1999-10-05,10.444443702697754
1999-10-06,10.666666984558105
1999-10-07,10.666666984558105
1999-10-08,10.666666984558105
1999-10-11,10.666666984558105
1999-10-12,10.666666984558105
1999-10-13,10.666666984558105
1999-10-14,10.666666984558105
1999-10-15,10.666666984558105
1999-10-18,10.666666984558105
1999-10-19,10.666666984558105
1999-10-20,10.370369911193848
1999-10-21,10.5925931930542
1999-10-22,10.5925931930542
1999-10-25,10.5925931930542
1999-10-26,10.5925931930542
1999-10-27,10.5925931930542
1999-10-28,10.740740776062012
1999-10-29,10.740740776062012
1999-11-01,10.370369911193848
1999-11-02,10.370369911193848
1999-11-03,10.370369911193848
1999-11-04,10.370369911193848
1999-11-05,10.370369911193848
1999-11-08,10.370369911193848
1999-11-09,10.370369911193848
1999-11-10,10.518519401550293
1999-11-11,10.518519401550293
1999-11-12,10.518519401550293
1999-11-15,10.518519401550293
1999-11-16,10.518519401550293
1999-11-17,10.518519401550293
1999-11-18,10.518519401550293
1999-11-19,10.518519401550293
1999-11-22,10.518519401550293
1999-11-23,10.370369911193848
1999-11-24,10.370369911193848
1999-11-26,10.370369911193848
1999-11-29,10.370369911193848
1999-11-30,10.370369911193848
1999-12-01,10.370369911193848
1999-12-02,10.370369911193848
1999-12-03,10.370369911193848
1999-12-06,10.370369911193848
1999-12-07,10.370369911193848
1999-12-08,10.222222328186035
1999-12-09,10.222222328186035
1999-12-10,10.222222328186035
1999-12-13,10.222222328186035
1999-12-14,10.222222328186035
1999-12-15,10.222222328186035
1999-12-16,10.222222328186035
1999-12-17,9.925926208496094
1999-12-20,9.925926208496094
1999-12-21,10.370369911193848
1999-12-22,10.370369911193848
1999-12-23,10.370369911193848
1999-12-27,10.370369911193848
1999-12-28,10.370369911193848
1999-12-29,10.370369911193848
1999-12-30,10.370369911193848
1999-12-31,10.074073791503906
2000-01-03,10.11111068725586
2000-01-04,10.11111068725586
2000-01-05,10.11111068725586
