,FINX
2016-09-13,14.9399995803833
2016-09-14,14.9399995803833
2016-09-15,15.229000091552734
2016-09-16,15.229000091552734
2016-09-19,15.199999809265137
2016-09-20,15.079999923706055
2016-09-21,15.039999961853027
2016-09-22,15.319999694824219
2016-09-23,15.289999961853027
2016-09-26,15.289999961853027
2016-09-27,15.289999961853027
2016-09-28,15.289999961853027
2016-09-29,15.34000015258789
2016-09-30,15.428999900817871
2016-10-03,15.520000457763672
2016-10-04,15.434000015258789
2016-10-05,15.46399974822998
2016-10-06,15.449999809265137
2016-10-07,15.25
2016-10-10,15.322999954223633
2016-10-11,15.050000190734863
2016-10-12,15.109999656677246
2016-10-13,15.0
2016-10-14,15.0
2016-10-17,15.0
2016-10-18,15.0
2016-10-19,15.0
2016-10-20,15.0
2016-10-21,15.0
2016-10-24,15.0
2016-10-25,15.09000015258789
2016-10-26,15.09000015258789
2016-10-27,15.09000015258789
2016-10-28,14.850000381469727
2016-10-31,14.850000381469727
2016-11-01,14.760000228881836
2016-11-02,14.59000015258789
2016-11-03,14.59000015258789
2016-11-04,14.550999641418457
2016-11-07,15.0600004196167
2016-11-08,15.0600004196167
2016-11-09,14.98799991607666
2016-11-10,14.98799991607666
2016-11-11,14.890000343322754
2016-11-14,14.845999717712402
2016-11-15,14.850000381469727
2016-11-16,14.947999954223633
2016-11-17,15.100000381469727
2016-11-18,15.199999809265137
2016-11-21,15.140000343322754
2016-11-22,15.239999771118164
2016-11-23,15.229999542236328
2016-11-25,15.270000457763672
2016-11-28,15.15999984741211
2016-11-29,15.15999984741211
2016-11-30,14.989999771118164
2016-12-01,14.630000114440918
2016-12-02,14.529999732971191
2016-12-05,14.71500015258789
2016-12-06,14.54800033569336
2016-12-07,14.800000190734863
2016-12-08,14.800000190734863
2016-12-09,14.800000190734863
2016-12-12,14.779999732971191
2016-12-13,14.699999809265137
2016-12-14,14.692000389099121
2016-12-15,14.760000228881836
2016-12-16,14.760000228881836
2016-12-19,14.59000015258789
2016-12-20,14.668999671936035
2016-12-21,14.668999671936035
2016-12-22,14.668999671936035
2016-12-23,14.637999534606934
2016-12-27,14.755000114440918
2016-12-28,14.668999671936035
2016-12-29,14.654000282287598
2016-12-30,14.654000282287598
2017-01-03,14.779000282287598
2017-01-04,14.850000381469727
2017-01-05,15.020000457763672
2017-01-06,15.08899974822998
2017-01-09,15.045000076293945
2017-01-10,15.229999542236328
2017-01-11,15.109999656677246
2017-01-12,15.109999656677246
2017-01-13,15.3100004196167
2017-01-17,15.109999656677246
2017-01-18,15.109999656677246
2017-01-19,15.260000228881836
2017-01-20,15.229000091552734
2017-01-23,15.237000465393066
2017-01-24,15.317000389099121
2017-01-25,15.4399995803833
2017-01-26,15.399999618530273
2017-01-27,15.428999900817871
2017-01-30,15.289999961853027
2017-01-31,15.279999732971191
2017-02-01,15.300000190734863
2017-02-02,15.477999687194824
2017-02-03,15.477999687194824
2017-02-06,15.529999732971191
2017-02-07,15.529999732971191
2017-02-08,15.538999557495117
2017-02-09,15.595000267028809
2017-02-10,15.699999809265137
2017-02-13,15.850000381469727
2017-02-14,15.829999923706055
2017-02-15,15.789999961853027
2017-02-16,15.763999938964844
2017-02-17,15.800000190734863
2017-02-21,15.864999771118164
2017-02-22,15.902999877929688
2017-02-23,15.977999687194824
2017-02-24,15.946999549865723
2017-02-27,16.027000427246094
2017-02-28,16.0
2017-03-01,16.024999618530273
2017-03-02,15.9399995803833
2017-03-03,15.92199993133545
2017-03-06,16.05699920654297
2017-03-07,16.05900001525879
2017-03-08,16.065000534057617
2017-03-09,15.96399974822998
2017-03-10,15.96399974822998
2017-03-13,16.219999313354492
2017-03-14,16.209999084472656
2017-03-15,16.270000457763672
2017-03-16,16.405000686645508
2017-03-17,16.389999389648438
2017-03-20,16.280000686645508
2017-03-21,15.954999923706055
2017-03-22,15.890000343322754
2017-03-23,16.040000915527344
2017-03-24,16.110000610351562
2017-03-27,16.079999923706055
2017-03-28,16.18000030517578
2017-03-29,16.190000534057617
2017-03-30,16.260000228881836
2017-03-31,16.280000686645508
2017-04-03,16.148000717163086
2017-04-04,16.149999618530273
2017-04-05,16.100000381469727
2017-04-06,16.11199951171875
2017-04-07,16.15999984741211
2017-04-10,16.25
2017-04-11,16.239999771118164
2017-04-12,16.19700050354004
2017-04-13,16.17099952697754
2017-04-17,16.194000244140625
2017-04-18,16.29599952697754
2017-04-19,16.29599952697754
2017-04-20,16.440000534057617
2017-04-21,16.540000915527344
2017-04-24,16.799999237060547
2017-04-25,16.94099998474121
2017-04-26,16.90999984741211
2017-04-27,17.18000030517578
2017-04-28,17.100000381469727
2017-05-01,17.235000610351562
2017-05-02,17.280000686645508
2017-05-03,17.100000381469727
2017-05-04,17.354000091552734
2017-05-05,17.40999984741211
2017-05-08,17.360000610351562
2017-05-09,17.34000015258789
2017-05-10,17.440000534057617
2017-05-11,17.344999313354492
2017-05-12,17.327999114990234
2017-05-15,17.520000457763672
2017-05-16,17.632999420166016
2017-05-17,17.136999130249023
2017-05-18,17.211000442504883
2017-05-19,17.510000228881836
2017-05-22,17.649999618530273
2017-05-23,17.68000030517578
2017-05-24,17.8700008392334
2017-05-25,17.989999771118164
2017-05-26,17.927000045776367
2017-05-30,17.950000762939453
2017-05-31,18.09000015258789
2017-06-01,18.3799991607666
2017-06-02,18.510000228881836
2017-06-05,18.559999465942383
2017-06-06,18.510000228881836
2017-06-07,18.579999923706055
2017-06-08,18.6299991607666
2017-06-09,18.350000381469727
2017-06-12,18.06999969482422
2017-06-13,18.31999969482422
2017-06-14,18.3799991607666
2017-06-15,18.31599998474121
2017-06-16,18.350000381469727
2017-06-19,18.579999923706055
2017-06-20,18.450000762939453
2017-06-21,18.450000762939453
2017-06-22,18.6200008392334
2017-06-23,18.68000030517578
2017-06-26,18.639999389648438
2017-06-27,18.3799991607666
2017-06-28,18.618999481201172
2017-06-29,18.368999481201172
2017-06-30,18.479999542236328
2017-07-03,18.440000534057617
2017-07-05,18.690000534057617
2017-07-06,18.520000457763672
2017-07-07,18.719999313354492
2017-07-10,18.774999618530273
2017-07-11,18.93400001525879
2017-07-12,19.17799949645996
2017-07-13,19.18000030517578
2017-07-14,19.299999237060547
2017-07-17,19.350000381469727
2017-07-18,19.440000534057617
2017-07-19,19.479999542236328
2017-07-20,19.54800033569336
2017-07-21,19.600000381469727
2017-07-24,19.63599967956543
2017-07-25,19.709999084472656
2017-07-26,19.83099937438965
2017-07-27,19.757999420166016
2017-07-28,19.59000015258789
2017-07-31,19.639999389648438
2017-08-01,19.6200008392334
2017-08-02,19.450000762939453
2017-08-03,19.420000076293945
2017-08-04,19.469999313354492
2017-08-07,19.639999389648438
2017-08-08,19.56999969482422
2017-08-09,19.610000610351562
2017-08-10,19.25
2017-08-11,19.320999145507812
2017-08-14,19.63800048828125
2017-08-15,19.570999145507812
2017-08-16,19.670000076293945
2017-08-17,19.378999710083008
2017-08-18,19.459999084472656
2017-08-21,19.469999313354492
2017-08-22,19.64699935913086
2017-08-23,19.690000534057617
2017-08-24,19.6299991607666
2017-08-25,19.68000030517578
2017-08-28,19.635000228881836
2017-08-29,19.667999267578125
2017-08-30,19.808000564575195
2017-08-31,20.040000915527344
2017-09-01,20.155000686645508
2017-09-05,19.944000244140625
2017-09-06,20.020000457763672
2017-09-07,20.170000076293945
2017-09-08,20.184999465942383
2017-09-11,20.43000030517578
2017-09-12,20.43000030517578
2017-09-13,20.309999465942383
2017-09-14,20.399999618530273
2017-09-15,20.399999618530273
2017-09-18,20.579999923706055
2017-09-19,20.65999984741211
2017-09-20,20.610000610351562
2017-09-21,20.6299991607666
2017-09-22,20.719999313354492
2017-09-25,20.549999237060547
2017-09-26,20.489999771118164
2017-09-27,20.68000030517578
2017-09-28,20.709999084472656
2017-09-29,20.760000228881836
2017-10-02,20.770999908447266
2017-10-03,20.979999542236328
2017-10-04,21.010000228881836
2017-10-05,21.06999969482422
2017-10-06,21.1299991607666
2017-10-09,21.239999771118164
2017-10-10,21.31999969482422
2017-10-11,21.399999618530273
2017-10-12,21.549999237060547
2017-10-13,21.562999725341797
2017-10-16,21.549999237060547
2017-10-17,21.399999618530273
2017-10-18,21.530000686645508
2017-10-19,21.361000061035156
2017-10-20,21.540000915527344
2017-10-23,21.475000381469727
2017-10-24,21.360000610351562
2017-10-25,21.40999984741211
