,CRNX
2018-11-12,26.440000534057617
2018-11-13,29.309999465942383
2018-11-14,28.760000228881836
2018-11-15,27.18000030517578
2018-11-16,28.700000762939453
2018-11-19,29.969999313354492
2018-11-20,30.350000381469727
2018-11-21,33.349998474121094
2018-11-23,31.969999313354492
2018-11-26,33.86000061035156
2018-11-27,31.959999084472656
2018-11-28,35.06999969482422
2018-11-29,33.599998474121094
2018-11-30,34.939998626708984
2018-12-03,35.38999938964844
2018-12-04,34.22999954223633
2018-12-06,34.790000915527344
2018-12-07,33.290000915527344
2018-12-10,33.560001373291016
2018-12-11,33.880001068115234
2018-12-12,33.4900016784668
2018-12-13,33.810001373291016
2018-12-14,33.58000183105469
2018-12-17,32.84000015258789
2018-12-18,32.29999923706055
2018-12-19,29.8799991607666
2018-12-20,25.81999969482422
2018-12-21,24.90999984741211
2018-12-24,25.829999923706055
2018-12-26,29.059999465942383
2018-12-27,30.030000686645508
2018-12-28,30.510000228881836
2018-12-31,29.989999771118164
2019-01-02,29.309999465942383
2019-01-03,28.969999313354492
2019-01-04,29.229999542236328
2019-01-07,27.1200008392334
2019-01-08,26.329999923706055
2019-01-09,26.25
2019-01-10,24.3799991607666
2019-01-11,23.3700008392334
2019-01-14,24.469999313354492
2019-01-15,23.690000534057617
2019-01-16,23.549999237060547
2019-01-17,23.829999923706055
2019-01-18,23.0
2019-01-22,21.06999969482422
2019-01-23,23.25
2019-01-24,24.940000534057617
2019-01-25,24.280000686645508
2019-01-28,24.059999465942383
2019-01-29,25.209999084472656
2019-01-30,24.739999771118164
2019-01-31,26.280000686645508
2019-02-01,25.81999969482422
2019-02-04,26.6299991607666
2019-02-05,25.649999618530273
2019-02-06,25.860000610351562
2019-02-07,25.079999923706055
2019-02-08,24.239999771118164
2019-02-11,24.040000915527344
2019-02-12,24.860000610351562
2019-02-13,24.549999237060547
2019-02-14,24.479999542236328
2019-02-15,24.579999923706055
2019-02-19,24.40999984741211
2019-02-20,24.43000030517578
2019-02-21,22.84000015258789
2019-02-22,22.959999084472656
2019-02-25,23.350000381469727
2019-02-26,24.030000686645508
2019-02-27,23.299999237060547
2019-02-28,23.899999618530273
2019-03-01,23.860000610351562
2019-03-04,23.959999084472656
2019-03-05,24.34000015258789
2019-03-06,24.700000762939453
2019-03-07,25.020000457763672
2019-03-08,25.190000534057617
2019-03-11,25.670000076293945
2019-03-12,23.510000228881836
2019-03-13,24.530000686645508
2019-03-14,25.420000076293945
2019-03-15,25.0
2019-03-18,25.40999984741211
2019-03-19,25.280000686645508
2019-03-20,25.06999969482422
2019-03-21,24.799999237060547
2019-03-22,23.600000381469727
2019-03-25,21.899999618530273
2019-03-26,22.1200008392334
2019-03-27,22.329999923706055
2019-03-28,22.450000762939453
2019-03-29,22.760000228881836
2019-04-01,22.600000381469727
2019-04-02,23.079999923706055
2019-04-03,23.219999313354492
2019-04-04,22.670000076293945
2019-04-05,23.84000015258789
2019-04-08,23.219999313354492
2019-04-09,22.770000457763672
2019-04-10,22.959999084472656
2019-04-11,23.200000762939453
2019-04-12,23.440000534057617
2019-04-15,22.93000030517578
2019-04-16,23.600000381469727
2019-04-17,23.280000686645508
2019-04-18,23.790000915527344
2019-04-22,24.149999618530273
2019-04-23,24.700000762939453
2019-04-24,24.170000076293945
2019-04-25,25.100000381469727
2019-04-26,26.1299991607666
2019-04-29,26.190000534057617
2019-04-30,25.950000762939453
2019-05-01,25.719999313354492
2019-05-02,26.239999771118164
2019-05-03,26.40999984741211
2019-05-06,26.469999313354492
2019-05-07,24.969999313354492
2019-05-08,26.149999618530273
2019-05-09,25.850000381469727
2019-05-10,25.989999771118164
2019-05-13,25.06999969482422
2019-05-14,25.389999389648438
2019-05-15,25.219999313354492
2019-05-16,25.579999923706055
2019-05-17,26.190000534057617
2019-05-20,26.3799991607666
2019-05-21,26.31999969482422
2019-05-22,26.5
2019-05-23,25.8700008392334
2019-05-24,25.809999465942383
2019-05-28,26.469999313354492
2019-05-29,26.469999313354492
2019-05-30,26.510000228881836
2019-05-31,26.280000686645508
2019-06-03,26.290000915527344
2019-06-04,26.280000686645508
2019-06-05,26.399999618530273
2019-06-06,27.709999084472656
2019-06-07,27.420000076293945
2019-06-10,26.270000457763672
2019-06-11,22.260000228881836
2019-06-12,22.65999984741211
2019-06-13,21.479999542236328
2019-06-14,21.59000015258789
2019-06-17,22.770000457763672
2019-06-18,23.25
2019-06-19,23.190000534057617
2019-06-20,23.440000534057617
2019-06-21,23.239999771118164
2019-06-24,23.739999771118164
2019-06-25,24.670000076293945
2019-06-26,24.81999969482422
2019-06-27,24.719999313354492
2019-06-28,25.0
2019-07-01,25.010000228881836
2019-07-02,24.6299991607666
2019-07-03,24.700000762939453
2019-07-05,24.850000381469727
2019-07-08,24.290000915527344
2019-07-09,24.639999389648438
2019-07-10,24.719999313354492
2019-07-11,24.280000686645508
2019-07-12,24.079999923706055
2019-07-15,24.149999618530273
2019-07-16,24.59000015258789
2019-07-17,24.93000030517578
2019-07-18,24.0
2019-07-19,23.760000228881836
2019-07-22,23.709999084472656
2019-07-23,23.110000610351562
2019-07-24,24.309999465942383
2019-07-25,22.329999923706055
2019-07-26,22.030000686645508
2019-07-29,20.770000457763672
2019-07-30,20.860000610351562
2019-07-31,20.280000686645508
2019-08-01,20.079999923706055
2019-08-02,18.610000610351562
2019-08-05,17.459999084472656
2019-08-06,18.520000457763672
2019-08-07,18.1299991607666
2019-08-08,19.1299991607666
2019-08-09,19.0
2019-08-12,18.850000381469727
2019-08-13,19.399999618530273
2019-08-14,18.0
2019-08-15,18.059999465942383
2019-08-16,18.729999542236328
2019-08-19,19.0
2019-08-20,18.8700008392334
2019-08-21,18.399999618530273
2019-08-22,17.739999771118164
2019-08-23,16.899999618530273
2019-08-26,17.065000534057617
2019-08-27,16.110000610351562
2019-08-28,16.270000457763672
2019-08-29,16.1299991607666
2019-08-30,15.859999656677246
2019-09-03,15.890000343322754
2019-09-04,15.960000038146973
2019-09-05,16.0
2019-09-06,16.540000915527344
2019-09-09,17.079999923706055
2019-09-10,16.93000030517578
2019-09-11,17.600000381469727
2019-09-12,17.329999923706055
2019-09-13,17.049999237060547
2019-09-16,17.940000534057617
2019-09-17,17.68000030517578
2019-09-18,17.170000076293945
2019-09-19,16.719999313354492
2019-09-20,16.270000457763672
2019-09-23,15.920000076293945
2019-09-24,15.029999732971191
2019-09-25,15.979999542236328
2019-09-26,14.90999984741211
2019-09-27,15.130000114440918
2019-09-30,15.039999961853027
2019-10-01,15.239999771118164
2019-10-02,16.0
2019-10-03,15.699999809265137
2019-10-04,16.59000015258789
2019-10-07,16.15999984741211
2019-10-08,16.079999923706055
2019-10-09,15.899999618530273
2019-10-10,16.530000686645508
2019-10-11,16.479999542236328
2019-10-14,16.6200008392334
2019-10-15,16.760000228881836
2019-10-16,16.760000228881836
2019-10-17,16.709999084472656
2019-10-18,16.420000076293945
2019-10-21,16.09000015258789
2019-10-22,16.3700008392334
2019-10-23,16.940000534057617
2019-10-24,17.239999771118164
2019-10-25,17.139999389648438
2019-10-28,17.360000610351562
2019-10-29,17.360000610351562
2019-10-30,18.010000228881836
2019-10-31,17.610000610351562
2019-11-01,18.59000015258789
2019-11-04,18.690000534057617
2019-11-05,18.780000686645508
2019-11-06,19.0
2019-11-07,19.139999389648438
2019-11-08,19.229999542236328
2019-11-11,19.260000228881836
2019-11-12,18.90999984741211
2019-11-13,19.18000030517578
2019-11-14,18.3700008392334
2019-11-15,18.559999465942383
2019-11-18,18.149999618530273
2019-11-19,18.549999237060547
2019-11-20,19.43000030517578
2019-11-21,19.329999923706055
2019-11-22,18.649999618530273
2019-11-25,19.030000686645508
2019-11-26,18.799999237060547
2019-11-27,19.56999969482422
2019-11-29,19.559999465942383
2019-12-02,19.350000381469727
2019-12-03,19.059999465942383
2019-12-04,19.399999618530273
2019-12-05,20.040000915527344
2019-12-06,20.3700008392334
2019-12-09,20.34000015258789
2019-12-10,21.389999389648438
2019-12-11,21.860000610351562
2019-12-12,21.81999969482422
2019-12-13,21.81999969482422
2019-12-16,22.549999237060547
2019-12-17,21.649999618530273
2019-12-18,21.829999923706055
2019-12-19,21.459999084472656
2019-12-20,21.90999984741211
2019-12-23,22.690000534057617
2019-12-24,23.389999389648438
2019-12-26,23.829999923706055
2019-12-27,24.0
2019-12-30,23.709999084472656
2019-12-31,25.09000015258789
2020-01-02,25.399999618530273
2020-01-03,25.549999237060547
2020-01-06,25.440000534057617
2020-01-07,24.40999984741211
2020-01-08,25.780000686645508
2020-01-09,26.459999084472656
2020-01-10,25.84000015258789
2020-01-13,24.93000030517578
2020-01-14,25.25
2020-01-15,25.3799991607666
2020-01-16,24.90999984741211
2020-01-17,23.790000915527344
2020-01-21,23.81999969482422
2020-01-22,22.68000030517578
2020-01-23,22.809999465942383
2020-01-24,22.56999969482422
2020-01-27,22.469999313354492
2020-01-28,22.399999618530273
2020-01-29,22.139999389648438
2020-01-30,22.1200008392334
2020-01-31,21.479999542236328
2020-02-03,21.860000610351562
2020-02-04,22.260000228881836
2020-02-05,22.84000015258789
2020-02-06,22.209999084472656
2020-02-07,21.649999618530273
2020-02-10,21.440000534057617
2020-02-11,22.260000228881836
2020-02-12,22.40999984741211
2020-02-13,22.59000015258789
2020-02-14,22.399999618530273
2020-02-18,22.309999465942383
2020-02-19,22.600000381469727
2020-02-20,24.18000030517578
2020-02-21,23.579999923706055
2020-02-24,22.610000610351562
2020-02-25,21.639999389648438
2020-02-26,21.780000686645508
2020-02-27,21.079999923706055
2020-02-28,20.579999923706055
2020-03-02,20.6299991607666
2020-03-03,19.559999465942383
2020-03-04,20.510000228881836
2020-03-05,19.65999984741211
2020-03-06,19.59000015258789
2020-03-09,18.959999084472656
2020-03-10,17.049999237060547
2020-03-11,15.5
2020-03-12,13.1899995803833
2020-03-13,13.09000015258789
2020-03-16,11.520000457763672
2020-03-17,13.279999732971191
2020-03-18,11.569999694824219
2020-03-19,13.84000015258789
2020-03-20,13.199999809265137
2020-03-23,13.510000228881836
2020-03-24,14.65999984741211
2020-03-25,13.529999732971191
2020-03-26,15.65999984741211
2020-03-27,14.5
2020-03-30,15.100000381469727
2020-03-31,14.699999809265137
2020-04-01,13.479999542236328
2020-04-02,14.0
2020-04-03,13.1899995803833
2020-04-06,14.640000343322754
2020-04-07,13.039999961853027
2020-04-08,13.100000381469727
2020-04-09,13.800000190734863
2020-04-13,14.069999694824219
2020-04-14,14.819999694824219
2020-04-15,15.479999542236328
2020-04-16,15.479999542236328
2020-04-17,15.350000381469727
2020-04-20,15.970000267028809
2020-04-21,16.850000381469727
2020-04-22,18.520000457763672
2020-04-23,17.600000381469727
2020-04-24,17.729999542236328
2020-04-27,17.780000686645508
2020-04-28,17.290000915527344
2020-04-29,17.100000381469727
2020-04-30,16.68000030517578
2020-05-01,16.31999969482422
2020-05-04,17.020000457763672
2020-05-05,18.489999771118164
2020-05-06,19.15999984741211
2020-05-07,16.969999313354492
2020-05-08,17.81999969482422
2020-05-11,19.399999618530273
2020-05-12,18.739999771118164
2020-05-13,19.489999771118164
2020-05-14,19.020000457763672
2020-05-15,19.700000762939453
2020-05-18,20.1200008392334
2020-05-19,18.489999771118164
2020-05-20,18.8799991607666
2020-05-21,18.729999542236328
2020-05-22,18.360000610351562
2020-05-26,17.6200008392334
2020-05-27,17.440000534057617
2020-05-28,16.3700008392334
2020-05-29,16.34000015258789
2020-06-01,15.789999961853027
2020-06-02,15.800000190734863
2020-06-03,15.920000076293945
2020-06-04,15.470000267028809
2020-06-05,15.989999771118164
2020-06-08,15.979999542236328
2020-06-09,16.280000686645508
2020-06-10,16.760000228881836
2020-06-11,15.270000457763672
2020-06-12,15.90999984741211
2020-06-15,17.059999465942383
2020-06-16,16.8700008392334
2020-06-17,18.579999923706055
2020-06-18,19.969999313354492
2020-06-19,23.229999542236328
2020-06-22,19.260000228881836
2020-06-23,19.209999084472656
2020-06-24,18.209999084472656
2020-06-25,19.18000030517578
2020-06-26,17.399999618530273
2020-06-29,17.8799991607666
2020-06-30,17.520000457763672
2020-07-01,17.65999984741211
2020-07-02,16.940000534057617
2020-07-06,17.280000686645508
2020-07-07,17.219999313354492
2020-07-08,16.399999618530273
2020-07-09,15.579999923706055
2020-07-10,15.289999961853027
2020-07-13,14.59000015258789
2020-07-14,15.210000038146973
2020-07-15,15.430000305175781
2020-07-16,14.65999984741211
2020-07-17,14.5
2020-07-20,15.029999732971191
2020-07-21,15.010000228881836
2020-07-22,14.720000267028809
2020-07-23,14.390000343322754
2020-07-24,14.020000457763672
2020-07-27,14.420000076293945
2020-07-28,14.600000381469727
2020-07-29,14.75
2020-07-30,14.640000343322754
2020-07-31,13.880000114440918
2020-08-03,14.079999923706055
2020-08-04,14.210000038146973
2020-08-05,14.65999984741211
2020-08-06,14.829999923706055
2020-08-07,16.139999389648438
2020-08-10,17.020000457763672
2020-08-11,15.6899995803833
2020-08-12,15.34000015258789
2020-08-13,15.289999961853027
2020-08-14,15.270000457763672
2020-08-17,15.899999618530273
2020-08-18,15.729999542236328
2020-08-19,15.4399995803833
2020-08-20,15.279999732971191
2020-08-21,14.5600004196167
2020-08-24,15.220000267028809
2020-08-25,15.529999732971191
2020-08-26,15.069999694824219
2020-08-27,15.229999542236328
2020-08-28,15.880000114440918
2020-08-31,16.030000686645508
2020-09-01,16.079999923706055
2020-09-02,15.770000457763672
2020-09-03,14.5
2020-09-04,14.050000190734863
2020-09-08,14.880000114440918
2020-09-09,16.329999923706055
2020-09-10,15.329999923706055
2020-09-11,14.960000038146973
2020-09-14,16.06999969482422
2020-09-15,16.020000457763672
2020-09-16,16.190000534057617
2020-09-17,16.100000381469727
2020-09-18,15.770000457763672
2020-09-21,15.300000190734863
2020-09-22,14.489999771118164
2020-09-23,13.619999885559082
2020-09-24,14.039999961853027
2020-09-25,14.729999542236328
2020-09-28,14.720000267028809
2020-09-29,15.09000015258789
2020-09-30,15.670000076293945
2020-10-01,15.0600004196167
2020-10-02,14.239999771118164
2020-10-05,16.40999984741211
2020-10-06,16.149999618530273
2020-10-07,17.459999084472656
2020-10-08,16.969999313354492
2020-10-09,16.059999465942383
2020-10-12,16.170000076293945
2020-10-13,16.770000457763672
2020-10-14,16.170000076293945
2020-10-15,15.350000381469727
2020-10-16,17.049999237060547
2020-10-19,15.899999618530273
2020-10-20,15.0
2020-10-21,14.149999618530273
2020-10-22,14.600000381469727
2020-10-23,13.9399995803833
2020-10-26,12.479999542236328
2020-10-27,13.170000076293945
2020-10-28,12.34000015258789
2020-10-29,12.479999542236328
2020-10-30,12.079999923706055
2020-11-02,12.350000381469727
2020-11-03,13.0600004196167
2020-11-04,13.300000190734863
2020-11-05,13.470000267028809
2020-11-06,12.65999984741211
2020-11-09,12.420000076293945
2020-11-10,13.229999542236328
2020-11-11,13.3100004196167
2020-11-12,12.859999656677246
2020-11-13,12.880000114440918
2020-11-16,13.59000015258789
2020-11-17,13.390000343322754
2020-11-18,13.020000457763672
2020-11-19,13.399999618530273
2020-11-20,13.65999984741211
2020-11-23,12.970000267028809
2020-11-24,13.59000015258789
2020-11-25,13.069999694824219
2020-11-27,14.359999656677246
2020-11-30,13.369999885559082
2020-12-01,13.15999984741211
2020-12-02,12.930000305175781
2020-12-03,13.039999961853027
2020-12-04,13.119999885559082
2020-12-07,13.84000015258789
2020-12-08,13.84000015258789
2020-12-09,13.380000114440918
2020-12-10,14.010000228881836
2020-12-11,13.050000190734863
2020-12-14,13.729999542236328
2020-12-15,13.949999809265137
2020-12-16,13.920000076293945
2020-12-17,13.739999771118164
2020-12-18,13.140000343322754
2020-12-21,13.229999542236328
2020-12-22,13.59000015258789
2020-12-23,13.84000015258789
2020-12-24,13.739999771118164
2020-12-28,13.34000015258789
2020-12-29,13.09000015258789
2020-12-30,13.6899995803833
2020-12-31,14.109999656677246
2021-01-04,13.949999809265137
2021-01-05,13.300000190734863
2021-01-06,14.199999809265137
2021-01-07,14.5600004196167
2021-01-08,15.170000076293945
2021-01-11,14.34000015258789
2021-01-12,14.529999732971191
2021-01-13,14.119999885559082
2021-01-14,14.779999732971191
2021-01-15,14.210000038146973
2021-01-19,15.09000015258789
2021-01-20,15.1899995803833
2021-01-21,15.0
2021-01-22,15.220000267028809
2021-01-25,15.239999771118164
2021-01-26,15.0600004196167
2021-01-27,14.470000267028809
2021-01-28,14.90999984741211
2021-01-29,14.350000381469727
2021-02-01,14.069999694824219
2021-02-02,14.779999732971191
2021-02-03,15.09000015258789
2021-02-04,15.640000343322754
2021-02-05,15.850000381469727
2021-02-08,16.84000015258789
2021-02-09,17.3799991607666
2021-02-10,17.549999237060547
2021-02-11,17.229999542236328
2021-02-12,16.209999084472656
2021-02-16,15.670000076293945
2021-02-17,15.760000228881836
2021-02-18,15.989999771118164
2021-02-19,16.510000228881836
2021-02-22,15.920000076293945
2021-02-23,15.399999618530273
2021-02-24,15.670000076293945
2021-02-25,15.050000190734863
2021-02-26,15.289999961853027
2021-03-01,15.6899995803833
2021-03-02,15.399999618530273
2021-03-03,15.539999961853027
2021-03-04,14.449999809265137
2021-03-05,15.109999656677246
2021-03-08,14.619999885559082
2021-03-09,15.680000305175781
2021-03-10,15.84000015258789
2021-03-11,17.0
2021-03-12,16.93000030517578
2021-03-15,16.90999984741211
2021-03-16,16.540000915527344
2021-03-17,16.5
2021-03-18,16.139999389648438
2021-03-19,16.489999771118164
2021-03-22,16.5
2021-03-23,16.239999771118164
2021-03-24,16.049999237060547
2021-03-25,16.280000686645508
2021-03-26,15.829999923706055
2021-03-29,15.390000343322754
2021-03-30,15.4399995803833
2021-03-31,15.279999732971191
2021-04-01,16.0
2021-04-05,16.18000030517578
2021-04-06,16.350000381469727
2021-04-07,16.440000534057617
2021-04-08,17.899999618530273
2021-04-09,17.06999969482422
2021-04-12,17.110000610351562
2021-04-13,16.020000457763672
2021-04-14,16.420000076293945
2021-04-15,17.31999969482422
2021-04-16,16.729999542236328
2021-04-19,16.170000076293945
2021-04-20,16.549999237060547
2021-04-21,17.18000030517578
2021-04-22,17.299999237060547
2021-04-23,17.18000030517578
2021-04-26,17.8700008392334
2021-04-27,17.969999313354492
2021-04-28,17.8700008392334
2021-04-29,17.760000228881836
2021-04-30,17.309999465942383
2021-05-03,17.510000228881836
2021-05-04,17.610000610351562
2021-05-05,17.079999923706055
2021-05-06,16.649999618530273
2021-05-07,16.959999084472656
2021-05-10,16.229999542236328
2021-05-11,16.540000915527344
2021-05-12,16.479999542236328
2021-05-13,15.899999618530273
2021-05-14,16.219999313354492
