,DVY
2004-07-22,54.470001220703125
2004-07-23,54.189998626708984
2004-07-26,54.130001068115234
2004-07-27,54.630001068115234
2004-07-28,54.75
2004-07-29,55.130001068115234
2004-07-30,55.08000183105469
2004-08-02,55.43000030517578
2004-08-03,55.25
2004-08-04,55.36000061035156
2004-08-05,54.70000076293945
2004-08-06,54.040000915527344
2004-08-09,54.220001220703125
2004-08-10,54.779998779296875
2004-08-11,54.900001525878906
2004-08-12,54.61000061035156
2004-08-13,54.45000076293945
2004-08-16,55.290000915527344
2004-08-17,55.369998931884766
2004-08-18,55.95000076293945
2004-08-19,55.70000076293945
2004-08-20,56.08000183105469
2004-08-23,55.900001525878906
2004-08-24,56.150001525878906
2004-08-25,56.529998779296875
2004-08-26,56.59000015258789
2004-08-27,56.70000076293945
2004-08-30,56.4900016784668
2004-08-31,56.849998474121094
2004-09-01,56.93000030517578
2004-09-02,57.400001525878906
2004-09-03,57.29999923706055
2004-09-07,57.79999923706055
2004-09-08,57.310001373291016
2004-09-09,57.5
2004-09-10,57.459999084472656
2004-09-13,57.75
2004-09-14,57.630001068115234
2004-09-15,57.47999954223633
2004-09-16,57.84000015258789
2004-09-17,57.880001068115234
2004-09-20,57.619998931884766
2004-09-21,57.779998779296875
2004-09-22,57.2599983215332
2004-09-23,56.869998931884766
2004-09-24,56.560001373291016
2004-09-27,56.31999969482422
2004-09-28,56.95000076293945
2004-09-29,57.0
2004-09-30,57.400001525878906
2004-10-01,57.959999084472656
2004-10-04,58.279998779296875
2004-10-05,58.220001220703125
2004-10-06,58.650001525878906
2004-10-07,58.119998931884766
2004-10-08,57.939998626708984
2004-10-11,58.0099983215332
2004-10-12,58.02000045776367
2004-10-13,57.40999984741211
2004-10-14,56.9900016784668
2004-10-15,57.68000030517578
2004-10-18,57.68000030517578
2004-10-19,56.95000076293945
2004-10-20,56.900001525878906
2004-10-21,57.040000915527344
2004-10-22,56.779998779296875
2004-10-25,56.86000061035156
2004-10-26,57.40999984741211
2004-10-27,58.0
2004-10-28,58.0
2004-10-29,58.31999969482422
2004-11-01,58.2400016784668
2004-11-02,58.0
2004-11-03,58.9900016784668
2004-11-04,60.33000183105469
2004-11-05,60.209999084472656
2004-11-08,60.220001220703125
2004-11-09,60.27000045776367
2004-11-10,60.279998779296875
2004-11-11,60.83000183105469
2004-11-12,61.540000915527344
2004-11-15,61.400001525878906
2004-11-16,60.7599983215332
2004-11-17,61.099998474121094
2004-11-18,61.0
2004-11-19,60.459999084472656
2004-11-22,60.939998626708984
2004-11-23,61.04999923706055
2004-11-24,61.2400016784668
2004-11-26,61.36000061035156
2004-11-29,61.20000076293945
2004-11-30,61.029998779296875
2004-12-01,61.38999938964844
2004-12-02,61.36000061035156
2004-12-03,61.040000915527344
2004-12-06,60.81999969482422
2004-12-07,59.91999816894531
2004-12-08,60.040000915527344
2004-12-09,59.95000076293945
2004-12-10,60.08000183105469
2004-12-13,60.72999954223633
2004-12-14,60.9900016784668
2004-12-15,61.45000076293945
2004-12-16,61.29999923706055
2004-12-17,60.95000076293945
2004-12-20,60.95000076293945
2004-12-21,61.560001373291016
2004-12-22,61.779998779296875
2004-12-23,61.38999938964844
2004-12-27,61.06999969482422
2004-12-28,61.40999984741211
2004-12-29,61.58000183105469
2004-12-30,61.58000183105469
2004-12-31,61.400001525878906
2005-01-03,60.70000076293945
2005-01-04,60.150001525878906
2005-01-05,59.68000030517578
2005-01-06,59.86000061035156
2005-01-07,59.66999816894531
2005-01-10,59.779998779296875
2005-01-11,59.439998626708984
2005-01-12,59.5
2005-01-13,59.150001525878906
2005-01-14,59.38999938964844
2005-01-18,59.9900016784668
2005-01-19,59.54999923706055
2005-01-20,59.310001373291016
2005-01-21,59.099998474121094
2005-01-24,59.040000915527344
2005-01-25,58.90999984741211
2005-01-26,59.2599983215332
2005-01-27,59.209999084472656
2005-01-28,58.95000076293945
2005-01-31,59.540000915527344
2005-02-01,59.97999954223633
2005-02-02,60.25
2005-02-03,60.18000030517578
2005-02-04,60.79999923706055
2005-02-07,60.849998474121094
2005-02-08,60.83000183105469
2005-02-09,60.40999984741211
2005-02-10,60.689998626708984
2005-02-11,60.900001525878906
2005-02-14,61.099998474121094
2005-02-15,61.2599983215332
2005-02-16,61.20000076293945
2005-02-17,60.779998779296875
2005-02-18,60.720001220703125
2005-02-22,59.84000015258789
2005-02-23,60.25
2005-02-24,60.689998626708984
2005-02-25,61.290000915527344
2005-02-28,61.04999923706055
2005-03-01,61.5
2005-03-02,61.400001525878906
2005-03-03,61.45000076293945
2005-03-04,62.08000183105469
2005-03-07,62.33000183105469
2005-03-08,62.150001525878906
2005-03-09,61.45000076293945
2005-03-10,61.650001525878906
2005-03-11,61.41999816894531
2005-03-14,61.900001525878906
2005-03-15,61.45000076293945
2005-03-16,60.599998474121094
2005-03-17,60.81999969482422
2005-03-18,60.650001525878906
2005-03-21,60.45000076293945
2005-03-22,59.849998474121094
2005-03-23,59.689998626708984
2005-03-24,59.25
2005-03-28,59.400001525878906
2005-03-29,58.91999816894531
2005-03-30,59.689998626708984
2005-03-31,59.95000076293945
2005-04-01,59.7400016784668
2005-04-04,59.849998474121094
2005-04-05,60.04999923706055
2005-04-06,60.25
2005-04-07,60.4900016784668
2005-04-08,59.93000030517578
2005-04-11,59.970001220703125
2005-04-12,60.369998931884766
2005-04-13,59.79999923706055
2005-04-14,59.04999923706055
2005-04-15,58.11000061035156
2005-04-18,58.619998931884766
2005-04-19,59.0
2005-04-20,58.220001220703125
2005-04-21,59.11000061035156
2005-04-22,59.20000076293945
2005-04-25,59.65999984741211
2005-04-26,59.099998474121094
2005-04-27,59.36000061035156
2005-04-28,58.83000183105469
2005-04-29,59.54999923706055
2005-05-02,60.04999923706055
2005-05-03,60.040000915527344
2005-05-04,60.779998779296875
2005-05-05,60.650001525878906
2005-05-06,60.45000076293945
2005-05-09,60.83000183105469
2005-05-10,60.43000030517578
2005-05-11,60.529998779296875
2005-05-12,59.880001068115234
2005-05-13,59.400001525878906
2005-05-16,60.09000015258789
2005-05-17,60.56999969482422
2005-05-18,61.15999984741211
2005-05-19,61.27000045776367
2005-05-20,61.2400016784668
2005-05-23,61.380001068115234
2005-05-24,61.29999923706055
2005-05-25,61.08000183105469
2005-05-26,61.290000915527344
2005-05-27,61.47999954223633
2005-05-31,61.29999923706055
2005-06-01,61.95000076293945
2005-06-02,61.81999969482422
2005-06-03,61.650001525878906
2005-06-06,61.630001068115234
2005-06-07,61.70000076293945
2005-06-08,61.70000076293945
2005-06-09,61.689998626708984
2005-06-10,61.790000915527344
2005-06-13,61.91999816894531
2005-06-14,62.25
2005-06-15,62.400001525878906
2005-06-16,62.61000061035156
2005-06-17,63.0
2005-06-20,62.400001525878906
2005-06-21,62.29999923706055
2005-06-22,62.439998626708984
2005-06-23,61.83000183105469
2005-06-24,61.40999984741211
2005-06-27,61.52000045776367
2005-06-28,62.20000076293945
2005-06-29,62.20000076293945
2005-06-30,61.72999954223633
2005-07-01,62.20000076293945
2005-07-05,62.560001373291016
2005-07-06,62.029998779296875
2005-07-07,62.099998474121094
2005-07-08,62.779998779296875
2005-07-11,63.150001525878906
2005-07-12,63.36000061035156
2005-07-13,63.439998626708984
2005-07-14,63.45000076293945
2005-07-15,63.40999984741211
2005-07-18,63.25
2005-07-19,63.5
2005-07-20,63.970001220703125
2005-07-21,63.470001220703125
2005-07-22,64.0999984741211
2005-07-25,63.869998931884766
2005-07-26,63.880001068115234
2005-07-27,64.0199966430664
2005-07-28,64.43000030517578
2005-07-29,63.970001220703125
2005-08-01,63.75
2005-08-02,64.30000305175781
2005-08-03,64.5
2005-08-04,63.86000061035156
2005-08-05,63.2599983215332
2005-08-08,62.91999816894531
2005-08-09,63.130001068115234
2005-08-10,63.11000061035156
2005-08-11,63.43000030517578
2005-08-12,63.25
2005-08-15,63.47999954223633
2005-08-16,62.790000915527344
2005-08-17,62.65999984741211
2005-08-18,62.66999816894531
2005-08-19,62.79999923706055
2005-08-22,63.02000045776367
2005-08-23,62.88999938964844
2005-08-24,62.43000030517578
2005-08-25,62.61000061035156
2005-08-26,62.150001525878906
2005-08-29,62.47999954223633
2005-08-30,62.310001373291016
2005-08-31,62.91999816894531
2005-09-01,63.220001220703125
2005-09-02,63.13999938964844
2005-09-06,63.59000015258789
2005-09-07,63.7400016784668
2005-09-08,63.4900016784668
2005-09-09,63.97999954223633
2005-09-12,63.88999938964844
2005-09-13,63.36000061035156
2005-09-14,63.2400016784668
2005-09-15,63.2400016784668
2005-09-16,63.79999923706055
2005-09-19,63.4900016784668
2005-09-20,63.02000045776367
2005-09-21,62.15999984741211
2005-09-22,62.189998626708984
2005-09-23,61.880001068115234
2005-09-26,61.869998931884766
2005-09-27,61.90999984741211
2005-09-28,61.939998626708984
2005-09-29,62.40999984741211
2005-09-30,62.279998779296875
2005-10-03,62.5
2005-10-04,61.849998474121094
2005-10-05,60.7599983215332
2005-10-06,60.47999954223633
2005-10-07,60.720001220703125
2005-10-10,60.09000015258789
2005-10-11,59.7400016784668
2005-10-12,59.290000915527344
2005-10-13,58.97999954223633
2005-10-14,59.70000076293945
2005-10-17,60.029998779296875
2005-10-18,59.33000183105469
2005-10-19,59.90999984741211
2005-10-20,59.25
2005-10-21,59.529998779296875
2005-10-24,60.63999938964844
2005-10-25,60.58000183105469
2005-10-26,60.459999084472656
2005-10-27,59.939998626708984
2005-10-28,60.86000061035156
2005-10-31,61.25
2005-11-01,61.06999969482422
2005-11-02,61.45000076293945
2005-11-03,61.279998779296875
2005-11-04,61.2599983215332
2005-11-07,61.2599983215332
2005-11-08,61.04999923706055
2005-11-09,61.2599983215332
2005-11-10,61.790000915527344
2005-11-11,61.849998474121094
2005-11-14,61.630001068115234
2005-11-15,61.31999969482422
2005-11-16,61.220001220703125
2005-11-17,61.720001220703125
2005-11-18,62.040000915527344
2005-11-21,62.349998474121094
2005-11-22,62.4900016784668
2005-11-23,62.86000061035156
2005-11-25,62.93000030517578
2005-11-28,62.41999816894531
2005-11-29,62.68000030517578
2005-11-30,62.099998474121094
2005-12-01,62.720001220703125
2005-12-02,62.779998779296875
2005-12-05,62.54999923706055
2005-12-06,62.459999084472656
2005-12-07,62.04999923706055
2005-12-08,62.0
2005-12-09,62.279998779296875
2005-12-12,62.15999984741211
2005-12-13,62.599998474121094
2005-12-14,63.09000015258789
2005-12-15,62.900001525878906
2005-12-16,62.970001220703125
2005-12-19,62.45000076293945
2005-12-20,62.400001525878906
2005-12-21,62.5099983215332
2005-12-22,62.209999084472656
2005-12-23,62.220001220703125
2005-12-27,61.84000015258789
2005-12-28,61.79999923706055
2005-12-29,61.59000015258789
2005-12-30,61.2599983215332
2006-01-03,62.20000076293945
2006-01-04,62.45000076293945
2006-01-05,62.4900016784668
2006-01-06,62.900001525878906
2006-01-09,63.099998474121094
2006-01-10,63.04999923706055
2006-01-11,63.060001373291016
2006-01-12,62.709999084472656
2006-01-13,62.83000183105469
2006-01-17,62.599998474121094
2006-01-18,62.650001525878906
2006-01-19,62.790000915527344
2006-01-20,62.040000915527344
2006-01-23,62.18000030517578
2006-01-24,62.43000030517578
2006-01-25,62.38999938964844
2006-01-26,62.66999816894531
2006-01-27,62.86000061035156
2006-01-30,62.599998474121094
2006-01-31,62.31999969482422
2006-02-01,62.54999923706055
2006-02-02,62.02000045776367
2006-02-03,61.63999938964844
2006-02-06,61.75
2006-02-07,61.41999816894531
2006-02-08,61.630001068115234
2006-02-09,61.77000045776367
2006-02-10,61.959999084472656
2006-02-13,61.81999969482422
2006-02-14,62.4900016784668
2006-02-15,62.7400016784668
2006-02-16,63.150001525878906
2006-02-17,63.27000045776367
2006-02-21,63.08000183105469
2006-02-22,63.849998474121094
2006-02-23,63.66999816894531
2006-02-24,63.56999969482422
2006-02-27,63.7599983215332
2006-02-28,63.34000015258789
2006-03-01,63.5
2006-03-02,63.130001068115234
2006-03-03,62.88999938964844
2006-03-06,62.4900016784668
2006-03-07,62.45000076293945
2006-03-08,62.52000045776367
2006-03-09,62.279998779296875
2006-03-10,62.7400016784668
2006-03-13,63.06999969482422
2006-03-14,63.52000045776367
2006-03-15,63.81999969482422
2006-03-16,64.0
2006-03-17,64.02999877929688
2006-03-20,63.869998931884766
2006-03-21,63.470001220703125
2006-03-22,64.13999938964844
2006-03-23,63.97999954223633
2006-03-24,63.439998626708984
2006-03-27,63.29999923706055
2006-03-28,62.790000915527344
2006-03-29,63.18000030517578
2006-03-30,62.79999923706055
2006-03-31,62.70000076293945
2006-04-03,62.7599983215332
2006-04-04,63.29999923706055
2006-04-05,63.34000015258789
2006-04-06,63.09000015258789
2006-04-07,62.52000045776367
2006-04-10,62.599998474121094
2006-04-11,62.08000183105469
2006-04-12,62.16999816894531
2006-04-13,62.099998474121094
2006-04-17,62.02000045776367
2006-04-18,63.04999923706055
2006-04-19,62.95000076293945
2006-04-20,63.16999816894531
2006-04-21,63.060001373291016
2006-04-24,62.959999084472656
2006-04-25,62.810001373291016
2006-04-26,63.0
2006-04-27,63.709999084472656
2006-04-28,64.0
2006-05-01,63.5
2006-05-02,63.93000030517578
2006-05-03,63.849998474121094
2006-05-04,64.0
2006-05-05,64.62000274658203
2006-05-08,64.58999633789062
2006-05-09,64.5999984741211
2006-05-10,64.51000213623047
2006-05-11,63.79999923706055
2006-05-12,63.25
2006-05-15,63.560001373291016
2006-05-16,63.650001525878906
2006-05-17,62.459999084472656
2006-05-18,62.060001373291016
2006-05-19,62.459999084472656
2006-05-22,62.439998626708984
2006-05-23,61.84000015258789
2006-05-24,62.400001525878906
2006-05-25,63.0
2006-05-26,63.369998931884766
2006-05-30,62.560001373291016
2006-05-31,63.11000061035156
2006-06-01,63.869998931884766
2006-06-02,64.1500015258789
2006-06-05,63.25
2006-06-06,63.11000061035156
2006-06-07,63.040000915527344
2006-06-08,63.29999923706055
2006-06-09,63.279998779296875
2006-06-12,62.93000030517578
2006-06-13,62.20000076293945
2006-06-14,61.959999084472656
2006-06-15,63.060001373291016
2006-06-16,62.7400016784668
2006-06-19,62.13999938964844
2006-06-20,62.27000045776367
2006-06-21,62.63999938964844
2006-06-22,61.91999816894531
2006-06-23,61.65999984741211
2006-06-26,62.20000076293945
2006-06-27,61.79999923706055
2006-06-28,62.099998474121094
2006-06-29,63.150001525878906
2006-06-30,63.060001373291016
2006-07-03,63.349998474121094
2006-07-05,63.060001373291016
2006-07-06,63.25
2006-07-07,63.25
2006-07-10,63.54999923706055
2006-07-11,63.689998626708984
2006-07-12,63.15999984741211
2006-07-13,62.400001525878906
2006-07-14,62.400001525878906
2006-07-17,62.54999923706055
2006-07-18,62.77000045776367
2006-07-19,63.880001068115234
2006-07-20,63.70000076293945
2006-07-21,63.47999954223633
2006-07-24,64.37000274658203
2006-07-25,64.73999786376953
2006-07-26,65.05000305175781
2006-07-27,64.80999755859375
2006-07-28,65.33000183105469
2006-07-31,65.1500015258789
2006-08-01,65.0999984741211
2006-08-02,65.26000213623047
2006-08-03,65.5
2006-08-04,65.69000244140625
2006-08-07,65.41000366210938
2006-08-08,65.3499984741211
2006-08-09,64.83999633789062
2006-08-10,65.02999877929688
2006-08-11,64.79000091552734
2006-08-14,64.87999725341797
2006-08-15,65.4800033569336
2006-08-16,65.80000305175781
2006-08-17,65.68000030517578
2006-08-18,65.9800033569336
2006-08-21,65.87999725341797
2006-08-22,65.91000366210938
2006-08-23,65.5999984741211
2006-08-24,65.62000274658203
2006-08-25,65.48999786376953
2006-08-28,65.81999969482422
2006-08-29,65.86000061035156
2006-08-30,65.75
2006-08-31,65.88999938964844
2006-09-01,66.22000122070312
2006-09-05,66.12999725341797
2006-09-06,65.83000183105469
2006-09-07,65.48999786376953
2006-09-08,65.7300033569336
2006-09-11,65.80000305175781
2006-09-12,66.30000305175781
2006-09-13,66.55999755859375
2006-09-14,66.4800033569336
2006-09-15,66.5999984741211
2006-09-18,66.5
2006-09-19,66.37000274658203
2006-09-20,66.94999694824219
2006-09-21,66.55999755859375
2006-09-22,66.48999786376953
2006-09-25,66.8499984741211
2006-09-26,66.5
2006-09-27,66.66000366210938
2006-09-28,66.69000244140625
2006-09-29,66.43000030517578
2006-10-02,66.41999816894531
2006-10-03,66.44999694824219
2006-10-04,67.05000305175781
2006-10-05,67.23999786376953
2006-10-06,66.9000015258789
2006-10-09,66.9800033569336
2006-10-10,67.23999786376953
2006-10-11,67.27999877929688
2006-10-12,67.62999725341797
2006-10-13,67.87999725341797
2006-10-16,67.86000061035156
2006-10-17,67.83000183105469
2006-10-18,68.1500015258789
2006-10-19,68.22000122070312
2006-10-20,68.27999877929688
2006-10-23,68.5999984741211
2006-10-24,68.68000030517578
2006-10-25,68.91999816894531
2006-10-26,68.98999786376953
2006-10-27,68.69999694824219
2006-10-30,68.70999908447266
2006-10-31,68.6500015258789
2006-11-01,68.63999938964844
2006-11-02,68.44999694824219
2006-11-03,68.41999816894531
2006-11-06,68.98999786376953
2006-11-07,69.2300033569336
2006-11-08,69.5
2006-11-09,69.18000030517578
2006-11-10,69.33000183105469
2006-11-13,69.48999786376953
2006-11-14,69.75
2006-11-15,69.80000305175781
2006-11-16,70.1500015258789
2006-11-17,70.0999984741211
2006-11-20,70.05999755859375
2006-11-21,69.69999694824219
2006-11-22,69.70999908447266
2006-11-24,69.5999984741211
2006-11-27,68.8499984741211
2006-11-28,69.04000091552734
2006-11-29,69.80000305175781
2006-11-30,69.7699966430664
2006-12-01,69.83000183105469
2006-12-04,70.31999969482422
2006-12-05,70.69999694824219
2006-12-06,70.5999984741211
2006-12-07,70.23999786376953
2006-12-08,70.16999816894531
2006-12-11,70.55000305175781
2006-12-12,70.69999694824219
2006-12-13,70.73999786376953
2006-12-14,71.19999694824219
2006-12-15,71.12000274658203
2006-12-18,70.93000030517578
2006-12-19,71.12999725341797
2006-12-20,70.70999908447266
2006-12-21,70.55999755859375
2006-12-22,70.36000061035156
2006-12-26,70.98999786376953
2006-12-27,71.44000244140625
2006-12-28,71.13999938964844
2006-12-29,70.7300033569336
2007-01-03,71.16999816894531
2007-01-04,71.06999969482422
2007-01-05,70.19999694824219
2007-01-08,70.3499984741211
2007-01-09,70.38999938964844
2007-01-10,70.41000366210938
2007-01-11,70.68000030517578
2007-01-12,70.66000366210938
2007-01-16,70.52999877929688
2007-01-17,70.56999969482422
2007-01-18,70.44999694824219
2007-01-19,70.61000061035156
2007-01-22,70.44999694824219
2007-01-23,70.66999816894531
2007-01-24,71.19000244140625
2007-01-25,70.61000061035156
2007-01-26,70.5999984741211
2007-01-29,70.68000030517578
2007-01-30,71.02999877929688
2007-01-31,71.43000030517578
2007-02-01,71.9000015258789
2007-02-02,72.05000305175781
2007-02-05,72.08000183105469
2007-02-06,72.27999877929688
2007-02-07,72.44999694824219
2007-02-08,72.37999725341797
2007-02-09,72.08000183105469
2007-02-12,72.0199966430664
2007-02-13,72.66000366210938
2007-02-14,72.91000366210938
2007-02-15,72.87000274658203
2007-02-16,72.87000274658203
2007-02-20,73.16999816894531
2007-02-21,72.95999908447266
2007-02-22,72.80000305175781
2007-02-23,72.6500015258789
2007-02-26,72.87999725341797
2007-02-27,70.55000305175781
2007-02-28,70.98999786376953
2007-03-01,71.04000091552734
2007-03-02,70.16999816894531
2007-03-05,69.12999725341797
2007-03-06,70.30999755859375
2007-03-07,70.05000305175781
2007-03-08,70.55999755859375
2007-03-09,70.77999877929688
2007-03-12,70.95999908447266
2007-03-13,69.55999755859375
2007-03-14,69.97000122070312
2007-03-15,70.44000244140625
2007-03-16,70.08999633789062
2007-03-19,70.73999786376953
2007-03-20,71.48999786376953
2007-03-21,72.51000213623047
2007-03-22,72.33999633789062
2007-03-23,71.9800033569336
2007-03-26,71.91000366210938
2007-03-27,71.83999633789062
2007-03-28,71.23999786376953
2007-03-29,71.5999984741211
2007-03-30,71.44999694824219
2007-04-02,71.73999786376953
2007-04-03,72.20999908447266
2007-04-04,72.27999877929688
2007-04-05,72.30000305175781
2007-04-09,72.26000213623047
2007-04-10,72.5
2007-04-11,71.94999694824219
2007-04-12,71.9800033569336
2007-04-13,72.4800033569336
2007-04-16,73.19999694824219
2007-04-17,73.27999877929688
2007-04-18,73.5999984741211
2007-04-19,73.51000213623047
2007-04-20,74.11000061035156
2007-04-23,73.75
2007-04-24,73.70999908447266
2007-04-25,74.44999694824219
2007-04-26,74.36000061035156
2007-04-27,74.1500015258789
2007-04-30,73.43000030517578
2007-05-01,73.87000274658203
2007-05-02,74.0999984741211
2007-05-03,74.44999694824219
2007-05-04,74.66000366210938
2007-05-07,74.94999694824219
2007-05-08,74.83999633789062
2007-05-09,74.94999694824219
2007-05-10,74.12000274658203
2007-05-11,74.83999633789062
2007-05-14,74.77999877929688
2007-05-15,74.7699966430664
2007-05-16,75.2300033569336
2007-05-17,75.12000274658203
2007-05-18,75.41999816894531
2007-05-21,75.52999877929688
2007-05-22,75.55000305175781
2007-05-23,75.22000122070312
2007-05-24,74.19000244140625
2007-05-25,74.47000122070312
2007-05-29,74.63999938964844
2007-05-30,74.91999816894531
2007-05-31,74.87999725341797
2007-06-01,75.23999786376953
2007-06-04,75.16999816894531
2007-06-05,74.54000091552734
2007-06-06,73.72000122070312
2007-06-07,72.26000213623047
2007-06-08,73.0
2007-06-11,73.33000183105469
2007-06-12,72.30000305175781
2007-06-13,73.4000015258789
2007-06-14,73.5199966430664
2007-06-15,74.18000030517578
2007-06-18,73.97000122070312
2007-06-19,74.08000183105469
2007-06-20,72.95999908447266
2007-06-21,73.08000183105469
2007-06-22,72.16999816894531
2007-06-25,72.19999694824219
2007-06-26,71.83999633789062
2007-06-27,72.80999755859375
2007-06-28,72.13999938964844
2007-06-29,71.88999938964844
2007-07-02,73.05000305175781
2007-07-03,73.12000274658203
2007-07-05,72.8499984741211
2007-07-06,72.8499984741211
2007-07-09,72.80000305175781
2007-07-10,71.4000015258789
2007-07-11,71.87000274658203
2007-07-12,73.16000366210938
2007-07-13,73.3499984741211
2007-07-16,73.06999969482422
2007-07-17,73.1500015258789
2007-07-18,72.66999816894531
2007-07-19,72.8499984741211
2007-07-20,71.81999969482422
2007-07-23,72.0
2007-07-24,70.22000122070312
2007-07-25,70.55000305175781
2007-07-26,68.69999694824219
2007-07-27,67.80000305175781
2007-07-30,68.4000015258789
2007-07-31,67.69999694824219
2007-08-01,68.5999984741211
2007-08-02,68.8499984741211
2007-08-03,66.4800033569336
2007-08-06,68.54000091552734
2007-08-07,69.2699966430664
2007-08-08,70.0999984741211
2007-08-09,67.80000305175781
2007-08-10,68.36000061035156
2007-08-13,68.06999969482422
2007-08-14,66.8499984741211
