,CHRW
2009-10-16,60.91999816894531
2009-10-19,61.20000076293945
2009-10-20,61.470001220703125
2009-10-21,58.72999954223633
2009-10-22,58.9900016784668
2009-10-23,57.2400016784668
2009-10-26,56.81999969482422
2009-10-27,56.4900016784668
2009-10-28,56.04999923706055
2009-10-29,56.5
2009-10-30,55.11000061035156
2009-11-02,55.43000030517578
2009-11-03,56.0099983215332
2009-11-04,54.689998626708984
2009-11-05,56.040000915527344
2009-11-06,56.5
2009-11-09,57.36000061035156
2009-11-10,57.2400016784668
2009-11-11,58.150001525878906
2009-11-12,57.689998626708984
2009-11-13,57.15999984741211
2009-11-16,58.540000915527344
2009-11-17,58.599998474121094
2009-11-18,57.91999816894531
2009-11-19,57.349998474121094
2009-11-20,57.20000076293945
2009-11-23,57.099998474121094
2009-11-24,56.59000015258789
2009-11-25,56.41999816894531
2009-11-27,55.83000183105469
2009-11-30,55.75
2009-12-01,56.58000183105469
2009-12-02,57.709999084472656
2009-12-03,57.220001220703125
2009-12-04,57.83000183105469
2009-12-07,57.2599983215332
2009-12-08,57.40999984741211
2009-12-09,57.459999084472656
2009-12-10,57.689998626708984
2009-12-11,58.099998474121094
2009-12-14,59.040000915527344
2009-12-15,59.709999084472656
2009-12-16,59.349998474121094
2009-12-17,57.790000915527344
2009-12-18,58.189998626708984
2009-12-21,58.650001525878906
2009-12-22,58.689998626708984
2009-12-23,58.540000915527344
2009-12-24,58.79999923706055
2009-12-28,59.04999923706055
2009-12-29,59.5099983215332
2009-12-30,59.720001220703125
2009-12-31,58.72999954223633
2010-01-04,59.34000015258789
2010-01-05,58.11000061035156
2010-01-06,57.34000015258789
2010-01-07,56.790000915527344
2010-01-08,57.54999923706055
2010-01-11,57.720001220703125
2010-01-12,56.9900016784668
2010-01-13,57.31999969482422
2010-01-14,57.619998931884766
2010-01-15,57.720001220703125
2010-01-19,58.130001068115234
2010-01-20,57.779998779296875
2010-01-21,57.630001068115234
2010-01-22,57.349998474121094
2010-01-25,57.459999084472656
2010-01-26,57.099998474121094
2010-01-27,57.459999084472656
2010-01-28,56.540000915527344
2010-01-29,56.630001068115234
2010-02-01,57.400001525878906
2010-02-02,57.41999816894531
2010-02-03,53.540000915527344
2010-02-04,53.25
2010-02-05,52.439998626708984
2010-02-08,52.08000183105469
2010-02-09,52.66999816894531
2010-02-10,51.84000015258789
2010-02-11,53.099998474121094
2010-02-12,52.119998931884766
2010-02-16,52.75
2010-02-17,53.0
2010-02-18,52.900001525878906
2010-02-19,53.5
2010-02-22,54.15999984741211
2010-02-23,53.560001373291016
2010-02-24,53.68000030517578
2010-02-25,53.4900016784668
2010-02-26,53.33000183105469
2010-03-01,53.560001373291016
2010-03-02,53.209999084472656
2010-03-03,52.470001220703125
2010-03-04,52.66999816894531
2010-03-05,53.25
2010-03-08,53.31999969482422
2010-03-09,53.38999938964844
2010-03-10,53.66999816894531
2010-03-11,53.459999084472656
2010-03-12,53.869998931884766
2010-03-15,53.880001068115234
2010-03-16,55.279998779296875
2010-03-17,55.68000030517578
2010-03-18,56.58000183105469
2010-03-19,56.599998474121094
2010-03-22,56.22999954223633
2010-03-23,56.43000030517578
2010-03-24,56.119998931884766
2010-03-25,55.650001525878906
2010-03-26,55.560001373291016
2010-03-29,56.09000015258789
2010-03-30,56.220001220703125
2010-03-31,55.849998474121094
2010-04-01,55.68000030517578
2010-04-05,55.65999984741211
2010-04-06,55.279998779296875
2010-04-07,55.150001525878906
2010-04-08,55.599998474121094
2010-04-09,56.45000076293945
2010-04-12,56.439998626708984
2010-04-13,56.59000015258789
2010-04-14,57.7400016784668
2010-04-15,58.93000030517578
2010-04-16,58.380001068115234
2010-04-19,58.630001068115234
2010-04-20,58.900001525878906
2010-04-21,60.0
2010-04-22,61.459999084472656
2010-04-23,61.58000183105469
2010-04-26,61.150001525878906
2010-04-27,60.27000045776367
2010-04-28,60.560001373291016
2010-04-29,61.150001525878906
2010-04-30,60.31999969482422
2010-05-03,61.77000045776367
2010-05-04,60.70000076293945
2010-05-05,60.709999084472656
2010-05-06,59.15999984741211
2010-05-07,57.83000183105469
2010-05-10,60.68000030517578
2010-05-11,60.68000030517578
2010-05-12,61.220001220703125
2010-05-13,60.599998474121094
2010-05-14,59.61000061035156
2010-05-17,59.7599983215332
2010-05-18,59.220001220703125
2010-05-19,59.34000015258789
2010-05-20,57.029998779296875
2010-05-21,58.18000030517578
2010-05-24,57.33000183105469
2010-05-25,57.400001525878906
2010-05-26,57.36000061035156
2010-05-27,58.70000076293945
2010-05-28,58.11000061035156
2010-06-01,57.08000183105469
2010-06-02,58.119998931884766
2010-06-03,58.040000915527344
2010-06-04,55.900001525878906
2010-06-07,54.7400016784668
2010-06-08,54.880001068115234
2010-06-09,55.029998779296875
2010-06-10,57.439998626708984
2010-06-11,58.209999084472656
2010-06-14,58.70000076293945
2010-06-15,59.31999969482422
2010-06-16,59.279998779296875
2010-06-17,59.34000015258789
2010-06-18,59.060001373291016
2010-06-21,59.11000061035156
2010-06-22,57.59000015258789
2010-06-23,57.459999084472656
2010-06-24,56.9900016784668
2010-06-25,57.22999954223633
2010-06-28,56.900001525878906
2010-06-29,55.939998626708984
2010-06-30,55.65999984741211
2010-07-01,55.720001220703125
2010-07-02,55.04999923706055
2010-07-06,55.63999938964844
2010-07-07,56.400001525878906
2010-07-08,56.790000915527344
2010-07-09,57.060001373291016
2010-07-12,56.959999084472656
2010-07-13,58.0099983215332
2010-07-14,58.75
2010-07-15,58.58000183105469
2010-07-16,57.45000076293945
2010-07-19,58.25
2010-07-20,58.650001525878906
2010-07-21,57.61000061035156
2010-07-22,59.400001525878906
2010-07-23,60.880001068115234
2010-07-26,62.099998474121094
2010-07-27,61.20000076293945
2010-07-28,64.87000274658203
2010-07-29,64.62999725341797
2010-07-30,65.19999694824219
2010-08-02,66.22000122070312
2010-08-03,66.43000030517578
2010-08-04,67.22000122070312
2010-08-05,67.3499984741211
2010-08-06,66.88999938964844
2010-08-09,67.7699966430664
2010-08-10,66.19999694824219
2010-08-11,64.9800033569336
2010-08-12,64.88999938964844
2010-08-13,64.5999984741211
2010-08-16,64.86000061035156
2010-08-17,66.29000091552734
2010-08-18,65.9800033569336
2010-08-19,65.19000244140625
2010-08-20,66.16000366210938
2010-08-23,65.86000061035156
2010-08-24,65.13999938964844
2010-08-25,65.12000274658203
2010-08-26,64.91000366210938
2010-08-27,65.91999816894531
2010-08-30,64.9000015258789
2010-08-31,64.98999786376953
2010-09-01,66.37000274658203
2010-09-02,67.2300033569336
2010-09-03,67.55999755859375
2010-09-07,67.05999755859375
2010-09-08,67.66999816894531
2010-09-09,67.69000244140625
2010-09-10,67.5
2010-09-13,68.0
2010-09-14,68.0
2010-09-15,68.20999908447266
2010-09-16,67.83999633789062
2010-09-17,68.44999694824219
2010-09-20,68.79000091552734
2010-09-21,68.83999633789062
2010-09-22,68.08000183105469
2010-09-23,67.11000061035156
2010-09-24,68.5999984741211
2010-09-27,68.69000244140625
2010-09-28,69.41000366210938
2010-09-29,69.56999969482422
2010-09-30,69.91999816894531
2010-10-01,69.63999938964844
2010-10-04,69.54000091552734
2010-10-05,70.88999938964844
2010-10-06,71.0999984741211
2010-10-07,71.0999984741211
2010-10-08,71.20999908447266
2010-10-11,71.12000274658203
2010-10-12,70.62999725341797
2010-10-13,71.5
2010-10-14,72.05999755859375
2010-10-15,72.23999786376953
2010-10-18,71.76000213623047
2010-10-19,71.69999694824219
2010-10-20,72.36000061035156
2010-10-21,72.4000015258789
2010-10-22,72.5199966430664
2010-10-25,72.77999877929688
2010-10-26,71.9800033569336
2010-10-27,71.48999786376953
2010-10-28,70.18000030517578
2010-10-29,70.4800033569336
2010-11-01,70.48999786376953
2010-11-02,71.08999633789062
2010-11-03,70.54000091552734
2010-11-04,72.25
2010-11-05,71.79000091552734
2010-11-08,72.16999816894531
2010-11-09,71.19000244140625
2010-11-10,70.69000244140625
2010-11-11,71.80000305175781
2010-11-12,71.19999694824219
2010-11-15,71.4000015258789
2010-11-16,70.81999969482422
2010-11-17,71.08000183105469
2010-11-18,72.25
2010-11-19,72.8499984741211
2010-11-22,72.87999725341797
2010-11-23,72.33000183105469
2010-11-24,74.22000122070312
2010-11-26,74.11000061035156
2010-11-29,73.5199966430664
2010-11-30,73.70999908447266
2010-12-01,75.05999755859375
2010-12-02,75.80999755859375
2010-12-03,76.3499984741211
2010-12-06,75.94000244140625
2010-12-07,76.43000030517578
2010-12-08,77.1500015258789
2010-12-09,77.76000213623047
2010-12-10,78.12000274658203
2010-12-13,78.06999969482422
2010-12-14,78.45999908447266
2010-12-15,78.5199966430664
2010-12-16,79.19999694824219
2010-12-17,79.0
2010-12-20,79.0
2010-12-21,80.02999877929688
2010-12-22,79.91000366210938
2010-12-23,79.70999908447266
2010-12-27,79.76000213623047
2010-12-28,79.69000244140625
2010-12-29,80.5
2010-12-30,80.08000183105469
2010-12-31,80.19000244140625
2011-01-03,81.51000213623047
2011-01-04,80.44999694824219
2011-01-05,79.87999725341797
2011-01-06,79.63999938964844
2011-01-07,79.55999755859375
2011-01-10,79.58000183105469
2011-01-11,79.51000213623047
2011-01-12,79.75
2011-01-13,79.37999725341797
2011-01-14,78.87999725341797
2011-01-18,79.33000183105469
2011-01-19,77.72000122070312
2011-01-20,77.80000305175781
2011-01-21,77.62000274658203
2011-01-24,77.75
2011-01-25,77.83000183105469
2011-01-26,78.12000274658203
2011-01-27,77.73999786376953
2011-01-28,76.02999877929688
2011-01-31,77.08999633789062
2011-02-01,78.19999694824219
2011-02-02,73.73999786376953
2011-02-03,74.44000244140625
2011-02-04,74.05999755859375
2011-02-07,74.11000061035156
2011-02-08,73.56999969482422
2011-02-09,73.91999816894531
2011-02-10,74.5999984741211
2011-02-11,75.06999969482422
2011-02-14,73.91000366210938
2011-02-15,74.05000305175781
2011-02-16,74.91999816894531
2011-02-17,75.01000213623047
2011-02-18,74.98999786376953
2011-02-22,71.70999908447266
2011-02-23,70.69999694824219
2011-02-24,71.80999755859375
2011-02-25,72.55000305175781
2011-02-28,72.38999938964844
2011-03-01,70.87000274658203
2011-03-02,71.41000366210938
2011-03-03,73.86000061035156
2011-03-04,72.83999633789062
2011-03-07,72.22000122070312
2011-03-08,73.33999633789062
2011-03-09,73.61000061035156
2011-03-10,72.69999694824219
2011-03-11,72.75
2011-03-14,72.31999969482422
2011-03-15,71.75
2011-03-16,71.08999633789062
2011-03-17,71.79000091552734
2011-03-18,72.66000366210938
2011-03-21,73.66999816894531
2011-03-22,71.55000305175781
2011-03-23,71.41999816894531
2011-03-24,72.19999694824219
2011-03-25,72.5199966430664
2011-03-28,72.6500015258789
2011-03-29,73.0999984741211
2011-03-30,73.11000061035156
2011-03-31,74.12999725341797
2011-04-01,74.9000015258789
2011-04-04,75.63999938964844
2011-04-05,75.43000030517578
2011-04-06,75.62000274658203
2011-04-07,74.7699966430664
2011-04-08,74.27999877929688
2011-04-11,73.91000366210938
2011-04-12,74.23999786376953
2011-04-13,74.37000274658203
2011-04-14,75.38999938964844
2011-04-15,76.63999938964844
2011-04-18,75.87999725341797
2011-04-19,76.12000274658203
2011-04-20,77.11000061035156
2011-04-21,78.04000091552734
2011-04-25,78.51000213623047
2011-04-26,79.23999786376953
2011-04-27,80.08999633789062
2011-04-28,80.94999694824219
2011-04-29,80.18000030517578
2011-05-02,80.1500015258789
2011-05-03,79.38999938964844
2011-05-04,78.8499984741211
2011-05-05,79.26000213623047
2011-05-06,79.52999877929688
2011-05-09,80.30999755859375
2011-05-10,80.94999694824219
2011-05-11,80.43000030517578
2011-05-12,80.68000030517578
2011-05-13,79.7699966430664
2011-05-16,79.80000305175781
2011-05-17,79.22000122070312
2011-05-18,80.23999786376953
2011-05-19,80.80000305175781
2011-05-20,80.56999969482422
2011-05-23,79.9800033569336
2011-05-24,79.56999969482422
2011-05-25,79.62000274658203
2011-05-26,79.98999786376953
2011-05-27,79.91999816894531
2011-05-31,80.22000122070312
2011-06-01,78.22000122070312
2011-06-02,78.86000061035156
2011-06-03,77.76000213623047
2011-06-06,76.97000122070312
2011-06-07,76.83000183105469
2011-06-08,76.30000305175781
2011-06-09,76.41999816894531
2011-06-10,75.83000183105469
2011-06-13,76.11000061035156
2011-06-14,77.37999725341797
2011-06-15,76.44000244140625
2011-06-16,76.2300033569336
2011-06-17,76.87999725341797
2011-06-20,77.30000305175781
2011-06-21,77.95999908447266
2011-06-22,77.5999984741211
2011-06-23,77.41000366210938
2011-06-24,76.08999633789062
2011-06-27,76.94999694824219
2011-06-28,77.9800033569336
2011-06-29,78.08999633789062
2011-06-30,78.83999633789062
2011-07-01,80.62000274658203
2011-07-05,80.47000122070312
2011-07-06,81.16000366210938
2011-07-07,82.0999984741211
2011-07-08,81.4800033569336
2011-07-11,80.44999694824219
2011-07-12,79.51000213623047
2011-07-13,79.5999984741211
2011-07-14,78.91999816894531
2011-07-15,78.55999755859375
2011-07-18,78.06999969482422
2011-07-19,79.30000305175781
2011-07-20,78.69000244140625
2011-07-21,79.79000091552734
2011-07-22,80.43000030517578
2011-07-25,81.20999908447266
2011-07-26,80.25
2011-07-27,73.87999725341797
2011-07-28,72.70999908447266
2011-07-29,72.30999755859375
2011-08-01,71.69000244140625
2011-08-02,70.41000366210938
2011-08-03,71.51000213623047
2011-08-04,68.33999633789062
2011-08-05,68.12999725341797
2011-08-08,64.26000213623047
2011-08-09,65.0
2011-08-10,62.95000076293945
2011-08-11,66.08000183105469
2011-08-12,68.4000015258789
2011-08-15,68.48999786376953
2011-08-16,67.4800033569336
2011-08-17,67.19999694824219
2011-08-18,64.23999786376953
2011-08-19,63.66999816894531
2011-08-22,64.52999877929688
2011-08-23,66.51000213623047
2011-08-24,67.47000122070312
2011-08-25,66.30999755859375
2011-08-26,67.98999786376953
2011-08-29,70.47000122070312
2011-08-30,71.27999877929688
2011-08-31,70.5
2011-09-01,69.3499984741211
2011-09-02,66.98999786376953
2011-09-06,65.4000015258789
2011-09-07,68.0
2011-09-08,67.08999633789062
2011-09-09,66.55000305175781
2011-09-12,66.75
2011-09-13,67.93000030517578
2011-09-14,69.08999633789062
2011-09-15,69.9800033569336
2011-09-16,70.31999969482422
2011-09-19,70.04000091552734
2011-09-20,69.13999938964844
2011-09-21,66.45999908447266
2011-09-22,65.19000244140625
2011-09-23,66.0199966430664
2011-09-26,68.1500015258789
2011-09-27,69.05999755859375
2011-09-28,67.52999877929688
2011-09-29,68.37000274658203
2011-09-30,68.47000122070312
2011-10-03,66.2699966430664
2011-10-04,67.88999938964844
2011-10-05,70.58999633789062
2011-10-06,71.52999877929688
2011-10-07,70.87000274658203
2011-10-10,73.08000183105469
2011-10-11,73.3499984741211
2011-10-12,72.43000030517578
2011-10-13,71.97000122070312
2011-10-14,73.5
2011-10-17,72.30999755859375
2011-10-18,73.94999694824219
2011-10-19,73.44000244140625
2011-10-20,73.63999938964844
2011-10-21,75.0
2011-10-24,76.3499984741211
2011-10-25,74.87999725341797
2011-10-26,68.75
2011-10-27,70.26000213623047
2011-10-28,70.4000015258789
2011-10-31,69.43000030517578
2011-11-01,66.9800033569336
2011-11-02,68.16999816894531
2011-11-03,68.94999694824219
2011-11-04,68.72000122070312
2011-11-07,68.8499984741211
2011-11-08,70.5199966430664
2011-11-09,67.16000366210938
2011-11-10,67.69000244140625
2011-11-11,68.76000213623047
2011-11-14,68.2699966430664
2011-11-15,68.56999969482422
2011-11-16,66.93000030517578
2011-11-17,65.6500015258789
2011-11-18,66.01000213623047
2011-11-21,65.66999816894531
2011-11-22,64.7300033569336
2011-11-23,63.7400016784668
2011-11-25,63.630001068115234
2011-11-28,65.87000274658203
2011-11-29,65.5999984741211
2011-11-30,68.51000213623047
2011-12-01,67.6500015258789
2011-12-02,67.9800033569336
2011-12-05,69.5
2011-12-06,68.54000091552734
2011-12-07,68.80999755859375
2011-12-08,67.25
2011-12-09,68.44000244140625
2011-12-12,67.66000366210938
2011-12-13,66.69999694824219
2011-12-14,66.30999755859375
2011-12-15,66.69000244140625
2011-12-16,66.58999633789062
2011-12-19,65.44000244140625
2011-12-20,68.2300033569336
2011-12-21,68.48999786376953
2011-12-22,69.36000061035156
2011-12-23,70.0199966430664
2011-12-27,70.7300033569336
2011-12-28,69.55000305175781
2011-12-29,70.08000183105469
2011-12-30,69.77999877929688
2012-01-03,69.83999633789062
2012-01-04,68.72000122070312
2012-01-05,67.80999755859375
2012-01-06,67.9800033569336
2012-01-09,67.58000183105469
2012-01-10,67.37000274658203
2012-01-11,66.5199966430664
2012-01-12,66.33999633789062
2012-01-13,66.7300033569336
2012-01-17,66.47000122070312
2012-01-18,67.29000091552734
2012-01-19,68.87000274658203
2012-01-20,67.66000366210938
2012-01-23,68.05000305175781
2012-01-24,67.62999725341797
2012-01-25,68.11000061035156
2012-01-26,69.47000122070312
2012-01-27,68.5199966430664
2012-01-30,67.93000030517578
2012-01-31,68.83999633789062
2012-02-01,64.01000213623047
2012-02-02,64.0
2012-02-03,64.41999816894531
2012-02-06,64.04000091552734
2012-02-07,64.08999633789062
2012-02-08,63.599998474121094
2012-02-09,63.650001525878906
2012-02-10,63.5
2012-02-13,64.75
2012-02-14,65.4800033569336
2012-02-15,63.59000015258789
2012-02-16,66.19999694824219
2012-02-17,66.11000061035156
2012-02-21,66.12000274658203
2012-02-22,66.23999786376953
2012-02-23,67.5
2012-02-24,67.20999908447266
2012-02-27,66.93000030517578
2012-02-28,66.94000244140625
2012-02-29,66.16999816894531
2012-03-01,66.8499984741211
2012-03-02,66.22000122070312
2012-03-05,65.72000122070312
2012-03-06,64.9000015258789
2012-03-07,65.05999755859375
2012-03-08,65.76000213623047
2012-03-09,66.3499984741211
2012-03-12,65.94000244140625
2012-03-13,66.4000015258789
2012-03-14,65.3499984741211
2012-03-15,65.3499984741211
2012-03-16,65.66999816894531
2012-03-19,65.62000274658203
2012-03-20,64.5
2012-03-21,65.0
2012-03-22,64.5
2012-03-23,64.41999816894531
2012-03-26,65.19000244140625
2012-03-27,65.3499984741211
2012-03-28,65.11000061035156
2012-03-29,64.76000213623047
2012-03-30,65.48999786376953
2012-04-02,65.91000366210938
2012-04-03,65.70999908447266
2012-04-04,65.5199966430664
2012-04-05,65.12000274658203
2012-04-09,64.0
2012-04-10,63.34000015258789
2012-04-11,64.0
2012-04-12,64.52999877929688
2012-04-13,64.12999725341797
2012-04-16,64.80999755859375
2012-04-17,66.11000061035156
2012-04-18,66.86000061035156
2012-04-19,66.13999938964844
2012-04-20,66.5199966430664
2012-04-23,65.52999877929688
2012-04-24,65.83000183105469
2012-04-25,60.90999984741211
2012-04-26,59.22999954223633
2012-04-27,59.02000045776367
2012-04-30,59.7400016784668
2012-05-01,60.79999923706055
2012-05-02,62.29999923706055
2012-05-03,61.41999816894531
2012-05-04,60.619998931884766
2012-05-07,60.86000061035156
2012-05-08,61.31999969482422
2012-05-09,60.66999816894531
2012-05-10,60.52000045776367
2012-05-11,60.810001373291016
2012-05-14,60.45000076293945
2012-05-15,60.77000045776367
2012-05-16,60.619998931884766
2012-05-17,59.63999938964844
2012-05-18,58.880001068115234
2012-05-21,59.779998779296875
2012-05-22,59.849998474121094
2012-05-23,60.31999969482422
2012-05-24,59.81999969482422
2012-05-25,59.689998626708984
2012-05-29,60.77000045776367
2012-05-30,59.08000183105469
2012-05-31,58.2599983215332
2012-06-01,56.88999938964844
2012-06-04,56.689998626708984
2012-06-05,56.619998931884766
2012-06-06,58.040000915527344
2012-06-07,57.56999969482422
2012-06-08,57.91999816894531
2012-06-11,57.45000076293945
2012-06-12,57.91999816894531
2012-06-13,57.290000915527344
2012-06-14,58.02000045776367
2012-06-15,58.560001373291016
2012-06-18,59.0099983215332
2012-06-19,59.810001373291016
2012-06-20,59.310001373291016
2012-06-21,57.83000183105469
2012-06-22,57.369998931884766
2012-06-25,56.34000015258789
2012-06-26,56.2599983215332
2012-06-27,56.84000015258789
2012-06-28,56.65999984741211
2012-06-29,58.529998779296875
2012-07-02,60.849998474121094
2012-07-03,61.86000061035156
2012-07-05,61.439998626708984
2012-07-06,60.5099983215332
2012-07-09,60.2400016784668
2012-07-10,59.90999984741211
2012-07-11,59.599998474121094
2012-07-12,58.95000076293945
2012-07-13,60.29999923706055
2012-07-16,58.91999816894531
2012-07-17,57.95000076293945
2012-07-18,59.2400016784668
2012-07-19,59.529998779296875
2012-07-20,56.959999084472656
2012-07-23,56.58000183105469
2012-07-24,56.25
2012-07-25,52.22999954223633
2012-07-26,52.2400016784668
2012-07-27,53.349998474121094
2012-07-30,53.25
2012-07-31,52.849998474121094
2012-08-01,52.849998474121094
2012-08-02,53.13999938964844
2012-08-03,53.599998474121094
2012-08-06,53.630001068115234
2012-08-07,53.7400016784668
2012-08-08,53.900001525878906
2012-08-09,53.79999923706055
2012-08-10,54.22999954223633
2012-08-13,54.61000061035156
2012-08-14,55.220001220703125
2012-08-15,55.900001525878906
2012-08-16,56.66999816894531
2012-08-17,57.040000915527344
2012-08-20,57.439998626708984
2012-08-21,57.40999984741211
2012-08-22,57.2599983215332
2012-08-23,56.810001373291016
2012-08-24,57.15999984741211
2012-08-27,56.529998779296875
2012-08-28,56.099998474121094
2012-08-29,57.0
2012-08-30,56.2400016784668
2012-08-31,56.61000061035156
2012-09-04,56.630001068115234
2012-09-05,56.369998931884766
2012-09-06,57.060001373291016
2012-09-07,57.45000076293945
2012-09-10,57.34000015258789
2012-09-11,57.470001220703125
2012-09-12,57.459999084472656
2012-09-13,57.2400016784668
2012-09-14,57.27000045776367
2012-09-17,56.7400016784668
2012-09-18,56.52000045776367
2012-09-19,57.400001525878906
2012-09-20,57.54999923706055
2012-09-21,57.619998931884766
2012-09-24,58.56999969482422
2012-09-25,59.040000915527344
2012-09-26,59.060001373291016
2012-09-27,59.27000045776367
2012-09-28,58.58000183105469
2012-10-01,59.099998474121094
2012-10-02,58.599998474121094
2012-10-03,59.869998931884766
2012-10-04,59.900001525878906
2012-10-05,60.310001373291016
2012-10-08,59.9900016784668
2012-10-09,59.369998931884766
2012-10-10,59.0
2012-10-11,58.900001525878906
2012-10-12,59.939998626708984
2012-10-15,60.36000061035156
2012-10-16,60.900001525878906
2012-10-17,61.689998626708984
2012-10-18,61.400001525878906
2012-10-19,60.720001220703125
2012-10-22,59.849998474121094
2012-10-23,60.97999954223633
2012-10-24,57.54999923706055
2012-10-25,59.099998474121094
2012-10-26,59.40999984741211
2012-10-31,60.310001373291016
2012-11-01,61.56999969482422
2012-11-02,61.47999954223633
2012-11-05,62.029998779296875
2012-11-06,62.91999816894531
2012-11-07,62.220001220703125
2012-11-08,61.5
2012-11-09,61.47999954223633
2012-11-12,61.380001068115234
2012-11-13,61.38999938964844
2012-11-14,59.869998931884766
2012-11-15,59.529998779296875
2012-11-16,59.15999984741211
2012-11-19,59.810001373291016
2012-11-20,60.06999969482422
2012-11-21,60.220001220703125
2012-11-23,60.97999954223633
2012-11-26,61.47999954223633
2012-11-27,60.83000183105469
2012-11-28,61.72999954223633
2012-11-29,61.970001220703125
2012-11-30,61.7400016784668
2012-12-03,61.0
2012-12-04,61.02000045776367
2012-12-05,61.90999984741211
2012-12-06,60.63999938964844
2012-12-07,60.599998474121094
2012-12-10,61.939998626708984
2012-12-11,62.2599983215332
2012-12-12,61.90999984741211
2012-12-13,61.63999938964844
2012-12-14,61.52000045776367
2012-12-17,62.189998626708984
2012-12-18,63.54999923706055
2012-12-19,63.630001068115234
2012-12-20,63.7599983215332
2012-12-21,63.599998474121094
2012-12-24,63.31999969482422
2012-12-26,62.9900016784668
2012-12-27,62.79999923706055
2012-12-28,62.150001525878906
2012-12-31,63.220001220703125
2013-01-02,63.15999984741211
2013-01-03,62.34000015258789
2013-01-04,63.040000915527344
2013-01-07,63.150001525878906
2013-01-08,63.209999084472656
2013-01-09,64.20999908447266
2013-01-10,64.37999725341797
2013-01-11,64.54000091552734
2013-01-14,64.80000305175781
2013-01-15,65.3499984741211
2013-01-16,64.7300033569336
2013-01-17,64.87999725341797
2013-01-18,65.51000213623047
2013-01-22,66.06999969482422
2013-01-23,65.75
2013-01-24,67.20999908447266
2013-01-25,67.19000244140625
2013-01-28,67.51000213623047
2013-01-29,67.91999816894531
2013-01-30,67.13999938964844
2013-01-31,66.1500015258789
2013-02-01,66.88999938964844
2013-02-04,66.02999877929688
2013-02-05,67.01000213623047
2013-02-06,60.5
2013-02-07,59.93000030517578
2013-02-08,59.720001220703125
2013-02-11,59.34000015258789
2013-02-12,59.130001068115234
2013-02-13,58.810001373291016
2013-02-14,58.08000183105469
2013-02-15,57.779998779296875
2013-02-19,58.369998931884766
2013-02-20,58.470001220703125
2013-02-21,57.52000045776367
2013-02-22,57.970001220703125
2013-02-25,56.77000045776367
2013-02-26,55.97999954223633
2013-02-27,57.189998626708984
2013-02-28,57.02000045776367
2013-03-01,57.060001373291016
2013-03-04,57.060001373291016
2013-03-05,57.540000915527344
2013-03-06,57.22999954223633
2013-03-07,56.93000030517578
2013-03-08,57.0
2013-03-11,57.0
2013-03-12,57.349998474121094
2013-03-13,59.06999969482422
2013-03-14,59.20000076293945
2013-03-15,59.34000015258789
2013-03-18,59.189998626708984
2013-03-19,59.040000915527344
2013-03-20,58.689998626708984
2013-03-21,57.439998626708984
2013-03-22,58.099998474121094
2013-03-25,58.56999969482422
2013-03-26,59.0099983215332
2013-03-27,59.150001525878906
2013-03-28,59.459999084472656
2013-04-01,58.599998474121094
2013-04-02,58.63999938964844
2013-04-03,58.13999938964844
2013-04-04,58.5
2013-04-05,58.97999954223633
2013-04-08,59.810001373291016
2013-04-09,60.2599983215332
2013-04-10,60.689998626708984
2013-04-11,60.59000015258789
2013-04-12,59.0
2013-04-15,57.5099983215332
2013-04-16,57.16999816894531
2013-04-17,56.58000183105469
2013-04-18,56.25
2013-04-19,56.33000183105469
2013-04-22,57.0099983215332
2013-04-23,57.40999984741211
2013-04-24,57.650001525878906
2013-04-25,58.20000076293945
2013-04-26,58.439998626708984
2013-04-29,58.84000015258789
2013-04-30,59.38999938964844
2013-05-01,58.900001525878906
2013-05-02,59.369998931884766
2013-05-03,60.470001220703125
2013-05-06,60.369998931884766
2013-05-07,61.560001373291016
2013-05-08,57.2599983215332
2013-05-09,56.0
2013-05-10,57.0
2013-05-13,56.06999969482422
2013-05-14,56.869998931884766
2013-05-15,57.65999984741211
2013-05-16,57.869998931884766
2013-05-17,58.31999969482422
2013-05-20,58.20000076293945
2013-05-21,59.869998931884766
2013-05-22,59.11000061035156
2013-05-23,59.4900016784668
2013-05-24,58.70000076293945
2013-05-28,57.869998931884766
2013-05-29,57.66999816894531
2013-05-30,57.470001220703125
2013-05-31,56.70000076293945
2013-06-03,57.040000915527344
2013-06-04,56.5
2013-06-05,56.2599983215332
2013-06-06,56.310001373291016
2013-06-07,57.15999984741211
2013-06-10,56.810001373291016
2013-06-11,56.5
2013-06-12,56.02000045776367
2013-06-13,56.720001220703125
2013-06-14,56.5
2013-06-17,56.900001525878906
2013-06-18,57.33000183105469
2013-06-19,56.529998779296875
2013-06-20,55.41999816894531
2013-06-21,54.790000915527344
2013-06-24,54.33000183105469
2013-06-25,54.70000076293945
2013-06-26,55.119998931884766
2013-06-27,55.72999954223633
2013-06-28,56.310001373291016
2013-07-01,56.52000045776367
2013-07-02,56.459999084472656
2013-07-03,56.369998931884766
2013-07-05,57.400001525878906
2013-07-08,58.0099983215332
2013-07-09,58.38999938964844
2013-07-10,58.13999938964844
2013-07-11,58.880001068115234
2013-07-12,57.83000183105469
2013-07-15,59.939998626708984
2013-07-16,60.22999954223633
2013-07-17,60.04999923706055
2013-07-18,60.70000076293945
2013-07-19,60.599998474121094
2013-07-22,60.540000915527344
2013-07-23,59.880001068115234
2013-07-24,59.279998779296875
2013-07-25,59.18000030517578
