,CHRW
2002-04-04,16.4950008392334
2002-04-05,16.655000686645508
2002-04-08,16.424999237060547
2002-04-09,16.7450008392334
2002-04-10,17.450000762939453
2002-04-11,17.170000076293945
2002-04-12,17.459999084472656
2002-04-15,17.174999237060547
2002-04-16,17.514999389648438
2002-04-17,17.334999084472656
2002-04-18,17.155000686645508
2002-04-19,17.225000381469727
2002-04-22,16.8700008392334
2002-04-23,16.969999313354492
2002-04-24,16.1200008392334
2002-04-25,16.229999542236328
2002-04-26,16.075000762939453
2002-04-29,15.875
2002-04-30,15.734999656677246
2002-05-01,16.155000686645508
2002-05-02,16.280000686645508
2002-05-03,16.4950008392334
2002-05-06,16.549999237060547
2002-05-07,16.514999389648438
2002-05-08,16.5
2002-05-09,16.174999237060547
2002-05-10,16.239999771118164
2002-05-13,16.75
2002-05-14,17.1200008392334
2002-05-15,17.200000762939453
2002-05-16,16.825000762939453
2002-05-17,17.2450008392334
2002-05-20,17.0
2002-05-21,16.924999237060547
2002-05-22,17.104999542236328
2002-05-23,17.2549991607666
2002-05-24,17.155000686645508
2002-05-28,16.81999969482422
2002-05-29,16.81999969482422
2002-05-30,16.985000610351562
2002-05-31,16.940000534057617
2002-06-03,16.700000762939453
2002-06-04,16.59000015258789
2002-06-05,16.75
2002-06-06,16.3799991607666
2002-06-07,16.40999984741211
2002-06-10,16.645000457763672
2002-06-11,16.5
2002-06-12,16.815000534057617
2002-06-13,16.760000228881836
2002-06-14,17.125
2002-06-17,17.18000030517578
2002-06-18,17.44499969482422
2002-06-19,17.219999313354492
2002-06-20,17.25
2002-06-21,17.25
2002-06-24,17.045000076293945
2002-06-25,16.7549991607666
2002-06-26,16.670000076293945
2002-06-27,16.725000381469727
2002-06-28,16.764999389648438
2002-07-01,16.325000762939453
2002-07-02,16.2549991607666
2002-07-03,16.184999465942383
2002-07-05,16.360000610351562
2002-07-08,16.145000457763672
2002-07-09,15.925000190734863
2002-07-10,15.774999618530273
2002-07-11,15.670000076293945
2002-07-12,15.6850004196167
2002-07-15,15.569999694824219
2002-07-16,15.729999542236328
2002-07-17,15.819999694824219
2002-07-18,15.515000343322754
2002-07-19,15.125
2002-07-22,14.225000381469727
2002-07-23,13.805000305175781
2002-07-24,13.800000190734863
2002-07-25,14.720000267028809
2002-07-26,14.279999732971191
2002-07-29,15.170000076293945
2002-07-30,15.095000267028809
2002-07-31,15.0
2002-08-01,14.220000267028809
2002-08-02,13.975000381469727
2002-08-05,13.305000305175781
2002-08-06,14.074999809265137
2002-08-07,14.475000381469727
2002-08-08,14.744999885559082
2002-08-09,14.819999694824219
2002-08-12,14.65999984741211
2002-08-13,14.154999732971191
2002-08-14,14.765000343322754
2002-08-15,14.899999618530273
2002-08-16,14.994999885559082
2002-08-19,15.050000190734863
2002-08-20,14.755000114440918
2002-08-21,15.119999885559082
2002-08-22,15.274999618530273
2002-08-23,14.635000228881836
2002-08-26,15.109999656677246
2002-08-27,14.454999923706055
2002-08-28,14.210000038146973
2002-08-29,13.899999618530273
2002-08-30,13.795000076293945
2002-09-03,13.864999771118164
2002-09-04,13.895000457763672
2002-09-05,13.130000114440918
2002-09-06,13.1899995803833
2002-09-09,13.720000267028809
2002-09-10,13.53499984741211
2002-09-11,13.5600004196167
2002-09-12,13.300000190734863
2002-09-13,13.520000457763672
2002-09-16,13.414999961853027
2002-09-17,13.104999542236328
2002-09-18,13.220000267028809
2002-09-19,13.520000457763672
2002-09-20,13.680000305175781
2002-09-23,13.675000190734863
2002-09-24,13.595000267028809
2002-09-25,13.859999656677246
2002-09-26,14.510000228881836
2002-09-27,13.835000038146973
2002-09-30,13.510000228881836
2002-10-01,14.015000343322754
2002-10-02,13.614999771118164
2002-10-03,14.085000038146973
2002-10-04,13.765000343322754
2002-10-07,13.585000038146973
2002-10-08,13.595000267028809
2002-10-09,13.0600004196167
2002-10-10,13.345000267028809
2002-10-11,13.4399995803833
2002-10-14,13.380000114440918
2002-10-15,13.75
2002-10-16,13.635000228881836
2002-10-17,13.800000190734863
2002-10-18,13.800000190734863
2002-10-21,13.805000305175781
2002-10-22,13.9350004196167
2002-10-23,14.635000228881836
2002-10-24,14.710000038146973
2002-10-25,14.954999923706055
2002-10-28,14.5600004196167
2002-10-29,14.5600004196167
2002-10-30,14.949999809265137
2002-10-31,14.78499984741211
2002-11-01,15.0
2002-11-04,15.220000267028809
2002-11-05,15.425000190734863
2002-11-06,15.40999984741211
2002-11-07,14.914999961853027
2002-11-08,15.229999542236328
2002-11-11,14.6850004196167
2002-11-12,14.800000190734863
2002-11-13,15.125
2002-11-14,15.515000343322754
2002-11-15,15.630000114440918
2002-11-18,15.109999656677246
2002-11-19,15.194999694824219
2002-11-20,15.579999923706055
2002-11-21,15.449999809265137
2002-11-22,15.125
2002-11-25,15.130000114440918
2002-11-26,14.729999542236328
2002-11-27,15.125
2002-11-29,15.279999732971191
2002-12-02,15.319999694824219
2002-12-03,15.479999542236328
2002-12-04,15.59000015258789
2002-12-05,15.765000343322754
2002-12-06,15.819999694824219
2002-12-09,15.454999923706055
2002-12-10,15.789999961853027
2002-12-11,16.040000915527344
2002-12-12,16.34000015258789
2002-12-13,16.274999618530273
2002-12-16,16.2450008392334
2002-12-17,15.930000305175781
2002-12-18,15.78499984741211
2002-12-19,15.895000457763672
2002-12-20,15.970000267028809
2002-12-23,15.970000267028809
2002-12-24,15.755000114440918
2002-12-26,15.710000038146973
2002-12-27,15.494999885559082
2002-12-30,15.524999618530273
2002-12-31,15.600000381469727
2003-01-02,15.890000343322754
2003-01-03,15.670000076293945
2003-01-06,15.824999809265137
2003-01-07,15.75
2003-01-08,15.524999618530273
2003-01-09,15.71500015258789
2003-01-10,15.5
2003-01-13,15.3100004196167
2003-01-14,15.244999885559082
2003-01-15,14.970000267028809
2003-01-16,14.96500015258789
2003-01-17,14.779999732971191
2003-01-21,14.395000457763672
2003-01-22,14.1850004196167
2003-01-23,14.210000038146973
2003-01-24,14.109999656677246
2003-01-27,13.994999885559082
2003-01-28,13.954999923706055
2003-01-29,14.21500015258789
2003-01-30,13.75
2003-01-31,14.010000228881836
2003-02-03,14.109999656677246
2003-02-04,13.960000038146973
2003-02-05,15.15999984741211
2003-02-06,15.260000228881836
2003-02-07,14.819999694824219
2003-02-10,15.074999809265137
2003-02-11,15.234999656677246
2003-02-12,15.130000114440918
2003-02-13,14.970000267028809
2003-02-14,15.255000114440918
2003-02-18,15.704999923706055
2003-02-19,15.680000305175781
2003-02-20,15.710000038146973
2003-02-21,15.805000305175781
2003-02-24,15.149999618530273
2003-02-25,15.40999984741211
2003-02-26,15.050000190734863
2003-02-27,15.289999961853027
2003-02-28,15.354999542236328
2003-03-03,15.545000076293945
2003-03-04,15.619999885559082
2003-03-05,15.734999656677246
2003-03-06,15.6850004196167
2003-03-07,15.664999961853027
2003-03-10,15.375
2003-03-11,15.335000038146973
2003-03-12,15.300000190734863
2003-03-13,16.18000030517578
2003-03-14,16.25
2003-03-17,16.670000076293945
2003-03-18,16.3700008392334
2003-03-19,16.739999771118164
2003-03-20,16.899999618530273
2003-03-21,17.18000030517578
2003-03-24,16.889999389648438
2003-03-25,17.155000686645508
2003-03-26,17.065000534057617
2003-03-27,16.770000457763672
2003-03-28,16.5
2003-03-31,16.350000381469727
2003-04-01,16.389999389648438
2003-04-02,16.81999969482422
2003-04-03,16.700000762939453
2003-04-04,16.934999465942383
2003-04-07,17.014999389648438
2003-04-08,17.260000228881836
2003-04-09,16.969999313354492
2003-04-10,17.024999618530273
2003-04-11,16.885000228881836
2003-04-14,17.219999313354492
2003-04-15,17.4950008392334
2003-04-16,17.110000610351562
2003-04-17,17.565000534057617
2003-04-21,17.520000457763672
2003-04-22,17.905000686645508
2003-04-23,18.399999618530273
2003-04-24,18.25
2003-04-25,18.06999969482422
2003-04-28,18.46500015258789
2003-04-29,18.524999618530273
2003-04-30,18.395000457763672
2003-05-01,18.09000015258789
2003-05-02,18.235000610351562
2003-05-05,18.770000457763672
2003-05-06,18.905000686645508
2003-05-07,18.90999984741211
2003-05-08,18.739999771118164
2003-05-09,18.950000762939453
2003-05-12,19.209999084472656
2003-05-13,19.020000457763672
2003-05-14,18.829999923706055
2003-05-15,18.80500030517578
2003-05-16,18.454999923706055
2003-05-19,17.975000381469727
2003-05-20,17.915000915527344
2003-05-21,17.985000610351562
2003-05-22,17.96500015258789
2003-05-23,17.96500015258789
2003-05-27,18.075000762939453
2003-05-28,18.21500015258789
2003-05-29,18.149999618530273
2003-05-30,18.6299991607666
2003-06-02,18.524999618530273
2003-06-03,18.3700008392334
2003-06-04,18.725000381469727
2003-06-05,18.43000030517578
2003-06-06,17.78499984741211
2003-06-09,17.579999923706055
2003-06-10,17.950000762939453
2003-06-11,17.770000457763672
2003-06-12,17.674999237060547
2003-06-13,17.5
2003-06-16,17.735000610351562
2003-06-17,17.510000228881836
2003-06-18,17.5
2003-06-19,17.290000915527344
2003-06-20,17.25
2003-06-23,17.625
2003-06-24,17.415000915527344
2003-06-25,17.55500030517578
2003-06-26,17.7549991607666
2003-06-27,17.844999313354492
2003-06-30,17.719999313354492
2003-07-01,17.704999923706055
2003-07-02,17.700000762939453
2003-07-03,17.405000686645508
2003-07-07,17.8799991607666
2003-07-08,18.420000076293945
2003-07-09,18.5049991607666
2003-07-10,18.43000030517578
2003-07-11,18.530000686645508
2003-07-14,18.875
2003-07-15,18.725000381469727
2003-07-16,19.0
2003-07-17,18.704999923706055
2003-07-18,18.875
2003-07-21,18.5
2003-07-22,18.594999313354492
2003-07-23,18.049999237060547
2003-07-24,17.975000381469727
2003-07-25,18.364999771118164
2003-07-28,18.184999465942383
2003-07-29,18.399999618530273
2003-07-30,18.350000381469727
2003-07-31,18.459999084472656
2003-08-01,18.049999237060547
2003-08-04,18.18000030517578
2003-08-05,18.03499984741211
2003-08-06,17.875
2003-08-07,18.059999465942383
2003-08-08,18.1299991607666
2003-08-11,18.454999923706055
2003-08-12,18.75
2003-08-13,18.614999771118164
2003-08-14,18.78499984741211
2003-08-15,18.75
2003-08-18,18.735000610351562
2003-08-19,18.704999923706055
2003-08-20,18.530000686645508
2003-08-21,18.889999389648438
2003-08-22,18.614999771118164
2003-08-25,18.44499969482422
2003-08-26,18.454999923706055
2003-08-27,18.389999389648438
2003-08-28,18.834999084472656
2003-08-29,18.954999923706055
2003-09-02,19.459999084472656
2003-09-03,19.625
2003-09-04,19.530000686645508
2003-09-05,19.059999465942383
2003-09-08,19.450000762939453
2003-09-09,19.329999923706055
2003-09-10,19.200000762939453
2003-09-11,19.280000686645508
2003-09-12,19.354999542236328
2003-09-15,19.44499969482422
2003-09-16,20.020000457763672
2003-09-17,19.600000381469727
2003-09-18,20.44499969482422
2003-09-19,19.80500030517578
2003-09-22,19.399999618530273
2003-09-23,19.719999313354492
2003-09-24,18.950000762939453
2003-09-25,18.709999084472656
2003-09-26,18.635000228881836
2003-09-29,18.979999542236328
2003-09-30,18.625
2003-10-01,19.334999084472656
2003-10-02,19.190000534057617
2003-10-03,19.5
2003-10-06,19.3700008392334
2003-10-07,19.469999313354492
2003-10-08,19.25
2003-10-09,19.59000015258789
2003-10-10,19.684999465942383
2003-10-13,19.959999084472656
2003-10-14,20.030000686645508
2003-10-15,19.885000228881836
2003-10-16,20.094999313354492
2003-10-17,19.729999542236328
2003-10-20,20.110000610351562
2003-10-21,20.065000534057617
2003-10-22,19.424999237060547
2003-10-23,19.399999618530273
2003-10-24,19.829999923706055
2003-10-27,19.78499984741211
2003-10-28,20.084999084472656
2003-10-29,19.739999771118164
2003-10-30,19.6200008392334
2003-10-31,19.674999237060547
2003-11-03,20.18000030517578
2003-11-04,20.19499969482422
2003-11-05,20.19499969482422
2003-11-06,20.44499969482422
2003-11-07,20.649999618530273
2003-11-10,20.690000534057617
2003-11-11,20.424999237060547
2003-11-12,21.049999237060547
2003-11-13,21.260000228881836
2003-11-14,20.149999618530273
2003-11-17,19.600000381469727
2003-11-18,19.21500015258789
2003-11-19,19.46500015258789
2003-11-20,19.170000076293945
2003-11-21,19.165000915527344
2003-11-24,19.459999084472656
2003-11-25,19.489999771118164
2003-11-26,19.549999237060547
2003-11-28,19.690000534057617
2003-12-01,20.479999542236328
2003-12-02,19.729999542236328
2003-12-03,19.360000610351562
2003-12-04,19.530000686645508
2003-12-05,19.19499969482422
2003-12-08,19.700000762939453
2003-12-09,19.350000381469727
2003-12-10,19.4950008392334
2003-12-11,19.885000228881836
2003-12-12,19.475000381469727
2003-12-15,19.084999084472656
2003-12-16,18.975000381469727
2003-12-17,18.81999969482422
2003-12-18,18.774999618530273
2003-12-19,18.4950008392334
2003-12-22,18.625
2003-12-23,18.75
2003-12-24,18.700000762939453
2003-12-26,18.610000610351562
2003-12-29,19.020000457763672
2003-12-30,19.09000015258789
2003-12-31,18.954999923706055
2004-01-02,18.96500015258789
2004-01-05,19.3799991607666
2004-01-06,19.489999771118164
2004-01-07,19.135000228881836
2004-01-08,19.149999618530273
2004-01-09,18.889999389648438
2004-01-12,18.78499984741211
2004-01-13,18.850000381469727
2004-01-14,18.790000915527344
2004-01-15,18.6200008392334
2004-01-16,19.209999084472656
2004-01-20,19.420000076293945
2004-01-21,19.524999618530273
2004-01-22,19.360000610351562
2004-01-23,19.559999465942383
2004-01-26,19.549999237060547
2004-01-27,19.135000228881836
2004-01-28,18.94499969482422
2004-01-29,19.149999618530273
2004-01-30,18.954999923706055
2004-02-02,19.139999389648438
2004-02-03,19.309999465942383
2004-02-04,20.045000076293945
2004-02-05,19.700000762939453
2004-02-06,20.149999618530273
2004-02-09,20.084999084472656
2004-02-10,20.34000015258789
2004-02-11,20.530000686645508
2004-02-12,20.190000534057617
2004-02-13,19.889999389648438
2004-02-17,19.915000915527344
2004-02-18,19.684999465942383
2004-02-19,19.690000534057617
2004-02-20,19.96500015258789
2004-02-23,19.639999389648438
2004-02-24,19.844999313354492
2004-02-25,19.889999389648438
2004-02-26,19.93000030517578
2004-02-27,19.80500030517578
2004-03-01,20.165000915527344
2004-03-02,19.950000762939453
2004-03-03,19.90999984741211
2004-03-04,20.03499984741211
2004-03-05,19.9950008392334
2004-03-08,19.834999084472656
2004-03-09,19.864999771118164
2004-03-10,19.450000762939453
2004-03-11,19.389999389648438
2004-03-12,19.864999771118164
2004-03-15,19.350000381469727
2004-03-16,19.264999389648438
2004-03-17,19.645000457763672
2004-03-18,19.639999389648438
2004-03-19,19.145000457763672
2004-03-22,18.809999465942383
2004-03-23,19.56999969482422
2004-03-24,20.290000915527344
2004-03-25,20.520000457763672
2004-03-26,20.350000381469727
2004-03-29,20.459999084472656
2004-03-30,20.719999313354492
2004-03-31,20.75
2004-04-01,21.290000915527344
2004-04-02,21.655000686645508
2004-04-05,21.790000915527344
2004-04-06,21.924999237060547
2004-04-07,21.584999084472656
2004-04-08,21.05500030517578
2004-04-12,21.219999313354492
2004-04-13,20.924999237060547
2004-04-14,20.899999618530273
2004-04-15,20.975000381469727
2004-04-16,20.825000762939453
2004-04-19,21.03499984741211
2004-04-20,20.9950008392334
2004-04-21,20.774999618530273
2004-04-22,20.989999771118164
2004-04-23,20.94499969482422
2004-04-26,20.764999389648438
2004-04-27,20.8700008392334
2004-04-28,20.709999084472656
2004-04-29,20.6200008392334
2004-04-30,20.520000457763672
2004-05-03,20.770000457763672
2004-05-04,20.454999923706055
2004-05-05,20.68000030517578
2004-05-06,20.709999084472656
2004-05-07,20.610000610351562
2004-05-10,20.424999237060547
2004-05-11,20.125
2004-05-12,20.235000610351562
2004-05-13,20.155000686645508
2004-05-14,20.09000015258789
2004-05-17,19.815000534057617
2004-05-18,19.770000457763672
2004-05-19,19.479999542236328
2004-05-20,19.530000686645508
2004-05-21,19.860000610351562
2004-05-24,19.9950008392334
2004-05-25,20.80500030517578
2004-05-26,20.635000228881836
2004-05-27,20.565000534057617
2004-05-28,20.790000915527344
2004-06-01,20.950000762939453
2004-06-02,21.030000686645508
2004-06-03,20.7549991607666
2004-06-04,20.834999084472656
2004-06-07,21.155000686645508
2004-06-08,21.514999389648438
2004-06-09,21.25
2004-06-10,21.385000228881836
2004-06-14,21.184999465942383
2004-06-15,21.56999969482422
2004-06-16,21.55500030517578
2004-06-17,21.4950008392334
2004-06-18,21.5
2004-06-21,21.295000076293945
2004-06-22,21.6299991607666
2004-06-23,22.084999084472656
2004-06-24,21.850000381469727
2004-06-25,22.459999084472656
2004-06-28,22.81999969482422
2004-06-29,22.604999542236328
2004-06-30,22.920000076293945
2004-07-01,22.760000228881836
2004-07-02,22.770000457763672
2004-07-06,22.725000381469727
2004-07-07,22.959999084472656
2004-07-08,22.354999542236328
2004-07-09,22.584999084472656
2004-07-12,22.56999969482422
2004-07-13,22.709999084472656
2004-07-14,22.655000686645508
2004-07-15,22.9950008392334
2004-07-16,22.670000076293945
2004-07-19,22.90999984741211
2004-07-20,23.315000534057617
2004-07-21,22.260000228881836
2004-07-22,22.184999465942383
2004-07-23,21.954999923706055
2004-07-26,21.80500030517578
2004-07-27,21.625
2004-07-28,21.6299991607666
2004-07-29,22.0049991607666
2004-07-30,21.864999771118164
2004-08-02,22.114999771118164
2004-08-03,22.014999389648438
2004-08-04,22.045000076293945
2004-08-05,21.420000076293945
2004-08-06,20.610000610351562
2004-08-09,21.010000228881836
2004-08-10,21.485000610351562
2004-08-11,21.46500015258789
2004-08-12,21.014999389648438
2004-08-13,20.799999237060547
2004-08-16,20.915000915527344
2004-08-17,21.094999313354492
2004-08-18,21.364999771118164
2004-08-19,21.135000228881836
2004-08-20,21.270000457763672
2004-08-23,21.014999389648438
2004-08-24,21.110000610351562
2004-08-25,21.415000915527344
2004-08-26,21.239999771118164
2004-08-27,21.405000686645508
2004-08-30,21.030000686645508
2004-08-31,21.334999084472656
2004-09-01,21.395000457763672
2004-09-02,21.815000534057617
2004-09-03,21.674999237060547
2004-09-07,22.2549991607666
2004-09-08,22.05500030517578
2004-09-09,22.165000915527344
2004-09-10,22.354999542236328
2004-09-13,22.424999237060547
2004-09-14,22.274999618530273
2004-09-15,22.2549991607666
2004-09-16,22.424999237060547
2004-09-17,22.600000381469727
2004-09-20,22.729999542236328
2004-09-21,22.90999984741211
2004-09-22,22.46500015258789
2004-09-23,22.315000534057617
2004-09-24,22.815000534057617
2004-09-27,22.69499969482422
2004-09-28,22.665000915527344
2004-09-29,23.200000762939453
2004-09-30,23.19499969482422
2004-10-01,23.815000534057617
2004-10-04,23.665000915527344
2004-10-05,23.885000228881836
2004-10-06,23.7549991607666
2004-10-07,23.3700008392334
2004-10-08,23.415000915527344
2004-10-11,23.3799991607666
2004-10-12,23.21500015258789
2004-10-13,22.969999313354492
2004-10-14,23.065000534057617
2004-10-15,23.649999618530273
2004-10-18,24.030000686645508
2004-10-19,23.334999084472656
2004-10-20,25.219999313354492
2004-10-21,26.135000228881836
2004-10-22,25.899999618530273
2004-10-25,26.170000076293945
2004-10-26,27.049999237060547
2004-10-27,26.920000076293945
2004-10-28,26.799999237060547
2004-10-29,26.969999313354492
2004-11-01,26.729999542236328
2004-11-02,26.18000030517578
2004-11-03,26.7450008392334
2004-11-04,27.15999984741211
2004-11-05,27.43000030517578
2004-11-08,27.415000915527344
2004-11-09,27.290000915527344
2004-11-10,27.235000610351562
2004-11-11,27.524999618530273
2004-11-12,27.2450008392334
2004-11-15,26.03499984741211
2004-11-16,25.770000457763672
2004-11-17,26.200000762939453
2004-11-18,26.19499969482422
2004-11-19,25.8799991607666
2004-11-22,26.290000915527344
2004-11-23,26.385000228881836
2004-11-24,26.68000030517578
2004-11-26,26.405000686645508
2004-11-29,26.604999542236328
2004-11-30,26.875
2004-12-01,27.2450008392334
2004-12-02,26.94499969482422
2004-12-03,27.28499984741211
2004-12-06,27.09000015258789
2004-12-07,26.530000686645508
2004-12-08,27.225000381469727
2004-12-09,27.06999969482422
2004-12-10,26.600000381469727
2004-12-13,26.975000381469727
2004-12-14,27.5049991607666
2004-12-15,27.264999389648438
2004-12-16,27.075000762939453
2004-12-17,27.219999313354492
2004-12-20,27.325000762939453
2004-12-21,27.614999771118164
2004-12-22,27.834999084472656
2004-12-23,27.815000534057617
2004-12-27,27.53499984741211
2004-12-28,28.184999465942383
2004-12-29,28.104999542236328
2004-12-30,28.104999542236328
2004-12-31,27.760000228881836
2005-01-03,27.454999923706055
2005-01-04,27.334999084472656
2005-01-05,27.579999923706055
2005-01-06,27.575000762939453
2005-01-07,27.204999923706055
2005-01-10,27.655000686645508
2005-01-11,27.604999542236328
2005-01-12,26.709999084472656
2005-01-13,26.030000686645508
2005-01-14,26.0049991607666
2005-01-18,26.139999389648438
2005-01-19,25.94499969482422
2005-01-20,25.799999237060547
2005-01-21,25.704999923706055
2005-01-24,25.520000457763672
2005-01-25,25.760000228881836
2005-01-26,25.895000457763672
2005-01-27,25.674999237060547
2005-01-28,25.3799991607666
2005-01-31,25.75
2005-02-01,25.850000381469727
2005-02-02,25.834999084472656
2005-02-03,25.655000686645508
2005-02-04,25.690000534057617
2005-02-07,26.165000915527344
2005-02-08,26.684999465942383
2005-02-09,25.9950008392334
2005-02-10,25.604999542236328
2005-02-11,26.174999237060547
2005-02-14,26.03499984741211
2005-02-15,26.729999542236328
2005-02-16,27.020000457763672
2005-02-17,26.78499984741211
2005-02-18,26.485000610351562
2005-02-22,25.979999542236328
2005-02-23,26.5049991607666
2005-02-24,27.114999771118164
2005-02-25,27.40999984741211
2005-02-28,27.350000381469727
2005-03-01,27.514999389648438
2005-03-02,27.344999313354492
2005-03-03,26.969999313354492
2005-03-04,27.1299991607666
2005-03-07,27.700000762939453
2005-03-08,27.545000076293945
2005-03-09,27.424999237060547
2005-03-10,27.049999237060547
2005-03-11,27.014999389648438
2005-03-14,27.114999771118164
2005-03-15,26.8700008392334
2005-03-16,26.424999237060547
2005-03-17,26.614999771118164
2005-03-18,26.364999771118164
2005-03-21,26.209999084472656
2005-03-22,25.969999313354492
2005-03-23,25.670000076293945
2005-03-24,26.0
2005-03-28,25.860000610351562
2005-03-29,25.549999237060547
2005-03-30,26.040000915527344
2005-03-31,25.764999389648438
2005-04-01,25.610000610351562
2005-04-04,25.489999771118164
2005-04-05,25.604999542236328
2005-04-06,25.420000076293945
2005-04-07,25.40999984741211
2005-04-08,24.809999465942383
2005-04-11,24.604999542236328
2005-04-12,24.94499969482422
2005-04-13,24.309999465942383
2005-04-14,24.024999618530273
2005-04-15,23.920000076293945
2005-04-18,24.1200008392334
2005-04-19,24.5
2005-04-20,24.104999542236328
2005-04-21,24.489999771118164
2005-04-22,23.864999771118164
2005-04-25,24.0
2005-04-26,23.649999618530273
2005-04-27,25.40999984741211
2005-04-28,25.395000457763672
2005-04-29,25.799999237060547
2005-05-02,26.209999084472656
2005-05-03,26.360000610351562
2005-05-04,27.235000610351562
2005-05-05,27.530000686645508
2005-05-06,27.579999923706055
2005-05-09,27.610000610351562
2005-05-10,27.389999389648438
2005-05-11,27.639999389648438
2005-05-12,27.5049991607666
2005-05-13,27.200000762939453
2005-05-16,27.704999923706055
2005-05-17,27.854999542236328
2005-05-18,28.68000030517578
2005-05-19,28.950000762939453
2005-05-20,29.0
2005-05-23,28.96500015258789
2005-05-24,29.639999389648438
2005-05-25,29.209999084472656
2005-05-26,29.540000915527344
2005-05-27,29.065000534057617
2005-05-31,28.584999084472656
2005-06-01,28.8799991607666
2005-06-02,28.65999984741211
2005-06-03,28.5
2005-06-06,28.59000015258789
2005-06-07,28.274999618530273
2005-06-08,27.7549991607666
2005-06-09,27.735000610351562
2005-06-10,27.4950008392334
2005-06-13,27.670000076293945
2005-06-14,27.7450008392334
2005-06-15,27.950000762939453
2005-06-16,28.524999618530273
2005-06-17,28.94499969482422
2005-06-20,28.844999313354492
2005-06-21,28.834999084472656
2005-06-22,28.905000686645508
2005-06-23,28.329999923706055
2005-06-24,28.125
2005-06-27,28.469999313354492
2005-06-28,28.854999542236328
2005-06-29,29.260000228881836
2005-06-30,29.100000381469727
2005-07-01,29.135000228881836
2005-07-05,29.385000228881836
2005-07-06,29.19499969482422
2005-07-07,29.100000381469727
2005-07-08,28.979999542236328
2005-07-11,29.725000381469727
2005-07-12,29.81999969482422
2005-07-13,29.774999618530273
2005-07-14,29.979999542236328
2005-07-15,30.09000015258789
2005-07-18,29.905000686645508
2005-07-19,29.649999618530273
2005-07-20,30.045000076293945
2005-07-21,29.985000610351562
2005-07-22,30.145000457763672
2005-07-25,29.670000076293945
2005-07-26,29.950000762939453
2005-07-27,31.0049991607666
2005-07-28,31.2549991607666
2005-07-29,31.28499984741211
2005-08-01,31.325000762939453
2005-08-02,31.155000686645508
2005-08-03,30.795000076293945
2005-08-04,30.1200008392334
2005-08-05,29.8700008392334
2005-08-08,29.850000381469727
2005-08-09,29.6200008392334
2005-08-10,29.4950008392334
2005-08-11,29.565000534057617
2005-08-12,29.524999618530273
2005-08-15,29.645000457763672
2005-08-16,29.149999618530273
2005-08-17,29.315000534057617
2005-08-18,29.469999313354492
2005-08-19,29.5
2005-08-22,29.954999923706055
2005-08-23,29.704999923706055
2005-08-24,30.114999771118164
2005-08-25,30.510000228881836
2005-08-26,30.145000457763672
2005-08-29,30.459999084472656
2005-08-30,30.229999542236328
2005-08-31,30.875
2005-09-01,31.385000228881836
2005-09-02,31.05500030517578
2005-09-06,31.329999923706055
2005-09-07,31.584999084472656
2005-09-08,30.924999237060547
2005-09-09,30.969999313354492
2005-09-12,31.100000381469727
2005-09-13,30.969999313354492
2005-09-14,31.045000076293945
2005-09-15,30.905000686645508
2005-09-16,30.65999984741211
2005-09-19,30.600000381469727
2005-09-20,30.5
2005-09-21,30.649999618530273
2005-09-22,30.545000076293945
2005-09-23,30.225000381469727
2005-09-26,30.19499969482422
2005-09-27,30.510000228881836
2005-09-28,30.53499984741211
2005-09-29,31.469999313354492
2005-09-30,32.064998626708984
2005-10-03,32.22999954223633
2005-10-04,31.940000534057617
2005-10-05,31.375
2005-10-06,31.094999313354492
2005-10-07,31.325000762939453
2005-10-10,31.489999771118164
2005-10-11,32.23500061035156
2005-10-12,31.899999618530273
2005-10-13,31.21500015258789
2005-10-14,31.184999465942383
2005-10-17,31.770000457763672
2005-10-18,30.799999237060547
2005-10-19,30.700000762939453
2005-10-20,30.399999618530273
2005-10-21,30.65999984741211
2005-10-24,31.959999084472656
2005-10-25,32.90999984741211
2005-10-26,33.43000030517578
2005-10-27,32.70000076293945
2005-10-28,34.4900016784668
2005-10-31,35.2599983215332
2005-11-01,35.810001373291016
2005-11-02,36.72999954223633
2005-11-03,37.2599983215332
2005-11-04,36.150001525878906
2005-11-07,36.91999816894531
2005-11-08,37.02000045776367
2005-11-09,37.970001220703125
2005-11-10,38.88999938964844
2005-11-11,39.70000076293945
2005-11-14,38.59000015258789
2005-11-15,37.810001373291016
2005-11-16,37.810001373291016
2005-11-17,39.0
2005-11-18,39.970001220703125
2005-11-21,41.150001525878906
2005-11-22,41.25
2005-11-23,41.400001525878906
2005-11-25,41.47999954223633
2005-11-28,40.720001220703125
2005-11-29,40.970001220703125
2005-11-30,40.5
2005-12-01,40.93000030517578
2005-12-02,39.900001525878906
2005-12-05,39.650001525878906
2005-12-06,39.810001373291016
2005-12-07,38.849998474121094
2005-12-08,38.65999984741211
2005-12-09,38.65999984741211
2005-12-12,38.09000015258789
2005-12-13,37.72999954223633
2005-12-14,37.02000045776367
2005-12-15,37.56999969482422
2005-12-16,36.79999923706055
2005-12-19,36.220001220703125
2005-12-20,35.970001220703125
2005-12-21,37.04999923706055
2005-12-22,37.84000015258789
2005-12-23,38.189998626708984
2005-12-27,37.400001525878906
2005-12-28,37.720001220703125
2005-12-29,38.15999984741211
2005-12-30,37.029998779296875
2006-01-03,37.29999923706055
2006-01-04,38.060001373291016
2006-01-05,38.209999084472656
