,ALEC
2019-02-07,18.079999923706055
2019-02-08,16.299999237060547
2019-02-11,17.18000030517578
2019-02-12,17.5
2019-02-13,18.25
2019-02-14,18.799999237060547
2019-02-15,19.780000686645508
2019-02-19,20.729999542236328
2019-02-20,20.920000076293945
2019-02-21,21.40999984741211
2019-02-22,22.5
2019-02-25,21.530000686645508
2019-02-26,20.6200008392334
2019-02-27,19.920000076293945
2019-02-28,19.59000015258789
2019-03-01,21.0
2019-03-04,20.860000610351562
2019-03-05,21.020000457763672
2019-03-06,19.5
2019-03-07,17.700000762939453
2019-03-08,16.610000610351562
2019-03-11,15.970000267028809
2019-03-12,16.6200008392334
2019-03-13,16.399999618530273
2019-03-14,17.350000381469727
2019-03-15,18.049999237060547
2019-03-18,18.809999465942383
2019-03-19,19.260000228881836
2019-03-20,18.899999618530273
2019-03-21,18.520000457763672
2019-03-22,18.049999237060547
2019-03-25,19.389999389648438
2019-03-26,19.360000610351562
2019-03-27,17.729999542236328
2019-03-28,18.040000915527344
2019-03-29,18.719999313354492
2019-04-01,19.809999465942383
2019-04-02,21.280000686645508
2019-04-03,22.299999237060547
2019-04-04,23.399999618530273
2019-04-05,24.059999465942383
2019-04-08,25.770000457763672
2019-04-09,23.479999542236328
2019-04-10,24.18000030517578
2019-04-11,24.399999618530273
2019-04-12,26.420000076293945
2019-04-15,24.690000534057617
2019-04-16,24.899999618530273
2019-04-17,21.530000686645508
2019-04-18,22.469999313354492
2019-04-22,21.399999618530273
2019-04-23,21.219999313354492
2019-04-24,21.59000015258789
2019-04-25,21.479999542236328
2019-04-26,21.360000610351562
2019-04-29,20.700000762939453
2019-04-30,19.860000610351562
2019-05-01,19.719999313354492
2019-05-02,20.5
2019-05-03,19.889999389648438
2019-05-06,20.260000228881836
2019-05-07,18.739999771118164
2019-05-08,20.350000381469727
2019-05-09,19.90999984741211
2019-05-10,20.049999237060547
2019-05-13,19.81999969482422
2019-05-14,21.040000915527344
2019-05-15,21.829999923706055
2019-05-16,20.969999313354492
2019-05-17,20.309999465942383
2019-05-20,19.610000610351562
2019-05-21,19.739999771118164
2019-05-22,19.530000686645508
2019-05-23,18.979999542236328
2019-05-24,19.5
2019-05-28,18.84000015258789
2019-05-29,17.8700008392334
2019-05-30,17.350000381469727
2019-05-31,16.90999984741211
2019-06-03,16.260000228881836
2019-06-04,16.979999542236328
2019-06-05,16.809999465942383
2019-06-06,16.959999084472656
2019-06-07,17.350000381469727
2019-06-10,19.0
2019-06-11,20.270000457763672
2019-06-12,20.100000381469727
2019-06-13,20.729999542236328
2019-06-14,20.15999984741211
2019-06-17,20.350000381469727
2019-06-18,19.530000686645508
2019-06-19,19.1200008392334
2019-06-20,18.329999923706055
2019-06-21,18.200000762939453
2019-06-24,18.229999542236328
2019-06-25,17.81999969482422
2019-06-26,17.5
2019-06-27,17.989999771118164
2019-06-28,19.0
2019-07-01,18.8799991607666
2019-07-02,19.56999969482422
2019-07-03,18.59000015258789
2019-07-05,19.059999465942383
2019-07-08,19.030000686645508
2019-07-09,18.809999465942383
2019-07-10,19.0
2019-07-11,18.760000228881836
2019-07-12,18.520000457763672
2019-07-15,19.0
2019-07-16,19.040000915527344
2019-07-17,18.229999542236328
2019-07-18,18.75
2019-07-19,18.84000015258789
2019-07-22,18.90999984741211
2019-07-23,19.239999771118164
2019-07-24,19.8799991607666
2019-07-25,20.860000610351562
2019-07-26,20.989999771118164
2019-07-29,22.200000762939453
2019-07-30,21.6200008392334
2019-07-31,21.1200008392334
2019-08-01,20.079999923706055
2019-08-02,19.899999618530273
2019-08-05,18.399999618530273
2019-08-06,19.0
2019-08-07,18.389999389648438
2019-08-08,17.770000457763672
2019-08-09,18.100000381469727
2019-08-12,18.579999923706055
2019-08-13,17.799999237060547
2019-08-14,15.199999809265137
2019-08-15,14.859999656677246
2019-08-16,14.850000381469727
2019-08-19,15.729999542236328
2019-08-20,16.0
2019-08-21,15.84000015258789
2019-08-22,15.140000343322754
2019-08-23,15.0
2019-08-26,16.110000610351562
2019-08-27,15.65999984741211
2019-08-28,16.18000030517578
2019-08-29,16.610000610351562
2019-08-30,16.459999084472656
2019-09-03,15.529999732971191
2019-09-04,16.139999389648438
2019-09-05,16.600000381469727
2019-09-06,16.540000915527344
2019-09-09,17.31999969482422
2019-09-10,19.229999542236328
2019-09-11,19.799999237060547
2019-09-12,19.559999465942383
2019-09-13,18.989999771118164
2019-09-16,19.3700008392334
2019-09-17,19.59000015258789
2019-09-18,19.229999542236328
2019-09-19,18.5
2019-09-20,19.920000076293945
2019-09-23,19.09000015258789
2019-09-24,17.8799991607666
2019-09-25,16.93000030517578
2019-09-26,15.104999542236328
2019-09-27,15.015000343322754
2019-09-30,14.420000076293945
2019-10-01,14.199999809265137
2019-10-02,14.380000114440918
2019-10-03,14.479999542236328
2019-10-04,14.505000114440918
2019-10-07,14.75
2019-10-08,14.260000228881836
2019-10-09,14.170000076293945
2019-10-10,14.529999732971191
2019-10-11,15.020000457763672
2019-10-14,14.680000305175781
2019-10-15,14.710000038146973
2019-10-16,14.890000343322754
2019-10-17,15.050000190734863
2019-10-18,14.385000228881836
2019-10-21,15.010000228881836
2019-10-22,16.0
2019-10-23,16.1200008392334
2019-10-24,15.949999809265137
2019-10-25,16.0
2019-10-28,16.190000534057617
2019-10-29,16.940000534057617
2019-10-30,17.3799991607666
2019-10-31,16.84000015258789
2019-11-01,16.84000015258789
2019-11-04,17.25
2019-11-05,17.100000381469727
2019-11-06,17.149999618530273
2019-11-07,17.850000381469727
2019-11-08,17.110000610351562
2019-11-11,16.68000030517578
2019-11-12,16.309999465942383
2019-11-13,15.65999984741211
2019-11-14,15.510000228881836
2019-11-15,15.979999542236328
2019-11-18,15.869999885559082
2019-11-19,15.479999542236328
2019-11-20,15.800000190734863
2019-11-21,15.829999923706055
2019-11-22,15.84000015258789
2019-11-25,16.510000228881836
2019-11-26,18.15999984741211
2019-11-27,18.920000076293945
2019-11-29,18.639999389648438
2019-12-02,18.6200008392334
2019-12-03,19.440000534057617
2019-12-04,19.6200008392334
2019-12-05,19.389999389648438
2019-12-06,19.760000228881836
2019-12-09,19.6299991607666
2019-12-10,19.549999237060547
2019-12-11,19.110000610351562
2019-12-12,19.93000030517578
2019-12-13,20.209999084472656
2019-12-16,20.299999237060547
2019-12-17,20.190000534057617
2019-12-18,19.31999969482422
2019-12-19,19.540000915527344
2019-12-20,19.5
2019-12-23,19.5
2019-12-24,19.5
2019-12-26,18.170000076293945
2019-12-27,17.600000381469727
2019-12-30,16.8700008392334
2019-12-31,17.229999542236328
2020-01-02,16.575000762939453
2020-01-03,16.25
2020-01-06,16.420000076293945
2020-01-07,16.56999969482422
2020-01-08,18.219999313354492
2020-01-09,18.899999618530273
2020-01-10,18.530000686645508
2020-01-13,17.719999313354492
2020-01-14,18.440000534057617
2020-01-15,18.90999984741211
2020-01-16,19.889999389648438
2020-01-17,21.3799991607666
2020-01-21,21.989999771118164
2020-01-22,22.93000030517578
2020-01-23,23.274999618530273
2020-01-24,24.549999237060547
2020-01-27,25.729999542236328
2020-01-28,24.59000015258789
2020-01-29,25.940000534057617
2020-01-30,28.170000076293945
2020-01-31,27.940000534057617
2020-02-03,28.190000534057617
2020-02-04,30.18000030517578
2020-02-05,33.709999084472656
2020-02-06,34.470001220703125
2020-02-07,35.279998779296875
2020-02-10,29.260000228881836
2020-02-11,30.0
2020-02-12,30.260000228881836
2020-02-13,29.520000457763672
2020-02-14,30.0
2020-02-18,28.989999771118164
2020-02-19,29.860000610351562
2020-02-20,29.8799991607666
2020-02-21,30.469999313354492
2020-02-24,27.350000381469727
2020-02-25,27.389999389648438
2020-02-26,27.40999984741211
2020-02-27,25.899999618530273
2020-02-28,27.479999542236328
2020-03-02,28.40999984741211
2020-03-03,28.200000762939453
2020-03-04,31.34000015258789
2020-03-05,29.450000762939453
2020-03-06,29.100000381469727
2020-03-09,26.1299991607666
2020-03-10,27.020000457763672
2020-03-11,24.920000076293945
2020-03-12,21.09000015258789
2020-03-13,24.729999542236328
2020-03-16,23.18000030517578
2020-03-17,28.18000030517578
2020-03-18,25.040000915527344
2020-03-19,27.889999389648438
2020-03-20,29.309999465942383
2020-03-23,23.809999465942383
2020-03-24,24.399999618530273
2020-03-25,23.450000762939453
2020-03-26,24.75
2020-03-27,22.760000228881836
2020-03-30,24.5
2020-03-31,24.1299991607666
2020-04-01,21.8700008392334
2020-04-02,22.75
2020-04-03,21.899999618530273
2020-04-06,23.43000030517578
2020-04-07,22.899999618530273
2020-04-08,23.3700008392334
2020-04-09,23.299999237060547
2020-04-13,23.010000228881836
2020-04-14,23.489999771118164
2020-04-15,22.260000228881836
2020-04-16,22.489999771118164
2020-04-17,24.280000686645508
2020-04-20,25.1200008392334
2020-04-21,23.920000076293945
2020-04-22,24.8700008392334
2020-04-23,24.010000228881836
2020-04-24,25.31999969482422
2020-04-27,26.399999618530273
2020-04-28,25.84000015258789
2020-04-29,28.139999389648438
2020-04-30,24.719999313354492
2020-05-01,24.18000030517578
2020-05-04,25.65999984741211
2020-05-05,28.079999923706055
2020-05-06,27.020000457763672
2020-05-07,27.440000534057617
2020-05-08,27.239999771118164
2020-05-11,29.09000015258789
2020-05-12,28.239999771118164
