,DSKE
2015-12-18,9.600000381469727
2015-12-21,9.5600004196167
2015-12-22,9.609999656677246
2015-12-23,9.529999732971191
2015-12-24,9.5
2015-12-28,9.600000381469727
2015-12-29,9.579999923706055
2015-12-30,9.630000114440918
2015-12-31,9.640000343322754
2016-01-04,9.630000114440918
2016-01-05,9.619999885559082
2016-01-06,9.640000343322754
2016-01-07,9.65999984741211
2016-01-08,9.670000076293945
2016-01-11,9.65999984741211
2016-01-12,9.649999618530273
2016-01-13,9.831999778747559
2016-01-14,9.75
2016-01-15,9.75
2016-01-19,9.600000381469727
2016-01-20,9.670000076293945
2016-01-21,9.699999809265137
2016-01-22,9.699999809265137
2016-01-25,9.699999809265137
2016-01-26,9.699999809265137
2016-01-27,9.680000305175781
2016-01-28,9.649999618530273
2016-01-29,9.630000114440918
2016-02-01,9.630000114440918
2016-02-02,9.630000114440918
2016-02-03,9.670000076293945
2016-02-04,9.65999984741211
2016-02-05,9.680000305175781
2016-02-08,9.680000305175781
2016-02-09,9.680000305175781
2016-02-10,9.680000305175781
2016-02-11,9.699999809265137
2016-02-12,9.699999809265137
2016-02-16,9.699999809265137
2016-02-17,9.670000076293945
2016-02-18,9.670000076293945
2016-02-19,9.619999885559082
2016-02-22,9.619999885559082
2016-02-23,9.619999885559082
2016-02-24,9.619999885559082
2016-02-25,9.619999885559082
2016-02-26,9.619999885559082
2016-02-29,9.619999885559082
2016-03-01,9.630000114440918
2016-03-02,9.630000114440918
2016-03-03,9.640000343322754
2016-03-04,9.640000343322754
2016-03-07,9.649999618530273
2016-03-08,9.649999618530273
2016-03-09,9.649999618530273
2016-03-10,9.649999618530273
2016-03-11,9.699999809265137
2016-03-14,9.699999809265137
2016-03-15,9.65999984741211
2016-03-16,9.65999984741211
2016-03-17,9.65999984741211
2016-03-18,9.680000305175781
2016-03-21,9.680000305175781
2016-03-22,9.680000305175781
2016-03-23,9.680000305175781
2016-03-24,9.680000305175781
2016-03-28,9.680000305175781
2016-03-29,9.680000305175781
2016-03-30,9.680000305175781
2016-03-31,9.680000305175781
2016-04-01,9.680000305175781
2016-04-04,9.850000381469727
2016-04-05,9.829999923706055
2016-04-06,9.829999923706055
2016-04-07,9.84000015258789
2016-04-08,9.850000381469727
2016-04-11,9.84000015258789
2016-04-12,9.84000015258789
2016-04-13,9.83899974822998
2016-04-14,9.84000015258789
2016-04-15,9.84000015258789
2016-04-18,9.836000442504883
2016-04-19,9.760000228881836
2016-04-20,9.786999702453613
2016-04-21,9.850000381469727
2016-04-22,9.850000381469727
2016-04-25,9.819999694824219
2016-04-26,9.819999694824219
2016-04-27,9.84000015258789
2016-04-28,9.800000190734863
2016-04-29,9.800000190734863
2016-05-02,9.829000473022461
2016-05-03,9.84000015258789
2016-05-04,9.800000190734863
2016-05-05,9.82699966430664
2016-05-06,9.848999977111816
2016-05-09,9.848999977111816
2016-05-10,9.850000381469727
2016-05-11,9.8100004196167
2016-05-12,9.789999961853027
2016-05-13,9.848999977111816
2016-05-16,9.829000473022461
2016-05-17,9.83899974822998
2016-05-18,9.833999633789062
2016-05-19,9.84000015258789
2016-05-20,9.819999694824219
2016-05-23,9.829000473022461
2016-05-24,9.829999923706055
2016-05-25,9.829000473022461
2016-05-26,9.829999923706055
2016-05-27,9.819999694824219
2016-05-31,9.836000442504883
2016-06-01,9.84000015258789
2016-06-02,9.850000381469727
2016-06-03,9.84000015258789
2016-06-06,9.84000015258789
2016-06-07,9.84000015258789
2016-06-08,9.800000190734863
2016-06-09,9.800000190734863
2016-06-10,9.829999923706055
2016-06-13,9.800000190734863
2016-06-14,9.821000099182129
2016-06-15,9.819999694824219
2016-06-16,9.6899995803833
2016-06-17,9.699000358581543
2016-06-20,9.630000114440918
2016-06-21,9.600000381469727
2016-06-22,9.600000381469727
2016-06-23,9.600000381469727
2016-06-24,9.699999809265137
2016-06-27,9.699999809265137
2016-06-28,9.710000038146973
2016-06-29,9.720000267028809
2016-06-30,9.79800033569336
2016-07-01,9.760000228881836
2016-07-05,9.760000228881836
2016-07-06,9.75
2016-07-07,9.760000228881836
2016-07-08,9.75
2016-07-11,9.739999771118164
2016-07-12,9.73900032043457
2016-07-13,9.739999771118164
2016-07-14,9.869999885559082
2016-07-15,9.899999618530273
2016-07-18,9.90999984741211
2016-07-19,9.871000289916992
2016-07-20,9.880000114440918
2016-07-21,9.850000381469727
2016-07-22,9.770000457763672
2016-07-25,9.819999694824219
2016-07-26,9.819999694824219
2016-07-27,9.84000015258789
2016-07-28,9.8100004196167
2016-07-29,9.770000457763672
2016-08-01,9.770999908447266
2016-08-02,9.770000457763672
2016-08-03,9.770000457763672
2016-08-04,9.75
2016-08-05,9.75
2016-08-08,9.75
2016-08-09,9.75
2016-08-10,9.75
2016-08-11,9.760000228881836
2016-08-12,9.760000228881836
2016-08-15,9.760000228881836
2016-08-16,9.74899959564209
2016-08-17,9.800000190734863
2016-08-18,9.800000190734863
2016-08-19,9.859999656677246
2016-08-22,9.800000190734863
2016-08-23,9.789999961853027
2016-08-24,9.789999961853027
2016-08-25,9.829999923706055
2016-08-26,9.829999923706055
2016-08-29,9.819999694824219
2016-08-30,9.779999732971191
2016-08-31,9.782999992370605
2016-09-01,9.779999732971191
2016-09-02,9.779999732971191
2016-09-06,9.760000228881836
2016-09-07,9.770000457763672
2016-09-08,9.800000190734863
2016-09-09,9.817000389099121
2016-09-12,9.8100004196167
2016-09-13,9.789999961853027
2016-09-14,9.789999961853027
2016-09-15,9.800000190734863
2016-09-16,9.829999923706055
2016-09-19,9.800000190734863
2016-09-20,9.788999557495117
2016-09-21,9.789999961853027
2016-09-22,9.75
2016-09-23,9.890000343322754
2016-09-26,9.819999694824219
2016-09-27,9.800000190734863
2016-09-28,9.800000190734863
2016-09-29,9.800000190734863
2016-09-30,9.800000190734863
2016-10-03,9.800000190734863
2016-10-04,9.800000190734863
2016-10-05,9.800000190734863
2016-10-06,9.800000190734863
2016-10-07,9.800000190734863
2016-10-10,9.800000190734863
2016-10-11,9.800000190734863
2016-10-12,9.800000190734863
2016-10-13,9.8100004196167
2016-10-14,9.8100004196167
2016-10-17,9.819999694824219
2016-10-18,9.807000160217285
2016-10-19,9.807000160217285
2016-10-20,9.850000381469727
2016-10-21,9.869999885559082
2016-10-24,9.850000381469727
2016-10-25,9.84000015258789
2016-10-26,9.84000015258789
2016-10-27,9.84000015258789
2016-10-28,9.890000343322754
2016-10-31,9.869999885559082
2016-11-01,9.899999618530273
2016-11-02,9.869999885559082
2016-11-03,9.850000381469727
2016-11-04,9.850000381469727
2016-11-07,9.850000381469727
2016-11-08,9.850000381469727
2016-11-09,9.850000381469727
2016-11-10,9.859999656677246
2016-11-11,9.847999572753906
2016-11-14,9.847999572753906
2016-11-15,9.880000114440918
2016-11-16,9.880000114440918
2016-11-17,9.859999656677246
2016-11-18,9.850000381469727
2016-11-21,9.850000381469727
2016-11-22,9.850000381469727
2016-11-23,9.850000381469727
2016-11-25,9.869999885559082
2016-11-28,9.869999885559082
2016-11-29,9.869999885559082
2016-11-30,9.869999885559082
2016-12-01,9.878999710083008
2016-12-02,9.878999710083008
2016-12-05,9.878999710083008
2016-12-06,9.878999710083008
2016-12-07,9.869999885559082
2016-12-08,9.869999885559082
2016-12-09,9.899999618530273
2016-12-12,9.899999618530273
2016-12-13,9.880000114440918
2016-12-14,9.880000114440918
2016-12-15,9.880000114440918
2016-12-16,9.880000114440918
2016-12-19,9.899999618530273
2016-12-20,9.880999565124512
2016-12-21,9.869999885559082
2016-12-22,9.90999984741211
2016-12-23,10.0
2016-12-27,10.079999923706055
2016-12-28,10.0600004196167
2016-12-29,10.09000015258789
2016-12-30,10.079999923706055
2017-01-03,10.100000381469727
2017-01-04,10.180000305175781
2017-01-05,10.1899995803833
2017-01-06,10.210000038146973
2017-01-09,10.210000038146973
2017-01-10,10.229999542236328
2017-01-11,10.220000267028809
2017-01-12,10.149999618530273
2017-01-13,10.15999984741211
2017-01-17,10.199999809265137
2017-01-18,10.170000076293945
2017-01-19,10.25
2017-01-20,10.149999618530273
2017-01-23,10.100000381469727
2017-01-24,10.140000343322754
2017-01-25,10.119999885559082
2017-01-26,10.130000114440918
2017-01-27,10.149999618530273
2017-01-30,10.119999885559082
2017-01-31,10.09000015258789
2017-02-01,10.050000190734863
2017-02-02,10.069999694824219
2017-02-03,10.09000015258789
2017-02-06,10.079999923706055
2017-02-07,10.039999961853027
2017-02-08,10.029999732971191
2017-02-09,10.0
2017-02-10,10.039999961853027
2017-02-13,10.050000190734863
2017-02-14,10.029999732971191
2017-02-15,10.020000457763672
2017-02-16,10.020000457763672
2017-02-17,10.010000228881836
2017-02-21,9.979999542236328
2017-02-22,10.0
2017-02-23,9.979999542236328
2017-02-24,9.970000267028809
2017-02-27,10.220000267028809
2017-02-28,10.210000038146973
2017-03-01,10.119999885559082
2017-03-02,10.0600004196167
2017-03-03,9.989999771118164
2017-03-06,9.970000267028809
2017-03-07,9.989999771118164
2017-03-08,9.960000038146973
2017-03-09,9.890000343322754
2017-03-10,9.920000076293945
2017-03-13,9.619999885559082
2017-03-14,9.609999656677246
2017-03-15,9.649999618530273
2017-03-16,9.979999542236328
2017-03-17,10.0
2017-03-20,10.279999732971191
2017-03-21,10.229999542236328
2017-03-22,10.1899995803833
2017-03-23,10.170000076293945
2017-03-24,10.25
2017-03-27,10.15999984741211
2017-03-28,10.170000076293945
2017-03-29,10.140000343322754
2017-03-30,10.109999656677246
2017-03-31,10.119999885559082
2017-04-03,10.079999923706055
2017-04-04,10.220000267028809
2017-04-05,10.170000076293945
2017-04-06,10.229999542236328
2017-04-07,10.220000267028809
2017-04-10,10.029999732971191
2017-04-11,9.899999618530273
