,AUPH
2015-07-09,3.4800000190734863
2015-07-10,3.359999895095825
2015-07-13,3.569999933242798
2015-07-14,3.5799999237060547
2015-07-15,3.509999990463257
2015-07-16,3.5999999046325684
2015-07-17,3.5799999237060547
2015-07-20,3.549999952316284
2015-07-21,3.4600000381469727
2015-07-22,3.4600000381469727
2015-07-23,3.509999990463257
2015-07-24,3.6500000953674316
2015-07-27,3.5999999046325684
2015-07-28,3.700000047683716
2015-07-29,3.690000057220459
2015-07-30,3.7200000286102295
2015-07-31,3.700000047683716
2015-08-03,4.0
2015-08-04,3.930000066757202
2015-08-05,3.9000000953674316
2015-08-06,3.950000047683716
2015-08-07,3.640000104904175
2015-08-10,3.740000009536743
2015-08-11,3.700000047683716
2015-08-12,3.559999942779541
2015-08-13,3.4000000953674316
2015-08-14,3.4100000858306885
2015-08-17,3.5899999141693115
2015-08-18,3.4700000286102295
2015-08-19,3.4200000762939453
2015-08-20,3.1700000762939453
2015-08-21,3.190000057220459
2015-08-24,2.9749999046325684
2015-08-25,3.0
2015-08-26,3.0
2015-08-27,3.009999990463257
2015-08-28,3.0299999713897705
2015-08-31,3.4000000953674316
2015-09-01,3.4800000190734863
2015-09-02,3.440000057220459
2015-09-03,3.4000000953674316
2015-09-04,3.4100000858306885
2015-09-08,3.4600000381469727
2015-09-09,3.450000047683716
2015-09-10,3.390000104904175
2015-09-11,3.359999895095825
2015-09-14,3.380000114440918
2015-09-15,3.4100000858306885
2015-09-16,3.299999952316284
2015-09-17,3.380000114440918
2015-09-18,3.4200000762939453
2015-09-21,3.430000066757202
2015-09-22,3.319999933242798
2015-09-23,3.309999942779541
2015-09-24,3.309999942779541
2015-09-25,3.049999952316284
2015-09-28,2.7899999618530273
2015-09-29,2.7899999618530273
2015-09-30,2.8399999141693115
2015-10-01,2.9000000953674316
2015-10-02,3.009999990463257
2015-10-05,3.0299999713897705
2015-10-06,3.049999952316284
2015-10-07,3.0899999141693115
2015-10-08,3.0299999713897705
2015-10-09,3.0399999618530273
2015-10-12,2.990000009536743
2015-10-13,2.990000009536743
2015-10-14,2.9200000762939453
2015-10-15,2.930000066757202
2015-10-16,2.990000009536743
2015-10-19,3.0999999046325684
2015-10-20,3.109999895095825
2015-10-21,3.009999990463257
2015-10-22,2.9700000286102295
2015-10-23,3.0199999809265137
2015-10-26,3.0
2015-10-27,3.0
2015-10-28,3.0
2015-10-29,2.9639999866485596
2015-10-30,2.9200000762939453
2015-11-02,3.0199999809265137
2015-11-03,3.009999990463257
2015-11-04,2.950000047683716
2015-11-05,2.9700000286102295
2015-11-06,2.9600000381469727
2015-11-09,2.930000066757202
2015-11-10,2.890000104904175
2015-11-11,2.9200000762939453
2015-11-12,2.75
2015-11-13,2.759999990463257
2015-11-16,2.75
2015-11-17,2.700000047683716
2015-11-18,2.6040000915527344
2015-11-19,2.5
2015-11-20,2.369999885559082
2015-11-23,2.3499999046325684
2015-11-24,2.549999952316284
2015-11-25,2.509999990463257
2015-11-27,2.549999952316284
2015-11-30,2.5199999809265137
2015-12-01,2.490000009536743
2015-12-02,2.4719998836517334
2015-12-03,2.4189999103546143
2015-12-04,2.450000047683716
2015-12-07,2.4200000762939453
2015-12-08,2.380000114440918
2015-12-09,2.369999885559082
2015-12-10,2.375
2015-12-11,2.2699999809265137
2015-12-14,2.121999979019165
2015-12-15,2.109999895095825
2015-12-16,2.25
2015-12-17,2.4200000762939453
2015-12-18,2.5799999237060547
2015-12-21,2.609999895095825
2015-12-22,2.509999990463257
2015-12-23,2.5
2015-12-24,2.490000009536743
2015-12-28,2.509999990463257
2015-12-29,2.490000009536743
2015-12-30,2.440000057220459
2015-12-31,2.4700000286102295
2016-01-04,2.4000000953674316
2016-01-05,2.6510000228881836
2016-01-06,2.6549999713897705
2016-01-07,2.450000047683716
2016-01-08,2.4200000762939453
2016-01-11,2.240000009536743
2016-01-12,2.2699999809265137
2016-01-13,2.109999895095825
2016-01-14,2.009999990463257
2016-01-15,1.7999999523162842
2016-01-19,1.7400000095367432
2016-01-20,1.8600000143051147
2016-01-21,1.8899999856948853
2016-01-22,2.0999999046325684
2016-01-25,2.0899999141693115
2016-01-26,2.2200000286102295
2016-01-27,2.0999999046325684
2016-01-28,2.0899999141693115
2016-01-29,2.0
2016-02-01,2.124000072479248
2016-02-02,2.2300000190734863
2016-02-03,2.140000104904175
2016-02-04,2.190000057220459
2016-02-05,2.190000057220459
2016-02-08,2.5899999141693115
2016-02-09,2.4800000190734863
2016-02-10,2.5
2016-02-11,2.240000009536743
2016-02-12,2.259999990463257
2016-02-16,2.25
2016-02-17,2.390000104904175
2016-02-18,2.180000066757202
2016-02-19,2.1500000953674316
2016-02-22,2.2699999809265137
2016-02-23,2.200000047683716
2016-02-24,2.1600000858306885
2016-02-25,2.109999895095825
2016-02-26,2.109999895095825
2016-02-29,2.369999885559082
2016-03-01,2.0899999141693115
2016-03-02,2.5999999046325684
2016-03-03,2.549999952316284
2016-03-04,2.490000009536743
2016-03-07,2.490000009536743
2016-03-08,2.390000104904175
2016-03-09,2.4600000381469727
2016-03-10,2.630000114440918
2016-03-11,2.630000114440918
2016-03-14,2.859999895095825
2016-03-15,3.0799999237060547
2016-03-16,3.009999990463257
2016-03-17,3.0
2016-03-18,3.0399999618530273
2016-03-21,3.0999999046325684
2016-03-22,3.0
2016-03-23,3.0
2016-03-24,3.0
2016-03-28,3.0299999713897705
2016-03-29,2.990000009536743
2016-03-30,2.950000047683716
2016-03-31,2.9100000858306885
2016-04-01,2.950000047683716
2016-04-04,3.0
2016-04-05,2.7200000286102295
2016-04-06,2.9600000381469727
2016-04-07,2.880000114440918
2016-04-08,2.8499999046325684
2016-04-11,2.940000057220459
2016-04-12,3.0
2016-04-13,2.950000047683716
2016-04-14,2.950000047683716
2016-04-15,2.940000057220459
2016-04-18,2.990000009536743
2016-04-19,3.0
2016-04-20,2.9600000381469727
2016-04-21,3.0
2016-04-22,2.990000009536743
2016-04-25,2.869999885559082
2016-04-26,2.880000114440918
2016-04-27,2.890000104904175
2016-04-28,2.9200000762939453
2016-04-29,2.9200000762939453
2016-05-02,3.0
2016-05-03,2.890000104904175
2016-05-04,2.700000047683716
2016-05-05,2.7300000190734863
2016-05-06,2.490000009536743
2016-05-09,2.490000009536743
2016-05-10,2.4000000953674316
2016-05-11,2.380000114440918
2016-05-12,2.259999990463257
2016-05-13,2.1700000762939453
2016-05-16,2.2899999618530273
2016-05-17,2.390000104904175
2016-05-18,2.319999933242798
2016-05-19,2.390000104904175
2016-05-20,2.4800000190734863
2016-05-23,2.4800000190734863
2016-05-24,2.5299999713897705
2016-05-25,2.569999933242798
2016-05-26,2.5299999713897705
2016-05-27,2.515000104904175
2016-05-31,2.9700000286102295
2016-06-01,2.9100000858306885
2016-06-02,2.9000000953674316
2016-06-03,3.0
2016-06-06,2.869999885559082
2016-06-07,2.8399999141693115
2016-06-08,2.880000114440918
2016-06-09,2.880000114440918
2016-06-10,2.690000057220459
2016-06-13,2.640000104904175
2016-06-14,2.9000000953674316
2016-06-15,2.559999942779541
2016-06-16,2.7100000381469727
2016-06-17,2.5899999141693115
2016-06-20,2.6549999713897705
2016-06-21,2.440000057220459
2016-06-22,2.6470000743865967
2016-06-23,2.6600000858306885
2016-06-24,2.5999999046325684
2016-06-27,2.5999999046325684
2016-06-28,2.700000047683716
2016-06-29,2.869999885559082
2016-06-30,2.7699999809265137
2016-07-01,3.0
2016-07-05,2.930000066757202
2016-07-06,3.2699999809265137
2016-07-07,3.0899999141693115
2016-07-08,3.0999999046325684
2016-07-11,3.069999933242798
2016-07-12,3.0799999237060547
2016-07-13,3.0850000381469727
2016-07-14,3.0899999141693115
2016-07-15,3.0399999618530273
2016-07-18,3.0199999809265137
2016-07-19,3.0399999618530273
2016-07-20,3.0199999809265137
2016-07-21,3.0299999713897705
2016-07-22,3.0299999713897705
2016-07-25,3.0299999713897705
2016-07-26,2.990000009536743
2016-07-27,3.0199999809265137
2016-07-28,3.049999952316284
2016-07-29,3.4010000228881836
2016-08-01,3.5999999046325684
2016-08-02,3.4600000381469727
2016-08-03,3.450000047683716
2016-08-04,3.5
2016-08-05,3.5999999046325684
2016-08-08,3.6700000762939453
2016-08-09,3.6600000858306885
2016-08-10,4.119999885559082
2016-08-11,4.260000228881836
2016-08-12,4.090000152587891
2016-08-15,1.809999942779541
2016-08-16,2.309999942779541
2016-08-17,2.440000057220459
2016-08-18,2.259999990463257
2016-08-19,2.1500000953674316
2016-08-22,2.1700000762939453
2016-08-23,2.1700000762939453
2016-08-24,2.0299999713897705
2016-08-25,1.9800000190734863
2016-08-26,1.9500000476837158
2016-08-29,1.940000057220459
2016-08-30,1.9500000476837158
2016-08-31,1.940000057220459
2016-09-01,1.9500000476837158
2016-09-02,2.049999952316284
2016-09-06,2.059999942779541
2016-09-07,2.0999999046325684
2016-09-08,2.1500000953674316
2016-09-09,2.1500000953674316
2016-09-12,2.1500000953674316
2016-09-13,2.0899999141693115
2016-09-14,2.0399999618530273
2016-09-15,2.049999952316284
2016-09-16,2.059999942779541
2016-09-19,2.069999933242798
2016-09-20,2.119999885559082
2016-09-21,2.130000114440918
2016-09-22,2.2829999923706055
2016-09-23,2.4000000953674316
2016-09-26,2.390000104904175
2016-09-27,2.4000000953674316
2016-09-28,2.4200000762939453
2016-09-29,2.640000104904175
2016-09-30,3.009999990463257
2016-10-03,3.240000009536743
2016-10-04,3.5
2016-10-05,4.050000190734863
2016-10-06,5.099999904632568
2016-10-07,4.699999809265137
2016-10-10,4.75
2016-10-11,4.46999979019165
2016-10-12,4.28000020980835
2016-10-13,4.289999961853027
2016-10-14,4.159999847412109
2016-10-17,4.360000133514404
2016-10-18,4.130000114440918
2016-10-19,4.099999904632568
2016-10-20,3.8299999237060547
2016-10-21,3.680000066757202
2016-10-24,3.6700000762939453
2016-10-25,3.440000057220459
2016-10-26,3.3399999141693115
2016-10-27,3.1700000762939453
2016-10-28,3.2300000190734863
2016-10-31,3.0299999713897705
2016-11-01,2.940000057220459
2016-11-02,2.7699999809265137
2016-11-03,2.549999952316284
2016-11-04,2.700000047683716
2016-11-07,2.5799999237060547
2016-11-08,2.549999952316284
2016-11-09,2.5299999713897705
2016-11-10,2.950000047683716
2016-11-11,3.130000114440918
2016-11-14,3.3499999046325684
2016-11-15,3.859999895095825
2016-11-16,4.050000190734863
2016-11-17,3.430000066757202
2016-11-18,3.640000104904175
2016-11-21,3.5
2016-11-22,3.240000009536743
2016-11-23,3.130000114440918
2016-11-25,3.1700000762939453
2016-11-28,3.0
2016-11-29,2.9700000286102295
2016-11-30,3.0399999618530273
2016-12-01,2.9600000381469727
2016-12-02,2.890000104904175
2016-12-05,3.0399999618530273
2016-12-06,3.0399999618530273
2016-12-07,2.9000000953674316
2016-12-08,2.8499999046325684
2016-12-09,2.809999942779541
2016-12-12,2.7300000190734863
2016-12-13,2.7899999618530273
2016-12-14,2.6600000858306885
2016-12-15,2.6500000953674316
2016-12-16,2.7799999713897705
2016-12-19,2.809999942779541
2016-12-20,2.700000047683716
2016-12-21,2.7200000286102295
2016-12-22,2.1500000953674316
2016-12-23,2.180000066757202
2016-12-27,2.140000104904175
2016-12-28,2.059999942779541
2016-12-29,2.1500000953674316
2016-12-30,2.0999999046325684
2017-01-03,2.1500000953674316
2017-01-04,2.140000104904175
2017-01-05,2.140000104904175
2017-01-06,2.359999895095825
2017-01-09,2.299999952316284
2017-01-10,2.3399999141693115
2017-01-11,2.4100000858306885
2017-01-12,2.3499999046325684
2017-01-13,2.359999895095825
2017-01-17,2.359999895095825
2017-01-18,2.380000114440918
2017-01-19,2.4800000190734863
2017-01-20,2.5299999713897705
2017-01-23,2.630000114440918
2017-01-24,3.130000114440918
2017-01-25,2.9700000286102295
2017-01-26,3.049999952316284
2017-01-27,3.2200000286102295
2017-01-30,3.200000047683716
2017-01-31,3.0799999237060547
2017-02-01,3.1600000858306885
2017-02-02,3.1700000762939453
2017-02-03,3.240000009536743
2017-02-06,3.3399999141693115
2017-02-07,3.25
2017-02-08,3.2100000381469727
2017-02-09,3.2899999618530273
2017-02-10,3.2200000286102295
2017-02-13,3.619999885559082
2017-02-14,3.6600000858306885
2017-02-15,3.630000114440918
2017-02-16,3.7300000190734863
2017-02-17,3.7300000190734863
2017-02-21,3.680000066757202
2017-02-22,3.4000000953674316
2017-02-23,3.2799999713897705
2017-02-24,3.7200000286102295
2017-02-27,3.700000047683716
2017-02-28,3.559999942779541
2017-03-01,3.7100000381469727
2017-03-02,4.53000020980835
2017-03-03,4.809999942779541
2017-03-06,5.360000133514404
2017-03-07,7.099999904632568
2017-03-08,7.159999847412109
2017-03-09,7.78000020980835
2017-03-10,8.5
2017-03-13,10.539999961853027
2017-03-14,7.900000095367432
2017-03-15,7.769999980926514
2017-03-16,7.71999979019165
2017-03-17,7.699999809265137
2017-03-20,8.779999732971191
2017-03-21,8.369999885559082
2017-03-22,8.529999732971191
2017-03-23,8.390000343322754
2017-03-24,8.020000457763672
2017-03-27,7.739999771118164
2017-03-28,7.159999847412109
2017-03-29,7.300000190734863
2017-03-30,7.010000228881836
2017-03-31,7.340000152587891
2017-04-03,6.96999979019165
2017-04-04,6.920000076293945
2017-04-05,6.75
2017-04-06,6.590000152587891
2017-04-07,7.050000190734863
2017-04-10,7.0
2017-04-11,7.099999904632568
2017-04-12,6.940000057220459
2017-04-13,6.829999923706055
2017-04-17,6.690000057220459
2017-04-18,6.800000190734863
2017-04-19,6.920000076293945
2017-04-20,7.0
2017-04-21,7.110000133514404
2017-04-24,6.989999771118164
2017-04-25,6.980000019073486
2017-04-26,7.360000133514404
2017-04-27,7.099999904632568
2017-04-28,7.010000228881836
2017-05-01,7.380000114440918
2017-05-02,7.369999885559082
2017-05-03,7.260000228881836
2017-05-04,7.199999809265137
2017-05-05,7.019999980926514
2017-05-08,7.070000171661377
2017-05-09,7.150000095367432
2017-05-10,7.349999904632568
2017-05-11,7.53000020980835
2017-05-12,7.679999828338623
2017-05-15,7.239999771118164
2017-05-16,7.329999923706055
2017-05-17,7.059999942779541
2017-05-18,7.190000057220459
2017-05-19,7.170000076293945
2017-05-22,7.090000152587891
2017-05-23,6.96999979019165
2017-05-24,6.920000076293945
2017-05-25,6.590000152587891
2017-05-26,6.360000133514404
2017-05-30,5.989999771118164
2017-05-31,6.239999771118164
2017-06-01,6.25
2017-06-02,6.460000038146973
2017-06-05,6.28000020980835
2017-06-06,6.360000133514404
2017-06-07,6.199999809265137
2017-06-08,6.210000038146973
2017-06-09,6.03000020980835
2017-06-12,5.989999771118164
2017-06-13,6.059999942779541
2017-06-14,5.96999979019165
2017-06-15,5.940000057220459
2017-06-16,6.03000020980835
2017-06-19,6.119999885559082
2017-06-20,6.730000019073486
2017-06-21,6.5
2017-06-22,6.389999866485596
2017-06-23,6.630000114440918
2017-06-26,6.480000019073486
2017-06-27,6.099999904632568
2017-06-28,6.25
2017-06-29,6.159999847412109
2017-06-30,6.130000114440918
2017-07-03,6.329999923706055
2017-07-05,6.349999904632568
2017-07-06,6.28000020980835
2017-07-07,6.360000133514404
2017-07-10,6.239999771118164
2017-07-11,6.239999771118164
2017-07-12,6.239999771118164
2017-07-13,6.389999866485596
2017-07-14,6.71999979019165
2017-07-17,7.449999809265137
2017-07-18,6.78000020980835
2017-07-19,6.78000020980835
2017-07-20,6.599999904632568
2017-07-21,6.550000190734863
2017-07-24,6.510000228881836
2017-07-25,6.420000076293945
2017-07-26,6.550000190734863
2017-07-27,6.309999942779541
2017-07-28,6.309999942779541
2017-07-31,6.309999942779541
2017-08-01,6.119999885559082
2017-08-02,6.260000228881836
2017-08-03,6.090000152587891
2017-08-04,6.150000095367432
2017-08-07,6.039999961853027
2017-08-08,5.949999809265137
2017-08-09,5.949999809265137
2017-08-10,5.710000038146973
2017-08-11,6.050000190734863
2017-08-14,6.170000076293945
2017-08-15,6.210000038146973
2017-08-16,6.230000019073486
2017-08-17,6.110000133514404
2017-08-18,6.099999904632568
2017-08-21,6.099999904632568
2017-08-22,6.099999904632568
2017-08-23,6.059999942779541
2017-08-24,6.070000171661377
2017-08-25,6.019999980926514
2017-08-28,6.039999961853027
2017-08-29,6.059999942779541
2017-08-30,6.079999923706055
2017-08-31,6.489999771118164
2017-09-01,6.369999885559082
2017-09-05,6.300000190734863
2017-09-06,6.590000152587891
2017-09-07,6.900000095367432
2017-09-08,6.739999771118164
2017-09-11,6.820000171661377
2017-09-12,6.380000114440918
2017-09-13,6.199999809265137
2017-09-14,6.320000171661377
2017-09-15,6.269999980926514
2017-09-18,6.269999980926514
2017-09-19,6.210000038146973
2017-09-20,6.409999847412109
2017-09-21,6.25
2017-09-22,6.21999979019165
2017-09-25,6.179999828338623
2017-09-26,6.110000133514404
2017-09-27,6.260000228881836
2017-09-28,6.199999809265137
2017-09-29,6.269999980926514
2017-10-02,6.710000038146973
2017-10-03,6.329999923706055
2017-10-04,6.449999809265137
2017-10-05,6.5
2017-10-06,6.559999942779541
2017-10-09,6.420000076293945
2017-10-10,6.429999828338623
2017-10-11,6.489999771118164
2017-10-12,6.579999923706055
2017-10-13,7.090000152587891
2017-10-16,6.769999980926514
2017-10-17,6.699999809265137
2017-10-18,6.510000228881836
2017-10-19,6.460000038146973
2017-10-20,6.150000095367432
2017-10-23,6.039999961853027
2017-10-24,5.75
2017-10-25,5.820000171661377
2017-10-26,5.610000133514404
2017-10-27,5.710000038146973
2017-10-30,5.920000076293945
2017-10-31,5.880000114440918
2017-11-01,5.739999771118164
2017-11-02,5.760000228881836
2017-11-03,5.820000171661377
2017-11-06,5.760000228881836
2017-11-07,5.650000095367432
2017-11-08,5.75
2017-11-09,5.71999979019165
2017-11-10,5.769999980926514
2017-11-13,5.619999885559082
2017-11-14,5.340000152587891
2017-11-15,5.0
2017-11-16,5.190000057220459
2017-11-17,5.139999866485596
2017-11-20,5.130000114440918
2017-11-21,5.110000133514404
2017-11-22,5.269999980926514
2017-11-24,5.260000228881836
2017-11-27,5.360000133514404
2017-11-28,5.260000228881836
2017-11-29,5.119999885559082
2017-11-30,5.28000020980835
2017-12-01,5.300000190734863
2017-12-04,5.170000076293945
2017-12-05,5.0
2017-12-06,4.699999809265137
2017-12-07,4.920000076293945
2017-12-08,5.059999942779541
2017-12-11,5.010000228881836
2017-12-12,4.949999809265137
2017-12-13,4.909999847412109
2017-12-14,4.760000228881836
2017-12-15,4.639999866485596
2017-12-18,4.630000114440918
2017-12-19,4.840000152587891
2017-12-20,4.849999904632568
2017-12-21,4.630000114440918
2017-12-22,4.809999942779541
2017-12-26,4.670000076293945
2017-12-27,4.78000020980835
2017-12-28,4.650000095367432
2017-12-29,4.53000020980835
2018-01-02,4.849999904632568
2018-01-03,4.980000019073486
2018-01-04,5.25
2018-01-05,5.210000038146973
2018-01-08,5.019999980926514
2018-01-09,5.130000114440918
2018-01-10,5.190000057220459
2018-01-11,5.260000228881836
2018-01-12,5.349999904632568
2018-01-16,5.369999885559082
2018-01-17,5.659999847412109
2018-01-18,5.489999771118164
2018-01-19,5.570000171661377
2018-01-22,5.800000190734863
2018-01-23,5.989999771118164
2018-01-24,5.960000038146973
2018-01-25,5.690000057220459
2018-01-26,5.619999885559082
2018-01-29,5.420000076293945
2018-01-30,5.510000228881836
2018-01-31,5.300000190734863
2018-02-01,5.175000190734863
2018-02-02,5.039999961853027
2018-02-05,4.849999904632568
2018-02-06,5.159999847412109
2018-02-07,5.170000076293945
2018-02-08,5.059999942779541
2018-02-09,5.099999904632568
2018-02-12,5.210000038146973
2018-02-13,5.25
2018-02-14,5.320000171661377
2018-02-15,5.289999961853027
2018-02-16,5.21999979019165
2018-02-20,5.429999828338623
2018-02-21,5.460000038146973
2018-02-22,5.460000038146973
2018-02-23,5.599999904632568
2018-02-26,5.53000020980835
2018-02-27,5.340000152587891
2018-02-28,5.210000038146973
2018-03-01,5.090000152587891
2018-03-02,5.28000020980835
2018-03-05,5.320000171661377
2018-03-06,5.300000190734863
2018-03-07,5.340000152587891
2018-03-08,5.400000095367432
2018-03-09,5.539999961853027
2018-03-12,5.539999961853027
2018-03-13,5.349999904632568
2018-03-14,5.360000133514404
2018-03-15,5.360000133514404
2018-03-16,5.710000038146973
2018-03-19,5.760000228881836
2018-03-20,5.40500020980835
2018-03-21,5.519999980926514
2018-03-22,5.420000076293945
2018-03-23,5.25
2018-03-26,5.380000114440918
2018-03-27,5.170000076293945
2018-03-28,5.190000057220459
2018-03-29,5.190000057220459
2018-04-02,5.059999942779541
2018-04-03,5.210000038146973
2018-04-04,5.289999961853027
2018-04-05,5.199999809265137
2018-04-06,5.150000095367432
2018-04-09,5.159999847412109
2018-04-10,5.389999866485596
2018-04-11,5.380000114440918
2018-04-12,5.440000057220459
2018-04-13,5.440000057220459
2018-04-16,5.429999828338623
2018-04-17,5.449999809265137
2018-04-18,5.590000152587891
2018-04-19,5.449999809265137
2018-04-20,5.434999942779541
2018-04-23,5.449999809265137
2018-04-24,5.420000076293945
2018-04-25,5.380000114440918
2018-04-26,5.369999885559082
2018-04-27,5.349999904632568
2018-04-30,5.25
2018-05-01,5.269999980926514
2018-05-02,5.28000020980835
2018-05-03,5.190000057220459
2018-05-04,5.21999979019165
2018-05-07,5.210000038146973
2018-05-08,5.199999809265137
2018-05-09,5.21999979019165
2018-05-10,5.260000228881836
2018-05-11,5.599999904632568
2018-05-14,6.230000019073486
2018-05-15,6.28000020980835
