,BFST
2019-01-07,23.649999618530273
2019-01-08,23.739999771118164
2019-01-09,23.389999389648438
2019-01-10,22.899999618530273
2019-01-11,23.190000534057617
2019-01-14,23.110000610351562
2019-01-15,23.190000534057617
2019-01-16,23.110000610351562
2019-01-17,23.90999984741211
2019-01-18,24.0
2019-01-22,23.709999084472656
2019-01-23,23.399999618530273
2019-01-24,23.200000762939453
2019-01-25,23.09000015258789
2019-01-28,23.450000762939453
2019-01-29,22.799999237060547
2019-01-30,23.260000228881836
2019-01-31,23.06999969482422
2019-02-01,23.049999237060547
2019-02-04,23.100000381469727
2019-02-05,24.15999984741211
2019-02-06,23.93000030517578
2019-02-07,24.1200008392334
2019-02-08,24.1299991607666
2019-02-11,24.139999389648438
2019-02-12,24.209999084472656
2019-02-13,24.450000762939453
2019-02-14,24.399999618530273
2019-02-15,24.260000228881836
2019-02-19,24.3799991607666
2019-02-20,24.079999923706055
2019-02-21,24.059999465942383
2019-02-22,24.350000381469727
2019-02-25,24.030000686645508
2019-02-26,24.079999923706055
2019-02-27,24.18000030517578
2019-02-28,24.719999313354492
2019-03-01,25.0
2019-03-04,25.610000610351562
2019-03-05,25.079999923706055
2019-03-06,25.030000686645508
2019-03-07,23.479999542236328
2019-03-08,23.93000030517578
2019-03-11,24.040000915527344
2019-03-12,24.190000534057617
2019-03-13,24.690000534057617
2019-03-14,24.6200008392334
2019-03-15,25.329999923706055
2019-03-18,25.489999771118164
2019-03-19,25.700000762939453
2019-03-20,25.450000762939453
2019-03-21,25.110000610351562
2019-03-22,22.59000015258789
2019-03-25,23.8700008392334
2019-03-26,24.3799991607666
2019-03-27,24.450000762939453
2019-03-28,24.799999237060547
2019-03-29,24.540000915527344
2019-04-01,24.59000015258789
2019-04-02,24.350000381469727
2019-04-03,24.09000015258789
2019-04-04,24.559999465942383
2019-04-05,24.719999313354492
2019-04-08,24.6200008392334
2019-04-09,24.649999618530273
2019-04-10,24.81999969482422
2019-04-11,24.56999969482422
2019-04-12,24.889999389648438
2019-04-15,24.649999618530273
2019-04-16,24.43000030517578
2019-04-17,24.709999084472656
2019-04-18,24.75
2019-04-22,24.59000015258789
2019-04-23,24.780000686645508
2019-04-24,24.690000534057617
2019-04-25,24.469999313354492
2019-04-26,24.5
2019-04-29,24.950000762939453
2019-04-30,25.450000762939453
2019-05-01,25.139999389648438
2019-05-02,25.15999984741211
2019-05-03,25.270000457763672
2019-05-06,25.200000762939453
2019-05-07,25.309999465942383
2019-05-08,25.479999542236328
2019-05-09,24.329999923706055
2019-05-10,24.5
2019-05-13,24.610000610351562
2019-05-14,25.34000015258789
2019-05-15,25.299999237060547
2019-05-16,25.200000762939453
2019-05-17,25.360000610351562
2019-05-20,25.350000381469727
2019-05-21,25.270000457763672
2019-05-22,25.1200008392334
2019-05-23,24.690000534057617
2019-05-24,25.139999389648438
2019-05-28,24.709999084472656
2019-05-29,24.770000457763672
2019-05-30,24.989999771118164
2019-05-31,24.520000457763672
2019-06-03,24.75
2019-06-04,25.040000915527344
2019-06-05,24.75
2019-06-06,24.850000381469727
2019-06-07,24.84000015258789
2019-06-10,24.969999313354492
2019-06-11,25.149999618530273
2019-06-12,24.18000030517578
2019-06-13,24.59000015258789
2019-06-14,24.75
2019-06-17,25.100000381469727
2019-06-18,25.200000762939453
2019-06-19,25.239999771118164
2019-06-20,25.3700008392334
2019-06-21,25.43000030517578
2019-06-24,25.399999618530273
2019-06-25,25.600000381469727
2019-06-26,25.260000228881836
2019-06-27,25.450000762939453
2019-06-28,25.450000762939453
2019-07-01,25.479999542236328
2019-07-02,25.469999313354492
2019-07-03,25.600000381469727
2019-07-05,25.760000228881836
2019-07-08,25.790000915527344
2019-07-09,25.290000915527344
2019-07-10,25.399999618530273
2019-07-11,25.290000915527344
2019-07-12,25.059999465942383
2019-07-15,25.239999771118164
2019-07-16,25.06999969482422
2019-07-17,25.030000686645508
2019-07-18,25.239999771118164
2019-07-19,25.15999984741211
2019-07-22,25.420000076293945
2019-07-23,25.200000762939453
2019-07-24,25.25
2019-07-25,25.239999771118164
2019-07-26,25.010000228881836
2019-07-29,25.020000457763672
2019-07-30,25.170000076293945
2019-07-31,24.940000534057617
2019-08-01,24.889999389648438
2019-08-02,24.25
2019-08-05,22.670000076293945
2019-08-06,23.700000762939453
2019-08-07,23.110000610351562
2019-08-08,23.440000534057617
2019-08-09,22.790000915527344
2019-08-12,23.3700008392334
2019-08-13,23.8799991607666
2019-08-14,22.68000030517578
2019-08-15,23.25
2019-08-16,24.25
2019-08-19,24.549999237060547
2019-08-20,24.670000076293945
2019-08-21,24.020000457763672
2019-08-22,23.860000610351562
2019-08-23,22.549999237060547
2019-08-26,23.25
2019-08-27,23.200000762939453
2019-08-28,23.5
2019-08-29,23.600000381469727
2019-08-30,23.6200008392334
2019-09-03,23.0
2019-09-04,23.440000534057617
2019-09-05,23.420000076293945
2019-09-06,23.610000610351562
2019-09-09,24.0
2019-09-10,23.56999969482422
2019-09-11,24.559999465942383
2019-09-12,25.25
2019-09-13,25.1200008392334
2019-09-16,24.90999984741211
2019-09-17,24.969999313354492
2019-09-18,24.75
2019-09-19,24.549999237060547
2019-09-20,24.989999771118164
2019-09-23,24.75
2019-09-24,24.6299991607666
2019-09-25,25.0
2019-09-26,24.510000228881836
2019-09-27,24.549999237060547
2019-09-30,24.399999618530273
2019-10-01,24.610000610351562
2019-10-02,24.020000457763672
2019-10-03,24.020000457763672
2019-10-04,24.290000915527344
2019-10-07,23.90999984741211
2019-10-08,23.760000228881836
2019-10-09,23.8799991607666
2019-10-10,23.950000762939453
2019-10-11,24.200000762939453
2019-10-14,24.25
2019-10-15,24.3799991607666
2019-10-16,24.239999771118164
2019-10-17,24.229999542236328
2019-10-18,24.3799991607666
2019-10-21,24.729999542236328
2019-10-22,24.3799991607666
2019-10-23,24.280000686645508
2019-10-24,24.450000762939453
2019-10-25,24.270000457763672
2019-10-28,24.579999923706055
2019-10-29,24.360000610351562
2019-10-30,24.90999984741211
2019-10-31,24.440000534057617
2019-11-01,24.389999389648438
2019-11-04,24.899999618530273
2019-11-05,24.850000381469727
2019-11-06,24.764999389648438
2019-11-07,24.899999618530273
2019-11-08,24.790000915527344
2019-11-11,24.700000762939453
2019-11-12,24.610000610351562
2019-11-13,24.81999969482422
2019-11-14,24.65999984741211
2019-11-15,24.790000915527344
2019-11-18,24.329999923706055
2019-11-19,24.979999542236328
2019-11-20,24.579999923706055
2019-11-21,24.540000915527344
2019-11-22,24.729999542236328
2019-11-25,24.940000534057617
2019-11-26,24.260000228881836
2019-11-27,24.049999237060547
2019-11-29,24.600000381469727
2019-12-02,24.540000915527344
2019-12-03,24.420000076293945
2019-12-04,24.649999618530273
2019-12-05,24.309999465942383
2019-12-06,24.760000228881836
2019-12-09,24.59000015258789
2019-12-10,24.889999389648438
2019-12-11,24.8799991607666
2019-12-12,25.0
2019-12-13,24.989999771118164
2019-12-16,24.950000762939453
2019-12-17,24.8700008392334
2019-12-18,24.829999923706055
2019-12-19,24.829999923706055
2019-12-20,25.0
2019-12-23,24.600000381469727
2019-12-24,24.65999984741211
2019-12-26,24.899999618530273
2019-12-27,24.8700008392334
2019-12-30,24.290000915527344
2019-12-31,24.93000030517578
2020-01-02,24.969999313354492
2020-01-03,24.899999618530273
2020-01-06,24.93000030517578
2020-01-07,24.799999237060547
2020-01-08,24.969999313354492
2020-01-09,25.0
2020-01-10,24.979999542236328
2020-01-13,25.0
2020-01-14,24.920000076293945
2020-01-15,24.969999313354492
2020-01-16,24.899999618530273
2020-01-17,24.729999542236328
2020-01-21,24.6299991607666
2020-01-22,24.40999984741211
2020-01-23,24.860000610351562
2020-01-24,24.649999618530273
2020-01-27,24.59000015258789
2020-01-28,25.0
2020-01-29,25.3700008392334
2020-01-30,24.8700008392334
2020-01-31,24.780000686645508
2020-02-03,25.260000228881836
2020-02-04,25.399999618530273
2020-02-05,26.0
2020-02-06,26.020000457763672
2020-02-07,25.739999771118164
2020-02-10,26.0
2020-02-11,26.110000610351562
2020-02-12,26.209999084472656
2020-02-13,26.5
2020-02-14,26.190000534057617
2020-02-18,25.56999969482422
2020-02-19,25.600000381469727
2020-02-20,25.709999084472656
2020-02-21,25.450000762939453
2020-02-24,25.030000686645508
2020-02-25,24.899999618530273
2020-02-26,25.0
2020-02-27,24.770000457763672
2020-02-28,24.06999969482422
2020-03-02,24.079999923706055
2020-03-03,23.18000030517578
2020-03-04,23.59000015258789
2020-03-05,21.600000381469727
2020-03-06,21.690000534057617
2020-03-09,19.5
2020-03-10,18.610000610351562
2020-03-11,17.469999313354492
2020-03-12,15.109999656677246
2020-03-13,15.0
2020-03-16,10.90999984741211
2020-03-17,11.0
2020-03-18,10.399999618530273
2020-03-19,9.640000343322754
2020-03-20,9.960000038146973
2020-03-23,9.829999923706055
2020-03-24,10.25
2020-03-25,11.1899995803833
2020-03-26,14.869999885559082
2020-03-27,13.420000076293945
2020-03-30,13.5
2020-03-31,13.5
2020-04-01,11.270000457763672
2020-04-02,11.880000114440918
2020-04-03,11.0
2020-04-06,12.300000190734863
2020-04-07,11.960000038146973
2020-04-08,12.630000114440918
2020-04-09,13.449999809265137
2020-04-13,12.789999961853027
2020-04-14,12.949999809265137
2020-04-15,11.859999656677246
2020-04-16,11.699999809265137
2020-04-17,12.039999961853027
2020-04-20,11.829999923706055
2020-04-21,12.079999923706055
2020-04-22,12.149999618530273
2020-04-23,12.579999923706055
2020-04-24,12.520000457763672
2020-04-27,13.239999771118164
2020-04-28,14.010000228881836
2020-04-29,14.489999771118164
2020-04-30,13.979999542236328
2020-05-01,12.960000038146973
2020-05-04,12.739999771118164
2020-05-05,12.579999923706055
2020-05-06,11.779999732971191
2020-05-07,11.960000038146973
2020-05-08,12.079999923706055
2020-05-11,11.989999771118164
2020-05-12,11.34000015258789
2020-05-13,11.119999885559082
2020-05-14,11.079999923706055
2020-05-15,11.4399995803833
2020-05-18,12.34000015258789
2020-05-19,12.029999732971191
2020-05-20,12.550000190734863
2020-05-21,12.649999618530273
2020-05-22,12.729999542236328
2020-05-26,13.789999961853027
2020-05-27,14.140000343322754
2020-05-28,15.199999809265137
2020-05-29,14.489999771118164
2020-06-01,14.0
2020-06-02,14.1899995803833
2020-06-03,15.649999618530273
2020-06-04,15.619999885559082
2020-06-05,17.360000610351562
2020-06-08,16.719999313354492
2020-06-09,16.93000030517578
2020-06-10,16.0
2020-06-11,13.979999542236328
2020-06-12,14.84000015258789
2020-06-15,15.029999732971191
2020-06-16,16.559999465942383
2020-06-17,15.350000381469727
2020-06-18,16.56999969482422
2020-06-19,15.100000381469727
2020-06-22,15.430000305175781
2020-06-23,15.0
2020-06-24,14.449999809265137
2020-06-25,14.640000343322754
2020-06-26,14.279999732971191
2020-06-29,14.779999732971191
2020-06-30,15.350000381469727
2020-07-01,14.520000457763672
2020-07-02,14.210000038146973
2020-07-06,14.489999771118164
2020-07-07,13.8100004196167
2020-07-08,13.6899995803833
2020-07-09,12.8100004196167
2020-07-10,13.760000228881836
2020-07-13,13.859999656677246
2020-07-14,13.710000038146973
2020-07-15,14.800000190734863
2020-07-16,14.579999923706055
2020-07-17,14.09000015258789
2020-07-20,13.729999542236328
2020-07-21,14.359999656677246
2020-07-22,14.25
2020-07-23,14.0
2020-07-24,13.880000114440918
2020-07-27,13.699999809265137
2020-07-28,13.670000076293945
2020-07-29,14.210000038146973
2020-07-30,13.550000190734863
2020-07-31,13.640000343322754
2020-08-03,13.539999961853027
2020-08-04,13.350000381469727
2020-08-05,13.899999618530273
2020-08-06,13.9399995803833
2020-08-07,14.869999885559082
2020-08-10,15.039999961853027
2020-08-11,14.970000267028809
2020-08-12,15.09000015258789
2020-08-13,14.600000381469727
2020-08-14,14.729999542236328
2020-08-17,14.59000015258789
2020-08-18,13.890000343322754
2020-08-19,13.800000190734863
2020-08-20,13.34000015258789
2020-08-21,12.130000114440918
2020-08-24,13.819999694824219
2020-08-25,14.850000381469727
2020-08-26,14.119999885559082
2020-08-27,14.550000190734863
2020-08-28,15.0600004196167
2020-08-31,14.470000267028809
2020-09-01,15.5
2020-09-02,15.949999809265137
2020-09-03,15.579999923706055
2020-09-04,15.550000190734863
2020-09-08,15.34000015258789
2020-09-09,15.229999542236328
2020-09-10,15.140000343322754
2020-09-11,15.050000190734863
2020-09-14,15.1899995803833
2020-09-15,15.0600004196167
2020-09-16,15.100000381469727
2020-09-17,14.9399995803833
2020-09-18,14.739999771118164
2020-09-21,13.649999618530273
2020-09-22,13.079999923706055
2020-09-23,12.789999961853027
2020-09-24,13.359999656677246
2020-09-25,13.510000228881836
2020-09-28,14.109999656677246
2020-09-29,14.1899995803833
2020-09-30,15.0
2020-10-01,15.319999694824219
2020-10-02,15.5
2020-10-05,15.729999542236328
2020-10-06,15.399999618530273
2020-10-07,16.0
2020-10-08,16.079999923706055
2020-10-09,15.819999694824219
2020-10-12,16.149999618530273
2020-10-13,15.489999771118164
2020-10-14,15.220000267028809
2020-10-15,15.739999771118164
2020-10-16,16.06999969482422
2020-10-19,15.850000381469727
2020-10-20,16.350000381469727
2020-10-21,16.40999984741211
2020-10-22,16.950000762939453
2020-10-23,17.15999984741211
2020-10-26,16.979999542236328
2020-10-27,16.360000610351562
2020-10-28,16.209999084472656
2020-10-29,16.959999084472656
2020-10-30,16.610000610351562
2020-11-02,16.899999618530273
2020-11-03,17.68000030517578
2020-11-04,16.350000381469727
2020-11-05,17.110000610351562
2020-11-06,17.219999313354492
2020-11-09,19.170000076293945
2020-11-10,20.200000762939453
2020-11-11,20.0
2020-11-12,18.739999771118164
2020-11-13,19.290000915527344
2020-11-16,20.100000381469727
2020-11-17,20.0
2020-11-18,19.75
2020-11-19,19.860000610351562
2020-11-20,18.950000762939453
2020-11-23,19.399999618530273
2020-11-24,20.260000228881836
2020-11-25,20.059999465942383
2020-11-27,20.209999084472656
2020-11-30,18.670000076293945
2020-12-01,19.0
2020-12-02,20.040000915527344
2020-12-03,19.719999313354492
2020-12-04,20.399999618530273
2020-12-07,20.15999984741211
2020-12-08,20.450000762939453
2020-12-09,19.780000686645508
2020-12-10,19.709999084472656
2020-12-11,20.25
2020-12-14,20.5
2020-12-15,21.40999984741211
2020-12-16,21.170000076293945
2020-12-17,21.850000381469727
2020-12-18,21.989999771118164
2020-12-21,20.559999465942383
2020-12-22,20.030000686645508
2020-12-23,20.229999542236328
2020-12-24,20.010000228881836
2020-12-28,20.270000457763672
2020-12-29,20.290000915527344
2020-12-30,20.649999618530273
2020-12-31,20.360000610351562
2021-01-04,20.18000030517578
2021-01-05,20.6299991607666
2021-01-06,21.739999771118164
2021-01-07,21.65999984741211
2021-01-08,21.329999923706055
2021-01-11,21.690000534057617
2021-01-12,21.959999084472656
2021-01-13,21.549999237060547
2021-01-14,22.040000915527344
2021-01-15,21.299999237060547
2021-01-19,22.0
2021-01-20,21.6200008392334
2021-01-21,20.700000762939453
2021-01-22,21.3799991607666
2021-01-25,21.0
2021-01-26,20.799999237060547
2021-01-27,20.450000762939453
2021-01-28,20.81999969482422
2021-01-29,20.299999237060547
2021-02-01,20.350000381469727
2021-02-02,20.719999313354492
2021-02-03,20.65999984741211
2021-02-04,21.15999984741211
2021-02-05,21.530000686645508
2021-02-08,21.899999618530273
2021-02-09,21.809999465942383
2021-02-10,22.040000915527344
2021-02-11,21.809999465942383
2021-02-12,21.860000610351562
2021-02-16,21.899999618530273
2021-02-17,21.90999984741211
2021-02-18,21.850000381469727
2021-02-19,22.100000381469727
2021-02-22,22.65999984741211
2021-02-23,22.530000686645508
2021-02-24,23.40999984741211
2021-02-25,22.639999389648438
2021-02-26,21.969999313354492
2021-03-01,22.829999923706055
2021-03-02,22.270000457763672
2021-03-03,22.940000534057617
2021-03-04,22.940000534057617
2021-03-05,23.649999618530273
2021-03-08,24.0
2021-03-09,23.700000762939453
2021-03-10,24.25
2021-03-11,24.18000030517578
2021-03-12,24.25
2021-03-15,23.6200008392334
2021-03-16,23.079999923706055
2021-03-17,23.510000228881836
2021-03-18,23.729999542236328
2021-03-19,24.649999618530273
2021-03-22,22.760000228881836
2021-03-23,21.729999542236328
2021-03-24,22.850000381469727
2021-03-25,23.170000076293945
2021-03-26,24.010000228881836
2021-03-29,24.079999923706055
2021-03-30,23.959999084472656
2021-03-31,23.93000030517578
2021-04-01,24.610000610351562
2021-04-05,24.81999969482422
2021-04-06,24.209999084472656
2021-04-07,23.709999084472656
2021-04-08,23.84000015258789
2021-04-09,23.639999389648438
2021-04-12,23.65999984741211
2021-04-13,23.200000762939453
2021-04-14,23.780000686645508
2021-04-15,23.729999542236328
2021-04-16,23.469999313354492
2021-04-19,23.510000228881836
2021-04-20,23.149999618530273
2021-04-21,23.09000015258789
2021-04-22,22.93000030517578
2021-04-23,23.280000686645508
2021-04-26,23.5
2021-04-27,23.5
2021-04-28,23.309999465942383
2021-04-29,24.0
2021-04-30,23.770000457763672
2021-05-03,24.049999237060547
2021-05-04,23.940000534057617
2021-05-05,23.829999923706055
2021-05-06,23.940000534057617
2021-05-07,24.280000686645508
2021-05-10,23.209999084472656
2021-05-11,23.010000228881836
2021-05-12,22.510000228881836
2021-05-13,23.809999465942383
2021-05-14,24.049999237060547
