,CPLP
2011-01-11,69.37000274658203
2011-01-12,69.44000244140625
2011-01-13,70.06999969482422
2011-01-14,70.20999908447266
2011-01-18,71.68000030517578
2011-01-19,69.72000122070312
2011-01-20,66.91999816894531
2011-01-21,69.6500015258789
2011-01-24,69.72000122070312
2011-01-25,67.19999694824219
2011-01-26,67.69000244140625
2011-01-27,68.66999816894531
2011-01-28,69.44000244140625
2011-01-31,70.9800033569336
2011-02-01,71.4000015258789
2011-02-02,67.4800033569336
2011-02-03,67.62000274658203
2011-02-04,67.05999755859375
2011-02-07,67.2699966430664
2011-02-08,67.12999725341797
2011-02-09,68.18000030517578
2011-02-10,67.69000244140625
2011-02-11,67.97000122070312
2011-02-14,68.80999755859375
2011-02-15,68.87999725341797
2011-02-16,69.30000305175781
2011-02-17,68.31999969482422
2011-02-18,68.66999816894531
2011-02-22,69.30000305175781
2011-02-23,68.66999816894531
2011-02-24,69.30000305175781
2011-02-25,69.16000366210938
2011-02-28,68.04000091552734
2011-03-01,68.11000061035156
2011-03-02,67.12999725341797
2011-03-03,67.05999755859375
2011-03-04,67.33999633789062
2011-03-07,67.41000366210938
2011-03-08,68.04000091552734
2011-03-09,68.18000030517578
2011-03-10,66.8499984741211
2011-03-11,66.91999816894531
2011-03-14,66.56999969482422
2011-03-15,65.44999694824219
2011-03-16,65.87000274658203
2011-03-17,67.9000015258789
2011-03-18,67.97000122070312
2011-03-21,69.72000122070312
2011-03-22,69.86000061035156
2011-03-23,70.06999969482422
2011-03-24,70.13999938964844
2011-03-25,72.0999984741211
2011-03-28,71.61000061035156
2011-03-29,71.4000015258789
2011-03-30,73.56999969482422
2011-03-31,74.2699966430664
2011-04-01,74.76000213623047
2011-04-04,74.62000274658203
2011-04-05,76.86000061035156
2011-04-06,77.0
2011-04-07,77.0
2011-04-08,77.48999786376953
2011-04-11,77.0
2011-04-12,74.12999725341797
2011-04-13,74.76000213623047
2011-04-14,75.73999786376953
2011-04-15,75.52999877929688
2011-04-18,74.62000274658203
2011-04-19,75.45999908447266
2011-04-20,75.04000091552734
2011-04-21,77.41999816894531
2011-04-25,78.47000122070312
2011-04-26,78.12000274658203
2011-04-27,78.26000213623047
2011-04-28,78.05000305175781
2011-04-29,79.16999816894531
2011-05-02,78.81999969482422
2011-05-03,79.23999786376953
2011-05-04,78.88999938964844
2011-05-05,69.79000091552734
2011-05-06,71.19000244140625
2011-05-09,69.72000122070312
2011-05-10,70.27999877929688
2011-05-11,70.20999908447266
2011-05-12,69.44000244140625
2011-05-13,69.93000030517578
2011-05-16,69.79000091552734
2011-05-17,69.93000030517578
2011-05-18,70.3499984741211
2011-05-19,69.6500015258789
2011-05-20,68.18000030517578
2011-05-23,66.36000061035156
2011-05-24,65.66000366210938
2011-05-25,65.0999984741211
2011-05-26,63.97999954223633
2011-05-27,64.19000244140625
2011-05-31,65.02999877929688
2011-06-01,63.209999084472656
2011-06-02,62.86000061035156
2011-06-03,60.7599983215332
2011-06-06,58.380001068115234
2011-06-07,58.45000076293945
2011-06-08,56.209999084472656
2011-06-09,57.400001525878906
2011-06-10,56.560001373291016
2011-06-13,55.15999984741211
2011-06-14,57.470001220703125
2011-06-15,57.189998626708984
2011-06-16,57.119998931884766
2011-06-17,57.400001525878906
2011-06-20,59.08000183105469
2011-06-21,60.27000045776367
2011-06-22,62.86000061035156
2011-06-23,61.7400016784668
2011-06-24,60.54999923706055
2011-06-27,60.970001220703125
2011-06-28,61.810001373291016
2011-06-29,62.790000915527344
2011-06-30,63.97999954223633
2011-07-01,63.41999816894531
2011-07-05,65.0999984741211
2011-07-06,64.12000274658203
2011-07-07,64.26000213623047
2011-07-08,64.4000015258789
2011-07-11,62.15999984741211
2011-07-12,61.95000076293945
2011-07-13,62.15999984741211
2011-07-14,61.18000030517578
2011-07-15,62.15999984741211
2011-07-18,61.38999938964844
2011-07-19,61.459999084472656
2011-07-20,59.849998474121094
2011-07-21,60.060001373291016
2011-07-22,60.40999984741211
2011-07-25,59.290000915527344
2011-07-26,56.90999984741211
2011-07-27,56.0
2011-07-28,55.720001220703125
2011-07-29,56.4900016784668
2011-08-01,56.90999984741211
2011-08-02,54.880001068115234
2011-08-03,53.54999923706055
2011-08-04,48.58000183105469
2011-08-05,40.18000030517578
2011-08-08,34.22999954223633
2011-08-09,38.709999084472656
2011-08-10,39.689998626708984
2011-08-11,42.41999816894531
2011-08-12,41.58000183105469
2011-08-15,49.209999084472656
2011-08-16,47.599998474121094
2011-08-17,47.599998474121094
2011-08-18,45.56999969482422
2011-08-19,44.099998474121094
2011-08-22,44.72999954223633
2011-08-23,42.97999954223633
2011-08-24,43.68000030517578
2011-08-25,44.16999816894531
2011-08-26,45.56999969482422
2011-08-29,47.599998474121094
2011-08-30,46.900001525878906
2011-08-31,47.599998474121094
2011-09-01,45.779998779296875
2011-09-02,42.41999816894531
2011-09-06,41.439998626708984
2011-09-07,45.08000183105469
2011-09-08,45.709999084472656
2011-09-09,44.45000076293945
2011-09-12,42.13999938964844
2011-09-13,42.97999954223633
2011-09-14,44.310001373291016
2011-09-15,47.040000915527344
2011-09-16,45.5
2011-09-19,44.869998931884766
2011-09-20,44.939998626708984
2011-09-21,43.61000061035156
2011-09-22,42.279998779296875
2011-09-23,42.209999084472656
2011-09-26,42.349998474121094
2011-09-27,44.2400016784668
2011-09-28,43.33000183105469
2011-09-29,44.2400016784668
2011-09-30,44.72999954223633
2011-10-03,43.959999084472656
2011-10-04,40.459999084472656
2011-10-05,40.25
2011-10-06,40.599998474121094
2011-10-07,40.18000030517578
2011-10-10,41.58000183105469
2011-10-11,44.310001373291016
2011-10-12,44.45000076293945
2011-10-13,43.75
2011-10-14,43.61000061035156
2011-10-17,43.470001220703125
2011-10-18,44.79999923706055
2011-10-19,46.130001068115234
2011-10-20,49.13999938964844
2011-10-21,49.349998474121094
2011-10-24,49.90999984741211
2011-10-25,48.29999923706055
2011-10-26,48.790000915527344
2011-10-27,49.4900016784668
2011-10-28,49.560001373291016
2011-10-31,49.06999969482422
2011-11-01,48.09000015258789
2011-11-02,49.0
2011-11-03,47.11000061035156
2011-11-04,45.779998779296875
2011-11-07,44.65999984741211
2011-11-08,45.290000915527344
2011-11-09,43.2599983215332
2011-11-10,43.75
2011-11-11,45.220001220703125
2011-11-14,44.45000076293945
2011-11-15,43.2599983215332
2011-11-16,43.540000915527344
2011-11-17,42.4900016784668
2011-11-18,43.2599983215332
2011-11-21,42.279998779296875
2011-11-22,41.93000030517578
2011-11-23,39.970001220703125
2011-11-25,40.040000915527344
2011-11-28,41.439998626708984
2011-11-29,42.209999084472656
2011-11-30,43.400001525878906
2011-12-01,42.84000015258789
2011-12-02,41.29999923706055
2011-12-05,42.349998474121094
2011-12-06,43.88999938964844
2011-12-07,44.029998779296875
2011-12-08,44.52000045776367
2011-12-09,45.36000061035156
2011-12-12,44.16999816894531
2011-12-13,42.90999984741211
2011-12-14,42.630001068115234
2011-12-15,42.13999938964844
2011-12-16,41.29999923706055
2011-12-19,40.529998779296875
2011-12-20,42.06999969482422
2011-12-21,44.2400016784668
2011-12-22,43.33000183105469
2011-12-23,43.959999084472656
2011-12-27,43.2599983215332
2011-12-28,42.279998779296875
2011-12-29,42.349998474121094
2011-12-30,42.90999984741211
2012-01-03,44.939998626708984
2012-01-04,46.970001220703125
2012-01-05,47.25
2012-01-06,46.7599983215332
2012-01-09,46.20000076293945
2012-01-10,48.93000030517578
2012-01-11,52.220001220703125
2012-01-12,51.45000076293945
2012-01-13,51.869998931884766
2012-01-17,53.20000076293945
2012-01-18,53.970001220703125
2012-01-19,51.939998626708984
2012-01-20,51.52000045776367
2012-01-23,53.20000076293945
2012-01-24,53.060001373291016
2012-01-25,53.54999923706055
2012-01-26,53.47999954223633
2012-01-27,53.900001525878906
2012-01-30,54.66999816894531
2012-01-31,54.95000076293945
2012-02-01,55.720001220703125
2012-02-02,56.13999938964844
2012-02-03,54.25
2012-02-06,54.459999084472656
2012-02-07,52.709999084472656
2012-02-08,50.88999938964844
2012-02-09,50.470001220703125
2012-02-10,49.84000015258789
2012-02-13,50.75
2012-02-14,50.88999938964844
2012-02-15,52.220001220703125
2012-02-16,53.900001525878906
2012-02-17,54.18000030517578
2012-02-21,55.29999923706055
2012-02-22,53.20000076293945
2012-02-23,53.970001220703125
2012-02-24,54.31999969482422
2012-02-27,52.36000061035156
2012-02-28,52.91999816894531
2012-02-29,52.290000915527344
2012-03-01,51.939998626708984
2012-03-02,51.029998779296875
2012-03-05,50.470001220703125
2012-03-06,49.4900016784668
2012-03-07,51.029998779296875
2012-03-08,53.060001373291016
2012-03-09,53.689998626708984
2012-03-12,53.130001068115234
2012-03-13,51.59000015258789
2012-03-14,51.59000015258789
2012-03-15,52.849998474121094
2012-03-16,54.459999084472656
2012-03-19,54.11000061035156
2012-03-20,54.31999969482422
2012-03-21,54.459999084472656
2012-03-22,54.18000030517578
2012-03-23,56.06999969482422
2012-03-26,56.4900016784668
2012-03-27,55.93000030517578
2012-03-28,56.84000015258789
2012-03-29,55.5099983215332
2012-03-30,56.77000045776367
2012-04-02,58.029998779296875
2012-04-03,57.959999084472656
2012-04-04,57.400001525878906
2012-04-05,57.189998626708984
2012-04-09,56.0
2012-04-10,53.970001220703125
2012-04-11,55.09000015258789
2012-04-12,56.90999984741211
2012-04-13,57.68000030517578
2012-04-16,57.470001220703125
2012-04-17,58.65999984741211
2012-04-18,57.75
2012-04-19,57.61000061035156
2012-04-20,59.08000183105469
2012-04-23,59.08000183105469
2012-04-24,58.72999954223633
2012-04-25,58.79999923706055
2012-04-26,60.47999954223633
2012-04-27,60.34000015258789
2012-04-30,61.18000030517578
2012-05-01,61.18000030517578
2012-05-02,59.849998474121094
2012-05-03,57.2599983215332
2012-05-04,55.720001220703125
2012-05-07,53.689998626708984
2012-05-08,55.790000915527344
2012-05-09,54.7400016784668
2012-05-10,56.0
2012-05-11,55.22999954223633
2012-05-14,54.529998779296875
2012-05-15,55.790000915527344
2012-05-16,54.38999938964844
2012-05-17,52.9900016784668
2012-05-18,51.16999816894531
2012-05-21,52.779998779296875
2012-05-22,50.88999938964844
2012-05-23,50.81999969482422
2012-05-24,52.56999969482422
2012-05-25,52.779998779296875
2012-05-29,53.20000076293945
2012-05-30,51.72999954223633
2012-05-31,51.16999816894531
2012-06-01,49.279998779296875
2012-06-04,45.150001525878906
2012-06-05,47.25
2012-06-06,48.650001525878906
2012-06-07,49.0
2012-06-08,49.77000045776367
2012-06-11,49.41999816894531
2012-06-12,49.70000076293945
2012-06-13,49.13999938964844
2012-06-14,50.33000183105469
2012-06-15,49.279998779296875
2012-06-18,49.349998474121094
2012-06-19,50.04999923706055
2012-06-20,50.81999969482422
2012-06-21,52.0099983215332
2012-06-22,51.65999984741211
2012-06-25,50.540000915527344
2012-06-26,50.540000915527344
2012-06-27,52.0099983215332
2012-06-28,52.43000030517578
2012-06-29,52.91999816894531
2012-07-02,53.900001525878906
2012-07-03,54.38999938964844
2012-07-05,54.810001373291016
2012-07-06,54.7400016784668
2012-07-09,55.22999954223633
2012-07-10,54.11000061035156
2012-07-11,54.599998474121094
2012-07-12,54.18000030517578
2012-07-13,54.7400016784668
2012-07-16,54.66999816894531
2012-07-17,56.13999938964844
2012-07-18,56.4900016784668
2012-07-19,56.560001373291016
2012-07-20,56.0
2012-07-23,55.790000915527344
2012-07-24,53.900001525878906
2012-07-25,55.02000045776367
2012-07-26,56.349998474121094
2012-07-27,56.84000015258789
2012-07-30,56.630001068115234
2012-07-31,55.439998626708984
2012-08-01,56.13999938964844
2012-08-02,54.95000076293945
2012-08-03,52.849998474121094
2012-08-06,54.25
2012-08-07,54.31999969482422
2012-08-08,53.970001220703125
2012-08-09,53.47999954223633
2012-08-10,53.47999954223633
2012-08-13,53.54999923706055
2012-08-14,54.95000076293945
2012-08-15,55.58000183105469
2012-08-16,54.529998779296875
2012-08-17,54.599998474121094
2012-08-20,54.459999084472656
2012-08-21,54.18000030517578
2012-08-22,54.25
2012-08-23,53.900001525878906
2012-08-24,53.970001220703125
2012-08-27,54.25
2012-08-28,53.970001220703125
2012-08-29,53.83000183105469
2012-08-30,53.40999984741211
2012-08-31,53.900001525878906
2012-09-04,52.849998474121094
2012-09-05,53.900001525878906
2012-09-06,53.83000183105469
2012-09-07,53.54999923706055
2012-09-10,53.900001525878906
2012-09-11,53.20000076293945
2012-09-12,53.900001525878906
2012-09-13,53.83000183105469
2012-09-14,53.83000183105469
2012-09-17,53.83000183105469
2012-09-18,53.83000183105469
2012-09-19,54.459999084472656
2012-09-20,55.790000915527344
2012-09-21,55.790000915527344
2012-09-24,56.13999938964844
2012-09-25,57.119998931884766
2012-09-26,57.470001220703125
2012-09-27,57.119998931884766
2012-09-28,57.189998626708984
2012-10-01,56.84000015258789
2012-10-02,56.279998779296875
2012-10-03,56.77000045776367
2012-10-04,57.470001220703125
2012-10-05,57.400001525878906
2012-10-08,57.04999923706055
2012-10-09,57.04999923706055
2012-10-10,56.630001068115234
2012-10-11,57.2599983215332
2012-10-12,56.70000076293945
2012-10-15,57.04999923706055
2012-10-16,56.97999954223633
2012-10-17,57.33000183105469
2012-10-18,57.119998931884766
2012-10-19,56.77000045776367
2012-10-22,54.38999938964844
2012-10-23,53.970001220703125
2012-10-24,54.66999816894531
2012-10-25,56.4900016784668
2012-10-26,54.599998474121094
2012-10-31,56.0
2012-11-01,56.90999984741211
2012-11-02,56.90999984741211
2012-11-05,55.29999923706055
2012-11-06,55.22999954223633
2012-11-07,53.900001525878906
2012-11-08,51.099998474121094
2012-11-09,51.59000015258789
2012-11-12,50.33000183105469
2012-11-13,48.02000045776367
2012-11-14,45.779998779296875
2012-11-15,43.470001220703125
2012-11-16,46.20000076293945
2012-11-19,48.29999923706055
2012-11-20,46.20000076293945
2012-11-21,46.47999954223633
2012-11-23,46.619998931884766
2012-11-26,46.689998626708984
2012-11-27,46.54999923706055
2012-11-28,46.619998931884766
2012-11-29,46.20000076293945
2012-11-30,47.38999938964844
2012-12-03,46.689998626708984
2012-12-04,46.900001525878906
2012-12-05,46.7599983215332
2012-12-06,47.599998474121094
2012-12-07,48.09000015258789
2012-12-10,46.619998931884766
2012-12-11,46.7599983215332
2012-12-12,47.25
2012-12-13,45.9900016784668
2012-12-14,45.150001525878906
2012-12-17,45.290000915527344
2012-12-18,45.779998779296875
2012-12-19,45.220001220703125
2012-12-20,46.47999954223633
2012-12-21,45.9900016784668
2012-12-24,45.5
2012-12-26,44.52000045776367
2012-12-27,44.380001068115234
2012-12-28,44.310001373291016
2012-12-31,46.060001373291016
2013-01-02,47.66999816894531
2013-01-03,48.650001525878906
2013-01-04,50.2599983215332
2013-01-07,51.65999984741211
2013-01-08,52.290000915527344
2013-01-09,53.7599983215332
2013-01-10,52.709999084472656
2013-01-11,53.83000183105469
2013-01-14,53.970001220703125
2013-01-15,55.15999984741211
2013-01-16,55.86000061035156
2013-01-17,55.720001220703125
2013-01-18,56.209999084472656
2013-01-22,56.06999969482422
2013-01-23,56.0
2013-01-24,55.29999923706055
2013-01-25,55.650001525878906
2013-01-28,56.84000015258789
2013-01-29,57.04999923706055
2013-01-30,56.77000045776367
2013-01-31,57.68000030517578
2013-02-01,57.33000183105469
2013-02-04,57.2599983215332
2013-02-05,56.41999816894531
2013-02-06,56.560001373291016
2013-02-07,56.4900016784668
2013-02-08,57.04999923706055
2013-02-11,56.97999954223633
2013-02-12,56.630001068115234
2013-02-13,55.86000061035156
2013-02-14,56.13999938964844
2013-02-15,55.93000030517578
2013-02-19,55.93000030517578
2013-02-20,55.650001525878906
2013-02-21,54.18000030517578
2013-02-22,54.599998474121094
2013-02-25,53.619998931884766
2013-02-26,54.25
2013-02-27,55.369998931884766
2013-02-28,55.93000030517578
2013-03-01,55.15999984741211
2013-03-04,53.54999923706055
2013-03-05,54.11000061035156
2013-03-06,53.34000015258789
2013-03-07,53.34000015258789
2013-03-08,54.31999969482422
2013-03-11,54.599998474121094
2013-03-12,54.040000915527344
2013-03-13,53.7599983215332
2013-03-14,54.880001068115234
2013-03-15,53.40999984741211
2013-03-18,54.810001373291016
2013-03-19,55.22999954223633
2013-03-20,55.22999954223633
2013-03-21,57.2599983215332
2013-03-22,57.88999938964844
2013-03-25,57.04999923706055
2013-03-26,56.90999984741211
2013-03-27,57.61000061035156
2013-03-28,57.959999084472656
2013-04-01,59.08000183105469
2013-04-02,58.45000076293945
2013-04-03,56.97999954223633
2013-04-04,56.90999984741211
2013-04-05,57.119998931884766
2013-04-08,58.099998474121094
2013-04-09,57.68000030517578
2013-04-10,59.150001525878906
2013-04-11,58.79999923706055
2013-04-12,59.849998474121094
2013-04-15,56.90999984741211
2013-04-16,58.45000076293945
2013-04-17,57.2599983215332
2013-04-18,57.959999084472656
2013-04-19,59.779998779296875
2013-04-22,58.79999923706055
2013-04-23,60.40999984741211
2013-04-24,60.619998931884766
2013-04-25,61.459999084472656
2013-04-26,61.459999084472656
2013-04-29,61.95000076293945
2013-04-30,62.29999923706055
2013-05-01,63.13999938964844
2013-05-02,62.93000030517578
2013-05-03,63.41999816894531
2013-05-06,61.880001068115234
2013-05-07,60.130001068115234
2013-05-08,59.91999816894531
2013-05-09,61.040000915527344
2013-05-10,62.02000045776367
2013-05-13,62.58000183105469
2013-05-14,62.5099983215332
2013-05-15,63.349998474121094
2013-05-16,62.650001525878906
2013-05-17,63.06999969482422
2013-05-20,63.13999938964844
2013-05-21,65.02999877929688
2013-05-22,63.97999954223633
2013-05-23,63.90999984741211
2013-05-24,63.13999938964844
2013-05-28,63.84000015258789
2013-05-29,62.15999984741211
2013-05-30,63.209999084472656
2013-05-31,64.26000213623047
2013-06-03,62.369998931884766
2013-06-04,63.77000045776367
2013-06-05,62.22999954223633
2013-06-06,63.279998779296875
2013-06-07,64.75
2013-06-10,64.81999969482422
2013-06-11,63.70000076293945
2013-06-12,62.439998626708984
2013-06-13,65.0999984741211
2013-06-14,66.36000061035156
2013-06-17,64.81999969482422
2013-06-18,65.7300033569336
2013-06-19,64.47000122070312
2013-06-20,63.41999816894531
2013-06-21,62.86000061035156
2013-06-24,61.18000030517578
2013-06-25,62.02000045776367
2013-06-26,64.05000305175781
2013-06-27,64.88999938964844
2013-06-28,64.95999908447266
2013-07-01,66.77999877929688
2013-07-02,65.58999633789062
2013-07-03,65.66000366210938
2013-07-05,66.08000183105469
2013-07-08,66.56999969482422
2013-07-09,67.55000305175781
2013-07-10,67.83000183105469
2013-07-11,69.72000122070312
2013-07-12,67.69000244140625
2013-07-15,68.87999725341797
2013-07-16,67.69000244140625
2013-07-17,67.62000274658203
2013-07-18,68.5999984741211
2013-07-19,69.79000091552734
2013-07-22,69.51000213623047
2013-07-23,67.9000015258789
2013-07-24,67.19999694824219
2013-07-25,67.76000213623047
2013-07-26,67.2699966430664
2013-07-29,69.08999633789062
2013-07-30,68.25
2013-07-31,66.8499984741211
2013-08-01,67.83000183105469
2013-08-02,67.19999694824219
2013-08-05,67.4800033569336
2013-08-06,65.0999984741211
2013-08-07,65.37999725341797
2013-08-08,64.68000030517578
2013-08-09,63.0
2013-08-12,64.26000213623047
2013-08-13,62.5099983215332
2013-08-14,63.209999084472656
2013-08-15,62.369998931884766
2013-08-16,63.209999084472656
2013-08-19,60.27000045776367
2013-08-20,61.7400016784668
2013-08-21,61.25
2013-08-22,61.25
2013-08-23,63.279998779296875
2013-08-26,64.4000015258789
2013-08-27,62.439998626708984
2013-08-28,62.02000045776367
2013-08-29,63.06999969482422
2013-08-30,62.02000045776367
2013-09-03,61.040000915527344
2013-09-04,62.650001525878906
2013-09-05,63.0
2013-09-06,62.86000061035156
2013-09-09,62.58000183105469
2013-09-10,62.790000915527344
2013-09-11,62.29999923706055
2013-09-12,62.58000183105469
2013-09-13,62.29999923706055
2013-09-16,62.29999923706055
2013-09-17,61.95000076293945
2013-09-18,62.5099983215332
2013-09-19,62.09000015258789
2013-09-20,61.31999969482422
2013-09-23,61.459999084472656
2013-09-24,62.650001525878906
2013-09-25,63.630001068115234
2013-09-26,63.13999938964844
2013-09-27,62.439998626708984
2013-09-30,63.0
2013-10-01,63.279998779296875
2013-10-02,63.0
2013-10-03,61.95000076293945
2013-10-04,62.29999923706055
2013-10-07,60.47999954223633
2013-10-08,57.68000030517578
2013-10-09,58.939998626708984
2013-10-10,60.900001525878906
2013-10-11,63.0
2013-10-14,62.29999923706055
2013-10-15,61.599998474121094
2013-10-16,62.15999984741211
2013-10-17,63.0
2013-10-18,64.05000305175781
2013-10-21,63.97999954223633
2013-10-22,63.90999984741211
2013-10-23,63.279998779296875
2013-10-24,63.4900016784668
2013-10-25,65.02999877929688
2013-10-28,64.95999908447266
2013-10-29,65.37999725341797
2013-10-30,63.84000015258789
2013-10-31,65.5199966430664
2013-11-01,64.47000122070312
2013-11-04,63.90999984741211
2013-11-05,62.720001220703125
2013-11-06,60.689998626708984
2013-11-07,58.79999923706055
2013-11-08,59.150001525878906
2013-11-11,60.27000045776367
2013-11-12,60.619998931884766
2013-11-13,61.810001373291016
2013-11-14,62.15999984741211
2013-11-15,62.86000061035156
2013-11-18,62.439998626708984
2013-11-19,61.18000030517578
2013-11-20,61.18000030517578
2013-11-21,61.529998779296875
2013-11-22,61.31999969482422
2013-11-25,61.25
2013-11-26,62.439998626708984
2013-11-27,62.720001220703125
2013-11-29,62.720001220703125
2013-12-02,62.86000061035156
2013-12-03,61.880001068115234
2013-12-04,61.7400016784668
2013-12-05,64.54000091552734
2013-12-06,65.44999694824219
2013-12-09,65.87000274658203
2013-12-10,66.08000183105469
2013-12-11,65.23999786376953
2013-12-12,65.02999877929688
2013-12-13,64.68000030517578
2013-12-16,65.80000305175781
2013-12-17,66.56999969482422
2013-12-18,67.69000244140625
2013-12-19,68.52999877929688
2013-12-20,70.48999786376953
2013-12-23,71.4000015258789
2013-12-24,72.5199966430664
2013-12-26,72.80000305175781
2013-12-27,73.91999816894531
2013-12-30,73.98999786376953
2013-12-31,73.29000091552734
2014-01-02,72.5199966430664
2014-01-03,73.77999877929688
2014-01-06,72.58999633789062
2014-01-07,73.08000183105469
2014-01-08,72.66000366210938
2014-01-09,73.36000061035156
2014-01-10,73.77999877929688
2014-01-13,70.91000366210938
2014-01-14,72.0999984741211
2014-01-15,73.1500015258789
2014-01-16,73.29000091552734
2014-01-17,70.83999633789062
2014-01-21,70.83999633789062
2014-01-22,70.69999694824219
2014-01-23,71.61000061035156
2014-01-24,70.0
2014-01-27,70.0
2014-01-28,70.9800033569336
2014-01-29,70.83999633789062
2014-01-30,71.68000030517578
2014-01-31,73.63999938964844
2014-02-03,72.44999694824219
2014-02-04,69.72000122070312
2014-02-05,67.76000213623047
2014-02-06,70.13999938964844
2014-02-07,70.06999969482422
2014-02-10,72.16999816894531
2014-02-11,72.66000366210938
2014-02-12,73.1500015258789
2014-02-13,72.94000244140625
2014-02-14,72.7300033569336
2014-02-18,73.63999938964844
2014-02-19,72.30999755859375
2014-02-20,73.36000061035156
2014-02-21,73.43000030517578
2014-02-24,72.94000244140625
2014-02-25,72.66000366210938
2014-02-26,72.94000244140625
2014-02-27,73.22000122070312
2014-02-28,75.31999969482422
2014-03-03,75.18000030517578
2014-03-04,76.51000213623047
2014-03-05,75.80999755859375
2014-03-06,75.52999877929688
2014-03-07,76.0199966430664
2014-03-10,75.04000091552734
2014-03-11,74.41000366210938
2014-03-12,73.8499984741211
2014-03-13,73.36000061035156
2014-03-14,73.91999816894531
2014-03-17,72.94000244140625
2014-03-18,75.66999816894531
2014-03-19,75.45999908447266
2014-03-20,76.6500015258789
2014-03-21,78.05000305175781
2014-03-24,76.58000183105469
2014-03-25,77.20999908447266
2014-03-26,75.31999969482422
2014-03-27,74.4800033569336
2014-03-28,74.4800033569336
2014-03-31,76.6500015258789
2014-04-01,78.33000183105469
2014-04-02,76.44000244140625
2014-04-03,75.94999694824219
2014-04-04,76.86000061035156
2014-04-07,75.80999755859375
2014-04-08,76.44000244140625
2014-04-09,76.72000122070312
2014-04-10,75.45999908447266
2014-04-11,73.91999816894531
2014-04-14,74.9000015258789
2014-04-15,75.5999984741211
2014-04-16,74.69000244140625
2014-04-17,74.97000122070312
2014-04-21,76.86000061035156
2014-04-22,76.30000305175781
2014-04-23,76.16000366210938
2014-04-24,75.5999984741211
2014-04-25,74.19999694824219
2014-04-28,75.31999969482422
2014-04-29,76.30000305175781
2014-04-30,77.0
2014-05-01,76.2300033569336
2014-05-02,76.2300033569336
2014-05-05,73.70999908447266
2014-05-06,75.45999908447266
2014-05-07,75.38999938964844
2014-05-08,75.80999755859375
2014-05-09,75.45999908447266
2014-05-12,75.45999908447266
2014-05-13,75.25
2014-05-14,75.11000061035156
2014-05-15,75.18000030517578
2014-05-16,75.25
2014-05-19,75.11000061035156
2014-05-20,75.18000030517578
2014-05-21,74.76000213623047
2014-05-22,74.9000015258789
2014-05-23,75.87999725341797
2014-05-27,75.52999877929688
2014-05-28,75.04000091552734
2014-05-29,75.38999938964844
2014-05-30,75.04000091552734
2014-06-02,75.25
2014-06-03,74.55000305175781
2014-06-04,74.69000244140625
2014-06-05,74.83000183105469
2014-06-06,74.62000274658203
2014-06-09,75.25
2014-06-10,75.87999725341797
2014-06-11,75.52999877929688
2014-06-12,75.25
2014-06-13,75.11000061035156
2014-06-16,75.66999816894531
2014-06-17,76.2300033569336
2014-06-18,76.51000213623047
2014-06-19,76.37000274658203
2014-06-20,77.0
2014-06-23,76.93000030517578
2014-06-24,76.51000213623047
2014-06-25,78.26000213623047
2014-06-26,78.33000183105469
2014-06-27,80.91999816894531
2014-06-30,79.94000244140625
2014-07-01,79.80000305175781
2014-07-02,79.87000274658203
2014-07-03,80.91999816894531
2014-07-07,78.12000274658203
2014-07-08,77.91000366210938
2014-07-09,80.01000213623047
2014-07-10,75.25
2014-07-11,77.55999755859375
2014-07-14,77.0
2014-07-15,77.0
2014-07-16,78.47000122070312
2014-07-17,77.0
2014-07-18,77.27999877929688
2014-07-21,78.19000244140625
2014-07-22,78.33000183105469
2014-07-23,78.81999969482422
2014-07-24,80.56999969482422
2014-07-25,77.91000366210938
2014-07-28,78.47000122070312
2014-07-29,78.75
2014-07-30,78.47000122070312
2014-07-31,77.62999725341797
2014-08-01,77.55999755859375
2014-08-04,77.55999755859375
2014-08-05,77.0
2014-08-06,76.16000366210938
2014-08-07,75.11000061035156
2014-08-08,76.37000274658203
2014-08-11,77.20999908447266
2014-08-12,76.30000305175781
2014-08-13,77.20999908447266
2014-08-14,77.06999969482422
2014-08-15,77.13999938964844
2014-08-18,76.93000030517578
2014-08-19,77.0
2014-08-20,76.86000061035156
2014-08-21,77.0
2014-08-22,76.79000091552734
2014-08-25,76.79000091552734
2014-08-26,76.72000122070312
2014-08-27,76.93000030517578
2014-08-28,76.72000122070312
2014-08-29,76.58000183105469
2014-09-02,76.72000122070312
2014-09-03,72.80000305175781
2014-09-04,72.23999786376953
2014-09-05,72.5199966430664
2014-09-08,73.1500015258789
2014-09-09,73.08000183105469
2014-09-10,71.95999908447266
2014-09-11,72.16999816894531
2014-09-12,69.58000183105469
2014-09-15,70.3499984741211
2014-09-16,71.95999908447266
2014-09-17,72.87000274658203
2014-09-18,72.37999725341797
2014-09-19,70.3499984741211
2014-09-22,68.52999877929688
2014-09-23,68.73999786376953
2014-09-24,69.30000305175781
2014-09-25,68.5999984741211
2014-09-26,70.06999969482422
2014-09-29,69.44000244140625
2014-09-30,69.86000061035156
2014-10-01,69.30000305175781
2014-10-02,68.52999877929688
2014-10-03,68.80999755859375
2014-10-06,68.73999786376953
2014-10-07,65.94000244140625
2014-10-08,62.5099983215332
2014-10-09,59.220001220703125
2014-10-10,58.310001373291016
2014-10-13,54.040000915527344
2014-10-14,53.900001525878906
2014-10-15,54.7400016784668
