,BPOPM
2009-07-14,12.100000381469727
2009-07-15,12.899999618530273
2009-07-16,12.5
2009-07-17,11.100000381469727
2009-07-20,10.529999732971191
2009-07-21,10.1899995803833
2009-07-22,9.899999618530273
2009-07-23,11.25
2009-07-24,13.0
2009-07-27,12.5
2009-07-28,12.5
2009-07-29,12.5
2009-07-30,12.5
2009-07-31,12.5
2009-08-03,11.850000381469727
2009-08-04,14.6899995803833
2009-08-05,15.5
2009-08-06,15.149999618530273
2009-08-07,16.600000381469727
2009-08-10,14.720000267028809
2009-08-11,14.8100004196167
2009-08-12,15.0
2009-08-13,15.800000190734863
2009-08-14,15.899999618530273
2009-08-17,16.219999313354492
2009-08-18,16.0
2009-08-19,13.449999809265137
2009-08-20,13.609999656677246
2009-08-21,16.0
2009-08-24,15.100000381469727
2009-08-25,15.270000457763672
2009-08-26,16.0
2009-08-27,16.0
2009-08-28,14.859999656677246
2009-08-31,17.200000762939453
2009-09-01,17.200000762939453
2009-09-02,17.200000762939453
2009-09-03,17.200000762939453
2009-09-04,17.200000762939453
2009-09-08,16.010000228881836
2009-09-09,15.279999732971191
2009-09-10,16.3799991607666
2009-09-11,16.3799991607666
2009-09-14,16.25
2009-09-15,16.450000762939453
2009-09-16,16.850000381469727
2009-09-17,16.0
2009-09-18,15.529999732971191
2009-09-21,17.200000762939453
2009-09-22,17.200000762939453
2009-09-23,17.200000762939453
2009-09-24,17.200000762939453
2009-09-25,17.200000762939453
2009-09-28,17.200000762939453
2009-09-29,16.309999465942383
2009-09-30,15.649999618530273
2009-10-01,15.649999618530273
2009-10-02,15.649999618530273
2009-10-05,15.649999618530273
2009-10-06,15.649999618530273
2009-10-07,15.649999618530273
2009-10-08,15.649999618530273
2009-10-09,15.649999618530273
2009-10-12,15.649999618530273
2009-10-13,15.649999618530273
2009-10-14,15.649999618530273
2009-10-15,16.200000762939453
2009-10-16,16.200000762939453
2009-10-19,15.90999984741211
2009-10-20,16.200000762939453
2009-10-21,16.200000762939453
2009-10-22,16.200000762939453
2009-10-23,16.200000762939453
2009-10-26,15.899999618530273
2009-10-27,15.850000381469727
2009-10-28,16.020000457763672
2009-10-29,16.020000457763672
2009-10-30,15.5600004196167
2009-11-02,15.5600004196167
2009-11-03,16.190000534057617
2009-11-04,16.190000534057617
2009-11-05,16.190000534057617
2009-11-06,16.190000534057617
2009-11-09,16.190000534057617
2009-11-10,16.190000534057617
2009-11-11,16.0
2009-11-12,15.770000457763672
2009-11-13,15.579999923706055
2009-11-16,15.850000381469727
2009-11-17,15.989999771118164
2009-11-18,15.989999771118164
2009-11-19,15.899999618530273
2009-11-20,15.5
2009-11-23,15.600000381469727
2009-11-24,15.489999771118164
2009-11-25,15.5
2009-11-27,15.5
2009-11-30,15.0
2009-12-01,15.34000015258789
2009-12-02,15.34000015258789
2009-12-03,14.5
2009-12-04,15.300000190734863
2009-12-07,15.5
2009-12-08,15.5
2009-12-09,15.5
2009-12-10,16.0
2009-12-11,16.0
2009-12-14,16.0
2009-12-15,16.0
2009-12-16,16.0
2009-12-17,16.0
2009-12-18,16.0
2009-12-21,14.0
2009-12-22,14.0
2009-12-23,14.0
2009-12-24,14.0
2009-12-28,15.550000190734863
2009-12-29,15.479999542236328
2009-12-30,15.479999542236328
2009-12-31,15.479999542236328
2010-01-04,15.479999542236328
2010-01-05,15.479999542236328
2010-01-06,15.479999542236328
2010-01-07,15.479999542236328
2010-01-08,15.0
2010-01-11,15.0
2010-01-12,14.359999656677246
2010-01-13,14.979999542236328
2010-01-14,14.979999542236328
2010-01-15,14.979999542236328
2010-01-19,14.949999809265137
2010-01-20,14.350000381469727
2010-01-21,14.930000305175781
2010-01-22,14.930000305175781
2010-01-25,14.930000305175781
2010-01-26,14.899999618530273
2010-01-27,14.899999618530273
2010-01-28,14.899999618530273
2010-01-29,14.899999618530273
2010-02-01,14.899999618530273
2010-02-02,15.0
2010-02-03,15.0
2010-02-04,15.0
2010-02-05,15.0
2010-02-08,15.0
2010-02-09,14.949999809265137
2010-02-10,14.949999809265137
2010-02-11,14.949999809265137
2010-02-12,14.949999809265137
2010-02-16,14.949999809265137
2010-02-17,14.949999809265137
2010-02-18,14.949999809265137
2010-02-19,14.949999809265137
2010-02-22,14.949999809265137
2010-02-23,15.0
2010-02-24,14.529999732971191
2010-02-25,14.229999542236328
2010-02-26,14.229999542236328
2010-03-01,14.5
2010-03-02,14.5
2010-03-03,14.5
2010-03-04,15.0
2010-03-05,16.200000762939453
2010-03-08,16.0
2010-03-09,16.0
2010-03-10,16.0
2010-03-11,16.0
2010-03-12,16.0
2010-03-15,17.700000762939453
2010-03-16,17.010000228881836
2010-03-17,16.5
2010-03-18,16.149999618530273
2010-03-19,16.149999618530273
2010-03-22,16.149999618530273
2010-03-23,18.0
2010-03-24,17.899999618530273
2010-03-25,17.799999237060547
2010-03-26,17.0
2010-03-29,17.0
2010-03-30,17.5
2010-03-31,17.399999618530273
2010-04-01,17.399999618530273
2010-04-05,17.469999313354492
2010-04-06,17.469999313354492
2010-04-07,17.469999313354492
2010-04-08,17.5
2010-04-09,17.850000381469727
2010-04-12,18.8799991607666
2010-04-13,17.489999771118164
2010-04-14,17.489999771118164
2010-04-15,17.81999969482422
2010-04-16,17.200000762939453
2010-04-19,17.200000762939453
2010-04-20,17.309999465942383
2010-04-21,17.309999465942383
2010-04-22,17.6200008392334
2010-04-23,18.0
2010-04-26,19.25
2010-04-27,19.260000228881836
2010-04-28,19.75
2010-04-29,19.75
2010-04-30,19.799999237060547
2010-05-03,19.850000381469727
2010-05-04,19.950000762939453
2010-05-05,19.299999237060547
2010-05-06,19.299999237060547
2010-05-07,19.5
2010-05-10,19.5
2010-05-11,19.110000610351562
2010-05-12,19.25
2010-05-13,19.25
2010-05-14,18.969999313354492
2010-05-17,18.969999313354492
2010-05-18,18.969999313354492
2010-05-19,18.969999313354492
2010-05-20,18.969999313354492
2010-05-21,18.969999313354492
2010-05-24,18.969999313354492
2010-05-25,18.969999313354492
2010-05-26,18.969999313354492
2010-05-27,18.969999313354492
2010-05-28,18.969999313354492
2010-06-01,18.969999313354492
2010-06-02,18.969999313354492
2010-06-03,18.969999313354492
2010-06-04,18.969999313354492
2010-06-07,18.969999313354492
2010-06-08,19.010000228881836
2010-06-09,18.579999923706055
2010-06-10,18.579999923706055
2010-06-11,18.579999923706055
2010-06-14,17.479999542236328
2010-06-15,17.450000762939453
2010-06-16,17.450000762939453
2010-06-17,17.450000762939453
2010-06-18,17.440000534057617
2010-06-21,17.43000030517578
2010-06-22,17.43000030517578
2010-06-23,17.43000030517578
2010-06-24,16.5
2010-06-25,17.489999771118164
2010-06-28,17.489999771118164
2010-06-29,17.489999771118164
2010-06-30,17.3700008392334
2010-07-01,16.0
2010-07-02,16.0
2010-07-06,16.0
2010-07-07,16.0
2010-07-08,16.0
2010-07-09,16.0
2010-07-12,16.729999542236328
2010-07-13,16.729999542236328
2010-07-14,17.549999237060547
2010-07-15,17.549999237060547
2010-07-16,17.559999465942383
2010-07-19,17.549999237060547
2010-07-20,17.549999237060547
2010-07-21,17.549999237060547
2010-07-22,17.549999237060547
2010-07-23,17.549999237060547
2010-07-26,17.549999237060547
2010-07-27,17.549999237060547
2010-07-28,17.549999237060547
2010-07-29,17.549999237060547
2010-07-30,17.549999237060547
2010-08-02,18.899999618530273
2010-08-03,18.899999618530273
2010-08-04,17.700000762939453
2010-08-05,17.969999313354492
2010-08-06,17.969999313354492
2010-08-09,18.0
2010-08-10,18.0
2010-08-11,18.0
2010-08-12,18.0
2010-08-13,18.0
2010-08-16,18.0
2010-08-17,18.0
2010-08-18,18.0
2010-08-19,18.0
2010-08-20,18.0
2010-08-23,18.0
2010-08-24,17.510000228881836
2010-08-25,17.25
2010-08-26,17.25
2010-08-27,17.25
2010-08-30,17.25
2010-08-31,17.5
2010-09-01,17.5
2010-09-02,17.75
2010-09-03,18.0
2010-09-07,18.25
2010-09-08,18.75
2010-09-09,18.75
2010-09-10,18.75
2010-09-13,18.75
2010-09-14,20.219999313354492
2010-09-15,19.899999618530273
2010-09-16,20.0
2010-09-17,19.780000686645508
2010-09-20,19.780000686645508
2010-09-21,19.100000381469727
2010-09-22,18.719999313354492
2010-09-23,19.190000534057617
2010-09-24,18.700000762939453
2010-09-27,19.190000534057617
2010-09-28,20.0
2010-09-29,19.5
2010-09-30,20.0
2010-10-01,19.5
2010-10-04,19.5
2010-10-05,19.5
2010-10-06,19.5
2010-10-07,19.5
2010-10-08,19.5
2010-10-11,19.5
2010-10-12,19.5
2010-10-13,19.5
2010-10-14,19.5
2010-10-15,19.5
2010-10-18,19.5
2010-10-19,19.5
2010-10-20,19.5
2010-10-21,19.0
2010-10-22,19.0
2010-10-25,19.0
2010-10-26,18.899999618530273
2010-10-27,19.0
2010-10-28,19.0
2010-10-29,19.0
2010-11-01,19.0
2010-11-02,19.0
2010-11-03,19.0
2010-11-04,19.0
2010-11-05,18.889999389648438
2010-11-08,18.950000762939453
2010-11-09,18.950000762939453
2010-11-10,19.100000381469727
2010-11-11,19.18000030517578
2010-11-12,18.969999313354492
2010-11-15,18.950000762939453
2010-11-16,18.850000381469727
2010-11-17,18.850000381469727
2010-11-18,18.799999237060547
2010-11-19,18.799999237060547
2010-11-22,18.799999237060547
2010-11-23,18.799999237060547
2010-11-24,18.799999237060547
2010-11-26,18.799999237060547
2010-11-29,18.729999542236328
2010-11-30,18.729999542236328
2010-12-01,18.649999618530273
2010-12-02,18.649999618530273
2010-12-03,18.649999618530273
2010-12-06,18.649999618530273
2010-12-07,18.40999984741211
2010-12-08,19.0
2010-12-09,18.799999237060547
2010-12-10,18.799999237060547
2010-12-13,18.799999237060547
2010-12-14,18.799999237060547
2010-12-15,18.40999984741211
2010-12-16,18.6299991607666
2010-12-17,18.6200008392334
2010-12-20,18.6200008392334
2010-12-21,18.6200008392334
2010-12-22,19.75
2010-12-23,19.75
2010-12-27,19.75
2010-12-28,19.75
2010-12-29,19.75
2010-12-30,19.75
2010-12-31,19.75
2011-01-03,19.75
2011-01-04,19.989999771118164
2011-01-05,19.989999771118164
2011-01-06,19.989999771118164
2011-01-07,19.899999618530273
2011-01-10,19.979999542236328
2011-01-11,19.299999237060547
2011-01-12,19.299999237060547
2011-01-13,19.309999465942383
2011-01-14,19.399999618530273
2011-01-18,19.0
2011-01-19,18.75
2011-01-20,18.75
2011-01-21,19.0
2011-01-24,18.899999618530273
2011-01-25,19.149999618530273
2011-01-26,19.149999618530273
2011-01-27,19.739999771118164
2011-01-28,19.739999771118164
2011-01-31,19.739999771118164
2011-02-01,19.399999618530273
2011-02-02,19.399999618530273
2011-02-03,19.350000381469727
2011-02-04,19.399999618530273
2011-02-07,19.18000030517578
2011-02-08,19.18000030517578
2011-02-09,19.18000030517578
2011-02-10,19.18000030517578
2011-02-11,19.18000030517578
2011-02-14,19.18000030517578
2011-02-15,19.18000030517578
2011-02-16,18.899999618530273
2011-02-17,18.899999618530273
2011-02-18,19.100000381469727
2011-02-22,19.100000381469727
2011-02-23,19.100000381469727
2011-02-24,19.100000381469727
2011-02-25,19.100000381469727
2011-02-28,19.100000381469727
2011-03-01,19.100000381469727
2011-03-02,19.100000381469727
2011-03-03,19.0
2011-03-04,19.0
2011-03-07,19.0
2011-03-08,18.760000228881836
2011-03-09,19.350000381469727
2011-03-10,19.350000381469727
2011-03-11,19.350000381469727
2011-03-14,19.350000381469727
2011-03-15,19.350000381469727
2011-03-16,18.6299991607666
2011-03-17,18.6299991607666
2011-03-18,18.6299991607666
2011-03-21,18.6299991607666
2011-03-22,18.6299991607666
2011-03-23,18.520000457763672
2011-03-24,18.399999618530273
2011-03-25,18.399999618530273
2011-03-28,18.309999465942383
2011-03-29,18.559999465942383
2011-03-30,18.75
2011-03-31,18.549999237060547
2011-04-01,18.600000381469727
2011-04-04,18.8700008392334
2011-04-05,18.75
2011-04-06,18.690000534057617
2011-04-07,18.709999084472656
2011-04-08,18.950000762939453
2011-04-11,19.0
2011-04-12,18.649999618530273
2011-04-13,18.649999618530273
2011-04-14,19.440000534057617
2011-04-15,19.440000534057617
2011-04-18,19.440000534057617
2011-04-19,19.440000534057617
2011-04-20,19.0
2011-04-21,19.0
2011-04-25,19.0
2011-04-26,19.0
2011-04-27,19.280000686645508
2011-04-28,19.280000686645508
2011-04-29,18.510000228881836
2011-05-02,18.510000228881836
2011-05-03,18.510000228881836
2011-05-04,19.0
2011-05-05,19.0
2011-05-06,19.0
2011-05-09,19.200000762939453
2011-05-10,19.200000762939453
2011-05-11,19.209999084472656
2011-05-12,19.489999771118164
2011-05-13,19.440000534057617
2011-05-16,19.489999771118164
2011-05-17,19.489999771118164
2011-05-18,19.0
2011-05-19,19.979999542236328
2011-05-20,19.510000228881836
2011-05-23,19.489999771118164
2011-05-24,19.6299991607666
2011-05-25,19.5
2011-05-26,19.790000915527344
2011-05-27,19.950000762939453
2011-05-31,19.950000762939453
2011-06-01,19.479999542236328
2011-06-02,19.5
2011-06-03,19.5
2011-06-06,19.5
2011-06-07,19.25
2011-06-08,19.5
2011-06-09,19.809999465942383
2011-06-10,19.790000915527344
2011-06-13,19.790000915527344
2011-06-14,19.200000762939453
2011-06-15,19.700000762939453
2011-06-16,19.399999618530273
2011-06-17,19.989999771118164
2011-06-20,19.8799991607666
2011-06-21,19.969999313354492
2011-06-22,19.969999313354492
2011-06-23,20.0
2011-06-24,19.75
2011-06-27,20.0
2011-06-28,19.8700008392334
2011-06-29,19.5
2011-06-30,19.8799991607666
2011-07-01,19.8799991607666
2011-07-05,19.790000915527344
2011-07-06,20.049999237060547
2011-07-07,20.239999771118164
2011-07-08,20.0
2011-07-11,20.0
2011-07-12,20.0
2011-07-13,20.049999237060547
2011-07-14,20.049999237060547
2011-07-15,20.200000762939453
2011-07-18,20.0
2011-07-19,20.149999618530273
2011-07-20,20.059999465942383
2011-07-21,20.0
2011-07-22,19.75
2011-07-25,19.75
2011-07-26,19.75
2011-07-27,19.799999237060547
2011-07-28,20.0
2011-07-29,19.700000762939453
2011-08-01,19.700000762939453
2011-08-02,19.700000762939453
2011-08-03,19.700000762939453
2011-08-04,19.6299991607666
2011-08-05,19.25
2011-08-08,18.510000228881836
2011-08-09,18.510000228881836
2011-08-10,18.100000381469727
2011-08-11,18.100000381469727
2011-08-12,18.100000381469727
2011-08-15,18.350000381469727
2011-08-16,18.350000381469727
2011-08-17,19.1200008392334
2011-08-18,18.25
2011-08-19,18.399999618530273
2011-08-22,18.43000030517578
2011-08-23,18.020000457763672
2011-08-24,18.020000457763672
2011-08-25,17.540000915527344
2011-08-26,17.850000381469727
2011-08-29,17.850000381469727
2011-08-30,17.850000381469727
2011-08-31,17.350000381469727
2011-09-01,17.350000381469727
2011-09-02,17.479999542236328
2011-09-06,17.15999984741211
2011-09-07,17.440000534057617
2011-09-08,17.25
2011-09-09,17.25
2011-09-12,16.75
2011-09-13,17.049999237060547
2011-09-14,16.600000381469727
2011-09-15,17.540000915527344
2011-09-16,17.459999084472656
2011-09-19,17.0
2011-09-20,16.5
2011-09-21,14.869999885559082
2011-09-22,14.5
2011-09-23,15.0
2011-09-26,14.899999618530273
2011-09-27,15.489999771118164
2011-09-28,14.75
2011-09-29,16.25
2011-09-30,16.610000610351562
2011-10-03,14.680000305175781
2011-10-04,15.5
2011-10-05,15.5
2011-10-06,16.5
2011-10-07,16.010000228881836
2011-10-10,16.010000228881836
2011-10-11,17.200000762939453
2011-10-12,17.100000381469727
2011-10-13,17.100000381469727
2011-10-14,17.799999237060547
2011-10-17,17.75
2011-10-18,17.75
2011-10-19,16.799999237060547
2011-10-20,16.0
2011-10-21,16.0
2011-10-24,15.550000190734863
2011-10-25,15.649999618530273
2011-10-26,16.0
2011-10-27,16.5
2011-10-28,16.93000030517578
2011-10-31,16.5
2011-11-01,16.010000228881836
2011-11-02,15.449999809265137
2011-11-03,16.0
2011-11-04,17.68000030517578
2011-11-07,17.0
2011-11-08,16.0
2011-11-09,17.389999389648438
2011-11-10,16.200000762939453
2011-11-11,16.209999084472656
2011-11-14,16.399999618530273
2011-11-15,16.5
2011-11-16,16.450000762939453
2011-11-17,16.0
2011-11-18,16.0
2011-11-21,16.09000015258789
2011-11-22,16.0
2011-11-23,15.949999809265137
2011-11-25,15.949999809265137
2011-11-28,15.949999809265137
2011-11-29,16.889999389648438
2011-11-30,16.770000457763672
2011-12-01,16.770000457763672
2011-12-02,17.649999618530273
2011-12-05,17.489999771118164
2011-12-06,16.700000762939453
2011-12-07,17.170000076293945
2011-12-08,17.100000381469727
2011-12-09,17.489999771118164
2011-12-12,17.440000534057617
2011-12-13,17.389999389648438
2011-12-14,17.200000762939453
2011-12-15,16.5
2011-12-16,16.5
2011-12-19,16.25
2011-12-20,16.549999237060547
2011-12-21,17.3700008392334
2011-12-22,16.899999618530273
2011-12-23,17.25
2011-12-27,17.25
2011-12-28,17.200000762939453
2011-12-29,16.5
2011-12-30,16.5
2012-01-03,16.950000762939453
2012-01-04,16.989999771118164
2012-01-05,17.100000381469727
2012-01-06,17.270000457763672
2012-01-09,17.270000457763672
2012-01-10,17.280000686645508
2012-01-11,17.280000686645508
2012-01-12,17.25
2012-01-13,17.0
2012-01-17,17.049999237060547
2012-01-18,17.049999237060547
2012-01-19,17.049999237060547
2012-01-20,16.649999618530273
2012-01-23,16.649999618530273
2012-01-24,16.649999618530273
2012-01-25,16.93000030517578
2012-01-26,16.93000030517578
2012-01-27,17.5
2012-01-30,17.5
2012-01-31,17.729999542236328
2012-02-01,17.600000381469727
2012-02-02,17.760000228881836
2012-02-03,17.780000686645508
2012-02-06,17.780000686645508
2012-02-07,17.399999618530273
2012-02-08,17.399999618530273
2012-02-09,17.75
2012-02-10,17.899999618530273
2012-02-13,18.0
2012-02-14,18.0
2012-02-15,18.0
2012-02-16,17.950000762939453
2012-02-17,17.899999618530273
2012-02-21,18.06999969482422
2012-02-22,18.010000228881836
2012-02-23,18.010000228881836
2012-02-24,18.059999465942383
2012-02-27,18.059999465942383
2012-02-28,19.0
2012-02-29,18.889999389648438
2012-03-01,18.34000015258789
2012-03-02,18.75
2012-03-05,18.770000457763672
2012-03-06,19.09000015258789
2012-03-07,19.030000686645508
2012-03-08,19.799999237060547
2012-03-09,19.8700008392334
2012-03-12,19.8799991607666
2012-03-13,19.899999618530273
2012-03-14,19.610000610351562
2012-03-15,19.530000686645508
2012-03-16,19.450000762939453
2012-03-19,19.899999618530273
2012-03-20,19.700000762939453
2012-03-21,19.700000762939453
2012-03-22,19.6200008392334
2012-03-23,19.889999389648438
2012-03-26,19.899999618530273
2012-03-27,20.0
2012-03-28,20.0
2012-03-29,20.440000534057617
2012-03-30,19.770000457763672
2012-04-02,19.760000228881836
2012-04-03,19.790000915527344
2012-04-04,19.5
2012-04-05,20.030000686645508
2012-04-09,19.6299991607666
2012-04-10,19.6299991607666
2012-04-11,19.799999237060547
2012-04-12,19.81999969482422
2012-04-13,19.81999969482422
2012-04-16,20.200000762939453
2012-04-17,20.200000762939453
2012-04-18,19.700000762939453
2012-04-19,19.700000762939453
2012-04-20,19.729999542236328
2012-04-23,19.579999923706055
2012-04-24,19.700000762939453
2012-04-25,19.75
2012-04-26,20.100000381469727
2012-04-27,20.100000381469727
2012-04-30,20.90999984741211
2012-05-01,20.43000030517578
2012-05-02,20.43000030517578
2012-05-03,20.43000030517578
2012-05-04,20.0
2012-05-07,20.0
2012-05-08,20.139999389648438
2012-05-09,20.139999389648438
2012-05-10,20.25
2012-05-11,20.479999542236328
2012-05-14,20.309999465942383
2012-05-15,20.149999618530273
2012-05-16,20.149999618530273
2012-05-17,20.700000762939453
2012-05-18,20.959999084472656
2012-05-21,20.959999084472656
2012-05-22,20.329999923706055
2012-05-23,20.329999923706055
2012-05-24,20.329999923706055
2012-05-25,20.34000015258789
2012-05-29,20.940000534057617
2012-05-30,20.940000534057617
2012-05-31,20.850000381469727
2012-06-01,20.540000915527344
2012-06-04,20.540000915527344
2012-06-05,20.540000915527344
2012-06-06,20.799999237060547
2012-06-07,20.309999465942383
2012-06-08,20.329999923706055
2012-06-11,20.329999923706055
2012-06-12,20.329999923706055
2012-06-13,20.329999923706055
2012-06-14,20.329999923706055
2012-06-15,20.420000076293945
2012-06-18,20.420000076293945
2012-06-19,20.510000228881836
2012-06-20,20.709999084472656
2012-06-21,20.8799991607666
2012-06-22,20.850000381469727
2012-06-25,20.760000228881836
2012-06-26,20.950000762939453
2012-06-27,20.760000228881836
2012-06-28,22.600000381469727
2012-06-29,20.899999618530273
2012-07-02,20.790000915527344
2012-07-03,21.850000381469727
2012-07-05,21.950000762939453
2012-07-06,20.860000610351562
2012-07-09,21.329999923706055
2012-07-10,21.899999618530273
2012-07-11,22.139999389648438
2012-07-12,22.0
2012-07-13,22.799999237060547
2012-07-16,22.93000030517578
2012-07-17,22.0
2012-07-18,22.0
2012-07-19,22.0
2012-07-20,22.0
2012-07-23,21.75
2012-07-24,21.75
2012-07-25,21.65999984741211
2012-07-26,21.5
2012-07-27,21.75
2012-07-30,21.6299991607666
2012-07-31,21.75
2012-08-01,21.940000534057617
2012-08-02,21.75
2012-08-03,21.8700008392334
2012-08-06,21.8700008392334
2012-08-07,21.940000534057617
2012-08-08,21.920000076293945
2012-08-09,22.049999237060547
2012-08-10,22.0
2012-08-13,22.0
2012-08-14,22.25
2012-08-15,22.549999237060547
2012-08-16,22.34000015258789
2012-08-17,23.299999237060547
2012-08-20,23.649999618530273
2012-08-21,23.260000228881836
2012-08-22,22.959999084472656
2012-08-23,22.81999969482422
2012-08-24,22.81999969482422
2012-08-27,22.81999969482422
2012-08-28,22.700000762939453
2012-08-29,22.690000534057617
2012-08-30,22.850000381469727
2012-08-31,22.989999771118164
2012-09-04,23.0
2012-09-05,23.25
2012-09-06,23.229999542236328
2012-09-07,23.25
2012-09-10,23.5
2012-09-11,23.5
2012-09-12,23.5
2012-09-13,23.25
2012-09-14,23.149999618530273
2012-09-17,23.149999618530273
2012-09-18,23.149999618530273
2012-09-19,22.520000457763672
2012-09-20,22.75
2012-09-21,22.649999618530273
2012-09-24,22.649999618530273
2012-09-25,22.350000381469727
2012-09-26,22.420000076293945
2012-09-27,22.420000076293945
2012-09-28,22.700000762939453
2012-10-01,22.649999618530273
2012-10-02,22.809999465942383
2012-10-03,22.81999969482422
2012-10-04,23.149999618530273
2012-10-05,23.149999618530273
2012-10-08,23.0
2012-10-09,23.110000610351562
2012-10-10,23.149999618530273
2012-10-11,23.149999618530273
2012-10-12,23.149999618530273
2012-10-15,23.139999389648438
2012-10-16,23.149999618530273
2012-10-17,23.219999313354492
2012-10-18,23.06999969482422
2012-10-19,22.899999618530273
2012-10-22,22.68000030517578
2012-10-23,22.799999237060547
2012-10-24,23.049999237060547
2012-10-25,22.649999618530273
2012-10-26,22.5
2012-10-31,23.110000610351562
2012-11-01,23.110000610351562
2012-11-02,22.649999618530273
2012-11-05,22.450000762939453
2012-11-06,22.450000762939453
2012-11-07,22.520000457763672
2012-11-08,22.84000015258789
2012-11-09,22.899999618530273
2012-11-12,22.969999313354492
2012-11-13,22.84000015258789
2012-11-14,22.81999969482422
2012-11-15,21.6299991607666
2012-11-16,21.649999618530273
2012-11-19,22.020000457763672
2012-11-20,22.049999237060547
2012-11-21,22.049999237060547
2012-11-23,22.350000381469727
2012-11-26,21.860000610351562
2012-11-27,22.020000457763672
2012-11-28,21.799999237060547
2012-11-29,21.75
2012-11-30,22.0
2012-12-03,21.75
2012-12-04,21.75
2012-12-05,21.700000762939453
2012-12-06,21.649999618530273
2012-12-07,21.850000381469727
2012-12-10,21.850000381469727
